time,LA Lakers,pts.away,score,pts.home,Phoenix
7:40.0,R. Hibbert enters the game for B. Bass,,33-26,,
7:40.0,D. Russell enters the game for M. Huertas,,33-26,,
7:40.0,M. World Peace makes free throw 2 of 2,1,34-26,,
7:28.0,,,34-26,,Turnover by C. Budinger (lost ball; steal by M. World Peace)
7:07.0,M. World Peace misses 2-pt shot from 1 ft,,34-26,,
7:06.0,Offensive rebound by R. Hibbert,,34-26,,
7:01.0,D. Russell makes 2-pt shot from 5 ft,2,36-26,,
6:57.0,,,36-26,,Phoenix full timeout
6:57.0,K. Bryant enters the game for M. World Peace,,36-26,,
6:57.0,,,36-26,,P. Tucker enters the game for A. Len
6:57.0,,,36-26,,J. Leuer enters the game for C. Budinger
6:46.0,,,36-26,,Turnover by B. Knight (lost ball; steal by R. Hibbert)
6:43.0,Turnover by J. Clarkson (dbl dribble),,36-26,,
6:33.0,,,36-28,2,D. Booker makes 2-pt shot from 1 ft
6:12.0,K. Bryant misses 3-pt shot from 25 ft,,36-28,,
6:11.0,,,36-28,,Defensive rebound by J. Leuer
6:07.0,Personal foul by J. Clarkson,,36-28,,
6:07.0,J. Randle enters the game for L. Nance,,36-28,,
6:02.0,,,36-30,2,B. Knight makes 2-pt shot from 20 ft
5:46.0,Shooting foul by D. Booker (drawn by D. Russell),,36-30,,
5:46.0,D. Russell makes free throw 1 of 2,1,37-30,,
5:46.0,D. Russell misses free throw 2 of 2,,37-30,,
5:45.0,Offensive rebound by R. Hibbert,,37-30,,
5:26.0,R. Hibbert misses 2-pt shot from 5 ft,,37-30,,
5:24.0,,,37-30,,Defensive rebound by P. Tucker
5:08.0,,,37-30,,B. Knight misses 2-pt shot from 18 ft
5:07.0,Defensive rebound by K. Bryant,,37-30,,
4:58.0,J. Randle misses 2-pt shot from 1 ft,,37-30,,
4:56.0,Offensive rebound by J. Clarkson,,37-30,,
4:56.0,D. Russell misses 2-pt shot from 2 ft,,37-30,,
4:55.0,,,37-30,,Defensive rebound by J. Leuer
4:47.0,,,37-33,3,M. Teletovic makes 3-pt shot from 22 ft (assist by B. Knight)
4:32.0,J. Randle makes 2-pt shot from 1 ft,2,39-33,,
4:20.0,,,39-33,,D. Booker misses 3-pt shot from 23 ft
4:20.0,Defensive rebound by J. Randle,,39-33,,
4:12.0,Turnover by J. Randle (lost ball; steal by B. Knight),,39-33,,
4:07.0,,,39-35,2,B. Knight makes 2-pt shot at rim
3:50.0,D. Russell misses 2-pt shot from 16 ft,,39-35,,
3:48.0,,,39-35,,Defensive rebound by P. Tucker
3:46.0,,,39-35,,Shooting foul by R. Hibbert (drawn by P. Tucker)
3:46.0,,,39-35,,P. Tucker misses free throw 1 of 2
3:46.0,,,39-35,,Offensive rebound by Team
3:46.0,,,39-35,,P. Tucker misses free throw 2 of 2
3:43.0,Jump ball: J. Leuer vs. J. Randle (R. Hibbert gains possession),,,,Jump ball: J. Leuer vs. J. Randle (R. Hibbert gains possession)
3:43.0,Offensive rebound by Team,,39-35,,
3:23.0,R. Hibbert makes 2-pt shot from 7 ft,2,41-35,,
3:08.0,Personal foul by D. Russell,,41-35,,
3:08.0,,,41-35,,A. Len enters the game for M. Teletovic
3:04.0,,,41-37,2,A. Len makes 2-pt shot at rim (assist by D. Booker)
3:04.0,,,41-37,,Shooting foul by K. Bryant (drawn by A. Len)
3:04.0,,,41-37,,A. Len misses free throw 1 of 1
3:03.0,,,41-37,,Offensive rebound by P. Tucker
2:56.0,,,41-37,,J. Leuer misses 3-pt shot from 23 ft
2:55.0,Defensive rebound by J. Randle,,41-37,,
2:35.0,J. Clarkson makes 2-pt shot from 11 ft,2,43-37,,
2:20.0,,,43-37,,B. Knight misses 3-pt shot from 24 ft
2:18.0,,,43-37,,Offensive rebound by J. Leuer
2:18.0,,,43-37,,J. Leuer misses 2-pt shot from 1 ft
2:16.0,,,43-37,,Offensive rebound by J. Leuer
2:14.0,,,43-37,,Turnover by J. Leuer (lost ball; steal by J. Randle)
2:09.0,J. Randle makes 2-pt shot from 1 ft,2,45-37,,
1:49.0,,,45-39,2,J. Leuer makes 2-pt shot at rim (assist by D. Booker)
1:49.0,,,45-39,,Shooting foul by J. Randle (drawn by J. Leuer)
1:49.0,Official timeout,,45-39,,
1:49.0,,,45-40,1,J. Leuer makes free throw 1 of 1
1:40.0,Turnover by K. Bryant (lost ball; steal by P. Tucker),,45-40,,
1:36.0,,,45-42,2,B. Knight makes 2-pt shot from 1 ft (assist by P. Tucker)
1:14.0,R. Hibbert misses 2-pt shot from 16 ft,,45-42,,
1:14.0,,,45-42,,Defensive rebound by D. Booker
1:02.0,,,45-44,2,D. Booker makes 2-pt shot from 12 ft
0:38.0,K. Bryant misses 3-pt shot from 25 ft,,45-44,,
0:37.0,,,45-44,,Defensive rebound by B. Knight
0:31.0,,,45-44,,Shooting foul by J. Clarkson (drawn by B. Knight)
0:31.0,,,45-44,,B. Knight misses free throw 1 of 2
0:31.0,,,45-44,,Offensive rebound by Team
0:31.0,,,45-45,1,B. Knight makes free throw 2 of 2
0:09.0,J. Clarkson misses 2-pt shot from 2 ft,,45-45,,
0:09.0,,,45-45,,Defensive rebound by P. Tucker
0:04.0,,,45-47,2,B. Knight makes 2-pt shot from 1 ft (assist by P. Tucker)
0:03.0,J. Clarkson makes 2-pt shot from 1 ft (assist by K. Bryant),2,47-47,,
0:00.0,,,47-47,,B. Knight misses 3-pt shot from 23 ft
0:00.0,,,47-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,D. Russell misses 2-pt shot from 2 ft,,47-47,,
11:40.0,Offensive rebound by D. Russell,,47-47,,
11:36.0,J. Clarkson misses 2-pt shot from 1 ft,,47-47,,
11:33.0,,,47-47,,Defensive rebound by J. Leuer
11:30.0,Personal block foul by D. Russell,,47-47,,
11:24.0,,,47-49,2,A. Len makes 2-pt shot at rim (assist by D. Booker)
11:04.0,D. Russell misses 2-pt shot from 1 ft,,47-49,,
11:03.0,Offensive rebound by D. Russell,,47-49,,
11:03.0,D. Russell misses 2-pt shot from 1 ft,,47-49,,
11:02.0,,,47-49,,Defensive rebound by J. Leuer
10:58.0,,,47-51,2,D. Booker makes 2-pt shot from 1 ft (assist by B. Knight)
10:35.0,R. Hibbert misses 2-pt shot from 1 ft,,47-51,,
10:34.0,Offensive rebound by J. Randle,,47-51,,
10:34.0,J. Randle makes 2-pt shot from 2 ft,2,49-51,,
10:34.0,Shooting foul by A. Len (drawn by J. Randle),,49-51,,
10:34.0,J. Randle makes free throw 1 of 1,1,50-51,,
10:23.0,,,50-53,2,D. Booker makes 2-pt shot from 17 ft (assist by P. Tucker)
9:58.0,K. Bryant misses 2-pt shot from 13 ft (block by B. Knight),,50-53,,
9:56.0,Offensive rebound by J. Clarkson,,50-53,,
9:51.0,J. Clarkson misses 2-pt shot from 14 ft,,50-53,,
9:51.0,,,50-53,,Defensive rebound by A. Len
9:43.0,,,50-53,,A. Len misses 2-pt shot from 15 ft
9:42.0,Defensive rebound by J. Randle,,50-53,,
9:36.0,Shooting foul by A. Len (drawn by J. Clarkson),,50-53,,
9:36.0,J. Clarkson makes free throw 1 of 2,1,51-53,,
9:36.0,,,51-53,,M. Teletovic enters the game for A. Len
9:36.0,J. Clarkson makes free throw 2 of 2,1,52-53,,
9:21.0,,,52-53,,D. Booker misses 3-pt shot from 24 ft
9:21.0,Defensive rebound by J. Clarkson,,52-53,,
9:13.0,D. Russell makes 2-pt shot from 10 ft (assist by J. Clarkson),2,54-53,,
8:46.0,,,54-53,,Shooting foul by J. Randle (drawn by J. Leuer)
8:46.0,,,54-54,1,J. Leuer makes free throw 1 of 2
8:46.0,,,54-55,1,J. Leuer makes free throw 2 of 2
8:22.0,J. Clarkson misses 2-pt shot from 16 ft,,54-55,,
8:20.0,,,54-55,,Defensive rebound by B. Knight
8:11.0,,,54-55,,B. Knight misses 2-pt shot from 19 ft
8:09.0,Defensive rebound by K. Bryant,,54-55,,
8:02.0,R. Hibbert misses 2-pt shot from 2 ft,,54-55,,
8:02.0,,,54-55,,Defensive rebound by M. Teletovic
8:01.0,Personal foul by J. Randle,,54-55,,
7:48.0,,,54-57,2,J. Leuer makes 2-pt shot at rim (assist by D. Booker)
7:36.0,Turnover by D. Russell (bad pass),,54-57,,
7:29.0,,,54-60,3,M. Teletovic makes 3-pt shot from 24 ft (assist by B. Knight)
7:25.0,LA Lakers full timeout,,54-60,,
6:59.0,D. Russell makes 2-pt shot from 20 ft,2,56-60,,
6:37.0,,,56-63,3,M. Teletovic makes 3-pt shot from 26 ft (assist by D. Booker)
6:12.0,Shooting foul by B. Knight (drawn by K. Bryant),,56-63,,
6:12.0,K. Bryant makes free throw 1 of 2,1,57-63,,
6:12.0,L. Williams enters the game for D. Russell,,57-63,,
6:12.0,K. Bryant makes free throw 2 of 2,1,58-63,,
6:02.0,,,58-65,2,P. Tucker makes 2-pt shot at rim
5:52.0,K. Bryant makes 3-pt shot from 23 ft (assist by L. Williams),3,61-65,,
5:43.0,,,61-68,3,M. Teletovic makes 3-pt shot from 27 ft (assist by B. Knight)
5:30.0,K. Bryant misses 3-pt shot from 25 ft,,61-68,,
5:30.0,,,61-68,,Defensive rebound by J. Leuer
5:22.0,,,61-68,,D. Booker misses 2-pt shot from 2 ft
5:22.0,Defensive rebound by J. Randle,,61-68,,
5:15.0,J. Clarkson misses 3-pt shot from 24 ft (block by D. Booker),,61-68,,
5:14.0,Offensive rebound by J. Randle,,61-68,,
5:11.0,J. Randle makes 2-pt shot at rim,2,63-68,,
5:03.0,,,63-70,2,B. Knight makes 2-pt shot from 9 ft
4:51.0,J. Clarkson misses 2-pt shot from 6 ft,,63-70,,
4:48.0,,,63-70,,Defensive rebound by B. Knight
4:43.0,Personal foul by J. Clarkson,,63-70,,
4:43.0,B. Bass enters the game for R. Hibbert,,63-70,,
4:39.0,,,63-73,3,D. Booker makes 3-pt shot from 28 ft (assist by M. Teletovic)
4:21.0,J. Randle misses 2-pt shot from 3 ft (block by B. Knight),,63-73,,
4:21.0,Offensive rebound by Team,,63-73,,
4:21.0,M. Huertas enters the game for J. Clarkson,,63-73,,
4:21.0,M. World Peace enters the game for K. Bryant,,63-73,,
4:12.0,J. Randle misses 2-pt shot from 4 ft (block by J. Leuer),,63-73,,
4:10.0,,,63-73,,Defensive rebound by B. Knight
4:10.0,Personal take foul by M. Huertas,,63-73,,
4:10.0,,,63-74,1,B. Knight makes free throw 1 of 2
4:10.0,,,63-75,1,B. Knight makes free throw 2 of 2
4:04.0,Turnover by L. Williams (lost ball; steal by M. Teletovic),,63-75,,
3:56.0,,,63-77,2,B. Knight makes 2-pt shot at rim (assist by M. Teletovic)
3:39.0,M. World Peace misses 3-pt shot from 24 ft,,63-77,,
3:38.0,,,63-77,,Defensive rebound by B. Knight
3:30.0,,,63-77,,B. Knight misses 3-pt shot from 25 ft
3:29.0,Defensive rebound by M. Huertas,,63-77,,
3:23.0,M. World Peace misses 2-pt shot from 1 ft,,63-77,,
3:20.0,Offensive rebound by J. Randle,,63-77,,
3:20.0,J. Randle makes 2-pt shot at rim,2,65-77,,
2:56.0,,,65-79,2,D. Booker makes 2-pt shot from 1 ft
2:46.0,Shooting foul by D. Booker (drawn by J. Randle),,65-79,,
2:46.0,,,65-79,,Phoenix full timeout
2:46.0,,,65-79,,R. Price enters the game for B. Knight
2:46.0,J. Randle makes free throw 1 of 2,1,66-79,,
2:46.0,J. Randle makes free throw 2 of 2,1,67-79,,
2:26.0,,,67-79,,Turnover by J. Leuer (lost ball; steal by B. Bass)
2:21.0,Shooting foul by M. Teletovic (drawn by J. Randle),,67-79,,
2:21.0,J. Randle makes free throw 1 of 2,1,68-79,,
2:21.0,J. Randle makes free throw 2 of 2,1,69-79,,
2:07.0,,,69-79,,Shooting foul by L. Williams (drawn by D. Booker)
2:07.0,,,69-80,1,D. Booker makes free throw 1 of 2
2:07.0,L. Nance enters the game for J. Randle,,69-80,,
2:07.0,,,69-81,1,D. Booker makes free throw 2 of 2
1:45.0,L. Williams makes 2-pt shot at rim,2,71-81,,
1:26.0,,,71-81,,Offensive charge foul by D. Booker
1:26.0,,,71-81,,Turnover by D. Booker (offensive foul)
1:26.0,,,71-81,,J. Jenkins enters the game for D. Booker
1:07.0,Shooting foul by P. Tucker (drawn by M. World Peace),,71-81,,
1:07.0,M. World Peace misses free throw 1 of 2,,71-81,,
1:07.0,Offensive rebound by Team,,71-81,,
1:07.0,M. World Peace makes free throw 2 of 2,1,72-81,,
0:54.0,,,72-83,2,M. Teletovic makes 2-pt shot from 20 ft (assist by J. Jenkins)
0:29.0,M. World Peace misses 2-pt shot from 19 ft,,72-83,,
0:28.0,,,72-83,,Defensive rebound by R. Price
0:21.0,,,72-83,,J. Leuer misses 2-pt shot from 12 ft
0:19.0,Jump ball: L. Nance vs. M. Teletovic (M. Huertas gains possession),,,,Jump ball: L. Nance vs. M. Teletovic (M. Huertas gains possession)
0:19.0,Defensive rebound by Team,,72-83,,
0:00.0,M. Huertas makes 2-pt shot from 2 ft,2,74-83,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,74-86,3,J. Leuer makes 3-pt shot from 24 ft (assist by R. Price)
11:27.0,L. Williams misses 3-pt shot from 23 ft,,74-86,,
11:27.0,,,74-86,,Defensive rebound by Team
11:27.0,Loose ball foul by L. Nance,,74-86,,
11:17.0,Personal foul by M. World Peace,,74-86,,
11:13.0,,,74-89,3,J. Jenkins makes 3-pt shot from 24 ft (assist by P. Tucker)
10:56.0,L. Nance misses 2-pt shot from 17 ft,,74-89,,
10:56.0,,,74-89,,Defensive rebound by J. Jenkins
10:46.0,,,74-89,,P. Tucker misses 3-pt shot from 22 ft
10:46.0,,,74-89,,Offensive rebound by P. Tucker
10:38.0,,,74-89,,J. Jenkins misses 2-pt shot from 22 ft
10:37.0,Defensive rebound by L. Nance,,74-89,,
10:29.0,B. Bass makes 2-pt shot at rim (assist by L. Williams),2,76-89,,
10:15.0,,,76-91,2,J. Jenkins makes 2-pt shot from 21 ft (assist by R. Price)
10:02.0,M. Huertas makes 2-pt shot from 12 ft,2,78-91,,
9:47.0,,,78-91,,Turnover by J. Jenkins (lost ball; steal by L. Williams)
9:43.0,L. Nance makes 2-pt shot at rim (assist by L. Williams),2,80-91,,
9:16.0,,,80-91,,R. Price misses 3-pt shot from 24 ft
9:16.0,Defensive rebound by M. Huertas,,80-91,,
9:05.0,L. Williams misses 2-pt shot from 8 ft,,80-91,,
9:04.0,Offensive rebound by L. Williams,,80-91,,
8:58.0,M. World Peace makes 2-pt shot at rim,2,82-91,,
8:58.0,Shooting foul by M. Teletovic (drawn by M. World Peace),,82-91,,
8:58.0,Official timeout,,82-91,,
8:58.0,D. Russell enters the game for M. Huertas,,82-91,,
8:58.0,,,82-91,,A. Len enters the game for M. Teletovic
8:58.0,M. World Peace makes free throw 1 of 1,1,83-91,,
8:58.0,,,83-91,,Phoenix full timeout
8:52.0,,,83-91,,P. Tucker misses 3-pt shot from 23 ft
8:50.0,Defensive rebound by L. Nance,,83-91,,
8:46.0,Shooting foul by J. Jenkins (drawn by L. Williams),,83-91,,
8:46.0,L. Williams misses free throw 1 of 2,,83-91,,
8:46.0,Offensive rebound by Team,,83-91,,
8:46.0,,,83-91,,D. Booker enters the game for R. Price
8:46.0,,,83-91,,B. Knight enters the game for J. Jenkins
8:46.0,L. Williams makes free throw 2 of 2,1,84-91,,
8:29.0,,,84-91,,Turnover by D. Booker (bad pass)
8:18.0,L. Williams misses 3-pt shot from 25 ft,,84-91,,
8:18.0,,,84-91,,Defensive rebound by J. Leuer
8:09.0,,,84-91,,D. Booker misses 2-pt shot from 17 ft
8:09.0,Defensive rebound by M. World Peace,,84-91,,
7:51.0,,,84-91,,Def 3 sec tech foul by J. Leuer
7:51.0,L. Williams makes technical free throw,1,85-91,,
7:46.0,D. Russell makes 2-pt shot from 19 ft,2,87-91,,
7:29.0,,,87-91,,J. Leuer misses 2-pt shot from 5 ft (block by D. Russell)
7:29.0,,,87-91,,Offensive rebound by Team
7:25.0,,,87-91,,A. Len misses 2-pt shot from 9 ft
7:25.0,,,87-91,,Offensive rebound by J. Leuer
7:22.0,,,87-91,,J. Leuer misses 2-pt shot at rim
7:21.0,,,87-91,,Offensive rebound by P. Tucker
7:19.0,,,87-93,2,P. Tucker makes 2-pt shot from 1 ft
6:59.0,D. Russell makes 3-pt shot from 24 ft (assist by L. Williams),3,90-93,,
6:46.0,,,90-96,3,J. Leuer makes 3-pt shot from 23 ft (assist by B. Knight)
6:34.0,D. Russell misses 3-pt shot from 24 ft,,90-96,,
6:34.0,,,90-96,,Defensive rebound by J. Leuer
6:21.0,,,90-96,,P. Tucker misses 3-pt shot from 22 ft
6:21.0,Defensive rebound by B. Bass,,90-96,,
6:15.0,L. Nance makes 2-pt shot at rim (assist by D. Russell),2,92-96,,
5:53.0,,,92-96,,A. Len misses 2-pt shot from 3 ft (block by L. Nance)
5:52.0,,,92-96,,Offensive rebound by P. Tucker
5:51.0,,,92-98,2,P. Tucker makes 2-pt shot at rim (assist by A. Len)
5:51.0,,,92-98,,Shooting foul by M. World Peace (drawn by P. Tucker)
5:51.0,,,92-98,,Phoenix full timeout
5:51.0,J. Randle enters the game for L. Williams,,92-98,,
5:51.0,J. Clarkson enters the game for L. Nance,,92-98,,
5:51.0,K. Bryant enters the game for M. World Peace,,92-98,,
5:51.0,,,92-98,,P. Tucker misses free throw 1 of 1
5:49.0,Defensive rebound by J. Randle,,92-98,,
5:37.0,D. Russell makes 2-pt shot from 4 ft,2,94-98,,
5:24.0,Personal foul by J. Clarkson,,94-98,,
5:13.0,,,94-98,,P. Tucker misses 2-pt shot from 1 ft
5:12.0,,,94-98,,Offensive rebound by J. Leuer
5:12.0,,,94-100,2,J. Leuer makes 2-pt shot at rim
4:58.0,D. Russell misses 2-pt shot from 15 ft,,94-100,,
4:56.0,,,94-100,,Defensive rebound by A. Len
4:46.0,,,94-103,3,B. Knight makes 3-pt shot from 23 ft
4:31.0,J. Clarkson misses 3-pt shot from 25 ft,,94-103,,
