time,Phoenix,pts.away,score,pts.home,LA Clippers
8:10.0,,,7-7,2,C. Paul makes 2-pt shot from 19 ft
8:00.0,M. Morris misses 3-pt shot from 25 ft,,7-7,,
7:59.0,,,7-7,,Defensive rebound by B. Griffin
7:47.0,,,7-9,2,D. Jordan makes 2-pt shot from 8 ft (assist by C. Paul)
7:38.0,Turnover by E. Bledsoe (lost ball),,7-9,,
7:38.0,Violation by E. Bledsoe (kicked ball),,7-9,,
7:19.0,,,7-9,,J. Redick misses 3-pt shot from 27 ft
7:19.0,,,7-9,,Offensive rebound by B. Griffin
7:09.0,,,7-11,2,C. Paul makes 2-pt shot from 2 ft (assist by L. Stephenson)
6:56.0,Turnover by M. Morris (bad pass; steal by C. Paul),,7-11,,
6:50.0,,,7-11,,C. Paul misses 2-pt shot from 17 ft
6:46.0,Defensive rebound by P. Tucker,,7-11,,
6:34.0,E. Bledsoe misses 2-pt shot from 13 ft,,7-11,,
6:32.0,Offensive rebound by T. Chandler,,7-11,,
6:25.0,E. Bledsoe makes 2-pt shot from 2 ft (assist by T. Chandler),2,9-11,,
6:08.0,,,9-11,,Turnover by C. Paul (bad pass; steal by E. Bledsoe)
6:02.0,B. Knight makes 2-pt shot from 1 ft (assist by P. Tucker),2,11-11,,
5:54.0,,,11-11,,J. Redick misses 3-pt shot from 24 ft
5:52.0,Defensive rebound by E. Bledsoe,,11-11,,
5:45.0,,,11-11,,LA Clippers full timeout
5:39.0,B. Knight misses 3-pt shot from 22 ft,,11-11,,
5:39.0,,,11-11,,Defensive rebound by B. Griffin
5:25.0,,,11-13,2,B. Griffin makes 2-pt shot from 8 ft
5:10.0,M. Morris misses 3-pt shot from 25 ft,,11-13,,
5:09.0,,,11-13,,Defensive rebound by C. Paul
5:00.0,,,11-13,,C. Paul misses 2-pt shot from 13 ft
4:59.0,,,11-13,,Offensive rebound by L. Stephenson
4:56.0,,,11-15,2,L. Stephenson makes 2-pt shot at rim
4:35.0,Shooting foul by D. Jordan (drawn by E. Bledsoe),,11-15,,
4:35.0,E. Bledsoe misses free throw 1 of 2,,11-15,,
4:35.0,Offensive rebound by Team,,11-15,,
4:35.0,,,11-15,,P. Pierce enters the game for L. Stephenson
4:35.0,E. Bledsoe makes free throw 2 of 2,1,12-15,,
4:25.0,,,12-18,3,J. Redick makes 3-pt shot from 24 ft (assist by B. Griffin)
4:11.0,M. Morris makes 2-pt shot from 2 ft (assist by B. Knight),2,14-18,,
4:05.0,,,14-20,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
3:47.0,E. Bledsoe misses 2-pt shot from 6 ft,,14-20,,
3:47.0,,,14-20,,Defensive rebound by C. Paul
3:37.0,,,14-20,,J. Redick misses 3-pt shot from 26 ft
3:36.0,Defensive rebound by M. Morris,,14-20,,
3:30.0,T. Chandler makes 2-pt shot at rim (assist by B. Knight),2,16-20,,
3:11.0,Personal foul by E. Bledsoe (drawn by C. Paul),,16-20,,
3:11.0,,,16-20,,J. Smith enters the game for D. Jordan
3:11.0,R. Price enters the game for E. Bledsoe,,16-20,,
3:11.0,T. Warren enters the game for P. Tucker,,16-20,,
3:11.0,A. Len enters the game for T. Chandler,,16-20,,
3:00.0,,,16-20,,C. Paul misses 2-pt shot from 19 ft
2:59.0,Defensive rebound by A. Len,,16-20,,
2:49.0,M. Morris misses 3-pt shot from 26 ft,,16-20,,
2:49.0,,,16-20,,Defensive rebound by J. Smith
2:40.0,,,16-20,,J. Redick misses 3-pt shot from 26 ft
2:39.0,Defensive rebound by R. Price,,16-20,,
2:28.0,T. Warren makes 2-pt shot from 3 ft (assist by B. Knight),2,18-20,,
2:08.0,,,18-22,2,P. Pierce makes 2-pt shot from 17 ft (assist by J. Redick)
2:02.0,Phoenix full timeout,,18-22,,
2:02.0,J. Leuer enters the game for M. Morris,,18-22,,
2:02.0,,,18-22,,J. Crawford enters the game for J. Redick
2:02.0,,,18-22,,A. Rivers enters the game for C. Paul
1:50.0,A. Len misses 2-pt shot from 5 ft,,18-22,,
1:48.0,,,18-22,,Defensive rebound by J. Smith
1:26.0,,,18-22,,P. Pierce misses 3-pt shot from 24 ft
1:25.0,Defensive rebound by R. Price,,18-22,,
1:07.0,J. Leuer makes 2-pt shot from 17 ft (assist by R. Price),2,20-22,,
0:51.0,,,20-22,,J. Smith misses 3-pt shot from 27 ft
0:51.0,Defensive rebound by A. Len,,20-22,,
0:38.0,B. Knight misses 3-pt shot from 26 ft,,20-22,,
0:37.0,,,20-22,,Defensive rebound by B. Griffin
0:31.0,,,20-22,,B. Griffin misses 2-pt shot from 2 ft
0:27.0,Defensive rebound by A. Len,,20-22,,
0:24.0,R. Price makes 3-pt shot from 24 ft (assist by B. Knight),3,23-22,,
0:02.0,,,23-22,,P. Pierce misses 3-pt shot from 22 ft
0:01.0,Defensive rebound by J. Leuer,,23-22,,
0:00.0,J. Leuer misses 3-pt shot from 54 ft,,23-22,,
0:00.0,Offensive rebound by Team,,23-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,R. Price makes 3-pt shot from 23 ft (assist by T. Warren),3,26-22,,
11:18.0,,,26-22,,A. Rivers misses 2-pt shot from 14 ft
11:18.0,Defensive rebound by S. Weems,,26-22,,
11:10.0,R. Price misses 3-pt shot from 28 ft,,26-22,,
11:10.0,,,26-22,,Defensive rebound by P. Pierce
10:58.0,,,26-22,,Shooting foul by R. Price (drawn by J. Crawford)
10:58.0,,,26-23,1,J. Crawford makes free throw 1 of 2
10:58.0,,,26-24,1,J. Crawford makes free throw 2 of 2
10:47.0,Shooting foul by P. Pierce (drawn by A. Len),,26-24,,
10:47.0,A. Len makes free throw 1 of 2,1,27-24,,
10:47.0,A. Len makes free throw 2 of 2,1,28-24,,
10:30.0,,,28-24,,A. Rivers misses 3-pt shot from 23 ft
10:29.0,Defensive rebound by S. Weems,,28-24,,
10:17.0,S. Weems misses 2-pt shot from 5 ft,,28-24,,
10:16.0,Offensive rebound by T. Warren,,28-24,,
10:13.0,T. Warren makes 2-pt shot from 2 ft,2,30-24,,
9:59.0,,,30-24,,P. Pierce misses 3-pt shot from 25 ft
9:58.0,Defensive rebound by A. Len,,30-24,,
9:46.0,R. Price misses 3-pt shot from 27 ft,,30-24,,
9:45.0,Offensive rebound by J. Leuer,,30-24,,
9:41.0,J. Leuer makes 2-pt shot from 2 ft,2,32-24,,
9:27.0,,,32-24,,Shooting foul by A. Len (drawn by J. Smith)
9:27.0,,,32-24,,J. Smith misses free throw 1 of 2
9:27.0,,,32-24,,Offensive rebound by Team
9:27.0,,,32-25,1,J. Smith makes free throw 2 of 2
9:10.0,Turnover by A. Len (traveling),,32-25,,
8:54.0,,,32-25,,J. Smith misses 2-pt shot from 7 ft
8:54.0,Defensive rebound by Team,,32-25,,
8:54.0,,,32-25,,Loose ball foul by J. Smith (drawn by A. Len)
8:54.0,Official timeout,,32-25,,
8:41.0,Phoenix full timeout,,32-25,,
8:29.0,A. Len misses 2-pt shot from 18 ft,,32-25,,
8:28.0,,,32-25,,Defensive rebound by J. Crawford
8:16.0,,,32-27,2,W. Johnson makes 2-pt shot from 6 ft
8:16.0,,,32-27,,Shooting foul by T. Warren (drawn by W. Johnson)
8:16.0,,,32-27,,D. Jordan enters the game for J. Smith
8:16.0,E. Bledsoe enters the game for R. Price,,32-27,,
8:16.0,T. Chandler enters the game for A. Len,,32-27,,
8:16.0,,,32-28,1,W. Johnson makes free throw 1 of 1
8:02.0,T. Warren misses 2-pt shot from 7 ft,,32-28,,
8:01.0,,,32-28,,Defensive rebound by P. Pierce
7:59.0,,,32-28,,Turnover by P. Pierce (bad pass; steal by J. Leuer)
7:53.0,T. Warren misses 2-pt shot from 2 ft,,32-28,,
7:50.0,,,32-28,,Defensive rebound by P. Pierce
7:46.0,,,32-30,2,W. Johnson makes 2-pt shot from 3 ft (assist by J. Crawford)
7:40.0,Turnover by E. Bledsoe (bad pass),,32-30,,
7:20.0,,,32-32,2,D. Jordan makes 2-pt shot from 2 ft (assist by P. Pierce)
7:09.0,S. Weems misses 2-pt shot from 14 ft,,32-32,,
7:09.0,,,32-32,,Defensive rebound by D. Jordan
7:06.0,,,32-32,,Shooting foul by J. Leuer (drawn by J. Crawford)
7:06.0,,,32-33,1,J. Crawford makes free throw 1 of 2
7:06.0,M. Morris enters the game for J. Leuer,,32-33,,
7:06.0,,,32-34,1,J. Crawford makes free throw 2 of 2
6:52.0,Turnover by S. Weems (bad pass; steal by D. Jordan),,32-34,,
6:49.0,,,32-36,2,A. Rivers makes 2-pt shot from 2 ft (assist by J. Crawford)
6:49.0,,,32-36,,Shooting foul by E. Bledsoe (drawn by A. Rivers)
6:49.0,B. Knight enters the game for E. Bledsoe,,32-36,,
6:49.0,,,32-37,1,A. Rivers makes free throw 1 of 1
6:27.0,B. Knight misses 3-pt shot from 26 ft,,32-37,,
6:26.0,,,32-37,,Defensive rebound by P. Pierce
6:20.0,,,32-39,2,D. Jordan makes 2-pt shot at rim (assist by A. Rivers)
6:07.0,T. Warren misses 2-pt shot from 17 ft,,32-39,,
6:03.0,Offensive rebound by M. Morris,,32-39,,
5:59.0,T. Warren misses 3-pt shot from 28 ft,,32-39,,
5:57.0,,,32-39,,Defensive rebound by D. Jordan
5:49.0,,,32-39,,J. Crawford misses 3-pt shot from 25 ft
5:48.0,Defensive rebound by T. Chandler,,32-39,,
5:37.0,Turnover by B. Knight (bad pass; steal by A. Rivers),,32-39,,
5:29.0,,,32-39,,W. Johnson misses 3-pt shot from 23 ft
5:28.0,Defensive rebound by T. Chandler,,32-39,,
5:25.0,Phoenix full timeout,,32-39,,
5:25.0,,,32-39,,L. Stephenson enters the game for P. Pierce
5:25.0,,,32-39,,C. Paul enters the game for A. Rivers
5:25.0,,,32-39,,B. Griffin enters the game for W. Johnson
5:25.0,P. Tucker enters the game for T. Warren,,32-39,,
5:15.0,,,32-39,,Personal foul by B. Griffin (drawn by M. Morris)
5:13.0,,,32-39,,Personal foul by L. Stephenson (drawn by P. Tucker)
5:02.0,M. Morris misses 3-pt shot from 25 ft,,32-39,,
5:01.0,,,32-39,,Defensive rebound by J. Crawford
4:50.0,,,32-39,,J. Crawford misses 2-pt shot from 15 ft
4:50.0,Defensive rebound by T. Chandler,,32-39,,
4:42.0,T. Chandler makes 2-pt shot at rim (assist by B. Knight),2,34-39,,
4:27.0,,,34-39,,Shooting foul by S. Weems (drawn by J. Crawford)
4:27.0,,,34-40,1,J. Crawford makes free throw 1 of 2
4:27.0,R. Price enters the game for S. Weems,,34-40,,
4:27.0,,,34-41,1,J. Crawford makes free throw 2 of 2
4:15.0,Turnover by M. Morris (bad pass),,34-41,,
4:15.0,,,34-41,,J. Redick enters the game for J. Crawford
4:02.0,Def 3 sec tech foul by T. Chandler,,34-41,,
4:02.0,,,34-42,1,J. Redick makes technical free throw
3:49.0,,,34-42,,L. Stephenson misses 2-pt shot from 17 ft
3:44.0,Defensive rebound by B. Knight,,34-42,,
3:29.0,M. Morris misses 2-pt shot from 2 ft,,34-42,,
3:29.0,,,34-42,,Defensive rebound by L. Stephenson
3:20.0,,,34-42,,J. Redick misses 3-pt shot from 27 ft
3:19.0,,,34-42,,Offensive rebound by J. Redick
3:17.0,,,34-42,,LA Clippers full timeout
3:04.0,,,34-42,,B. Griffin misses 2-pt shot from 9 ft
3:04.0,Defensive rebound by B. Knight,,34-42,,
2:45.0,M. Morris misses 2-pt shot from 4 ft (block by D. Jordan),,34-42,,
2:45.0,Offensive rebound by Team,,34-42,,
2:41.0,M. Morris misses 2-pt shot from 17 ft,,34-42,,
2:40.0,,,34-42,,Defensive rebound by D. Jordan
2:30.0,,,34-44,2,C. Paul makes 2-pt shot from 13 ft
2:09.0,M. Morris misses 2-pt shot from 4 ft (block by D. Jordan),,34-44,,
2:09.0,Offensive rebound by Team,,34-44,,
2:02.0,B. Knight misses 2-pt shot from 21 ft,,34-44,,
2:02.0,Offensive rebound by T. Chandler,,34-44,,
1:59.0,Turnover by R. Price (bad pass),,34-44,,
1:45.0,,,34-46,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
1:31.0,,,34-46,,Personal foul by L. Stephenson (drawn by P. Tucker)
1:31.0,P. Tucker makes free throw 1 of 2,1,35-46,,
1:31.0,P. Tucker misses free throw 2 of 2,,35-46,,
1:29.0,,,35-46,,Defensive rebound by B. Griffin
1:22.0,,,35-46,,Turnover by C. Paul (bad pass; steal by B. Knight)
1:12.0,B. Knight makes 2-pt shot from 3 ft,2,37-46,,
0:59.0,,,37-48,2,B. Griffin makes 2-pt shot from 14 ft
0:42.0,,,37-48,,Personal foul by L. Stephenson (drawn by M. Morris)
0:42.0,M. Morris makes free throw 1 of 2,1,38-48,,
0:42.0,,,38-48,,J. Crawford enters the game for L. Stephenson
0:42.0,M. Morris makes free throw 2 of 2,1,39-48,,
0:32.0,,,39-48,,Turnover by C. Paul (bad pass; steal by R. Price)
0:18.0,B. Knight misses 2-pt shot from 2 ft,,39-48,,
0:18.0,,,39-48,,Defensive rebound by Team
0:18.0,,,39-48,,P. Pierce enters the game for D. Jordan
0:18.0,T. Warren enters the game for T. Chandler,,39-48,,
0:02.0,,,39-48,,C. Paul misses 2-pt shot from 12 ft
0:01.0,Defensive rebound by M. Morris,,39-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,Turnover by Team (shot clock),,39-48,,
11:14.0,,,39-50,2,C. Paul makes 2-pt shot from 22 ft
10:54.0,T. Chandler misses 2-pt shot from 14 ft,,39-50,,
10:54.0,,,39-50,,Defensive rebound by D. Jordan
10:46.0,,,39-50,,B. Griffin misses 2-pt shot from 19 ft
10:45.0,Defensive rebound by E. Bledsoe,,39-50,,
10:36.0,M. Morris makes 3-pt shot from 26 ft (assist by E. Bledsoe),3,42-50,,
10:17.0,,,42-50,,J. Redick misses 2-pt shot from 20 ft
10:17.0,Defensive rebound by M. Morris,,42-50,,
9:53.0,B. Knight misses 3-pt shot from 25 ft,,42-50,,
9:53.0,,,42-50,,Defensive rebound by D. Jordan
9:27.0,,,42-52,2,B. Griffin makes 2-pt shot from 21 ft
9:14.0,,,42-52,,Personal foul by C. Paul (drawn by E. Bledsoe)
9:09.0,Shooting foul by D. Jordan (drawn by P. Tucker),,42-52,,
9:09.0,P. Tucker makes free throw 1 of 2,1,43-52,,
9:09.0,P. Tucker makes free throw 2 of 2,1,44-52,,
8:53.0,,,44-55,3,J. Redick makes 3-pt shot from 25 ft (assist by B. Griffin)
8:44.0,E. Bledsoe misses 2-pt shot from 9 ft,,44-55,,
8:42.0,Offensive rebound by T. Chandler,,44-55,,
8:33.0,M. Morris misses 2-pt shot from 12 ft,,44-55,,
8:32.0,,,44-55,,Defensive rebound by L. Stephenson
8:22.0,,,44-57,2,L. Stephenson makes 2-pt shot from 2 ft
8:22.0,,,44-57,,Shooting foul by P. Tucker (drawn by L. Stephenson)
8:22.0,,,44-58,1,L. Stephenson makes free throw 1 of 1
8:08.0,B. Knight makes 2-pt shot from 15 ft,2,46-58,,
7:47.0,,,46-58,,C. Paul misses 2-pt shot from 15 ft
7:47.0,Defensive rebound by T. Chandler,,46-58,,
7:38.0,E. Bledsoe makes 3-pt shot from 26 ft,3,49-58,,
7:25.0,,,49-58,,Turnover by J. Redick (bad pass)
7:11.0,P. Tucker makes 3-pt shot from 24 ft (assist by M. Morris),3,52-58,,
6:53.0,,,52-58,,B. Griffin misses 2-pt shot from 12 ft
6:50.0,Defensive rebound by P. Tucker,,52-58,,
6:44.0,B. Knight misses 2-pt shot from 19 ft,,52-58,,
6:44.0,,,52-58,,Defensive rebound by B. Griffin
6:21.0,,,52-58,,Turnover by C. Paul (bad pass; steal by E. Bledsoe)
6:04.0,E. Bledsoe misses 2-pt shot from 16 ft,,52-58,,
6:04.0,,,52-58,,Defensive rebound by L. Stephenson
5:57.0,,,52-58,,L. Stephenson misses 2-pt shot from 17 ft
5:56.0,Defensive rebound by T. Chandler,,52-58,,
5:48.0,T. Chandler makes 2-pt shot at rim (assist by E. Bledsoe),2,54-58,,
5:48.0,,,54-58,,LA Clippers full timeout
5:48.0,,,54-58,,P. Pierce enters the game for L. Stephenson
5:39.0,,,54-60,2,B. Griffin makes 2-pt shot from 2 ft (assist by J. Redick)
5:39.0,,,54-60,,Shooting foul by P. Tucker (drawn by B. Griffin)
5:39.0,,,54-61,1,B. Griffin makes free throw 1 of 1
5:23.0,M. Morris makes 2-pt shot from 2 ft,2,56-61,,
5:14.0,,,56-61,,Turnover by C. Paul (bad pass; steal by B. Knight)
5:03.0,E. Bledsoe misses 2-pt shot from 2 ft,,56-61,,
5:02.0,Offensive rebound by T. Chandler,,56-61,,
5:01.0,T. Chandler misses 2-pt shot from 1 ft,,56-61,,
5:01.0,Offensive rebound by T. Chandler,,56-61,,
5:01.0,T. Chandler makes 2-pt shot from 1 ft,2,58-61,,
4:47.0,,,58-61,,C. Paul misses 2-pt shot from 3 ft (block by E. Bledsoe)
4:47.0,,,58-61,,Offensive rebound by Team
4:43.0,,,58-61,,B. Griffin misses 2-pt shot from 20 ft
4:42.0,Defensive rebound by T. Chandler,,58-61,,
4:30.0,M. Morris makes 2-pt shot from 19 ft (assist by E. Bledsoe),2,60-61,,
4:14.0,,,60-61,,Shooting foul by M. Morris (drawn by B. Griffin)
4:14.0,,,60-62,1,B. Griffin makes free throw 1 of 2
4:14.0,,,60-62,,J. Crawford enters the game for J. Redick
4:14.0,,,60-63,1,B. Griffin makes free throw 2 of 2
4:08.0,,,60-63,,Personal foul by J. Crawford (drawn by B. Knight)
4:08.0,,,60-63,,J. Smith enters the game for D. Jordan
3:57.0,B. Knight makes 3-pt shot from 26 ft (assist by M. Morris),3,63-63,,
3:31.0,,,63-65,2,C. Paul makes 2-pt shot from 12 ft
3:21.0,B. Knight misses 2-pt shot from 20 ft,,63-65,,
3:18.0,Offensive rebound by P. Tucker,,63-65,,
3:12.0,M. Morris makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,66-65,,
2:57.0,,,66-65,,J. Crawford misses 3-pt shot from 26 ft
2:56.0,,,66-65,,Offensive rebound by J. Smith
2:56.0,,,66-65,,J. Smith misses 3-pt shot from 24 ft
2:55.0,Defensive rebound by T. Chandler,,66-65,,
2:52.0,T. Chandler makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,68-65,,
2:52.0,Shooting foul by B. Griffin (drawn by T. Chandler),,68-65,,
2:52.0,Phoenix full timeout,,68-65,,
2:52.0,,,68-65,,A. Rivers enters the game for C. Paul
2:52.0,,,68-65,,W. Johnson enters the game for B. Griffin
2:52.0,T. Chandler misses free throw 1 of 1,,68-65,,
2:51.0,,,68-65,,Defensive rebound by J. Smith
2:22.0,,,68-67,2,P. Pierce makes 2-pt shot from 20 ft
2:05.0,E. Bledsoe misses 3-pt shot from 26 ft,,68-67,,
2:03.0,,,68-67,,Defensive rebound by W. Johnson
1:54.0,,,68-70,3,J. Smith makes 3-pt shot from 25 ft (assist by P. Pierce)
1:33.0,M. Morris makes 2-pt shot from 3 ft (assist by P. Tucker),2,70-70,,
1:17.0,,,70-70,,J. Crawford misses 3-pt shot from 26 ft
1:16.0,Defensive rebound by M. Morris,,70-70,,
1:06.0,E. Bledsoe makes 2-pt shot from 4 ft,2,72-70,,
0:54.0,,,72-73,3,J. Smith makes 3-pt shot from 25 ft
0:42.0,E. Bledsoe misses 2-pt shot from 17 ft,,72-73,,
0:41.0,,,72-73,,Defensive rebound by W. Johnson
0:35.0,,,72-75,2,W. Johnson makes 2-pt shot at rim (assist by J. Smith)
0:12.0,B. Knight misses 3-pt shot from 26 ft,,72-75,,
0:12.0,,,72-75,,Defensive rebound by J. Smith
0:12.0,Loose ball foul by T. Chandler (drawn by J. Smith),,72-75,,
0:12.0,M. Teletovic enters the game for T. Chandler,,72-75,,
0:12.0,R. Price enters the game for B. Knight,,72-75,,
0:02.0,,,72-75,,Turnover by A. Rivers (bad pass; steal by P. Tucker)
0:00.0,E. Bledsoe misses 3-pt shot from 33 ft,,72-75,,
0:00.0,Offensive rebound by Team,,72-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:52.0,Personal foul by M. Teletovic (drawn by P. Pierce),,72-75,,
11:44.0,,,72-77,2,A. Rivers makes 2-pt shot from 1 ft
11:17.0,E. Bledsoe misses 2-pt shot from 3 ft (block by J. Smith),,72-77,,
11:15.0,,,72-77,,Defensive rebound by P. Pierce
11:15.0,,,72-77,,Turnover by J. Smith (traveling)
10:56.0,R. Price misses 3-pt shot from 23 ft,,72-77,,
10:56.0,Offensive rebound by T. Warren,,72-77,,
10:50.0,,,72-77,,Personal foul by W. Johnson (drawn by T. Warren)
10:50.0,T. Warren misses free throw 1 of 2,,72-77,,
10:50.0,Offensive rebound by Team,,72-77,,
10:50.0,T. Warren makes free throw 2 of 2,1,73-77,,
10:32.0,,,73-77,,J. Crawford misses 3-pt shot from 25 ft
10:31.0,Defensive rebound by E. Bledsoe,,73-77,,
10:26.0,E. Bledsoe misses 2-pt shot from 2 ft,,73-77,,
10:24.0,,,73-77,,Defensive rebound by P. Pierce
10:14.0,,,73-79,2,W. Johnson makes 2-pt shot from 1 ft (assist by J. Smith)
10:02.0,,,73-79,,Personal foul by J. Crawford (drawn by T. Warren)
10:02.0,B. Knight enters the game for E. Bledsoe,,73-79,,
9:47.0,R. Price makes 3-pt shot from 23 ft (assist by B. Knight),3,76-79,,
9:20.0,,,76-82,3,J. Crawford makes 3-pt shot from 22 ft (assist by J. Smith)
9:13.0,B. Knight misses 2-pt shot from 2 ft,,76-82,,
9:12.0,,,76-82,,Defensive rebound by W. Johnson
9:00.0,Personal foul by M. Teletovic (drawn by J. Smith),,76-82,,
8:51.0,,,76-82,,J. Crawford misses 2-pt shot from 2 ft
8:51.0,Defensive rebound by Team,,76-82,,
8:51.0,,,76-82,,Loose ball foul by J. Smith (drawn by T. Warren)
8:51.0,Official timeout,,76-82,,
8:37.0,J. Leuer makes 3-pt shot from 27 ft (assist by B. Knight),3,79-82,,
8:20.0,,,79-85,3,P. Pierce makes 3-pt shot from 26 ft (assist by J. Crawford)
8:02.0,B. Knight misses 2-pt shot from 19 ft,,79-85,,
8:02.0,Offensive rebound by Team,,79-85,,
7:48.0,T. Warren misses 2-pt shot from 9 ft,,79-85,,
7:47.0,Offensive rebound by T. Warren,,79-85,,
7:41.0,T. Warren misses 2-pt shot from 14 ft,,79-85,,
7:40.0,Offensive rebound by J. Leuer,,79-85,,
7:35.0,T. Warren makes 2-pt shot at rim (assist by R. Price),2,81-85,,
7:24.0,Personal foul by R. Price (drawn by J. Crawford),,81-85,,
7:24.0,,,81-85,,D. Jordan enters the game for J. Smith
7:24.0,,,81-85,,B. Griffin enters the game for W. Johnson
7:24.0,E. Bledsoe enters the game for R. Price,,81-85,,
7:24.0,T. Chandler enters the game for J. Leuer,,81-85,,
7:24.0,M. Morris enters the game for M. Teletovic,,81-85,,
7:14.0,,,81-87,2,A. Rivers makes 2-pt shot from 2 ft
6:56.0,Turnover by E. Bledsoe (bad pass; steal by J. Crawford),,81-87,,
6:49.0,,,81-87,,Turnover by D. Jordan (bad pass; steal by T. Warren)
6:39.0,B. Knight misses 2-pt shot from 18 ft,,81-87,,
6:37.0,,,81-87,,Defensive rebound by D. Jordan
6:24.0,,,81-87,,A. Rivers misses 2-pt shot from 8 ft
6:23.0,Defensive rebound by M. Morris,,81-87,,
6:16.0,T. Chandler makes 2-pt shot at rim (assist by B. Knight),2,83-87,,
6:16.0,,,83-87,,LA Clippers full timeout
6:16.0,,,83-87,,C. Paul enters the game for P. Pierce
6:16.0,,,83-87,,J. Redick enters the game for A. Rivers
5:57.0,,,83-87,,J. Redick misses 3-pt shot from 25 ft
5:57.0,Defensive rebound by E. Bledsoe,,83-87,,
5:48.0,E. Bledsoe makes 2-pt shot from 4 ft,2,85-87,,
5:34.0,Personal foul by M. Morris (drawn by B. Griffin),,85-87,,
5:23.0,,,85-89,2,J. Crawford makes 2-pt shot from 10 ft
5:08.0,M. Morris misses 2-pt shot from 21 ft,,85-89,,
5:07.0,,,85-89,,Defensive rebound by D. Jordan
4:48.0,,,85-89,,C. Paul misses 2-pt shot from 7 ft
4:47.0,Defensive rebound by T. Chandler,,85-89,,
4:38.0,E. Bledsoe misses 2-pt shot from 1 ft,,85-89,,
4:37.0,Offensive rebound by B. Knight,,85-89,,
4:32.0,M. Morris misses 3-pt shot from 24 ft,,85-89,,
4:31.0,,,85-89,,Defensive rebound by C. Paul
4:24.0,,,85-89,,J. Redick misses 2-pt shot from 20 ft
4:23.0,Defensive rebound by B. Knight,,85-89,,
4:20.0,Phoenix full timeout,,85-89,,
4:03.0,B. Knight misses 2-pt shot from 2 ft,,85-89,,
4:02.0,Offensive rebound by T. Warren,,85-89,,
4:02.0,T. Warren makes 2-pt shot from 2 ft,2,87-89,,
3:48.0,,,87-92,3,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul)
3:17.0,E. Bledsoe makes 2-pt shot from 3 ft,2,89-92,,
2:55.0,,,89-92,,J. Crawford misses 2-pt shot from 8 ft
2:54.0,Defensive rebound by T. Warren,,89-92,,
2:48.0,T. Warren makes 2-pt shot from 17 ft (assist by E. Bledsoe),2,91-92,,
2:27.0,,,91-94,2,C. Paul makes 2-pt shot from 6 ft
