time,LA Clippers,pts.away,score,pts.home,Phoenix
7:31.0,,,8-10,2,E. Bledsoe makes 2-pt shot from 18 ft
7:09.0,B. Griffin makes 2-pt shot from 18 ft (assist by A. Rivers),2,10-10,,
7:01.0,,,10-12,2,B. Knight makes 2-pt shot from 7 ft
6:52.0,B. Griffin misses 2-pt shot from 2 ft,,10-12,,
6:51.0,Offensive rebound by Team,,10-12,,
6:34.0,B. Griffin misses 2-pt shot from 15 ft,,10-12,,
6:33.0,,,10-12,,Defensive rebound by E. Bledsoe
6:24.0,,,10-14,2,E. Bledsoe makes 2-pt shot from 13 ft
6:01.0,L. Stephenson misses 2-pt shot from 8 ft,,10-14,,
6:00.0,,,10-14,,Defensive rebound by M. Morris
5:50.0,,,10-17,3,M. Morris makes 3-pt shot from 23 ft (assist by E. Bledsoe)
5:35.0,P. Prigioni misses 3-pt shot from 24 ft,,10-17,,
5:34.0,,,10-17,,Defensive rebound by Team
5:34.0,,,10-17,,Phoenix full timeout
5:34.0,P. Pierce enters the game for L. Stephenson,,10-17,,
5:34.0,,,10-17,,J. Leuer enters the game for M. Morris
5:17.0,,,10-17,,E. Bledsoe misses 3-pt shot from 24 ft
5:15.0,,,10-17,,Offensive rebound by P. Tucker
5:10.0,,,10-17,,J. Leuer misses 3-pt shot from 22 ft
5:09.0,Defensive rebound by D. Jordan,,10-17,,
4:58.0,B. Griffin makes 2-pt shot from 1 ft (assist by P. Pierce),2,12-17,,
4:34.0,,,12-17,,J. Leuer misses 2-pt shot from 1 ft
4:32.0,,,12-17,,Offensive rebound by J. Leuer
4:32.0,,,12-17,,J. Leuer misses 2-pt shot at rim
4:31.0,Defensive rebound by D. Jordan,,12-17,,
4:30.0,Turnover by D. Jordan (bad pass; steal by P. Tucker),,12-17,,
4:19.0,,,12-17,,T. Chandler misses 2-pt shot from 2 ft
4:16.0,Defensive rebound by A. Rivers,,12-17,,
4:12.0,D. Jordan misses 2-pt shot at rim,,12-17,,
4:09.0,Offensive rebound by B. Griffin,,12-17,,
3:58.0,P. Prigioni makes 3-pt shot from 24 ft (assist by B. Griffin),3,15-17,,
3:30.0,,,15-17,,B. Knight misses 2-pt shot from 18 ft
3:27.0,,,15-17,,Offensive rebound by E. Bledsoe
3:21.0,,,15-20,3,P. Tucker makes 3-pt shot from 23 ft (assist by J. Leuer)
3:08.0,B. Griffin makes 2-pt shot from 17 ft (assist by P. Pierce),2,17-20,,
2:54.0,,,17-23,3,B. Knight makes 3-pt shot from 25 ft
2:27.0,P. Pierce makes 3-pt shot from 26 ft (assist by B. Griffin),3,20-23,,
2:18.0,,,20-23,,B. Knight misses 2-pt shot at rim (block by D. Jordan)
2:15.0,Defensive rebound by P. Prigioni,,20-23,,
2:12.0,A. Rivers misses 3-pt shot from 24 ft,,20-23,,
2:10.0,,,20-23,,Defensive rebound by E. Bledsoe
2:10.0,Personal foul by P. Prigioni (drawn by E. Bledsoe),,20-23,,
2:10.0,LA Clippers full timeout,,20-23,,
2:10.0,,,20-23,,A. Goodwin enters the game for T. Chandler
2:10.0,,,20-23,,A. Len enters the game for B. Knight
2:10.0,J. Smith enters the game for D. Jordan,,20-23,,
2:10.0,J. Crawford enters the game for P. Prigioni,,20-23,,
2:00.0,,,20-26,3,J. Leuer makes 3-pt shot from 24 ft (assist by E. Bledsoe)
1:34.0,B. Griffin misses 2-pt shot from 17 ft,,20-26,,
1:32.0,,,20-26,,Defensive rebound by A. Goodwin
1:29.0,,,20-26,,Shooting foul by A. Rivers (drawn by E. Bledsoe)
1:29.0,,,20-27,1,E. Bledsoe makes free throw 1 of 2
1:29.0,,,20-28,1,E. Bledsoe makes free throw 2 of 2
1:12.0,Shooting foul by A. Goodwin (drawn by B. Griffin),,20-28,,
1:12.0,B. Griffin makes free throw 1 of 2,1,21-28,,
1:12.0,B. Griffin misses free throw 2 of 2,,21-28,,
1:11.0,,,21-28,,Defensive rebound by J. Leuer
0:55.0,,,21-28,,J. Leuer misses 2-pt shot from 9 ft
0:52.0,Defensive rebound by J. Crawford,,21-28,,
0:48.0,,,21-28,,T. Warren enters the game for P. Tucker
0:48.0,L. Stephenson enters the game for B. Griffin,,21-28,,
0:48.0,W. Johnson enters the game for A. Rivers,,21-28,,
0:45.0,J. Crawford misses 3-pt shot from 23 ft,,21-28,,
0:43.0,Offensive rebound by L. Stephenson,,21-28,,
0:40.0,P. Pierce makes 2-pt shot from 3 ft,2,23-28,,
0:31.0,,,23-28,,A. Len misses 2-pt shot from 16 ft
0:30.0,Defensive rebound by L. Stephenson,,23-28,,
0:28.0,J. Smith makes 2-pt shot at rim (assist by L. Stephenson),2,25-28,,
0:10.0,,,25-28,,Shooting foul by L. Stephenson (drawn by E. Bledsoe)
0:10.0,,,25-29,1,E. Bledsoe makes free throw 1 of 2
0:10.0,,,25-30,1,E. Bledsoe makes free throw 2 of 2
0:04.0,Offensive charge foul by J. Crawford,,25-30,,
0:04.0,Turnover by J. Crawford (offensive foul),,25-30,,
0:00.0,,,25-30,,E. Bledsoe misses 3-pt shot from 25 ft
0:00.0,,,25-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,P. Pierce misses 3-pt shot from 24 ft,,25-30,,
11:35.0,,,25-30,,Defensive rebound by A. Len
11:20.0,,,25-30,,Shooting foul by W. Johnson (drawn by T. Warren)
11:20.0,,,25-31,1,T. Warren makes free throw 1 of 2
11:20.0,,,25-32,1,T. Warren makes free throw 2 of 2
11:09.0,J. Crawford misses 2-pt shot from 20 ft,,25-32,,
11:07.0,,,25-32,,Defensive rebound by J. Leuer
10:41.0,L. Stephenson makes 2-pt shot at rim,2,27-32,,
10:26.0,,,27-32,,A. Len misses 2-pt shot from 7 ft
10:22.0,Defensive rebound by P. Pierce,,27-32,,
10:18.0,W. Johnson makes 3-pt shot from 25 ft (assist by J. Smith),3,30-32,,
10:00.0,,,30-32,,J. Leuer misses 3-pt shot from 24 ft
9:58.0,Defensive rebound by W. Johnson,,30-32,,
9:52.0,W. Johnson misses 3-pt shot from 24 ft,,30-32,,
9:50.0,,,30-32,,Defensive rebound by A. Len
9:45.0,,,30-32,,T. Warren misses 2-pt shot from 16 ft
9:43.0,Defensive rebound by L. Stephenson,,30-32,,
9:34.0,J. Smith misses 3-pt shot from 24 ft,,30-32,,
9:32.0,,,30-32,,Defensive rebound by J. Leuer
9:17.0,,,30-32,,Turnover by A. Len (lost ball; steal by P. Pierce)
9:12.0,,,30-32,,Personal foul by A. Goodwin (drawn by J. Crawford)
9:12.0,,,30-32,,M. Teletovic enters the game for J. Leuer
9:12.0,,,30-32,,B. Knight enters the game for A. Goodwin
9:00.0,J. Crawford makes 2-pt shot from 4 ft,2,32-32,,
8:46.0,,,32-34,2,B. Knight makes 2-pt shot from 2 ft
8:38.0,Shooting foul by A. Len (drawn by L. Stephenson),,32-34,,
8:38.0,Official timeout,,32-34,,
8:38.0,L. Stephenson misses free throw 1 of 2,,32-34,,
8:38.0,Offensive rebound by Team,,32-34,,
8:38.0,L. Stephenson makes free throw 2 of 2,1,33-34,,
8:24.0,,,33-34,,Turnover by R. Price (lost ball; steal by J. Crawford)
8:14.0,J. Smith makes 2-pt shot at rim (assist by J. Crawford),2,35-34,,
7:59.0,,,35-34,,Phoenix full timeout
7:59.0,D. Jordan enters the game for P. Pierce,,35-34,,
7:54.0,,,35-36,2,T. Warren makes 2-pt shot from 14 ft (assist by R. Price)
7:38.0,J. Crawford misses 2-pt shot from 19 ft,,35-36,,
7:36.0,Offensive rebound by J. Smith,,35-36,,
7:36.0,Shooting foul by T. Warren (drawn by D. Jordan),,35-36,,
7:36.0,,,35-36,,Phoenix full timeout
7:36.0,,,35-36,,E. Bledsoe enters the game for R. Price
7:36.0,A. Rivers enters the game for L. Stephenson,,35-36,,
7:36.0,,,35-36,,T. Chandler enters the game for A. Len
7:36.0,D. Jordan misses free throw 1 of 2,,35-36,,
7:36.0,Offensive rebound by Team,,35-36,,
7:36.0,B. Griffin enters the game for J. Smith,,35-36,,
7:36.0,D. Jordan misses free throw 2 of 2,,35-36,,
7:35.0,,,35-36,,Defensive rebound by E. Bledsoe
7:22.0,,,35-38,2,B. Knight makes 2-pt shot from 17 ft
7:08.0,,,35-40,2,E. Bledsoe makes 2-pt shot from 17 ft
7:02.0,,,35-40,,Personal foul by M. Teletovic (drawn by B. Griffin)
7:02.0,,,35-40,,Technical foul by M. Teletovic (drawn by B. Griffin)
7:02.0,Technical foul by B. Griffin,,35-40,,
7:02.0,L. Stephenson enters the game for W. Johnson,,35-40,,
6:53.0,A. Rivers misses 2-pt shot from 19 ft,,35-40,,
6:52.0,Offensive rebound by D. Jordan,,35-40,,
6:52.0,D. Jordan makes 2-pt shot from 2 ft,2,37-40,,
6:40.0,,,37-40,,M. Teletovic misses 3-pt shot from 25 ft
6:38.0,Defensive rebound by B. Griffin,,37-40,,
6:25.0,B. Griffin misses 2-pt shot from 1 ft,,37-40,,
6:23.0,,,37-40,,Defensive rebound by T. Chandler
6:19.0,,,37-43,3,B. Knight makes 3-pt shot from 24 ft
6:19.0,LA Clippers full timeout,,37-43,,
6:10.0,J. Crawford makes 2-pt shot from 2 ft,2,39-43,,
5:47.0,,,39-43,,E. Bledsoe misses 3-pt shot from 25 ft
5:46.0,Defensive rebound by Team,,39-43,,
5:46.0,,,39-43,,Loose ball foul by E. Bledsoe (drawn by J. Crawford)
5:46.0,J. Crawford makes free throw 1 of 2,1,40-43,,
5:46.0,J. Crawford makes free throw 2 of 2,1,41-43,,
5:36.0,,,41-45,2,E. Bledsoe makes 2-pt shot at rim
5:26.0,,,41-45,,Personal take foul by T. Chandler (drawn by D. Jordan)
5:26.0,D. Jordan misses free throw 1 of 2,,41-45,,
5:26.0,Offensive rebound by Team,,41-45,,
5:26.0,D. Jordan makes free throw 2 of 2,1,42-45,,
5:18.0,,,42-45,,B. Knight misses 3-pt shot from 26 ft
5:16.0,,,42-45,,Offensive rebound by E. Bledsoe
5:14.0,,,42-47,2,E. Bledsoe makes 2-pt shot from 1 ft
4:57.0,Turnover by J. Crawford (traveling),,42-47,,
4:48.0,,,42-49,2,E. Bledsoe makes 2-pt shot from 1 ft
4:25.0,Turnover by L. Stephenson (bad pass; steal by T. Chandler),,42-49,,
4:12.0,,,42-49,,Turnover by E. Bledsoe (bad pass; steal by B. Griffin)
4:09.0,L. Stephenson makes 2-pt shot from 1 ft (assist by B. Griffin),2,44-49,,
3:58.0,,,44-49,,B. Knight misses 2-pt shot from 13 ft
3:56.0,Defensive rebound by D. Jordan,,44-49,,
3:53.0,,,44-49,,Personal take foul by T. Chandler (drawn by D. Jordan)
3:53.0,D. Jordan misses free throw 1 of 2,,44-49,,
3:53.0,Offensive rebound by Team,,44-49,,
3:53.0,,,44-49,,P. Tucker enters the game for T. Warren
3:53.0,P. Prigioni enters the game for L. Stephenson,,44-49,,
3:53.0,D. Jordan misses free throw 2 of 2,,44-49,,
3:52.0,,,44-49,,Defensive rebound by P. Tucker
3:42.0,,,44-49,,M. Teletovic misses 3-pt shot from 23 ft
3:40.0,,,44-49,,Offensive rebound by T. Chandler
3:39.0,,,44-49,,Turnover by T. Chandler (bad pass; steal by P. Prigioni)
3:27.0,B. Griffin makes 2-pt shot from 6 ft,2,46-49,,
3:09.0,,,46-49,,Turnover by B. Knight (lost ball; steal by P. Prigioni)
2:58.0,B. Griffin misses 2-pt shot from 18 ft,,46-49,,
2:55.0,,,46-49,,Defensive rebound by E. Bledsoe
2:53.0,Personal block foul by P. Prigioni (drawn by E. Bledsoe),,46-49,,
2:53.0,P. Pierce enters the game for P. Prigioni,,46-49,,
2:53.0,L. Stephenson enters the game for J. Crawford,,46-49,,
2:51.0,,,46-49,,Offensive foul by E. Bledsoe
2:51.0,,,46-49,,Turnover by E. Bledsoe (offensive foul)
2:37.0,B. Griffin makes 2-pt shot from 2 ft,2,48-49,,
2:36.0,Technical foul by B. Griffin,,48-49,,
2:36.0,J. Smith enters the game for B. Griffin,,48-49,,
2:36.0,,,48-50,1,E. Bledsoe makes technical free throw
2:16.0,,,48-53,3,B. Knight makes 3-pt shot from 25 ft
2:01.0,,,48-53,,Personal take foul by P. Tucker (drawn by D. Jordan)
2:01.0,D. Jordan misses free throw 1 of 2,,48-53,,
2:01.0,Offensive rebound by Team,,48-53,,
2:01.0,D. Jordan misses free throw 2 of 2,,48-53,,
2:00.0,,,48-53,,Defensive rebound by P. Tucker
1:39.0,,,48-55,2,P. Tucker makes 2-pt shot from 5 ft
1:15.0,J. Smith misses 3-pt shot from 24 ft,,48-55,,
1:13.0,,,48-55,,Defensive rebound by E. Bledsoe
1:07.0,,,48-55,,M. Teletovic misses 3-pt shot from 22 ft
1:05.0,,,48-55,,Offensive rebound by T. Chandler
0:48.0,,,48-55,,T. Chandler misses 2-pt shot from 3 ft (block by L. Stephenson)
0:45.0,Defensive rebound by J. Smith,,48-55,,
0:40.0,J. Smith misses 2-pt shot from 5 ft,,48-55,,
0:38.0,,,48-55,,Defensive rebound by M. Teletovic
0:32.0,,,48-58,3,E. Bledsoe makes 3-pt shot from 24 ft (assist by B. Knight)
0:25.0,,,48-58,,Personal take foul by P. Tucker (drawn by D. Jordan)
0:25.0,D. Jordan misses free throw 1 of 2,,48-58,,
0:25.0,Offensive rebound by Team,,48-58,,
0:25.0,D. Jordan makes free throw 2 of 2,1,49-58,,
0:01.0,,,49-58,,M. Teletovic misses 3-pt shot from 24 ft
0:01.0,,,49-58,,Offensive rebound by Team
0:01.0,,,49-58,,Turnover by Team (shot clock)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,D. Jordan makes 2-pt shot at rim (assist by A. Rivers),2,51-58,,
11:24.0,,,51-60,2,T. Chandler makes 2-pt shot at rim (assist by E. Bledsoe)
11:11.0,,,51-60,,Personal foul by E. Bledsoe (drawn by A. Rivers)
11:00.0,P. Prigioni makes 3-pt shot from 24 ft,3,54-60,,
10:48.0,,,54-60,,J. Leuer misses 2-pt shot from 8 ft
10:44.0,Defensive rebound by D. Jordan,,54-60,,
10:36.0,,,54-60,,Personal foul by B. Knight (drawn by P. Prigioni)
10:30.0,A. Rivers misses 2-pt shot from 2 ft,,54-60,,
10:28.0,,,54-60,,Defensive rebound by T. Chandler
10:15.0,Personal foul by A. Rivers (drawn by E. Bledsoe),,54-60,,
10:00.0,,,54-60,,B. Knight misses 3-pt shot from 26 ft
9:58.0,,,54-60,,Offensive rebound by P. Tucker
9:55.0,,,54-62,2,P. Tucker makes 2-pt shot from 1 ft
9:32.0,L. Stephenson misses 2-pt shot from 16 ft,,54-62,,
9:31.0,Offensive rebound by P. Prigioni,,54-62,,
9:19.0,P. Pierce misses 3-pt shot from 24 ft,,54-62,,
9:18.0,,,54-62,,Defensive rebound by B. Knight
9:10.0,,,54-64,2,B. Knight makes 2-pt shot at rim
8:57.0,,,54-64,,Personal foul by E. Bledsoe (drawn by P. Prigioni)
8:57.0,,,54-64,,T. Warren enters the game for E. Bledsoe
8:47.0,P. Prigioni misses 3-pt shot from 24 ft,,54-64,,
8:46.0,,,54-64,,Defensive rebound by J. Leuer
8:38.0,,,54-64,,Turnover by T. Warren (lost ball; steal by P. Pierce)
8:31.0,A. Rivers misses 2-pt shot from 1 ft,,54-64,,
8:28.0,,,54-64,,Defensive rebound by J. Leuer
8:19.0,,,54-66,2,B. Knight makes 2-pt shot from 8 ft
8:18.0,LA Clippers full timeout,,54-66,,
8:18.0,J. Crawford enters the game for P. Prigioni,,54-66,,
8:07.0,Shooting foul by B. Knight (drawn by A. Rivers),,54-66,,
8:07.0,A. Rivers misses free throw 1 of 2,,54-66,,
8:07.0,Offensive rebound by Team,,54-66,,
8:07.0,A. Rivers misses free throw 2 of 2,,54-66,,
8:05.0,,,54-66,,Defensive rebound by P. Tucker
7:52.0,,,54-66,,Turnover by T. Warren (lost ball; steal by L. Stephenson)
7:47.0,J. Crawford misses 3-pt shot from 25 ft,,54-66,,
7:44.0,,,54-66,,Defensive rebound by T. Chandler
7:39.0,,,54-68,2,T. Warren makes 2-pt shot from 19 ft (assist by T. Chandler)
7:25.0,J. Crawford makes 2-pt shot from 15 ft,2,56-68,,
7:25.0,Shooting foul by T. Warren (drawn by J. Crawford),,56-68,,
7:25.0,J. Crawford makes free throw 1 of 1,1,57-68,,
7:13.0,,,57-70,2,T. Warren makes 2-pt shot from 6 ft (assist by J. Leuer)
7:13.0,,,57-70,,Shooting foul by L. Stephenson (drawn by T. Warren)
7:13.0,,,57-71,1,T. Warren makes free throw 1 of 1
6:59.0,A. Rivers misses 2-pt shot from 2 ft,,57-71,,
6:57.0,Offensive rebound by D. Jordan,,57-71,,
6:57.0,Shooting foul by J. Leuer (drawn by D. Jordan),,57-71,,
6:57.0,D. Jordan makes free throw 1 of 2,1,58-71,,
6:57.0,D. Jordan makes free throw 2 of 2,1,59-71,,
6:46.0,,,59-73,2,T. Warren makes 2-pt shot from 8 ft
6:29.0,Turnover by J. Crawford (lost ball; steal by P. Tucker),,59-73,,
6:26.0,,,59-75,2,J. Leuer makes 2-pt shot from 1 ft (assist by B. Knight)
6:26.0,,,59-75,,Shooting foul by P. Pierce (drawn by J. Leuer)
6:26.0,W. Johnson enters the game for L. Stephenson,,59-75,,
6:26.0,,,59-76,1,J. Leuer makes free throw 1 of 1
6:16.0,A. Rivers makes 2-pt shot at rim (assist by D. Jordan),2,61-76,,
5:57.0,,,61-79,3,T. Warren makes 3-pt shot from 25 ft (assist by B. Knight)
5:41.0,W. Johnson makes 2-pt shot from 18 ft,2,63-79,,
5:32.0,,,63-79,,Shooting foul by W. Johnson (drawn by T. Chandler)
5:32.0,,,63-80,1,T. Chandler makes free throw 1 of 2
5:32.0,,,63-81,1,T. Chandler makes free throw 2 of 2
5:15.0,D. Jordan misses 2-pt shot from 6 ft,,63-81,,
5:12.0,,,63-81,,Defensive rebound by J. Leuer
5:10.0,Personal foul by A. Rivers (drawn by B. Knight),,63-81,,
5:10.0,,,63-82,1,B. Knight makes free throw 1 of 2
5:10.0,,,63-83,1,B. Knight makes free throw 2 of 2
4:58.0,,,63-83,,Personal foul by B. Knight (drawn by A. Rivers)
4:58.0,A. Rivers makes free throw 1 of 2,1,64-83,,
4:58.0,J. Smith enters the game for P. Pierce,,64-83,,
4:58.0,A. Rivers misses free throw 2 of 2,,64-83,,
4:56.0,,,64-83,,Defensive rebound by T. Chandler
4:40.0,,,64-83,,Shooting foul by J. Crawford (drawn by T. Chandler)
4:40.0,,,64-83,,T. Chandler misses free throw 1 of 2
4:40.0,,,64-83,,Offensive rebound by Team
4:40.0,,,64-84,1,T. Chandler makes free throw 2 of 2
4:31.0,J. Crawford makes 2-pt shot from 16 ft,2,66-84,,
4:20.0,,,66-84,,J. Leuer misses 2-pt shot from 5 ft (block by J. Smith)
4:20.0,,,66-84,,Offensive rebound by Team
4:20.0,,,66-84,,A. Len enters the game for T. Chandler
4:15.0,,,66-86,2,J. Leuer makes 2-pt shot at rim (assist by B. Knight)
3:55.0,J. Smith misses 2-pt shot from 3 ft,,66-86,,
3:53.0,,,66-86,,Defensive rebound by J. Leuer
3:46.0,,,66-89,3,B. Knight makes 3-pt shot from 25 ft
3:31.0,Turnover by A. Rivers (lost ball; steal by T. Warren),,66-89,,
3:24.0,,,66-89,,T. Warren misses 2-pt shot from 11 ft
3:22.0,Defensive rebound by D. Jordan,,66-89,,
3:13.0,J. Crawford makes 2-pt shot from 15 ft,2,68-89,,
2:59.0,,,68-91,2,B. Knight makes 2-pt shot from 18 ft
2:49.0,LA Clippers full timeout,,68-91,,
2:49.0,P. Prigioni enters the game for D. Jordan,,68-91,,
2:49.0,L. Mbah a Moute enters the game for A. Rivers,,68-91,,
2:35.0,W. Johnson misses 3-pt shot from 25 ft,,68-91,,
2:33.0,,,68-91,,Defensive rebound by J. Leuer
2:17.0,,,68-93,2,B. Knight makes 2-pt shot from 5 ft
2:01.0,J. Crawford misses 2-pt shot from 11 ft (block by T. Warren),,68-93,,
1:58.0,Offensive rebound by L. Mbah a Moute,,68-93,,
1:55.0,J. Smith misses 3-pt shot from 24 ft,,68-93,,
1:53.0,,,68-93,,Defensive rebound by B. Knight
1:29.0,,,68-93,,Turnover by J. Leuer (bad pass; steal by W. Johnson)
1:10.0,,,68-93,,B. Knight misses 3-pt shot from 26 ft
1:08.0,,,68-93,,Offensive rebound by J. Leuer
1:04.0,,,68-93,,Turnover by T. Warren (step out of bounds)
0:52.0,L. Mbah a Moute misses 2-pt shot from 4 ft (block by J. Leuer),,68-93,,
0:51.0,Offensive rebound by Team,,68-93,,
0:49.0,W. Johnson makes 3-pt shot from 23 ft (assist by P. Prigioni),3,71-93,,
0:25.0,,,71-93,,B. Knight misses 2-pt shot from 21 ft
0:23.0,Defensive rebound by Team,,71-93,,
0:03.0,J. Crawford makes 2-pt shot from 15 ft,2,73-93,,
0:00.0,,,73-93,,P. Tucker misses 3-pt shot from 24 ft
0:00.0,,,73-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,73-93,,Turnover by E. Bledsoe (bad pass; steal by J. Crawford)
11:32.0,W. Johnson misses 2-pt shot from 5 ft,,73-93,,
11:28.0,,,73-93,,Defensive rebound by A. Len
11:03.0,,,73-95,2,S. Weems makes 2-pt shot from 5 ft (assist by M. Teletovic)
10:49.0,L. Mbah a Moute misses 2-pt shot from 15 ft,,73-95,,
10:47.0,,,73-95,,Defensive rebound by E. Bledsoe
10:37.0,,,73-98,3,E. Bledsoe makes 3-pt shot from 25 ft (assist by M. Teletovic)
10:23.0,L. Mbah a Moute makes 2-pt shot from 1 ft (assist by P. Prigioni),2,75-98,,
10:17.0,,,75-100,2,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe)
9:56.0,W. Johnson makes 3-pt shot from 23 ft (assist by J. Crawford),3,78-100,,
9:36.0,,,78-100,,A. Len misses 2-pt shot from 16 ft
9:34.0,Defensive rebound by W. Johnson,,78-100,,
9:28.0,P. Prigioni misses 3-pt shot from 25 ft,,78-100,,
9:26.0,Offensive rebound by J. Smith,,78-100,,
9:18.0,J. Smith makes 2-pt shot from 16 ft,2,80-100,,
9:01.0,,,80-100,,Turnover by S. Weems (traveling)
8:50.0,J. Crawford misses 2-pt shot from 16 ft,,80-100,,
8:49.0,,,80-100,,Defensive rebound by T. Warren
8:36.0,,,80-100,,Turnover by E. Bledsoe (bad pass; steal by J. Crawford)
8:32.0,J. Crawford misses 2-pt shot from 3 ft,,80-100,,
8:29.0,Offensive rebound by L. Mbah a Moute,,80-100,,
8:29.0,L. Mbah a Moute makes 2-pt shot from 1 ft,2,82-100,,
8:29.0,,,82-100,,Phoenix full timeout
8:16.0,,,82-103,3,M. Teletovic makes 3-pt shot from 26 ft (assist by S. Weems)
8:03.0,W. Johnson misses 2-pt shot from 18 ft,,82-103,,
8:01.0,Offensive rebound by P. Prigioni,,82-103,,
7:58.0,J. Crawford makes 3-pt shot from 24 ft (assist by P. Prigioni),3,85-103,,
7:31.0,,,85-103,,Turnover by Team (shot clock)
7:21.0,Turnover by J. Crawford (bad pass; steal by M. Teletovic),,85-103,,
7:13.0,,,85-105,2,A. Len makes 2-pt shot at rim (assist by M. Teletovic)
6:47.0,,,85-105,,D. Booker enters the game for T. Warren
6:47.0,L. Stephenson enters the game for J. Crawford,,85-105,,
6:47.0,C. Aldrich enters the game for J. Smith,,85-105,,
6:44.0,W. Johnson misses 2-pt shot from 11 ft,,85-105,,
6:44.0,Offensive rebound by Team,,85-105,,
6:39.0,Turnover by Team (shot clock),,85-105,,
6:31.0,,,85-105,,Shooting foul by C. Aldrich (drawn by A. Len)
6:31.0,,,85-105,,A. Len misses free throw 1 of 2
6:31.0,,,85-105,,Offensive rebound by Team
6:31.0,,,85-105,,A. Goodwin enters the game for D. Booker
6:31.0,,,85-105,,A. Len misses free throw 2 of 2
6:30.0,Defensive rebound by P. Prigioni,,85-105,,
6:13.0,Shooting foul by M. Teletovic (drawn by L. Mbah a Moute),,85-105,,
6:13.0,,,85-105,,T. Warren enters the game for S. Weems
6:13.0,L. Mbah a Moute makes free throw 1 of 2,1,86-105,,
6:13.0,A. Rivers enters the game for P. Prigioni,,86-105,,
6:13.0,L. Mbah a Moute makes free throw 2 of 2,1,87-105,,
6:08.0,,,87-107,2,T. Warren makes 2-pt shot from 1 ft (assist by E. Bledsoe)
6:07.0,LA Clippers full timeout,,87-107,,
5:50.0,L. Stephenson misses 2-pt shot from 2 ft,,87-107,,
5:47.0,Offensive rebound by C. Aldrich,,87-107,,
5:47.0,C. Aldrich makes 2-pt shot at rim,2,89-107,,
5:26.0,,,89-107,,E. Bledsoe misses 2-pt shot from 16 ft
5:24.0,,,89-107,,Offensive rebound by A. Len
5:21.0,,,89-107,,T. Warren misses 2-pt shot from 11 ft
5:19.0,Defensive rebound by A. Rivers,,89-107,,
