time,Phoenix,pts.away,score,pts.home,LA Lakers
0:00.0,,,26-22,2,R. Kelly makes 2-pt shot from 1 ft (assist by M. Huertas)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,26-22,,L. Williams misses 3-pt shot from 25 ft
11:38.0,,,26-22,,Offensive rebound by B. Bass
11:35.0,,,26-24,2,B. Bass makes 2-pt shot at rim
11:21.0,M. Teletovic misses 3-pt shot from 23 ft,,26-24,,
11:19.0,,,26-24,,Defensive rebound by B. Bass
11:00.0,,,26-24,,R. Kelly misses 2-pt shot from 16 ft
10:59.0,Defensive rebound by M. Teletovic,,26-24,,
10:52.0,,,26-24,,Personal foul by R. Kelly
10:40.0,R. Price makes 2-pt shot from 20 ft,2,28-24,,
10:21.0,Personal foul by R. Price,,28-24,,
10:12.0,,,28-24,,B. Bass misses 2-pt shot from 6 ft
10:09.0,Defensive rebound by J. Leuer,,28-24,,
9:55.0,D. Booker makes 2-pt shot from 6 ft (assist by J. Leuer),2,30-24,,
9:41.0,,,30-24,,M. Huertas misses 2-pt shot from 14 ft
9:41.0,,,30-24,,Offensive rebound by Team
9:36.0,,,30-24,,Turnover by M. Huertas (traveling)
9:23.0,Shooting foul by M. Huertas (drawn by D. Booker),,30-24,,
9:23.0,D. Booker makes free throw 1 of 2,1,31-24,,
9:23.0,D. Booker makes free throw 2 of 2,1,32-24,,
9:06.0,,,32-24,,L. Nance misses 2-pt shot from 13 ft
9:05.0,Defensive rebound by M. Teletovic,,32-24,,
9:01.0,,,32-24,,Personal block foul by L. Nance
9:01.0,,,32-24,,J. Clarkson enters the game for M. Huertas
8:50.0,D. Booker misses 2-pt shot from 17 ft,,32-24,,
8:47.0,,,32-24,,Defensive rebound by R. Kelly
8:28.0,,,32-24,,R. Kelly misses 2-pt shot from 7 ft
8:25.0,Defensive rebound by M. Teletovic,,32-24,,
8:19.0,M. Teletovic makes 2-pt shot from 1 ft (assist by R. Price),2,34-24,,
8:19.0,,,34-24,,LA Lakers full timeout
8:04.0,,,34-24,,B. Bass misses 2-pt shot from 1 ft
8:02.0,,,34-24,,Offensive rebound by B. Bass
8:02.0,,,34-24,,B. Bass misses 2-pt shot at rim
8:01.0,,,34-24,,Offensive rebound by B. Bass
7:58.0,,,34-24,,B. Bass misses 2-pt shot at rim
7:57.0,Defensive rebound by D. Booker,,34-24,,
7:48.0,M. Teletovic misses 2-pt shot from 13 ft,,34-24,,
7:46.0,,,34-24,,Defensive rebound by L. Nance
7:34.0,,,34-24,,Turnover by L. Nance (lost ball; steal by D. Booker)
7:20.0,M. Teletovic misses 2-pt shot from 5 ft (block by B. Bass),,34-24,,
7:16.0,,,34-24,,Defensive rebound by L. Williams
7:12.0,,,34-24,,J. Clarkson misses 3-pt shot from 23 ft
7:12.0,,,34-24,,Offensive rebound by Team
7:12.0,Loose ball foul by M. Teletovic,,34-24,,
7:12.0,,,34-24,,J. Randle enters the game for R. Kelly
6:58.0,,,34-24,,J. Clarkson misses 2-pt shot from 2 ft (block by J. Leuer)
6:52.0,Defensive rebound by M. Teletovic,,34-24,,
6:42.0,D. Booker makes 2-pt shot at rim,2,36-24,,
6:24.0,,,36-26,2,L. Williams makes 2-pt shot at rim (assist by J. Clarkson)
6:08.0,M. Teletovic makes 3-pt shot from 26 ft (assist by D. Booker),3,39-26,,
5:56.0,,,39-28,2,L. Williams makes 2-pt shot from 3 ft
5:50.0,M. Teletovic misses 3-pt shot from 24 ft,,39-28,,
5:50.0,Offensive rebound by J. Leuer,,39-28,,
5:50.0,Shooting foul by J. Randle (drawn by J. Leuer),,39-28,,
5:50.0,Official timeout,,39-28,,
5:50.0,,,39-28,,D. Russell enters the game for L. Williams
5:50.0,J. Leuer misses free throw 1 of 2,,39-28,,
5:50.0,Offensive rebound by Team,,39-28,,
5:50.0,J. Leuer makes free throw 2 of 2,1,40-28,,
5:37.0,,,40-28,,J. Clarkson misses 2-pt shot from 4 ft (block by J. Leuer)
5:33.0,,,40-28,,Offensive rebound by J. Clarkson
5:31.0,,,40-28,,J. Clarkson misses 2-pt shot from 1 ft
5:27.0,Defensive rebound by R. Price,,40-28,,
5:26.0,Turnover by M. Teletovic (step out of bounds),,40-28,,
5:26.0,,,40-28,,T. Black enters the game for B. Bass
5:01.0,,,40-28,,L. Nance misses 2-pt shot from 10 ft
5:00.0,,,40-28,,Offensive rebound by L. Nance
4:44.0,,,40-28,,D. Russell misses 3-pt shot from 24 ft
4:40.0,Defensive rebound by J. Leuer,,40-28,,
4:35.0,Shooting foul by T. Black (drawn by J. Leuer),,40-28,,
4:35.0,J. Leuer makes free throw 1 of 2,1,41-28,,
4:35.0,,,41-28,,M. World Peace enters the game for L. Nance
4:35.0,A. Len enters the game for M. Teletovic,,41-28,,
4:35.0,J. Leuer makes free throw 2 of 2,1,42-28,,
4:15.0,,,42-28,,D. Russell misses 2-pt shot from 9 ft
4:08.0,Defensive rebound by R. Price,,42-28,,
3:52.0,J. Leuer makes 2-pt shot from 1 ft (assist by D. Booker),2,44-28,,
3:36.0,,,44-28,,M. World Peace misses 3-pt shot from 24 ft
3:34.0,Defensive rebound by D. Booker,,44-28,,
3:12.0,C. Budinger misses 3-pt shot from 24 ft,,44-28,,
3:11.0,,,44-28,,Defensive rebound by J. Randle
3:05.0,,,44-28,,J. Clarkson misses 3-pt shot from 25 ft
3:01.0,Defensive rebound by C. Budinger,,44-28,,
2:51.0,D. Booker misses 3-pt shot from 25 ft,,44-28,,
2:50.0,,,44-28,,Defensive rebound by M. World Peace
2:34.0,,,44-28,,Shooting foul by D. Booker (drawn by J. Clarkson)
2:34.0,Phoenix full timeout,,44-28,,
2:34.0,P. Tucker enters the game for D. Booker,,44-28,,
2:34.0,B. Knight enters the game for J. Leuer,,44-28,,
2:34.0,T. Chandler enters the game for C. Budinger,,44-28,,
2:34.0,,,44-29,1,J. Clarkson makes free throw 1 of 2
2:34.0,,,44-30,1,J. Clarkson makes free throw 2 of 2
2:18.0,R. Price misses 3-pt shot from 24 ft,,44-30,,
2:17.0,,,44-30,,Defensive rebound by J. Randle
1:53.0,,,44-32,2,M. World Peace makes 2-pt shot from 21 ft (assist by T. Black)
1:33.0,R. Price misses 3-pt shot from 24 ft,,44-32,,
1:32.0,Offensive rebound by B. Knight,,44-32,,
1:22.0,B. Knight misses 2-pt shot from 20 ft,,44-32,,
1:19.0,Offensive rebound by T. Chandler,,44-32,,
1:11.0,P. Tucker makes 3-pt shot from 23 ft (assist by B. Knight),3,47-32,,
0:58.0,,,47-32,,J. Randle misses 2-pt shot from 19 ft
0:55.0,Defensive rebound by P. Tucker,,47-32,,
0:34.0,R. Price misses 3-pt shot from 26 ft,,47-32,,
0:33.0,Offensive rebound by Team,,47-32,,
0:33.0,Turnover by Team (shot clock),,47-32,,
0:13.0,,,47-32,,D. Russell misses 2-pt shot from 1 ft
0:12.0,Defensive rebound by T. Chandler,,47-32,,
0:04.0,B. Knight misses 2-pt shot from 19 ft,,47-32,,
0:01.0,,,47-32,,Defensive rebound by J. Randle
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,47-32,,Shooting foul by B. Knight (drawn by D. Russell)
11:38.0,,,47-32,,D. Russell misses free throw 1 of 2
11:38.0,,,47-32,,Offensive rebound by Team
11:38.0,,,47-33,1,D. Russell makes free throw 2 of 2
11:22.0,A. Len makes 2-pt shot at rim (assist by D. Booker),2,49-33,,
11:01.0,,,49-33,,J. Randle misses 2-pt shot from 19 ft
10:59.0,Defensive rebound by B. Knight,,49-33,,
10:43.0,T. Chandler misses 2-pt shot at rim (block by R. Hibbert),,49-33,,
10:41.0,,,49-33,,Defensive rebound by R. Hibbert
10:30.0,,,49-35,2,J. Clarkson makes 2-pt shot from 1 ft
10:30.0,,,49-35,,Shooting foul by P. Tucker (drawn by J. Clarkson)
10:30.0,,,49-36,1,J. Clarkson makes free throw 1 of 1
10:20.0,B. Knight misses 2-pt shot from 13 ft,,49-36,,
10:17.0,,,49-36,,Defensive rebound by J. Randle
10:14.0,,,49-36,,Shooting foul by A. Len (drawn by R. Hibbert)
10:14.0,,,49-37,1,R. Hibbert makes free throw 1 of 2
10:14.0,,,49-38,1,R. Hibbert makes free throw 2 of 2
10:03.0,D. Booker misses 3-pt shot from 24 ft,,49-38,,
10:01.0,,,49-38,,Defensive rebound by R. Hibbert
9:50.0,,,49-40,2,D. Russell makes 2-pt shot from 1 ft (assist by J. Clarkson)
9:46.0,Phoenix full timeout,,49-40,,
9:39.0,A. Len misses 2-pt shot from 10 ft,,49-40,,
9:36.0,,,49-40,,Defensive rebound by J. Randle
9:21.0,,,49-40,,Turnover by D. Russell (lost ball; steal by P. Tucker)
9:19.0,Shooting foul by M. World Peace (drawn by P. Tucker),,49-40,,
9:19.0,P. Tucker misses free throw 1 of 2,,49-40,,
9:19.0,Offensive rebound by Team,,49-40,,
9:19.0,P. Tucker makes free throw 2 of 2,1,50-40,,
8:59.0,,,50-40,,M. World Peace misses 2-pt shot from 1 ft
8:58.0,Defensive rebound by B. Knight,,50-40,,
8:43.0,T. Chandler misses 2-pt shot from 2 ft,,50-40,,
8:42.0,Offensive rebound by D. Booker,,50-40,,
8:36.0,A. Len misses 2-pt shot from 5 ft,,50-40,,
8:34.0,Offensive rebound by T. Chandler,,50-40,,
8:33.0,T. Chandler makes 2-pt shot at rim,2,52-40,,
8:30.0,Personal foul by A. Len,,52-40,,
8:20.0,,,52-40,,D. Russell misses 2-pt shot from 11 ft
8:17.0,Defensive rebound by A. Len,,52-40,,
8:04.0,B. Knight makes 2-pt shot from 6 ft,2,54-40,,
7:51.0,,,54-40,,J. Clarkson misses 2-pt shot from 1 ft (block by T. Chandler)
7:51.0,Defensive rebound by P. Tucker,,54-40,,
7:45.0,P. Tucker makes 2-pt shot from 1 ft,2,56-40,,
7:27.0,,,56-40,,Shooting foul by B. Knight (drawn by D. Russell)
7:27.0,,,56-41,1,D. Russell makes free throw 1 of 2
7:27.0,,,56-42,1,D. Russell makes free throw 2 of 2
7:11.0,P. Tucker misses 3-pt shot from 23 ft,,56-42,,
7:10.0,,,56-42,,Defensive rebound by R. Hibbert
6:59.0,,,56-42,,J. Clarkson misses 2-pt shot from 15 ft
6:56.0,,,56-42,,Offensive rebound by R. Hibbert
6:53.0,,,56-42,,J. Randle misses 2-pt shot at rim (block by B. Knight)
6:50.0,Defensive rebound by T. Chandler,,56-42,,
6:44.0,D. Booker makes 2-pt shot from 1 ft (assist by B. Knight),2,58-42,,
6:30.0,,,58-44,2,R. Hibbert makes 2-pt shot from 16 ft (assist by M. World Peace)
6:21.0,B. Knight makes 2-pt shot from 4 ft,2,60-44,,
6:08.0,,,60-44,,D. Russell misses 2-pt shot from 1 ft
6:08.0,Defensive rebound by T. Chandler,,60-44,,
6:08.0,,,60-44,,Personal foul by R. Hibbert
6:08.0,,,60-44,,L. Williams enters the game for D. Russell
6:00.0,D. Booker misses 2-pt shot from 7 ft,,60-44,,
5:57.0,,,60-44,,Defensive rebound by J. Randle
5:45.0,Personal foul by D. Booker,,60-44,,
5:45.0,,,60-44,,M. World Peace misses free throw 1 of 2
5:45.0,,,60-44,,Offensive rebound by Team
5:45.0,,,60-45,1,M. World Peace makes free throw 2 of 2
5:30.0,B. Knight misses 3-pt shot from 25 ft,,60-45,,
5:29.0,Offensive rebound by A. Len,,60-45,,
5:15.0,A. Len misses 2-pt shot from 1 ft,,60-45,,
5:13.0,Offensive rebound by T. Chandler,,60-45,,
5:13.0,T. Chandler misses 2-pt shot from 1 ft,,60-45,,
5:13.0,,,60-45,,Defensive rebound by R. Hibbert
5:13.0,,,60-45,,Turnover by M. World Peace (lost ball)
5:05.0,D. Booker misses 3-pt shot from 23 ft,,60-45,,
5:05.0,Offensive rebound by Team,,60-45,,
5:04.0,Shooting foul by L. Williams (drawn by D. Booker),,60-45,,
5:04.0,D. Booker makes free throw 1 of 2,1,61-45,,
5:04.0,D. Booker makes free throw 2 of 2,1,62-45,,
4:42.0,,,62-45,,M. World Peace misses 3-pt shot from 23 ft
4:40.0,Defensive rebound by P. Tucker,,62-45,,
4:29.0,P. Tucker misses 3-pt shot from 23 ft,,62-45,,
4:24.0,Offensive rebound by T. Chandler,,62-45,,
4:18.0,Turnover by A. Len (offensive foul),,62-45,,
4:18.0,Offensive foul by A. Len,,62-45,,
4:18.0,R. Price enters the game for D. Booker,,62-45,,
3:58.0,,,62-45,,J. Clarkson misses 2-pt shot from 1 ft (block by T. Chandler)
3:54.0,Defensive rebound by A. Len,,62-45,,
3:51.0,P. Tucker makes 2-pt shot at rim (assist by A. Len),2,64-45,,
3:36.0,,,64-45,,J. Randle misses 2-pt shot at rim
3:35.0,,,64-45,,Offensive rebound by L. Williams
3:33.0,,,64-48,3,M. World Peace makes 3-pt shot from 24 ft (assist by L. Williams)
3:33.0,,,64-48,,Violation by Team (jump ball)
3:09.0,B. Knight misses 2-pt shot from 2 ft,,64-48,,
3:05.0,,,64-48,,Defensive rebound by J. Randle
3:05.0,,,64-48,,Turnover by J. Randle (lost ball; steal by T. Chandler)
3:05.0,,,64-48,,Personal take foul by R. Hibbert
3:05.0,,,64-48,,M. Huertas enters the game for J. Randle
3:05.0,,,64-48,,L. Nance enters the game for R. Hibbert
3:05.0,,,64-48,,B. Bass enters the game for J. Clarkson
2:43.0,Turnover by P. Tucker (lost ball; steal by M. World Peace),,64-48,,
2:30.0,Def 3 sec tech foul by T. Chandler,,64-48,,
2:30.0,,,64-48,,LA Lakers full timeout
2:30.0,J. Leuer enters the game for A. Len,,64-48,,
2:30.0,C. Budinger enters the game for P. Tucker,,64-48,,
2:30.0,M. Teletovic enters the game for T. Chandler,,64-48,,
2:30.0,J. Jenkins enters the game for B. Knight,,64-48,,
2:30.0,,,64-49,1,M. Huertas makes technical free throw
2:26.0,,,64-49,,L. Williams misses 3-pt shot from 25 ft
2:25.0,,,64-49,,Offensive rebound by L. Nance
2:13.0,,,64-49,,M. World Peace misses 3-pt shot from 25 ft
2:12.0,Defensive rebound by M. Teletovic,,64-49,,
1:48.0,J. Leuer misses 3-pt shot from 25 ft,,64-49,,
1:43.0,,,64-49,,Defensive rebound by L. Nance
1:36.0,,,64-52,3,L. Williams makes 3-pt shot from 23 ft (assist by M. Huertas)
1:30.0,,,64-52,,Shooting block foul by L. Williams (drawn by J. Jenkins)
1:30.0,J. Jenkins makes free throw 1 of 2,1,65-52,,
1:30.0,,,65-52,,R. Kelly enters the game for M. World Peace
1:30.0,J. Jenkins makes free throw 2 of 2,1,66-52,,
1:08.0,,,66-52,,R. Kelly misses 3-pt shot from 23 ft
1:07.0,Defensive rebound by M. Teletovic,,66-52,,
0:55.0,C. Budinger makes 2-pt shot at rim (assist by M. Teletovic),2,68-52,,
0:33.0,,,68-52,,L. Nance misses 2-pt shot from 13 ft
0:31.0,Defensive rebound by R. Price,,68-52,,
0:12.0,R. Price misses 2-pt shot from 9 ft,,68-52,,
0:07.0,,,68-52,,Defensive rebound by B. Bass
0:03.0,,,68-54,2,L. Williams makes 2-pt shot at rim
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,Shooting foul by L. Williams (drawn by J. Jenkins),,68-54,,
11:40.0,J. Jenkins makes free throw 1 of 2,1,69-54,,
11:40.0,J. Jenkins makes free throw 2 of 2,1,70-54,,
11:21.0,,,70-54,,Shooting foul by M. Teletovic (drawn by R. Kelly)
11:21.0,,,70-55,1,R. Kelly makes free throw 1 of 2
11:21.0,,,70-56,1,R. Kelly makes free throw 2 of 2
11:03.0,M. Teletovic misses 3-pt shot from 25 ft,,70-56,,
11:01.0,,,70-56,,Defensive rebound by M. Huertas
10:59.0,,,70-58,2,L. Williams makes 2-pt shot from 5 ft (assist by M. Huertas)
10:59.0,,,70-58,,Shooting foul by M. Teletovic (drawn by L. Williams)
10:59.0,,,70-59,1,L. Williams makes free throw 1 of 1
10:56.0,Phoenix full timeout,,70-59,,
10:38.0,Turnover by M. Teletovic (lost ball; steal by M. Huertas),,70-59,,
10:33.0,,,70-61,2,L. Nance makes 2-pt shot at rim (assist by M. Huertas)
10:13.0,R. Price misses 2-pt shot from 10 ft,,70-61,,
10:11.0,Offensive rebound by C. Budinger,,70-61,,
10:06.0,J. Jenkins makes 3-pt shot from 22 ft (assist by M. Teletovic),3,73-61,,
9:57.0,,,73-63,2,L. Williams makes 2-pt shot at rim (assist by M. Huertas)
9:46.0,J. Jenkins makes 2-pt shot from 1 ft (assist by J. Leuer),2,75-63,,
9:31.0,,,75-65,2,L. Williams makes 2-pt shot from 6 ft
9:17.0,R. Price misses 3-pt shot from 25 ft,,75-65,,
9:16.0,,,75-65,,Defensive rebound by R. Kelly
9:12.0,,,75-65,,Offensive foul by L. Nance
9:12.0,,,75-65,,Turnover by L. Nance (offensive foul)
9:12.0,A. Len enters the game for R. Price,,75-65,,
9:12.0,B. Knight enters the game for M. Teletovic,,75-65,,
9:12.0,P. Tucker enters the game for J. Leuer,,75-65,,
9:12.0,T. Chandler enters the game for C. Budinger,,75-65,,
9:12.0,D. Booker enters the game for J. Jenkins,,75-65,,
8:57.0,Turnover by T. Chandler (lost ball),,75-65,,
8:46.0,,,75-65,,L. Williams misses 2-pt shot from 11 ft (block by P. Tucker)
8:43.0,Defensive rebound by P. Tucker,,75-65,,
8:25.0,P. Tucker misses 2-pt shot from 1 ft (block by L. Nance),,75-65,,
8:23.0,,,75-65,,Defensive rebound by R. Kelly
8:17.0,,,75-65,,M. Huertas misses 3-pt shot from 24 ft
8:16.0,Defensive rebound by T. Chandler,,75-65,,
8:05.0,Turnover by T. Chandler (lost ball; steal by M. Huertas),,75-65,,
8:01.0,,,75-67,2,M. Huertas makes 2-pt shot at rim
7:53.0,Phoenix full timeout,,75-67,,
7:44.0,D. Booker misses 2-pt shot from 18 ft,,75-67,,
7:43.0,Offensive rebound by T. Chandler,,75-67,,
7:33.0,D. Booker misses 2-pt shot from 1 ft,,75-67,,
7:28.0,Offensive rebound by T. Chandler,,75-67,,
7:28.0,T. Chandler makes 2-pt shot at rim,2,77-67,,
7:23.0,,,77-67,,Shooting foul by A. Len (drawn by R. Kelly)
7:23.0,,,77-68,1,R. Kelly makes free throw 1 of 2
7:23.0,,,77-69,1,R. Kelly makes free throw 2 of 2
7:01.0,Shooting foul by B. Bass (drawn by D. Booker),,77-69,,
7:01.0,D. Booker makes free throw 1 of 2,1,78-69,,
7:01.0,D. Booker makes free throw 2 of 2,1,79-69,,
6:50.0,,,79-71,2,L. Nance makes 2-pt shot from 20 ft (assist by L. Williams)
6:30.0,D. Booker makes 3-pt shot from 24 ft,3,82-71,,
6:19.0,,,82-71,,Shooting foul by D. Booker (drawn by L. Williams)
6:19.0,,,82-72,1,L. Williams makes free throw 1 of 3
6:19.0,,,82-73,1,L. Williams makes free throw 2 of 3
6:19.0,,,82-74,1,L. Williams makes free throw 3 of 3
6:10.0,,,82-74,,Shooting block foul by L. Nance (drawn by D. Booker)
6:10.0,D. Booker makes free throw 1 of 2,1,83-74,,
6:10.0,D. Booker makes free throw 2 of 2,1,84-74,,
6:04.0,,,84-74,,Turnover by M. Huertas (bad pass)
5:52.0,Offensive foul by T. Chandler,,84-74,,
5:52.0,Turnover by T. Chandler (offensive foul),,84-74,,
5:52.0,Official timeout,,84-74,,
5:42.0,,,84-76,2,M. Huertas makes 2-pt shot from 17 ft
5:24.0,B. Knight misses 2-pt shot from 17 ft,,84-76,,
5:20.0,,,84-76,,Defensive rebound by R. Kelly
5:16.0,,,84-76,,L. Williams misses 2-pt shot from 16 ft
5:13.0,,,84-76,,Offensive rebound by L. Nance
5:07.0,,,84-78,2,L. Nance makes 2-pt shot from 7 ft
4:54.0,P. Tucker misses 3-pt shot from 23 ft,,84-78,,
4:53.0,,,84-78,,Defensive rebound by M. Huertas
4:43.0,,,84-80,2,B. Bass makes 2-pt shot at rim (assist by M. Huertas)
4:37.0,Phoenix full timeout,,84-80,,
4:37.0,M. Teletovic enters the game for A. Len,,84-80,,
4:28.0,D. Booker misses 2-pt shot from 13 ft,,84-80,,
4:23.0,Offensive rebound by T. Chandler,,84-80,,
4:23.0,T. Chandler misses 2-pt shot from 1 ft,,84-80,,
4:22.0,Offensive rebound by T. Chandler,,84-80,,
4:19.0,B. Knight misses 3-pt shot from 24 ft,,84-80,,
4:17.0,,,84-80,,Defensive rebound by R. Kelly
4:05.0,,,84-80,,M. Huertas misses 2-pt shot from 3 ft
4:01.0,,,84-80,,Offensive rebound by B. Bass
4:01.0,,,84-80,,B. Bass misses 2-pt shot at rim
4:01.0,Defensive rebound by M. Teletovic,,84-80,,
4:01.0,Offensive charge foul by D. Booker,,84-80,,
4:01.0,Turnover by D. Booker (offensive foul),,84-80,,
3:51.0,,,84-83,3,L. Williams makes 3-pt shot from 24 ft (assist by M. Huertas)
