time,Orlando,pts.away,score,pts.home,Toronto
7:17.0,,,5-13,1,D. DeRozan makes free throw 1 of 1
7:03.0,V. Oladipo misses 3-pt shot from 24 ft,,5-13,,
7:02.0,,,5-13,,Defensive rebound by Team
6:44.0,,,5-13,,N. Powell misses 3-pt shot from 23 ft (block by V. Oladipo)
6:43.0,,,5-13,,Offensive rebound by D. DeRozan
6:37.0,,,5-15,2,K. Lowry makes 2-pt shot from 1 ft
6:33.0,Orlando full timeout,,5-15,,
6:24.0,V. Oladipo makes 2-pt shot from 19 ft,2,7-15,,
6:10.0,,,7-15,,Shooting foul by A. Gordon (drawn by L. Scola)
6:10.0,,,7-15,,L. Scola misses free throw 1 of 2
6:10.0,,,7-15,,Offensive rebound by Team
6:10.0,E. Ilyasova enters the game for A. Gordon,,7-15,,
6:10.0,,,7-15,,L. Scola misses free throw 2 of 2
6:09.0,,,7-15,,Offensive rebound by Team
5:54.0,,,7-15,,Turnover by L. Scola (lost ball; steal by D. Dedmon)
5:50.0,Shooting foul by D. DeRozan (drawn by E. Fournier),,7-15,,
5:50.0,E. Fournier makes free throw 1 of 2,1,8-15,,
5:50.0,J. Smith enters the game for D. Dedmon,,8-15,,
5:50.0,E. Fournier makes free throw 2 of 2,1,9-15,,
5:34.0,,,9-17,2,L. Scola makes 2-pt shot from 2 ft (assist by D. DeRozan)
5:20.0,B. Jennings makes 2-pt shot from 4 ft,2,11-17,,
5:05.0,,,11-17,,N. Powell misses 2-pt shot from 4 ft
5:04.0,Defensive rebound by V. Oladipo,,11-17,,
4:49.0,V. Oladipo misses 2-pt shot from 2 ft (block by B. Biyombo),,11-17,,
4:49.0,Offensive rebound by Team,,11-17,,
4:41.0,E. Ilyasova misses 2-pt shot from 21 ft,,11-17,,
4:40.0,Offensive rebound by Team,,11-17,,
4:40.0,Turnover by Team (shot clock),,11-17,,
4:27.0,,,11-17,,Shooting foul by J. Smith (drawn by D. DeRozan)
4:27.0,,,11-18,1,D. DeRozan makes free throw 1 of 2
4:27.0,E. Payton enters the game for B. Jennings,,11-18,,
4:27.0,,,11-19,1,D. DeRozan makes free throw 2 of 2
4:16.0,Shooting foul by N. Powell (drawn by E. Fournier),,11-19,,
4:16.0,E. Fournier makes free throw 1 of 2,1,12-19,,
4:16.0,E. Fournier makes free throw 2 of 2,1,13-19,,
4:04.0,Personal block foul by J. Smith,,13-19,,
4:04.0,,,13-19,,K. Lowry misses free throw 1 of 2
4:04.0,,,13-19,,Offensive rebound by Team
4:04.0,A. Nicholson enters the game for J. Smith,,13-19,,
4:04.0,,,13-20,1,K. Lowry makes free throw 2 of 2
3:50.0,A. Nicholson makes 3-pt shot from 24 ft (assist by E. Payton),3,16-20,,
3:28.0,,,16-20,,K. Lowry misses 2-pt shot from 2 ft
3:27.0,,,16-20,,Offensive rebound by B. Biyombo
3:24.0,,,16-22,2,B. Biyombo makes 2-pt shot at rim
3:13.0,E. Fournier makes 2-pt shot from 7 ft,2,18-22,,
2:56.0,,,18-22,,Turnover by K. Lowry (lost ball; steal by E. Payton)
2:53.0,V. Oladipo misses 2-pt shot from 2 ft,,18-22,,
2:52.0,Offensive rebound by E. Payton,,18-22,,
2:51.0,E. Payton makes 2-pt shot from 1 ft,2,20-22,,
2:51.0,Shooting foul by D. DeRozan (drawn by E. Payton),,20-22,,
2:51.0,,,20-22,,Toronto full timeout
2:51.0,,,20-22,,T. Ross enters the game for N. Powell
2:51.0,,,20-22,,D. Wright enters the game for B. Biyombo
2:51.0,,,20-22,,J. Thompson enters the game for D. DeRozan
2:51.0,E. Payton misses free throw 1 of 1,,20-22,,
2:50.0,,,20-22,,Defensive rebound by L. Scola
2:36.0,,,20-24,2,K. Lowry makes 2-pt shot from 7 ft
2:17.0,Turnover by A. Nicholson (lost ball; steal by D. Wright),,20-24,,
2:11.0,,,20-24,,K. Lowry misses 3-pt shot from 22 ft
2:09.0,Defensive rebound by A. Nicholson,,20-24,,
2:01.0,Turnover by E. Payton (lost ball; steal by J. Thompson),,20-24,,
1:55.0,,,20-26,2,D. Wright makes 2-pt shot from 1 ft (assist by J. Thompson)
1:36.0,E. Fournier makes 3-pt shot from 28 ft,3,23-26,,
1:22.0,,,23-26,,J. Thompson misses 2-pt shot from 2 ft
1:21.0,,,23-26,,Offensive rebound by J. Thompson
1:20.0,,,23-26,,J. Thompson misses 2-pt shot from 2 ft (block by A. Nicholson)
1:20.0,,,23-26,,Offensive rebound by Team
1:04.0,,,23-26,,L. Scola misses 2-pt shot from 1 ft
1:03.0,Defensive rebound by A. Nicholson,,23-26,,
0:57.0,E. Ilyasova makes 2-pt shot from 2 ft (assist by E. Payton),2,25-26,,
0:40.0,,,25-26,,T. Ross misses 2-pt shot from 11 ft
0:39.0,Defensive rebound by A. Nicholson,,25-26,,
0:32.0,Turnover by E. Payton (lost ball; steal by K. Lowry),,25-26,,
0:28.0,,,25-28,2,L. Scola makes 2-pt shot from 1 ft (assist by T. Ross)
0:11.0,,,25-28,,Personal foul by T. Ross
0:11.0,M. Hezonja enters the game for V. Oladipo,,25-28,,
0:06.0,Turnover by E. Payton (lost ball; steal by K. Lowry),,25-28,,
0:01.0,,,25-30,2,L. Scola makes 2-pt shot at rim (assist by K. Lowry)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,25-33,3,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan)
11:17.0,A. Nicholson makes 2-pt shot at rim (assist by E. Payton),2,27-33,,
11:17.0,Shooting foul by B. Biyombo (drawn by A. Nicholson),,27-33,,
11:17.0,A. Nicholson makes free throw 1 of 1,1,28-33,,
11:01.0,,,28-35,2,D. DeRozan makes 2-pt shot from 16 ft
10:43.0,E. Ilyasova misses 2-pt shot from 21 ft,,28-35,,
10:42.0,,,28-35,,Defensive rebound by D. DeRozan
10:32.0,,,28-35,,D. Wright misses 2-pt shot from 2 ft
10:32.0,Defensive rebound by Team,,28-35,,
10:17.0,E. Fournier misses 2-pt shot from 4 ft,,28-35,,
10:17.0,,,28-35,,Defensive rebound by J. Thompson
10:06.0,,,28-35,,T. Ross misses 3-pt shot from 23 ft
10:05.0,Defensive rebound by E. Ilyasova,,28-35,,
9:55.0,A. Nicholson misses 3-pt shot from 24 ft,,28-35,,
9:54.0,,,28-35,,Defensive rebound by T. Ross
9:45.0,,,28-37,2,D. Wright makes 2-pt shot from 2 ft
9:33.0,E. Ilyasova misses 2-pt shot from 2 ft (block by B. Biyombo),,28-37,,
9:32.0,,,28-37,,Defensive rebound by D. DeRozan
9:29.0,,,28-37,,Shooting foul by M. Hezonja (drawn by D. DeRozan)
9:29.0,,,28-38,1,D. DeRozan makes free throw 1 of 2
9:29.0,D. Dedmon enters the game for A. Nicholson,,28-38,,
9:29.0,V. Oladipo enters the game for E. Fournier,,28-38,,
9:29.0,,,28-39,1,D. DeRozan makes free throw 2 of 2
9:16.0,E. Ilyasova makes 3-pt shot from 24 ft (assist by V. Oladipo),3,31-39,,
8:58.0,Personal block foul by E. Ilyasova,,31-39,,
8:58.0,Official timeout,,31-39,,
8:48.0,,,31-41,2,D. DeRozan makes 2-pt shot from 19 ft (assist by D. Wright)
8:21.0,E. Ilyasova makes 2-pt shot from 3 ft (assist by M. Hezonja),2,33-41,,
7:59.0,,,33-41,,Shooting foul by E. Ilyasova (drawn by D. DeRozan)
7:59.0,,,33-41,,D. DeRozan misses free throw 1 of 2
7:59.0,,,33-41,,Offensive rebound by Team
7:59.0,,,33-42,1,D. DeRozan makes free throw 2 of 2
7:41.0,M. Hezonja makes 2-pt shot from 2 ft,2,35-42,,
7:25.0,,,35-42,,J. Thompson misses 2-pt shot from 5 ft
7:25.0,Defensive rebound by E. Ilyasova,,35-42,,
7:16.0,E. Payton misses 2-pt shot from 4 ft (block by B. Biyombo),,35-42,,
7:14.0,Offensive rebound by E. Payton,,35-42,,
7:11.0,Turnover by E. Payton (lost ball; steal by J. Thompson),,35-42,,
6:57.0,,,35-44,2,T. Ross makes 2-pt shot from 19 ft
6:44.0,,,35-44,,Personal foul by J. Thompson
6:44.0,B. Jennings enters the game for E. Payton,,35-44,,
6:44.0,D. Marble enters the game for M. Hezonja,,35-44,,
6:34.0,V. Oladipo misses 2-pt shot from 6 ft,,35-44,,
6:34.0,,,35-44,,Defensive rebound by B. Biyombo
6:19.0,,,35-44,,T. Ross misses 3-pt shot from 24 ft
6:17.0,Defensive rebound by E. Ilyasova,,35-44,,
6:09.0,D. Marble makes 2-pt shot from 2 ft,2,37-44,,
6:02.0,,,37-44,,Toronto full timeout
6:02.0,,,37-44,,L. Scola enters the game for J. Thompson
6:02.0,,,37-44,,K. Lowry enters the game for D. Wright
5:54.0,,,37-44,,Turnover by D. DeRozan (lost ball)
5:42.0,E. Ilyasova makes 2-pt shot from 21 ft (assist by B. Jennings),2,39-44,,
5:25.0,Personal foul by D. Dedmon,,39-44,,
5:25.0,J. Smith enters the game for D. Dedmon,,39-44,,
5:11.0,,,39-44,,Turnover by Team (shot clock)
4:59.0,J. Smith makes 2-pt shot from 20 ft (assist by B. Jennings),2,41-44,,
4:46.0,,,41-44,,Shooting foul by J. Smith (drawn by D. DeRozan)
4:46.0,,,41-45,1,D. DeRozan makes free throw 1 of 2
4:46.0,,,41-45,,N. Powell enters the game for T. Ross
4:46.0,A. Gordon enters the game for J. Smith,,41-45,,
4:46.0,,,41-46,1,D. DeRozan makes free throw 2 of 2
4:33.0,V. Oladipo misses 2-pt shot from 10 ft,,41-46,,
4:32.0,Offensive rebound by V. Oladipo,,41-46,,
4:29.0,D. Marble makes 2-pt shot from 2 ft (assist by A. Gordon),2,43-46,,
4:10.0,,,43-46,,Turnover by D. DeRozan (lost ball; steal by E. Ilyasova)
4:02.0,V. Oladipo makes 3-pt shot from 24 ft (assist by B. Jennings),3,46-46,,
3:50.0,,,46-46,,Offensive foul by K. Lowry
3:50.0,,,46-46,,Turnover by K. Lowry (offensive foul)
3:38.0,V. Oladipo makes 2-pt shot from 19 ft (assist by B. Jennings),2,48-46,,
3:28.0,,,48-46,,Toronto full timeout
3:19.0,,,48-46,,D. DeRozan misses 2-pt shot from 19 ft
3:18.0,,,48-46,,Offensive rebound by B. Biyombo
3:15.0,,,48-48,2,B. Biyombo makes 2-pt shot from 2 ft
3:02.0,,,48-48,,Shooting block foul by L. Scola (drawn by A. Gordon)
3:02.0,A. Gordon misses free throw 1 of 2,,48-48,,
3:02.0,Offensive rebound by Team,,48-48,,
3:02.0,A. Gordon makes free throw 2 of 2,1,49-48,,
2:52.0,Orlando full timeout,,49-48,,
2:52.0,,,49-48,,J. Thompson enters the game for B. Biyombo
2:48.0,,,49-48,,Turnover by D. DeRozan (lost ball)
2:48.0,,,49-48,,Loose ball foul by D. DeRozan
2:48.0,,,49-48,,T. Ross enters the game for D. DeRozan
2:35.0,V. Oladipo makes 2-pt shot from 18 ft,2,51-48,,
2:17.0,,,51-48,,Offensive charge foul by J. Thompson
2:17.0,,,51-48,,Turnover by J. Thompson (offensive foul)
2:17.0,E. Fournier enters the game for D. Marble,,51-48,,
2:02.0,V. Oladipo misses 2-pt shot from 16 ft,,51-48,,
2:01.0,,,51-48,,Defensive rebound by N. Powell
1:53.0,A. Nicholson enters the game for E. Ilyasova,,51-48,,
1:41.0,,,51-48,,Shooting foul by A. Nicholson (drawn by J. Thompson)
1:41.0,,,51-50,2,J. Thompson makes 2-pt shot from 2 ft (assist by K. Lowry)
1:41.0,,,51-51,1,J. Thompson makes free throw 1 of 1
1:29.0,,,51-51,,Personal foul by T. Ross
1:29.0,B. Jennings misses free throw 1 of 2,,51-51,,
1:29.0,Offensive rebound by Team,,51-51,,
1:29.0,B. Jennings misses free throw 2 of 2,,51-51,,
1:28.0,,,51-51,,Defensive rebound by L. Scola
1:20.0,Personal foul by B. Jennings,,51-51,,
1:20.0,,,51-52,1,L. Scola makes free throw 1 of 2
1:20.0,,,51-52,,L. Scola misses free throw 2 of 2
1:19.0,Defensive rebound by A. Nicholson,,51-52,,
1:06.0,A. Nicholson misses 3-pt shot from 23 ft,,51-52,,
1:05.0,,,51-52,,Defensive rebound by L. Scola
0:58.0,,,51-52,,K. Lowry misses 2-pt shot from 4 ft
0:58.0,Defensive rebound by V. Oladipo,,51-52,,
0:53.0,E. Fournier makes 2-pt shot from 3 ft (assist by V. Oladipo),2,53-52,,
0:36.0,,,53-52,,K. Lowry misses 3-pt shot from 24 ft
0:36.0,Defensive rebound by A. Nicholson,,53-52,,
0:27.0,,,53-52,,Personal foul by T. Ross
0:27.0,V. Oladipo makes free throw 1 of 2,1,54-52,,
0:27.0,D. Dedmon enters the game for A. Gordon,,54-52,,
0:27.0,V. Oladipo makes free throw 2 of 2,1,55-52,,
0:07.0,,,55-52,,Shooting foul by A. Nicholson (drawn by K. Lowry)
0:07.0,,,55-53,1,K. Lowry makes free throw 1 of 2
0:07.0,,,55-53,,B. Biyombo enters the game for J. Thompson
0:07.0,,,55-53,,D. Wright enters the game for T. Ross
0:07.0,,,55-53,,K. Lowry misses free throw 2 of 2
0:06.0,Defensive rebound by A. Nicholson,,55-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,55-53,,D. DeRozan misses 2-pt shot from 2 ft
11:48.0,Defensive rebound by A. Gordon,,55-53,,
11:40.0,A. Gordon makes 2-pt shot from 2 ft,2,57-53,,
11:27.0,,,57-56,3,L. Scola makes 3-pt shot from 23 ft (assist by D. DeRozan)
11:09.0,,,57-56,,Violation by L. Scola (kicked ball)
11:01.0,A. Gordon misses 3-pt shot from 24 ft,,57-56,,
11:00.0,,,57-56,,Defensive rebound by N. Powell
10:49.0,,,57-56,,N. Powell misses 2-pt shot from 3 ft
10:48.0,Defensive rebound by B. Jennings,,57-56,,
10:40.0,V. Oladipo misses 2-pt shot from 6 ft,,57-56,,
10:40.0,Offensive rebound by D. Dedmon,,57-56,,
10:37.0,D. Dedmon makes 2-pt shot at rim,2,59-56,,
10:21.0,,,59-56,,Shooting foul by D. Dedmon (drawn by B. Biyombo)
10:21.0,,,59-56,,B. Biyombo misses free throw 1 of 2
10:21.0,,,59-56,,Offensive rebound by Team
10:21.0,,,59-56,,B. Biyombo misses free throw 2 of 2
10:21.0,Defensive rebound by A. Gordon,,59-56,,
10:13.0,,,59-56,,Personal foul by N. Powell
10:05.0,D. Dedmon misses 2-pt shot from 5 ft,,59-56,,
10:04.0,Offensive rebound by D. Dedmon,,59-56,,
9:56.0,B. Jennings makes 3-pt shot from 24 ft (assist by D. Dedmon),3,62-56,,
9:40.0,,,62-59,3,L. Scola makes 3-pt shot from 25 ft (assist by D. DeRozan)
9:22.0,V. Oladipo makes 2-pt shot from 16 ft,2,64-59,,
9:02.0,,,64-59,,K. Lowry misses 2-pt shot from 2 ft (block by D. Dedmon)
9:00.0,Defensive rebound by Team,,64-59,,
8:40.0,E. Fournier misses 2-pt shot from 1 ft,,64-59,,
8:39.0,,,64-59,,Defensive rebound by B. Biyombo
8:30.0,,,64-59,,N. Powell misses 3-pt shot from 23 ft
8:29.0,,,64-59,,Offensive rebound by B. Biyombo
8:26.0,,,64-61,2,B. Biyombo makes 2-pt shot at rim
8:09.0,B. Jennings makes 2-pt shot from 2 ft,2,66-61,,
7:49.0,,,66-61,,Turnover by B. Biyombo (traveling)
7:33.0,V. Oladipo makes 2-pt shot from 22 ft,2,68-61,,
7:33.0,,,68-61,,Toronto full timeout
7:18.0,,,68-63,2,B. Biyombo makes 2-pt shot at rim (assist by K. Lowry)
6:58.0,D. Dedmon makes 2-pt shot at rim (assist by V. Oladipo),2,70-63,,
6:33.0,,,70-63,,L. Scola misses 3-pt shot from 23 ft
6:32.0,,,70-63,,Offensive rebound by N. Powell
6:29.0,,,70-63,,N. Powell misses 2-pt shot from 4 ft (block by V. Oladipo)
6:29.0,,,70-63,,Offensive rebound by B. Biyombo
6:29.0,,,70-63,,Shooting foul by D. Dedmon (drawn by B. Biyombo)
6:29.0,,,70-64,1,B. Biyombo makes free throw 1 of 2
6:29.0,J. Smith enters the game for D. Dedmon,,70-64,,
6:29.0,,,70-64,,B. Biyombo misses free throw 2 of 2
6:27.0,Defensive rebound by A. Gordon,,70-64,,
6:15.0,V. Oladipo makes 2-pt shot from 2 ft,2,72-64,,
6:02.0,,,72-67,3,N. Powell makes 3-pt shot from 23 ft (assist by D. DeRozan)
5:34.0,B. Jennings misses 3-pt shot from 24 ft,,72-67,,
5:33.0,,,72-67,,Defensive rebound by D. DeRozan
5:25.0,,,72-70,3,L. Scola makes 3-pt shot from 23 ft (assist by K. Lowry)
5:24.0,,,72-70,,Personal foul by B. Biyombo
5:10.0,J. Smith misses 2-pt shot from 18 ft,,72-70,,
5:10.0,,,72-70,,Defensive rebound by K. Lowry
4:57.0,,,72-70,,Turnover by K. Lowry (bad pass)
4:57.0,,,72-70,,Violation by Team (jump ball)
4:48.0,V. Oladipo makes 2-pt shot from 2 ft (assist by B. Jennings),2,74-70,,
4:23.0,,,74-70,,L. Scola misses 3-pt shot from 23 ft
4:22.0,Defensive rebound by V. Oladipo,,74-70,,
4:15.0,V. Oladipo misses 3-pt shot from 24 ft,,74-70,,
4:14.0,,,74-70,,Defensive rebound by L. Scola
4:07.0,Personal foul by J. Smith,,74-70,,
4:07.0,E. Ilyasova enters the game for A. Gordon,,74-70,,
4:07.0,,,74-70,,J. Thompson enters the game for N. Powell
4:07.0,,,74-70,,T. Ross enters the game for L. Scola
3:55.0,,,74-70,,Shooting foul by B. Jennings (drawn by K. Lowry)
3:55.0,,,74-70,,K. Lowry misses free throw 1 of 2
3:55.0,,,74-70,,Offensive rebound by Team
3:55.0,,,74-71,1,K. Lowry makes free throw 2 of 2
3:46.0,Turnover by V. Oladipo (lost ball; steal by K. Lowry),,74-71,,
3:41.0,,,74-73,2,K. Lowry makes 2-pt shot from 1 ft
3:40.0,Orlando full timeout,,74-73,,
3:17.0,J. Smith makes 2-pt shot from 18 ft (assist by E. Ilyasova),2,76-73,,
2:51.0,,,76-73,,D. DeRozan misses 2-pt shot from 20 ft
2:51.0,Defensive rebound by V. Oladipo,,76-73,,
2:45.0,E. Ilyasova misses 2-pt shot at rim (block by B. Biyombo),,76-73,,
2:44.0,,,76-73,,Defensive rebound by J. Thompson
2:31.0,,,76-73,,D. DeRozan misses 2-pt shot from 20 ft
2:30.0,Defensive rebound by E. Ilyasova,,76-73,,
2:21.0,E. Fournier makes 3-pt shot from 23 ft (assist by B. Jennings),3,79-73,,
2:06.0,,,79-75,2,T. Ross makes 2-pt shot from 10 ft (assist by K. Lowry)
1:57.0,Turnover by B. Jennings (bad pass),,79-75,,
1:55.0,Loose ball foul by B. Jennings,,79-75,,
1:55.0,D. Marble enters the game for V. Oladipo,,79-75,,
1:55.0,,,79-76,1,J. Thompson makes free throw 1 of 2
1:55.0,,,79-76,,D. Wright enters the game for K. Lowry
1:55.0,,,79-77,1,J. Thompson makes free throw 2 of 2
1:38.0,Shooting foul by B. Biyombo (drawn by E. Fournier),,79-77,,
1:38.0,E. Fournier makes free throw 1 of 2,1,80-77,,
1:38.0,E. Payton enters the game for B. Jennings,,80-77,,
1:38.0,E. Fournier makes free throw 2 of 2,1,81-77,,
1:15.0,,,81-77,,D. DeRozan misses 2-pt shot from 1 ft
1:15.0,Defensive rebound by J. Smith,,81-77,,
1:07.0,E. Fournier misses 2-pt shot from 3 ft,,81-77,,
1:06.0,Offensive rebound by E. Ilyasova,,81-77,,
1:05.0,E. Ilyasova misses 2-pt shot from 1 ft,,81-77,,
1:05.0,Offensive rebound by Team,,81-77,,
1:05.0,,,81-77,,Loose ball foul by B. Biyombo
1:05.0,E. Ilyasova misses free throw 1 of 2,,81-77,,
1:05.0,Offensive rebound by Team,,81-77,,
1:05.0,,,81-77,,L. Scola enters the game for B. Biyombo
1:05.0,E. Ilyasova makes free throw 2 of 2,1,82-77,,
0:46.0,,,82-77,,D. DeRozan misses 2-pt shot from 15 ft
0:45.0,Defensive rebound by E. Fournier,,82-77,,
0:38.0,Offensive foul by J. Smith,,82-77,,
0:38.0,Turnover by J. Smith (offensive foul),,82-77,,
0:38.0,A. Nicholson enters the game for J. Smith,,82-77,,
0:31.0,,,82-77,,D. DeRozan misses 3-pt shot from 22 ft
0:30.0,Defensive rebound by E. Ilyasova,,82-77,,
0:09.0,A. Nicholson misses 2-pt shot from 12 ft,,82-77,,
0:09.0,,,82-77,,Defensive rebound by J. Thompson
0:01.0,,,82-79,2,D. DeRozan makes 2-pt shot from 2 ft (assist by L. Scola)
0:01.0,Shooting block foul by E. Ilyasova (drawn by D. DeRozan),,82-79,,
0:01.0,,,82-80,1,D. DeRozan makes free throw 1 of 1
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by E. Fournier (lost ball),,82-80,,
11:23.0,,,82-82,2,L. Scola makes 2-pt shot from 2 ft (assist by D. Wright)
11:02.0,E. Ilyasova misses 2-pt shot from 8 ft,,82-82,,
11:01.0,,,82-82,,Defensive rebound by Team
10:45.0,,,82-82,,K. Lowry misses 3-pt shot from 24 ft
10:45.0,Defensive rebound by A. Nicholson,,82-82,,
10:32.0,A. Nicholson misses 2-pt shot from 5 ft,,82-82,,
10:31.0,,,82-82,,Defensive rebound by L. Scola
10:16.0,Personal block foul by E. Ilyasova,,82-82,,
10:16.0,V. Oladipo enters the game for E. Fournier,,82-82,,
10:02.0,,,82-84,2,D. Wright makes 2-pt shot from 2 ft
9:44.0,A. Nicholson makes 2-pt shot from 18 ft,2,84-84,,
9:25.0,,,84-84,,Shooting foul by D. Marble (drawn by D. Wright)
9:25.0,,,84-84,,D. Wright misses free throw 1 of 2
9:25.0,,,84-84,,Offensive rebound by Team
9:25.0,,,84-84,,D. Wright misses free throw 2 of 2
9:25.0,Defensive rebound by E. Ilyasova,,84-84,,
9:06.0,A. Nicholson makes 2-pt shot from 6 ft,2,86-84,,
9:06.0,Shooting foul by J. Thompson (drawn by A. Nicholson),,86-84,,
9:06.0,A. Nicholson makes free throw 1 of 1,1,87-84,,
8:48.0,,,87-84,,T. Ross misses 2-pt shot from 2 ft
8:47.0,Defensive rebound by V. Oladipo,,87-84,,
8:28.0,A. Nicholson makes 2-pt shot from 20 ft,2,89-84,,
8:12.0,,,89-84,,D. Wright misses 2-pt shot from 15 ft
8:11.0,,,89-84,,Offensive rebound by J. Thompson
8:10.0,,,89-84,,Shooting foul by V. Oladipo (drawn by J. Thompson)
8:10.0,Official timeout,,89-84,,
8:10.0,,,89-85,1,J. Thompson makes free throw 1 of 2
8:10.0,,,89-85,,J. Thompson misses free throw 2 of 2
8:10.0,Defensive rebound by A. Nicholson,,89-85,,
7:54.0,A. Nicholson makes 2-pt shot from 4 ft (assist by E. Payton),2,91-85,,
7:40.0,,,91-85,,K. Lowry misses 2-pt shot from 17 ft (block by E. Payton)
7:40.0,,,91-85,,Offensive rebound by Team
7:33.0,,,91-85,,K. Lowry misses 2-pt shot from 2 ft (block by A. Nicholson)
7:33.0,,,91-85,,Offensive rebound by Team
7:29.0,,,91-87,2,T. Ross makes 2-pt shot from 18 ft (assist by K. Lowry)
7:09.0,E. Payton misses 3-pt shot from 24 ft,,91-87,,
7:09.0,,,91-87,,Defensive rebound by D. Wright
6:59.0,,,91-87,,Shooting foul by E. Payton (drawn by K. Lowry)
6:59.0,,,91-88,1,K. Lowry makes free throw 1 of 2
6:59.0,,,91-88,,D. DeRozan enters the game for D. Wright
6:59.0,,,91-88,,B. Biyombo enters the game for L. Scola
6:59.0,,,91-89,1,K. Lowry makes free throw 2 of 2
6:43.0,E. Ilyasova misses 3-pt shot from 24 ft,,91-89,,
6:43.0,,,91-89,,Defensive rebound by Team
6:43.0,E. Fournier enters the game for D. Marble,,91-89,,
6:43.0,B. Jennings enters the game for E. Payton,,91-89,,
6:31.0,,,91-91,2,B. Biyombo makes 2-pt shot from 2 ft (assist by K. Lowry)
6:15.0,V. Oladipo misses 3-pt shot from 24 ft,,91-91,,
6:14.0,,,91-91,,Defensive rebound by J. Thompson
6:03.0,,,91-91,,T. Ross misses 3-pt shot from 25 ft
6:02.0,,,91-91,,Offensive rebound by J. Thompson
5:58.0,,,91-93,2,J. Thompson makes 2-pt shot from 4 ft
5:38.0,A. Nicholson misses 3-pt shot from 24 ft,,91-93,,
5:38.0,,,91-93,,Defensive rebound by K. Lowry
5:22.0,,,91-95,2,K. Lowry makes 2-pt shot from 17 ft
5:22.0,Orlando full timeout,,91-95,,
