time,Boston,pts.away,score,pts.home,Atlanta
5:49.0,,,3-21,,Defensive rebound by K. Bazemore
5:42.0,,,3-21,,Turnover by M. Muscala (lost ball; steal by M. Smart)
5:38.0,M. Smart misses 2-pt shot from 1 ft (block by M. Muscala),,3-21,,
5:37.0,,,3-21,,Defensive rebound by K. Bazemore
5:37.0,Personal foul by E. Turner,,3-21,,
5:37.0,,,3-21,,T. Sefolosha enters the game for K. Bazemore
5:37.0,T. Rozier enters the game for M. Smart,,3-21,,
5:28.0,,,3-24,3,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague)
5:19.0,Turnover by I. Thomas (lost ball; steal by J. Teague),,3-24,,
5:03.0,Personal foul by T. Rozier,,3-24,,
4:48.0,,,3-24,,P. Millsap misses 2-pt shot from 16 ft
4:47.0,Defensive rebound by E. Turner,,3-24,,
4:33.0,J. Crowder misses 2-pt shot from 3 ft,,3-24,,
4:31.0,Offensive rebound by T. Zeller,,3-24,,
4:29.0,Turnover by T. Zeller (lost ball; steal by K. Korver),,3-24,,
4:16.0,,,3-24,,M. Muscala misses 2-pt shot from 1 ft
4:13.0,Defensive rebound by T. Rozier,,3-24,,
4:07.0,I. Thomas makes 2-pt shot from 18 ft (assist by T. Zeller),2,5-24,,
3:45.0,,,5-24,,J. Teague misses 2-pt shot at rim (block by E. Turner)
3:44.0,Defensive rebound by T. Zeller,,5-24,,
3:39.0,I. Thomas misses 3-pt shot from 25 ft (block by T. Sefolosha),,5-24,,
3:39.0,Offensive rebound by Team,,5-24,,
3:39.0,,,5-24,,D. Schroder enters the game for K. Korver
3:39.0,,,5-24,,T. Hardaway enters the game for J. Teague
3:32.0,T. Zeller misses 2-pt shot from 1 ft,,5-24,,
3:31.0,Offensive rebound by J. Crowder,,5-24,,
3:29.0,J. Crowder makes 2-pt shot at rim,2,7-24,,
3:10.0,,,7-24,,D. Schroder misses 2-pt shot from 1 ft (block by T. Rozier)
3:07.0,Defensive rebound by Team,,7-24,,
2:48.0,I. Thomas misses 3-pt shot from 25 ft,,7-24,,
2:47.0,,,7-24,,Defensive rebound by M. Muscala
2:38.0,,,7-24,,M. Muscala misses 3-pt shot from 25 ft
2:36.0,Defensive rebound by T. Rozier,,7-24,,
2:22.0,E. Turner misses 2-pt shot from 9 ft,,7-24,,
2:21.0,,,7-24,,Defensive rebound by P. Millsap
2:12.0,,,7-24,,Atlanta full timeout
2:12.0,J. Jerebko enters the game for I. Thomas,,7-24,,
2:01.0,,,7-24,,P. Millsap misses 2-pt shot from 11 ft
2:01.0,Defensive rebound by Team,,7-24,,
1:37.0,T. Zeller misses 2-pt shot from 13 ft,,7-24,,
1:36.0,,,7-24,,Defensive rebound by T. Sefolosha
1:27.0,,,7-24,,P. Millsap misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by J. Jerebko,,7-24,,
1:21.0,,,7-24,,A. Horford enters the game for P. Millsap
1:21.0,,,7-24,,M. Scott enters the game for M. Muscala
1:21.0,R. Hunter enters the game for J. Crowder,,7-24,,
1:21.0,J. Sullinger enters the game for T. Zeller,,7-24,,
1:14.0,T. Rozier misses 2-pt shot from 2 ft,,7-24,,
1:12.0,,,7-24,,Defensive rebound by M. Scott
0:59.0,,,7-24,,Turnover by D. Schroder (step out of bounds)
0:43.0,E. Turner misses 2-pt shot at rim,,7-24,,
0:42.0,,,7-24,,Defensive rebound by M. Scott
0:33.0,,,7-24,,M. Scott misses 3-pt shot from 25 ft
0:32.0,Defensive rebound by J. Sullinger,,7-24,,
0:21.0,J. Sullinger misses 2-pt shot from 1 ft,,7-24,,
0:20.0,,,7-24,,Defensive rebound by D. Schroder
0:00.0,,,7-24,,T. Sefolosha misses 3-pt shot from 25 ft
0:00.0,,,7-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,7-24,,Personal foul by D. Schroder
11:35.0,E. Turner makes 2-pt shot from 1 ft,2,9-24,,
11:25.0,,,9-26,2,D. Schroder makes 2-pt shot from 2 ft
10:57.0,Turnover by Team (shot clock),,9-26,,
10:57.0,Technical foul by T. Rozier,,9-26,,
10:57.0,,,9-27,1,T. Hardaway makes technical free throw
10:41.0,,,9-27,,T. Hardaway misses 2-pt shot from 19 ft
10:40.0,Jump ball: R. Hunter vs. M. Scott (J. Jerebko gains possession),,,,Jump ball: R. Hunter vs. M. Scott (J. Jerebko gains possession)
10:40.0,Offensive rebound by Team,,9-27,,
10:29.0,R. Hunter misses 3-pt shot from 25 ft (block by A. Horford),,9-27,,
10:27.0,,,9-27,,Defensive rebound by T. Sefolosha
10:22.0,,,9-27,,T. Hardaway misses 3-pt shot from 25 ft
10:21.0,,,9-27,,Offensive rebound by Team
10:21.0,Loose ball foul by E. Turner,,9-27,,
10:21.0,,,9-27,,K. Bazemore enters the game for T. Hardaway
10:11.0,,,9-29,2,T. Sefolosha makes 2-pt shot from 7 ft
9:56.0,E. Turner makes 2-pt shot from 12 ft,2,11-29,,
9:44.0,,,11-32,3,A. Horford makes 3-pt shot from 24 ft (assist by D. Schroder)
9:27.0,J. Sullinger makes 2-pt shot from 1 ft (assist by J. Jerebko),2,13-32,,
9:09.0,,,13-32,,M. Scott misses 2-pt shot from 8 ft
9:07.0,Defensive rebound by J. Jerebko,,13-32,,
8:56.0,J. Jerebko makes 3-pt shot from 24 ft (assist by E. Turner),3,16-32,,
8:38.0,,,16-34,2,D. Schroder makes 2-pt shot from 14 ft
8:21.0,E. Turner makes 2-pt shot from 13 ft,2,18-34,,
8:18.0,Violation by Team (jump ball),,18-34,,
8:18.0,,,18-34,,Atlanta full timeout
8:18.0,A. Johnson enters the game for J. Sullinger,,18-34,,
8:18.0,M. Smart enters the game for T. Rozier,,18-34,,
8:18.0,,,18-34,,K. Korver enters the game for T. Sefolosha
8:01.0,,,18-34,,K. Bazemore misses 2-pt shot from 3 ft (block by R. Hunter)
7:59.0,Defensive rebound by J. Jerebko,,18-34,,
7:51.0,J. Jerebko misses 2-pt shot from 1 ft,,18-34,,
7:50.0,Offensive rebound by A. Johnson,,18-34,,
7:50.0,A. Johnson makes 2-pt shot at rim,2,20-34,,
7:35.0,,,20-34,,M. Scott misses 2-pt shot at rim
7:33.0,Defensive rebound by E. Turner,,20-34,,
7:30.0,,,20-34,,Violation by A. Horford (kicked ball)
7:30.0,,,20-34,,J. Teague enters the game for A. Horford
7:30.0,,,20-34,,P. Millsap enters the game for D. Schroder
7:30.0,,,20-34,,M. Muscala enters the game for M. Scott
7:23.0,,,20-34,,Violation by M. Muscala (kicked ball)
7:19.0,A. Johnson makes 2-pt shot from 10 ft (assist by M. Smart),2,22-34,,
7:12.0,,,22-34,,Shooting foul by M. Smart (drawn by M. Muscala)
7:12.0,,,22-35,1,M. Muscala makes free throw 1 of 2
7:12.0,,,22-36,1,M. Muscala makes free throw 2 of 2
6:59.0,E. Turner makes 2-pt shot from 13 ft,2,24-36,,
6:44.0,,,24-36,,K. Korver misses 2-pt shot from 7 ft
6:41.0,Defensive rebound by J. Jerebko,,24-36,,
6:37.0,J. Jerebko misses 3-pt shot from 24 ft,,24-36,,
6:35.0,,,24-36,,Defensive rebound by M. Muscala
6:25.0,,,24-36,,Turnover by M. Muscala (lost ball)
6:08.0,A. Johnson makes 2-pt shot from 8 ft,2,26-36,,
5:57.0,,,26-36,,K. Bazemore misses 3-pt shot from 25 ft
5:56.0,,,26-36,,Offensive rebound by M. Muscala
5:42.0,,,26-39,3,K. Korver makes 3-pt shot from 25 ft (assist by K. Bazemore)
5:41.0,Boston full timeout,,26-39,,
5:41.0,I. Thomas enters the game for R. Hunter,,26-39,,
5:41.0,J. Crowder enters the game for E. Turner,,26-39,,
5:27.0,I. Thomas misses 3-pt shot from 24 ft,,26-39,,
5:25.0,,,26-39,,Defensive rebound by K. Bazemore
5:16.0,,,26-39,,Turnover by P. Millsap (lost ball)
5:07.0,A. Johnson makes 2-pt shot from 2 ft,2,28-39,,
4:49.0,,,28-39,,J. Teague misses 3-pt shot from 23 ft
4:46.0,Defensive rebound by M. Smart,,28-39,,
4:42.0,J. Jerebko misses 2-pt shot from 1 ft (block by P. Millsap),,28-39,,
4:37.0,,,28-39,,Defensive rebound by K. Bazemore
4:32.0,,,28-39,,K. Bazemore misses 2-pt shot from 8 ft
4:30.0,Defensive rebound by A. Johnson,,28-39,,
4:24.0,I. Thomas misses 2-pt shot from 2 ft (block by P. Millsap),,28-39,,
4:18.0,,,28-39,,Defensive rebound by P. Millsap
4:18.0,,,28-39,,Shooting foul by J. Jerebko (drawn by P. Millsap)
4:18.0,,,28-40,1,P. Millsap makes free throw 1 of 2
4:18.0,E. Turner enters the game for J. Jerebko,,28-40,,
4:18.0,,,28-40,,A. Horford enters the game for M. Muscala
4:18.0,,,28-41,1,P. Millsap makes free throw 2 of 2
4:02.0,Turnover by E. Turner (lost ball; steal by K. Bazemore),,28-41,,
3:54.0,,,28-43,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
3:29.0,A. Johnson misses 2-pt shot from 4 ft,,28-43,,
3:29.0,Offensive rebound by Team,,28-43,,
3:27.0,,,28-43,,Personal foul by K. Korver
3:16.0,I. Thomas misses 2-pt shot from 19 ft,,28-43,,
3:14.0,,,28-43,,Defensive rebound by A. Horford
3:08.0,,,28-43,,Offensive charge foul by P. Millsap
3:08.0,,,28-43,,Turnover by P. Millsap (offensive foul)
2:55.0,J. Crowder misses 3-pt shot from 25 ft,,28-43,,
2:54.0,,,28-43,,Defensive rebound by K. Bazemore
2:33.0,,,28-43,,K. Bazemore misses 2-pt shot from 2 ft (block by J. Crowder)
2:30.0,Defensive rebound by J. Crowder,,28-43,,
2:24.0,E. Turner misses 3-pt shot from 24 ft (block by A. Horford),,28-43,,
2:23.0,Offensive rebound by J. Crowder,,28-43,,
2:23.0,Turnover by J. Crowder (step out of bounds),,28-43,,
2:23.0,Official timeout,,28-43,,
1:57.0,,,28-43,,P. Millsap misses 3-pt shot from 23 ft
1:55.0,Defensive rebound by I. Thomas,,28-43,,
1:38.0,J. Crowder misses 3-pt shot from 24 ft,,28-43,,
1:36.0,,,28-43,,Defensive rebound by K. Korver
1:14.0,,,28-43,,Turnover by A. Horford (lost ball; steal by J. Crowder)
0:59.0,Turnover by M. Smart (lost ball; steal by A. Horford),,28-43,,
0:52.0,,,28-43,,Turnover by J. Teague (bad pass)
0:52.0,,,28-43,,Loose ball foul by A. Horford
0:52.0,,,28-43,,T. Sefolosha enters the game for K. Korver
0:52.0,J. Jerebko enters the game for A. Johnson,,28-43,,
0:39.0,Turnover by E. Turner (lost ball),,28-43,,
0:39.0,,,28-43,,K. Korver enters the game for T. Sefolosha
0:31.0,,,28-43,,A. Horford misses 2-pt shot from 3 ft (block by M. Smart)
0:31.0,Defensive rebound by Team,,28-43,,
0:11.0,I. Thomas misses 2-pt shot at rim,,28-43,,
0:07.0,,,28-43,,Defensive rebound by P. Millsap
0:00.0,,,28-43,,P. Millsap misses 3-pt shot from 25 ft
0:00.0,,,28-43,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,A. Johnson makes 2-pt shot at rim (assist by M. Smart),2,30-43,,
11:34.0,,,30-45,2,P. Millsap makes 2-pt shot from 2 ft (assist by K. Bazemore)
11:19.0,J. Crowder misses 2-pt shot from 19 ft,,30-45,,
11:16.0,,,30-45,,Defensive rebound by K. Korver
11:04.0,,,30-45,,P. Millsap misses 3-pt shot from 23 ft
11:03.0,Defensive rebound by A. Johnson,,30-45,,
10:51.0,A. Johnson makes 2-pt shot from 1 ft (assist by M. Smart),2,32-45,,
10:31.0,,,32-45,,K. Bazemore misses 2-pt shot from 17 ft
10:31.0,,,32-45,,Offensive rebound by Team
10:31.0,Loose ball foul by E. Turner,,32-45,,
10:20.0,,,32-45,,K. Bazemore misses 3-pt shot from 22 ft
10:19.0,Defensive rebound by A. Johnson,,32-45,,
10:13.0,,,32-45,,Personal block foul by K. Bazemore
10:01.0,E. Turner makes 2-pt shot at rim,2,34-45,,
9:42.0,,,34-47,2,K. Bazemore makes 2-pt shot from 2 ft
9:25.0,Turnover by I. Thomas (bad pass),,34-47,,
9:15.0,,,34-47,,A. Horford misses 3-pt shot from 25 ft
9:13.0,Defensive rebound by J. Crowder,,34-47,,
9:01.0,A. Johnson misses 2-pt shot at rim (block by P. Millsap),,34-47,,
8:58.0,Offensive rebound by A. Johnson,,34-47,,
8:55.0,A. Johnson misses 3-pt shot from 24 ft,,34-47,,
8:54.0,,,34-47,,Defensive rebound by K. Korver
8:39.0,,,34-49,2,J. Teague makes 2-pt shot at rim
8:19.0,Shooting foul by J. Teague (drawn by I. Thomas),,34-49,,
8:19.0,I. Thomas makes free throw 1 of 2,1,35-49,,
8:19.0,I. Thomas makes free throw 2 of 2,1,36-49,,
8:08.0,,,36-49,,P. Millsap misses 2-pt shot from 1 ft (block by J. Crowder)
8:07.0,Defensive rebound by Team,,36-49,,
7:53.0,I. Thomas misses 3-pt shot from 24 ft,,36-49,,
7:51.0,,,36-49,,Defensive rebound by A. Horford
7:39.0,Personal foul by A. Johnson,,36-49,,
7:32.0,,,36-49,,J. Teague misses 2-pt shot from 12 ft
7:31.0,Defensive rebound by A. Johnson,,36-49,,
7:19.0,I. Thomas misses 2-pt shot from 1 ft,,36-49,,
7:16.0,,,36-49,,Defensive rebound by K. Bazemore
7:08.0,,,36-49,,Shooting foul by A. Johnson (drawn by J. Teague)
7:08.0,,,36-50,1,J. Teague makes free throw 1 of 2
7:08.0,,,36-51,1,J. Teague makes free throw 2 of 2
6:54.0,Turnover by J. Crowder (bad pass),,36-51,,
6:50.0,,,36-51,,Turnover by J. Teague (lost ball; steal by J. Crowder)
6:44.0,Shooting foul by A. Horford (drawn by A. Johnson),,36-51,,
6:44.0,A. Johnson makes free throw 1 of 2,1,37-51,,
6:44.0,T. Rozier enters the game for E. Turner,,37-51,,
6:44.0,A. Johnson makes free throw 2 of 2,1,38-51,,
6:33.0,,,38-51,,P. Millsap misses 2-pt shot from 1 ft (block by A. Johnson)
6:31.0,Defensive rebound by J. Crowder,,38-51,,
6:30.0,,,38-51,,Personal foul by J. Teague
6:30.0,J. Sullinger enters the game for A. Johnson,,38-51,,
6:30.0,,,38-51,,M. Scott enters the game for A. Horford
6:21.0,Turnover by J. Sullinger (lost ball; steal by M. Scott),,38-51,,
6:10.0,,,38-51,,K. Bazemore misses 3-pt shot from 23 ft
6:10.0,,,38-51,,Offensive rebound by Team
6:10.0,Loose ball foul by J. Sullinger,,38-51,,
6:05.0,,,38-51,,Offensive foul by P. Millsap
6:05.0,,,38-51,,Turnover by P. Millsap (offensive foul)
5:56.0,J. Sullinger misses 2-pt shot from 20 ft,,38-51,,
5:55.0,,,38-51,,Defensive rebound by M. Scott
5:33.0,,,38-53,2,J. Teague makes 2-pt shot from 1 ft
5:23.0,Offensive foul by J. Sullinger,,38-53,,
5:23.0,Turnover by J. Sullinger (offensive foul),,38-53,,
5:23.0,,,38-53,,Atlanta full timeout
5:23.0,,,38-53,,T. Sefolosha enters the game for K. Bazemore
5:10.0,,,38-53,,M. Scott misses 3-pt shot from 23 ft
5:09.0,Defensive rebound by I. Thomas,,38-53,,
4:46.0,Turnover by Team (shot clock),,38-53,,
4:46.0,,,38-53,,T. Hardaway enters the game for K. Korver
4:26.0,,,38-53,,P. Millsap misses 2-pt shot from 10 ft
4:24.0,Defensive rebound by T. Rozier,,38-53,,
4:08.0,I. Thomas makes 2-pt shot from 2 ft (assist by J. Sullinger),2,40-53,,
4:08.0,Shooting foul by M. Scott (drawn by I. Thomas),,40-53,,
4:08.0,,,40-53,,D. Schroder enters the game for J. Teague
4:08.0,I. Thomas makes free throw 1 of 1,1,41-53,,
3:51.0,,,41-55,2,M. Scott makes 2-pt shot from 9 ft (assist by T. Hardaway)
3:32.0,T. Rozier makes 3-pt shot from 23 ft (assist by J. Crowder),3,44-55,,
3:20.0,,,44-57,2,T. Hardaway makes 2-pt shot from 20 ft (assist by T. Sefolosha)
3:00.0,J. Crowder misses 2-pt shot from 8 ft,,44-57,,
2:57.0,Offensive rebound by J. Sullinger,,44-57,,
2:56.0,J. Sullinger misses 2-pt shot from 1 ft,,44-57,,
2:56.0,,,44-57,,Defensive rebound by P. Millsap
2:50.0,,,44-57,,P. Millsap misses 3-pt shot from 24 ft
2:50.0,,,44-57,,Offensive rebound by Team
2:50.0,Loose ball foul by J. Sullinger,,44-57,,
2:50.0,Boston full timeout,,44-57,,
2:50.0,E. Turner enters the game for J. Crowder,,44-57,,
2:50.0,J. Jerebko enters the game for J. Sullinger,,44-57,,
2:50.0,A. Johnson enters the game for M. Smart,,44-57,,
2:50.0,,,44-57,,A. Horford enters the game for P. Millsap
2:50.0,,,44-58,1,T. Sefolosha makes free throw 1 of 2
2:50.0,,,44-58,,T. Sefolosha misses free throw 2 of 2
2:48.0,Defensive rebound by I. Thomas,,44-58,,
2:27.0,E. Turner misses 3-pt shot from 23 ft,,44-58,,
2:25.0,,,44-58,,Defensive rebound by M. Scott
2:04.0,,,44-58,,M. Scott misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by E. Turner,,44-58,,
1:50.0,T. Rozier misses 2-pt shot from 2 ft,,44-58,,
1:49.0,Offensive rebound by A. Johnson,,44-58,,
1:48.0,A. Johnson misses 2-pt shot from 1 ft (block by A. Horford),,44-58,,
1:48.0,Offensive rebound by Team,,44-58,,
1:31.0,A. Johnson misses 3-pt shot from 24 ft,,44-58,,
1:30.0,,,44-58,,Defensive rebound by T. Sefolosha
1:15.0,,,44-58,,D. Schroder misses 2-pt shot from 2 ft (block by I. Thomas)
1:15.0,,,44-58,,Offensive rebound by Team
1:15.0,M. Smart enters the game for I. Thomas,,44-58,,
1:13.0,,,44-58,,D. Schroder misses 2-pt shot from 17 ft
1:11.0,Defensive rebound by T. Rozier,,44-58,,
1:00.0,M. Smart misses 2-pt shot from 2 ft,,44-58,,
0:58.0,,,44-58,,Defensive rebound by M. Scott
0:44.0,,,44-58,,A. Horford misses 2-pt shot from 1 ft
0:44.0,Defensive rebound by Team,,44-58,,
0:44.0,,,44-58,,Loose ball foul by T. Sefolosha
0:44.0,E. Turner makes free throw 1 of 2,1,45-58,,
0:44.0,,,45-58,,K. Korver enters the game for T. Sefolosha
0:44.0,E. Turner makes free throw 2 of 2,1,46-58,,
0:30.0,,,46-58,,A. Horford misses 2-pt shot from 12 ft
0:29.0,,,46-58,,Offensive rebound by A. Horford
0:29.0,,,46-58,,A. Horford misses 2-pt shot from 12 ft
0:27.0,Defensive rebound by A. Johnson,,46-58,,
0:08.0,M. Smart misses 3-pt shot from 24 ft,,46-58,,
0:07.0,,,46-58,,Defensive rebound by T. Hardaway
0:00.0,,,46-61,3,A. Horford makes 3-pt shot from 24 ft (assist by T. Hardaway)
0:00.0,M. Smart misses 3-pt shot from 86 ft,,46-61,,
0:00.0,Offensive rebound by Team,,46-61,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,46-63,2,K. Korver makes 2-pt shot from 8 ft
11:30.0,,,46-63,,T. Sefolosha enters the game for T. Hardaway
11:20.0,M. Smart makes 3-pt shot from 25 ft,3,49-63,,
11:05.0,,,49-65,2,D. Schroder makes 2-pt shot at rim
10:55.0,,,49-65,,Personal foul by K. Korver
10:42.0,T. Rozier misses 3-pt shot from 25 ft,,49-65,,
10:40.0,,,49-65,,Defensive rebound by M. Scott
10:30.0,,,49-65,,Atlanta full timeout
10:30.0,T. Zeller enters the game for A. Johnson,,49-65,,
10:30.0,J. Crowder enters the game for J. Jerebko,,49-65,,
10:30.0,,,49-65,,P. Millsap enters the game for A. Horford
10:22.0,,,49-65,,P. Millsap misses 2-pt shot from 1 ft (block by T. Zeller)
10:19.0,Defensive rebound by T. Zeller,,49-65,,
10:03.0,J. Crowder misses 2-pt shot from 21 ft,,49-65,,
10:02.0,,,49-65,,Defensive rebound by K. Korver
9:41.0,,,49-65,,M. Scott misses 2-pt shot from 11 ft
9:39.0,Defensive rebound by E. Turner,,49-65,,
9:33.0,T. Rozier makes 2-pt shot from 1 ft (assist by E. Turner),2,51-65,,
9:14.0,,,51-67,2,T. Sefolosha makes 2-pt shot from 15 ft
8:47.0,M. Smart misses 2-pt shot from 2 ft (block by M. Scott),,51-67,,
8:45.0,,,51-67,,Defensive rebound by T. Sefolosha
8:40.0,,,51-69,2,T. Sefolosha makes 2-pt shot from 4 ft (assist by K. Korver)
8:24.0,T. Zeller makes 2-pt shot from 18 ft (assist by E. Turner),2,53-69,,
7:59.0,,,53-69,,K. Korver misses 3-pt shot from 27 ft
7:57.0,,,53-69,,Offensive rebound by D. Schroder
7:53.0,,,53-72,3,T. Sefolosha makes 3-pt shot from 23 ft (assist by K. Korver)
7:37.0,,,53-72,,Personal foul by T. Sefolosha
7:37.0,,,53-72,,K. Bazemore enters the game for K. Korver
7:37.0,,,53-72,,A. Horford enters the game for M. Scott
7:37.0,I. Thomas enters the game for T. Rozier,,53-72,,
7:32.0,M. Smart misses 3-pt shot from 25 ft,,53-72,,
7:31.0,,,53-72,,Defensive rebound by P. Millsap
7:16.0,,,53-72,,Turnover by P. Millsap (lost ball)
6:59.0,T. Zeller misses 2-pt shot from 21 ft,,53-72,,
6:58.0,,,53-72,,Defensive rebound by T. Sefolosha
6:53.0,Shooting block foul by M. Smart (drawn by D. Schroder),,53-72,,
6:53.0,,,53-73,1,D. Schroder makes free throw 1 of 2
6:53.0,R. Hunter enters the game for M. Smart,,53-73,,
6:53.0,,,53-74,1,D. Schroder makes free throw 2 of 2
6:40.0,E. Turner misses 2-pt shot from 11 ft (block by T. Sefolosha),,53-74,,
6:37.0,Offensive rebound by E. Turner,,53-74,,
6:34.0,E. Turner misses 2-pt shot at rim,,53-74,,
6:32.0,,,53-74,,Defensive rebound by T. Sefolosha
6:28.0,,,53-74,,Shooting foul by I. Thomas (drawn by T. Sefolosha)
6:28.0,,,53-75,1,T. Sefolosha makes free throw 1 of 3
6:28.0,,,53-75,,T. Sefolosha misses free throw 2 of 3
6:28.0,,,53-75,,Offensive rebound by Team
6:28.0,,,53-75,,M. Muscala enters the game for A. Horford
6:28.0,,,53-76,1,T. Sefolosha makes free throw 3 of 3
6:24.0,Shooting foul by T. Sefolosha (drawn by I. Thomas),,53-76,,
6:24.0,I. Thomas makes free throw 1 of 2,1,54-76,,
6:24.0,J. Jerebko enters the game for E. Turner,,54-76,,
6:24.0,I. Thomas makes free throw 2 of 2,1,55-76,,
5:59.0,,,55-76,,M. Muscala misses 2-pt shot from 15 ft
5:56.0,Defensive rebound by J. Crowder,,55-76,,
5:46.0,I. Thomas makes 3-pt shot from 25 ft (assist by J. Crowder),3,58-76,,
5:22.0,,,58-76,,K. Bazemore misses 2-pt shot from 19 ft
5:20.0,Defensive rebound by J. Crowder,,58-76,,
5:13.0,I. Thomas makes 2-pt shot from 11 ft (assist by J. Jerebko),2,60-76,,
5:13.0,Shooting foul by D. Schroder (drawn by I. Thomas),,60-76,,
5:13.0,Official timeout,,60-76,,
5:13.0,,,60-76,,A. Horford enters the game for M. Muscala
5:13.0,,,60-76,,J. Teague enters the game for T. Sefolosha
5:13.0,,,60-76,,K. Korver enters the game for D. Schroder
5:13.0,I. Thomas makes free throw 1 of 1,1,61-76,,
4:49.0,,,61-78,2,A. Horford makes 2-pt shot from 2 ft
4:40.0,J. Jerebko makes 2-pt shot at rim (assist by I. Thomas),2,63-78,,
4:29.0,,,63-81,3,A. Horford makes 3-pt shot from 25 ft (assist by J. Teague)
4:20.0,Turnover by T. Zeller (illegal assist),,63-81,,
3:55.0,,,63-81,,J. Teague misses 2-pt shot from 15 ft
