time,Indiana,pts.away,score,pts.home,Toronto
7:51.0,,,28-31,,T. Ross misses 2-pt shot from 16 ft
7:50.0,Defensive rebound by C. Miles,,28-31,,
7:34.0,C. Miles misses 3-pt shot from 25 ft,,28-31,,
7:34.0,,,28-31,,Defensive rebound by T. Ross
7:17.0,,,28-31,,D. Carroll misses 2-pt shot from 19 ft
7:16.0,Defensive rebound by T. Lawson,,28-31,,
7:11.0,T. Lawson misses 2-pt shot from 2 ft (block by B. Biyombo),,28-31,,
7:11.0,Offensive rebound by Team,,28-31,,
7:11.0,,,28-31,,K. Lowry enters the game for T. Ross
7:02.0,C. Miles misses 2-pt shot from 12 ft,,28-31,,
7:01.0,,,28-31,,Defensive rebound by B. Biyombo
6:49.0,,,28-31,,P. Patterson misses 2-pt shot from 3 ft
6:49.0,Defensive rebound by I. Mahinmi,,28-31,,
6:36.0,,,28-31,,D. DeRozan enters the game for D. Carroll
6:27.0,I. Mahinmi misses 2-pt shot from 2 ft,,28-31,,
6:27.0,Offensive rebound by C. Miles,,28-31,,
6:24.0,Turnover by C. Miles (lost ball; steal by C. Joseph),,28-31,,
6:10.0,,,28-33,2,C. Joseph makes 2-pt shot from 2 ft (assist by D. DeRozan)
5:55.0,S. Hill misses 3-pt shot from 23 ft,,28-33,,
5:54.0,,,28-33,,Defensive rebound by K. Lowry
5:44.0,,,28-36,3,P. Patterson makes 3-pt shot from 23 ft (assist by K. Lowry)
5:44.0,Indiana full timeout,,28-36,,
5:44.0,,,28-36,,J. Valanciunas enters the game for B. Biyombo
5:44.0,G. Hill enters the game for S. Hill,,28-36,,
5:44.0,M. Ellis enters the game for T. Lawson,,28-36,,
5:44.0,P. George enters the game for R. Stuckey,,28-36,,
5:32.0,,,28-36,,Personal foul by P. Patterson
5:27.0,Shooting foul by J. Valanciunas (drawn by I. Mahinmi),,28-36,,
5:27.0,I. Mahinmi makes free throw 1 of 2,1,29-36,,
5:27.0,I. Mahinmi misses free throw 2 of 2,,29-36,,
5:26.0,,,29-36,,Defensive rebound by J. Valanciunas
5:11.0,,,29-36,,D. DeRozan misses 3-pt shot from 23 ft
5:10.0,,,29-36,,Offensive rebound by D. DeRozan
5:01.0,,,29-36,,K. Lowry misses 2-pt shot from 4 ft
5:00.0,,,29-36,,Offensive rebound by J. Valanciunas
4:57.0,,,29-36,,J. Valanciunas misses 2-pt shot from 2 ft
4:57.0,,,29-36,,Offensive rebound by J. Valanciunas
4:54.0,,,29-36,,J. Valanciunas misses 2-pt shot from 2 ft
4:52.0,,,29-36,,Offensive rebound by J. Valanciunas
4:50.0,,,29-36,,J. Valanciunas misses 2-pt shot from 2 ft (block by I. Mahinmi)
4:49.0,Defensive rebound by C. Miles,,29-36,,
4:44.0,G. Hill makes 2-pt shot from 14 ft,2,31-36,,
4:28.0,,,31-36,,Shooting foul by I. Mahinmi (drawn by C. Joseph)
4:28.0,,,31-37,1,C. Joseph makes free throw 1 of 2
4:28.0,M. Turner enters the game for I. Mahinmi,,31-37,,
4:28.0,,,31-37,,C. Joseph misses free throw 2 of 2
4:27.0,,,31-37,,Offensive rebound by J. Valanciunas
4:25.0,,,31-37,,J. Valanciunas misses 2-pt shot from 2 ft
4:24.0,,,31-37,,Offensive rebound by J. Valanciunas
4:22.0,,,31-37,,J. Valanciunas misses 2-pt shot from 2 ft
4:21.0,,,31-37,,Offensive rebound by C. Joseph
4:20.0,,,31-37,,K. Lowry misses 3-pt shot from 24 ft
4:20.0,Defensive rebound by Team,,31-37,,
4:20.0,,,31-37,,Loose ball foul by J. Valanciunas
4:20.0,,,31-37,,B. Biyombo enters the game for J. Valanciunas
4:04.0,P. George misses 2-pt shot from 3 ft,,31-37,,
4:03.0,,,31-37,,Defensive rebound by K. Lowry
3:58.0,,,31-39,2,P. Patterson makes 2-pt shot at rim (assist by K. Lowry)
3:37.0,C. Miles makes 3-pt shot from 25 ft (assist by P. George),3,34-39,,
3:16.0,,,34-39,,D. DeRozan misses 2-pt shot from 2 ft (block by M. Turner)
3:14.0,,,34-39,,Offensive rebound by P. Patterson
3:09.0,,,34-39,,K. Lowry misses 3-pt shot from 25 ft
3:08.0,Defensive rebound by C. Miles,,34-39,,
3:02.0,C. Miles makes 2-pt shot at rim,2,36-39,,
2:57.0,,,36-39,,Toronto full timeout
2:44.0,,,36-41,2,D. DeRozan makes 2-pt shot from 7 ft
2:27.0,M. Ellis misses 2-pt shot from 4 ft,,36-41,,
2:26.0,Offensive rebound by M. Turner,,36-41,,
2:23.0,M. Turner makes 2-pt shot from 2 ft,2,38-41,,
2:05.0,,,38-41,,Turnover by K. Lowry (lost ball; steal by M. Ellis)
2:00.0,P. George misses 2-pt shot from 17 ft,,38-41,,
1:59.0,,,38-41,,Defensive rebound by B. Biyombo
1:41.0,,,38-41,,B. Biyombo misses 2-pt shot from 16 ft
1:40.0,Defensive rebound by P. George,,38-41,,
1:19.0,M. Ellis makes 3-pt shot from 24 ft,3,41-41,,
0:55.0,,,41-43,2,K. Lowry makes 2-pt shot from 5 ft (assist by D. DeRozan)
0:50.0,Turnover by M. Ellis (lost ball; steal by K. Lowry),,41-43,,
0:47.0,,,41-45,2,P. Patterson makes 2-pt shot from 1 ft (assist by K. Lowry)
0:47.0,Indiana full timeout,,41-45,,
0:33.0,P. George misses 2-pt shot from 2 ft,,41-45,,
0:32.0,,,41-45,,Defensive rebound by B. Biyombo
0:23.0,,,41-45,,Turnover by D. DeRozan (lost ball; steal by P. George)
0:18.0,M. Ellis misses 2-pt shot from 2 ft (block by B. Biyombo),,41-45,,
0:17.0,Offensive rebound by G. Hill,,41-45,,
0:16.0,G. Hill makes 2-pt shot from 2 ft,2,43-45,,
0:02.0,Personal foul by M. Ellis,,43-45,,
0:02.0,,,43-45,,Toronto full timeout
0:02.0,,,43-45,,J. Valanciunas enters the game for B. Biyombo
0:02.0,S. Hill enters the game for M. Ellis,,43-45,,
0:02.0,R. Stuckey enters the game for C. Miles,,43-45,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:55.0,,,43-45,,Personal foul by D. DeRozan
11:46.0,Shooting foul by K. Lowry (drawn by M. Ellis),,43-45,,
11:46.0,M. Ellis makes free throw 1 of 2,1,44-45,,
11:46.0,M. Ellis makes free throw 2 of 2,1,45-45,,
11:30.0,,,45-45,,D. DeRozan misses 2-pt shot from 5 ft (block by P. George)
11:29.0,Defensive rebound by L. Allen,,45-45,,
11:24.0,P. George makes 3-pt shot from 24 ft (assist by M. Ellis),3,48-45,,
11:07.0,,,48-45,,J. Valanciunas misses 2-pt shot from 1 ft
11:06.0,Defensive rebound by I. Mahinmi,,48-45,,
11:00.0,,,48-45,,Personal block foul by L. Scola
10:52.0,M. Ellis misses 2-pt shot from 16 ft,,48-45,,
10:51.0,,,48-45,,Defensive rebound by N. Powell
10:39.0,,,48-45,,Turnover by K. Lowry (lost ball; steal by G. Hill)
10:33.0,M. Ellis misses 2-pt shot from 2 ft,,48-45,,
10:33.0,,,48-45,,Defensive rebound by N. Powell
10:27.0,,,48-47,2,N. Powell makes 2-pt shot from 1 ft
10:10.0,L. Allen misses 2-pt shot from 4 ft (block by J. Valanciunas),,48-47,,
10:09.0,,,48-47,,Defensive rebound by L. Scola
10:02.0,,,48-49,2,N. Powell makes 2-pt shot from 5 ft
9:44.0,L. Allen makes 2-pt shot from 4 ft (assist by P. George),2,50-49,,
9:21.0,,,50-49,,J. Valanciunas misses 2-pt shot from 4 ft
9:20.0,,,50-49,,Offensive rebound by J. Valanciunas
9:18.0,,,50-49,,J. Valanciunas misses 2-pt shot from 3 ft
9:18.0,,,50-49,,Offensive rebound by J. Valanciunas
9:16.0,,,50-49,,J. Valanciunas misses 2-pt shot from 3 ft
9:11.0,Defensive rebound by M. Ellis,,50-49,,
9:06.0,Turnover by P. George (lost ball; steal by L. Scola),,50-49,,
9:00.0,,,50-49,,Turnover by N. Powell (lost ball; steal by M. Ellis)
8:55.0,M. Ellis misses 2-pt shot from 1 ft,,50-49,,
8:54.0,,,50-49,,Defensive rebound by J. Valanciunas
8:50.0,,,50-51,2,L. Scola makes 2-pt shot from 2 ft (assist by K. Lowry)
8:50.0,Shooting block foul by P. George (drawn by L. Scola),,50-51,,
8:50.0,,,50-51,,L. Scola misses free throw 1 of 1
8:49.0,Defensive rebound by L. Allen,,50-51,,
8:37.0,Offensive foul by I. Mahinmi,,50-51,,
8:37.0,Turnover by I. Mahinmi (offensive foul),,50-51,,
8:37.0,M. Turner enters the game for I. Mahinmi,,50-51,,
8:29.0,,,50-51,,Shooting foul by M. Turner (drawn by D. DeRozan)
8:29.0,,,50-52,1,D. DeRozan makes free throw 1 of 2
8:29.0,,,50-52,,D. DeRozan misses free throw 2 of 2
8:28.0,Defensive rebound by P. George,,50-52,,
8:05.0,Turnover by M. Turner (traveling),,50-52,,
7:51.0,,,50-52,,D. DeRozan misses 3-pt shot from 23 ft
7:50.0,Defensive rebound by M. Ellis,,50-52,,
7:41.0,P. George makes 2-pt shot from 19 ft (assist by M. Ellis),2,52-52,,
7:23.0,,,52-52,,Shooting foul by M. Turner (drawn by J. Valanciunas)
7:23.0,,,52-53,1,J. Valanciunas makes free throw 1 of 2
7:23.0,,,52-54,1,J. Valanciunas makes free throw 2 of 2
7:10.0,L. Allen misses 2-pt shot from 3 ft,,52-54,,
7:10.0,,,52-54,,Defensive rebound by L. Scola
6:51.0,,,52-56,2,J. Valanciunas makes 2-pt shot at rim (assist by K. Lowry)
6:50.0,Indiana full timeout,,52-56,,
6:37.0,G. Hill misses 2-pt shot from 16 ft,,52-56,,
6:37.0,Offensive rebound by L. Allen,,52-56,,
6:25.0,Shooting foul by N. Powell (drawn by G. Hill),,52-56,,
6:25.0,G. Hill makes free throw 1 of 2,1,53-56,,
6:25.0,G. Hill misses free throw 2 of 2,,53-56,,
6:25.0,,,53-56,,Defensive rebound by J. Valanciunas
6:10.0,,,53-56,,D. DeRozan misses 2-pt shot from 11 ft
6:09.0,Defensive rebound by L. Allen,,53-56,,
5:56.0,L. Allen misses 2-pt shot from 2 ft,,53-56,,
5:56.0,,,53-56,,Defensive rebound by Team
5:56.0,Loose ball foul by M. Turner,,53-56,,
5:43.0,,,53-56,,Offensive foul by D. DeRozan
5:43.0,,,53-56,,Turnover by D. DeRozan (offensive foul)
5:43.0,S. Hill enters the game for L. Allen,,53-56,,
5:26.0,Shooting foul by J. Valanciunas (drawn by P. George),,53-56,,
5:26.0,P. George makes free throw 1 of 2,1,54-56,,
5:26.0,,,54-56,,D. Carroll enters the game for L. Scola
5:26.0,,,54-56,,B. Biyombo enters the game for J. Valanciunas
5:26.0,P. George makes free throw 2 of 2,1,55-56,,
5:12.0,,,55-58,2,K. Lowry makes 2-pt shot from 7 ft
4:58.0,Turnover by P. George (lost ball; steal by D. DeRozan),,55-58,,
4:46.0,,,55-58,,N. Powell misses 3-pt shot from 23 ft
4:45.0,Defensive rebound by S. Hill,,55-58,,
4:39.0,P. George misses 2-pt shot from 7 ft (block by K. Lowry),,55-58,,
4:39.0,Offensive rebound by Team,,55-58,,
4:34.0,P. George makes 2-pt shot from 19 ft (assist by M. Ellis),2,57-58,,
4:21.0,,,57-58,,D. DeRozan misses 2-pt shot from 5 ft (block by M. Turner)
4:21.0,,,57-58,,Offensive rebound by D. DeRozan
4:21.0,,,57-58,,Toronto full timeout
4:10.0,,,57-58,,K. Lowry misses 3-pt shot from 24 ft
4:09.0,Defensive rebound by M. Turner,,57-58,,
3:46.0,M. Ellis makes 3-pt shot from 25 ft,3,60-58,,
3:21.0,,,60-58,,N. Powell misses 2-pt shot from 7 ft
3:20.0,,,60-58,,Offensive rebound by N. Powell
3:16.0,,,60-58,,D. DeRozan misses 3-pt shot from 25 ft
3:16.0,,,60-58,,Offensive rebound by Team
3:16.0,Loose ball foul by M. Turner,,60-58,,
3:16.0,,,60-59,1,B. Biyombo makes free throw 1 of 2
3:16.0,T. Lawson enters the game for G. Hill,,60-59,,
3:16.0,J. Hill enters the game for M. Turner,,60-59,,
3:16.0,,,60-59,,C. Joseph enters the game for N. Powell
3:16.0,,,60-60,1,B. Biyombo makes free throw 2 of 2
3:04.0,P. George makes 3-pt shot from 24 ft (assist by T. Lawson),3,63-60,,
2:49.0,Personal foul by J. Hill,,63-60,,
2:49.0,,,63-61,1,D. DeRozan makes free throw 1 of 2
2:49.0,R. Stuckey enters the game for M. Ellis,,63-61,,
2:49.0,,,63-61,,D. DeRozan misses free throw 2 of 2
2:47.0,Defensive rebound by J. Hill,,63-61,,
2:24.0,Shooting foul by C. Joseph (drawn by S. Hill),,63-61,,
2:24.0,S. Hill makes free throw 1 of 2,1,64-61,,
2:24.0,S. Hill makes free throw 2 of 2,1,65-61,,
2:15.0,,,65-61,,Shooting foul by R. Stuckey (drawn by K. Lowry)
2:15.0,,,65-62,1,K. Lowry makes free throw 1 of 3
2:15.0,,,65-62,,K. Lowry misses free throw 2 of 3
2:15.0,,,65-62,,Offensive rebound by Team
2:15.0,,,65-63,1,K. Lowry makes free throw 3 of 3
1:52.0,P. George makes 3-pt shot from 23 ft (assist by R. Stuckey),3,68-63,,
1:29.0,,,68-63,,D. DeRozan misses 2-pt shot from 19 ft
1:29.0,,,68-63,,Offensive rebound by D. Carroll
1:24.0,,,68-65,2,D. DeRozan makes 2-pt shot at rim (assist by D. Carroll)
1:08.0,Turnover by T. Lawson (bad pass),,68-65,,
1:08.0,,,68-65,,P. Patterson enters the game for K. Lowry
1:00.0,,,68-65,,Turnover by C. Joseph (lost ball; steal by P. George)
0:59.0,P. George makes 2-pt shot at rim,2,70-65,,
0:59.0,,,70-65,,Toronto full timeout
0:36.0,,,70-67,2,D. DeRozan makes 2-pt shot from 17 ft
0:19.0,R. Stuckey misses 3-pt shot from 23 ft,,70-67,,
0:19.0,,,70-67,,Defensive rebound by P. Patterson
0:01.0,,,70-67,,D. DeRozan misses 2-pt shot from 16 ft
0:00.0,,,70-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Personal foul by R. Stuckey,,70-67,,
11:34.0,,,70-67,,Turnover by Team (shot clock)
11:15.0,Shooting foul by C. Joseph (drawn by S. Hill),,70-67,,
11:15.0,S. Hill makes free throw 1 of 2,1,71-67,,
11:15.0,S. Hill makes free throw 2 of 2,1,72-67,,
11:03.0,,,72-67,,T. Ross misses 2-pt shot from 9 ft
11:03.0,Defensive rebound by R. Stuckey,,72-67,,
10:47.0,J. Hill misses 2-pt shot from 4 ft,,72-67,,
10:47.0,,,72-67,,Defensive rebound by B. Biyombo
10:35.0,,,72-69,2,B. Biyombo makes 2-pt shot from 1 ft (assist by C. Joseph)
10:28.0,Offensive foul by T. Lawson,,72-69,,
10:28.0,Turnover by T. Lawson (offensive foul),,72-69,,
10:28.0,,,72-69,,J. Valanciunas enters the game for B. Biyombo
10:28.0,I. Mahinmi enters the game for J. Hill,,72-69,,
10:14.0,,,72-69,,T. Ross misses 3-pt shot from 23 ft
10:13.0,,,72-69,,Offensive rebound by P. Patterson
10:11.0,,,72-71,2,P. Patterson makes 2-pt shot from 7 ft
10:01.0,Shooting foul by J. Valanciunas (drawn by S. Hill),,72-71,,
10:01.0,S. Hill makes free throw 1 of 2,1,73-71,,
10:01.0,,,73-71,,B. Biyombo enters the game for J. Valanciunas
10:01.0,S. Hill makes free throw 2 of 2,1,74-71,,
9:45.0,,,74-71,,Shooting foul by C. Miles (drawn by B. Biyombo)
9:45.0,,,74-71,,B. Biyombo misses free throw 1 of 2
9:45.0,,,74-71,,Offensive rebound by Team
9:45.0,,,74-71,,B. Biyombo misses free throw 2 of 2
9:44.0,Defensive rebound by C. Miles,,74-71,,
9:20.0,Turnover by T. Lawson (lost ball; steal by K. Lowry),,74-71,,
9:07.0,,,74-71,,Turnover by C. Joseph (lost ball; steal by R. Stuckey)
8:55.0,C. Miles misses 2-pt shot from 13 ft,,74-71,,
8:55.0,,,74-71,,Defensive rebound by B. Biyombo
8:39.0,,,74-74,3,T. Ross makes 3-pt shot from 25 ft (assist by K. Lowry)
8:17.0,T. Lawson misses 2-pt shot from 19 ft,,74-74,,
8:16.0,,,74-74,,Defensive rebound by C. Joseph
7:58.0,,,74-74,,K. Lowry misses 2-pt shot from 6 ft
7:57.0,Defensive rebound by T. Lawson,,74-74,,
7:50.0,S. Hill misses 3-pt shot from 26 ft,,74-74,,
7:49.0,,,74-74,,Defensive rebound by Team
7:49.0,Official timeout,,74-74,,
7:49.0,,,74-74,,D. Carroll enters the game for C. Joseph
7:49.0,G. Hill enters the game for S. Hill,,74-74,,
7:49.0,P. George enters the game for T. Lawson,,74-74,,
7:34.0,,,74-74,,K. Lowry misses 2-pt shot from 5 ft
7:33.0,Defensive rebound by C. Miles,,74-74,,
7:15.0,Shooting foul by K. Lowry (drawn by G. Hill),,74-74,,
7:15.0,G. Hill makes free throw 1 of 3,1,75-74,,
7:15.0,G. Hill misses free throw 2 of 3,,75-74,,
7:15.0,Offensive rebound by Team,,75-74,,
7:15.0,G. Hill makes free throw 3 of 3,1,76-74,,
7:01.0,,,76-74,,T. Ross misses 3-pt shot from 25 ft
6:59.0,,,76-74,,Offensive rebound by Team
6:47.0,,,76-74,,T. Ross misses 2-pt shot from 6 ft
6:46.0,,,76-74,,Offensive rebound by B. Biyombo
6:46.0,,,76-74,,Shooting foul by G. Hill (drawn by B. Biyombo)
6:46.0,,,76-75,1,B. Biyombo makes free throw 1 of 2
6:46.0,,,76-75,,D. DeRozan enters the game for D. Carroll
6:46.0,,,76-76,1,B. Biyombo makes free throw 2 of 2
