time,San Antonio,pts.away,score,pts.home,LA Clippers
2:07.0,,,79-98,,Offensive rebound by Team
2:07.0,,,79-98,,Turnover by Team (shot clock)
2:07.0,,,79-98,,C. Wilcox enters the game for C. Paul
1:49.0,B. Marjanovic makes 2-pt shot from 4 ft,2,81-98,,
1:32.0,,,81-100,2,D. Jordan makes 2-pt shot from 1 ft (assist by J. Crawford)
1:28.0,,,81-100,,Personal take foul by C. Wilcox (drawn by R. McCallum)
1:28.0,R. McCallum makes free throw 1 of 2,1,82-100,,
1:28.0,,,82-100,,C. Aldrich enters the game for D. Jordan
1:28.0,,,82-100,,B. Dawson enters the game for J. Redick
1:28.0,R. McCallum misses free throw 2 of 2,,82-100,,
1:27.0,,,82-100,,Defensive rebound by C. Aldrich
1:10.0,,,82-100,,Turnover by J. Crawford (bad pass; steal by R. McCallum)
1:06.0,R. Butler makes 2-pt shot at rim (assist by R. McCallum),2,84-100,,
0:47.0,,,84-103,3,J. Crawford makes 3-pt shot from 24 ft
0:38.0,R. McCallum makes 2-pt shot from 1 ft,2,86-103,,
0:19.0,,,86-105,2,C. Aldrich makes 2-pt shot from 5 ft (assist by C. Wilcox)
0:10.0,R. McCallum misses 2-pt shot from 15 ft,,86-105,,
0:10.0,,,86-105,,Defensive rebound by W. Johnson
0:00.0,End of 4th quarter,,,,End of 4th quarter
