time,Miami,pts.away,score,pts.home,Boston
3:44.0,G. Dragic enters the game for L. Deng,,25-11,,
3:44.0,J. Winslow enters the game for H. Whiteside,,25-11,,
3:44.0,J. McRoberts enters the game for D. Wade,,25-11,,
3:28.0,J. Johnson makes 2-pt shot from 11 ft (assist by J. Richardson),2,27-11,,
3:07.0,,,27-11,,M. Smart misses 2-pt shot at rim
3:06.0,Defensive rebound by J. Johnson,,27-11,,
2:58.0,G. Dragic misses 3-pt shot from 22 ft,,27-11,,
2:56.0,Offensive rebound by J. McRoberts,,27-11,,
2:44.0,,,27-11,,Personal block foul by K. Olynyk
2:44.0,,,27-11,,J. Jerebko enters the game for I. Thomas
2:44.0,,,27-11,,T. Zeller enters the game for K. Olynyk
2:34.0,J. Johnson misses 2-pt shot from 2 ft (block by T. Zeller),,27-11,,
2:33.0,Offensive rebound by J. Winslow,,27-11,,
2:32.0,J. Winslow makes 2-pt shot from 4 ft,2,29-11,,
2:16.0,,,29-11,,Turnover by A. Bradley (lost ball; steal by G. Dragic)
2:12.0,G. Dragic makes 2-pt shot at rim,2,31-11,,
2:12.0,,,31-11,,Boston full timeout
2:12.0,G. Green enters the game for J. Johnson,,31-11,,
2:00.0,,,31-11,,J. Jerebko misses 2-pt shot from 2 ft
1:59.0,,,31-11,,Offensive rebound by J. Jerebko
1:59.0,,,31-11,,J. Jerebko misses 2-pt shot from 2 ft
1:58.0,,,31-11,,Offensive rebound by J. Jerebko
1:52.0,,,31-11,,J. Jerebko misses 2-pt shot from 14 ft
1:49.0,Defensive rebound by J. McRoberts,,31-11,,
1:30.0,G. Dragic makes 2-pt shot from 7 ft,2,33-11,,
1:18.0,Personal foul by G. Green,,33-11,,
1:17.0,Personal foul by G. Green,,33-11,,
1:17.0,,,33-11,,E. Turner misses free throw 1 of 2
1:17.0,,,33-11,,Offensive rebound by Team
1:17.0,,,33-11,,J. Crowder enters the game for A. Bradley
1:17.0,,,33-12,1,E. Turner makes free throw 2 of 2
0:56.0,J. Richardson misses 2-pt shot from 3 ft,,33-12,,
0:56.0,,,33-12,,Defensive rebound by J. Jerebko
0:47.0,,,33-12,,E. Turner misses 2-pt shot from 13 ft
0:46.0,Defensive rebound by J. Winslow,,33-12,,
0:42.0,J. Winslow misses 2-pt shot at rim (block by J. Jerebko),,33-12,,
0:41.0,,,33-12,,Defensive rebound by Team
0:27.0,Personal foul by J. Richardson,,33-12,,
0:27.0,,,33-12,,J. Jerebko misses free throw 1 of 2
0:27.0,,,33-12,,Offensive rebound by Team
0:27.0,,,33-13,1,J. Jerebko makes free throw 2 of 2
0:08.0,G. Dragic makes 2-pt shot from 18 ft,2,35-13,,
0:00.0,,,35-13,,E. Turner misses 2-pt shot from 9 ft
0:00.0,,,35-13,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,35-13,,T. Zeller misses 2-pt shot at rim (block by G. Dragic)
11:47.0,Defensive rebound by D. Wade,,35-13,,
11:42.0,,,35-13,,Personal foul by J. Jerebko
11:33.0,G. Green misses 2-pt shot from 14 ft,,35-13,,
11:33.0,,,35-13,,Defensive rebound by T. Zeller
11:21.0,,,35-15,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
10:57.0,J. McRoberts misses 2-pt shot from 10 ft,,35-15,,
10:56.0,,,35-15,,Defensive rebound by J. Jerebko
10:42.0,,,35-17,2,E. Turner makes 2-pt shot from 1 ft (assist by J. Jerebko)
10:42.0,,,35-17,,Shooting foul by J. Winslow (drawn by E. Turner)
10:42.0,,,35-18,1,E. Turner makes free throw 1 of 1
10:17.0,J. McRoberts makes 2-pt shot from 9 ft,2,37-18,,
10:08.0,,,37-18,,M. Smart misses 2-pt shot at rim
10:07.0,,,37-18,,Offensive rebound by J. Crowder
10:06.0,,,37-20,2,J. Crowder makes 2-pt shot from 1 ft
9:50.0,G. Dragic misses 2-pt shot from 16 ft,,37-20,,
9:48.0,Offensive rebound by J. Winslow,,37-20,,
9:40.0,D. Wade makes 2-pt shot from 17 ft,2,39-20,,
9:24.0,,,39-20,,Turnover by M. Smart (lost ball; steal by J. Winslow)
9:19.0,G. Dragic makes 2-pt shot from 1 ft (assist by J. Winslow),2,41-20,,
9:04.0,,,41-20,,Shooting foul by G. Green (drawn by T. Zeller)
9:04.0,,,41-21,1,T. Zeller makes free throw 1 of 2
9:04.0,L. Deng enters the game for G. Green,,41-21,,
9:04.0,,,41-21,,I. Thomas enters the game for J. Jerebko
9:04.0,,,41-22,1,T. Zeller makes free throw 2 of 2
8:43.0,D. Wade makes 2-pt shot from 14 ft,2,43-22,,
8:26.0,,,43-22,,J. Crowder misses 2-pt shot from 12 ft
8:25.0,Defensive rebound by J. Winslow,,43-22,,
8:12.0,J. Winslow makes 2-pt shot from 1 ft (assist by L. Deng),2,45-22,,
8:11.0,,,45-22,,Boston full timeout
8:11.0,J. Richardson enters the game for G. Dragic,,45-22,,
7:56.0,,,45-24,2,J. Crowder makes 2-pt shot from 1 ft
7:56.0,,,45-24,,Technical foul by J. Crowder
7:56.0,D. Wade makes technical free throw,1,46-24,,
7:44.0,D. Wade makes 2-pt shot from 19 ft (assist by J. McRoberts),2,48-24,,
7:32.0,,,48-24,,M. Smart misses 2-pt shot from 1 ft
7:31.0,Defensive rebound by J. McRoberts,,48-24,,
7:10.0,J. McRoberts misses 2-pt shot from 11 ft,,48-24,,
7:09.0,,,48-24,,Defensive rebound by J. Crowder
7:05.0,,,48-24,,A. Johnson enters the game for T. Zeller
7:05.0,H. Whiteside enters the game for J. McRoberts,,48-24,,
7:05.0,,,48-24,,J. Sullinger enters the game for M. Smart
6:57.0,,,48-26,2,I. Thomas makes 2-pt shot from 9 ft (assist by J. Sullinger)
6:33.0,L. Deng misses 3-pt shot from 22 ft,,48-26,,
6:32.0,Offensive rebound by H. Whiteside,,48-26,,
6:18.0,D. Wade misses 2-pt shot from 12 ft,,48-26,,
6:17.0,,,48-26,,Defensive rebound by A. Johnson
6:13.0,,,48-28,2,E. Turner makes 2-pt shot from 1 ft (assist by J. Crowder)
6:13.0,Miami full timeout,,48-28,,
6:13.0,J. Johnson enters the game for D. Wade,,48-28,,
5:52.0,H. Whiteside makes 2-pt shot at rim (assist by L. Deng),2,50-28,,
5:39.0,,,50-28,,Shooting foul by J. Winslow (drawn by I. Thomas)
5:39.0,,,50-29,1,I. Thomas makes free throw 1 of 2
5:39.0,,,50-30,1,I. Thomas makes free throw 2 of 2
5:26.0,Shooting foul by A. Johnson (drawn by H. Whiteside),,50-30,,
5:26.0,H. Whiteside makes free throw 1 of 2,1,51-30,,
5:26.0,H. Whiteside misses free throw 2 of 2,,51-30,,
5:26.0,,,51-30,,Defensive rebound by E. Turner
5:17.0,,,51-30,,I. Thomas misses 2-pt shot from 1 ft (block by L. Deng)
5:16.0,,,51-30,,Offensive rebound by J. Sullinger
5:12.0,,,51-30,,I. Thomas misses 2-pt shot from 12 ft
5:11.0,Defensive rebound by H. Whiteside,,51-30,,
5:10.0,,,51-30,,Personal foul by I. Thomas
4:50.0,J. Johnson makes 2-pt shot from 17 ft,2,53-30,,
4:39.0,,,53-32,2,E. Turner makes 2-pt shot from 10 ft
4:17.0,J. Johnson makes 2-pt shot from 13 ft,2,55-32,,
4:03.0,,,55-32,,I. Thomas misses 3-pt shot from 26 ft
4:03.0,Defensive rebound by J. Johnson,,55-32,,
3:50.0,,,55-32,,Personal foul by J. Crowder
3:50.0,,,55-32,,A. Bradley enters the game for E. Turner
3:50.0,,,55-32,,K. Olynyk enters the game for A. Johnson
3:37.0,J. Johnson makes 2-pt shot from 16 ft,2,57-32,,
3:17.0,,,57-32,,J. Sullinger misses 2-pt shot from 6 ft
3:16.0,,,57-32,,Offensive rebound by J. Sullinger
3:14.0,,,57-34,2,J. Sullinger makes 2-pt shot from 2 ft
2:51.0,J. Johnson misses 2-pt shot from 6 ft,,57-34,,
2:50.0,,,57-34,,Defensive rebound by Team
2:50.0,Official timeout,,57-34,,
2:50.0,G. Dragic enters the game for J. Richardson,,57-34,,
2:30.0,,,57-34,,K. Olynyk misses 2-pt shot from 5 ft (block by L. Deng)
2:29.0,Defensive rebound by L. Deng,,57-34,,
2:09.0,G. Dragic misses 2-pt shot from 9 ft,,57-34,,
2:08.0,,,57-34,,Defensive rebound by J. Crowder
1:52.0,,,57-34,,J. Crowder misses 3-pt shot from 25 ft
1:51.0,Defensive rebound by H. Whiteside,,57-34,,
1:35.0,H. Whiteside misses 2-pt shot at rim,,57-34,,
1:34.0,Offensive rebound by J. Winslow,,57-34,,
1:21.0,H. Whiteside misses 2-pt shot from 18 ft,,57-34,,
1:20.0,Offensive rebound by J. Winslow,,57-34,,
0:59.0,J. Winslow makes 3-pt shot from 23 ft (assist by G. Dragic),3,60-34,,
0:48.0,,,60-34,,I. Thomas misses 2-pt shot from 3 ft
0:47.0,Defensive rebound by J. Winslow,,60-34,,
0:27.0,Turnover by J. Johnson (lost ball; steal by K. Olynyk),,60-34,,
0:22.0,,,60-36,2,K. Olynyk makes 2-pt shot from 1 ft
0:12.0,,,60-36,,Personal take foul by J. Sullinger
0:12.0,H. Whiteside makes free throw 1 of 2,1,61-36,,
0:12.0,H. Whiteside makes free throw 2 of 2,1,62-36,,
0:05.0,Personal block foul by G. Dragic,,62-36,,
0:05.0,D. Wade enters the game for G. Dragic,,62-36,,
0:02.0,,,62-38,2,J. Crowder makes 2-pt shot at rim
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,62-41,3,J. Crowder makes 3-pt shot from 25 ft (assist by I. Thomas)
11:25.0,J. Johnson makes 3-pt shot from 24 ft (assist by D. Wade),3,65-41,,
11:12.0,,,65-43,2,J. Sullinger makes 2-pt shot from 2 ft
10:55.0,D. Wade misses 2-pt shot from 16 ft,,65-43,,
10:54.0,,,65-43,,Defensive rebound by Team
10:54.0,Loose ball foul by G. Dragic,,65-43,,
10:44.0,,,65-43,,J. Crowder misses 2-pt shot from 13 ft
10:43.0,,,65-43,,Offensive rebound by Team
10:43.0,Loose ball foul by J. Johnson,,65-43,,
10:36.0,,,65-43,,J. Sullinger misses 3-pt shot from 24 ft
10:35.0,,,65-43,,Offensive rebound by J. Crowder
10:31.0,,,65-43,,I. Thomas misses 3-pt shot from 24 ft
10:30.0,Defensive rebound by Team,,65-43,,
10:18.0,Turnover by D. Wade (lost ball; steal by I. Thomas),,65-43,,
10:14.0,,,65-45,2,A. Bradley makes 2-pt shot at rim (assist by I. Thomas)
9:52.0,G. Dragic misses 2-pt shot from 6 ft,,65-45,,
9:52.0,,,65-45,,Defensive rebound by A. Johnson
9:40.0,,,65-47,2,A. Johnson makes 2-pt shot from 6 ft (assist by J. Crowder)
9:13.0,G. Dragic misses 2-pt shot from 7 ft,,65-47,,
9:11.0,Offensive rebound by H. Whiteside,,65-47,,
9:11.0,H. Whiteside misses 2-pt shot from 1 ft,,65-47,,
9:10.0,,,65-47,,Defensive rebound by I. Thomas
9:05.0,,,65-49,2,I. Thomas makes 2-pt shot from 1 ft
9:05.0,Miami full timeout,,65-49,,
8:44.0,L. Deng misses 3-pt shot from 22 ft,,65-49,,
8:43.0,,,65-49,,Defensive rebound by I. Thomas
8:29.0,,,65-49,,J. Crowder misses 3-pt shot from 25 ft
8:28.0,Defensive rebound by J. Johnson,,65-49,,
8:09.0,L. Deng misses 3-pt shot from 24 ft,,65-49,,
8:08.0,,,65-49,,Defensive rebound by A. Bradley
8:05.0,,,65-49,,Offensive charge foul by J. Crowder
8:05.0,,,65-49,,Turnover by J. Crowder (offensive foul)
7:45.0,J. Johnson misses 3-pt shot from 23 ft,,65-49,,
7:44.0,,,65-49,,Defensive rebound by I. Thomas
7:38.0,,,65-51,2,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas)
7:12.0,D. Wade misses 3-pt shot from 25 ft,,65-51,,
7:11.0,,,65-51,,Defensive rebound by A. Johnson
7:09.0,,,65-53,2,A. Bradley makes 2-pt shot at rim (assist by A. Johnson)
7:09.0,Miami full timeout,,65-53,,
7:09.0,J. McRoberts enters the game for H. Whiteside,,65-53,,
6:54.0,,,65-53,,Personal foul by I. Thomas
6:54.0,J. Richardson enters the game for G. Dragic,,65-53,,
6:45.0,Turnover by L. Deng (lost ball; steal by A. Bradley),,65-53,,
6:21.0,,,65-55,2,A. Johnson makes 2-pt shot at rim (assist by I. Thomas)
5:56.0,Turnover by J. Johnson (lost ball; steal by J. Sullinger),,65-55,,
5:53.0,,,65-55,,Shooting foul by J. Richardson (drawn by I. Thomas)
5:53.0,,,65-56,1,I. Thomas makes free throw 1 of 2
5:53.0,,,65-56,,I. Thomas misses free throw 2 of 2
5:53.0,Defensive rebound by L. Deng,,65-56,,
5:38.0,J. McRoberts misses 3-pt shot from 24 ft,,65-56,,
5:37.0,,,65-56,,Defensive rebound by A. Bradley
5:16.0,,,65-56,,J. Crowder misses 2-pt shot from 2 ft (block by D. Wade)
5:15.0,Defensive rebound by L. Deng,,65-56,,
5:09.0,D. Wade misses 2-pt shot from 4 ft,,65-56,,
5:08.0,,,65-56,,Defensive rebound by A. Johnson
5:03.0,,,65-58,2,J. Crowder makes 2-pt shot from 1 ft (assist by I. Thomas)
4:58.0,,,65-58,,Personal foul by A. Bradley
4:58.0,J. Winslow enters the game for D. Wade,,65-58,,
4:58.0,,,65-58,,Personal foul by A. Johnson
4:38.0,J. Johnson misses 2-pt shot from 14 ft,,65-58,,
4:37.0,,,65-58,,Defensive rebound by A. Bradley
4:26.0,,,65-58,,Turnover by J. Sullinger (lost ball; steal by J. McRoberts)
4:10.0,L. Deng misses 2-pt shot from 2 ft,,65-58,,
4:09.0,,,65-58,,Defensive rebound by A. Johnson
4:04.0,,,65-61,3,I. Thomas makes 3-pt shot from 25 ft (assist by A. Johnson)
3:34.0,J. Johnson makes 2-pt shot from 21 ft,2,67-61,,
3:13.0,,,67-61,,A. Bradley misses 2-pt shot from 21 ft
3:12.0,Defensive rebound by J. McRoberts,,67-61,,
2:55.0,J. McRoberts misses 2-pt shot from 21 ft,,67-61,,
2:54.0,,,67-61,,Defensive rebound by Team
2:54.0,Loose ball foul by L. Deng,,67-61,,
2:54.0,,,67-61,,Boston full timeout
2:54.0,,,67-61,,E. Turner enters the game for J. Crowder
2:54.0,,,67-61,,M. Smart enters the game for J. Sullinger
2:54.0,,,67-61,,J. Jerebko enters the game for A. Bradley
2:54.0,G. Dragic enters the game for L. Deng,,67-61,,
2:47.0,Violation by J. Winslow (kicked ball),,67-61,,
2:41.0,,,67-63,2,E. Turner makes 2-pt shot from 13 ft
2:12.0,J. Winslow misses 3-pt shot from 22 ft,,67-63,,
2:12.0,Offensive rebound by J. Richardson,,67-63,,
2:00.0,J. Johnson misses 2-pt shot from 17 ft,,67-63,,
1:59.0,,,67-63,,Defensive rebound by Team
1:49.0,,,67-63,,I. Thomas misses 2-pt shot from 1 ft
1:48.0,Defensive rebound by Team,,67-63,,
1:48.0,,,67-63,,K. Olynyk enters the game for A. Johnson
1:27.0,G. Dragic misses 2-pt shot from 15 ft,,67-63,,
1:26.0,,,67-63,,Defensive rebound by I. Thomas
1:19.0,,,67-63,,I. Thomas misses 2-pt shot from 2 ft
1:18.0,Defensive rebound by Team,,67-63,,
1:04.0,,,67-63,,Personal foul by E. Turner
0:51.0,J. McRoberts misses 2-pt shot from 13 ft,,67-63,,
0:50.0,Offensive rebound by Team,,67-63,,
0:50.0,Turnover by Team (shot clock),,67-63,,
0:38.0,,,67-63,,K. Olynyk misses 3-pt shot from 24 ft
0:37.0,,,67-63,,Offensive rebound by Team
0:34.0,,,67-63,,Offensive foul by J. Jerebko
0:34.0,,,67-63,,Turnover by J. Jerebko (offensive foul)
0:34.0,,,67-63,,J. Crowder enters the game for I. Thomas
0:23.0,J. Richardson misses 3-pt shot from 25 ft,,67-63,,
0:22.0,,,67-63,,Defensive rebound by M. Smart
0:01.0,,,67-63,,E. Turner misses 2-pt shot from 13 ft
0:00.0,Defensive rebound by J. Richardson,,67-63,,
0:00.0,,,67-63,,Technical foul by M. Smart
0:00.0,Technical foul by G. Dragic,,67-63,,
0:00.0,,,67-63,,Technical foul by E. Turner
0:00.0,Technical foul by Team,,67-63,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,Offensive foul by H. Whiteside,,67-63,,
11:46.0,Turnover by H. Whiteside (offensive foul),,67-63,,
11:34.0,,,67-65,2,E. Turner makes 2-pt shot from 17 ft (assist by K. Olynyk)
11:15.0,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade),2,69-65,,
11:01.0,,,69-65,,K. Olynyk misses 3-pt shot from 24 ft
10:59.0,,,69-65,,Offensive rebound by Team
10:50.0,,,69-67,2,K. Olynyk makes 2-pt shot from 1 ft (assist by E. Turner)
10:27.0,D. Wade misses 2-pt shot from 12 ft,,69-67,,
10:26.0,,,69-67,,Defensive rebound by J. Jerebko
10:15.0,,,69-69,2,E. Turner makes 2-pt shot at rim
9:58.0,,,69-69,,Personal foul by E. Turner
9:49.0,Turnover by D. Wade (lost ball; steal by K. Olynyk),,69-69,,
9:39.0,,,69-71,2,K. Olynyk makes 2-pt shot from 1 ft (assist by E. Turner)
9:39.0,,,69-71,,Shooting foul by D. Wade (drawn by K. Olynyk)
9:39.0,,,69-72,1,K. Olynyk makes free throw 1 of 1
9:39.0,Miami full timeout,,69-72,,
9:15.0,Turnover by Team (shot clock),,69-72,,
9:01.0,,,69-75,3,J. Jerebko makes 3-pt shot from 23 ft (assist by K. Olynyk)
8:47.0,,,69-75,,Shooting block foul by E. Turner (drawn by H. Whiteside)
8:47.0,H. Whiteside makes free throw 1 of 2,1,70-75,,
8:47.0,L. Deng enters the game for G. Dragic,,70-75,,
8:47.0,H. Whiteside makes free throw 2 of 2,1,71-75,,
8:30.0,,,71-75,,M. Smart misses 2-pt shot from 2 ft (block by H. Whiteside)
8:30.0,,,71-75,,Offensive rebound by Team
8:30.0,J. Johnson enters the game for H. Whiteside,,71-75,,
8:30.0,,,71-75,,Boston full timeout
8:25.0,,,71-75,,K. Olynyk misses 2-pt shot from 2 ft
8:24.0,Defensive rebound by J. Winslow,,71-75,,
8:12.0,D. Wade misses 2-pt shot from 16 ft,,71-75,,
8:11.0,,,71-75,,Defensive rebound by E. Turner
8:01.0,,,71-77,2,K. Olynyk makes 2-pt shot from 1 ft (assist by E. Turner)
7:39.0,D. Wade makes 2-pt shot from 1 ft,2,73-77,,
7:20.0,,,73-77,,E. Turner misses 2-pt shot from 14 ft
7:20.0,Defensive rebound by D. Wade,,73-77,,
7:06.0,J. Richardson misses 2-pt shot from 17 ft,,73-77,,
7:04.0,Offensive rebound by J. Winslow,,73-77,,
7:01.0,J. Johnson misses 3-pt shot from 24 ft,,73-77,,
7:00.0,,,73-77,,Defensive rebound by Team
7:00.0,,,73-77,,A. Bradley enters the game for J. Crowder
6:38.0,,,73-79,2,E. Turner makes 2-pt shot from 3 ft
6:22.0,D. Wade makes 2-pt shot from 1 ft,2,75-79,,
6:07.0,Personal foul by L. Deng,,75-79,,
6:07.0,G. Dragic enters the game for D. Wade,,75-79,,
5:58.0,,,75-81,2,A. Bradley makes 2-pt shot from 2 ft
5:42.0,,,75-81,,Personal foul by A. Bradley
5:33.0,G. Dragic makes 2-pt shot from 2 ft,2,77-81,,
5:17.0,,,77-81,,M. Smart misses 2-pt shot from 4 ft
5:16.0,Defensive rebound by J. Winslow,,77-81,,
5:06.0,J. Richardson misses 3-pt shot from 25 ft,,77-81,,
5:04.0,,,77-81,,Defensive rebound by A. Bradley
4:50.0,,,77-83,2,A. Bradley makes 2-pt shot from 18 ft
4:36.0,G. Dragic makes 2-pt shot from 2 ft,2,79-83,,
4:26.0,D. Wade enters the game for J. Richardson,,79-83,,
4:26.0,,,79-83,,I. Thomas enters the game for M. Smart
4:14.0,,,79-83,,Shooting foul by L. Deng (drawn by K. Olynyk)
4:14.0,,,79-84,1,K. Olynyk makes free throw 1 of 2
4:14.0,,,79-84,,A. Johnson enters the game for J. Jerebko
4:14.0,H. Whiteside enters the game for J. Winslow,,79-84,,
4:14.0,,,79-85,1,K. Olynyk makes free throw 2 of 2
4:01.0,Turnover by J. Johnson (lost ball; steal by K. Olynyk),,79-85,,
3:56.0,,,79-85,,K. Olynyk misses 2-pt shot from 1 ft
3:55.0,,,79-85,,Offensive rebound by A. Bradley
3:55.0,,,79-87,2,A. Bradley makes 2-pt shot at rim
3:40.0,L. Deng misses 3-pt shot from 25 ft,,79-87,,
3:39.0,,,79-87,,Defensive rebound by A. Bradley
3:22.0,,,79-87,,E. Turner misses 2-pt shot from 12 ft
3:21.0,Defensive rebound by H. Whiteside,,79-87,,
3:10.0,J. Johnson misses 3-pt shot from 25 ft,,79-87,,
3:09.0,,,79-87,,Defensive rebound by A. Bradley
2:55.0,,,79-87,,Shooting foul by H. Whiteside (drawn by I. Thomas)
2:55.0,Official timeout,,79-87,,
2:55.0,,,79-87,,J. Crowder enters the game for E. Turner
2:55.0,,,79-87,,M. Smart enters the game for K. Olynyk
2:55.0,,,79-88,1,I. Thomas makes free throw 1 of 2
2:55.0,,,79-89,1,I. Thomas makes free throw 2 of 2
2:42.0,,,79-89,,Personal foul by J. Crowder
2:29.0,Shooting foul by A. Johnson (drawn by D. Wade),,79-89,,
2:29.0,D. Wade makes free throw 1 of 2,1,80-89,,
2:29.0,D. Wade makes free throw 2 of 2,1,81-89,,
2:12.0,,,81-89,,A. Bradley misses 2-pt shot from 18 ft
2:11.0,Defensive rebound by H. Whiteside,,81-89,,
2:02.0,Shooting foul by J. Crowder (drawn by H. Whiteside),,81-89,,
2:02.0,H. Whiteside misses free throw 1 of 2,,81-89,,
2:02.0,Offensive rebound by Team,,81-89,,
2:02.0,,,81-89,,K. Olynyk enters the game for A. Johnson
2:02.0,,,81-89,,E. Turner enters the game for M. Smart
2:02.0,H. Whiteside makes free throw 2 of 2,1,82-89,,
1:52.0,Personal foul by G. Dragic,,82-89,,
1:52.0,,,82-90,1,I. Thomas makes free throw 1 of 2
1:52.0,,,82-90,,M. Smart enters the game for J. Crowder
1:52.0,,,82-91,1,I. Thomas makes free throw 2 of 2
1:44.0,D. Wade makes 2-pt shot from 17 ft,2,84-91,,
