time,Cleveland,pts.away,score,pts.home,New York
5:56.0,M. Williams misses 3-pt shot from 25 ft,,35-36,,
5:54.0,,,35-36,,Defensive rebound by L. Amundson
5:51.0,,,35-36,,R. Lopez enters the game for L. Amundson
5:51.0,T. Mozgov enters the game for A. Varejao,,35-36,,
5:46.0,,,35-38,2,K. Porzingis makes 2-pt shot from 16 ft (assist by A. Afflalo)
5:33.0,M. Williams makes 2-pt shot from 14 ft,2,37-38,,
5:15.0,,,37-41,3,L. Galloway makes 3-pt shot from 23 ft (assist by A. Afflalo)
5:00.0,K. Love misses 3-pt shot from 24 ft,,37-41,,
4:58.0,,,37-41,,Defensive rebound by R. Lopez
4:51.0,,,37-41,,A. Afflalo misses 2-pt shot from 17 ft
4:49.0,Defensive rebound by L. James,,37-41,,
4:44.0,L. James makes 2-pt shot at rim,2,39-41,,
4:44.0,Shooting foul by A. Afflalo (drawn by L. James),,39-41,,
4:44.0,L. James makes free throw 1 of 1,1,40-41,,
4:21.0,,,40-43,2,C. Anthony makes 2-pt shot from 16 ft (assist by L. Galloway)
4:06.0,M. Williams makes 2-pt shot from 16 ft,2,42-43,,
3:44.0,,,42-45,2,K. Porzingis makes 2-pt shot from 16 ft (assist by C. Anthony)
3:27.0,M. Williams misses 3-pt shot from 24 ft,,42-45,,
3:25.0,,,42-45,,Defensive rebound by R. Lopez
3:15.0,,,42-48,3,A. Afflalo makes 3-pt shot from 22 ft (assist by L. Galloway)
2:56.0,J. Smith misses 3-pt shot from 25 ft,,42-48,,
2:52.0,,,42-48,,Defensive rebound by R. Lopez
2:44.0,,,42-48,,Offensive foul by L. Galloway
2:44.0,,,42-48,,Turnover by L. Galloway (offensive foul)
2:44.0,,,42-48,,New York full timeout
2:44.0,,,42-48,,J. Calderon enters the game for A. Afflalo
2:33.0,L. James misses 2-pt shot from 2 ft,,42-48,,
2:31.0,Offensive rebound by T. Mozgov,,42-48,,
2:31.0,T. Mozgov makes 2-pt shot at rim,2,44-48,,
2:15.0,,,44-48,,Shooting foul by L. James (drawn by R. Lopez)
2:15.0,,,44-49,1,R. Lopez makes free throw 1 of 2
2:15.0,T. Thompson enters the game for K. Love,,44-49,,
2:15.0,,,44-50,1,R. Lopez makes free throw 2 of 2
2:06.0,Shooting foul by J. Calderon (drawn by J. Smith),,44-50,,
2:06.0,J. Smith misses free throw 1 of 2,,44-50,,
2:06.0,Offensive rebound by Team,,44-50,,
2:06.0,J. Smith misses free throw 2 of 2,,44-50,,
2:05.0,Offensive rebound by J. Smith,,44-50,,
1:57.0,J. Smith makes 2-pt shot from 1 ft,2,46-50,,
1:41.0,,,46-50,,L. Galloway misses 3-pt shot from 23 ft
1:39.0,Defensive rebound by L. James,,46-50,,
1:32.0,M. Williams misses 3-pt shot from 24 ft,,46-50,,
1:31.0,,,46-50,,Defensive rebound by Team
1:14.0,,,46-50,,K. Porzingis misses 2-pt shot from 16 ft
1:12.0,Defensive rebound by M. Williams,,46-50,,
1:05.0,T. Thompson misses 2-pt shot from 9 ft,,46-50,,
1:03.0,,,46-50,,Defensive rebound by K. Porzingis
0:46.0,,,46-53,3,C. Anthony makes 3-pt shot from 25 ft
0:27.0,M. Williams misses 2-pt shot from 17 ft,,46-53,,
0:25.0,,,46-53,,Defensive rebound by K. Porzingis
0:19.0,,,46-53,,New York full timeout
0:19.0,,,46-53,,A. Afflalo enters the game for R. Lopez
0:19.0,M. Dellavedova enters the game for M. Williams,,46-53,,
0:02.0,,,46-53,,C. Anthony misses 2-pt shot from 14 ft
0:01.0,Defensive rebound by J. Smith,,46-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,T. Mozgov misses 2-pt shot from 12 ft,,46-53,,
11:35.0,Offensive rebound by K. Love,,46-53,,
11:34.0,K. Love misses 2-pt shot from 1 ft,,46-53,,
11:32.0,,,46-53,,Defensive rebound by C. Anthony
11:22.0,,,46-56,3,K. Porzingis makes 3-pt shot from 23 ft (assist by J. Calderon)
10:54.0,M. Williams makes 3-pt shot from 24 ft (assist by L. James),3,49-56,,
10:29.0,,,49-56,,Turnover by K. Porzingis (bad pass)
10:28.0,,,49-56,,Loose ball foul by A. Afflalo (drawn by J. Smith)
10:12.0,L. James makes 2-pt shot from 17 ft,2,51-56,,
9:57.0,,,51-56,,K. Porzingis misses 2-pt shot from 16 ft
9:55.0,Defensive rebound by T. Mozgov,,51-56,,
9:42.0,Turnover by T. Mozgov (lost ball; steal by J. Calderon),,51-56,,
9:37.0,,,51-58,2,A. Afflalo makes 2-pt shot from 14 ft (assist by J. Calderon)
9:08.0,J. Smith misses 3-pt shot from 23 ft,,51-58,,
9:06.0,,,51-58,,Defensive rebound by J. Calderon
9:02.0,Personal block foul by L. James (drawn by C. Anthony),,51-58,,
8:54.0,Violation by T. Mozgov (def goaltending),,51-58,,
8:54.0,,,51-60,2,A. Afflalo makes 2-pt shot from 1 ft
8:41.0,L. James makes 2-pt shot from 16 ft,2,53-60,,
8:29.0,,,53-60,,K. Porzingis misses 3-pt shot from 24 ft
8:27.0,Defensive rebound by M. Williams,,53-60,,
8:18.0,K. Love makes 2-pt shot from 2 ft,2,55-60,,
8:05.0,,,55-60,,C. Anthony misses 3-pt shot from 24 ft
8:03.0,Defensive rebound by J. Smith,,55-60,,
7:47.0,T. Mozgov makes 2-pt shot from 2 ft (assist by L. James),2,57-60,,
7:47.0,Shooting foul by R. Lopez (drawn by T. Mozgov),,57-60,,
7:47.0,,,57-60,,D. Williams enters the game for K. Porzingis
7:47.0,T. Mozgov misses free throw 1 of 1,,57-60,,
7:47.0,,,57-60,,Defensive rebound by A. Afflalo
7:32.0,,,57-60,,A. Afflalo misses 2-pt shot from 13 ft
7:31.0,Defensive rebound by T. Mozgov,,57-60,,
7:10.0,Shooting foul by C. Anthony (drawn by K. Love),,57-60,,
7:10.0,K. Love misses free throw 1 of 2,,57-60,,
7:10.0,Offensive rebound by Team,,57-60,,
7:10.0,R. Jefferson enters the game for J. Smith,,57-60,,
7:10.0,K. Love makes free throw 2 of 2,1,58-60,,
6:52.0,,,58-60,,C. Anthony misses 2-pt shot from 2 ft (block by L. James)
6:52.0,,,58-60,,Offensive rebound by Team
6:50.0,,,58-62,2,J. Calderon makes 2-pt shot from 11 ft (assist by D. Williams)
6:35.0,Offensive foul by K. Love,,58-62,,
6:35.0,Turnover by K. Love (offensive foul),,58-62,,
6:15.0,,,58-62,,A. Afflalo misses 2-pt shot from 2 ft
6:14.0,Defensive rebound by K. Love,,58-62,,
6:06.0,,,58-62,,Personal foul by J. Calderon (drawn by K. Love)
6:06.0,M. Dellavedova enters the game for K. Love,,58-62,,
6:00.0,M. Williams makes 2-pt shot from 6 ft,2,60-62,,
5:39.0,,,60-62,,R. Lopez misses 2-pt shot at rim
5:38.0,Defensive rebound by T. Mozgov,,60-62,,
5:31.0,L. James makes 2-pt shot from 1 ft,2,62-62,,
5:21.0,,,62-65,3,J. Calderon makes 3-pt shot from 24 ft (assist by A. Afflalo)
5:05.0,Cleveland full timeout,,62-65,,
5:05.0,T. Thompson enters the game for L. James,,62-65,,
5:05.0,,,62-65,,L. Galloway enters the game for R. Lopez
5:05.0,,,62-65,,L. Amundson enters the game for A. Afflalo
4:50.0,M. Williams misses 3-pt shot from 24 ft,,62-65,,
4:48.0,,,62-65,,Defensive rebound by D. Williams
4:45.0,,,62-65,,Shooting foul by R. Jefferson (drawn by L. Amundson)
4:45.0,,,62-66,1,L. Amundson makes free throw 1 of 2
4:45.0,J. Jones enters the game for T. Mozgov,,62-66,,
4:45.0,,,62-66,,L. Thomas enters the game for C. Anthony
4:45.0,,,62-66,,L. Amundson misses free throw 2 of 2
4:44.0,Defensive rebound by J. Jones,,62-66,,
4:24.0,M. Williams makes 2-pt shot from 15 ft,2,64-66,,
4:17.0,,,64-66,,L. Thomas misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by T. Thompson,,64-66,,
4:00.0,,,64-66,,Personal foul by L. Galloway (drawn by T. Thompson)
4:00.0,T. Thompson makes free throw 1 of 2,1,65-66,,
4:00.0,,,65-66,,J. Grant enters the game for J. Calderon
4:00.0,T. Thompson makes free throw 2 of 2,1,66-66,,
3:49.0,,,66-66,,Shooting foul by J. Jones (drawn by D. Williams)
3:49.0,,,66-66,,D. Williams misses free throw 1 of 2
3:49.0,,,66-66,,Offensive rebound by Team
3:49.0,,,66-67,1,D. Williams makes free throw 2 of 2
3:34.0,Turnover by M. Williams (bad pass; steal by D. Williams),,66-67,,
3:24.0,Personal foul by J. Jones,,66-67,,
3:24.0,J. Smith enters the game for M. Williams,,66-67,,
3:12.0,,,66-67,,D. Williams misses 2-pt shot from 17 ft
3:10.0,Defensive rebound by J. Jones,,66-67,,
2:57.0,T. Thompson misses 2-pt shot from 2 ft (block by L. Amundson),,66-67,,
2:55.0,,,66-67,,Defensive rebound by D. Williams
2:44.0,,,66-67,,L. Galloway misses 3-pt shot from 24 ft
2:43.0,,,66-67,,Offensive rebound by L. Amundson
2:41.0,,,66-67,,Shooting foul by R. Jefferson (drawn by D. Williams)
2:41.0,,,66-67,,New York full timeout
2:41.0,L. James enters the game for R. Jefferson,,66-67,,
2:41.0,,,66-67,,D. Williams misses free throw 1 of 2
2:41.0,,,66-67,,Offensive rebound by Team
2:41.0,,,66-68,1,D. Williams makes free throw 2 of 2
2:18.0,L. James misses 2-pt shot from 18 ft,,66-68,,
2:16.0,,,66-68,,Defensive rebound by L. Galloway
2:05.0,,,66-68,,L. Thomas misses 2-pt shot from 21 ft
2:04.0,Defensive rebound by J. Smith,,66-68,,
2:03.0,Turnover by J. Smith (bad pass),,66-68,,
2:03.0,,,66-68,,C. Anthony enters the game for D. Williams
1:52.0,,,66-68,,C. Anthony misses 2-pt shot from 12 ft
1:50.0,Defensive rebound by M. Dellavedova,,66-68,,
1:35.0,L. James misses 2-pt shot from 11 ft,,66-68,,
1:33.0,,,66-68,,Defensive rebound by L. Galloway
1:30.0,,,66-68,,J. Grant misses 2-pt shot from 1 ft
1:28.0,,,66-68,,Offensive rebound by L. Galloway
1:28.0,,,66-70,2,L. Galloway makes 2-pt shot from 1 ft
1:03.0,J. Smith misses 2-pt shot from 1 ft,,66-70,,
1:01.0,Offensive rebound by T. Thompson,,66-70,,
1:01.0,T. Thompson misses 2-pt shot at rim,,66-70,,
1:00.0,,,66-70,,Defensive rebound by J. Grant
0:46.0,,,66-70,,Turnover by L. Amundson (bad pass; steal by T. Thompson)
0:29.0,L. James misses 2-pt shot from 1 ft,,66-70,,
0:28.0,Offensive rebound by Team,,66-70,,
0:28.0,,,66-70,,Loose ball foul by J. Grant (drawn by T. Thompson)
0:28.0,T. Thompson misses free throw 1 of 2,,66-70,,
0:28.0,Offensive rebound by Team,,66-70,,
0:28.0,R. Jefferson enters the game for L. James,,66-70,,
0:28.0,T. Thompson misses free throw 2 of 2,,66-70,,
0:28.0,,,66-70,,Defensive rebound by L. Thomas
0:05.0,,,66-72,2,L. Galloway makes 2-pt shot from 5 ft
0:00.0,J. Smith misses 3-pt shot from 28 ft,,66-72,,
0:00.0,Offensive rebound by Team,,66-72,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,66-72,,J. Grant misses 2-pt shot from 16 ft
11:34.0,Defensive rebound by R. Jefferson,,66-72,,
11:12.0,R. Jefferson misses 3-pt shot from 24 ft,,66-72,,
11:10.0,Offensive rebound by K. Love,,66-72,,
11:08.0,,,66-72,,Personal foul by L. Thomas (drawn by T. Thompson)
10:49.0,Turnover by K. Love (offensive goaltending),,66-72,,
10:35.0,,,66-72,,D. Williams misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by T. Thompson,,66-72,,
10:12.0,Shooting foul by L. Amundson (drawn by T. Thompson),,66-72,,
10:12.0,T. Thompson misses free throw 1 of 2,,66-72,,
10:12.0,Offensive rebound by Team,,66-72,,
10:12.0,T. Thompson misses free throw 2 of 2,,66-72,,
10:11.0,,,66-72,,Defensive rebound by D. Williams
9:59.0,,,66-72,,Shooting foul by M. Dellavedova (drawn by J. Grant)
9:59.0,,,66-73,1,J. Grant makes free throw 1 of 2
9:59.0,,,66-74,1,J. Grant makes free throw 2 of 2
9:39.0,K. Love misses 2-pt shot from 14 ft,,66-74,,
9:37.0,,,66-74,,Defensive rebound by L. Amundson
9:21.0,,,66-74,,J. Grant misses 2-pt shot from 15 ft
9:19.0,,,66-74,,Offensive rebound by L. Amundson
9:03.0,,,66-74,,L. Thomas misses 2-pt shot from 2 ft
9:02.0,,,66-74,,Offensive rebound by D. Williams
9:02.0,,,66-74,,D. Williams misses 2-pt shot from 1 ft
9:00.0,Defensive rebound by M. Dellavedova,,66-74,,
8:58.0,L. James makes 2-pt shot from 1 ft,2,68-74,,
8:58.0,Shooting foul by A. Afflalo (drawn by L. James),,68-74,,
8:58.0,Official timeout,,68-74,,
8:58.0,,,68-74,,K. Porzingis enters the game for J. Grant
8:58.0,,,68-74,,C. Anthony enters the game for L. Thomas
8:58.0,,,68-74,,R. Lopez enters the game for D. Williams
8:58.0,,,68-74,,L. Galloway enters the game for L. Amundson
8:58.0,M. Williams enters the game for R. Jefferson,,68-74,,
8:58.0,T. Mozgov enters the game for T. Thompson,,68-74,,
8:58.0,L. James makes free throw 1 of 1,1,69-74,,
8:46.0,Personal foul by M. Williams (drawn by L. Galloway),,69-74,,
8:35.0,,,69-74,,C. Anthony misses 2-pt shot from 16 ft
8:34.0,,,69-74,,Offensive rebound by R. Lopez
8:34.0,,,69-74,,R. Lopez misses 2-pt shot from 1 ft
8:32.0,Defensive rebound by M. Dellavedova,,69-74,,
8:21.0,L. James misses 2-pt shot from 16 ft,,69-74,,
8:19.0,,,69-74,,Defensive rebound by A. Afflalo
8:12.0,,,69-74,,A. Afflalo misses 3-pt shot from 24 ft
8:10.0,Defensive rebound by T. Mozgov,,69-74,,
7:54.0,Shooting foul by L. Galloway (drawn by L. James),,69-74,,
7:54.0,L. James makes free throw 1 of 2,1,70-74,,
7:54.0,L. James makes free throw 2 of 2,1,71-74,,
7:40.0,,,71-74,,C. Anthony misses 2-pt shot from 17 ft
7:38.0,Defensive rebound by K. Love,,71-74,,
7:14.0,M. Dellavedova misses 3-pt shot from 25 ft,,71-74,,
7:12.0,,,71-74,,Defensive rebound by L. Galloway
7:02.0,,,71-74,,Shooting foul by L. James (drawn by C. Anthony)
7:02.0,,,71-75,1,C. Anthony makes free throw 1 of 2
7:02.0,,,71-76,1,C. Anthony makes free throw 2 of 2
6:51.0,K. Love misses 3-pt shot from 24 ft,,71-76,,
6:48.0,,,71-76,,Defensive rebound by C. Anthony
6:40.0,,,71-76,,A. Afflalo misses 3-pt shot from 23 ft
6:38.0,Defensive rebound by T. Mozgov,,71-76,,
6:30.0,T. Mozgov makes 2-pt shot from 2 ft (assist by L. James),2,73-76,,
6:07.0,,,73-78,2,R. Lopez makes 2-pt shot from 2 ft (assist by C. Anthony)
5:47.0,Shooting foul by K. Porzingis (drawn by L. James),,73-78,,
5:47.0,,,73-78,,New York full timeout
5:47.0,,,73-78,,L. Amundson enters the game for R. Lopez
5:47.0,,,73-78,,J. Calderon enters the game for A. Afflalo
5:47.0,L. James misses free throw 1 of 2,,73-78,,
5:47.0,Offensive rebound by Team,,73-78,,
5:47.0,L. James makes free throw 2 of 2,1,74-78,,
5:26.0,,,74-78,,L. Amundson misses 2-pt shot from 2 ft
5:24.0,,,74-78,,Offensive rebound by C. Anthony
5:24.0,,,74-80,2,C. Anthony makes 2-pt shot at rim
5:03.0,M. Williams makes 3-pt shot from 25 ft,3,77-80,,
4:46.0,,,77-82,2,K. Porzingis makes 2-pt shot from 4 ft
4:27.0,,,77-82,,Personal foul by L. Galloway (drawn by T. Mozgov)
4:27.0,T. Mozgov makes free throw 1 of 2,1,78-82,,
4:27.0,T. Mozgov misses free throw 2 of 2,,78-82,,
4:26.0,,,78-82,,Defensive rebound by L. Amundson
4:13.0,Personal foul by L. James (drawn by C. Anthony),,78-82,,
4:13.0,T. Thompson enters the game for T. Mozgov,,78-82,,
4:00.0,,,78-82,,C. Anthony misses 2-pt shot from 16 ft
3:59.0,,,78-82,,Offensive rebound by Team
