time,Portland,pts.away,score,pts.home,Detroit
6:40.0,D. Lillard misses 3-pt shot from 24 ft,,7-12,,
6:38.0,,,7-12,,Defensive rebound by A. Drummond
6:31.0,,,7-14,2,R. Jackson makes 2-pt shot at rim
6:09.0,N. Vonleh misses 2-pt shot from 4 ft,,7-14,,
6:08.0,,,7-14,,Defensive rebound by A. Drummond
6:00.0,,,7-14,,Shooting foul by C. McCollum (drawn by R. Jackson)
6:00.0,,,7-15,1,R. Jackson makes free throw 1 of 2
6:00.0,,,7-16,1,R. Jackson makes free throw 2 of 2
5:37.0,A. Aminu makes 3-pt shot from 26 ft (assist by N. Vonleh),3,10-16,,
5:24.0,,,10-16,,T. Harris misses 2-pt shot at rim
5:19.0,Defensive rebound by D. Lillard,,10-16,,
5:19.0,Turnover by D. Lillard (bad pass; steal by T. Harris),,10-16,,
5:13.0,,,10-18,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
5:08.0,Portland full timeout,,10-18,,
5:08.0,E. Davis enters the game for N. Vonleh,,10-18,,
5:08.0,M. Leonard enters the game for M. Plumlee,,10-18,,
4:56.0,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard),3,13-18,,
4:41.0,,,13-20,2,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by R. Jackson)
4:21.0,C. McCollum misses 3-pt shot from 25 ft,,13-20,,
4:20.0,Offensive rebound by E. Davis,,13-20,,
4:14.0,A. Crabbe enters the game for C. McCollum,,13-20,,
4:07.0,D. Lillard misses 2-pt shot at rim,,13-20,,
4:06.0,,,13-20,,Defensive rebound by A. Drummond
3:58.0,,,13-20,,R. Jackson misses 2-pt shot from 7 ft
3:57.0,Defensive rebound by A. Aminu,,13-20,,
3:47.0,E. Davis misses 2-pt shot at rim,,13-20,,
3:47.0,Offensive rebound by M. Leonard,,13-20,,
3:40.0,A. Aminu misses 2-pt shot from 7 ft,,13-20,,
3:40.0,,,13-20,,Defensive rebound by K. Caldwell-Pope
3:28.0,,,13-20,,K. Caldwell-Pope misses 2-pt shot from 15 ft
3:28.0,Defensive rebound by D. Lillard,,13-20,,
3:22.0,Turnover by D. Lillard (bad pass),,13-20,,
3:22.0,G. Henderson enters the game for A. Aminu,,13-20,,
3:11.0,Personal foul by E. Davis (drawn by M. Morris),,13-20,,
2:58.0,,,13-20,,M. Morris misses 2-pt shot from 9 ft
2:58.0,Defensive rebound by A. Crabbe,,13-20,,
2:42.0,G. Henderson misses 2-pt shot from 13 ft,,13-20,,
2:41.0,,,13-20,,Defensive rebound by T. Harris
2:30.0,,,13-20,,A. Drummond misses 2-pt shot at rim
2:29.0,,,13-20,,Offensive rebound by M. Morris
2:21.0,,,13-20,,A. Drummond misses 2-pt shot at rim
2:20.0,,,13-20,,Offensive rebound by A. Drummond
2:19.0,,,13-20,,A. Drummond misses 2-pt shot at rim
2:19.0,,,13-20,,Offensive rebound by K. Caldwell-Pope
2:18.0,,,13-20,,K. Caldwell-Pope misses 2-pt shot from 1 ft
2:17.0,,,13-20,,Offensive rebound by K. Caldwell-Pope
2:16.0,,,13-22,2,K. Caldwell-Pope makes 2-pt shot at rim
1:58.0,Turnover by D. Lillard (bad pass; steal by T. Harris),,13-22,,
1:54.0,,,13-22,,Turnover by M. Morris (lost ball; steal by E. Davis)
1:43.0,D. Lillard misses 3-pt shot from 26 ft,,13-22,,
1:43.0,,,13-22,,Defensive rebound by A. Drummond
1:40.0,,,13-22,,Shooting foul by M. Leonard (drawn by R. Jackson)
1:40.0,,,13-22,,Detroit full timeout
1:40.0,,,13-22,,R. Bullock enters the game for M. Morris
1:40.0,,,13-23,1,R. Jackson makes free throw 1 of 2
1:40.0,,,13-24,1,R. Jackson makes free throw 2 of 2
1:23.0,G. Henderson misses 3-pt shot from 23 ft,,13-24,,
1:23.0,,,13-24,,Defensive rebound by A. Drummond
1:14.0,,,13-27,3,T. Harris makes 3-pt shot from 26 ft (assist by R. Jackson)
0:57.0,M. Leonard makes 3-pt shot from 26 ft (assist by A. Crabbe),3,16-27,,
0:34.0,,,16-27,,A. Drummond misses 2-pt shot from 5 ft
0:33.0,Defensive rebound by E. Davis,,16-27,,
0:18.0,M. Leonard misses 3-pt shot from 26 ft,,16-27,,
0:18.0,,,16-27,,Defensive rebound by T. Harris
0:01.0,,,16-29,2,R. Jackson makes 2-pt shot from 15 ft
0:01.0,,,16-29,,Shooting foul by D. Lillard (drawn by R. Jackson)
0:01.0,,,16-30,1,R. Jackson makes free throw 1 of 1
0:00.0,D. Lillard misses 3-pt shot from 76 ft,,16-30,,
0:00.0,Offensive rebound by Team,,16-30,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,C. McCollum makes 2-pt shot from 1 ft,2,18-30,,
11:28.0,,,18-30,,T. Harris misses 2-pt shot from 11 ft
11:28.0,Defensive rebound by G. Henderson,,18-30,,
11:23.0,Turnover by G. Henderson (lost ball; steal by D. Hilliard),,18-30,,
11:15.0,,,18-33,3,D. Hilliard makes 3-pt shot from 23 ft (assist by S. Blake)
11:05.0,Offensive foul by G. Henderson,,18-33,,
11:05.0,Turnover by G. Henderson (offensive foul),,18-33,,
10:47.0,,,18-33,,T. Harris misses 2-pt shot from 6 ft
10:46.0,,,18-33,,Offensive rebound by A. Baynes
10:43.0,,,18-33,,A. Baynes misses 2-pt shot from 2 ft
10:42.0,Defensive rebound by M. Harkless,,18-33,,
10:41.0,,,18-33,,Personal foul by A. Baynes (drawn by C. McCollum)
10:30.0,A. Crabbe misses 2-pt shot from 16 ft,,18-33,,
10:30.0,,,18-33,,Defensive rebound by S. Blake
10:16.0,,,18-35,2,A. Baynes makes 2-pt shot from 5 ft (assist by D. Hilliard)
9:59.0,M. Harkless makes 3-pt shot from 22 ft (assist by C. McCollum),3,21-35,,
9:41.0,,,21-35,,Turnover by T. Harris (lost ball)
9:18.0,C. McCollum misses 2-pt shot from 12 ft,,21-35,,
9:17.0,,,21-35,,Defensive rebound by T. Harris
9:10.0,,,21-35,,D. Hilliard misses 3-pt shot from 23 ft
9:10.0,Defensive rebound by G. Henderson,,21-35,,
8:59.0,G. Henderson misses 2-pt shot from 14 ft,,21-35,,
8:59.0,,,21-35,,Defensive rebound by R. Bullock
8:45.0,,,21-38,3,R. Bullock makes 3-pt shot from 23 ft (assist by T. Harris)
8:37.0,Portland full timeout,,21-38,,
8:37.0,,,21-38,,M. Morris enters the game for T. Harris
8:37.0,M. Leonard enters the game for E. Davis,,21-38,,
8:24.0,C. McCollum makes 2-pt shot from 14 ft,2,23-38,,
8:12.0,,,23-38,,Shooting foul by M. Harkless (drawn by M. Morris)
8:12.0,,,23-38,,M. Morris misses free throw 1 of 2
8:12.0,,,23-38,,Offensive rebound by Team
8:12.0,,,23-39,1,M. Morris makes free throw 2 of 2
7:55.0,M. Leonard makes 2-pt shot from 12 ft (assist by C. McCollum),2,25-39,,
7:32.0,,,25-39,,M. Morris misses 2-pt shot from 7 ft
7:32.0,,,25-39,,Offensive rebound by R. Bullock
7:31.0,,,25-39,,Shooting foul by A. Crabbe (drawn by R. Bullock)
7:31.0,,,25-40,1,R. Bullock makes free throw 1 of 2
7:31.0,,,25-41,1,R. Bullock makes free throw 2 of 2
7:18.0,C. McCollum makes 2-pt shot at rim,2,27-41,,
6:58.0,,,27-43,2,D. Hilliard makes 2-pt shot from 15 ft (assist by R. Bullock)
6:30.0,A. Crabbe makes 2-pt shot from 7 ft,2,29-43,,
6:22.0,Violation by M. Leonard (kicked ball),,29-43,,
6:16.0,,,29-43,,Turnover by S. Blake (bad pass)
6:01.0,C. McCollum makes 3-pt shot from 25 ft,3,32-43,,
5:55.0,,,32-43,,Detroit full timeout
5:55.0,D. Lillard enters the game for A. Crabbe,,32-43,,
5:55.0,A. Aminu enters the game for G. Henderson,,32-43,,
5:55.0,,,32-43,,K. Caldwell-Pope enters the game for D. Hilliard
5:55.0,,,32-43,,A. Drummond enters the game for A. Baynes
5:48.0,,,32-45,2,M. Morris makes 2-pt shot from 18 ft
5:35.0,,,32-45,,Personal foul by S. Blake (drawn by C. McCollum)
5:35.0,,,32-45,,R. Jackson enters the game for S. Blake
5:25.0,C. McCollum makes 2-pt shot from 1 ft,2,34-45,,
5:13.0,,,34-45,,K. Caldwell-Pope misses 2-pt shot from 7 ft
5:13.0,Defensive rebound by M. Leonard,,34-45,,
5:00.0,C. McCollum misses 3-pt shot from 24 ft,,34-45,,
4:59.0,,,34-45,,Defensive rebound by A. Drummond
4:50.0,,,34-45,,R. Jackson misses 3-pt shot from 24 ft
4:49.0,Defensive rebound by D. Lillard,,34-45,,
4:40.0,M. Harkless makes 2-pt shot at rim (assist by D. Lillard),2,36-45,,
4:14.0,,,36-45,,M. Morris misses 2-pt shot from 18 ft
4:14.0,Defensive rebound by D. Lillard,,36-45,,
4:05.0,Turnover by D. Lillard (lost ball; steal by A. Drummond),,36-45,,
4:02.0,,,36-45,,Shooting foul by M. Leonard (drawn by K. Caldwell-Pope)
4:02.0,,,36-46,1,K. Caldwell-Pope makes free throw 1 of 2
4:02.0,,,36-46,,T. Harris enters the game for R. Bullock
4:02.0,,,36-47,1,K. Caldwell-Pope makes free throw 2 of 2
3:51.0,,,36-47,,Personal foul by M. Morris (drawn by D. Lillard)
3:44.0,Shooting foul by T. Harris (drawn by D. Lillard),,36-47,,
3:44.0,D. Lillard makes free throw 1 of 2,1,37-47,,
3:44.0,D. Lillard makes free throw 2 of 2,1,38-47,,
3:26.0,,,38-47,,K. Caldwell-Pope misses 2-pt shot from 8 ft
3:26.0,Defensive rebound by M. Harkless,,38-47,,
3:19.0,,,38-47,,Personal foul by R. Jackson (drawn by D. Lillard)
3:19.0,D. Lillard makes free throw 1 of 2,1,39-47,,
3:19.0,D. Lillard makes free throw 2 of 2,1,40-47,,
3:04.0,,,40-49,2,R. Jackson makes 2-pt shot from 15 ft
2:51.0,D. Lillard makes 2-pt shot at rim,2,42-49,,
2:42.0,,,42-49,,Turnover by R. Jackson (bad pass; steal by M. Harkless)
2:37.0,D. Lillard makes 3-pt shot from 26 ft,3,45-49,,
2:26.0,,,45-49,,Detroit full timeout
2:26.0,Official timeout,,45-49,,
2:18.0,,,45-51,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
2:01.0,C. McCollum makes 2-pt shot at rim,2,47-51,,
1:49.0,,,47-51,,Shooting foul by M. Leonard (drawn by M. Morris)
1:49.0,,,47-52,1,M. Morris makes free throw 1 of 2
1:49.0,,,47-53,1,M. Morris makes free throw 2 of 2
1:35.0,C. McCollum misses 2-pt shot at rim,,47-53,,
1:34.0,,,47-53,,Defensive rebound by A. Drummond
1:19.0,,,47-55,2,M. Morris makes 2-pt shot at rim (assist by T. Harris)
1:19.0,,,47-55,,Shooting foul by M. Harkless (drawn by M. Morris)
1:19.0,,,47-56,1,M. Morris makes free throw 1 of 1
1:02.0,Shooting foul by A. Drummond (drawn by A. Aminu),,47-56,,
1:02.0,A. Aminu makes free throw 1 of 2,1,48-56,,
1:02.0,,,48-56,,A. Baynes enters the game for A. Drummond
1:02.0,A. Crabbe enters the game for C. McCollum,,48-56,,
1:02.0,M. Plumlee enters the game for M. Leonard,,48-56,,
1:02.0,A. Aminu makes free throw 2 of 2,1,49-56,,
0:46.0,,,49-56,,M. Morris misses 2-pt shot from 10 ft
0:45.0,Defensive rebound by M. Plumlee,,49-56,,
0:34.0,D. Lillard misses 2-pt shot from 3 ft,,49-56,,
0:32.0,,,49-56,,Defensive rebound by K. Caldwell-Pope
0:24.0,,,49-58,2,R. Jackson makes 2-pt shot at rim
0:24.0,Portland full timeout,,49-58,,
0:24.0,C. McCollum enters the game for M. Plumlee,,49-58,,
0:24.0,M. Leonard enters the game for M. Harkless,,49-58,,
0:03.0,C. McCollum makes 2-pt shot at rim (assist by D. Lillard),2,51-58,,
0:01.0,,,51-58,,R. Jackson misses 3-pt shot from 55 ft
0:00.0,,,51-58,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,D. Lillard misses 2-pt shot from 5 ft,,51-58,,
11:42.0,,,51-58,,Defensive rebound by A. Drummond
11:33.0,,,51-58,,R. Jackson misses 2-pt shot from 16 ft
11:31.0,Defensive rebound by N. Vonleh,,51-58,,
11:20.0,Turnover by C. McCollum (bad pass; steal by R. Jackson),,51-58,,
11:08.0,,,51-58,,K. Caldwell-Pope misses 2-pt shot at rim
11:08.0,,,51-58,,Offensive rebound by A. Drummond
11:05.0,,,51-60,2,A. Drummond makes 2-pt shot at rim
10:54.0,A. Aminu misses 3-pt shot from 24 ft,,51-60,,
10:54.0,,,51-60,,Defensive rebound by Team
10:39.0,,,51-60,,M. Morris misses 2-pt shot from 13 ft
10:38.0,Defensive rebound by A. Aminu,,51-60,,
10:30.0,Turnover by A. Aminu (traveling),,51-60,,
10:13.0,Personal foul by D. Lillard (drawn by T. Harris),,51-60,,
10:13.0,,,51-60,,Detroit full timeout
10:13.0,,,51-60,,R. Bullock enters the game for T. Harris
10:04.0,,,51-60,,M. Morris misses 3-pt shot from 24 ft
10:04.0,,,51-60,,Offensive rebound by Team
10:04.0,,,51-60,,T. Harris enters the game for R. Bullock
10:03.0,Inbound foul by C. McCollum,,51-60,,
10:03.0,,,51-61,1,K. Caldwell-Pope makes free throw 1 of 2
10:03.0,,,51-62,1,K. Caldwell-Pope makes free throw 2 of 2
9:41.0,D. Lillard misses 3-pt shot from 25 ft,,51-62,,
9:40.0,,,51-62,,Defensive rebound by A. Drummond
9:17.0,,,51-65,3,M. Morris makes 3-pt shot from 23 ft (assist by A. Drummond)
9:00.0,A. Aminu misses 3-pt shot from 26 ft,,51-65,,
8:59.0,,,51-65,,Defensive rebound by K. Caldwell-Pope
8:45.0,,,51-65,,Turnover by T. Harris (offensive foul)
8:45.0,,,51-65,,Offensive foul by T. Harris
8:45.0,M. Harkless enters the game for N. Vonleh,,51-65,,
8:30.0,,,51-65,,Personal foul by A. Drummond (drawn by M. Plumlee)
8:30.0,M. Leonard enters the game for M. Plumlee,,51-65,,
8:22.0,M. Leonard misses 3-pt shot from 26 ft,,51-65,,
8:21.0,,,51-65,,Defensive rebound by A. Drummond
8:15.0,,,51-67,2,R. Jackson makes 2-pt shot at rim
8:01.0,A. Aminu makes 3-pt shot from 25 ft (assist by D. Lillard),3,54-67,,
7:52.0,,,54-67,,Shooting foul by D. Lillard (drawn by R. Jackson)
7:52.0,,,54-68,1,R. Jackson makes free throw 1 of 2
7:52.0,,,54-69,1,R. Jackson makes free throw 2 of 2
7:31.0,C. McCollum makes 2-pt shot from 17 ft (assist by D. Lillard),2,56-69,,
7:17.0,,,56-69,,Turnover by T. Harris (bad pass; steal by C. McCollum)
7:11.0,M. Harkless makes 2-pt shot at rim (assist by C. McCollum),2,58-69,,
6:57.0,,,58-69,,R. Jackson misses 2-pt shot from 9 ft
6:57.0,Defensive rebound by C. McCollum,,58-69,,
6:52.0,M. Leonard makes 2-pt shot at rim (assist by C. McCollum),2,60-69,,
6:52.0,Shooting foul by A. Drummond (drawn by M. Leonard),,60-69,,
6:52.0,,,60-69,,A. Baynes enters the game for A. Drummond
6:52.0,M. Leonard makes free throw 1 of 1,1,61-69,,
6:44.0,,,61-69,,Turnover by A. Baynes (lost ball; steal by M. Leonard)
6:37.0,D. Lillard misses 2-pt shot at rim,,61-69,,
6:36.0,,,61-69,,Defensive rebound by A. Baynes
6:33.0,,,61-69,,Shooting foul by C. McCollum (drawn by K. Caldwell-Pope)
6:33.0,,,61-69,,K. Caldwell-Pope misses free throw 1 of 2
6:33.0,,,61-69,,Offensive rebound by Team
6:33.0,A. Crabbe enters the game for C. McCollum,,61-69,,
6:33.0,,,61-70,1,K. Caldwell-Pope makes free throw 2 of 2
6:15.0,A. Crabbe misses 2-pt shot from 17 ft,,61-70,,
6:15.0,,,61-70,,Defensive rebound by A. Baynes
6:09.0,,,61-70,,Shooting foul by M. Harkless (drawn by K. Caldwell-Pope)
6:09.0,,,61-71,1,K. Caldwell-Pope makes free throw 1 of 2
6:09.0,,,61-72,1,K. Caldwell-Pope makes free throw 2 of 2
5:52.0,M. Leonard misses 2-pt shot from 18 ft,,61-72,,
5:52.0,,,61-72,,Defensive rebound by Team
5:52.0,Personal foul by M. Harkless (drawn by M. Morris),,61-72,,
5:52.0,,,61-73,1,M. Morris makes free throw 1 of 2
5:52.0,,,61-74,1,M. Morris makes free throw 2 of 2
5:27.0,A. Aminu makes 2-pt shot at rim,2,63-74,,
5:12.0,,,63-74,,K. Caldwell-Pope misses 3-pt shot from 26 ft
5:12.0,Defensive rebound by M. Harkless,,63-74,,
5:05.0,,,63-74,,Personal foul by A. Baynes (drawn by M. Leonard)
4:57.0,Turnover by M. Leonard (bad pass; steal by K. Caldwell-Pope),,63-74,,
4:54.0,,,63-76,2,K. Caldwell-Pope makes 2-pt shot at rim
4:54.0,Portland full timeout,,63-76,,
4:54.0,G. Henderson enters the game for A. Aminu,,63-76,,
4:28.0,D. Lillard misses 3-pt shot from 27 ft,,63-76,,
4:27.0,,,63-76,,Defensive rebound by M. Morris
4:12.0,,,63-76,,T. Harris misses 2-pt shot from 4 ft
4:12.0,Defensive rebound by M. Leonard,,63-76,,
4:07.0,,,63-76,,Personal foul by K. Caldwell-Pope (drawn by D. Lillard)
4:07.0,,,63-76,,R. Bullock enters the game for T. Harris
3:55.0,D. Lillard makes 2-pt shot from 19 ft,2,65-76,,
3:41.0,,,65-78,2,R. Jackson makes 2-pt shot from 8 ft
3:26.0,G. Henderson makes 2-pt shot at rim (assist by M. Leonard),2,67-78,,
3:11.0,,,67-81,3,R. Bullock makes 3-pt shot from 26 ft (assist by R. Jackson)
2:57.0,D. Lillard makes 2-pt shot from 16 ft,2,69-81,,
2:30.0,,,69-84,3,R. Jackson makes 3-pt shot from 26 ft
2:17.0,M. Leonard misses 3-pt shot from 26 ft,,69-84,,
2:17.0,Offensive rebound by Team,,69-84,,
2:17.0,,,69-84,,S. Blake enters the game for R. Jackson
2:17.0,C. McCollum enters the game for M. Harkless,,69-84,,
2:07.0,D. Lillard misses 3-pt shot from 24 ft,,69-84,,
2:07.0,,,69-84,,Defensive rebound by M. Morris
1:56.0,,,69-84,,A. Baynes misses 2-pt shot from 6 ft
1:54.0,Defensive rebound by M. Leonard,,69-84,,
1:48.0,,,69-84,,Personal foul by A. Baynes (drawn by M. Leonard)
1:48.0,M. Leonard makes free throw 1 of 2,1,70-84,,
1:48.0,M. Leonard makes free throw 2 of 2,1,71-84,,
1:25.0,,,71-84,,M. Morris misses 3-pt shot from 25 ft
1:25.0,Defensive rebound by Team,,71-84,,
1:25.0,,,71-84,,Loose ball foul by K. Caldwell-Pope (drawn by C. McCollum)
1:25.0,C. McCollum makes free throw 1 of 2,1,72-84,,
1:25.0,C. McCollum makes free throw 2 of 2,1,73-84,,
1:12.0,Personal foul by G. Henderson (drawn by M. Morris),,73-84,,
1:12.0,,,73-84,,M. Morris misses free throw 1 of 2
1:12.0,,,73-84,,Offensive rebound by Team
1:12.0,A. Aminu enters the game for D. Lillard,,73-84,,
1:12.0,,,73-85,1,M. Morris makes free throw 2 of 2
0:51.0,A. Crabbe misses 2-pt shot from 4 ft,,73-85,,
0:51.0,,,73-85,,Defensive rebound by R. Bullock
0:42.0,,,73-85,,Turnover by S. Blake (bad pass; steal by A. Crabbe)
0:38.0,Shooting foul by K. Caldwell-Pope (drawn by A. Crabbe),,73-85,,
0:38.0,A. Crabbe makes free throw 1 of 2,1,74-85,,
0:38.0,,,74-85,,T. Harris enters the game for K. Caldwell-Pope
0:38.0,A. Crabbe makes free throw 2 of 2,1,75-85,,
0:20.0,,,75-85,,S. Blake misses 3-pt shot from 26 ft
0:19.0,Defensive rebound by G. Henderson,,75-85,,
0:06.0,Offensive foul by M. Leonard,,75-85,,
0:06.0,Turnover by M. Leonard (offensive foul),,75-85,,
0:06.0,M. Plumlee enters the game for M. Leonard,,75-85,,
0:00.0,,,75-85,,Turnover by T. Harris (lost ball; steal by G. Henderson)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,75-87,2,M. Morris makes 2-pt shot from 12 ft
11:24.0,A. Aminu misses 3-pt shot from 23 ft,,75-87,,
11:24.0,,,75-87,,Defensive rebound by R. Bullock
11:10.0,,,75-89,2,S. Blake makes 2-pt shot from 20 ft
10:54.0,Shooting foul by T. Harris (drawn by M. Plumlee),,75-89,,
10:54.0,M. Plumlee makes free throw 1 of 2,1,76-89,,
10:54.0,M. Plumlee makes free throw 2 of 2,1,77-89,,
10:37.0,,,77-92,3,M. Morris makes 3-pt shot from 25 ft (assist by S. Blake)
10:18.0,C. McCollum makes 3-pt shot from 23 ft (assist by M. Plumlee),3,80-92,,
10:01.0,,,80-92,,M. Morris misses 2-pt shot from 14 ft
10:00.0,Defensive rebound by M. Plumlee,,80-92,,
9:44.0,G. Henderson makes 2-pt shot from 9 ft,2,82-92,,
9:26.0,,,82-95,3,S. Blake makes 3-pt shot from 24 ft (assist by T. Harris)
9:16.0,,,82-95,,Personal foul by R. Bullock (drawn by M. Plumlee)
9:16.0,D. Lillard enters the game for A. Crabbe,,82-95,,
9:16.0,,,82-95,,A. Drummond enters the game for A. Baynes
8:58.0,G. Henderson makes 2-pt shot from 18 ft,2,84-95,,
8:45.0,,,84-95,,Turnover by M. Morris (step out of bounds)
8:45.0,Official timeout,,84-95,,
8:45.0,,,84-95,,K. Caldwell-Pope enters the game for M. Morris
8:31.0,D. Lillard misses 2-pt shot from 13 ft,,84-95,,
8:31.0,,,84-95,,Defensive rebound by T. Harris
8:18.0,Personal foul by M. Plumlee (drawn by A. Drummond),,84-95,,
8:11.0,,,84-95,,S. Blake misses 2-pt shot from 15 ft
8:11.0,Defensive rebound by C. McCollum,,84-95,,
8:02.0,,,84-95,,Personal foul by S. Blake (drawn by C. McCollum)
8:02.0,,,84-95,,R. Jackson enters the game for S. Blake
7:55.0,G. Henderson misses 2-pt shot from 14 ft,,84-95,,
7:55.0,,,84-95,,Defensive rebound by A. Drummond
7:45.0,,,84-97,2,R. Jackson makes 2-pt shot at rim
7:30.0,,,84-97,,Personal foul by R. Jackson (drawn by M. Plumlee)
7:21.0,D. Lillard makes 3-pt shot from 22 ft (assist by C. McCollum),3,87-97,,
7:07.0,,,87-97,,R. Jackson misses 2-pt shot from 7 ft
7:07.0,,,87-97,,Offensive rebound by A. Drummond
7:07.0,,,87-99,2,A. Drummond makes 2-pt shot at rim
7:07.0,,,87-99,,Shooting foul by M. Plumlee (drawn by A. Drummond)
7:07.0,,,87-99,,A. Drummond misses free throw 1 of 1
7:05.0,Defensive rebound by G. Henderson,,87-99,,
6:55.0,Shooting foul by T. Harris (drawn by D. Lillard),,87-99,,
6:55.0,D. Lillard makes free throw 1 of 2,1,88-99,,
6:55.0,D. Lillard makes free throw 2 of 2,1,89-99,,
6:42.0,,,89-101,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
6:29.0,D. Lillard misses 2-pt shot at rim,,89-101,,
6:27.0,,,89-101,,Defensive rebound by K. Caldwell-Pope
6:22.0,,,89-101,,K. Caldwell-Pope misses 3-pt shot from 27 ft
6:22.0,,,89-101,,Offensive rebound by R. Bullock
6:05.0,,,89-104,3,T. Harris makes 3-pt shot from 25 ft (assist by R. Jackson)
6:04.0,Portland full timeout,,89-104,,
6:04.0,M. Harkless enters the game for M. Plumlee,,89-104,,
5:56.0,,,89-104,,Personal foul by R. Bullock (drawn by D. Lillard)
5:56.0,D. Lillard makes free throw 1 of 2,1,90-104,,
5:56.0,D. Lillard makes free throw 2 of 2,1,91-104,,
5:45.0,,,91-106,2,A. Drummond makes 2-pt shot at rim (assist by T. Harris)
5:45.0,,,91-106,,Shooting foul by A. Aminu (drawn by A. Drummond)
5:45.0,,,91-106,,A. Drummond misses free throw 1 of 1
5:44.0,Defensive rebound by A. Aminu,,91-106,,
5:33.0,D. Lillard makes 2-pt shot from 5 ft,2,93-106,,
5:20.0,,,93-106,,R. Jackson misses 2-pt shot from 9 ft
5:18.0,Defensive rebound by G. Henderson,,93-106,,
5:12.0,D. Lillard misses 3-pt shot from 29 ft,,93-106,,
5:11.0,,,93-106,,Defensive rebound by A. Drummond
4:58.0,,,93-109,3,R. Bullock makes 3-pt shot from 23 ft (assist by T. Harris)
4:43.0,M. Harkless misses 2-pt shot from 5 ft (block by A. Drummond),,93-109,,
4:43.0,Offensive rebound by Team,,93-109,,
4:43.0,,,93-109,,Violation by R. Bullock (kicked ball)
4:39.0,Turnover by D. Lillard (step out of bounds),,93-109,,
4:39.0,Personal take foul by A. Aminu (drawn by A. Drummond),,93-109,,
4:39.0,,,93-109,,A. Baynes enters the game for A. Drummond
4:39.0,M. Leonard enters the game for G. Henderson,,93-109,,
4:30.0,,,93-109,,Turnover by A. Baynes (lost ball; steal by C. McCollum)
4:20.0,A. Aminu misses 3-pt shot from 26 ft,,93-109,,
4:20.0,,,93-109,,Defensive rebound by K. Caldwell-Pope
4:09.0,,,93-111,2,R. Jackson makes 2-pt shot from 6 ft
3:57.0,D. Lillard makes 2-pt shot at rim,2,95-111,,
3:35.0,,,95-113,2,T. Harris makes 2-pt shot at rim
