time,Sacramento,pts.away,score,pts.home,LA Lakers
0:53.0,,,54-49,,Turnover by K. Bryant (bad pass; steal by D. Cousins)
0:52.0,,,54-49,,Personal foul by J. Randle (drawn by D. Cousins)
0:52.0,D. Cousins makes free throw 1 of 2,1,55-49,,
0:52.0,D. Cousins makes free throw 2 of 2,1,56-49,,
0:40.0,,,56-51,2,R. Hibbert makes 2-pt shot from 14 ft (assist by J. Clarkson)
0:30.0,D. Cousins misses 2-pt shot at rim,,56-51,,
0:30.0,,,56-51,,Defensive rebound by J. Randle
0:30.0,Personal foul by D. Cousins (drawn by J. Randle),,56-51,,
0:30.0,,,56-52,1,J. Randle makes free throw 1 of 2
0:30.0,,,56-52,,J. Randle misses free throw 2 of 2
0:29.0,Defensive rebound by O. Casspi,,56-52,,
0:29.0,,,56-52,,Personal foul by R. Hibbert (drawn by O. Casspi)
0:29.0,O. Casspi misses free throw 1 of 2,,56-52,,
0:29.0,Offensive rebound by Team,,56-52,,
0:29.0,K. Koufos enters the game for D. Cousins,,56-52,,
0:29.0,,,56-52,,B. Bass enters the game for R. Hibbert
0:29.0,O. Casspi makes free throw 2 of 2,1,57-52,,
0:08.0,,,57-52,,K. Bryant misses 3-pt shot from 25 ft
0:07.0,,,57-52,,Offensive rebound by J. Clarkson
0:01.0,,,57-52,,K. Bryant misses 2-pt shot from 1 ft (block by K. Koufos)
0:00.0,Defensive rebound by R. Gay,,57-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:33.0,,,57-52,,R. Hibbert misses 2-pt shot from 18 ft
11:33.0,,,57-52,,Offensive rebound by K. Bryant
11:33.0,Personal foul by B. McLemore (drawn by K. Bryant),,57-52,,
11:26.0,Personal foul by B. McLemore,,57-52,,
11:15.0,,,57-52,,L. Williams misses 3-pt shot from 24 ft
11:13.0,Defensive rebound by D. Cousins,,57-52,,
11:07.0,B. McLemore makes 2-pt shot from 12 ft,2,59-52,,
10:59.0,,,59-52,,Turnover by R. Hibbert (offensive foul)
10:59.0,,,59-52,,Offensive foul by R. Hibbert
10:47.0,D. Cousins misses 2-pt shot at rim,,59-52,,
10:45.0,Offensive rebound by W. Cauley-Stein,,59-52,,
10:37.0,D. Cousins misses 2-pt shot from 5 ft,,59-52,,
10:35.0,,,59-52,,Defensive rebound by J. Randle
10:31.0,,,59-54,2,J. Clarkson makes 2-pt shot at rim
10:24.0,Shooting foul by R. Hibbert (drawn by D. Cousins),,59-54,,
10:24.0,D. Cousins makes free throw 1 of 2,1,60-54,,
10:24.0,,,60-54,,B. Bass enters the game for R. Hibbert
10:24.0,D. Cousins makes free throw 2 of 2,1,61-54,,
10:10.0,,,61-56,2,J. Clarkson makes 2-pt shot from 7 ft (assist by K. Bryant)
9:59.0,R. Gay misses 3-pt shot from 23 ft,,61-56,,
9:58.0,,,61-56,,Defensive rebound by B. Bass
9:49.0,,,61-58,2,J. Clarkson makes 2-pt shot from 18 ft
9:32.0,Shooting foul by K. Bryant (drawn by R. Gay),,61-58,,
9:32.0,R. Gay misses free throw 1 of 2,,61-58,,
9:32.0,Offensive rebound by Team,,61-58,,
9:32.0,R. Gay makes free throw 2 of 2,1,62-58,,
9:17.0,,,62-58,,Shooting foul by R. Gay (drawn by K. Bryant)
9:17.0,,,62-59,1,K. Bryant makes free throw 1 of 2
9:17.0,,,62-60,1,K. Bryant makes free throw 2 of 2
9:06.0,R. Rondo misses 2-pt shot from 20 ft,,62-60,,
9:06.0,Offensive rebound by Team,,62-60,,
8:55.0,B. McLemore misses 2-pt shot from 21 ft,,62-60,,
8:55.0,,,62-60,,Defensive rebound by J. Clarkson
8:46.0,,,62-60,,J. Clarkson misses 2-pt shot at rim
8:45.0,Defensive rebound by W. Cauley-Stein,,62-60,,
8:41.0,R. Gay makes 2-pt shot at rim (assist by R. Rondo),2,64-60,,
8:18.0,,,64-60,,B. Bass misses 2-pt shot from 1 ft (block by W. Cauley-Stein)
8:16.0,,,64-60,,Offensive rebound by B. Bass
8:13.0,,,64-60,,B. Bass misses 2-pt shot at rim
8:11.0,,,64-60,,Offensive rebound by K. Bryant
8:10.0,,,64-60,,K. Bryant misses 2-pt shot at rim
8:08.0,Defensive rebound by W. Cauley-Stein,,64-60,,
8:00.0,W. Cauley-Stein makes 2-pt shot from 17 ft (assist by D. Cousins),2,66-60,,
7:53.0,,,66-60,,Shooting foul by B. McLemore (drawn by L. Williams)
7:53.0,,,66-61,1,L. Williams makes free throw 1 of 2
7:53.0,O. Casspi enters the game for B. McLemore,,66-61,,
7:53.0,,,66-61,,L. Williams misses free throw 2 of 2
7:51.0,Defensive rebound by D. Cousins,,66-61,,
7:35.0,R. Gay makes 3-pt shot from 22 ft (assist by R. Rondo),3,69-61,,
7:11.0,,,69-61,,B. Bass misses 2-pt shot from 1 ft (block by R. Gay)
7:09.0,Defensive rebound by D. Cousins,,69-61,,
7:07.0,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo),2,71-61,,
7:07.0,,,71-61,,LA Lakers full timeout
6:51.0,,,71-61,,J. Randle misses 2-pt shot from 1 ft
6:51.0,,,71-61,,Offensive rebound by J. Randle
6:46.0,,,71-61,,J. Randle misses 2-pt shot from 3 ft
6:44.0,Defensive rebound by W. Cauley-Stein,,71-61,,
6:40.0,Turnover by R. Rondo (lost ball; steal by L. Williams),,71-61,,
6:32.0,,,71-63,2,B. Bass makes 2-pt shot at rim (assist by K. Bryant)
6:09.0,W. Cauley-Stein misses 2-pt shot from 16 ft,,71-63,,
6:09.0,Offensive rebound by W. Cauley-Stein,,71-63,,
6:08.0,R. Rondo misses 2-pt shot from 2 ft,,71-63,,
6:08.0,Offensive rebound by Team,,71-63,,
6:08.0,,,71-63,,Loose ball foul by K. Bryant (drawn by W. Cauley-Stein)
6:08.0,M. Belinelli enters the game for W. Cauley-Stein,,71-63,,
5:55.0,R. Rondo makes 2-pt shot from 1 ft (assist by M. Belinelli),2,73-63,,
5:43.0,,,73-63,,Shooting foul by R. Gay (drawn by L. Williams)
5:43.0,,,73-64,1,L. Williams makes free throw 1 of 3
5:43.0,,,73-65,1,L. Williams makes free throw 2 of 3
5:43.0,,,73-65,,D. Russell enters the game for J. Clarkson
5:43.0,,,73-66,1,L. Williams makes free throw 3 of 3
5:27.0,D. Cousins misses 2-pt shot from 5 ft,,73-66,,
5:26.0,,,73-66,,Defensive rebound by J. Randle
5:17.0,,,73-66,,Turnover by B. Bass (lost ball; steal by M. Belinelli)
5:09.0,M. Belinelli makes 3-pt shot from 22 ft (assist by R. Rondo),3,76-66,,
4:51.0,,,76-66,,L. Williams misses 2-pt shot from 16 ft
4:50.0,Defensive rebound by R. Rondo,,76-66,,
4:48.0,Offensive foul by D. Cousins,,76-66,,
4:48.0,Turnover by D. Cousins (offensive foul),,76-66,,
4:48.0,,,76-66,,A. Brown enters the game for K. Bryant
4:26.0,,,76-66,,J. Randle misses 2-pt shot from 10 ft
4:25.0,,,76-66,,Offensive rebound by B. Bass
4:22.0,,,76-66,,D. Russell misses 2-pt shot from 8 ft
4:20.0,Defensive rebound by R. Rondo,,76-66,,
3:56.0,O. Casspi makes 3-pt shot from 24 ft (assist by R. Gay),3,79-66,,
3:43.0,,,79-66,,A. Brown misses 3-pt shot from 23 ft
3:43.0,Defensive rebound by R. Gay,,79-66,,
3:37.0,M. Belinelli makes 3-pt shot from 26 ft (assist by R. Rondo),3,82-66,,
3:37.0,,,82-66,,LA Lakers full timeout
3:37.0,K. Koufos enters the game for R. Gay,,82-66,,
3:21.0,,,82-66,,D. Russell misses 2-pt shot from 8 ft
3:21.0,Defensive rebound by K. Koufos,,82-66,,
3:12.0,M. Belinelli misses 3-pt shot from 24 ft,,82-66,,
3:11.0,,,82-66,,Defensive rebound by J. Randle
2:57.0,,,82-68,2,B. Bass makes 2-pt shot at rim
2:57.0,,,82-68,,Shooting foul by K. Koufos (drawn by B. Bass)
2:57.0,Sacramento full timeout,,82-68,,
2:57.0,,,82-68,,R. Kelly enters the game for J. Randle
2:57.0,,,82-69,1,B. Bass makes free throw 1 of 1
2:40.0,D. Cousins makes 2-pt shot from 3 ft,2,84-69,,
2:23.0,,,84-69,,L. Williams misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by O. Casspi,,84-69,,
2:11.0,M. Belinelli misses 2-pt shot from 18 ft,,84-69,,
2:10.0,,,84-69,,Defensive rebound by D. Russell
2:01.0,,,84-69,,R. Kelly misses 2-pt shot from 2 ft
2:00.0,,,84-69,,Offensive rebound by B. Bass
1:55.0,,,84-71,2,B. Bass makes 2-pt shot at rim (assist by R. Kelly)
1:35.0,D. Cousins makes 2-pt shot from 2 ft (assist by R. Rondo),2,86-71,,
1:26.0,,,86-73,2,D. Russell makes 2-pt shot from 8 ft
1:06.0,D. Collison enters the game for R. Rondo,,86-73,,
1:06.0,W. Cauley-Stein enters the game for D. Cousins,,86-73,,
1:01.0,O. Casspi misses 2-pt shot from 14 ft,,86-73,,
1:00.0,,,86-73,,Defensive rebound by R. Kelly
0:50.0,,,86-73,,R. Kelly misses 3-pt shot from 24 ft
0:50.0,Defensive rebound by O. Casspi,,86-73,,
0:44.0,Turnover by O. Casspi (traveling),,86-73,,
0:32.0,,,86-75,2,B. Bass makes 2-pt shot at rim (assist by L. Williams)
0:13.0,Turnover by K. Koufos (3 sec),,86-75,,
0:06.0,,,86-77,2,D. Russell makes 2-pt shot from 2 ft
0:01.0,M. Belinelli misses 3-pt shot from 35 ft,,86-77,,
0:00.0,Offensive rebound by Team,,86-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,K. Koufos misses 2-pt shot from 1 ft (block by B. Bass),,86-77,,
11:44.0,,,86-77,,Defensive rebound by A. Brown
11:29.0,,,86-77,,A. Brown misses 3-pt shot from 26 ft
11:28.0,Defensive rebound by K. Koufos,,86-77,,
11:12.0,M. Belinelli misses 2-pt shot from 15 ft,,86-77,,
11:11.0,Offensive rebound by K. Koufos,,86-77,,
11:03.0,O. Casspi misses 2-pt shot from 1 ft (block by B. Bass),,86-77,,
11:01.0,Offensive rebound by K. Koufos,,86-77,,
11:01.0,K. Koufos makes 2-pt shot from 1 ft,2,88-77,,
10:47.0,,,88-80,3,D. Russell makes 3-pt shot from 25 ft
10:30.0,O. Casspi makes 2-pt shot from 1 ft (assist by M. Belinelli),2,90-80,,
10:30.0,Shooting foul by R. Kelly (drawn by O. Casspi),,90-80,,
10:30.0,R. Gay enters the game for K. Koufos,,90-80,,
10:30.0,,,90-80,,J. Clarkson enters the game for L. Williams
10:30.0,O. Casspi makes free throw 1 of 1,1,91-80,,
10:13.0,,,91-82,2,A. Brown makes 2-pt shot at rim
10:07.0,D. Collison misses 2-pt shot from 1 ft (block by B. Bass),,91-82,,
10:05.0,,,91-82,,Defensive rebound by R. Kelly
9:59.0,,,91-82,,Turnover by D. Russell (bad pass; steal by W. Cauley-Stein)
9:50.0,M. Belinelli misses 3-pt shot from 24 ft,,91-82,,
9:49.0,,,91-82,,Defensive rebound by J. Clarkson
9:40.0,,,91-84,2,J. Clarkson makes 2-pt shot at rim (assist by D. Russell)
9:40.0,Sacramento full timeout,,91-84,,
9:21.0,Turnover by O. Casspi (traveling),,91-84,,
9:03.0,,,91-84,,B. Bass misses 2-pt shot at rim (block by O. Casspi)
8:59.0,,,91-84,,Offensive rebound by B. Bass
8:52.0,,,91-84,,D. Russell misses 3-pt shot from 24 ft
8:51.0,Defensive rebound by M. Belinelli,,91-84,,
8:34.0,O. Casspi misses 3-pt shot from 27 ft,,91-84,,
8:33.0,,,91-84,,Defensive rebound by A. Brown
8:29.0,Personal foul by W. Cauley-Stein (drawn by D. Russell),,91-84,,
8:29.0,D. Cousins enters the game for W. Cauley-Stein,,91-84,,
8:19.0,,,91-84,,Shooting foul by O. Casspi (drawn by B. Bass)
8:19.0,,,91-86,2,B. Bass makes 2-pt shot at rim (assist by D. Russell)
8:19.0,R. Rondo enters the game for M. Belinelli,,91-86,,
8:19.0,,,91-87,1,B. Bass makes free throw 1 of 1
8:00.0,D. Collison makes 3-pt shot from 23 ft (assist by R. Gay),3,94-87,,
7:46.0,,,94-87,,Turnover by J. Clarkson (bad pass; steal by R. Gay)
7:38.0,D. Collison makes 2-pt shot at rim (assist by R. Gay),2,96-87,,
7:24.0,,,96-87,,Turnover by J. Clarkson (traveling)
7:24.0,,,96-87,,K. Bryant enters the game for A. Brown
7:04.0,O. Casspi misses 3-pt shot from 22 ft,,96-87,,
7:04.0,Offensive rebound by D. Cousins,,96-87,,
7:04.0,D. Cousins makes 2-pt shot from 1 ft,2,98-87,,
7:04.0,Shooting foul by B. Bass (drawn by D. Cousins),,98-87,,
7:04.0,,,98-87,,J. Randle enters the game for R. Kelly
7:04.0,D. Cousins misses free throw 1 of 1,,98-87,,
7:02.0,Offensive rebound by R. Rondo,,98-87,,
