time,Memphis,pts.away,score,pts.home,Denver
1:43.0,,,22-19,1,J. Lauvergne makes free throw 1 of 1
1:23.0,J. Martin misses 2-pt shot from 16 ft,,22-19,,
1:23.0,,,22-19,,Defensive rebound by D. Arthur
1:08.0,,,22-19,,J. Lauvergne misses 2-pt shot from 14 ft
1:07.0,Defensive rebound by J. Martin,,22-19,,
0:55.0,L. Stephenson misses 2-pt shot from 1 ft,,22-19,,
0:54.0,,,22-19,,Defensive rebound by J. Sampson
0:48.0,,,22-19,,Turnover by J. Sampson (lost ball; steal by M. Chalmers)
0:29.0,J. Green misses 2-pt shot from 20 ft,,22-19,,
0:29.0,,,22-19,,Defensive rebound by J. Lauvergne
0:09.0,,,22-19,,D. Augustin misses 2-pt shot from 11 ft (block by V. Carter)
0:08.0,,,22-19,,Offensive rebound by Team
0:08.0,,,22-19,,Turnover by Team (shot clock)
0:08.0,C. Andersen enters the game for J. Martin,,22-19,,
0:08.0,M. Conley enters the game for J. Green,,22-19,,
0:01.0,M. Chalmers misses 3-pt shot from 24 ft,,22-19,,
0:00.0,Offensive rebound by Team,,22-19,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,V. Carter misses 3-pt shot from 26 ft,,22-19,,
11:35.0,,,22-19,,Defensive rebound by J. Sampson
11:19.0,,,22-19,,W. Barton misses 3-pt shot from 24 ft
11:19.0,Defensive rebound by C. Andersen,,22-19,,
11:07.0,L. Stephenson misses 2-pt shot from 18 ft,,22-19,,
11:06.0,,,22-19,,Defensive rebound by J. Lauvergne
10:45.0,,,22-21,2,J. Lauvergne makes 2-pt shot at rim (assist by D. Arthur)
10:24.0,C. Andersen makes 2-pt shot from 2 ft (assist by L. Stephenson),2,24-21,,
9:59.0,,,24-23,2,J. Lauvergne makes 2-pt shot from 1 ft (assist by W. Barton)
9:40.0,Shooting foul by D. Arthur (drawn by M. Chalmers),,24-23,,
9:40.0,M. Chalmers makes free throw 1 of 2,1,25-23,,
9:40.0,M. Chalmers makes free throw 2 of 2,1,26-23,,
9:31.0,Personal foul by M. Chalmers (drawn by D. Augustin),,26-23,,
9:31.0,M. Conley enters the game for M. Chalmers,,26-23,,
9:24.0,,,26-25,2,D. Augustin makes 2-pt shot from 18 ft
9:09.0,C. Andersen makes 2-pt shot from 19 ft (assist by L. Stephenson),2,28-25,,
8:52.0,,,28-27,2,J. Sampson makes 2-pt shot at rim (assist by J. Lauvergne)
8:44.0,Shooting foul by W. Barton (drawn by L. Stephenson),,28-27,,
8:44.0,Official timeout,,28-27,,
8:44.0,L. Stephenson makes free throw 1 of 2,1,29-27,,
8:44.0,L. Stephenson makes free throw 2 of 2,1,30-27,,
8:21.0,,,30-27,,W. Barton misses 3-pt shot from 26 ft
8:20.0,Defensive rebound by C. Andersen,,30-27,,
8:05.0,V. Carter misses 2-pt shot from 15 ft,,30-27,,
8:05.0,,,30-27,,Defensive rebound by W. Barton
8:01.0,,,30-27,,Shooting foul by C. Andersen (drawn by W. Barton)
8:01.0,,,30-28,1,W. Barton makes free throw 1 of 2
8:01.0,P. Hairston enters the game for L. Stephenson,,30-28,,
8:01.0,M. Barnes enters the game for J. Green,,30-28,,
8:01.0,,,30-29,1,W. Barton makes free throw 2 of 2
7:46.0,Shooting foul by J. Lauvergne (drawn by M. Conley),,30-29,,
7:46.0,M. Conley makes free throw 1 of 2,1,31-29,,
7:46.0,M. Conley makes free throw 2 of 2,1,32-29,,
7:26.0,,,32-31,2,D. Augustin makes 2-pt shot from 2 ft (assist by J. Lauvergne)
7:07.0,V. Carter makes 2-pt shot from 20 ft (assist by M. Conley),2,34-31,,
6:49.0,,,34-31,,Turnover by J. Sampson (lost ball; steal by V. Carter)
6:43.0,M. Conley misses 2-pt shot from 1 ft,,34-31,,
6:43.0,Offensive rebound by M. Barnes,,34-31,,
6:43.0,M. Barnes makes 2-pt shot from 1 ft,2,36-31,,
6:43.0,,,36-31,,Denver full timeout
6:43.0,Z. Randolph enters the game for C. Andersen,,36-31,,
6:43.0,,,36-31,,G. Harris enters the game for J. Sampson
6:43.0,,,36-31,,E. Mudiay enters the game for D. Augustin
6:43.0,,,36-31,,K. Faried enters the game for D. Arthur
6:21.0,,,36-31,,Turnover by W. Barton (bad pass; steal by P. Hairston)
6:21.0,,,36-31,,Personal take foul by G. Harris (drawn by P. Hairston)
6:06.0,V. Carter misses 3-pt shot from 23 ft,,36-31,,
6:06.0,Offensive rebound by Team,,36-31,,
6:06.0,,,36-31,,Loose ball foul by J. Lauvergne (drawn by Z. Randolph)
6:06.0,Z. Randolph makes free throw 1 of 2,1,37-31,,
6:06.0,Z. Randolph makes free throw 2 of 2,1,38-31,,
5:49.0,,,38-33,2,E. Mudiay makes 2-pt shot from 20 ft
5:30.0,M. Barnes misses 3-pt shot from 26 ft,,38-33,,
5:29.0,,,38-33,,Defensive rebound by G. Harris
5:20.0,,,38-33,,J. Lauvergne misses 3-pt shot from 24 ft
5:19.0,Defensive rebound by P. Hairston,,38-33,,
5:00.0,M. Conley misses 3-pt shot from 24 ft,,38-33,,
4:59.0,,,38-33,,Defensive rebound by E. Mudiay
4:56.0,Personal foul by M. Barnes (drawn by E. Mudiay),,38-33,,
4:56.0,,,38-33,,D. Arthur enters the game for J. Lauvergne
4:44.0,,,38-33,,E. Mudiay misses 3-pt shot from 26 ft
4:43.0,,,38-33,,Offensive rebound by D. Arthur
4:38.0,,,38-36,3,G. Harris makes 3-pt shot from 24 ft (assist by D. Arthur)
4:30.0,Memphis full timeout,,38-36,,
4:20.0,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Barnes),2,40-36,,
4:01.0,,,40-38,2,K. Faried makes 2-pt shot from 2 ft (assist by D. Arthur)
3:34.0,M. Barnes makes 2-pt shot from 2 ft (assist by M. Conley),2,42-38,,
3:21.0,,,42-40,2,K. Faried makes 2-pt shot at rim (assist by E. Mudiay)
3:06.0,P. Hairston makes 2-pt shot from 12 ft (assist by M. Barnes),2,44-40,,
3:06.0,Shooting foul by G. Harris (drawn by P. Hairston),,44-40,,
3:06.0,P. Hairston misses free throw 1 of 1,,44-40,,
3:05.0,,,44-40,,Defensive rebound by W. Barton
2:55.0,,,44-40,,Turnover by D. Arthur (bad pass)
2:55.0,M. Chalmers enters the game for P. Hairston,,44-40,,
2:39.0,M. Conley misses 3-pt shot from 24 ft,,44-40,,
2:39.0,,,44-40,,Defensive rebound by K. Faried
2:26.0,,,44-42,2,D. Arthur makes 2-pt shot from 20 ft (assist by K. Faried)
2:09.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley),2,46-42,,
2:02.0,,,46-42,,Offensive foul by K. Faried
2:02.0,,,46-42,,Turnover by K. Faried (offensive foul)
2:02.0,,,46-42,,Technical foul by K. Faried
2:02.0,M. Conley misses technical free throw,,46-42,,
2:02.0,Offensive rebound by Team,,46-42,,
2:02.0,,,46-42,,J. Sampson enters the game for K. Faried
1:49.0,Turnover by Z. Randolph (lost ball; steal by D. Arthur),,46-42,,
1:44.0,,,46-42,,Shooting foul by M. Chalmers (drawn by W. Barton)
1:44.0,,,46-42,,W. Barton misses free throw 1 of 2
1:44.0,,,46-42,,Offensive rebound by Team
1:44.0,L. Stephenson enters the game for M. Chalmers,,46-42,,
1:44.0,,,46-43,1,W. Barton makes free throw 2 of 2
1:31.0,Offensive foul by V. Carter,,46-43,,
1:31.0,Turnover by V. Carter (offensive foul),,46-43,,
1:18.0,,,46-43,,G. Harris misses 3-pt shot from 24 ft
1:14.0,,,46-43,,Offensive rebound by G. Harris
1:10.0,,,46-45,2,G. Harris makes 2-pt shot from 1 ft
0:54.0,V. Carter misses 2-pt shot from 11 ft,,46-45,,
0:54.0,,,46-45,,Defensive rebound by W. Barton
0:50.0,,,46-47,2,W. Barton makes 2-pt shot from 2 ft
0:39.0,M. Conley misses 2-pt shot from 1 ft (block by E. Mudiay),,46-47,,
0:38.0,,,46-47,,Defensive rebound by W. Barton
0:32.0,,,46-47,,W. Barton misses 2-pt shot from 1 ft (block by Z. Randolph)
0:31.0,Defensive rebound by Z. Randolph,,46-47,,
0:26.0,M. Barnes misses 3-pt shot from 23 ft,,46-47,,
0:24.0,Offensive rebound by Team,,46-47,,
0:24.0,,,46-47,,D. Augustin enters the game for G. Harris
0:24.0,M. Chalmers enters the game for M. Conley,,46-47,,
0:22.0,Memphis full timeout,,46-47,,
0:01.0,L. Stephenson makes 2-pt shot from 2 ft (assist by Z. Randolph),2,48-47,,
0:00.0,,,48-47,,D. Arthur misses 3-pt shot from 72 ft
0:00.0,,,48-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,Z. Randolph makes 2-pt shot from 22 ft,2,50-47,,
11:17.0,,,50-49,2,N. Jokic makes 2-pt shot from 5 ft (assist by E. Mudiay)
10:57.0,Z. Randolph misses 2-pt shot from 14 ft,,50-49,,
10:55.0,,,50-49,,Defensive rebound by N. Jokic
10:40.0,,,50-52,3,J. Sampson makes 3-pt shot from 22 ft (assist by G. Harris)
10:08.0,P. Hairston makes 3-pt shot from 25 ft (assist by Z. Randolph),3,53-52,,
10:02.0,,,53-52,,Turnover by G. Harris (bad pass)
9:49.0,,,53-52,,Shooting block foul by K. Faried (drawn by M. Barnes)
9:49.0,M. Barnes misses free throw 1 of 2,,53-52,,
9:49.0,Offensive rebound by Team,,53-52,,
9:49.0,M. Barnes makes free throw 2 of 2,1,54-52,,
9:25.0,,,54-54,2,K. Faried makes 2-pt shot from 18 ft (assist by E. Mudiay)
9:03.0,M. Conley misses 3-pt shot from 24 ft,,54-54,,
9:02.0,,,54-54,,Defensive rebound by N. Jokic
8:48.0,,,54-54,,E. Mudiay misses 3-pt shot from 23 ft
8:47.0,Defensive rebound by C. Andersen,,54-54,,
8:38.0,M. Barnes makes 2-pt shot from 1 ft (assist by M. Conley),2,56-54,,
8:23.0,,,56-56,2,K. Faried makes 2-pt shot from 3 ft (assist by N. Jokic)
7:59.0,P. Hairston makes 3-pt shot from 26 ft (assist by M. Barnes),3,59-56,,
7:40.0,,,59-58,2,N. Jokic makes 2-pt shot from 6 ft (assist by E. Mudiay)
7:26.0,Turnover by M. Conley (bad pass; steal by N. Jokic),,59-58,,
7:24.0,Personal foul by P. Hairston (drawn by J. Sampson),,59-58,,
7:24.0,J. Martin enters the game for C. Andersen,,59-58,,
7:12.0,,,59-58,,J. Sampson misses 3-pt shot from 23 ft
7:11.0,Defensive rebound by P. Hairston,,59-58,,
6:51.0,Z. Randolph makes 2-pt shot from 1 ft (assist by M. Conley),2,61-58,,
6:47.0,Personal foul by Z. Randolph (drawn by K. Faried),,61-58,,
6:40.0,,,61-58,,E. Mudiay misses 2-pt shot from 3 ft
6:39.0,,,61-58,,Offensive rebound by K. Faried
6:38.0,,,61-60,2,K. Faried makes 2-pt shot from 1 ft
6:18.0,M. Conley makes 2-pt shot from 22 ft,2,63-60,,
6:02.0,,,63-62,2,G. Harris makes 2-pt shot from 18 ft (assist by K. Faried)
5:44.0,M. Barnes makes 2-pt shot from 1 ft (assist by Z. Randolph),2,65-62,,
5:44.0,,,65-62,,Denver full timeout
5:31.0,,,65-62,,G. Harris misses 3-pt shot from 26 ft
5:30.0,Defensive rebound by M. Barnes,,65-62,,
5:24.0,Turnover by M. Conley (bad pass),,65-62,,
5:10.0,,,65-62,,E. Mudiay misses 2-pt shot from 2 ft (block by M. Conley)
5:09.0,Defensive rebound by Team,,65-62,,
4:51.0,P. Hairston misses 3-pt shot from 23 ft,,65-62,,
4:51.0,Offensive rebound by Z. Randolph,,65-62,,
4:47.0,P. Hairston misses 3-pt shot from 24 ft,,65-62,,
4:46.0,,,65-62,,Defensive rebound by K. Faried
4:32.0,Personal block foul by J. Martin (drawn by N. Jokic),,65-62,,
4:32.0,M. Chalmers enters the game for M. Conley,,65-62,,
4:32.0,,,65-62,,W. Barton enters the game for J. Sampson
4:20.0,,,65-62,,Turnover by N. Jokic (traveling)
3:59.0,P. Hairston misses 3-pt shot from 25 ft,,65-62,,
3:57.0,Offensive rebound by J. Martin,,65-62,,
3:50.0,M. Barnes misses 3-pt shot from 24 ft,,65-62,,
3:48.0,,,65-62,,Defensive rebound by K. Faried
3:30.0,,,65-62,,K. Faried misses 2-pt shot from 18 ft
3:30.0,Defensive rebound by J. Martin,,65-62,,
3:16.0,Z. Randolph makes 2-pt shot from 1 ft,2,67-62,,
2:50.0,,,67-62,,G. Harris misses 2-pt shot from 15 ft
2:50.0,Defensive rebound by M. Barnes,,67-62,,
2:38.0,Z. Randolph misses 2-pt shot from 16 ft,,67-62,,
2:37.0,,,67-62,,Defensive rebound by W. Barton
2:24.0,,,67-65,3,E. Mudiay makes 3-pt shot from 24 ft (assist by K. Faried)
2:03.0,Z. Randolph misses 2-pt shot from 4 ft,,67-65,,
2:02.0,,,67-65,,Defensive rebound by K. Faried
1:56.0,Personal foul by Z. Randolph (drawn by K. Faried),,67-65,,
1:56.0,Memphis full timeout,,67-65,,
1:56.0,,,67-65,,D. Augustin enters the game for K. Faried
1:56.0,,,67-65,,J. Lauvergne enters the game for N. Jokic
1:56.0,,,67-65,,D. Arthur enters the game for E. Mudiay
1:56.0,L. Stephenson enters the game for P. Hairston,,67-65,,
1:48.0,,,67-65,,G. Harris misses 2-pt shot from 20 ft
1:47.0,,,67-65,,Offensive rebound by J. Lauvergne
1:46.0,,,67-67,2,J. Lauvergne makes 2-pt shot from 1 ft
1:28.0,L. Stephenson makes 2-pt shot from 17 ft,2,69-67,,
1:11.0,,,69-67,,W. Barton misses 2-pt shot from 22 ft
1:10.0,Defensive rebound by M. Chalmers,,69-67,,
1:07.0,Turnover by L. Stephenson (traveling),,69-67,,
1:07.0,J. Green enters the game for J. Martin,,69-67,,
0:59.0,,,69-69,2,J. Lauvergne makes 2-pt shot at rim (assist by D. Augustin)
0:42.0,L. Stephenson makes 2-pt shot from 17 ft,2,71-69,,
0:20.0,,,71-71,2,W. Barton makes 2-pt shot from 4 ft
0:05.0,,,71-71,,Personal take foul by D. Augustin (drawn by M. Chalmers)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:53.0,,,71-71,,Loose ball foul by D. Augustin (drawn by M. Chalmers)
11:53.0,,,71-71,,Turnover by D. Augustin (offensive foul)
11:37.0,M. Chalmers makes 2-pt shot from 1 ft,2,73-71,,
11:37.0,Shooting foul by D. Augustin (drawn by M. Chalmers),,73-71,,
11:37.0,M. Chalmers makes free throw 1 of 1,1,74-71,,
11:13.0,,,74-74,3,D. Augustin makes 3-pt shot from 26 ft (assist by W. Barton)
10:55.0,V. Carter misses 2-pt shot from 20 ft,,74-74,,
10:54.0,,,74-74,,Defensive rebound by W. Barton
10:54.0,,,74-74,,Turnover by W. Barton (lost ball)
10:54.0,C. Andersen enters the game for M. Barnes,,74-74,,
10:39.0,J. Green makes 2-pt shot from 2 ft (assist by C. Andersen),2,76-74,,
10:23.0,Personal foul by J. Green (drawn by D. Augustin),,76-74,,
10:11.0,,,76-76,2,D. Arthur makes 2-pt shot from 21 ft (assist by W. Barton)
9:59.0,,,76-76,,Personal foul by W. Barton (drawn by V. Carter)
9:52.0,M. Chalmers misses 2-pt shot from 14 ft,,76-76,,
9:51.0,,,76-76,,Defensive rebound by D. Arthur
9:33.0,,,76-78,2,D. Augustin makes 2-pt shot from 1 ft
9:33.0,,,76-78,,Shooting foul by M. Chalmers (drawn by D. Augustin)
9:33.0,,,76-78,,D. Augustin misses free throw 1 of 1
9:31.0,,,76-78,,Offensive rebound by D. Arthur
9:26.0,,,76-78,,D. Augustin misses 3-pt shot from 25 ft
9:26.0,Defensive rebound by L. Stephenson,,76-78,,
9:26.0,Memphis full timeout,,76-78,,
9:07.0,V. Carter misses 3-pt shot from 28 ft,,76-78,,
9:05.0,,,76-78,,Defensive rebound by D. Augustin
9:01.0,,,76-78,,Turnover by D. Augustin (lost ball; steal by M. Chalmers)
8:55.0,L. Stephenson makes 2-pt shot from 1 ft (assist by V. Carter),2,78-78,,
8:40.0,,,78-78,,W. Barton misses 3-pt shot from 25 ft
8:39.0,Defensive rebound by M. Chalmers,,78-78,,
8:35.0,Shooting foul by D. Arthur (drawn by V. Carter),,78-78,,
8:35.0,V. Carter makes free throw 1 of 2,1,79-78,,
8:35.0,V. Carter makes free throw 2 of 2,1,80-78,,
8:22.0,,,80-80,2,D. Augustin makes 2-pt shot from 1 ft
8:05.0,Shooting foul by J. Sampson (drawn by C. Andersen),,80-80,,
8:05.0,C. Andersen makes free throw 1 of 2,1,81-80,,
8:05.0,P. Hairston enters the game for J. Green,,81-80,,
8:05.0,C. Andersen misses free throw 2 of 2,,81-80,,
8:05.0,Offensive rebound by Team,,81-80,,
7:46.0,Turnover by V. Carter (bad pass),,81-80,,
7:35.0,,,81-83,3,D. Arthur makes 3-pt shot from 25 ft (assist by D. Augustin)
7:23.0,,,81-83,,Personal foul by D. Augustin (drawn by M. Chalmers)
7:23.0,M. Chalmers makes free throw 1 of 2,1,82-83,,
7:23.0,,,82-83,,E. Mudiay enters the game for D. Augustin
7:23.0,M. Barnes enters the game for V. Carter,,82-83,,
7:23.0,M. Chalmers makes free throw 2 of 2,1,83-83,,
7:07.0,,,83-85,2,W. Barton makes 2-pt shot from 2 ft (assist by E. Mudiay)
6:53.0,M. Chalmers makes 3-pt shot from 24 ft (assist by M. Barnes),3,86-85,,
6:27.0,,,86-87,2,D. Arthur makes 2-pt shot from 2 ft (assist by W. Barton)
6:08.0,L. Stephenson makes 2-pt shot from 19 ft,2,88-87,,
5:47.0,,,88-87,,J. Lauvergne misses 2-pt shot from 15 ft
5:46.0,Defensive rebound by L. Stephenson,,88-87,,
5:24.0,,,88-87,,Flagrant foul type 1 by J. Sampson (drawn by P. Hairston)
5:24.0,Official timeout,,88-87,,
5:24.0,M. Conley enters the game for C. Andersen,,88-87,,
5:24.0,Z. Randolph enters the game for M. Chalmers,,88-87,,
5:24.0,,,88-87,,K. Faried enters the game for J. Sampson
5:24.0,,,88-87,,G. Harris enters the game for J. Lauvergne
5:24.0,P. Hairston makes flagrant free throw 1 of 2,1,89-87,,
5:24.0,P. Hairston makes flagrant free throw 2 of 2,1,90-87,,
5:16.0,Turnover by M. Barnes (bad pass; steal by K. Faried),,90-87,,
5:10.0,,,90-89,2,G. Harris makes 2-pt shot from 1 ft (assist by K. Faried)
4:41.0,Z. Randolph misses 2-pt shot from 1 ft,,90-89,,
4:40.0,,,90-89,,Defensive rebound by K. Faried
4:30.0,,,90-89,,K. Faried misses 2-pt shot from 1 ft
4:29.0,Defensive rebound by P. Hairston,,90-89,,
4:25.0,Z. Randolph makes 2-pt shot from 2 ft (assist by M. Conley),2,92-89,,
4:08.0,,,92-89,,Turnover by E. Mudiay (bad pass; steal by L. Stephenson)
4:04.0,M. Conley misses 2-pt shot from 1 ft (block by E. Mudiay),,92-89,,
4:03.0,Offensive rebound by Team,,92-89,,
4:01.0,Z. Randolph makes 2-pt shot at rim (assist by M. Conley),2,94-89,,
4:01.0,,,94-89,,Denver full timeout
3:46.0,,,94-89,,G. Harris misses 3-pt shot from 24 ft
3:44.0,,,94-89,,Offensive rebound by K. Faried
3:39.0,,,94-91,2,K. Faried makes 2-pt shot from 2 ft
3:21.0,P. Hairston misses 2-pt shot from 15 ft,,94-91,,
3:20.0,,,94-91,,Defensive rebound by E. Mudiay
3:10.0,,,94-91,,D. Arthur misses 3-pt shot from 25 ft
3:09.0,Defensive rebound by L. Stephenson,,94-91,,
2:47.0,Z. Randolph misses 2-pt shot from 18 ft,,94-91,,
2:47.0,,,94-91,,Defensive rebound by E. Mudiay
2:42.0,,,94-91,,Offensive charge foul by E. Mudiay
2:42.0,,,94-91,,Turnover by E. Mudiay (offensive foul)
2:42.0,M. Chalmers enters the game for L. Stephenson,,94-91,,
2:22.0,M. Conley makes 2-pt shot from 1 ft (assist by Z. Randolph),2,96-91,,
1:59.0,,,96-91,,D. Arthur misses 3-pt shot from 25 ft
1:58.0,Defensive rebound by Team,,96-91,,
1:42.0,M. Chalmers misses 2-pt shot from 2 ft (block by G. Harris),,96-91,,
1:41.0,,,96-91,,Defensive rebound by Team
1:22.0,,,96-91,,G. Harris misses 3-pt shot from 24 ft
1:21.0,,,96-91,,Offensive rebound by K. Faried
1:15.0,Personal foul by M. Barnes (drawn by E. Mudiay),,96-91,,
1:01.0,,,96-91,,Turnover by E. Mudiay (bad pass)
0:44.0,Z. Randolph makes 2-pt shot from 3 ft (assist by M. Barnes),2,98-91,,
0:44.0,,,98-91,,Denver full timeout
0:44.0,,,98-91,,N. Jokic enters the game for K. Faried
0:40.0,,,98-91,,Turnover by N. Jokic (bad pass; steal by M. Barnes)
0:40.0,,,98-91,,Personal take foul by D. Arthur (drawn by M. Barnes)
0:40.0,M. Barnes misses free throw 1 of 2,,98-91,,
0:40.0,Offensive rebound by Team,,98-91,,
0:40.0,M. Barnes makes free throw 2 of 2,1,99-91,,
0:30.0,,,99-94,3,E. Mudiay makes 3-pt shot from 26 ft
0:28.0,,,99-94,,Personal take foul by E. Mudiay (drawn by M. Chalmers)
0:28.0,M. Chalmers makes free throw 1 of 2,1,100-94,,
