time,Golden State,pts.away,score,pts.home,Dallas
1:33.0,,,85-111,1,J. Evans makes free throw 1 of 2
1:33.0,,,85-112,1,J. Evans makes free throw 2 of 2
1:17.0,Shooting foul by C. Villanueva (drawn by J. Thompson),,85-112,,
1:17.0,J. Thompson makes free throw 1 of 2,1,86-112,,
1:17.0,S. Livingston enters the game for B. Rush,,86-112,,
1:17.0,J. Thompson misses free throw 2 of 2,,86-112,,
1:16.0,Offensive rebound by J. Thompson,,86-112,,
1:12.0,I. Clark makes 3-pt shot from 25 ft (assist by S. Livingston),3,89-112,,
0:52.0,,,89-112,,Turnover by J. McGee (traveling)
0:43.0,I. Clark makes 2-pt shot from 16 ft,2,91-112,,
0:30.0,,,91-114,2,J. Jenkins makes 2-pt shot from 17 ft
0:09.0,I. Clark misses 3-pt shot from 26 ft,,91-114,,
0:08.0,,,91-114,,Defensive rebound by J. Evans
0:00.0,End of 4th quarter,,,,End of 4th quarter
