time,Atlanta,pts.away,score,pts.home,Orlando
6:52.0,A. Horford misses 3-pt shot from 24 ft,,8-17,,
6:50.0,Offensive rebound by P. Millsap,,8-17,,
6:44.0,,,8-17,,Personal foul by A. Gordon (drawn by P. Millsap)
6:44.0,M. Muscala enters the game for A. Horford,,8-17,,
6:44.0,T. Sefolosha enters the game for K. Bazemore,,8-17,,
6:30.0,J. Teague makes 2-pt shot from 10 ft,2,10-17,,
6:22.0,,,10-19,2,N. Vucevic makes 2-pt shot from 3 ft (assist by E. Payton)
6:06.0,J. Teague makes 2-pt shot at rim,2,12-19,,
5:51.0,,,12-19,,N. Vucevic misses 2-pt shot from 5 ft
5:50.0,Defensive rebound by K. Korver,,12-19,,
5:43.0,Turnover by T. Sefolosha (bad pass; steal by N. Vucevic),,12-19,,
5:34.0,Personal foul by P. Millsap (drawn by A. Gordon),,12-19,,
5:34.0,,,12-20,1,A. Gordon makes free throw 1 of 2
5:34.0,A. Horford enters the game for P. Millsap,,12-20,,
5:34.0,,,12-21,1,A. Gordon makes free throw 2 of 2
5:20.0,J. Teague misses 2-pt shot from 13 ft (block by E. Payton),,12-21,,
5:20.0,Offensive rebound by Team,,12-21,,
5:14.0,Turnover by J. Teague (lost ball; steal by A. Gordon),,12-21,,
5:09.0,,,12-21,,E. Fournier misses 2-pt shot from 1 ft
5:08.0,,,12-21,,Offensive rebound by A. Gordon
5:08.0,,,12-23,2,A. Gordon makes 2-pt shot from 1 ft
5:08.0,Atlanta full timeout,,12-23,,
5:08.0,D. Schroder enters the game for J. Teague,,12-23,,
4:52.0,K. Korver makes 2-pt shot from 17 ft (assist by T. Sefolosha),2,14-23,,
4:28.0,,,14-23,,E. Fournier misses 3-pt shot from 27 ft
4:27.0,Defensive rebound by M. Muscala,,14-23,,
4:16.0,T. Sefolosha misses 3-pt shot from 23 ft,,14-23,,
4:15.0,,,14-23,,Defensive rebound by N. Vucevic
3:58.0,,,14-26,3,E. Payton makes 3-pt shot from 22 ft (assist by V. Oladipo)
3:40.0,Turnover by M. Muscala (bad pass),,14-26,,
3:40.0,,,14-26,,C. Frye enters the game for A. Gordon
3:40.0,T. Hardaway enters the game for K. Korver,,14-26,,
3:17.0,,,14-28,2,N. Vucevic makes 2-pt shot from 16 ft (assist by E. Payton)
2:58.0,D. Schroder makes 3-pt shot from 24 ft (assist by T. Hardaway),3,17-28,,
2:32.0,,,17-28,,C. Frye misses 3-pt shot from 25 ft
2:31.0,Defensive rebound by D. Schroder,,17-28,,
2:16.0,T. Sefolosha misses 2-pt shot from 5 ft,,17-28,,
2:15.0,,,17-28,,Defensive rebound by N. Vucevic
2:03.0,,,17-30,2,E. Fournier makes 2-pt shot from 8 ft
1:46.0,T. Sefolosha misses 2-pt shot from 16 ft,,17-30,,
1:45.0,,,17-30,,Defensive rebound by V. Oladipo
1:40.0,,,17-30,,V. Oladipo misses 2-pt shot from 18 ft
1:39.0,Defensive rebound by M. Muscala,,17-30,,
1:39.0,,,17-30,,Loose ball foul by E. Payton (drawn by M. Muscala)
1:39.0,M. Scott enters the game for M. Muscala,,17-30,,
1:39.0,,,17-30,,M. Hezonja enters the game for E. Fournier
1:39.0,,,17-30,,J. Smith enters the game for N. Vucevic
1:24.0,A. Horford misses 2-pt shot from 13 ft,,17-30,,
1:22.0,,,17-30,,Defensive rebound by E. Payton
1:13.0,,,17-30,,J. Smith misses 2-pt shot from 19 ft
1:12.0,Defensive rebound by M. Scott,,17-30,,
1:06.0,,,17-30,,Personal foul by E. Payton (drawn by D. Schroder)
1:06.0,D. Schroder makes free throw 1 of 2,1,18-30,,
1:06.0,,,18-30,,S. Napier enters the game for E. Payton
1:06.0,D. Schroder makes free throw 2 of 2,1,19-30,,
0:50.0,,,19-30,,J. Smith misses 2-pt shot from 1 ft (block by T. Sefolosha)
0:50.0,,,19-30,,Offensive rebound by Team
0:48.0,,,19-30,,J. Smith misses 2-pt shot from 5 ft (block by A. Horford)
0:46.0,Defensive rebound by D. Schroder,,19-30,,
0:41.0,D. Schroder misses 2-pt shot at rim,,19-30,,
0:39.0,,,19-30,,Defensive rebound by C. Frye
0:28.0,,,19-30,,M. Hezonja misses 3-pt shot from 23 ft
0:27.0,Defensive rebound by T. Sefolosha,,19-30,,
0:08.0,D. Schroder misses 2-pt shot from 1 ft (block by C. Frye),,19-30,,
0:05.0,,,19-30,,Defensive rebound by J. Smith
0:00.0,,,19-30,,M. Hezonja misses 3-pt shot from 27 ft
0:00.0,,,19-30,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,19-32,2,J. Smith makes 2-pt shot from 14 ft (assist by E. Fournier)
11:20.0,P. Millsap makes 3-pt shot from 27 ft (assist by D. Schroder),3,22-32,,
11:07.0,,,22-32,,Shooting foul by D. Schroder (drawn by E. Fournier)
11:07.0,,,22-33,1,E. Fournier makes free throw 1 of 2
11:07.0,,,22-34,1,E. Fournier makes free throw 2 of 2
10:54.0,Turnover by M. Scott (bad pass),,22-34,,
10:38.0,,,22-34,,C. Frye misses 3-pt shot from 25 ft
10:37.0,Defensive rebound by D. Schroder,,22-34,,
10:31.0,K. Bazemore misses 2-pt shot from 2 ft,,22-34,,
10:29.0,Offensive rebound by M. Scott,,22-34,,
10:29.0,M. Scott misses 2-pt shot at rim,,22-34,,
10:26.0,,,22-34,,Defensive rebound by C. Frye
10:11.0,,,22-34,,Turnover by M. Hezonja (lost ball; steal by K. Bazemore)
10:08.0,K. Bazemore makes 2-pt shot at rim,2,24-34,,
9:49.0,,,24-34,,S. Napier misses 2-pt shot from 5 ft
9:48.0,Defensive rebound by M. Scott,,24-34,,
9:41.0,Turnover by D. Schroder (lost ball; steal by S. Napier),,24-34,,
9:32.0,,,24-34,,M. Hezonja misses 3-pt shot from 26 ft
9:30.0,Defensive rebound by M. Scott,,24-34,,
9:21.0,Shooting foul by C. Frye (drawn by K. Bazemore),,24-34,,
9:21.0,K. Bazemore makes free throw 1 of 2,1,25-34,,
9:21.0,K. Korver enters the game for T. Hardaway,,25-34,,
9:21.0,K. Bazemore makes free throw 2 of 2,1,26-34,,
9:03.0,,,26-34,,Turnover by M. Hezonja (bad pass)
8:49.0,D. Schroder misses 3-pt shot from 29 ft,,26-34,,
8:48.0,,,26-34,,Defensive rebound by S. Napier
8:34.0,,,26-34,,C. Frye misses 3-pt shot from 26 ft
8:33.0,Defensive rebound by K. Bazemore,,26-34,,
8:25.0,Shooting foul by J. Smith (drawn by P. Millsap),,26-34,,
8:25.0,Official timeout,,26-34,,
8:25.0,,,26-34,,V. Oladipo enters the game for M. Hezonja
8:25.0,,,26-34,,E. Payton enters the game for S. Napier
8:25.0,J. Teague enters the game for D. Schroder,,26-34,,
8:25.0,P. Millsap misses free throw 1 of 2,,26-34,,
8:25.0,Offensive rebound by Team,,26-34,,
8:25.0,P. Millsap makes free throw 2 of 2,1,27-34,,
8:14.0,,,27-34,,E. Payton misses 2-pt shot from 18 ft
8:13.0,Defensive rebound by J. Teague,,27-34,,
8:03.0,K. Bazemore misses 2-pt shot from 1 ft,,27-34,,
8:02.0,Offensive rebound by K. Bazemore,,27-34,,
7:54.0,K. Bazemore misses 3-pt shot from 22 ft,,27-34,,
7:53.0,,,27-34,,Defensive rebound by E. Payton
7:37.0,,,27-34,,E. Fournier misses 2-pt shot from 1 ft (block by P. Millsap)
7:36.0,,,27-34,,Offensive rebound by C. Frye
7:35.0,,,27-36,2,C. Frye makes 2-pt shot from 1 ft
7:18.0,J. Teague makes 2-pt shot from 9 ft,2,29-36,,
7:07.0,,,29-38,2,E. Fournier makes 2-pt shot from 1 ft
6:40.0,P. Millsap misses 2-pt shot from 6 ft (block by J. Smith),,29-38,,
6:40.0,,,29-38,,Defensive rebound by Team
6:40.0,,,29-38,,A. Gordon enters the game for C. Frye
6:40.0,,,29-38,,N. Vucevic enters the game for J. Smith
6:40.0,A. Horford enters the game for P. Millsap,,29-38,,
6:31.0,,,29-38,,E. Payton misses 2-pt shot from 1 ft (block by M. Scott)
6:27.0,Defensive rebound by M. Scott,,29-38,,
6:23.0,J. Teague makes 3-pt shot from 24 ft (assist by M. Scott),3,32-38,,
6:03.0,P. Millsap enters the game for M. Scott,,32-38,,
6:02.0,Jump ball: K. Korver vs. V. Oladipo (A. Gordon gains possession),,,,Jump ball: K. Korver vs. V. Oladipo (A. Gordon gains possession)
5:56.0,,,32-38,,A. Gordon misses 2-pt shot from 15 ft
5:56.0,,,32-38,,Offensive rebound by Team
5:56.0,Loose ball foul by J. Teague (drawn by E. Fournier),,32-38,,
5:56.0,,,32-38,,Orlando full timeout
5:44.0,,,32-38,,N. Vucevic misses 2-pt shot from 9 ft
5:43.0,,,32-38,,Offensive rebound by A. Gordon
5:39.0,,,32-41,3,V. Oladipo makes 3-pt shot from 23 ft (assist by A. Gordon)
5:27.0,J. Teague makes 2-pt shot from 1 ft,2,34-41,,
5:27.0,Shooting foul by E. Payton (drawn by J. Teague),,34-41,,
5:27.0,,,34-41,,M. Hezonja enters the game for E. Payton
5:27.0,J. Teague makes free throw 1 of 1,1,35-41,,
5:09.0,,,35-41,,N. Vucevic misses 2-pt shot from 14 ft
5:08.0,,,35-41,,Offensive rebound by Team
5:07.0,,,35-41,,Turnover by E. Fournier (bad pass; steal by P. Millsap)
5:01.0,Shooting foul by N. Vucevic (drawn by P. Millsap),,35-41,,
5:01.0,P. Millsap makes free throw 1 of 2,1,36-41,,
5:01.0,T. Sefolosha enters the game for K. Bazemore,,36-41,,
5:01.0,P. Millsap makes free throw 2 of 2,1,37-41,,
4:44.0,,,37-41,,A. Gordon misses 2-pt shot from 13 ft
4:43.0,Defensive rebound by A. Horford,,37-41,,
4:35.0,A. Horford misses 2-pt shot from 15 ft,,37-41,,
4:34.0,Offensive rebound by P. Millsap,,37-41,,
4:23.0,Turnover by J. Teague (lost ball; steal by V. Oladipo),,37-41,,
4:21.0,,,37-41,,Turnover by V. Oladipo (lost ball)
4:09.0,A. Horford misses 2-pt shot from 10 ft,,37-41,,
4:08.0,,,37-41,,Defensive rebound by A. Gordon
3:56.0,,,37-41,,E. Fournier misses 2-pt shot from 1 ft
3:55.0,Defensive rebound by A. Horford,,37-41,,
3:48.0,Turnover by J. Teague (lost ball),,37-41,,
3:35.0,,,37-41,,Turnover by N. Vucevic (3 sec)
3:35.0,M. Scott enters the game for P. Millsap,,37-41,,
3:18.0,K. Korver misses 2-pt shot from 11 ft (block by M. Hezonja),,37-41,,
3:15.0,,,37-41,,Defensive rebound by E. Fournier
3:13.0,,,37-43,2,V. Oladipo makes 2-pt shot at rim (assist by M. Hezonja)
3:12.0,Atlanta full timeout,,37-43,,
3:12.0,P. Millsap enters the game for M. Scott,,37-43,,
2:55.0,K. Korver misses 2-pt shot from 16 ft,,37-43,,
2:54.0,,,37-43,,Defensive rebound by A. Gordon
2:36.0,,,37-43,,Turnover by E. Fournier (step out of bounds)
2:36.0,K. Bazemore enters the game for K. Korver,,37-43,,
2:15.0,,,37-43,,Personal foul by E. Fournier (drawn by K. Bazemore)
2:15.0,K. Bazemore makes free throw 1 of 2,1,38-43,,
2:15.0,K. Bazemore makes free throw 2 of 2,1,39-43,,
2:01.0,,,39-43,,N. Vucevic misses 2-pt shot from 4 ft (block by A. Horford)
1:59.0,Defensive rebound by A. Horford,,39-43,,
1:52.0,K. Bazemore misses 3-pt shot from 24 ft,,39-43,,
1:51.0,,,39-43,,Defensive rebound by E. Fournier
1:42.0,,,39-46,3,E. Fournier makes 3-pt shot from 25 ft (assist by A. Gordon)
1:31.0,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague),2,41-46,,
1:09.0,,,41-46,,A. Gordon misses 3-pt shot from 23 ft
1:08.0,Defensive rebound by T. Sefolosha,,41-46,,
0:48.0,Turnover by K. Bazemore (lost ball; steal by E. Fournier),,41-46,,
0:47.0,Personal foul by K. Bazemore (drawn by N. Vucevic),,41-46,,
0:47.0,M. Scott enters the game for P. Millsap,,41-46,,
0:36.0,,,41-48,2,N. Vucevic makes 2-pt shot from 16 ft (assist by M. Hezonja)
0:30.0,J. Teague misses 3-pt shot from 28 ft,,41-48,,
0:28.0,,,41-48,,Defensive rebound by N. Vucevic
0:06.0,,,41-48,,A. Gordon misses 2-pt shot from 8 ft
0:05.0,Defensive rebound by T. Sefolosha,,41-48,,
0:00.0,T. Sefolosha misses 3-pt shot from 26 ft,,41-48,,
0:00.0,Offensive rebound by M. Scott,,41-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,41-48,,Turnover by N. Vucevic (back court)
11:37.0,Turnover by K. Bazemore (bad pass; steal by A. Gordon),,41-48,,
11:29.0,,,41-48,,Turnover by E. Payton (bad pass; steal by P. Millsap)
11:23.0,P. Millsap makes 2-pt shot from 2 ft,2,43-48,,
11:06.0,,,43-48,,E. Payton misses 3-pt shot from 22 ft
11:05.0,Defensive rebound by K. Korver,,43-48,,
11:00.0,P. Millsap misses 2-pt shot at rim,,43-48,,
10:58.0,,,43-48,,Defensive rebound by N. Vucevic
10:46.0,,,43-50,2,N. Vucevic makes 2-pt shot from 1 ft
10:34.0,K. Bazemore makes 3-pt shot from 25 ft (assist by A. Horford),3,46-50,,
10:20.0,,,46-50,,A. Gordon misses 2-pt shot from 15 ft
10:19.0,Defensive rebound by K. Bazemore,,46-50,,
10:09.0,P. Millsap misses 2-pt shot from 4 ft (block by A. Gordon),,46-50,,
10:07.0,,,46-50,,Defensive rebound by V. Oladipo
10:03.0,,,46-50,,Turnover by E. Fournier (lost ball; steal by J. Teague)
9:52.0,,,46-50,,Personal foul by E. Fournier (drawn by A. Horford)
9:40.0,J. Teague misses 2-pt shot from 2 ft (block by A. Gordon),,46-50,,
9:37.0,,,46-50,,Defensive rebound by N. Vucevic
9:32.0,,,46-52,2,V. Oladipo makes 2-pt shot from 13 ft
9:09.0,A. Horford misses 2-pt shot from 15 ft,,46-52,,
9:08.0,,,46-52,,Defensive rebound by A. Gordon
8:54.0,,,46-54,2,N. Vucevic makes 2-pt shot from 17 ft (assist by E. Payton)
8:37.0,Turnover by J. Teague (lost ball; steal by N. Vucevic),,46-54,,
8:32.0,,,46-56,2,N. Vucevic makes 2-pt shot from 1 ft (assist by V. Oladipo)
8:32.0,Atlanta full timeout,,46-56,,
8:12.0,J. Teague makes 3-pt shot from 26 ft (assist by P. Millsap),3,49-56,,
7:54.0,,,49-58,2,E. Payton makes 2-pt shot from 18 ft (assist by A. Gordon)
7:28.0,A. Horford misses 2-pt shot from 13 ft,,49-58,,
7:26.0,,,49-58,,Defensive rebound by E. Fournier
7:17.0,,,49-60,2,N. Vucevic makes 2-pt shot from 1 ft (assist by E. Payton)
6:50.0,K. Bazemore makes 3-pt shot from 27 ft (assist by A. Horford),3,52-60,,
6:28.0,,,52-60,,A. Gordon misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by P. Millsap,,52-60,,
6:17.0,,,52-60,,Personal foul by A. Gordon (drawn by P. Millsap)
6:17.0,M. Muscala enters the game for A. Horford,,52-60,,
6:09.0,P. Millsap misses 3-pt shot from 28 ft,,52-60,,
6:08.0,,,52-60,,Defensive rebound by N. Vucevic
5:51.0,,,52-60,,E. Payton misses 2-pt shot from 2 ft (block by P. Millsap)
5:49.0,Defensive rebound by K. Korver,,52-60,,
5:30.0,K. Bazemore makes 2-pt shot from 12 ft (assist by J. Teague),2,54-60,,
5:16.0,,,54-60,,V. Oladipo misses 2-pt shot from 1 ft
5:15.0,,,54-60,,Offensive rebound by A. Gordon
5:15.0,,,54-60,,Shooting foul by M. Muscala (drawn by A. Gordon)
5:15.0,,,54-61,1,A. Gordon makes free throw 1 of 2
5:15.0,,,54-61,,A. Gordon misses free throw 2 of 2
5:13.0,Defensive rebound by K. Korver,,54-61,,
4:55.0,K. Korver misses 3-pt shot from 25 ft,,54-61,,
4:54.0,,,54-61,,Defensive rebound by A. Gordon
4:37.0,Shooting block foul by M. Muscala (drawn by E. Fournier),,54-61,,
4:37.0,,,54-62,1,E. Fournier makes free throw 1 of 2
4:37.0,D. Schroder enters the game for J. Teague,,54-62,,
4:37.0,T. Sefolosha enters the game for K. Bazemore,,54-62,,
4:37.0,,,54-63,1,E. Fournier makes free throw 2 of 2
4:18.0,Turnover by D. Schroder (bad pass),,54-63,,
4:05.0,,,54-63,,Turnover by N. Vucevic (3 sec)
3:43.0,P. Millsap misses 2-pt shot from 1 ft (block by A. Gordon),,54-63,,
3:42.0,Offensive rebound by Team,,54-63,,
3:40.0,P. Millsap misses 2-pt shot from 13 ft,,54-63,,
3:37.0,Offensive rebound by M. Muscala,,54-63,,
3:37.0,M. Muscala misses 2-pt shot from 1 ft,,54-63,,
3:35.0,Offensive rebound by M. Muscala,,54-63,,
3:31.0,P. Millsap makes 2-pt shot from 17 ft (assist by M. Muscala),2,56-63,,
3:14.0,,,56-63,,E. Fournier misses 2-pt shot from 23 ft
3:13.0,Defensive rebound by K. Korver,,56-63,,
2:58.0,D. Schroder misses 2-pt shot from 18 ft,,56-63,,
2:57.0,,,56-63,,Defensive rebound by Team
2:57.0,,,56-63,,Orlando full timeout
2:57.0,T. Hardaway enters the game for K. Korver,,56-63,,
2:57.0,,,56-63,,S. Napier enters the game for E. Payton
2:43.0,,,56-65,2,N. Vucevic makes 2-pt shot from 5 ft
2:24.0,T. Hardaway misses 2-pt shot from 18 ft,,56-65,,
2:23.0,,,56-65,,Defensive rebound by A. Gordon
2:03.0,,,56-65,,E. Fournier misses 2-pt shot from 1 ft
1:59.0,,,56-65,,Offensive rebound by A. Gordon
1:59.0,,,56-67,2,A. Gordon makes 2-pt shot at rim
1:47.0,D. Schroder misses 2-pt shot from 2 ft (block by V. Oladipo),,56-67,,
1:45.0,,,56-67,,Defensive rebound by A. Gordon
1:38.0,,,56-69,2,V. Oladipo makes 2-pt shot from 16 ft
1:27.0,M. Muscala misses 3-pt shot from 24 ft,,56-69,,
1:26.0,,,56-69,,Defensive rebound by A. Gordon
1:16.0,,,56-69,,N. Vucevic misses 2-pt shot from 3 ft
1:15.0,Defensive rebound by P. Millsap,,56-69,,
1:11.0,Shooting foul by S. Napier (drawn by D. Schroder),,56-69,,
1:11.0,D. Schroder misses free throw 1 of 2,,56-69,,
1:11.0,Offensive rebound by Team,,56-69,,
1:11.0,M. Scott enters the game for M. Muscala,,56-69,,
1:11.0,A. Horford enters the game for P. Millsap,,56-69,,
1:11.0,M. Muscala enters the game for M. Scott,,56-69,,
1:11.0,,,56-69,,J. Smith enters the game for E. Fournier
1:11.0,,,56-69,,M. Hezonja enters the game for N. Vucevic
1:11.0,D. Schroder makes free throw 2 of 2,1,57-69,,
1:00.0,,,57-71,2,J. Smith makes 2-pt shot from 2 ft (assist by V. Oladipo)
0:52.0,,,57-71,,Personal foul by M. Hezonja (drawn by T. Sefolosha)
0:52.0,T. Sefolosha misses free throw 1 of 2,,57-71,,
0:52.0,Offensive rebound by Team,,57-71,,
0:52.0,T. Sefolosha misses free throw 2 of 2,,57-71,,
0:51.0,,,57-71,,Defensive rebound by V. Oladipo
0:39.0,,,57-71,,M. Hezonja misses 3-pt shot from 23 ft
0:38.0,Defensive rebound by D. Schroder,,57-71,,
0:31.0,D. Schroder misses 2-pt shot from 2 ft,,57-71,,
0:29.0,,,57-71,,Defensive rebound by J. Smith
0:24.0,,,57-71,,Orlando full timeout
0:24.0,K. Bazemore enters the game for M. Muscala,,57-71,,
0:18.0,Personal foul by K. Bazemore (drawn by J. Smith),,57-71,,
0:07.0,,,57-71,,V. Oladipo misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by T. Sefolosha,,57-71,,
0:00.0,T. Sefolosha makes 3-pt shot from 53 ft,3,60-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,A. Horford misses 2-pt shot from 19 ft,,60-71,,
11:41.0,Offensive rebound by M. Scott,,60-71,,
11:32.0,A. Horford misses 3-pt shot from 24 ft (block by J. Smith),,60-71,,
11:30.0,,,60-71,,Defensive rebound by M. Hezonja
11:18.0,,,60-73,2,V. Oladipo makes 2-pt shot from 19 ft
11:01.0,J. Teague makes 2-pt shot from 1 ft,2,62-73,,
10:49.0,,,62-73,,S. Napier misses 3-pt shot from 25 ft
10:48.0,Defensive rebound by M. Scott,,62-73,,
10:34.0,A. Horford makes 2-pt shot from 14 ft (assist by K. Bazemore),2,64-73,,
10:14.0,,,64-73,,Turnover by M. Hezonja (bad pass; steal by K. Korver)
10:00.0,J. Teague makes 3-pt shot from 29 ft (assist by M. Scott),3,67-73,,
9:40.0,,,67-73,,M. Hezonja misses 3-pt shot from 24 ft (block by K. Korver)
9:40.0,,,67-73,,Offensive rebound by Team
9:40.0,,,67-73,,E. Fournier enters the game for M. Hezonja
9:40.0,,,67-73,,E. Payton enters the game for S. Napier
9:40.0,T. Hardaway enters the game for K. Korver,,67-73,,
9:37.0,,,67-73,,Turnover by E. Payton (lost ball)
9:37.0,K. Korver enters the game for K. Bazemore,,67-73,,
9:27.0,J. Teague makes 2-pt shot from 1 ft,2,69-73,,
9:01.0,,,69-73,,E. Payton misses 3-pt shot from 25 ft
8:59.0,,,69-73,,Offensive rebound by V. Oladipo
8:56.0,,,69-75,2,V. Oladipo makes 2-pt shot from 18 ft
8:42.0,A. Horford makes 3-pt shot from 24 ft (assist by K. Korver),3,72-75,,
8:16.0,,,72-78,3,C. Frye makes 3-pt shot from 24 ft (assist by E. Payton)
8:02.0,A. Horford makes 2-pt shot from 19 ft (assist by J. Teague),2,74-78,,
7:44.0,Personal foul by A. Horford (drawn by J. Smith),,74-78,,
7:44.0,Official timeout,,74-78,,
7:44.0,K. Bazemore enters the game for T. Hardaway,,74-78,,
7:44.0,,,74-79,1,J. Smith makes free throw 1 of 2
7:44.0,,,74-80,1,J. Smith makes free throw 2 of 2
7:34.0,K. Korver misses 3-pt shot from 26 ft,,74-80,,
7:33.0,Offensive rebound by K. Bazemore,,74-80,,
7:29.0,K. Korver misses 3-pt shot from 25 ft,,74-80,,
7:28.0,Offensive rebound by A. Horford,,74-80,,
7:25.0,K. Bazemore makes 2-pt shot from 1 ft (assist by A. Horford),2,76-80,,
6:59.0,,,76-80,,J. Smith misses 3-pt shot from 23 ft
6:58.0,,,76-80,,Offensive rebound by Team
6:58.0,Loose ball foul by K. Korver (drawn by C. Frye),,76-80,,
6:58.0,P. Millsap enters the game for M. Scott,,76-80,,
6:58.0,,,76-80,,A. Gordon enters the game for C. Frye
6:58.0,,,76-80,,N. Vucevic enters the game for J. Smith
6:50.0,,,76-83,3,E. Fournier makes 3-pt shot from 25 ft (assist by E. Payton)
6:36.0,J. Teague misses 2-pt shot from 3 ft,,76-83,,
6:33.0,Offensive rebound by P. Millsap,,76-83,,
6:33.0,P. Millsap makes 2-pt shot from 1 ft,2,78-83,,
6:10.0,,,78-85,2,E. Payton makes 2-pt shot from 14 ft
5:58.0,K. Bazemore misses 2-pt shot from 3 ft,,78-85,,
5:58.0,Offensive rebound by K. Bazemore,,78-85,,
5:58.0,K. Bazemore misses 2-pt shot from 3 ft,,78-85,,
5:56.0,Offensive rebound by K. Bazemore,,78-85,,
5:54.0,K. Bazemore makes 2-pt shot at rim,2,80-85,,
5:37.0,,,80-88,3,E. Payton makes 3-pt shot from 28 ft (assist by N. Vucevic)
5:19.0,K. Korver makes 3-pt shot from 26 ft (assist by A. Horford),3,83-88,,
5:03.0,,,83-90,2,A. Gordon makes 2-pt shot at rim (assist by E. Payton)
4:58.0,Atlanta full timeout,,83-90,,
4:58.0,M. Scott enters the game for A. Horford,,83-90,,
4:42.0,K. Korver makes 3-pt shot from 22 ft (assist by J. Teague),3,86-90,,
4:22.0,,,86-90,,E. Fournier misses 3-pt shot from 22 ft
4:20.0,Defensive rebound by P. Millsap,,86-90,,
4:14.0,M. Scott misses 2-pt shot at rim,,86-90,,
4:12.0,,,86-90,,Defensive rebound by N. Vucevic
4:07.0,,,86-92,2,V. Oladipo makes 2-pt shot at rim (assist by E. Payton)
3:55.0,J. Teague misses 3-pt shot from 26 ft,,86-92,,
3:53.0,,,86-92,,Defensive rebound by E. Payton
