time,San Antonio,pts.away,score,pts.home,Phoenix
5:08.0,Defensive rebound by L. Aldridge,,102-100,,
4:53.0,D. Green makes 2-pt shot from 19 ft,2,104-100,,
4:30.0,,,104-100,,A. Goodwin misses 3-pt shot from 22 ft
4:29.0,Defensive rebound by B. Diaw,,104-100,,
4:14.0,P. Mills makes 3-pt shot from 24 ft (assist by B. Diaw),3,107-100,,
4:12.0,,,107-100,,Phoenix full timeout
4:12.0,,,107-100,,D. Booker enters the game for A. Goodwin
4:12.0,,,107-100,,R. Price enters the game for P. Pressey
4:12.0,,,107-100,,P. Tucker enters the game for S. Weems
4:12.0,,,107-100,,A. Len enters the game for J. Leuer
3:54.0,,,107-102,2,A. Len makes 2-pt shot from 11 ft
3:32.0,D. Green misses 3-pt shot from 23 ft,,107-102,,
3:31.0,,,107-102,,Defensive rebound by P. Tucker
3:22.0,,,107-104,2,A. Len makes 2-pt shot from 15 ft (assist by D. Booker)
3:03.0,R. Butler makes 3-pt shot from 23 ft (assist by D. Green),3,110-104,,
2:48.0,,,110-106,2,R. Price makes 2-pt shot at rim
2:40.0,,,110-106,,Personal foul by R. Price (drawn by P. Mills)
2:40.0,T. Parker enters the game for P. Mills,,110-106,,
2:27.0,L. Aldridge misses 2-pt shot from 4 ft,,110-106,,
2:27.0,,,110-106,,Defensive rebound by P. Tucker
2:14.0,,,110-106,,A. Len misses 2-pt shot from 1 ft
2:14.0,Defensive rebound by D. Green,,110-106,,
2:06.0,Turnover by B. Diaw (step out of bounds),,110-106,,
1:49.0,,,110-106,,M. Teletovic misses 3-pt shot from 25 ft
1:47.0,Defensive rebound by R. Butler,,110-106,,
1:37.0,T. Parker misses 2-pt shot from 18 ft,,110-106,,
1:35.0,,,110-106,,Defensive rebound by D. Booker
1:30.0,,,110-106,,P. Tucker misses 2-pt shot from 20 ft
1:28.0,Defensive rebound by B. Diaw,,110-106,,
1:16.0,Shooting foul by R. Price (drawn by T. Parker),,110-106,,
1:16.0,T. Parker misses free throw 1 of 2,,110-106,,
1:16.0,Offensive rebound by Team,,110-106,,
1:16.0,T. Parker makes free throw 2 of 2,1,111-106,,
1:09.0,,,111-106,,M. Teletovic misses 3-pt shot from 26 ft
1:09.0,Defensive rebound by L. Aldridge,,111-106,,
1:03.0,T. Parker makes 2-pt shot from 2 ft,2,113-106,,
1:01.0,,,113-106,,Phoenix full timeout
0:51.0,,,113-106,,R. Price misses 2-pt shot from 1 ft
0:50.0,Defensive rebound by T. Parker,,113-106,,
0:49.0,,,113-106,,Personal foul by D. Booker (drawn by T. Parker)
0:49.0,T. Parker misses free throw 1 of 2,,113-106,,
0:49.0,Offensive rebound by Team,,113-106,,
0:49.0,T. Parker makes free throw 2 of 2,1,114-106,,
0:49.0,,,114-106,,Phoenix full timeout
0:49.0,,,114-106,,J. Leuer enters the game for A. Len
0:43.0,,,114-106,,D. Booker misses 2-pt shot from 2 ft
0:42.0,Defensive rebound by D. Green,,114-106,,
0:40.0,,,114-106,,Personal foul by D. Booker (drawn by D. Green)
0:40.0,D. Green misses free throw 1 of 2,,114-106,,
0:40.0,Offensive rebound by Team,,114-106,,
0:40.0,K. Anderson enters the game for T. Parker,,114-106,,
0:40.0,J. Simmons enters the game for L. Aldridge,,114-106,,
0:40.0,D. Green misses free throw 2 of 2,,114-106,,
0:40.0,,,114-106,,Defensive rebound by M. Teletovic
0:35.0,,,114-108,2,R. Price makes 2-pt shot at rim
0:31.0,,,114-108,,Personal foul by P. Tucker (drawn by J. Simmons)
0:31.0,J. Simmons makes free throw 1 of 2,1,115-108,,
0:31.0,J. Simmons misses free throw 2 of 2,,115-108,,
0:30.0,,,115-108,,Defensive rebound by J. Leuer
0:22.0,,,115-108,,M. Teletovic misses 2-pt shot from 16 ft
0:21.0,Defensive rebound by D. Green,,115-108,,
0:20.0,,,115-108,,Personal foul by R. Price (drawn by D. Green)
0:20.0,,,115-108,,P. Pressey enters the game for R. Price
0:20.0,D. Green makes free throw 1 of 2,1,116-108,,
0:20.0,R. McCallum enters the game for B. Diaw,,116-108,,
0:20.0,D. Green makes free throw 2 of 2,1,117-108,,
0:14.0,,,117-111,3,D. Booker makes 3-pt shot from 25 ft (assist by P. Pressey)
0:10.0,,,117-111,,Personal take foul by M. Teletovic (drawn by K. Anderson)
0:10.0,K. Anderson makes free throw 1 of 2,1,118-111,,
0:10.0,K. Anderson misses free throw 2 of 2,,118-111,,
0:10.0,Offensive rebound by K. Anderson,,118-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
