time,Charlotte,pts.away,score,pts.home,Atlanta
9:46.0,,,12-30,,P. Millsap misses 2-pt shot from 14 ft
9:45.0,Defensive rebound by N. Batum,,12-30,,
9:27.0,A. Jefferson misses 2-pt shot from 10 ft,,12-30,,
9:26.0,Offensive rebound by A. Jefferson,,12-30,,
9:25.0,A. Jefferson misses 2-pt shot at rim,,12-30,,
9:23.0,,,12-30,,Defensive rebound by P. Millsap
9:11.0,,,12-32,2,M. Scott makes 2-pt shot at rim (assist by D. Schroder)
9:04.0,Charlotte full timeout,,12-32,,
9:04.0,K. Walker enters the game for A. Jefferson,,12-32,,
9:04.0,C. Zeller enters the game for J. Lin,,12-32,,
8:56.0,N. Batum misses 3-pt shot from 24 ft,,12-32,,
8:55.0,,,12-32,,Defensive rebound by P. Millsap
8:43.0,,,12-34,2,T. Hardaway makes 2-pt shot from 21 ft (assist by M. Scott)
8:28.0,Turnover by F. Kaminsky (lost ball; steal by T. Sefolosha),,12-34,,
8:06.0,,,12-36,2,P. Millsap makes 2-pt shot at rim (assist by D. Schroder)
7:53.0,J. Lamb makes 2-pt shot from 1 ft,2,14-36,,
7:29.0,,,14-36,,J. Teague enters the game for D. Schroder
7:29.0,,,14-36,,K. Bazemore enters the game for T. Sefolosha
7:26.0,,,14-36,,J. Teague misses 2-pt shot from 15 ft
7:23.0,Defensive rebound by J. Lamb,,14-36,,
7:15.0,F. Kaminsky misses 3-pt shot from 24 ft,,14-36,,
7:14.0,,,14-36,,Defensive rebound by P. Millsap
7:01.0,,,14-36,,Turnover by P. Millsap (bad pass)
7:01.0,,,14-36,,A. Horford enters the game for M. Scott
7:01.0,,,14-36,,K. Korver enters the game for T. Hardaway
6:46.0,J. Lamb makes 3-pt shot from 23 ft (assist by K. Walker),3,17-36,,
6:35.0,Personal foul by J. Lamb (drawn by P. Millsap),,17-36,,
6:25.0,,,17-36,,K. Korver misses 3-pt shot from 24 ft
6:25.0,,,17-36,,Offensive rebound by Team
6:25.0,Loose ball foul by F. Kaminsky (drawn by A. Horford),,17-36,,
6:15.0,,,17-38,2,A. Horford makes 2-pt shot at rim (assist by J. Teague)
5:54.0,K. Walker misses 3-pt shot from 24 ft,,17-38,,
5:53.0,,,17-38,,Defensive rebound by K. Korver
5:39.0,,,17-38,,Turnover by A. Horford (bad pass; steal by J. Lamb)
5:30.0,C. Zeller misses 2-pt shot at rim,,17-38,,
5:28.0,Offensive rebound by C. Zeller,,17-38,,
5:27.0,C. Zeller makes 2-pt shot at rim,2,19-38,,
5:02.0,,,19-38,,P. Millsap misses 2-pt shot at rim
5:00.0,Defensive rebound by C. Zeller,,19-38,,
4:57.0,Shooting foul by A. Horford (drawn by C. Zeller),,19-38,,
4:57.0,Official timeout,,19-38,,
4:57.0,,,19-38,,M. Muscala enters the game for A. Horford
4:57.0,M. Williams enters the game for F. Kaminsky,,19-38,,
4:57.0,C. Zeller makes free throw 1 of 2,1,20-38,,
4:57.0,C. Zeller makes free throw 2 of 2,1,21-38,,
4:44.0,,,21-38,,M. Muscala misses 2-pt shot from 9 ft
4:41.0,Defensive rebound by C. Zeller,,21-38,,
4:38.0,Shooting foul by P. Millsap (drawn by K. Walker),,21-38,,
4:38.0,K. Walker makes free throw 1 of 2,1,22-38,,
4:38.0,K. Walker makes free throw 2 of 2,1,23-38,,
4:24.0,,,23-41,3,K. Bazemore makes 3-pt shot from 23 ft (assist by K. Korver)
3:59.0,K. Walker misses 2-pt shot from 11 ft,,23-41,,
3:58.0,Offensive rebound by K. Walker,,23-41,,
3:55.0,J. Lamb misses 3-pt shot from 24 ft,,23-41,,
3:54.0,,,23-41,,Defensive rebound by K. Bazemore
3:36.0,,,23-44,3,P. Millsap makes 3-pt shot from 25 ft (assist by J. Teague)
3:17.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,26-44,,
2:48.0,,,26-44,,Turnover by Team (shot clock)
2:30.0,M. Williams makes 3-pt shot from 24 ft (assist by K. Walker),3,29-44,,
2:21.0,,,29-44,,Atlanta full timeout
2:21.0,C. Lee enters the game for J. Lamb,,29-44,,
2:21.0,,,29-44,,M. Scott enters the game for M. Muscala
2:13.0,,,29-44,,K. Bazemore misses 2-pt shot from 8 ft
2:12.0,Defensive rebound by M. Williams,,29-44,,
1:57.0,Turnover by C. Zeller (offensive goaltending),,29-44,,
1:43.0,,,29-44,,M. Scott misses 2-pt shot from 17 ft
1:42.0,Defensive rebound by C. Lee,,29-44,,
1:33.0,M. Williams makes 3-pt shot from 25 ft (assist by C. Lee),3,32-44,,
1:25.0,,,32-44,,Offensive charge foul by J. Teague
1:25.0,,,32-44,,Turnover by J. Teague (offensive foul)
1:25.0,,,32-44,,M. Muscala enters the game for P. Millsap
1:11.0,M. Williams misses 2-pt shot from 1 ft,,32-44,,
1:07.0,,,32-44,,Defensive rebound by K. Korver
1:01.0,,,32-46,2,K. Bazemore makes 2-pt shot from 1 ft
0:38.0,M. Williams misses 2-pt shot from 17 ft (block by M. Muscala),,32-46,,
0:37.0,,,32-46,,Defensive rebound by M. Muscala
0:27.0,,,32-46,,Atlanta full timeout
0:27.0,,,32-46,,P. Millsap enters the game for M. Muscala
0:27.0,,,32-46,,Turnover by Team (5 sec inbounds)
0:27.0,,,32-46,,M. Muscala enters the game for P. Millsap
0:27.0,,,32-46,,T. Sefolosha enters the game for J. Teague
0:27.0,,,32-46,,T. Hardaway enters the game for K. Korver
0:03.0,K. Walker misses 3-pt shot from 24 ft,,32-46,,
0:01.0,Offensive rebound by M. Williams,,32-46,,
0:00.0,M. Williams misses 2-pt shot at rim (block by T. Hardaway),,32-46,,
0:00.0,Offensive rebound by Team,,32-46,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,Shooting foul by P. Millsap (drawn by C. Zeller),,32-46,,
11:45.0,C. Zeller makes free throw 1 of 2,1,33-46,,
11:45.0,C. Zeller makes free throw 2 of 2,1,34-46,,
11:26.0,,,34-46,,A. Horford misses 2-pt shot from 15 ft
11:24.0,Defensive rebound by N. Batum,,34-46,,
11:18.0,N. Batum makes 2-pt shot from 19 ft,2,36-46,,
11:05.0,,,36-46,,A. Horford misses 2-pt shot from 7 ft
11:00.0,,,36-46,,Offensive rebound by P. Millsap
10:56.0,,,36-48,2,P. Millsap makes 2-pt shot from 11 ft
10:43.0,K. Walker makes 2-pt shot from 11 ft,2,38-48,,
10:29.0,,,38-48,,A. Horford misses 3-pt shot from 24 ft
10:28.0,Defensive rebound by K. Walker,,38-48,,
10:19.0,Shooting foul by K. Bazemore (drawn by K. Walker),,38-48,,
10:19.0,K. Walker makes free throw 1 of 2,1,39-48,,
10:19.0,K. Walker misses free throw 2 of 2,,39-48,,
10:17.0,,,39-48,,Defensive rebound by A. Horford
10:05.0,,,39-48,,P. Millsap misses 2-pt shot from 10 ft
10:04.0,Defensive rebound by M. Williams,,39-48,,
9:54.0,M. Williams makes 2-pt shot from 11 ft (assist by N. Batum),2,41-48,,
9:53.0,,,41-48,,Atlanta full timeout
9:42.0,,,41-48,,Turnover by K. Korver (lost ball; steal by C. Zeller)
9:28.0,C. Lee makes 2-pt shot at rim (assist by M. Williams),2,43-48,,
9:05.0,Personal foul by K. Walker (drawn by J. Teague),,43-48,,
8:56.0,,,43-51,3,J. Teague makes 3-pt shot from 24 ft (assist by P. Millsap)
8:26.0,K. Walker misses 2-pt shot from 21 ft,,43-51,,
8:25.0,,,43-51,,Defensive rebound by K. Bazemore
8:11.0,,,43-53,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
7:45.0,K. Walker misses 2-pt shot from 2 ft,,43-53,,
7:44.0,,,43-53,,Defensive rebound by A. Horford
7:43.0,,,43-53,,Turnover by J. Teague (lost ball; steal by C. Lee)
7:33.0,C. Lee misses 3-pt shot from 24 ft,,43-53,,
7:31.0,,,43-53,,Defensive rebound by A. Horford
7:21.0,,,43-55,2,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague)
7:21.0,Charlotte full timeout,,43-55,,
7:21.0,,,43-55,,T. Hardaway enters the game for K. Korver
7:07.0,N. Batum misses 3-pt shot from 25 ft,,43-55,,
7:06.0,,,43-55,,Defensive rebound by J. Teague
6:56.0,,,43-55,,T. Hardaway misses 3-pt shot from 23 ft
6:55.0,Defensive rebound by C. Zeller,,43-55,,
6:38.0,Turnover by C. Zeller (back court),,43-55,,
6:28.0,Personal block foul by C. Zeller (drawn by J. Teague),,43-55,,
6:28.0,A. Jefferson enters the game for C. Zeller,,43-55,,
6:15.0,,,43-55,,A. Horford misses 2-pt shot from 19 ft
6:13.0,Defensive rebound by A. Jefferson,,43-55,,
6:02.0,M. Williams misses 3-pt shot from 23 ft,,43-55,,
6:01.0,Offensive rebound by C. Lee,,43-55,,
5:57.0,K. Walker misses 3-pt shot from 24 ft,,43-55,,
5:55.0,,,43-55,,Defensive rebound by A. Horford
5:49.0,,,43-57,2,T. Hardaway makes 2-pt shot at rim (assist by A. Horford)
5:35.0,,,43-57,,Personal foul by J. Teague (drawn by N. Batum)
5:35.0,,,43-57,,M. Scott enters the game for P. Millsap
5:25.0,M. Williams misses 3-pt shot from 22 ft,,43-57,,
5:24.0,,,43-57,,Defensive rebound by J. Teague
5:16.0,,,43-60,3,J. Teague makes 3-pt shot from 24 ft
4:53.0,C. Lee makes 3-pt shot from 23 ft (assist by A. Jefferson),3,46-60,,
4:37.0,,,46-60,,A. Horford misses 3-pt shot from 24 ft
4:36.0,Defensive rebound by N. Batum,,46-60,,
4:29.0,Turnover by N. Batum (bad pass; steal by J. Teague),,46-60,,
4:24.0,,,46-62,2,J. Teague makes 2-pt shot from 1 ft
3:55.0,C. Lee makes 2-pt shot from 18 ft,2,48-62,,
3:44.0,,,48-62,,J. Teague misses 2-pt shot from 17 ft
3:42.0,Defensive rebound by M. Williams,,48-62,,
3:24.0,A. Jefferson makes 2-pt shot from 8 ft (assist by K. Walker),2,50-62,,
3:08.0,,,50-62,,M. Scott misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by C. Lee,,50-62,,
2:53.0,M. Williams misses 3-pt shot from 23 ft,,50-62,,
2:51.0,,,50-62,,Defensive rebound by J. Teague
2:45.0,,,50-64,2,T. Hardaway makes 2-pt shot from 18 ft (assist by K. Bazemore)
2:20.0,M. Williams makes 3-pt shot from 22 ft (assist by C. Lee),3,53-64,,
1:58.0,,,53-64,,K. Bazemore misses 2-pt shot from 5 ft
1:57.0,Defensive rebound by M. Williams,,53-64,,
1:52.0,A. Jefferson misses 2-pt shot at rim (block by M. Scott),,53-64,,
1:49.0,Offensive rebound by A. Jefferson,,53-64,,
1:48.0,A. Jefferson misses 2-pt shot from 2 ft (block by A. Horford),,53-64,,
1:48.0,,,53-64,,Defensive rebound by T. Hardaway
1:48.0,,,53-64,,T. Sefolosha enters the game for K. Bazemore
1:48.0,,,53-64,,M. Muscala enters the game for A. Horford
1:48.0,,,53-64,,D. Schroder enters the game for J. Teague
1:48.0,J. Lamb enters the game for N. Batum,,53-64,,
1:48.0,J. Lin enters the game for C. Lee,,53-64,,
1:44.0,,,53-64,,T. Hardaway misses 2-pt shot from 15 ft
1:41.0,Defensive rebound by A. Jefferson,,53-64,,
1:19.0,M. Williams misses 2-pt shot from 17 ft,,53-64,,
1:17.0,,,53-64,,Defensive rebound by T. Sefolosha
1:14.0,,,53-64,,T. Hardaway misses 2-pt shot from 2 ft (block by J. Lamb)
1:14.0,,,53-64,,Offensive rebound by Team
1:11.0,,,53-66,2,M. Muscala makes 2-pt shot from 18 ft (assist by T. Hardaway)
0:41.0,A. Jefferson makes 2-pt shot from 3 ft (assist by J. Lin),2,55-66,,
0:33.0,,,55-68,2,D. Schroder makes 2-pt shot from 17 ft
0:16.0,M. Williams makes 2-pt shot from 10 ft (assist by A. Jefferson),2,57-68,,
0:01.0,,,57-68,,M. Muscala misses 2-pt shot from 7 ft
0:00.0,Defensive rebound by A. Jefferson,,57-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,57-68,,D. Schroder misses 3-pt shot from 24 ft
11:40.0,Defensive rebound by K. Walker,,57-68,,
11:23.0,,,57-68,,Personal foul by D. Schroder (drawn by J. Lamb)
11:16.0,,,57-68,,Personal foul by T. Hardaway (drawn by J. Lin)
11:16.0,,,57-68,,K. Korver enters the game for T. Hardaway
11:00.0,J. Lamb misses 2-pt shot from 19 ft,,57-68,,
10:59.0,,,57-68,,Defensive rebound by D. Schroder
10:55.0,,,57-68,,D. Schroder misses 2-pt shot from 3 ft (block by K. Walker)
10:55.0,,,57-68,,Offensive rebound by Team
10:46.0,,,57-70,2,K. Korver makes 2-pt shot from 13 ft (assist by M. Muscala)
10:33.0,J. Lamb misses 3-pt shot from 24 ft,,57-70,,
10:32.0,,,57-70,,Defensive rebound by D. Schroder
10:26.0,,,57-70,,Offensive foul by M. Scott
10:26.0,,,57-70,,Turnover by M. Scott (offensive foul)
10:10.0,J. Lamb misses 2-pt shot from 2 ft,,57-70,,
10:09.0,,,57-70,,Defensive rebound by M. Muscala
10:00.0,,,57-70,,Turnover by M. Muscala (bad pass)
9:51.0,K. Walker makes 2-pt shot from 1 ft,2,59-70,,
9:33.0,Personal foul by A. Jefferson (drawn by M. Muscala),,59-70,,
9:33.0,,,59-70,,A. Horford enters the game for M. Scott
9:33.0,,,59-70,,P. Millsap enters the game for M. Muscala
9:26.0,,,59-70,,K. Korver misses 3-pt shot from 24 ft
9:25.0,Defensive rebound by A. Jefferson,,59-70,,
9:11.0,J. Lin makes 2-pt shot from 2 ft (assist by F. Kaminsky),2,61-70,,
9:11.0,Shooting foul by P. Millsap (drawn by J. Lin),,61-70,,
9:11.0,N. Batum enters the game for K. Walker,,61-70,,
9:11.0,J. Lin makes free throw 1 of 1,1,62-70,,
9:01.0,,,62-70,,D. Schroder misses 2-pt shot from 1 ft (block by J. Lin)
8:58.0,Defensive rebound by F. Kaminsky,,62-70,,
8:43.0,J. Lin makes 2-pt shot from 16 ft,2,64-70,,
8:20.0,,,64-70,,Turnover by T. Sefolosha (lost ball)
8:20.0,Official timeout,,64-70,,
8:20.0,,,64-70,,J. Teague enters the game for K. Korver
8:20.0,,,64-70,,K. Bazemore enters the game for D. Schroder
8:00.0,F. Kaminsky makes 2-pt shot from 8 ft (assist by J. Lamb),2,66-70,,
7:37.0,,,66-70,,Turnover by K. Bazemore (bad pass; steal by F. Kaminsky)
7:22.0,J. Lamb makes 2-pt shot from 1 ft,2,68-70,,
7:05.0,Personal foul by J. Lin (drawn by J. Teague),,68-70,,
7:05.0,,,68-70,,T. Hardaway enters the game for T. Sefolosha
7:05.0,,,68-70,,M. Scott enters the game for P. Millsap
6:55.0,,,68-72,2,T. Hardaway makes 2-pt shot from 9 ft (assist by J. Teague)
6:36.0,A. Jefferson makes 2-pt shot from 18 ft (assist by J. Lamb),2,70-72,,
6:18.0,,,70-75,3,K. Bazemore makes 3-pt shot from 23 ft (assist by A. Horford)
5:58.0,F. Kaminsky misses 3-pt shot from 23 ft,,70-75,,
5:56.0,,,70-75,,Defensive rebound by K. Bazemore
5:51.0,,,70-77,2,M. Scott makes 2-pt shot from 1 ft (assist by K. Bazemore)
5:43.0,Charlotte full timeout,,70-77,,
5:43.0,K. Walker enters the game for F. Kaminsky,,70-77,,
5:43.0,M. Williams enters the game for J. Lamb,,70-77,,
5:35.0,,,70-77,,Personal foul by T. Hardaway (drawn by J. Lin)
5:21.0,A. Jefferson misses 2-pt shot from 14 ft,,70-77,,
5:21.0,Offensive rebound by Team,,70-77,,
5:21.0,Turnover by Team (shot clock),,70-77,,
5:09.0,,,70-77,,J. Teague misses 2-pt shot from 15 ft
5:07.0,Defensive rebound by M. Williams,,70-77,,
4:55.0,A. Jefferson misses 2-pt shot at rim,,70-77,,
4:53.0,,,70-77,,Defensive rebound by K. Bazemore
4:46.0,,,70-77,,A. Horford misses 2-pt shot from 18 ft
4:44.0,Defensive rebound by Team,,70-77,,
4:44.0,C. Zeller enters the game for A. Jefferson,,70-77,,
4:27.0,,,70-77,,Violation by A. Horford (def goaltending)
4:27.0,J. Lin makes 2-pt shot from 1 ft,2,72-77,,
4:09.0,,,72-77,,A. Horford misses 2-pt shot from 1 ft
4:06.0,,,72-77,,Offensive rebound by K. Bazemore
4:06.0,,,72-79,2,K. Bazemore makes 2-pt shot at rim
4:01.0,Charlotte full timeout,,72-79,,
3:53.0,N. Batum misses 3-pt shot from 25 ft,,72-79,,
3:52.0,Offensive rebound by C. Zeller,,72-79,,
3:38.0,M. Williams misses 2-pt shot from 8 ft,,72-79,,
3:36.0,Offensive rebound by M. Williams,,72-79,,
3:33.0,K. Walker misses 3-pt shot from 24 ft,,72-79,,
3:33.0,Offensive rebound by Team,,72-79,,
3:33.0,,,72-79,,Loose ball foul by K. Bazemore (drawn by C. Zeller)
3:33.0,C. Zeller misses free throw 1 of 2,,72-79,,
3:33.0,Offensive rebound by Team,,72-79,,
3:33.0,C. Zeller misses free throw 2 of 2,,72-79,,
3:29.0,,,72-79,,Defensive rebound by A. Horford
3:23.0,,,72-79,,Atlanta full timeout
3:14.0,,,72-79,,A. Horford misses 2-pt shot at rim (block by N. Batum)
3:12.0,,,72-79,,Offensive rebound by A. Horford
3:11.0,,,72-79,,A. Horford misses 2-pt shot from 1 ft
3:09.0,,,72-79,,Offensive rebound by A. Horford
3:07.0,,,72-79,,Shooting foul by C. Zeller (drawn by M. Scott)
3:07.0,,,72-80,1,M. Scott makes free throw 1 of 2
3:07.0,,,72-80,,M. Scott misses free throw 2 of 2
3:05.0,Defensive rebound by K. Walker,,72-80,,
2:53.0,Turnover by J. Lin (lost ball; steal by T. Hardaway),,72-80,,
2:35.0,,,72-83,3,A. Horford makes 3-pt shot from 24 ft (assist by K. Bazemore)
2:20.0,,,72-83,,Violation by A. Horford (kicked ball)
2:12.0,J. Lin misses 3-pt shot from 25 ft,,72-83,,
2:11.0,,,72-83,,Defensive rebound by J. Teague
1:53.0,,,72-85,2,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague)
1:53.0,Charlotte full timeout,,72-85,,
1:53.0,F. Kaminsky enters the game for C. Zeller,,72-85,,
1:37.0,,,72-85,,Personal foul by T. Hardaway (drawn by J. Lin)
1:37.0,J. Lin makes free throw 1 of 2,1,73-85,,
1:37.0,J. Lin makes free throw 2 of 2,1,74-85,,
1:19.0,,,74-87,2,J. Teague makes 2-pt shot from 1 ft
1:05.0,F. Kaminsky makes 2-pt shot from 8 ft,2,76-87,,
0:44.0,Personal foul by J. Lin (drawn by J. Teague),,76-87,,
0:44.0,,,76-87,,M. Muscala enters the game for A. Horford
0:41.0,Jump ball: J. Lin vs. M. Muscala (T. Hardaway gains possession),,,,Jump ball: J. Lin vs. M. Muscala (T. Hardaway gains possession)
0:30.0,,,76-87,,M. Muscala misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by F. Kaminsky,,76-87,,
0:21.0,K. Walker misses 3-pt shot from 25 ft,,76-87,,
0:20.0,,,76-87,,Defensive rebound by M. Scott
0:00.0,End of 4th quarter,,,,End of 4th quarter
