time,Toronto,pts.away,score,pts.home,Brooklyn
6:35.0,,,2-14,,W. Ellington misses 2-pt shot from 2 ft
6:32.0,Defensive rebound by J. Thompson,,2-14,,
6:30.0,Turnover by B. Caboclo (lost ball; steal by S. Larkin),,2-14,,
6:27.0,,,2-16,2,C. McCullough makes 2-pt shot at rim (assist by S. Larkin)
6:10.0,,,2-16,,Personal foul by H. Sims
6:10.0,,,2-16,,R. Hollis-Jefferson enters the game for H. Sims
6:05.0,J. Thompson makes 2-pt shot at rim (assist by D. Wright),2,4-16,,
5:47.0,,,4-18,2,R. Hollis-Jefferson makes 2-pt shot from 1 ft
5:38.0,Turnover by N. Powell (lost ball; steal by B. Bogdanovic),,4-18,,
5:35.0,,,4-20,2,W. Ellington makes 2-pt shot at rim (assist by B. Bogdanovic)
5:34.0,Toronto full timeout,,4-20,,
5:14.0,N. Powell misses 2-pt shot from 20 ft,,4-20,,
5:13.0,,,4-20,,Defensive rebound by R. Hollis-Jefferson
5:12.0,Personal foul by L. Nogueira,,4-20,,
4:59.0,Violation by D. Wright (kicked ball),,4-20,,
4:52.0,,,4-20,,S. Larkin misses 2-pt shot from 2 ft
4:51.0,Defensive rebound by J. Thompson,,4-20,,
4:34.0,,,4-20,,Personal foul by W. Ellington
4:34.0,,,4-20,,S. Kilpatrick enters the game for W. Ellington
4:34.0,,,4-20,,M. Brown enters the game for B. Bogdanovic
4:34.0,T. Ross enters the game for N. Powell,,4-20,,
4:34.0,B. Biyombo enters the game for L. Nogueira,,4-20,,
4:34.0,,,4-20,,H. Sims enters the game for C. McCullough
4:25.0,B. Biyombo misses 2-pt shot from 3 ft (block by H. Sims),,4-20,,
4:24.0,Offensive rebound by Team,,4-20,,
4:20.0,J. Thompson misses 2-pt shot from 17 ft,,4-20,,
4:18.0,,,4-20,,Defensive rebound by S. Larkin
4:10.0,,,4-20,,S. Kilpatrick misses 2-pt shot from 7 ft
4:08.0,Defensive rebound by T. Ross,,4-20,,
3:51.0,Turnover by B. Caboclo (lost ball),,4-20,,
3:38.0,,,4-20,,S. Kilpatrick misses 3-pt shot from 24 ft
3:37.0,Defensive rebound by T. Ross,,4-20,,
3:28.0,Turnover by B. Caboclo (lost ball; steal by S. Kilpatrick),,4-20,,
3:28.0,Personal foul by B. Caboclo,,4-20,,
3:28.0,,,4-20,,D. Sloan enters the game for S. Larkin
3:14.0,,,4-20,,Shooting foul by J. Thompson (drawn by R. Hollis-Jefferson)
3:14.0,,,4-20,,R. Hollis-Jefferson misses free throw 1 of 2
3:14.0,,,4-20,,Offensive rebound by Team
3:14.0,,,4-21,1,R. Hollis-Jefferson makes free throw 2 of 2
2:57.0,T. Ross misses 2-pt shot from 3 ft,,4-21,,
2:55.0,,,4-21,,Defensive rebound by H. Sims
2:49.0,,,4-21,,Turnover by R. Hollis-Jefferson (lost ball)
2:49.0,,,4-21,,Brooklyn full timeout
2:49.0,P. Patterson enters the game for J. Thompson,,4-21,,
2:38.0,Shooting foul by H. Sims (drawn by T. Ross),,4-21,,
2:38.0,T. Ross misses free throw 1 of 2,,4-21,,
2:38.0,Offensive rebound by Team,,4-21,,
2:38.0,,,4-21,,B. Bogdanovic enters the game for H. Sims
2:38.0,T. Ross makes free throw 2 of 2,1,5-21,,
2:19.0,,,5-21,,R. Hollis-Jefferson misses 2-pt shot from 18 ft
2:18.0,Defensive rebound by P. Patterson,,5-21,,
2:14.0,D. Wright makes 2-pt shot from 2 ft,2,7-21,,
1:50.0,,,7-21,,M. Brown misses 3-pt shot from 26 ft
1:49.0,Defensive rebound by T. Ross,,7-21,,
1:37.0,B. Biyombo makes 2-pt shot from 1 ft,2,9-21,,
1:28.0,,,9-21,,D. Sloan misses 3-pt shot from 24 ft (block by B. Biyombo)
1:27.0,Defensive rebound by P. Patterson,,9-21,,
1:15.0,T. Ross makes 3-pt shot from 24 ft (assist by P. Patterson),3,12-21,,
1:08.0,,,12-21,,Brooklyn full timeout
0:56.0,,,12-23,2,S. Kilpatrick makes 2-pt shot from 1 ft (assist by D. Sloan)
0:43.0,T. Ross makes 3-pt shot from 26 ft (assist by B. Caboclo),3,15-23,,
0:33.0,,,15-23,,M. Brown misses 2-pt shot from 1 ft
0:32.0,Defensive rebound by T. Ross,,15-23,,
0:25.0,T. Ross misses 3-pt shot from 24 ft,,15-23,,
0:24.0,Offensive rebound by B. Biyombo,,15-23,,
0:23.0,,,15-23,,Personal foul by R. Hollis-Jefferson
0:23.0,B. Biyombo misses free throw 1 of 2,,15-23,,
0:23.0,Offensive rebound by Team,,15-23,,
0:23.0,B. Biyombo makes free throw 2 of 2,1,16-23,,
0:06.0,,,16-26,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by D. Sloan)
0:01.0,T. Ross misses 3-pt shot from 30 ft,,16-26,,
0:00.0,Offensive rebound by Team,,16-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,T. Ross misses 2-pt shot from 6 ft,,16-26,,
11:35.0,,,16-26,,Defensive rebound by R. Hollis-Jefferson
11:29.0,,,16-28,2,B. Bogdanovic makes 2-pt shot at rim (assist by D. Sloan)
11:07.0,N. Powell makes 2-pt shot from 13 ft,2,18-28,,
10:50.0,,,18-28,,S. Kilpatrick misses 2-pt shot from 22 ft
10:49.0,Defensive rebound by C. Joseph,,18-28,,
10:43.0,N. Powell makes 3-pt shot from 23 ft (assist by C. Joseph),3,21-28,,
10:32.0,,,21-28,,D. Sloan misses 2-pt shot from 2 ft (block by B. Biyombo)
10:30.0,Defensive rebound by C. Joseph,,21-28,,
10:30.0,,,21-28,,Personal foul by B. Bogdanovic
10:30.0,L. Nogueira enters the game for B. Biyombo,,21-28,,
10:15.0,C. Joseph misses 2-pt shot from 14 ft,,21-28,,
10:14.0,,,21-28,,Defensive rebound by R. Hollis-Jefferson
10:06.0,,,21-28,,Shooting foul by N. Powell (drawn by B. Bogdanovic)
10:06.0,,,21-29,1,B. Bogdanovic makes free throw 1 of 2
10:06.0,,,21-29,,B. Bogdanovic misses free throw 2 of 2
10:04.0,Defensive rebound by N. Powell,,21-29,,
9:49.0,T. Ross misses 3-pt shot from 24 ft,,21-29,,
9:49.0,Offensive rebound by P. Patterson,,21-29,,
9:46.0,C. Joseph misses 2-pt shot from 1 ft,,21-29,,
9:45.0,Offensive rebound by C. Joseph,,21-29,,
9:43.0,C. Joseph makes 2-pt shot from 2 ft,2,23-29,,
9:35.0,,,23-29,,Turnover by M. Brown (lost ball; steal by N. Powell)
9:25.0,P. Patterson misses 3-pt shot from 25 ft,,23-29,,
9:24.0,Offensive rebound by L. Nogueira,,23-29,,
9:21.0,C. Joseph misses 3-pt shot from 25 ft,,23-29,,
9:20.0,,,23-29,,Defensive rebound by B. Bogdanovic
9:12.0,,,23-31,2,M. Brown makes 2-pt shot at rim (assist by S. Kilpatrick)
8:43.0,N. Powell makes 3-pt shot from 27 ft,3,26-31,,
8:36.0,Personal foul by N. Powell,,26-31,,
8:36.0,Official timeout,,26-31,,
8:18.0,,,26-34,3,B. Bogdanovic makes 3-pt shot from 22 ft (assist by S. Kilpatrick)
8:04.0,L. Nogueira makes 2-pt shot at rim (assist by C. Joseph),2,28-34,,
7:50.0,,,28-34,,M. Brown misses 2-pt shot from 4 ft (block by L. Nogueira)
7:49.0,Defensive rebound by N. Powell,,28-34,,
7:48.0,,,28-34,,Personal foul by D. Sloan
7:34.0,P. Patterson misses 3-pt shot from 23 ft,,28-34,,
7:33.0,Offensive rebound by L. Nogueira,,28-34,,
7:29.0,P. Patterson makes 2-pt shot from 3 ft (assist by L. Nogueira),2,30-34,,
7:08.0,,,30-37,3,B. Bogdanovic makes 3-pt shot from 30 ft (assist by D. Sloan)
6:53.0,Turnover by C. Joseph (lost ball; steal by R. Hollis-Jefferson),,30-37,,
6:50.0,Personal foul by L. Nogueira,,30-37,,
6:49.0,,,30-37,,C. McCullough enters the game for R. Hollis-Jefferson
6:49.0,D. Wright enters the game for T. Ross,,30-37,,
6:37.0,,,30-37,,S. Kilpatrick misses 2-pt shot from 18 ft
6:35.0,Defensive rebound by N. Powell,,30-37,,
6:23.0,Shooting foul by M. Brown (drawn by D. Wright),,30-37,,
6:23.0,D. Wright makes free throw 1 of 2,1,31-37,,
6:23.0,D. Wright makes free throw 2 of 2,1,32-37,,
6:11.0,,,32-37,,D. Sloan misses 2-pt shot from 17 ft
6:09.0,Defensive rebound by C. Joseph,,32-37,,
6:00.0,N. Powell makes 3-pt shot from 23 ft (assist by C. Joseph),3,35-37,,
6:00.0,,,35-37,,Brooklyn full timeout
6:00.0,,,35-37,,S. Larkin enters the game for D. Sloan
6:00.0,B. Caboclo enters the game for P. Patterson,,35-37,,
5:45.0,,,35-37,,M. Brown misses 2-pt shot from 16 ft
5:44.0,Defensive rebound by L. Nogueira,,35-37,,
5:31.0,Shooting foul by B. Bogdanovic (drawn by C. Joseph),,35-37,,
5:31.0,C. Joseph misses free throw 1 of 2,,35-37,,
5:31.0,Offensive rebound by Team,,35-37,,
5:31.0,C. Joseph misses free throw 2 of 2,,35-37,,
5:30.0,,,35-37,,Defensive rebound by S. Kilpatrick
5:21.0,,,35-37,,Turnover by S. Larkin (lost ball; steal by C. Joseph)
5:15.0,N. Powell makes 3-pt shot from 24 ft (assist by D. Wright),3,38-37,,
4:47.0,,,38-40,3,B. Bogdanovic makes 3-pt shot from 27 ft
4:26.0,B. Caboclo misses 3-pt shot from 22 ft,,38-40,,
4:25.0,,,38-40,,Defensive rebound by M. Brown
4:11.0,,,38-40,,Turnover by B. Bogdanovic (traveling)
4:11.0,,,38-40,,W. Ellington enters the game for S. Kilpatrick
4:11.0,,,38-40,,H. Sims enters the game for M. Brown
3:57.0,B. Caboclo makes 3-pt shot from 24 ft (assist by N. Powell),3,41-40,,
3:40.0,,,41-42,2,C. McCullough makes 2-pt shot from 20 ft (assist by S. Larkin)
3:24.0,N. Powell makes 2-pt shot from 2 ft,2,43-42,,
3:06.0,,,43-44,2,H. Sims makes 2-pt shot from 16 ft (assist by W. Ellington)
2:47.0,Turnover by L. Nogueira (lost ball; steal by C. McCullough),,43-44,,
2:40.0,,,43-44,,C. McCullough misses 3-pt shot from 25 ft
2:38.0,Defensive rebound by D. Wright,,43-44,,
2:35.0,Toronto full timeout,,43-44,,
2:35.0,T. Ross enters the game for N. Powell,,43-44,,
2:21.0,D. Wright makes 2-pt shot from 2 ft,2,45-44,,
2:03.0,,,45-44,,W. Ellington misses 3-pt shot from 27 ft
2:02.0,Defensive rebound by Team,,45-44,,
1:40.0,T. Ross makes 2-pt shot from 10 ft,2,47-44,,
1:33.0,Personal foul by T. Ross,,47-44,,
1:19.0,,,47-47,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by W. Ellington)
1:00.0,Turnover by C. Joseph (lost ball; steal by C. McCullough),,47-47,,
0:58.0,,,47-47,,Turnover by C. McCullough (lost ball; steal by C. Joseph)
0:52.0,D. Wright makes 2-pt shot from 2 ft,2,49-47,,
0:37.0,,,49-47,,S. Larkin misses 2-pt shot from 12 ft (block by D. Wright)
0:35.0,Defensive rebound by C. Joseph,,49-47,,
0:29.0,B. Caboclo misses 3-pt shot from 24 ft,,49-47,,
0:27.0,,,49-47,,Defensive rebound by B. Bogdanovic
0:07.0,,,49-47,,B. Bogdanovic misses 2-pt shot from 4 ft
0:05.0,Defensive rebound by Team,,49-47,,
0:05.0,,,49-47,,M. Brown enters the game for H. Sims
0:05.0,,,49-47,,D. Sloan enters the game for C. McCullough
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,N. Powell makes 2-pt shot at rim (assist by L. Nogueira),2,51-47,,
11:24.0,,,51-47,,Turnover by B. Bogdanovic (lost ball; steal by L. Nogueira)
11:19.0,N. Powell makes 2-pt shot from 2 ft,2,53-47,,
11:19.0,,,53-47,,Brooklyn full timeout
11:06.0,,,53-47,,Turnover by B. Bogdanovic (bad pass)
10:47.0,J. Thompson makes 3-pt shot from 24 ft (assist by D. Wright),3,56-47,,
10:38.0,,,56-49,2,S. Larkin makes 2-pt shot from 2 ft
10:38.0,,,56-49,,Shooting foul by J. Thompson (drawn by S. Larkin)
10:38.0,,,56-49,,S. Larkin misses free throw 1 of 1
10:37.0,Defensive rebound by L. Nogueira,,56-49,,
10:29.0,D. Wright makes 2-pt shot at rim,2,58-49,,
10:04.0,,,58-49,,B. Bogdanovic misses 3-pt shot from 26 ft
10:03.0,Defensive rebound by N. Powell,,58-49,,
9:53.0,J. Thompson misses 3-pt shot from 24 ft,,58-49,,
9:52.0,Offensive rebound by N. Powell,,58-49,,
9:47.0,D. Wright misses 2-pt shot from 7 ft,,58-49,,
9:46.0,,,58-49,,Defensive rebound by Team
9:34.0,,,58-49,,W. Ellington misses 2-pt shot from 21 ft
9:33.0,Defensive rebound by Team,,58-49,,
9:17.0,B. Caboclo misses 2-pt shot from 8 ft (block by H. Sims),,58-49,,
9:16.0,Offensive rebound by B. Caboclo,,58-49,,
9:12.0,D. Wright misses 3-pt shot from 25 ft,,58-49,,
9:11.0,,,58-49,,Defensive rebound by C. McCullough
9:05.0,,,58-51,2,S. Larkin makes 2-pt shot from 2 ft (assist by C. McCullough)
8:41.0,N. Powell misses 2-pt shot from 22 ft,,58-51,,
8:40.0,,,58-51,,Defensive rebound by H. Sims
8:33.0,,,58-51,,W. Ellington misses 2-pt shot from 2 ft
8:31.0,Defensive rebound by N. Powell,,58-51,,
8:23.0,L. Nogueira misses 3-pt shot from 25 ft,,58-51,,
8:22.0,,,58-51,,Defensive rebound by B. Bogdanovic
8:09.0,,,58-51,,B. Bogdanovic misses 2-pt shot from 1 ft
8:08.0,Defensive rebound by D. Wright,,58-51,,
7:43.0,B. Caboclo misses 3-pt shot from 22 ft,,58-51,,
7:42.0,,,58-51,,Defensive rebound by C. McCullough
7:32.0,,,58-51,,C. McCullough misses 3-pt shot from 25 ft
7:31.0,Defensive rebound by N. Powell,,58-51,,
7:26.0,J. Thompson misses 2-pt shot from 2 ft,,58-51,,
7:25.0,Offensive rebound by J. Thompson,,58-51,,
7:23.0,J. Thompson makes 2-pt shot from 1 ft,2,60-51,,
7:10.0,,,60-51,,H. Sims misses 2-pt shot from 18 ft
7:09.0,Defensive rebound by N. Powell,,60-51,,
7:03.0,J. Thompson makes 2-pt shot from 1 ft (assist by N. Powell),2,62-51,,
7:03.0,,,62-51,,Brooklyn full timeout
7:03.0,,,62-51,,M. Brown enters the game for B. Bogdanovic
7:03.0,,,62-51,,R. Hollis-Jefferson enters the game for C. McCullough
7:03.0,,,62-51,,S. Kilpatrick enters the game for W. Ellington
6:49.0,,,62-51,,R. Hollis-Jefferson misses 2-pt shot from 3 ft
6:47.0,Defensive rebound by J. Thompson,,62-51,,
6:29.0,L. Nogueira makes 2-pt shot from 3 ft (assist by N. Powell),2,64-51,,
6:08.0,,,64-51,,S. Kilpatrick misses 3-pt shot from 24 ft
6:07.0,Defensive rebound by L. Nogueira,,64-51,,
5:48.0,N. Powell makes 3-pt shot from 22 ft (assist by D. Wright),3,67-51,,
5:34.0,,,67-51,,M. Brown misses 2-pt shot from 5 ft
5:33.0,Defensive rebound by D. Wright,,67-51,,
5:22.0,D. Wright misses 2-pt shot from 2 ft,,67-51,,
5:21.0,,,67-51,,Defensive rebound by S. Kilpatrick
5:12.0,,,67-53,2,H. Sims makes 2-pt shot from 1 ft (assist by S. Kilpatrick)
4:50.0,J. Thompson misses 2-pt shot from 4 ft,,67-53,,
4:49.0,Offensive rebound by J. Thompson,,67-53,,
4:48.0,J. Thompson makes 2-pt shot at rim,2,69-53,,
4:29.0,,,69-53,,S. Kilpatrick misses 2-pt shot from 2 ft (block by J. Thompson)
4:28.0,,,69-53,,Offensive rebound by Team
4:28.0,,,69-53,,D. Sloan enters the game for S. Larkin
4:22.0,,,69-55,2,R. Hollis-Jefferson makes 2-pt shot from 15 ft
4:16.0,Toronto full timeout,,69-55,,
4:16.0,T. Ross enters the game for N. Powell,,69-55,,
4:01.0,T. Ross makes 3-pt shot from 22 ft (assist by D. Wright),3,72-55,,
3:49.0,,,72-55,,M. Brown misses 3-pt shot from 25 ft
3:48.0,,,72-55,,Offensive rebound by H. Sims
3:44.0,,,72-57,2,R. Hollis-Jefferson makes 2-pt shot at rim (assist by D. Sloan)
3:25.0,Shooting foul by D. Sloan (drawn by J. Thompson),,72-57,,
3:25.0,J. Thompson makes free throw 1 of 2,1,73-57,,
3:25.0,J. Thompson misses free throw 2 of 2,,73-57,,
3:24.0,,,73-57,,Defensive rebound by M. Brown
3:12.0,,,73-57,,H. Sims misses 2-pt shot from 6 ft
3:10.0,Defensive rebound by J. Thompson,,73-57,,
2:57.0,T. Ross misses 3-pt shot from 25 ft,,73-57,,
2:56.0,Offensive rebound by D. Wright,,73-57,,
2:39.0,B. Caboclo misses 2-pt shot from 20 ft,,73-57,,
2:38.0,,,73-57,,Defensive rebound by M. Brown
2:32.0,,,73-60,3,S. Kilpatrick makes 3-pt shot from 22 ft (assist by D. Sloan)
2:12.0,L. Nogueira makes 2-pt shot from 2 ft (assist by T. Ross),2,75-60,,
1:59.0,,,75-62,2,M. Brown makes 2-pt shot at rim (assist by H. Sims)
1:40.0,J. Thompson misses 3-pt shot from 25 ft,,75-62,,
1:39.0,,,75-62,,Defensive rebound by D. Sloan
1:30.0,,,75-62,,S. Kilpatrick misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by T. Ross,,75-62,,
1:11.0,T. Ross makes 3-pt shot from 23 ft (assist by D. Wright),3,78-62,,
1:00.0,,,78-64,2,D. Sloan makes 2-pt shot from 2 ft
0:40.0,T. Ross misses 3-pt shot from 23 ft (block by M. Brown),,78-64,,
0:39.0,Offensive rebound by T. Ross,,78-64,,
0:38.0,B. Biyombo enters the game for L. Nogueira,,78-64,,
0:38.0,P. Patterson enters the game for J. Thompson,,78-64,,
0:38.0,,,78-64,,B. Bogdanovic enters the game for H. Sims
0:33.0,T. Ross misses 3-pt shot from 24 ft,,78-64,,
0:32.0,Offensive rebound by B. Biyombo,,78-64,,
0:24.0,D. Wright misses 2-pt shot from 3 ft (block by R. Hollis-Jefferson),,78-64,,
0:22.0,,,78-64,,Defensive rebound by M. Brown
0:20.0,,,78-66,2,B. Bogdanovic makes 2-pt shot at rim (assist by D. Sloan)
0:04.0,,,78-66,,Personal foul by S. Kilpatrick
0:01.0,D. Wright misses 3-pt shot from 27 ft (block by R. Hollis-Jefferson),,78-66,,
0:00.0,Offensive rebound by Team,,78-66,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,78-69,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by D. Sloan)
11:30.0,,,78-69,,Personal foul by B. Bogdanovic
11:18.0,N. Powell misses 3-pt shot from 25 ft,,78-69,,
11:17.0,,,78-69,,Defensive rebound by M. Brown
11:06.0,,,78-72,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by R. Hollis-Jefferson)
10:45.0,T. Ross makes 2-pt shot from 14 ft (assist by B. Biyombo),2,80-72,,
10:32.0,,,80-74,2,D. Sloan makes 2-pt shot from 2 ft
10:08.0,P. Patterson misses 2-pt shot from 6 ft,,80-74,,
10:07.0,Offensive rebound by B. Biyombo,,80-74,,
10:05.0,B. Biyombo misses 2-pt shot from 2 ft (block by M. Brown),,80-74,,
10:04.0,,,80-74,,Defensive rebound by M. Brown
9:51.0,,,80-74,,M. Brown misses 3-pt shot from 22 ft
9:49.0,Defensive rebound by T. Ross,,80-74,,
9:39.0,T. Ross misses 2-pt shot from 12 ft,,80-74,,
9:37.0,Offensive rebound by T. Ross,,80-74,,
9:34.0,,,80-74,,Personal foul by S. Kilpatrick
9:19.0,C. Joseph misses 2-pt shot from 3 ft,,80-74,,
9:18.0,,,80-74,,Defensive rebound by B. Bogdanovic
9:09.0,,,80-74,,D. Sloan misses 2-pt shot from 1 ft
9:08.0,Defensive rebound by B. Biyombo,,80-74,,
8:44.0,T. Ross makes 2-pt shot from 20 ft,2,82-74,,
8:28.0,,,82-74,,B. Bogdanovic misses 3-pt shot from 25 ft
8:27.0,Defensive rebound by C. Joseph,,82-74,,
8:20.0,N. Powell misses 2-pt shot from 15 ft,,82-74,,
8:19.0,,,82-74,,Defensive rebound by B. Bogdanovic
8:18.0,,,82-74,,S. Kilpatrick misses 2-pt shot from 2 ft (block by T. Ross)
8:17.0,,,82-74,,Offensive rebound by Team
8:17.0,Official timeout,,82-74,,
7:58.0,,,82-76,2,D. Sloan makes 2-pt shot from 20 ft
7:36.0,T. Ross makes 3-pt shot from 23 ft (assist by N. Powell),3,85-76,,
7:24.0,,,85-76,,M. Brown misses 2-pt shot from 2 ft
7:22.0,Defensive rebound by B. Biyombo,,85-76,,
7:13.0,P. Patterson makes 3-pt shot from 23 ft (assist by N. Powell),3,88-76,,
6:50.0,,,88-79,3,D. Sloan makes 3-pt shot from 24 ft
6:26.0,T. Ross misses 3-pt shot from 24 ft,,88-79,,
6:25.0,,,88-79,,Defensive rebound by S. Kilpatrick
6:18.0,,,88-79,,Shooting foul by B. Biyombo (drawn by R. Hollis-Jefferson)
6:18.0,,,88-80,1,R. Hollis-Jefferson makes free throw 1 of 2
6:18.0,D. Wright enters the game for C. Joseph,,88-80,,
6:18.0,L. Nogueira enters the game for B. Biyombo,,88-80,,
6:18.0,J. Thompson enters the game for P. Patterson,,88-80,,
6:18.0,,,88-80,,R. Hollis-Jefferson misses free throw 2 of 2
6:17.0,Defensive rebound by L. Nogueira,,88-80,,
6:12.0,,,88-80,,Personal foul by D. Sloan
6:12.0,,,88-80,,S. Larkin enters the game for R. Hollis-Jefferson
5:58.0,N. Powell makes 2-pt shot from 15 ft (assist by T. Ross),2,90-80,,
5:52.0,Violation by T. Ross (def goaltending),,90-80,,
5:52.0,,,90-82,2,D. Sloan makes 2-pt shot from 2 ft
5:36.0,T. Ross misses 2-pt shot from 16 ft,,90-82,,
5:35.0,,,90-82,,Defensive rebound by S. Kilpatrick
5:29.0,,,90-84,2,S. Kilpatrick makes 2-pt shot from 2 ft
5:06.0,N. Powell makes 2-pt shot from 2 ft (assist by J. Thompson),2,92-84,,
5:03.0,,,92-86,2,S. Kilpatrick makes 2-pt shot from 1 ft (assist by D. Sloan)
5:03.0,,,92-86,,Shooting foul by J. Thompson (drawn by S. Kilpatrick)
5:03.0,,,92-86,,Brooklyn full timeout
5:03.0,B. Caboclo enters the game for J. Thompson,,92-86,,
5:03.0,,,92-87,1,S. Kilpatrick makes free throw 1 of 1
4:41.0,D. Wright makes 2-pt shot from 6 ft,2,94-87,,
4:29.0,,,94-90,3,M. Brown makes 3-pt shot from 24 ft (assist by S. Larkin)
4:10.0,N. Powell misses 2-pt shot from 17 ft,,94-90,,
4:09.0,,,94-90,,Defensive rebound by S. Larkin
4:00.0,,,94-90,,S. Kilpatrick misses 2-pt shot from 2 ft (block by D. Wright)
3:59.0,Defensive rebound by L. Nogueira,,94-90,,
3:38.0,B. Caboclo misses 3-pt shot from 23 ft,,94-90,,
3:37.0,,,94-90,,Defensive rebound by S. Larkin
3:27.0,,,94-90,,D. Sloan misses 2-pt shot from 2 ft
3:26.0,Defensive rebound by T. Ross,,94-90,,
3:20.0,Shooting foul by S. Larkin (drawn by D. Wright),,94-90,,
3:20.0,D. Wright makes free throw 1 of 2,1,95-90,,
3:20.0,D. Wright makes free throw 2 of 2,1,96-90,,
3:03.0,,,96-90,,M. Brown misses 2-pt shot at rim
3:02.0,Defensive rebound by T. Ross,,96-90,,
2:55.0,T. Ross makes 2-pt shot at rim (assist by D. Wright),2,98-90,,
2:55.0,,,98-90,,Brooklyn full timeout
2:38.0,,,98-90,,S. Larkin misses 2-pt shot from 1 ft (block by L. Nogueira)
2:37.0,,,98-90,,Offensive rebound by Team
2:37.0,,,98-90,,C. McCullough enters the game for B. Bogdanovic
2:29.0,,,98-90,,D. Sloan misses 3-pt shot from 25 ft
2:28.0,Defensive rebound by L. Nogueira,,98-90,,
