time,Brooklyn,pts.away,score,pts.home,Detroit
4:45.0,T. Young makes 2-pt shot from 7 ft (assist by D. Sloan),2,17-15,,
4:24.0,,,17-15,,K. Caldwell-Pope misses 3-pt shot from 25 ft
4:24.0,,,17-15,,Offensive rebound by A. Drummond
4:20.0,,,17-15,,A. Drummond misses 2-pt shot at rim
4:18.0,Defensive rebound by H. Sims,,17-15,,
4:05.0,H. Sims makes 2-pt shot from 8 ft (assist by T. Young),2,19-15,,
3:46.0,,,19-17,2,K. Caldwell-Pope makes 2-pt shot from 6 ft
3:35.0,Shooting foul by A. Drummond (drawn by T. Young),,19-17,,
3:35.0,T. Young misses free throw 1 of 2,,19-17,,
3:35.0,Offensive rebound by Team,,19-17,,
3:35.0,T. Young misses free throw 2 of 2,,19-17,,
3:34.0,Offensive rebound by H. Sims,,19-17,,
3:28.0,D. Sloan misses 2-pt shot at rim,,19-17,,
3:28.0,,,19-17,,Defensive rebound by Team
3:28.0,Loose ball foul by T. Young,,19-17,,
3:28.0,T. Robinson enters the game for T. Young,,19-17,,
3:07.0,,,19-19,2,R. Jackson makes 2-pt shot at rim
2:44.0,T. Robinson misses 2-pt shot from 10 ft,,19-19,,
2:44.0,,,19-19,,Defensive rebound by S. Johnson
2:36.0,Violation by H. Sims (def goaltending),,19-19,,
2:36.0,,,19-21,2,T. Harris makes 2-pt shot at rim (assist by R. Jackson)
2:36.0,Brooklyn full timeout,,19-21,,
2:36.0,,,19-21,,S. Blake enters the game for R. Jackson
2:19.0,B. Bogdanovic misses 2-pt shot from 8 ft,,19-21,,
2:19.0,,,19-21,,Defensive rebound by A. Drummond
2:03.0,,,19-21,,T. Harris misses 2-pt shot from 17 ft
2:03.0,,,19-21,,Offensive rebound by T. Harris
1:55.0,,,19-23,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by T. Harris)
1:40.0,H. Sims makes 2-pt shot from 18 ft (assist by B. Bogdanovic),2,21-23,,
1:21.0,,,21-25,2,A. Drummond makes 2-pt shot from 5 ft (assist by T. Harris)
1:09.0,Turnover by H. Sims (lost ball; steal by S. Johnson),,21-25,,
0:59.0,,,21-25,,S. Johnson misses 2-pt shot from 2 ft
0:59.0,,,21-25,,Offensive rebound by T. Harris
0:55.0,,,21-27,2,T. Harris makes 2-pt shot at rim
0:48.0,D. Sloan makes 2-pt shot from 18 ft,2,23-27,,
0:30.0,,,23-27,,Turnover by S. Blake (lost ball; steal by H. Sims)
0:23.0,B. Bogdanovic misses 3-pt shot from 27 ft,,23-27,,
0:22.0,,,23-27,,Defensive rebound by A. Drummond
0:00.0,,,23-29,2,S. Johnson makes 2-pt shot from 11 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,S. Kilpatrick misses 2-pt shot from 16 ft,,23-29,,
11:44.0,,,23-29,,Defensive rebound by R. Bullock
11:26.0,,,23-29,,A. Baynes misses 2-pt shot from 6 ft
11:24.0,Defensive rebound by H. Sims,,23-29,,
11:03.0,H. Sims makes 2-pt shot from 5 ft (assist by T. Robinson),2,25-29,,
10:39.0,,,25-31,2,A. Baynes makes 2-pt shot at rim (assist by M. Morris)
10:29.0,,,25-31,,Personal foul by S. Blake
10:29.0,W. Reed enters the game for H. Sims,,25-31,,
10:22.0,S. Larkin misses 2-pt shot from 8 ft,,25-31,,
10:22.0,Offensive rebound by Team,,25-31,,
10:21.0,,,25-31,,Violation by A. Baynes (def goaltending)
10:21.0,S. Karasev makes 2-pt shot at rim (assist by S. Larkin),2,27-31,,
10:08.0,,,27-34,3,M. Morris makes 3-pt shot from 25 ft (assist by S. Blake)
9:55.0,S. Kilpatrick makes 3-pt shot from 25 ft (assist by S. Larkin),3,30-34,,
9:32.0,,,30-36,2,M. Morris makes 2-pt shot from 14 ft
9:13.0,S. Kilpatrick makes 2-pt shot at rim,2,32-36,,
9:01.0,,,32-36,,Shooting foul by S. Kilpatrick (drawn by R. Bullock)
9:01.0,,,32-37,1,R. Bullock makes free throw 1 of 2
9:01.0,,,32-38,1,R. Bullock makes free throw 2 of 2
8:46.0,S. Kilpatrick makes 2-pt shot from 7 ft (assist by S. Karasev),2,34-38,,
8:27.0,,,34-38,,A. Baynes misses 2-pt shot from 5 ft
8:27.0,Defensive rebound by S. Karasev,,34-38,,
8:21.0,Turnover by S. Kilpatrick (lost ball; steal by S. Johnson),,34-38,,
8:19.0,Personal foul by S. Karasev,,34-38,,
8:19.0,Official timeout,,34-38,,
8:03.0,,,34-38,,M. Morris misses 3-pt shot from 25 ft
8:03.0,,,34-38,,Offensive rebound by Team
7:56.0,,,34-38,,S. Blake misses 2-pt shot from 14 ft
7:56.0,,,34-38,,Offensive rebound by Team
7:56.0,,,34-38,,Turnover by Team (shot clock)
7:43.0,S. Larkin misses 2-pt shot from 6 ft,,34-38,,
7:42.0,,,34-38,,Defensive rebound by S. Blake
7:30.0,,,34-38,,Turnover by M. Morris (bad pass)
7:09.0,S. Larkin misses 2-pt shot from 19 ft,,34-38,,
7:08.0,,,34-38,,Defensive rebound by S. Johnson
6:59.0,,,34-40,2,A. Baynes makes 2-pt shot from 11 ft (assist by S. Johnson)
6:41.0,W. Reed misses 2-pt shot from 9 ft,,34-40,,
6:41.0,,,34-40,,Defensive rebound by R. Bullock
6:32.0,,,34-42,2,M. Morris makes 2-pt shot at rim (assist by S. Blake)
6:32.0,Brooklyn full timeout,,34-42,,
6:32.0,,,34-42,,R. Jackson enters the game for S. Blake
6:10.0,S. Kilpatrick makes 3-pt shot from 25 ft (assist by T. Robinson),3,37-42,,
5:50.0,,,37-42,,S. Johnson misses 2-pt shot from 16 ft
5:49.0,Defensive rebound by T. Robinson,,37-42,,
5:48.0,Turnover by T. Robinson (lost ball; steal by R. Bullock),,37-42,,
5:38.0,,,37-42,,R. Bullock misses 3-pt shot from 23 ft
5:38.0,Defensive rebound by T. Robinson,,37-42,,
5:29.0,S. Larkin makes 2-pt shot at rim,2,39-42,,
5:29.0,,,39-42,,Detroit full timeout
5:29.0,,,39-42,,K. Caldwell-Pope enters the game for A. Baynes
5:29.0,,,39-42,,A. Drummond enters the game for R. Bullock
5:08.0,,,39-42,,A. Drummond misses 2-pt shot from 8 ft
5:07.0,,,39-42,,Offensive rebound by M. Morris
5:04.0,,,39-42,,M. Morris misses 2-pt shot at rim
5:02.0,Defensive rebound by W. Reed,,39-42,,
4:48.0,T. Robinson misses 2-pt shot at rim,,39-42,,
4:47.0,,,39-42,,Defensive rebound by A. Drummond
4:40.0,,,39-45,3,R. Jackson makes 3-pt shot from 26 ft (assist by K. Caldwell-Pope)
4:26.0,Offensive foul by T. Robinson,,39-45,,
4:26.0,Turnover by T. Robinson (offensive foul),,39-45,,
4:26.0,,,39-45,,T. Harris enters the game for S. Johnson
4:10.0,,,39-45,,R. Jackson misses 2-pt shot from 10 ft
4:10.0,Defensive rebound by W. Reed,,39-45,,
3:59.0,S. Larkin makes 2-pt shot at rim,2,41-45,,
3:52.0,H. Sims enters the game for W. Reed,,41-45,,
3:52.0,B. Bogdanovic enters the game for S. Karasev,,41-45,,
3:42.0,,,41-45,,T. Harris misses 2-pt shot from 1 ft (block by H. Sims)
3:41.0,Defensive rebound by T. Robinson,,41-45,,
3:22.0,Shooting foul by K. Caldwell-Pope (drawn by S. Kilpatrick),,41-45,,
3:22.0,S. Kilpatrick makes free throw 1 of 2,1,42-45,,
3:22.0,S. Kilpatrick makes free throw 2 of 2,1,43-45,,
3:05.0,,,43-45,,A. Drummond misses 2-pt shot at rim
3:05.0,,,43-45,,Offensive rebound by A. Drummond
3:05.0,,,43-47,2,A. Drummond makes 2-pt shot at rim
3:05.0,,,43-47,,Shooting foul by H. Sims (drawn by A. Drummond)
3:05.0,W. Ellington enters the game for S. Kilpatrick,,43-47,,
3:05.0,,,43-47,,A. Drummond misses free throw 1 of 1
3:03.0,Defensive rebound by B. Bogdanovic,,43-47,,
2:56.0,,,43-47,,Personal foul by M. Morris
2:48.0,B. Bogdanovic misses 2-pt shot at rim (block by M. Morris),,43-47,,
2:48.0,Offensive rebound by H. Sims,,43-47,,
2:42.0,H. Sims makes 2-pt shot at rim,2,45-47,,
2:34.0,,,45-49,2,R. Jackson makes 2-pt shot from 14 ft
2:16.0,B. Bogdanovic misses 2-pt shot from 8 ft,,45-49,,
2:16.0,,,45-49,,Defensive rebound by T. Harris
2:11.0,,,45-49,,Shooting foul by H. Sims (drawn by A. Drummond)
2:11.0,,,45-49,,A. Drummond misses free throw 1 of 2
2:11.0,,,45-49,,Offensive rebound by Team
2:11.0,,,45-49,,R. Bullock enters the game for K. Caldwell-Pope
2:11.0,,,45-49,,S. Johnson enters the game for M. Morris
2:11.0,W. Reed enters the game for H. Sims,,45-49,,
2:11.0,,,45-49,,A. Drummond misses free throw 2 of 2
2:10.0,Defensive rebound by B. Bogdanovic,,45-49,,
1:53.0,W. Ellington misses 2-pt shot from 18 ft (block by R. Bullock),,45-49,,
1:52.0,Offensive rebound by T. Robinson,,45-49,,
1:49.0,T. Robinson makes 2-pt shot at rim,2,47-49,,
1:29.0,,,47-49,,T. Harris misses 2-pt shot from 20 ft
1:28.0,,,47-49,,Offensive rebound by A. Drummond
1:13.0,,,47-49,,R. Jackson misses 2-pt shot from 16 ft
1:12.0,Defensive rebound by W. Ellington,,47-49,,
1:10.0,S. Larkin makes 2-pt shot at rim (assist by W. Ellington),2,49-49,,
1:08.0,,,49-49,,Technical foul by R. Jackson
1:08.0,W. Ellington makes technical free throw,1,50-49,,
1:08.0,,,50-49,,S. Blake enters the game for R. Jackson
0:51.0,,,50-49,,S. Blake misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by W. Reed,,50-49,,
0:41.0,S. Larkin makes 2-pt shot from 17 ft,2,52-49,,
0:28.0,,,52-52,3,S. Johnson makes 3-pt shot from 23 ft (assist by R. Bullock)
0:05.0,W. Reed misses 2-pt shot from 7 ft,,52-52,,
0:05.0,,,52-52,,Defensive rebound by Team
0:05.0,Loose ball foul by W. Ellington,,52-52,,
0:05.0,,,52-53,1,R. Bullock makes free throw 1 of 2
0:05.0,S. Kilpatrick enters the game for W. Reed,,52-53,,
0:05.0,,,52-54,1,R. Bullock makes free throw 2 of 2
0:01.0,S. Larkin misses 3-pt shot from 23 ft,,52-54,,
0:00.0,Offensive rebound by Team,,52-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,T. Young misses 2-pt shot from 15 ft,,52-54,,
11:41.0,,,52-54,,Defensive rebound by M. Morris
11:34.0,,,52-54,,R. Jackson misses 2-pt shot from 1 ft
11:33.0,Defensive rebound by T. Young,,52-54,,
11:15.0,T. Young makes 2-pt shot from 6 ft (assist by B. Bogdanovic),2,54-54,,
11:06.0,Personal foul by D. Sloan,,54-54,,
10:52.0,,,54-56,2,R. Jackson makes 2-pt shot from 8 ft
10:39.0,W. Reed makes 2-pt shot at rim (assist by D. Sloan),2,56-56,,
10:16.0,,,56-56,,A. Drummond misses 2-pt shot from 5 ft
10:14.0,Defensive rebound by W. Reed,,56-56,,
10:07.0,W. Ellington misses 3-pt shot from 24 ft,,56-56,,
10:07.0,,,56-56,,Defensive rebound by Team
9:49.0,,,56-56,,M. Morris misses 2-pt shot from 14 ft
9:49.0,,,56-56,,Offensive rebound by M. Morris
9:45.0,,,56-58,2,M. Morris makes 2-pt shot at rim
9:26.0,B. Bogdanovic misses 3-pt shot from 26 ft,,56-58,,
9:24.0,,,56-58,,Defensive rebound by A. Drummond
9:09.0,,,56-60,2,K. Caldwell-Pope makes 2-pt shot from 13 ft
8:57.0,W. Ellington misses 2-pt shot from 5 ft,,56-60,,
8:57.0,,,56-60,,Defensive rebound by T. Harris
8:52.0,,,56-62,2,T. Harris makes 2-pt shot at rim
8:52.0,Brooklyn full timeout,,56-62,,
8:33.0,T. Young makes 2-pt shot from 6 ft,2,58-62,,
8:21.0,,,58-65,3,T. Harris makes 3-pt shot from 26 ft (assist by R. Jackson)
7:55.0,T. Young makes 2-pt shot from 6 ft,2,60-65,,
7:41.0,,,60-65,,R. Jackson misses 2-pt shot from 4 ft (block by W. Reed)
7:39.0,Defensive rebound by W. Ellington,,60-65,,
7:32.0,W. Reed misses 2-pt shot from 6 ft,,60-65,,
7:30.0,Offensive rebound by T. Young,,60-65,,
7:27.0,T. Young makes 2-pt shot at rim,2,62-65,,
7:25.0,,,62-65,,Detroit full timeout
7:15.0,,,62-65,,R. Jackson misses 3-pt shot from 25 ft
7:15.0,Defensive rebound by B. Bogdanovic,,62-65,,
6:54.0,T. Young misses 2-pt shot from 8 ft,,62-65,,
6:54.0,Offensive rebound by Team,,62-65,,
6:43.0,B. Bogdanovic makes 2-pt shot from 14 ft,2,64-65,,
6:16.0,,,64-65,,A. Drummond misses 2-pt shot from 5 ft
6:15.0,Defensive rebound by T. Young,,64-65,,
6:11.0,,,64-65,,Violation by A. Drummond (kicked ball)
6:03.0,T. Young makes 2-pt shot from 17 ft,2,66-65,,
5:36.0,,,66-65,,M. Morris misses 2-pt shot from 4 ft (block by W. Reed)
5:33.0,Defensive rebound by T. Young,,66-65,,
5:26.0,B. Bogdanovic makes 3-pt shot from 23 ft (assist by W. Ellington),3,69-65,,
5:00.0,,,69-65,,K. Caldwell-Pope misses 2-pt shot from 3 ft
4:59.0,Defensive rebound by T. Young,,69-65,,
4:50.0,,,69-65,,Personal foul by A. Drummond
4:50.0,H. Sims enters the game for W. Reed,,69-65,,
4:50.0,,,69-65,,A. Tolliver enters the game for T. Harris
4:42.0,B. Bogdanovic makes 2-pt shot from 9 ft (assist by D. Sloan),2,71-65,,
4:36.0,,,71-65,,Detroit full timeout
4:36.0,,,71-65,,S. Johnson enters the game for M. Morris
4:28.0,,,71-65,,R. Jackson misses 2-pt shot from 19 ft
4:28.0,Defensive rebound by B. Bogdanovic,,71-65,,
4:03.0,B. Bogdanovic misses 3-pt shot from 26 ft,,71-65,,
4:03.0,,,71-65,,Defensive rebound by S. Johnson
3:41.0,,,71-67,2,A. Drummond makes 2-pt shot at rim (assist by S. Johnson)
3:23.0,T. Young makes 2-pt shot at rim (assist by D. Sloan),2,73-67,,
3:11.0,,,73-67,,R. Jackson misses 2-pt shot from 15 ft
3:10.0,Defensive rebound by D. Sloan,,73-67,,
3:03.0,H. Sims misses 2-pt shot from 5 ft,,73-67,,
3:03.0,,,73-67,,Defensive rebound by A. Drummond
2:54.0,,,73-70,3,A. Tolliver makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope)
2:36.0,D. Sloan makes 2-pt shot at rim,2,75-70,,
2:20.0,,,75-70,,A. Tolliver misses 3-pt shot from 25 ft (block by T. Young)
2:18.0,,,75-70,,Offensive rebound by A. Tolliver
2:16.0,Personal foul by H. Sims,,75-70,,
2:16.0,,,75-70,,S. Blake enters the game for R. Jackson
2:03.0,,,75-72,2,A. Drummond makes 2-pt shot at rim (assist by S. Johnson)
1:44.0,H. Sims misses 2-pt shot from 5 ft,,75-72,,
1:42.0,,,75-72,,Defensive rebound by S. Johnson
1:38.0,,,75-74,2,A. Drummond makes 2-pt shot at rim (assist by S. Johnson)
1:19.0,,,75-74,,Personal foul by A. Tolliver
1:19.0,W. Reed enters the game for H. Sims,,75-74,,
1:08.0,D. Sloan misses 2-pt shot from 14 ft,,75-74,,
1:08.0,,,75-74,,Defensive rebound by S. Blake
1:05.0,,,75-74,,Turnover by S. Blake (lost ball; steal by W. Ellington)
0:59.0,Turnover by D. Sloan (offensive foul),,75-74,,
0:59.0,Offensive charge foul by D. Sloan,,75-74,,
0:38.0,,,75-77,3,A. Tolliver makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope)
0:28.0,T. Young makes 2-pt shot from 17 ft (assist by D. Sloan),2,77-77,,
0:09.0,,,77-77,,A. Drummond misses 2-pt shot from 10 ft
0:08.0,Defensive rebound by T. Young,,77-77,,
0:01.0,T. Young misses 2-pt shot from 18 ft,,77-77,,
0:00.0,Offensive rebound by Team,,77-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,77-77,,S. Johnson misses 3-pt shot from 25 ft
11:48.0,Defensive rebound by S. Kilpatrick,,77-77,,
11:35.0,Turnover by B. Bogdanovic (lost ball; steal by S. Johnson),,77-77,,
11:30.0,,,77-79,2,S. Johnson makes 2-pt shot at rim
11:30.0,,,77-79,,Shooting foul by B. Bogdanovic (drawn by S. Johnson)
11:30.0,,,77-80,1,S. Johnson makes free throw 1 of 1
11:16.0,,,77-80,,Personal foul by S. Johnson
11:07.0,Turnover by B. Bogdanovic (lost ball; steal by S. Johnson),,77-80,,
10:59.0,,,77-80,,Shooting foul by B. Bogdanovic (drawn by A. Baynes)
10:59.0,Brooklyn full timeout,,77-80,,
10:59.0,,,77-81,1,A. Baynes makes free throw 1 of 2
10:59.0,,,77-82,1,A. Baynes makes free throw 2 of 2
10:50.0,Shooting foul by A. Baynes (drawn by S. Kilpatrick),,77-82,,
10:50.0,S. Kilpatrick makes free throw 1 of 2,1,78-82,,
10:50.0,S. Karasev enters the game for B. Bogdanovic,,78-82,,
10:50.0,S. Kilpatrick misses free throw 2 of 2,,78-82,,
10:49.0,,,78-82,,Defensive rebound by S. Johnson
10:37.0,,,78-82,,Shooting foul by S. Karasev (drawn by S. Johnson)
10:37.0,,,78-83,1,S. Johnson makes free throw 1 of 2
10:37.0,,,78-84,1,S. Johnson makes free throw 2 of 2
10:21.0,,,78-84,,Personal foul by S. Johnson
10:14.0,W. Reed makes 2-pt shot from 5 ft (assist by S. Larkin),2,80-84,,
9:58.0,,,80-84,,K. Caldwell-Pope misses 2-pt shot from 18 ft
9:58.0,,,80-84,,Offensive rebound by A. Baynes
9:57.0,,,80-84,,A. Baynes misses 2-pt shot at rim
9:56.0,,,80-84,,Offensive rebound by A. Baynes
9:55.0,Personal foul by T. Robinson,,80-84,,
9:44.0,,,80-87,3,A. Tolliver makes 3-pt shot from 25 ft (assist by K. Caldwell-Pope)
9:17.0,S. Kilpatrick misses 2-pt shot from 15 ft,,80-87,,
9:17.0,Offensive rebound by T. Robinson,,80-87,,
9:17.0,Shooting foul by A. Baynes (drawn by T. Robinson),,80-87,,
9:17.0,T. Robinson misses free throw 1 of 2,,80-87,,
9:17.0,Offensive rebound by Team,,80-87,,
9:17.0,T. Robinson misses free throw 2 of 2,,80-87,,
9:16.0,,,80-87,,Defensive rebound by A. Baynes
8:59.0,,,80-89,2,A. Baynes makes 2-pt shot at rim (assist by A. Tolliver)
8:59.0,,,80-89,,Shooting foul by W. Reed (drawn by A. Baynes)
8:59.0,H. Sims enters the game for W. Reed,,80-89,,
8:59.0,,,80-90,1,A. Baynes makes free throw 1 of 1
8:40.0,,,80-90,,Personal foul by A. Tolliver
8:40.0,S. Larkin makes free throw 1 of 2,1,81-90,,
8:40.0,S. Larkin misses free throw 2 of 2,,81-90,,
8:39.0,,,81-90,,Defensive rebound by S. Johnson
8:21.0,,,81-90,,S. Blake misses 3-pt shot from 23 ft
8:21.0,Defensive rebound by H. Sims,,81-90,,
8:06.0,T. Robinson misses 2-pt shot at rim,,81-90,,
8:05.0,,,81-90,,Defensive rebound by A. Baynes
7:57.0,,,81-90,,K. Caldwell-Pope misses 3-pt shot from 25 ft
7:56.0,Defensive rebound by S. Kilpatrick,,81-90,,
7:45.0,S. Kilpatrick misses 2-pt shot from 9 ft,,81-90,,
7:45.0,Offensive rebound by H. Sims,,81-90,,
7:41.0,H. Sims misses 2-pt shot from 2 ft,,81-90,,
7:39.0,,,81-90,,Defensive rebound by A. Tolliver
7:34.0,,,81-93,3,A. Tolliver makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope)
7:34.0,Brooklyn full timeout,,81-93,,
7:34.0,T. Young enters the game for T. Robinson,,81-93,,
7:21.0,T. Young makes 2-pt shot from 3 ft (assist by S. Larkin),2,83-93,,
7:07.0,,,83-95,2,A. Baynes makes 2-pt shot at rim (assist by S. Johnson)
6:59.0,Turnover by S. Larkin (lost ball),,83-95,,
6:44.0,,,83-98,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by A. Baynes)
6:37.0,Brooklyn full timeout,,83-98,,
6:37.0,B. Bogdanovic enters the game for S. Karasev,,83-98,,
6:25.0,T. Young misses 2-pt shot from 16 ft,,83-98,,
6:24.0,,,83-98,,Defensive rebound by K. Caldwell-Pope
6:10.0,,,83-98,,Turnover by K. Caldwell-Pope (lost ball; steal by T. Young)
6:04.0,T. Young makes 2-pt shot at rim,2,85-98,,
5:36.0,,,85-98,,S. Blake misses 2-pt shot from 15 ft
5:36.0,,,85-98,,Offensive rebound by A. Baynes
5:35.0,,,85-98,,A. Baynes misses 2-pt shot from 1 ft
5:34.0,,,85-98,,Offensive rebound by A. Tolliver
5:33.0,,,85-100,2,A. Tolliver makes 2-pt shot at rim
5:13.0,B. Bogdanovic misses 2-pt shot from 4 ft (block by A. Baynes),,85-100,,
5:12.0,,,85-100,,Defensive rebound by S. Blake
5:09.0,,,85-102,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by S. Blake)
4:57.0,,,85-102,,Personal foul by S. Johnson
4:57.0,B. Bogdanovic makes free throw 1 of 2,1,86-102,,
4:57.0,B. Bogdanovic makes free throw 2 of 2,1,87-102,,
4:44.0,,,87-102,,Turnover by K. Caldwell-Pope (lost ball)
4:26.0,H. Sims makes 2-pt shot from 12 ft (assist by T. Young),2,89-102,,
4:04.0,,,89-102,,A. Tolliver misses 3-pt shot from 26 ft
4:04.0,,,89-102,,Offensive rebound by Team
4:04.0,Loose ball foul by H. Sims,,89-102,,
4:04.0,,,89-103,1,A. Baynes makes free throw 1 of 2
4:04.0,,,89-104,1,A. Baynes makes free throw 2 of 2
3:47.0,S. Larkin misses 3-pt shot from 25 ft,,89-104,,
3:43.0,,,89-104,,Defensive rebound by S. Johnson
3:37.0,,,89-104,,A. Baynes misses 2-pt shot at rim (block by T. Young)
3:36.0,,,89-104,,Offensive rebound by A. Baynes
3:31.0,,,89-104,,Shooting foul by S. Kilpatrick (drawn by A. Tolliver)
3:31.0,,,89-104,,A. Tolliver misses free throw 1 of 2
3:31.0,,,89-104,,Offensive rebound by Team
3:31.0,W. Reed enters the game for H. Sims,,89-104,,
3:31.0,,,89-104,,A. Tolliver misses free throw 2 of 2
3:30.0,Defensive rebound by T. Young,,89-104,,
3:14.0,T. Young makes 2-pt shot at rim (assist by S. Larkin),2,91-104,,
2:53.0,,,91-106,2,A. Baynes makes 2-pt shot from 3 ft (assist by S. Johnson)
2:42.0,B. Bogdanovic makes 3-pt shot from 27 ft,3,94-106,,
2:24.0,,,94-108,2,A. Baynes makes 2-pt shot at rim
2:18.0,Brooklyn full timeout,,94-108,,
2:18.0,S. Karasev enters the game for B. Bogdanovic,,94-108,,
2:18.0,T. Robinson enters the game for T. Young,,94-108,,
2:12.0,Shooting foul by A. Baynes (drawn by W. Reed),,94-108,,
2:12.0,W. Reed makes free throw 1 of 2,1,95-108,,
2:12.0,W. Reed misses free throw 2 of 2,,95-108,,
2:11.0,,,95-108,,Defensive rebound by A. Tolliver
1:56.0,,,95-108,,K. Caldwell-Pope misses 3-pt shot from 26 ft
1:56.0,,,95-108,,Offensive rebound by A. Baynes
1:48.0,,,95-108,,A. Tolliver misses 3-pt shot from 25 ft
1:48.0,Defensive rebound by W. Reed,,95-108,,
1:40.0,S. Larkin makes 2-pt shot at rim,2,97-108,,
1:23.0,,,97-110,2,A. Baynes makes 2-pt shot from 4 ft (assist by A. Tolliver)
1:08.0,Shooting foul by A. Baynes (drawn by W. Reed),,97-110,,
