time,Philadelphia,pts.away,score,pts.home,New York
5:45.0,J. Okafor makes 2-pt shot from 14 ft,2,13-14,,
5:28.0,,,13-14,,C. Anthony misses 3-pt shot from 24 ft
5:26.0,,,13-14,,Offensive rebound by K. Porzingis
5:22.0,,,13-16,2,K. Porzingis makes 2-pt shot at rim (assist by R. Lopez)
5:08.0,J. Okafor makes 2-pt shot from 2 ft,2,15-16,,
4:52.0,,,15-18,2,C. Anthony makes 2-pt shot from 11 ft
4:29.0,N. Noel misses 2-pt shot from 4 ft,,15-18,,
4:27.0,,,15-18,,Defensive rebound by K. Porzingis
4:14.0,,,15-18,,C. Anthony misses 2-pt shot from 5 ft
4:13.0,Defensive rebound by N. Noel,,15-18,,
4:07.0,J. Okafor makes 2-pt shot from 2 ft (assist by I. Smith),2,17-18,,
3:50.0,,,17-18,,Turnover by A. Afflalo (bad pass)
3:50.0,,,17-18,,L. Thomas enters the game for K. Porzingis
3:50.0,R. Holmes enters the game for R. Covington,,17-18,,
3:50.0,J. Grant enters the game for N. Noel,,17-18,,
3:50.0,H. Thompson enters the game for J. Sampson,,17-18,,
3:35.0,Offensive foul by J. Grant,,17-18,,
3:35.0,Turnover by J. Grant (offensive foul),,17-18,,
3:23.0,,,17-18,,R. Lopez misses 2-pt shot from 5 ft
3:21.0,Defensive rebound by I. Smith,,17-18,,
3:13.0,J. Okafor makes 2-pt shot from 12 ft (assist by I. Smith),2,19-18,,
3:05.0,,,19-18,,New York full timeout
3:05.0,,,19-18,,L. Galloway enters the game for A. Afflalo
3:05.0,T. McConnell enters the game for I. Smith,,19-18,,
2:53.0,,,19-20,2,R. Lopez makes 2-pt shot from 5 ft (assist by J. Calderon)
2:39.0,,,19-20,,J. Grant enters the game for J. Calderon
2:28.0,J. Okafor misses 2-pt shot from 13 ft,,19-20,,
2:26.0,,,19-20,,Defensive rebound by C. Anthony
2:14.0,,,19-22,2,R. Lopez makes 2-pt shot at rim (assist by C. Anthony)
1:55.0,J. Grant makes 3-pt shot from 24 ft (assist by T. McConnell),3,22-22,,
1:43.0,,,22-22,,Turnover by R. Lopez (bad pass; steal by J. Grant)
1:38.0,J. Grant makes 2-pt shot from 2 ft (assist by T. McConnell),2,24-22,,
1:38.0,Shooting foul by R. Lopez (drawn by J. Grant),,24-22,,
1:38.0,,,24-22,,K. Porzingis enters the game for R. Lopez
1:38.0,N. Noel enters the game for J. Okafor,,24-22,,
1:38.0,J. Grant makes free throw 1 of 1,1,25-22,,
1:22.0,,,25-22,,Shooting foul by J. Grant (drawn by C. Anthony)
1:22.0,,,25-23,1,C. Anthony makes free throw 1 of 2
1:22.0,,,25-24,1,C. Anthony makes free throw 2 of 2
0:57.0,T. McConnell makes 2-pt shot from 3 ft,2,27-24,,
0:46.0,,,27-27,3,K. Porzingis makes 3-pt shot from 25 ft (assist by L. Galloway)
0:32.0,H. Thompson makes 2-pt shot from 3 ft,2,29-27,,
0:11.0,,,29-29,2,L. Thomas makes 2-pt shot from 5 ft (assist by C. Anthony)
0:00.0,T. McConnell misses 2-pt shot at rim,,29-29,,
0:00.0,Offensive rebound by Team,,29-29,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,H. Thompson misses 3-pt shot from 22 ft,,29-29,,
11:44.0,,,29-29,,Defensive rebound by D. Williams
11:35.0,,,29-29,,Shooting foul by R. Holmes (drawn by D. Williams)
11:35.0,,,29-30,1,D. Williams makes free throw 1 of 2
11:35.0,,,29-31,1,D. Williams makes free throw 2 of 2
11:17.0,T. McConnell makes 2-pt shot from 3 ft,2,31-31,,
11:04.0,,,31-31,,J. Grant misses 2-pt shot from 1 ft
11:02.0,Defensive rebound by R. Holmes,,31-31,,
10:41.0,N. Noel makes 2-pt shot from 4 ft (assist by T. McConnell),2,33-31,,
10:27.0,,,33-31,,Turnover by L. Thomas (bad pass)
10:13.0,T. McConnell misses 2-pt shot from 12 ft,,33-31,,
10:11.0,,,33-31,,Defensive rebound by K. Porzingis
9:56.0,,,33-31,,L. Thomas misses 2-pt shot from 6 ft
9:54.0,Defensive rebound by R. Holmes,,33-31,,
9:40.0,H. Thompson misses 2-pt shot from 1 ft,,33-31,,
9:39.0,,,33-31,,Defensive rebound by L. Galloway
9:30.0,,,33-33,2,D. Williams makes 2-pt shot from 1 ft (assist by L. Galloway)
9:30.0,,,33-33,,Shooting foul by J. Grant (drawn by D. Williams)
9:30.0,,,33-33,,K. O'Quinn enters the game for K. Porzingis
9:30.0,R. Covington enters the game for J. Grant,,33-33,,
9:30.0,,,33-34,1,D. Williams makes free throw 1 of 1
9:30.0,Philadelphia full timeout,,33-34,,
9:16.0,H. Thompson misses 2-pt shot from 3 ft,,33-34,,
9:14.0,,,33-34,,Defensive rebound by K. O'Quinn
9:07.0,,,33-34,,Turnover by D. Williams (bad pass; steal by R. Covington)
9:01.0,R. Covington makes 3-pt shot from 23 ft (assist by T. McConnell),3,36-34,,
8:44.0,,,36-36,2,L. Galloway makes 2-pt shot from 8 ft (assist by D. Williams)
8:27.0,N. Noel misses 2-pt shot from 8 ft,,36-36,,
8:25.0,,,36-36,,Defensive rebound by K. O'Quinn
8:16.0,,,36-38,2,L. Galloway makes 2-pt shot from 16 ft
8:04.0,R. Holmes makes 2-pt shot at rim (assist by T. McConnell),2,38-38,,
7:39.0,,,38-38,,Shooting foul by R. Holmes (drawn by L. Thomas)
7:39.0,,,38-40,2,L. Thomas makes 2-pt shot from 4 ft
7:39.0,J. Sampson enters the game for H. Thompson,,38-40,,
7:39.0,,,38-40,,A. Afflalo enters the game for J. Grant
7:39.0,J. Okafor enters the game for R. Holmes,,38-40,,
7:39.0,,,38-40,,L. Thomas misses free throw 1 of 1
7:38.0,Defensive rebound by J. Okafor,,38-40,,
7:31.0,T. McConnell makes 2-pt shot at rim,2,40-40,,
7:09.0,,,40-43,3,A. Afflalo makes 3-pt shot from 23 ft (assist by K. O'Quinn)
6:53.0,,,40-43,,Personal foul by K. O'Quinn (drawn by J. Okafor)
6:53.0,,,40-43,,R. Lopez enters the game for K. O'Quinn
6:53.0,,,40-43,,C. Anthony enters the game for L. Thomas
6:41.0,J. Sampson misses 2-pt shot from 2 ft,,40-43,,
6:39.0,,,40-43,,Defensive rebound by L. Galloway
6:20.0,,,40-43,,Turnover by R. Lopez (lost ball)
6:00.0,,,40-43,,Personal foul by L. Galloway (drawn by J. Okafor)
6:00.0,,,40-43,,Technical foul by Team
6:00.0,R. Covington makes technical free throw,1,41-43,,
5:53.0,J. Okafor misses 2-pt shot from 15 ft,,41-43,,
5:51.0,,,41-43,,Defensive rebound by A. Afflalo
5:40.0,,,41-43,,Turnover by C. Anthony (lost ball; steal by J. Sampson)
5:33.0,J. Okafor makes 2-pt shot from 2 ft,2,43-43,,
5:04.0,,,43-45,2,C. Anthony makes 2-pt shot from 11 ft
4:46.0,J. Sampson makes 2-pt shot from 3 ft (assist by T. McConnell),2,45-45,,
4:44.0,,,45-45,,New York full timeout
4:44.0,,,45-45,,J. Calderon enters the game for L. Galloway
4:44.0,,,45-45,,K. Porzingis enters the game for D. Williams
4:44.0,C. Landry enters the game for N. Noel,,45-45,,
4:44.0,I. Smith enters the game for T. McConnell,,45-45,,
4:27.0,,,45-45,,A. Afflalo misses 2-pt shot from 15 ft
4:25.0,Defensive rebound by R. Covington,,45-45,,
4:12.0,J. Okafor misses 2-pt shot from 6 ft,,45-45,,
4:10.0,,,45-45,,Defensive rebound by A. Afflalo
4:05.0,,,45-45,,C. Anthony misses 2-pt shot from 17 ft
4:04.0,,,45-45,,Offensive rebound by A. Afflalo
3:50.0,,,45-48,3,J. Calderon makes 3-pt shot from 27 ft (assist by C. Anthony)
3:29.0,R. Covington misses 3-pt shot from 24 ft,,45-48,,
3:27.0,,,45-48,,Defensive rebound by R. Lopez
3:09.0,,,45-48,,C. Anthony misses 2-pt shot from 2 ft (block by R. Covington)
3:08.0,Defensive rebound by R. Covington,,45-48,,
3:07.0,Turnover by R. Covington (bad pass),,45-48,,
2:55.0,,,45-48,,J. Calderon misses 3-pt shot from 23 ft
2:53.0,,,45-48,,Offensive rebound by R. Lopez
2:51.0,,,45-48,,A. Afflalo misses 2-pt shot from 19 ft
2:49.0,Defensive rebound by C. Landry,,45-48,,
2:48.0,Turnover by C. Landry (bad pass; steal by K. Porzingis),,45-48,,
2:46.0,,,45-50,2,K. Porzingis makes 2-pt shot from 1 ft
2:30.0,Shooting foul by R. Lopez (drawn by J. Okafor),,45-50,,
2:30.0,Official timeout,,45-50,,
2:30.0,H. Thompson enters the game for J. Sampson,,45-50,,
2:30.0,J. Okafor misses free throw 1 of 2,,45-50,,
2:30.0,Offensive rebound by Team,,45-50,,
2:30.0,J. Okafor misses free throw 2 of 2,,45-50,,
2:28.0,,,45-50,,Defensive rebound by A. Afflalo
2:11.0,,,45-50,,R. Lopez misses 2-pt shot from 4 ft
2:10.0,,,45-50,,Offensive rebound by J. Calderon
2:10.0,,,45-50,,J. Calderon misses 2-pt shot from 2 ft
2:08.0,Defensive rebound by J. Okafor,,45-50,,
1:55.0,J. Okafor misses 2-pt shot from 2 ft (block by R. Lopez),,45-50,,
1:53.0,,,45-50,,Defensive rebound by A. Afflalo
1:41.0,,,45-50,,C. Anthony misses 2-pt shot from 1 ft (block by J. Okafor)
1:39.0,Defensive rebound by H. Thompson,,45-50,,
1:25.0,C. Landry misses 2-pt shot from 18 ft,,45-50,,
1:24.0,,,45-50,,Defensive rebound by R. Lopez
1:14.0,,,45-50,,R. Lopez misses 2-pt shot from 6 ft
1:12.0,Defensive rebound by J. Okafor,,45-50,,
1:00.0,C. Landry makes 2-pt shot from 20 ft (assist by I. Smith),2,47-50,,
0:39.0,,,47-50,,R. Lopez misses 2-pt shot from 4 ft
0:37.0,Defensive rebound by C. Landry,,47-50,,
0:35.0,Philadelphia full timeout,,47-50,,
0:35.0,,,47-50,,K. O'Quinn enters the game for R. Lopez
0:32.0,Offensive foul by R. Covington,,47-50,,
0:32.0,Turnover by R. Covington (offensive foul),,47-50,,
0:32.0,J. Sampson enters the game for H. Thompson,,47-50,,
0:32.0,N. Noel enters the game for C. Landry,,47-50,,
0:18.0,,,47-50,,Shooting foul by J. Okafor (drawn by J. Calderon)
0:18.0,,,47-51,1,J. Calderon makes free throw 1 of 2
0:18.0,H. Thompson enters the game for J. Sampson,,47-51,,
0:18.0,,,47-52,1,J. Calderon makes free throw 2 of 2
0:05.0,,,47-52,,Personal foul by J. Calderon (drawn by I. Smith)
0:00.0,I. Smith misses 2-pt shot from 2 ft,,47-52,,
0:00.0,Offensive rebound by Team,,47-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,J. Sampson misses 2-pt shot from 5 ft,,47-52,,
11:46.0,Offensive rebound by N. Noel,,47-52,,
11:30.0,J. Okafor makes 2-pt shot from 5 ft (assist by I. Smith),2,49-52,,
11:14.0,,,49-52,,K. Porzingis misses 2-pt shot from 1 ft
11:13.0,,,49-52,,Offensive rebound by R. Lopez
11:09.0,,,49-55,3,C. Anthony makes 3-pt shot from 26 ft (assist by R. Lopez)
10:51.0,J. Okafor makes 2-pt shot from 12 ft (assist by I. Smith),2,51-55,,
10:27.0,,,51-57,2,K. Porzingis makes 2-pt shot from 13 ft
10:04.0,J. Sampson misses 3-pt shot from 22 ft,,51-57,,
10:01.0,Offensive rebound by J. Sampson,,51-57,,
9:55.0,N. Noel misses 2-pt shot from 1 ft (block by K. Porzingis),,51-57,,
9:52.0,,,51-57,,Defensive rebound by R. Lopez
9:46.0,,,51-57,,C. Anthony misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by N. Noel,,51-57,,
9:37.0,I. Smith misses 2-pt shot from 16 ft,,51-57,,
9:35.0,,,51-57,,Defensive rebound by K. Porzingis
9:24.0,,,51-57,,K. Porzingis misses 3-pt shot from 25 ft
9:22.0,Defensive rebound by J. Okafor,,51-57,,
9:03.0,Turnover by I. Smith (bad pass; steal by J. Calderon),,51-57,,
8:51.0,,,51-57,,J. Calderon misses 2-pt shot from 16 ft
8:49.0,Defensive rebound by J. Okafor,,51-57,,
8:45.0,,,51-57,,Personal foul by J. Calderon (drawn by I. Smith)
8:45.0,H. Thompson enters the game for J. Sampson,,51-57,,
8:36.0,I. Smith misses 2-pt shot from 2 ft (block by K. Porzingis),,51-57,,
8:36.0,Offensive rebound by Team,,51-57,,
8:30.0,Turnover by I. Smith (traveling),,51-57,,
8:24.0,,,51-59,2,K. Porzingis makes 2-pt shot at rim (assist by C. Anthony)
8:16.0,Philadelphia full timeout,,51-59,,
8:16.0,R. Holmes enters the game for N. Noel,,51-59,,
8:02.0,I. Smith misses 3-pt shot from 24 ft,,51-59,,
8:00.0,,,51-59,,Defensive rebound by C. Anthony
7:50.0,,,51-61,2,A. Afflalo makes 2-pt shot from 7 ft (assist by K. Porzingis)
7:33.0,Turnover by I. Smith (lost ball; steal by A. Afflalo),,51-61,,
7:30.0,,,51-61,,Shooting foul by H. Thompson (drawn by A. Afflalo)
7:30.0,,,51-62,1,A. Afflalo makes free throw 1 of 2
7:30.0,T. McConnell enters the game for I. Smith,,51-62,,
7:30.0,,,51-63,1,A. Afflalo makes free throw 2 of 2
7:15.0,J. Okafor makes 2-pt shot from 11 ft (assist by T. McConnell),2,53-63,,
7:02.0,,,53-63,,Turnover by C. Anthony (bad pass; steal by J. Okafor)
6:55.0,J. Okafor misses 2-pt shot from 5 ft,,53-63,,
6:53.0,Offensive rebound by T. McConnell,,53-63,,
6:37.0,T. McConnell misses 3-pt shot from 24 ft,,53-63,,
6:35.0,,,53-63,,Defensive rebound by K. Porzingis
6:22.0,,,53-63,,Shooting foul by J. Okafor (drawn by R. Lopez)
6:22.0,,,53-64,1,R. Lopez makes free throw 1 of 2
6:22.0,,,53-65,1,R. Lopez makes free throw 2 of 2
6:13.0,H. Thompson misses 3-pt shot from 25 ft,,53-65,,
6:09.0,,,53-65,,Defensive rebound by R. Lopez
5:57.0,,,53-65,,A. Afflalo misses 2-pt shot from 7 ft
5:55.0,Defensive rebound by T. McConnell,,53-65,,
5:42.0,R. Covington misses 3-pt shot from 23 ft,,53-65,,
5:40.0,,,53-65,,Defensive rebound by R. Lopez
5:34.0,,,53-65,,Turnover by K. Porzingis (bad pass; steal by J. Okafor)
5:28.0,Turnover by R. Holmes (offensive goaltending),,53-65,,
5:10.0,Personal foul by H. Thompson (drawn by A. Afflalo),,53-65,,
4:58.0,,,53-65,,C. Anthony misses 2-pt shot from 15 ft
4:56.0,Defensive rebound by R. Holmes,,53-65,,
4:46.0,Turnover by J. Okafor (lost ball; steal by J. Calderon),,53-65,,
4:40.0,,,53-65,,Turnover by J. Calderon (traveling)
4:22.0,,,53-65,,Personal foul by C. Anthony (drawn by R. Covington)
4:22.0,,,53-65,,S. Vujacic enters the game for A. Afflalo
4:22.0,J. Grant enters the game for J. Okafor,,53-65,,
4:22.0,I. Canaan enters the game for R. Covington,,53-65,,
4:22.0,,,53-65,,D. Williams enters the game for R. Lopez
4:22.0,,,53-65,,Violation by Team (delay of game)
4:13.0,T. McConnell misses 3-pt shot from 24 ft,,53-65,,
4:11.0,,,53-65,,Defensive rebound by J. Calderon
4:05.0,,,53-65,,C. Anthony misses 2-pt shot from 15 ft
4:04.0,Defensive rebound by I. Canaan,,53-65,,
3:52.0,Turnover by H. Thompson (traveling),,53-65,,
3:52.0,I. Smith enters the game for T. McConnell,,53-65,,
3:52.0,N. Noel enters the game for R. Holmes,,53-65,,
3:37.0,,,53-65,,D. Williams misses 2-pt shot from 16 ft
3:35.0,Defensive rebound by I. Smith,,53-65,,
3:20.0,N. Noel makes 2-pt shot at rim (assist by I. Smith),2,55-65,,
3:05.0,,,55-68,3,K. Porzingis makes 3-pt shot from 24 ft (assist by J. Calderon)
2:53.0,Turnover by I. Canaan (bad pass; steal by J. Calderon),,55-68,,
2:39.0,,,55-68,,D. Williams misses 3-pt shot from 24 ft
2:38.0,,,55-68,,Offensive rebound by Team
2:38.0,Loose ball foul by I. Canaan (drawn by K. Porzingis),,55-68,,
2:38.0,,,55-68,,New York full timeout
2:38.0,,,55-68,,L. Galloway enters the game for K. Porzingis
2:38.0,,,55-68,,K. O'Quinn enters the game for J. Calderon
2:24.0,,,55-70,2,S. Vujacic makes 2-pt shot from 15 ft (assist by C. Anthony)
2:09.0,I. Smith misses 2-pt shot from 12 ft,,55-70,,
2:07.0,,,55-70,,Defensive rebound by D. Williams
1:53.0,,,55-72,2,D. Williams makes 2-pt shot at rim (assist by K. O'Quinn)
1:36.0,I. Canaan makes 3-pt shot from 23 ft,3,58-72,,
1:14.0,,,58-74,2,C. Anthony makes 2-pt shot from 7 ft
1:14.0,,,58-74,,Shooting foul by H. Thompson (drawn by C. Anthony)
1:14.0,,,58-74,,C. Anthony misses free throw 1 of 1
1:13.0,,,58-74,,Offensive rebound by K. O'Quinn
1:13.0,,,58-76,2,K. O'Quinn makes 2-pt shot from 1 ft
0:52.0,I. Canaan makes 3-pt shot from 22 ft (assist by I. Smith),3,61-76,,
0:41.0,,,61-76,,L. Thomas enters the game for C. Anthony
0:35.0,,,61-76,,S. Vujacic misses 2-pt shot from 4 ft
0:34.0,Defensive rebound by I. Canaan,,61-76,,
0:29.0,,,61-76,,Personal foul by L. Galloway (drawn by J. Grant)
0:29.0,J. Grant makes free throw 1 of 2,1,62-76,,
0:29.0,J. Grant makes free throw 2 of 2,1,63-76,,
0:15.0,,,63-76,,Turnover by K. O'Quinn (bad pass; steal by N. Noel)
0:01.0,I. Smith misses 3-pt shot from 25 ft,,63-76,,
0:00.0,Offensive rebound by Team,,63-76,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,63-76,,Turnover by L. Galloway (bad pass; steal by I. Smith)
11:43.0,Shooting foul by S. Vujacic (drawn by J. Grant),,63-76,,
11:43.0,J. Grant misses free throw 1 of 2,,63-76,,
11:43.0,Offensive rebound by Team,,63-76,,
11:43.0,J. Grant makes free throw 2 of 2,1,64-76,,
11:27.0,,,64-76,,S. Vujacic misses 3-pt shot from 25 ft
11:25.0,Defensive rebound by N. Noel,,64-76,,
11:20.0,H. Thompson makes 3-pt shot from 24 ft (assist by I. Smith),3,67-76,,
10:57.0,,,67-78,2,K. O'Quinn makes 2-pt shot from 9 ft (assist by L. Thomas)
10:47.0,J. Grant misses 2-pt shot from 22 ft,,67-78,,
10:45.0,,,67-78,,Defensive rebound by S. Vujacic
10:37.0,,,67-78,,S. Vujacic misses 2-pt shot from 13 ft
10:36.0,Defensive rebound by N. Noel,,67-78,,
10:22.0,Shooting foul by D. Williams (drawn by I. Canaan),,67-78,,
10:22.0,I. Canaan misses free throw 1 of 2,,67-78,,
10:22.0,Offensive rebound by Team,,67-78,,
10:22.0,,,67-78,,A. Afflalo enters the game for S. Vujacic
10:22.0,R. Covington enters the game for J. Grant,,67-78,,
10:22.0,,,67-78,,K. Porzingis enters the game for K. O'Quinn
10:22.0,I. Canaan makes free throw 2 of 2,1,68-78,,
10:06.0,,,68-78,,Turnover by L. Thomas (bad pass; steal by I. Smith)
10:01.0,I. Smith misses 2-pt shot from 1 ft,,68-78,,
10:00.0,,,68-78,,Defensive rebound by K. Porzingis
9:56.0,,,68-78,,A. Afflalo misses 3-pt shot from 26 ft
9:54.0,Defensive rebound by R. Covington,,68-78,,
9:52.0,Philadelphia full timeout,,68-78,,
9:52.0,,,68-78,,J. Calderon enters the game for L. Galloway
9:39.0,N. Noel makes 2-pt shot at rim (assist by I. Smith),2,70-78,,
9:23.0,,,70-78,,Turnover by J. Calderon (bad pass; steal by N. Noel)
9:11.0,N. Noel makes 2-pt shot at rim (assist by R. Covington),2,72-78,,
8:59.0,Personal foul by I. Canaan (drawn by A. Afflalo),,72-78,,
8:59.0,,,72-78,,C. Anthony enters the game for D. Williams
8:43.0,,,72-78,,K. Porzingis misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by I. Canaan,,72-78,,
8:32.0,I. Smith makes 2-pt shot from 2 ft,2,74-78,,
8:16.0,,,74-78,,C. Anthony misses 2-pt shot from 13 ft
8:14.0,Defensive rebound by I. Smith,,74-78,,
8:09.0,I. Smith makes 2-pt shot from 2 ft,2,76-78,,
8:07.0,,,76-78,,New York full timeout
7:56.0,,,76-80,2,C. Anthony makes 2-pt shot from 2 ft (assist by K. Porzingis)
7:42.0,I. Smith misses 2-pt shot from 2 ft,,76-80,,
7:41.0,,,76-80,,Defensive rebound by Team
7:30.0,,,76-80,,C. Anthony misses 2-pt shot from 14 ft (block by R. Covington)
7:28.0,Defensive rebound by N. Noel,,76-80,,
7:23.0,H. Thompson makes 3-pt shot from 24 ft (assist by I. Canaan),3,79-80,,
7:07.0,,,79-82,2,L. Thomas makes 2-pt shot from 1 ft
7:07.0,,,79-82,,Shooting foul by H. Thompson (drawn by L. Thomas)
7:07.0,,,79-83,1,L. Thomas makes free throw 1 of 1
6:51.0,I. Canaan misses 3-pt shot from 25 ft,,79-83,,
6:50.0,Offensive rebound by H. Thompson,,79-83,,
6:46.0,Shooting foul by A. Afflalo (drawn by R. Covington),,79-83,,
6:46.0,R. Covington misses free throw 1 of 2,,79-83,,
6:46.0,Offensive rebound by Team,,79-83,,
6:46.0,R. Covington makes free throw 2 of 2,1,80-83,,
6:33.0,,,80-83,,A. Afflalo misses 2-pt shot from 6 ft (block by N. Noel)
6:32.0,,,80-83,,Offensive rebound by L. Thomas
6:26.0,,,80-85,2,A. Afflalo makes 2-pt shot from 12 ft (assist by L. Thomas)
6:10.0,Shooting foul by K. Porzingis (drawn by N. Noel),,80-85,,
6:10.0,N. Noel makes free throw 1 of 2,1,81-85,,
6:10.0,N. Noel misses free throw 2 of 2,,81-85,,
6:09.0,,,81-85,,Defensive rebound by L. Thomas
5:51.0,,,81-85,,Shooting foul by I. Canaan (drawn by A. Afflalo)
5:51.0,,,81-86,1,A. Afflalo makes free throw 1 of 2
5:51.0,,,81-87,1,A. Afflalo makes free throw 2 of 2
5:36.0,I. Smith misses 2-pt shot from 2 ft,,81-87,,
5:34.0,Offensive rebound by N. Noel,,81-87,,
5:34.0,N. Noel makes 2-pt shot at rim,2,83-87,,
5:12.0,Personal foul by N. Noel (drawn by K. Porzingis),,83-87,,
5:04.0,Personal foul by R. Covington (drawn by C. Anthony),,83-87,,
5:04.0,,,83-87,,C. Anthony misses free throw 1 of 2
5:04.0,,,83-87,,Offensive rebound by Team
5:04.0,,,83-88,1,C. Anthony makes free throw 2 of 2
4:49.0,N. Noel misses 2-pt shot from 2 ft (block by J. Calderon),,83-88,,
4:48.0,Offensive rebound by N. Noel,,83-88,,
4:47.0,N. Noel misses 2-pt shot from 3 ft,,83-88,,
4:46.0,Offensive rebound by Team,,83-88,,
4:43.0,I. Canaan makes 3-pt shot from 23 ft (assist by I. Smith),3,86-88,,
4:22.0,,,86-88,,J. Calderon misses 3-pt shot from 25 ft
4:20.0,,,86-88,,Offensive rebound by A. Afflalo
4:17.0,,,86-88,,C. Anthony misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by N. Noel,,86-88,,
4:00.0,,,86-88,,Personal foul by A. Afflalo (drawn by I. Canaan)
4:00.0,I. Canaan makes free throw 1 of 2,1,87-88,,
4:00.0,I. Canaan makes free throw 2 of 2,1,88-88,,
3:45.0,,,88-88,,L. Thomas misses 2-pt shot from 17 ft
3:44.0,Defensive rebound by Team,,88-88,,
3:31.0,N. Noel makes 2-pt shot at rim (assist by I. Smith),2,90-88,,
3:05.0,,,90-88,,C. Anthony misses 2-pt shot from 20 ft
3:03.0,,,90-88,,Offensive rebound by J. Calderon
2:53.0,,,90-88,,C. Anthony misses 2-pt shot from 2 ft (block by N. Noel)
2:50.0,,,90-88,,Offensive rebound by K. Porzingis
2:48.0,,,90-91,3,A. Afflalo makes 3-pt shot from 23 ft (assist by K. Porzingis)
2:40.0,Philadelphia full timeout,,90-91,,
2:40.0,Official timeout,,90-91,,
2:40.0,,,90-91,,R. Lopez enters the game for K. Porzingis
2:29.0,R. Covington misses 3-pt shot from 22 ft,,90-91,,
2:27.0,,,90-91,,Defensive rebound by L. Thomas
2:08.0,,,90-91,,R. Lopez misses 2-pt shot from 4 ft
2:07.0,Defensive rebound by I. Smith,,90-91,,
1:59.0,I. Smith misses 2-pt shot from 2 ft,,90-91,,
1:59.0,Offensive rebound by Team,,90-91,,
1:59.0,,,90-91,,Loose ball foul by A. Afflalo (drawn by N. Noel)
1:59.0,N. Noel misses free throw 1 of 2,,90-91,,
