time,LA Clippers,pts.away,score,pts.home,Portland
0:01.0,D. Jordan misses free throw 1 of 2,,24-24,,
0:01.0,Offensive rebound by Team,,24-24,,
0:01.0,,,24-24,,M. Plumlee enters the game for D. Lillard
0:01.0,D. Jordan misses free throw 2 of 2,,24-24,,
0:00.0,,,24-24,,Defensive rebound by M. Plumlee
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,J. Crawford misses 2-pt shot from 17 ft,,24-24,,
11:45.0,,,24-24,,Defensive rebound by G. Henderson
11:25.0,,,24-24,,M. Harkless misses 2-pt shot from 8 ft
11:23.0,,,24-24,,Offensive rebound by E. Davis
11:23.0,,,24-24,,E. Davis misses 2-pt shot from 1 ft
11:22.0,Defensive rebound by C. Aldrich,,24-24,,
11:09.0,J. Green makes 2-pt shot at rim,2,26-24,,
10:53.0,,,26-24,,Turnover by C. McCollum (lost ball; steal by J. Crawford)
10:43.0,J. Crawford makes 2-pt shot from 10 ft,2,28-24,,
10:26.0,,,28-26,2,G. Henderson makes 2-pt shot at rim (assist by E. Davis)
10:05.0,J. Green misses 2-pt shot from 18 ft,,28-26,,
10:03.0,,,28-26,,Defensive rebound by E. Davis
9:55.0,,,28-26,,A. Crabbe misses 3-pt shot from 26 ft
9:54.0,Defensive rebound by C. Aldrich,,28-26,,
9:33.0,P. Pierce misses 2-pt shot from 18 ft,,28-26,,
9:32.0,,,28-26,,Defensive rebound by M. Harkless
9:23.0,,,28-26,,Turnover by C. McCollum (lost ball; steal by J. Green)
9:05.0,J. Green makes 2-pt shot from 2 ft,2,30-26,,
8:46.0,,,30-28,2,C. McCollum makes 2-pt shot from 1 ft
8:46.0,,,30-28,,Shooting foul by C. Wilcox (drawn by C. McCollum)
8:46.0,Official timeout,,30-28,,
8:46.0,J. Redick enters the game for C. Wilcox,,30-28,,
8:46.0,,,30-29,1,C. McCollum makes free throw 1 of 1
8:19.0,J. Green makes 2-pt shot from 11 ft,2,32-29,,
7:52.0,,,32-31,2,A. Crabbe makes 2-pt shot from 14 ft (assist by G. Henderson)
7:34.0,Turnover by J. Crawford (lost ball; steal by C. McCollum),,32-31,,
7:28.0,,,32-31,,C. McCollum misses 2-pt shot from 11 ft
7:27.0,,,32-31,,Offensive rebound by E. Davis
7:27.0,,,32-33,2,E. Davis makes 2-pt shot at rim
7:08.0,J. Crawford makes 2-pt shot from 12 ft,2,34-33,,
6:48.0,,,34-33,,G. Henderson misses 3-pt shot from 25 ft
6:47.0,,,34-33,,Offensive rebound by A. Crabbe
6:35.0,,,34-36,3,M. Harkless makes 3-pt shot from 25 ft (assist by C. McCollum)
6:24.0,,,34-36,,Personal foul by C. McCollum
6:24.0,D. Jordan enters the game for C. Aldrich,,34-36,,
6:24.0,LA Clippers full timeout,,34-36,,
6:14.0,Turnover by D. Jordan (lost ball; steal by M. Harkless),,34-36,,
5:57.0,,,34-36,,Shooting foul by J. Green (drawn by A. Crabbe)
5:57.0,,,34-36,,A. Crabbe misses free throw 1 of 2
5:57.0,,,34-36,,Offensive rebound by Team
5:57.0,,,34-36,,D. Lillard enters the game for C. McCollum
5:57.0,,,34-36,,A. Aminu enters the game for M. Harkless
5:57.0,,,34-37,1,A. Crabbe makes free throw 2 of 2
5:43.0,Shooting foul by D. Lillard (drawn by P. Pierce),,34-37,,
5:43.0,P. Pierce misses free throw 1 of 2,,34-37,,
5:43.0,Offensive rebound by Team,,34-37,,
5:43.0,,,34-37,,M. Plumlee enters the game for E. Davis
5:43.0,P. Pierce misses free throw 2 of 2,,34-37,,
5:41.0,,,34-37,,Defensive rebound by Team
5:41.0,Loose ball foul by D. Jordan,,34-37,,
5:31.0,,,34-37,,Turnover by D. Lillard (lost ball; steal by J. Crawford)
5:28.0,Shooting foul by G. Henderson (drawn by J. Crawford),,34-37,,
5:28.0,J. Crawford misses free throw 1 of 2,,34-37,,
5:28.0,Offensive rebound by Team,,34-37,,
5:28.0,J. Crawford makes free throw 2 of 2,1,35-37,,
5:13.0,,,35-37,,G. Henderson misses 2-pt shot from 12 ft
5:12.0,Defensive rebound by D. Jordan,,35-37,,
5:03.0,Shooting foul by G. Henderson (drawn by J. Crawford),,35-37,,
5:03.0,J. Crawford makes free throw 1 of 2,1,36-37,,
5:03.0,A. Rivers enters the game for P. Pierce,,36-37,,
5:03.0,J. Crawford makes free throw 2 of 2,1,37-37,,
4:45.0,,,37-37,,Turnover by M. Plumlee (bad pass)
4:43.0,,,37-37,,Personal take foul by A. Crabbe
4:43.0,D. Jordan makes free throw 1 of 2,1,38-37,,
4:43.0,,,38-37,,C. McCollum enters the game for G. Henderson
4:43.0,D. Jordan misses free throw 2 of 2,,38-37,,
4:42.0,,,38-37,,Defensive rebound by M. Plumlee
4:19.0,,,38-40,3,A. Crabbe makes 3-pt shot from 23 ft (assist by D. Lillard)
4:06.0,Turnover by J. Crawford (lost ball),,38-40,,
3:51.0,,,38-40,,C. McCollum misses 2-pt shot from 16 ft
3:50.0,,,38-40,,Offensive rebound by M. Plumlee
3:47.0,,,38-42,2,M. Plumlee makes 2-pt shot from 6 ft
3:30.0,J. Redick makes 2-pt shot from 19 ft (assist by A. Rivers),2,40-42,,
3:16.0,,,40-42,,D. Lillard misses 2-pt shot at rim
3:15.0,Defensive rebound by A. Rivers,,40-42,,
3:02.0,J. Green misses 2-pt shot from 4 ft (block by M. Plumlee),,40-42,,
3:02.0,Offensive rebound by D. Jordan,,40-42,,
3:02.0,Turnover by D. Jordan (bad pass),,40-42,,
3:02.0,,,40-42,,Portland full timeout
2:39.0,,,40-42,,A. Aminu misses 3-pt shot from 26 ft
2:38.0,Defensive rebound by D. Jordan,,40-42,,
2:29.0,,,40-42,,Personal take foul by A. Aminu
2:29.0,D. Jordan misses free throw 1 of 2,,40-42,,
2:29.0,Offensive rebound by Team,,40-42,,
2:29.0,L. Mbah a Moute enters the game for J. Green,,40-42,,
2:29.0,D. Jordan misses free throw 2 of 2,,40-42,,
2:28.0,,,40-42,,Defensive rebound by M. Plumlee
2:19.0,,,40-42,,M. Plumlee misses 2-pt shot at rim
2:16.0,,,40-42,,Offensive rebound by D. Lillard
2:16.0,,,40-42,,Turnover by A. Aminu (bad pass)
2:16.0,LA Clippers full timeout,,40-42,,
2:16.0,,,40-42,,M. Harkless enters the game for A. Aminu
2:16.0,J. Green enters the game for L. Mbah a Moute,,40-42,,
2:16.0,C. Aldrich enters the game for D. Jordan,,40-42,,
1:58.0,J. Crawford makes 2-pt shot from 9 ft,2,42-42,,
1:40.0,,,42-42,,M. Harkless misses 2-pt shot from 5 ft
1:39.0,Defensive rebound by A. Rivers,,42-42,,
1:32.0,J. Redick misses 2-pt shot from 3 ft,,42-42,,
1:32.0,,,42-42,,Defensive rebound by Team
1:32.0,L. Mbah a Moute enters the game for J. Redick,,42-42,,
1:18.0,,,42-44,2,M. Plumlee makes 2-pt shot from 2 ft (assist by M. Harkless)
1:05.0,J. Crawford makes 2-pt shot from 17 ft,2,44-44,,
0:58.0,,,44-46,2,C. McCollum makes 2-pt shot from 16 ft
0:48.0,J. Crawford makes 2-pt shot from 22 ft,2,46-46,,
0:31.0,,,46-46,,A. Crabbe misses 3-pt shot from 26 ft
0:31.0,,,46-46,,Offensive rebound by D. Lillard
0:28.0,,,46-46,,D. Lillard misses 2-pt shot from 1 ft
0:27.0,,,46-46,,Offensive rebound by A. Crabbe
0:26.0,,,46-48,2,M. Plumlee makes 2-pt shot at rim (assist by A. Crabbe)
0:07.0,,,46-48,,Personal foul by D. Lillard
0:07.0,J. Crawford makes free throw 1 of 2,1,47-48,,
0:07.0,D. Jordan enters the game for C. Aldrich,,47-48,,
0:07.0,P. Prigioni enters the game for J. Green,,47-48,,
0:07.0,J. Crawford makes free throw 2 of 2,1,48-48,,
0:07.0,,,48-48,,Portland full timeout
0:07.0,,,48-48,,G. Henderson enters the game for M. Harkless
0:04.0,Personal foul by P. Prigioni,,48-48,,
0:04.0,,,48-48,,B. Roberts enters the game for M. Plumlee
0:04.0,J. Green enters the game for D. Jordan,,48-48,,
0:01.0,,,48-50,2,C. McCollum makes 2-pt shot from 1 ft
0:00.0,A. Rivers misses 3-pt shot from 25 ft,,48-50,,
0:00.0,Offensive rebound by Team,,48-50,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:39.0,A. Rivers misses 2-pt shot from 8 ft,,48-50,,
11:37.0,,,48-50,,Defensive rebound by A. Aminu
11:26.0,,,48-53,3,M. Harkless makes 3-pt shot from 23 ft (assist by A. Aminu)
11:07.0,J. Green misses 2-pt shot from 16 ft,,48-53,,
11:07.0,Offensive rebound by Team,,48-53,,
11:07.0,,,48-53,,Loose ball foul by M. Plumlee
11:00.0,A. Rivers makes 2-pt shot from 8 ft (assist by J. Green),2,50-53,,
10:39.0,,,50-53,,A. Aminu misses 2-pt shot from 16 ft
10:38.0,Defensive rebound by D. Jordan,,50-53,,
10:28.0,A. Rivers misses 2-pt shot from 7 ft,,50-53,,
10:26.0,Offensive rebound by D. Jordan,,50-53,,
10:26.0,D. Jordan makes 2-pt shot from 1 ft,2,52-53,,
10:13.0,,,52-53,,Turnover by A. Aminu (lost ball; steal by A. Rivers)
10:08.0,L. Mbah a Moute makes 2-pt shot at rim (assist by A. Rivers),2,54-53,,
10:08.0,Shooting foul by A. Aminu (drawn by L. Mbah a Moute),,54-53,,
10:08.0,L. Mbah a Moute makes free throw 1 of 1,1,55-53,,
9:43.0,,,55-53,,M. Harkless misses 2-pt shot from 18 ft
9:43.0,Defensive rebound by D. Jordan,,55-53,,
9:36.0,,,55-53,,Personal foul by M. Harkless
9:29.0,J. Redick makes 3-pt shot from 28 ft (assist by A. Rivers),3,58-53,,
9:21.0,Personal foul by D. Jordan,,58-53,,
9:08.0,,,58-56,3,A. Aminu makes 3-pt shot from 25 ft
8:49.0,J. Redick misses 2-pt shot from 17 ft,,58-56,,
8:48.0,,,58-56,,Defensive rebound by D. Lillard
8:40.0,,,58-59,3,D. Lillard makes 3-pt shot from 27 ft
8:22.0,A. Rivers makes 2-pt shot from 11 ft,2,60-59,,
8:11.0,,,60-62,3,M. Harkless makes 3-pt shot from 24 ft (assist by D. Lillard)
7:48.0,J. Green misses 2-pt shot from 6 ft,,60-62,,
7:47.0,,,60-62,,Defensive rebound by M. Plumlee
7:38.0,,,60-64,2,D. Lillard makes 2-pt shot from 2 ft
7:19.0,Shooting foul by M. Harkless (drawn by A. Rivers),,60-64,,
7:19.0,A. Rivers makes free throw 1 of 2,1,61-64,,
7:19.0,J. Crawford enters the game for L. Mbah a Moute,,61-64,,
7:19.0,A. Rivers makes free throw 2 of 2,1,62-64,,
7:14.0,Personal foul by A. Rivers,,62-64,,
7:14.0,L. Mbah a Moute enters the game for J. Green,,62-64,,
7:05.0,,,62-67,3,M. Harkless makes 3-pt shot from 26 ft (assist by M. Plumlee)
6:53.0,Shooting foul by M. Plumlee (drawn by D. Jordan),,62-67,,
6:53.0,D. Jordan makes free throw 1 of 2,1,63-67,,
6:53.0,D. Jordan makes free throw 2 of 2,1,64-67,,
6:31.0,,,64-69,2,M. Harkless makes 2-pt shot from 2 ft (assist by M. Plumlee)
6:14.0,J. Crawford makes 2-pt shot from 6 ft,2,66-69,,
6:04.0,,,66-69,,C. McCollum misses 2-pt shot from 19 ft
6:02.0,Defensive rebound by D. Jordan,,66-69,,
5:52.0,D. Jordan makes 2-pt shot from 2 ft (assist by A. Rivers),2,68-69,,
5:33.0,,,68-72,3,A. Aminu makes 3-pt shot from 23 ft (assist by D. Lillard)
5:15.0,J. Crawford misses 2-pt shot from 10 ft,,68-72,,
5:14.0,,,68-72,,Defensive rebound by M. Plumlee
5:05.0,Personal foul by D. Jordan,,68-72,,
5:05.0,,,68-72,,Portland full timeout
5:05.0,W. Johnson enters the game for L. Mbah a Moute,,68-72,,
5:05.0,P. Pierce enters the game for J. Redick,,68-72,,
4:54.0,,,68-72,,Turnover by A. Aminu (lost ball; steal by P. Pierce)
4:38.0,A. Rivers makes 2-pt shot from 1 ft,2,70-72,,
4:22.0,,,70-72,,C. McCollum misses 2-pt shot from 13 ft
4:21.0,Defensive rebound by P. Pierce,,70-72,,
4:07.0,P. Pierce misses 3-pt shot from 26 ft,,70-72,,
4:06.0,Offensive rebound by D. Jordan,,70-72,,
3:55.0,A. Rivers makes 2-pt shot from 1 ft,2,72-72,,
3:33.0,,,72-72,,Turnover by C. McCollum (lost ball; steal by J. Crawford)
3:24.0,W. Johnson misses 3-pt shot from 24 ft,,72-72,,
3:24.0,,,72-72,,Defensive rebound by A. Aminu
3:19.0,,,72-72,,Shooting foul by A. Rivers (drawn by D. Lillard)
3:19.0,,,72-73,1,D. Lillard makes free throw 1 of 3
3:19.0,,,72-74,1,D. Lillard makes free throw 2 of 3
3:19.0,,,72-74,,G. Henderson enters the game for C. McCollum
3:19.0,,,72-74,,A. Crabbe enters the game for A. Aminu
3:19.0,,,72-75,1,D. Lillard makes free throw 3 of 3
3:06.0,J. Crawford misses 2-pt shot from 15 ft,,72-75,,
3:04.0,Offensive rebound by W. Johnson,,72-75,,
3:00.0,D. Jordan makes 2-pt shot from 5 ft,2,74-75,,
2:46.0,,,74-75,,M. Harkless misses 2-pt shot from 5 ft
2:45.0,Defensive rebound by W. Johnson,,74-75,,
2:31.0,A. Rivers makes 3-pt shot from 25 ft,3,77-75,,
2:15.0,,,77-78,3,D. Lillard makes 3-pt shot from 26 ft (assist by M. Plumlee)
1:52.0,J. Crawford misses 2-pt shot from 18 ft,,77-78,,
1:49.0,Offensive rebound by D. Jordan,,77-78,,
1:43.0,A. Rivers misses 3-pt shot from 26 ft,,77-78,,
1:41.0,Offensive rebound by W. Johnson,,77-78,,
1:31.0,J. Crawford makes 2-pt shot from 14 ft (assist by A. Rivers),2,79-78,,
1:15.0,,,79-78,,D. Lillard misses 3-pt shot from 32 ft
1:14.0,Defensive rebound by A. Rivers,,79-78,,
0:59.0,J. Crawford misses 2-pt shot from 11 ft,,79-78,,
0:59.0,Offensive rebound by D. Jordan,,79-78,,
0:59.0,D. Jordan makes 2-pt shot at rim,2,81-78,,
0:41.0,,,81-78,,M. Harkless misses 3-pt shot from 23 ft
0:40.0,Defensive rebound by D. Jordan,,81-78,,
0:29.0,A. Rivers misses 2-pt shot from 13 ft,,81-78,,
0:28.0,Offensive rebound by Team,,81-78,,
0:28.0,,,81-78,,Loose ball foul by G. Henderson
0:28.0,LA Clippers full timeout,,81-78,,
0:28.0,,,81-78,,E. Davis enters the game for M. Plumlee
0:28.0,L. Mbah a Moute enters the game for J. Crawford,,81-78,,
0:28.0,A. Rivers makes free throw 1 of 2,1,82-78,,
0:28.0,A. Rivers misses free throw 2 of 2,,82-78,,
0:27.0,,,82-78,,Defensive rebound by M. Harkless
0:05.0,,,82-78,,D. Lillard misses 3-pt shot from 27 ft
0:05.0,,,82-78,,Offensive rebound by A. Crabbe
0:05.0,,,82-80,2,A. Crabbe makes 2-pt shot from 1 ft
0:00.0,A. Rivers misses 3-pt shot from 30 ft,,82-80,,
0:00.0,Offensive rebound by Team,,82-80,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,82-80,,Shooting foul by C. Aldrich (drawn by C. McCollum)
11:39.0,,,82-81,1,C. McCollum makes free throw 1 of 2
11:39.0,,,82-81,,C. McCollum misses free throw 2 of 2
11:38.0,Defensive rebound by C. Aldrich,,82-81,,
11:23.0,,,82-81,,Personal foul by A. Crabbe
11:11.0,J. Crawford misses 2-pt shot from 22 ft,,82-81,,
11:10.0,,,82-81,,Defensive rebound by G. Henderson
10:56.0,,,82-83,2,G. Henderson makes 2-pt shot from 21 ft (assist by C. McCollum)
10:37.0,J. Crawford misses 2-pt shot from 19 ft,,82-83,,
10:36.0,,,82-83,,Defensive rebound by M. Harkless
10:27.0,,,82-83,,G. Henderson misses 2-pt shot from 14 ft
10:25.0,Defensive rebound by A. Rivers,,82-83,,
10:12.0,A. Rivers makes 2-pt shot from 2 ft,2,84-83,,
10:03.0,,,84-83,,Shooting foul by J. Crawford (drawn by C. McCollum)
10:03.0,,,84-84,1,C. McCollum makes free throw 1 of 2
10:03.0,,,84-84,,A. Aminu enters the game for M. Harkless
10:03.0,,,84-85,1,C. McCollum makes free throw 2 of 2
9:51.0,Shooting foul by A. Aminu (drawn by J. Green),,84-85,,
9:51.0,J. Green misses free throw 1 of 2,,84-85,,
9:51.0,Offensive rebound by Team,,84-85,,
9:51.0,J. Green makes free throw 2 of 2,1,85-85,,
9:34.0,Personal foul by W. Johnson,,85-85,,
9:25.0,,,85-85,,G. Henderson misses 2-pt shot from 15 ft
9:24.0,Defensive rebound by J. Green,,85-85,,
9:06.0,J. Green misses 2-pt shot from 17 ft,,85-85,,
9:04.0,Offensive rebound by C. Aldrich,,85-85,,
8:54.0,J. Crawford misses 3-pt shot from 28 ft,,85-85,,
8:53.0,,,85-85,,Defensive rebound by A. Crabbe
8:42.0,,,85-85,,C. McCollum misses 2-pt shot from 13 ft
8:42.0,,,85-85,,Offensive rebound by G. Henderson
8:38.0,,,85-88,3,A. Crabbe makes 3-pt shot from 26 ft (assist by C. McCollum)
8:38.0,LA Clippers full timeout,,85-88,,
8:38.0,J. Redick enters the game for A. Rivers,,85-88,,
8:38.0,,,85-88,,D. Lillard enters the game for G. Henderson
8:26.0,J. Redick makes 2-pt shot from 18 ft (assist by J. Green),2,87-88,,
8:03.0,,,87-88,,D. Lillard misses 3-pt shot from 26 ft
8:02.0,Defensive rebound by J. Redick,,87-88,,
7:53.0,J. Redick misses 2-pt shot from 18 ft,,87-88,,
7:51.0,,,87-88,,Defensive rebound by C. McCollum
7:45.0,,,87-88,,Turnover by C. McCollum (bad pass)
7:32.0,W. Johnson misses 2-pt shot from 17 ft,,87-88,,
7:31.0,,,87-88,,Defensive rebound by D. Lillard
7:22.0,,,87-88,,A. Crabbe misses 3-pt shot from 25 ft
7:22.0,,,87-88,,Offensive rebound by E. Davis
7:22.0,Personal foul by C. Aldrich,,87-88,,
7:22.0,D. Jordan enters the game for C. Aldrich,,87-88,,
7:09.0,,,87-90,2,E. Davis makes 2-pt shot from 7 ft (assist by C. McCollum)
6:47.0,J. Green misses 2-pt shot from 21 ft,,87-90,,
6:46.0,,,87-90,,Defensive rebound by E. Davis
6:42.0,,,87-92,2,A. Aminu makes 2-pt shot from 1 ft (assist by D. Lillard)
6:19.0,J. Crawford misses 2-pt shot from 10 ft,,87-92,,
6:18.0,,,87-92,,Defensive rebound by A. Aminu
6:05.0,,,87-92,,Shooting foul by D. Jordan (drawn by D. Lillard)
6:05.0,,,87-93,1,D. Lillard makes free throw 1 of 2
6:05.0,A. Rivers enters the game for W. Johnson,,87-93,,
6:05.0,,,87-93,,D. Lillard misses free throw 2 of 2
6:05.0,Defensive rebound by D. Jordan,,87-93,,
5:45.0,J. Green makes 2-pt shot from 6 ft,2,89-93,,
5:24.0,,,89-95,2,A. Crabbe makes 2-pt shot from 12 ft (assist by A. Aminu)
5:07.0,Shooting foul by A. Crabbe (drawn by J. Crawford),,89-95,,
5:07.0,Official timeout,,89-95,,
5:07.0,,,89-95,,M. Plumlee enters the game for E. Davis
5:07.0,L. Mbah a Moute enters the game for J. Redick,,89-95,,
5:07.0,J. Crawford makes free throw 1 of 2,1,90-95,,
5:07.0,J. Crawford makes free throw 2 of 2,1,91-95,,
4:51.0,,,91-98,3,C. McCollum makes 3-pt shot from 25 ft (assist by D. Lillard)
4:49.0,LA Clippers full timeout,,91-98,,
4:49.0,J. Redick enters the game for L. Mbah a Moute,,91-98,,
4:28.0,J. Redick misses 3-pt shot from 26 ft,,91-98,,
4:27.0,,,91-98,,Defensive rebound by A. Crabbe
