time,Phoenix,pts.away,score,pts.home,New Orleans
10:23.0,Turnover by T. Chandler (lost ball),,58-47,,
10:15.0,,,58-47,,T. Douglas misses 2-pt shot from 18 ft
10:14.0,,,58-47,,Offensive rebound by J. Ennis
10:04.0,,,58-47,,Turnover by J. Ennis (lost ball; steal by R. Price)
9:57.0,Shooting foul by O. Asik (drawn by T. Chandler),,58-47,,
9:57.0,T. Chandler makes free throw 1 of 2,1,59-47,,
9:57.0,T. Chandler makes free throw 2 of 2,1,60-47,,
9:46.0,Personal foul by D. Booker,,60-47,,
9:37.0,,,60-49,2,D. Cunningham makes 2-pt shot from 20 ft (assist by A. Ajinca)
9:27.0,T. Chandler makes 2-pt shot at rim (assist by D. Booker),2,62-49,,
9:15.0,,,62-49,,T. Douglas misses 3-pt shot from 26 ft
9:14.0,Defensive rebound by A. Len,,62-49,,
9:05.0,P. Tucker makes 3-pt shot from 26 ft (assist by A. Len),3,65-49,,
8:56.0,Personal foul by R. Price,,65-49,,
8:56.0,,,65-49,,New Orleans full timeout
8:44.0,,,65-51,2,D. Cunningham makes 2-pt shot from 15 ft (assist by T. Douglas)
8:21.0,A. Len misses 2-pt shot from 4 ft,,65-51,,
8:17.0,,,65-51,,Defensive rebound by J. Ennis
8:07.0,,,65-51,,T. Douglas misses 2-pt shot from 13 ft
8:06.0,Defensive rebound by P. Tucker,,65-51,,
7:46.0,T. Chandler misses 2-pt shot from 2 ft,,65-51,,
7:45.0,Offensive rebound by T. Chandler,,65-51,,
7:44.0,Shooting foul by O. Asik (drawn by T. Chandler),,65-51,,
7:44.0,Phoenix full timeout,,65-51,,
7:44.0,,,65-51,,K. Perkins enters the game for O. Asik
7:44.0,T. Chandler makes free throw 1 of 2,1,66-51,,
7:44.0,T. Chandler makes free throw 2 of 2,1,67-51,,
7:42.0,Personal take foul by R. Price,,67-51,,
7:42.0,M. Teletovic enters the game for T. Chandler,,67-51,,
7:42.0,,,67-51,,L. Babbitt enters the game for A. Ajinca
7:27.0,,,67-53,2,T. Douglas makes 2-pt shot from 15 ft
7:13.0,M. Teletovic misses 3-pt shot from 24 ft,,67-53,,
7:12.0,,,67-53,,Defensive rebound by T. Douglas
7:07.0,,,67-53,,Offensive foul by K. Perkins
7:07.0,,,67-53,,Turnover by K. Perkins (offensive foul)
6:48.0,M. Teletovic misses 3-pt shot from 26 ft,,67-53,,
6:47.0,,,67-53,,Defensive rebound by K. Perkins
6:39.0,,,67-53,,D. Cunningham misses 3-pt shot from 24 ft
6:38.0,Defensive rebound by P. Tucker,,67-53,,
6:34.0,D. Booker misses 3-pt shot from 24 ft,,67-53,,
6:33.0,,,67-53,,Defensive rebound by Team
6:20.0,,,67-56,3,T. Douglas makes 3-pt shot from 24 ft (assist by L. Babbitt)
6:00.0,,,67-56,,Personal foul by K. Perkins
6:00.0,,,67-56,,T. Frazier enters the game for J. Ennis
6:00.0,,,67-56,,Violation by Team (jump ball)
5:54.0,,,67-56,,Personal foul by L. Babbitt
5:50.0,A. Len misses 2-pt shot from 8 ft,,67-56,,
5:50.0,Offensive rebound by Team,,67-56,,
5:50.0,,,67-56,,Loose ball foul by L. Babbitt
5:50.0,P. Tucker makes free throw 1 of 2,1,68-56,,
5:50.0,P. Tucker makes free throw 2 of 2,1,69-56,,
5:39.0,,,69-58,2,L. Babbitt makes 2-pt shot from 1 ft
5:26.0,M. Teletovic makes 2-pt shot from 9 ft,2,71-58,,
5:01.0,,,71-58,,K. Perkins misses 2-pt shot from 8 ft
5:00.0,Defensive rebound by P. Tucker,,71-58,,
4:54.0,M. Teletovic makes 3-pt shot from 24 ft,3,74-58,,
4:40.0,,,74-60,2,L. Babbitt makes 2-pt shot from 6 ft (assist by T. Frazier)
4:27.0,Turnover by P. Tucker (discontinued dribble),,74-60,,
4:16.0,,,74-60,,Shooting foul by D. Booker (drawn by T. Douglas)
4:16.0,,,74-61,1,T. Douglas makes free throw 1 of 2
4:16.0,J. Jenkins enters the game for D. Booker,,74-61,,
4:16.0,A. Goodwin enters the game for R. Price,,74-61,,
4:16.0,,,74-62,1,T. Douglas makes free throw 2 of 2
3:59.0,A. Len makes 2-pt shot from 16 ft (assist by A. Goodwin),2,76-62,,
3:39.0,,,76-62,,Shooting foul by A. Goodwin (drawn by T. Frazier)
3:39.0,,,76-62,,T. Frazier misses free throw 1 of 2
3:39.0,,,76-62,,Offensive rebound by Team
3:39.0,,,76-62,,T. Frazier misses free throw 2 of 2
3:38.0,Defensive rebound by A. Len,,76-62,,
3:23.0,A. Len makes 2-pt shot from 21 ft (assist by M. Teletovic),2,78-62,,
3:12.0,,,78-62,,T. Douglas misses 2-pt shot from 13 ft
3:11.0,Defensive rebound by A. Len,,78-62,,
3:02.0,Offensive foul by A. Len,,78-62,,
3:02.0,Turnover by A. Len (offensive foul),,78-62,,
3:02.0,,,78-62,,J. Hamilton enters the game for D. Cunningham
2:54.0,,,78-62,,T. Frazier misses 2-pt shot from 20 ft
2:53.0,Defensive rebound by M. Teletovic,,78-62,,
2:35.0,M. Teletovic misses 2-pt shot from 1 ft (block by J. Hamilton),,78-62,,
2:35.0,Offensive rebound by M. Teletovic,,78-62,,
2:35.0,M. Teletovic makes 2-pt shot from 1 ft,2,80-62,,
2:21.0,,,80-64,2,L. Babbitt makes 2-pt shot from 5 ft
2:12.0,M. Teletovic makes 2-pt shot from 1 ft,2,82-64,,
1:51.0,,,82-64,,J. Hamilton misses 2-pt shot from 18 ft
1:50.0,Defensive rebound by J. Jenkins,,82-64,,
1:39.0,A. Goodwin misses 2-pt shot at rim,,82-64,,
1:38.0,Offensive rebound by A. Len,,82-64,,
1:32.0,J. Jenkins makes 2-pt shot from 19 ft (assist by A. Goodwin),2,84-64,,
1:26.0,,,84-66,2,T. Douglas makes 2-pt shot from 2 ft
1:05.0,Turnover by A. Goodwin (lost ball; steal by J. Hamilton),,84-66,,
0:52.0,,,84-66,,L. Babbitt misses 2-pt shot from 4 ft
0:51.0,Defensive rebound by A. Len,,84-66,,
0:47.0,,,84-66,,Personal block foul by T. Douglas
0:47.0,Phoenix full timeout,,84-66,,
0:47.0,C. Budinger enters the game for P. Tucker,,84-66,,
0:47.0,J. Leuer enters the game for A. Len,,84-66,,
0:47.0,,,84-66,,J. Ennis enters the game for T. Douglas
0:47.0,A. Goodwin misses free throw 1 of 2,,84-66,,
0:47.0,Offensive rebound by Team,,84-66,,
0:47.0,A. Goodwin makes free throw 2 of 2,1,85-66,,
0:34.0,,,85-66,,L. Babbitt misses 2-pt shot from 2 ft
0:33.0,,,85-66,,Offensive rebound by K. Perkins
0:33.0,Personal foul by C. Budinger,,85-66,,
0:33.0,,,85-66,,K. Perkins misses free throw 1 of 2
0:33.0,,,85-66,,Offensive rebound by Team
0:33.0,,,85-67,1,K. Perkins makes free throw 2 of 2
0:21.0,J. Leuer misses 2-pt shot from 4 ft,,85-67,,
0:20.0,,,85-67,,Defensive rebound by K. Perkins
0:00.0,,,85-67,,J. Ennis misses 3-pt shot from 26 ft
0:00.0,,,85-67,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,C. Budinger misses 2-pt shot from 4 ft (block by A. Ajinca),,85-67,,
11:38.0,,,85-67,,Defensive rebound by L. Babbitt
11:17.0,,,85-67,,A. Ajinca misses 2-pt shot from 17 ft
11:16.0,,,85-67,,Offensive rebound by T. Frazier
11:12.0,,,85-67,,T. Frazier misses 2-pt shot from 14 ft
11:11.0,,,85-67,,Offensive rebound by A. Ajinca
11:11.0,Loose ball foul by A. Goodwin,,85-67,,
11:00.0,,,85-67,,Turnover by A. Ajinca (3 sec)
10:43.0,J. Leuer misses 2-pt shot from 15 ft,,85-67,,
10:42.0,,,85-67,,Defensive rebound by L. Babbitt
10:25.0,,,85-67,,L. Babbitt misses 2-pt shot from 2 ft
10:24.0,,,85-67,,Offensive rebound by A. Ajinca
10:16.0,,,85-67,,J. Ennis misses 3-pt shot from 23 ft
10:16.0,Defensive rebound by J. Leuer,,85-67,,
10:03.0,Shooting foul by J. Hamilton (drawn by C. Budinger),,85-67,,
10:03.0,C. Budinger makes free throw 1 of 2,1,86-67,,
10:03.0,C. Budinger makes free throw 2 of 2,1,87-67,,
10:00.0,Personal foul by M. Teletovic,,87-67,,
9:55.0,,,87-70,3,T. Frazier makes 3-pt shot from 25 ft (assist by L. Babbitt)
9:40.0,J. Leuer makes 2-pt shot from 20 ft (assist by C. Budinger),2,89-70,,
9:28.0,,,89-70,,J. Hamilton misses 2-pt shot from 11 ft
9:27.0,Defensive rebound by A. Goodwin,,89-70,,
9:23.0,A. Goodwin makes 2-pt shot from 1 ft,2,91-70,,
9:23.0,Shooting foul by L. Babbitt (drawn by A. Goodwin),,91-70,,
9:23.0,A. Goodwin makes free throw 1 of 1,1,92-70,,
9:10.0,,,92-70,,J. Ennis misses 2-pt shot at rim
9:09.0,Defensive rebound by A. Goodwin,,92-70,,
9:09.0,,,92-70,,Personal foul by A. Ajinca
8:54.0,A. Goodwin makes 3-pt shot from 23 ft (assist by J. Jenkins),3,95-70,,
8:44.0,,,95-72,2,T. Frazier makes 2-pt shot at rim
8:37.0,,,95-72,,Personal take foul by T. Frazier
8:37.0,Official timeout,,95-72,,
8:37.0,,,95-72,,D. Cunningham enters the game for A. Ajinca
8:25.0,A. Goodwin makes 3-pt shot from 25 ft (assist by M. Teletovic),3,98-72,,
8:15.0,,,98-72,,D. Cunningham misses 2-pt shot from 18 ft
8:14.0,Defensive rebound by J. Leuer,,98-72,,
8:02.0,Turnover by A. Goodwin (lost ball; steal by D. Cunningham),,98-72,,
7:56.0,,,98-74,2,J. Ennis makes 2-pt shot from 1 ft (assist by J. Hamilton)
7:40.0,Turnover by C. Budinger (lost ball; steal by J. Ennis),,98-74,,
7:32.0,,,98-74,,J. Hamilton misses 2-pt shot from 2 ft
7:31.0,Defensive rebound by J. Leuer,,98-74,,
7:29.0,J. Jenkins misses 3-pt shot from 24 ft,,98-74,,
7:27.0,Offensive rebound by C. Budinger,,98-74,,
7:26.0,C. Budinger makes 2-pt shot from 2 ft,2,100-74,,
7:09.0,,,100-74,,T. Frazier misses 2-pt shot from 23 ft
7:08.0,,,100-74,,Offensive rebound by J. Hamilton
7:03.0,,,100-76,2,J. Hamilton makes 2-pt shot from 2 ft
6:49.0,C. Budinger misses 3-pt shot from 24 ft,,100-76,,
6:48.0,,,100-76,,Defensive rebound by T. Frazier
6:42.0,Personal foul by M. Teletovic,,100-76,,
6:42.0,,,100-76,,T. Douglas enters the game for J. Ennis
6:30.0,,,100-76,,J. Hamilton misses 2-pt shot at rim
6:29.0,Defensive rebound by J. Leuer,,100-76,,
6:25.0,Shooting foul by J. Hamilton (drawn by A. Goodwin),,100-76,,
6:25.0,A. Goodwin makes free throw 1 of 2,1,101-76,,
6:25.0,A. Goodwin makes free throw 2 of 2,1,102-76,,
6:14.0,,,102-78,2,T. Douglas makes 2-pt shot from 2 ft (assist by D. Cunningham)
5:59.0,Turnover by C. Budinger (lost ball; steal by T. Douglas),,102-78,,
5:54.0,,,102-80,2,J. Hamilton makes 2-pt shot at rim (assist by T. Douglas)
5:43.0,Shooting foul by J. Hamilton (drawn by J. Leuer),,102-80,,
5:43.0,,,102-80,,New Orleans full timeout
5:43.0,A. Williams enters the game for M. Teletovic,,102-80,,
5:43.0,J. Leuer makes free throw 1 of 2,1,103-80,,
5:43.0,J. Leuer misses free throw 2 of 2,,103-80,,
5:42.0,,,103-80,,Defensive rebound by D. Cunningham
5:27.0,Personal foul by J. Jenkins,,103-80,,
5:18.0,,,103-82,2,D. Cunningham makes 2-pt shot from 4 ft (assist by T. Frazier)
5:18.0,,,103-82,,Shooting foul by J. Leuer (drawn by D. Cunningham)
5:18.0,,,103-82,,D. Cunningham misses free throw 1 of 1
5:16.0,Defensive rebound by A. Williams,,103-82,,
4:58.0,C. Budinger makes 2-pt shot from 2 ft (assist by A. Williams),2,105-82,,
4:40.0,,,105-82,,L. Babbitt misses 2-pt shot from 1 ft
4:39.0,,,105-82,,Offensive rebound by L. Babbitt
4:35.0,,,105-82,,L. Babbitt misses 2-pt shot at rim
4:34.0,Defensive rebound by J. Leuer,,105-82,,
4:27.0,J. Leuer makes 2-pt shot from 3 ft (assist by A. Goodwin),2,107-82,,
4:27.0,Shooting foul by D. Cunningham (drawn by J. Leuer),,107-82,,
4:27.0,J. Leuer misses free throw 1 of 1,,107-82,,
4:24.0,,,107-82,,Defensive rebound by T. Frazier
4:21.0,,,107-82,,J. Hamilton misses 2-pt shot from 1 ft
