time,Washington,pts.away,score,pts.home,Charlotte
5:25.0,,,44-33,,M. Williams enters the game for J. Lamb
5:25.0,O. Porter makes free throw 1 of 1,1,45-33,,
5:14.0,,,45-33,,Turnover by M. Kidd-Gilchrist (bad pass; steal by O. Porter)
5:12.0,Shooting foul by M. Kidd-Gilchrist (drawn by O. Porter),,45-33,,
5:12.0,O. Porter misses free throw 1 of 2,,45-33,,
5:12.0,Offensive rebound by Team,,45-33,,
5:12.0,,,45-33,,C. Zeller enters the game for S. Hawes
5:12.0,,,45-33,,K. Walker enters the game for J. Lin
5:12.0,O. Porter makes free throw 2 of 2,1,46-33,,
4:57.0,,,46-33,,N. Batum misses 3-pt shot from 25 ft
4:56.0,,,46-33,,Offensive rebound by C. Zeller
4:49.0,,,46-33,,M. Kidd-Gilchrist misses 3-pt shot from 24 ft
4:47.0,Defensive rebound by O. Porter,,46-33,,
4:38.0,R. Sessions misses 2-pt shot from 2 ft,,46-33,,
4:37.0,,,46-33,,Defensive rebound by M. Williams
4:35.0,,,46-33,,Shooting foul by J. Wall (drawn by K. Walker)
4:35.0,,,46-33,,K. Walker misses free throw 1 of 2
4:35.0,,,46-33,,Offensive rebound by Team
4:35.0,M. Gortat enters the game for D. Gooden,,46-33,,
4:35.0,,,46-34,1,K. Walker makes free throw 2 of 2
4:19.0,M. Gortat makes 2-pt shot from 15 ft (assist by R. Sessions),2,48-34,,
4:06.0,,,48-34,,N. Batum misses 2-pt shot from 18 ft
4:05.0,Defensive rebound by R. Sessions,,48-34,,
3:56.0,R. Sessions misses 3-pt shot from 25 ft,,48-34,,
3:55.0,,,48-34,,Defensive rebound by M. Williams
3:54.0,,,48-34,,Turnover by N. Batum (traveling)
3:54.0,G. Temple enters the game for B. Beal,,48-34,,
3:47.0,O. Porter misses 2-pt shot from 19 ft,,48-34,,
3:46.0,,,48-34,,Defensive rebound by C. Zeller
3:39.0,,,48-34,,K. Walker misses 2-pt shot from 2 ft
3:38.0,Defensive rebound by M. Gortat,,48-34,,
3:34.0,O. Porter makes 2-pt shot from 1 ft (assist by R. Sessions),2,50-34,,
3:34.0,Shooting foul by K. Walker (drawn by O. Porter),,50-34,,
3:34.0,O. Porter makes free throw 1 of 1,1,51-34,,
3:20.0,,,51-36,2,M. Williams makes 2-pt shot from 10 ft (assist by K. Walker)
3:08.0,O. Porter makes 2-pt shot from 1 ft (assist by M. Gortat),2,53-36,,
2:44.0,,,53-36,,K. Walker misses 3-pt shot from 25 ft
2:43.0,Defensive rebound by M. Gortat,,53-36,,
2:29.0,R. Sessions makes 2-pt shot from 19 ft (assist by M. Gortat),2,55-36,,
2:18.0,,,55-36,,Shooting foul by G. Temple (drawn by N. Batum)
2:18.0,Washington full timeout,,55-36,,
2:18.0,,,55-36,,J. Lin enters the game for K. Walker
2:18.0,J. Dudley enters the game for G. Temple,,55-36,,
2:18.0,,,55-37,1,N. Batum makes free throw 1 of 2
2:18.0,,,55-38,1,N. Batum makes free throw 2 of 2
1:57.0,Shooting foul by M. Williams (drawn by R. Sessions),,55-38,,
1:57.0,R. Sessions makes free throw 1 of 2,1,56-38,,
1:57.0,,,56-38,,F. Kaminsky enters the game for M. Williams
1:57.0,R. Sessions makes free throw 2 of 2,1,57-38,,
1:36.0,,,57-40,2,C. Zeller makes 2-pt shot from 20 ft (assist by N. Batum)
1:18.0,R. Sessions misses 3-pt shot from 24 ft,,57-40,,
1:17.0,,,57-40,,Defensive rebound by F. Kaminsky
1:04.0,,,57-42,2,M. Kidd-Gilchrist makes 2-pt shot from 18 ft (assist by N. Batum)
0:53.0,Shooting foul by C. Zeller (drawn by M. Gortat),,57-42,,
0:53.0,M. Gortat misses free throw 1 of 2,,57-42,,
0:53.0,Offensive rebound by Team,,57-42,,
0:53.0,M. Gortat makes free throw 2 of 2,1,58-42,,
0:45.0,,,58-45,3,N. Batum makes 3-pt shot from 28 ft (assist by F. Kaminsky)
0:31.0,Turnover by J. Dudley (bad pass; steal by M. Kidd-Gilchrist),,58-45,,
0:13.0,,,58-48,3,N. Batum makes 3-pt shot from 25 ft
0:01.0,J. Wall misses 2-pt shot from 18 ft,,58-48,,
0:00.0,,,58-48,,Defensive rebound by N. Batum
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,58-50,2,M. Kidd-Gilchrist makes 2-pt shot from 19 ft (assist by K. Walker)
11:32.0,J. Wall makes 2-pt shot from 19 ft,2,60-50,,
11:07.0,,,60-50,,C. Zeller misses 2-pt shot from 7 ft
11:06.0,Defensive rebound by O. Porter,,60-50,,
10:45.0,O. Porter misses 2-pt shot from 21 ft,,60-50,,
10:44.0,,,60-50,,Defensive rebound by M. Williams
10:34.0,,,60-52,2,K. Walker makes 2-pt shot from 1 ft
10:27.0,O. Porter makes 2-pt shot from 1 ft (assist by J. Wall),2,62-52,,
10:15.0,,,62-52,,N. Batum misses 3-pt shot from 25 ft
10:14.0,Defensive rebound by J. Wall,,62-52,,
9:59.0,M. Gortat misses 2-pt shot from 7 ft,,62-52,,
9:58.0,Offensive rebound by O. Porter,,62-52,,
9:53.0,J. Wall misses 3-pt shot from 24 ft,,62-52,,
9:52.0,Offensive rebound by M. Gortat,,62-52,,
9:37.0,J. Dudley misses 3-pt shot from 25 ft,,62-52,,
9:37.0,Offensive rebound by Team,,62-52,,
9:37.0,,,62-52,,Loose ball foul by C. Zeller (drawn by M. Gortat)
9:24.0,M. Gortat misses 2-pt shot from 14 ft,,62-52,,
9:22.0,,,62-52,,Defensive rebound by N. Batum
9:22.0,Personal foul by M. Gortat (drawn by C. Zeller),,62-52,,
9:13.0,,,62-52,,K. Walker misses 2-pt shot from 20 ft
9:11.0,Defensive rebound by M. Gortat,,62-52,,
8:59.0,M. Gortat misses 2-pt shot from 8 ft,,62-52,,
8:57.0,,,62-52,,Defensive rebound by N. Batum
8:52.0,,,62-52,,Turnover by N. Batum (bad pass; steal by J. Wall)
8:44.0,Shooting foul by M. Kidd-Gilchrist (drawn by M. Gortat),,62-52,,
8:44.0,M. Gortat makes free throw 1 of 2,1,63-52,,
8:44.0,M. Gortat makes free throw 2 of 2,1,64-52,,
8:31.0,,,64-55,3,K. Walker makes 3-pt shot from 25 ft
8:23.0,,,64-55,,Personal foul by N. Batum (drawn by G. Temple)
8:14.0,J. Dudley misses 2-pt shot from 18 ft,,64-55,,
8:13.0,,,64-55,,Defensive rebound by C. Zeller
7:46.0,,,64-55,,N. Batum misses 3-pt shot from 30 ft
7:45.0,,,64-55,,Offensive rebound by M. Williams
7:39.0,,,64-55,,Shooting foul by O. Porter (drawn by M. Kidd-Gilchrist)
7:39.0,,,64-56,1,M. Kidd-Gilchrist makes free throw 1 of 2
7:39.0,,,64-57,1,M. Kidd-Gilchrist makes free throw 2 of 2
7:28.0,,,64-57,,Violation by M. Kidd-Gilchrist (def goaltending)
7:28.0,M. Gortat makes 2-pt shot from 2 ft (assist by J. Wall),2,66-57,,
7:19.0,Personal foul by J. Wall (drawn by M. Williams),,66-57,,
7:11.0,,,66-57,,Offensive foul by N. Batum
7:11.0,,,66-57,,Turnover by N. Batum (offensive foul)
6:50.0,J. Wall misses 3-pt shot from 25 ft,,66-57,,
6:47.0,Offensive rebound by G. Temple,,66-57,,
6:43.0,Turnover by G. Temple (bad pass),,66-57,,
6:30.0,,,66-57,,N. Batum misses 3-pt shot from 25 ft
6:29.0,Defensive rebound by Team,,66-57,,
6:19.0,M. Gortat misses 2-pt shot from 9 ft,,66-57,,
6:18.0,,,66-57,,Defensive rebound by K. Walker
5:59.0,,,66-59,2,M. Williams makes 2-pt shot at rim (assist by M. Kidd-Gilchrist)
5:41.0,J. Wall misses 2-pt shot from 17 ft,,66-59,,
5:38.0,,,66-59,,Defensive rebound by C. Zeller
5:37.0,Clear path foul by M. Gortat,,66-59,,
5:37.0,,,66-59,,Charlotte full timeout
5:37.0,,,66-60,1,C. Zeller makes clear path free throw 1 of 2
5:37.0,,,66-61,1,C. Zeller makes clear path free throw 2 of 2
5:29.0,,,66-61,,K. Walker misses 3-pt shot from 25 ft
5:28.0,Defensive rebound by G. Temple,,66-61,,
5:05.0,J. Wall misses 2-pt shot from 18 ft,,66-61,,
5:03.0,,,66-61,,Defensive rebound by K. Walker
4:51.0,,,66-63,2,C. Zeller makes 2-pt shot from 8 ft (assist by N. Batum)
4:34.0,G. Temple misses 3-pt shot from 23 ft,,66-63,,
4:33.0,,,66-63,,Defensive rebound by K. Walker
4:11.0,,,66-63,,M. Kidd-Gilchrist misses 3-pt shot from 23 ft
4:11.0,,,66-63,,Offensive rebound by Team
4:11.0,,,66-63,,Turnover by Team (shot clock)
4:09.0,G. Neal enters the game for O. Porter,,66-63,,
3:57.0,G. Neal misses 2-pt shot from 17 ft,,66-63,,
3:56.0,,,66-63,,Defensive rebound by M. Williams
3:50.0,,,66-66,3,N. Batum makes 3-pt shot from 25 ft
3:50.0,,,66-66,,Shooting foul by G. Temple (drawn by N. Batum)
3:50.0,,,66-66,,F. Kaminsky enters the game for M. Williams
3:50.0,R. Sessions enters the game for G. Temple,,66-66,,
3:50.0,,,66-66,,N. Batum misses free throw 1 of 1
3:49.0,Defensive rebound by M. Gortat,,66-66,,
3:26.0,G. Neal misses 3-pt shot from 24 ft,,66-66,,
3:25.0,,,66-66,,Defensive rebound by N. Batum
3:13.0,,,66-68,2,N. Batum makes 2-pt shot from 13 ft
2:54.0,J. Wall makes 2-pt shot from 7 ft,2,68-68,,
2:30.0,,,68-68,,K. Walker misses 2-pt shot from 18 ft
2:29.0,,,68-68,,Offensive rebound by N. Batum
2:29.0,,,68-70,2,N. Batum makes 2-pt shot at rim
2:09.0,R. Sessions misses 2-pt shot from 1 ft (block by F. Kaminsky),,68-70,,
2:07.0,,,68-70,,Defensive rebound by C. Zeller
2:01.0,,,68-73,3,K. Walker makes 3-pt shot from 25 ft (assist by N. Batum)
2:01.0,Washington full timeout,,68-73,,
2:01.0,,,68-73,,S. Hawes enters the game for M. Kidd-Gilchrist
2:01.0,,,68-73,,J. Lin enters the game for C. Zeller
1:50.0,J. Dudley misses 3-pt shot from 25 ft,,68-73,,
1:49.0,,,68-73,,Defensive rebound by N. Batum
1:31.0,,,68-76,3,F. Kaminsky makes 3-pt shot from 25 ft (assist by N. Batum)
0:58.0,R. Sessions makes 2-pt shot from 2 ft,2,70-76,,
0:53.0,,,70-76,,Turnover by N. Batum (bad pass; steal by J. Dudley)
0:42.0,R. Sessions misses 2-pt shot from 1 ft (block by F. Kaminsky),,70-76,,
0:41.0,Offensive rebound by R. Sessions,,70-76,,
0:39.0,J. Wall makes 3-pt shot from 25 ft (assist by R. Sessions),3,73-76,,
0:24.0,,,73-78,2,N. Batum makes 2-pt shot from 1 ft
0:09.0,,,73-78,,Personal foul by J. Lin (drawn by R. Sessions)
0:09.0,D. Gooden enters the game for M. Gortat,,73-78,,
0:01.0,J. Wall makes 2-pt shot from 15 ft,2,75-78,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Turnover by K. Oubre (step out of bounds),,75-78,,
11:30.0,,,75-78,,Shooting foul by D. Gooden (drawn by S. Hawes)
11:30.0,,,75-79,1,S. Hawes makes free throw 1 of 2
11:30.0,,,75-80,1,S. Hawes makes free throw 2 of 2
11:05.0,J. Wall misses 2-pt shot from 1 ft (block by S. Hawes),,75-80,,
11:03.0,,,75-80,,Defensive rebound by S. Hawes
10:57.0,,,75-80,,J. Lin misses 2-pt shot from 21 ft
10:56.0,Defensive rebound by D. Gooden,,75-80,,
10:51.0,Shooting foul by S. Hawes (drawn by J. Wall),,75-80,,
10:51.0,J. Wall makes free throw 1 of 2,1,76-80,,
10:51.0,J. Wall makes free throw 2 of 2,1,77-80,,
10:34.0,,,77-80,,F. Kaminsky misses 2-pt shot from 1 ft
10:34.0,,,77-80,,Offensive rebound by S. Hawes
10:34.0,,,77-80,,Shooting foul by B. Beal (drawn by S. Hawes)
10:34.0,,,77-81,1,S. Hawes makes free throw 1 of 2
10:34.0,,,77-82,1,S. Hawes makes free throw 2 of 2
10:10.0,O. Porter misses 2-pt shot from 18 ft,,77-82,,
10:06.0,Offensive rebound by D. Gooden,,77-82,,
10:06.0,D. Gooden makes 2-pt shot at rim,2,79-82,,
9:50.0,,,79-82,,Turnover by J. Lin (lost ball; steal by O. Porter)
9:45.0,O. Porter misses 2-pt shot from 1 ft (block by S. Hawes),,79-82,,
9:43.0,,,79-82,,Defensive rebound by N. Batum
9:41.0,,,79-82,,Turnover by F. Kaminsky (offensive foul)
9:41.0,,,79-82,,Offensive foul by F. Kaminsky
9:17.0,Shooting foul by J. Lin (drawn by J. Wall),,79-82,,
9:17.0,J. Wall makes free throw 1 of 2,1,80-82,,
9:17.0,J. Wall makes free throw 2 of 2,1,81-82,,
9:01.0,,,81-82,,N. Batum misses 2-pt shot from 1 ft
9:00.0,,,81-82,,Offensive rebound by S. Hawes
9:00.0,,,81-84,2,S. Hawes makes 2-pt shot at rim
8:42.0,B. Beal misses 2-pt shot from 9 ft,,81-84,,
8:40.0,Offensive rebound by D. Gooden,,81-84,,
8:40.0,D. Gooden makes 2-pt shot from 1 ft,2,83-84,,
8:28.0,Personal foul by D. Gooden (drawn by S. Hawes),,83-84,,
8:28.0,Official timeout,,83-84,,
8:28.0,,,83-84,,K. Walker enters the game for N. Batum
8:17.0,,,83-84,,J. Lamb misses 2-pt shot from 2 ft
8:15.0,Defensive rebound by D. Gooden,,83-84,,
8:07.0,J. Wall misses 2-pt shot from 17 ft,,83-84,,
8:06.0,,,83-84,,Defensive rebound by Team
8:06.0,Loose ball foul by D. Gooden (drawn by S. Hawes),,83-84,,
8:00.0,R. Sessions enters the game for K. Oubre,,83-84,,
7:42.0,,,83-87,3,S. Hawes makes 3-pt shot from 23 ft (assist by J. Lamb)
7:23.0,Shooting foul by S. Hawes (drawn by B. Beal),,83-87,,
7:23.0,B. Beal misses free throw 1 of 2,,83-87,,
7:23.0,Offensive rebound by Team,,83-87,,
7:23.0,B. Beal makes free throw 2 of 2,1,84-87,,
7:04.0,,,84-89,2,J. Lamb makes 2-pt shot from 8 ft
7:04.0,,,84-89,,Shooting foul by J. Wall (drawn by J. Lamb)
7:04.0,,,84-90,1,J. Lamb makes free throw 1 of 1
6:48.0,B. Beal misses 2-pt shot from 1 ft,,84-90,,
6:46.0,,,84-90,,Defensive rebound by F. Kaminsky
6:39.0,,,84-92,2,F. Kaminsky makes 2-pt shot at rim (assist by J. Lamb)
6:39.0,Washington full timeout,,84-92,,
6:39.0,M. Gortat enters the game for D. Gooden,,84-92,,
6:39.0,,,84-92,,M. Williams enters the game for F. Kaminsky
6:23.0,Shooting foul by J. Lamb (drawn by B. Beal),,84-92,,
6:23.0,B. Beal makes free throw 1 of 2,1,85-92,,
6:23.0,B. Beal makes free throw 2 of 2,1,86-92,,
6:10.0,,,86-92,,J. Lamb misses 2-pt shot from 18 ft
6:08.0,Defensive rebound by J. Wall,,86-92,,
6:02.0,,,86-92,,N. Batum enters the game for J. Lin
6:02.0,,,86-92,,M. Kidd-Gilchrist enters the game for J. Lamb
5:58.0,B. Beal makes 3-pt shot from 25 ft (assist by J. Wall),3,89-92,,
5:41.0,,,89-95,3,K. Walker makes 3-pt shot from 24 ft (assist by N. Batum)
5:14.0,J. Wall makes 3-pt shot from 24 ft (assist by B. Beal),3,92-95,,
4:57.0,,,92-95,,S. Hawes misses 2-pt shot from 9 ft
4:56.0,Defensive rebound by O. Porter,,92-95,,
4:47.0,B. Beal makes 2-pt shot from 16 ft (assist by J. Wall),2,94-95,,
4:32.0,,,94-95,,N. Batum misses 3-pt shot from 26 ft
4:30.0,Defensive rebound by J. Wall,,94-95,,
4:25.0,R. Sessions makes 2-pt shot from 1 ft (assist by J. Wall),2,96-95,,
4:25.0,,,96-95,,Charlotte full timeout
4:25.0,,,96-95,,C. Zeller enters the game for S. Hawes
4:05.0,,,96-95,,Turnover by M. Kidd-Gilchrist (traveling)
3:51.0,B. Beal misses 2-pt shot from 17 ft,,96-95,,
3:50.0,,,96-95,,Defensive rebound by K. Walker
3:41.0,,,96-97,2,K. Walker makes 2-pt shot from 17 ft
3:25.0,R. Sessions misses 3-pt shot from 25 ft,,96-97,,
3:24.0,,,96-97,,Defensive rebound by M. Williams
3:08.0,,,96-97,,K. Walker misses 3-pt shot from 29 ft
3:07.0,Defensive rebound by J. Wall,,96-97,,
3:01.0,Turnover by O. Porter (step out of bounds),,96-97,,
3:01.0,G. Temple enters the game for R. Sessions,,96-97,,
2:52.0,,,96-97,,Turnover by K. Walker (bad pass)
2:52.0,,,96-97,,J. Lin enters the game for M. Kidd-Gilchrist
2:37.0,B. Beal makes 2-pt shot from 1 ft (assist by J. Wall),2,98-97,,
2:19.0,,,98-99,2,K. Walker makes 2-pt shot at rim
2:03.0,Turnover by B. Beal (lost ball; steal by C. Zeller),,98-99,,
1:45.0,,,98-99,,K. Walker misses 2-pt shot from 14 ft
1:44.0,,,98-99,,Offensive rebound by M. Williams
1:25.0,,,98-101,2,J. Lin makes 2-pt shot from 1 ft
1:25.0,Washington full timeout,,98-101,,
