time,Houston,pts.away,score,pts.home,Utah
7:13.0,D. Howard makes 2-pt shot from 8 ft (assist by P. Beverley),2,11-7,,
6:49.0,,,11-9,2,R. Neto makes 2-pt shot from 2 ft
6:32.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,14-9,,
6:15.0,,,14-11,2,J. Withey makes 2-pt shot at rim (assist by R. Hood)
6:07.0,Turnover by P. Beverley (bad pass),,14-11,,
6:07.0,J. Terry enters the game for P. Beverley,,14-11,,
5:58.0,Personal foul by T. Ariza (drawn by G. Hayward),,14-11,,
5:48.0,,,14-11,,Shooting foul by J. Terry (drawn by R. Neto)
5:48.0,,,14-12,1,R. Neto makes free throw 1 of 2
5:48.0,,,14-12,,T. Booker enters the game for T. Lyles
5:48.0,,,14-13,1,R. Neto makes free throw 2 of 2
5:35.0,J. Harden misses 2-pt shot from 6 ft,,14-13,,
5:34.0,Offensive rebound by D. Howard,,14-13,,
5:33.0,D. Howard misses 2-pt shot at rim,,14-13,,
5:33.0,Offensive rebound by Team,,14-13,,
5:25.0,D. Howard misses 2-pt shot from 1 ft,,14-13,,
5:24.0,,,14-13,,Defensive rebound by J. Withey
5:03.0,,,14-13,,J. Withey misses 2-pt shot from 19 ft
5:02.0,,,14-13,,Offensive rebound by J. Withey
4:56.0,,,14-13,,R. Neto misses 2-pt shot from 12 ft
4:56.0,Defensive rebound by Team,,14-13,,
4:56.0,,,14-13,,Personal foul by T. Booker (drawn by T. Jones)
4:56.0,C. Capela enters the game for T. Jones,,14-13,,
4:36.0,J. Terry makes 2-pt shot from 7 ft,2,16-13,,
4:23.0,,,16-13,,Turnover by T. Booker (bad pass; steal by T. Ariza)
4:18.0,Turnover by J. Harden (lost ball; steal by J. Withey),,16-13,,
4:12.0,,,16-15,2,G. Hayward makes 2-pt shot from 1 ft (assist by R. Hood)
3:57.0,D. Howard makes 2-pt shot at rim (assist by J. Terry),2,18-15,,
3:35.0,,,18-18,3,R. Hood makes 3-pt shot from 24 ft (assist by R. Neto)
3:22.0,T. Ariza makes 3-pt shot from 23 ft (assist by J. Harden),3,21-18,,
3:12.0,,,21-18,,Utah full timeout
3:12.0,,,21-18,,T. Burke enters the game for R. Neto
3:12.0,,,21-18,,C. Johnson enters the game for R. Hood
3:12.0,C. Brewer enters the game for T. Ariza,,21-18,,
2:59.0,,,21-18,,G. Hayward misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by D. Howard,,21-18,,
2:52.0,J. Harden misses 2-pt shot from 4 ft (block by J. Withey),,21-18,,
2:52.0,Offensive rebound by Team,,21-18,,
2:46.0,Turnover by J. Harden (bad pass; steal by G. Hayward),,21-18,,
2:42.0,,,21-18,,Offensive charge foul by G. Hayward
2:42.0,,,21-18,,Turnover by G. Hayward (offensive foul)
2:23.0,D. Howard misses 2-pt shot from 3 ft,,21-18,,
2:21.0,Offensive rebound by C. Capela,,21-18,,
2:17.0,Turnover by C. Capela (lost ball; steal by G. Hayward),,21-18,,
2:11.0,,,21-18,,C. Johnson misses 3-pt shot from 23 ft
2:10.0,Defensive rebound by J. Terry,,21-18,,
2:06.0,,,21-18,,Personal foul by T. Burke (drawn by J. Harden)
2:06.0,P. Beverley enters the game for J. Harden,,21-18,,
2:06.0,T. Jones enters the game for D. Howard,,21-18,,
2:06.0,,,21-18,,T. Pleiss enters the game for J. Withey
1:57.0,C. Brewer makes 2-pt shot from 2 ft,2,23-18,,
1:39.0,,,23-21,3,G. Hayward makes 3-pt shot from 23 ft (assist by C. Johnson)
1:20.0,Turnover by C. Brewer (traveling),,23-21,,
0:59.0,,,23-21,,G. Hayward misses 2-pt shot from 4 ft
0:59.0,Defensive rebound by J. Terry,,23-21,,
0:53.0,Shooting foul by T. Pleiss (drawn by T. Jones),,23-21,,
0:53.0,T. Jones makes free throw 1 of 2,1,24-21,,
0:53.0,T. Jones makes free throw 2 of 2,1,25-21,,
0:31.0,,,25-21,,C. Johnson misses 2-pt shot from 9 ft
0:30.0,,,25-21,,Offensive rebound by C. Johnson
0:07.0,,,25-21,,Turnover by C. Johnson (lost ball)
0:07.0,J. Harden enters the game for C. Capela,,25-21,,
0:07.0,,,25-21,,J. Ingles enters the game for T. Pleiss
0:01.0,C. Brewer makes 3-pt shot from 22 ft (assist by J. Harden),3,28-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,,,28-21,,T. Burke misses 2-pt shot from 1 ft
11:45.0,Defensive rebound by P. Beverley,,28-21,,
11:40.0,J. Terry misses 3-pt shot from 24 ft,,28-21,,
11:39.0,,,28-21,,Defensive rebound by T. Booker
11:23.0,,,28-24,3,R. Hood makes 3-pt shot from 24 ft (assist by T. Burke)
11:09.0,Turnover by P. Beverley (dbl dribble),,28-24,,
10:47.0,,,28-27,3,R. Hood makes 3-pt shot from 25 ft
10:20.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Terry),2,30-27,,
10:02.0,,,30-27,,T. Burke misses 3-pt shot from 24 ft
10:01.0,Defensive rebound by T. Jones,,30-27,,
9:55.0,,,30-27,,Shooting block foul by R. Hood (drawn by C. Brewer)
9:55.0,C. Brewer makes free throw 1 of 2,1,31-27,,
9:55.0,C. Capela enters the game for T. Jones,,31-27,,
9:55.0,C. Brewer makes free throw 2 of 2,1,32-27,,
9:43.0,,,32-27,,T. Burke misses 3-pt shot from 24 ft
9:42.0,Defensive rebound by D. Howard,,32-27,,
9:37.0,C. Brewer makes 2-pt shot from 2 ft (assist by P. Beverley),2,34-27,,
9:25.0,,,34-30,3,J. Ingles makes 3-pt shot from 24 ft (assist by T. Burke)
9:01.0,P. Beverley makes 3-pt shot from 23 ft,3,37-30,,
8:45.0,,,37-30,,J. Ingles misses 3-pt shot from 24 ft
8:44.0,Defensive rebound by J. Terry,,37-30,,
8:30.0,D. Howard misses 2-pt shot from 2 ft,,37-30,,
8:30.0,,,37-30,,Defensive rebound by T. Pleiss
8:19.0,,,37-30,,T. Pleiss misses 3-pt shot from 23 ft
8:18.0,,,37-30,,Offensive rebound by T. Pleiss
8:11.0,,,37-30,,Shooting foul by C. Capela (drawn by T. Burke)
8:11.0,,,37-30,,Utah full timeout
8:11.0,,,37-30,,J. Withey enters the game for T. Pleiss
8:11.0,J. Harden enters the game for C. Brewer,,37-30,,
8:11.0,T. Ariza enters the game for P. Beverley,,37-30,,
8:11.0,,,37-30,,T. Burke misses free throw 1 of 2
8:11.0,,,37-30,,Offensive rebound by Team
8:11.0,,,37-31,1,T. Burke makes free throw 2 of 2
7:54.0,T. Ariza misses 2-pt shot from 18 ft,,37-31,,
7:54.0,,,37-31,,Defensive rebound by T. Burke
7:34.0,,,37-34,3,T. Burke makes 3-pt shot from 23 ft (assist by R. Hood)
7:16.0,Offensive foul by D. Howard,,37-34,,
7:16.0,Turnover by D. Howard (offensive foul),,37-34,,
7:16.0,T. Jones enters the game for C. Capela,,37-34,,
7:02.0,,,37-34,,Turnover by R. Hood (lost ball; steal by D. Howard)
6:58.0,Turnover by T. Jones (lost ball),,37-34,,
6:33.0,,,37-34,,J. Ingles misses 3-pt shot from 25 ft
6:32.0,,,37-34,,Offensive rebound by T. Booker
6:23.0,,,37-37,3,R. Hood makes 3-pt shot from 23 ft
6:12.0,Houston full timeout,,37-37,,
6:12.0,,,37-37,,T. Lyles enters the game for T. Booker
6:12.0,P. Beverley enters the game for J. Terry,,37-37,,
6:00.0,J. Harden makes 2-pt shot from 15 ft (assist by P. Beverley),2,39-37,,
5:39.0,,,39-39,2,T. Burke makes 2-pt shot from 2 ft
5:20.0,T. Ariza makes 3-pt shot from 24 ft,3,42-39,,
5:04.0,,,42-39,,Turnover by R. Hood (bad pass; steal by T. Jones)
4:58.0,,,42-39,,Personal foul by T. Lyles (drawn by D. Howard)
4:58.0,,,42-39,,G. Hayward enters the game for J. Ingles
4:51.0,Shooting foul by R. Hood (drawn by J. Harden),,42-39,,
4:51.0,J. Harden misses free throw 1 of 2,,42-39,,
4:51.0,Offensive rebound by Team,,42-39,,
4:51.0,J. Harden makes free throw 2 of 2,1,43-39,,
4:29.0,,,43-39,,T. Burke misses 3-pt shot from 25 ft
4:28.0,Defensive rebound by D. Howard,,43-39,,
4:15.0,J. Harden misses 2-pt shot from 17 ft,,43-39,,
4:15.0,,,43-39,,Defensive rebound by R. Hood
4:02.0,,,43-41,2,J. Withey makes 2-pt shot from 1 ft (assist by G. Hayward)
3:49.0,Turnover by J. Harden (bad pass; steal by J. Withey),,43-41,,
3:42.0,,,43-41,,G. Hayward misses 2-pt shot from 2 ft
3:41.0,,,43-41,,Offensive rebound by J. Withey
3:34.0,,,43-44,3,G. Hayward makes 3-pt shot from 23 ft (assist by R. Hood)
3:19.0,P. Beverley makes 2-pt shot from 2 ft,2,45-44,,
3:19.0,,,45-44,,Utah full timeout
3:19.0,,,45-44,,C. Johnson enters the game for R. Hood
3:00.0,,,45-47,3,G. Hayward makes 3-pt shot from 24 ft
2:44.0,J. Harden misses 3-pt shot from 24 ft,,45-47,,
2:43.0,,,45-47,,Defensive rebound by T. Lyles
2:34.0,,,45-49,2,T. Lyles makes 2-pt shot from 12 ft (assist by G. Hayward)
2:16.0,,,45-49,,Personal foul by C. Johnson (drawn by D. Howard)
2:16.0,C. Brewer enters the game for T. Jones,,45-49,,
2:16.0,,,45-49,,T. Booker enters the game for T. Lyles
2:02.0,T. Ariza misses 2-pt shot from 1 ft,,45-49,,
2:02.0,,,45-49,,Defensive rebound by T. Booker
1:39.0,,,45-49,,G. Hayward misses 3-pt shot from 23 ft
1:39.0,,,45-49,,Offensive rebound by T. Booker
1:39.0,,,45-49,,Shooting foul by P. Beverley (drawn by T. Booker)
1:39.0,,,45-50,1,T. Booker makes free throw 1 of 2
1:39.0,,,45-50,,T. Booker misses free throw 2 of 2
1:38.0,,,45-50,,Offensive rebound by G. Hayward
1:19.0,,,45-52,2,T. Booker makes 2-pt shot from 2 ft (assist by T. Burke)
0:57.0,J. Harden misses 3-pt shot from 23 ft,,45-52,,
0:56.0,,,45-52,,Defensive rebound by T. Burke
0:56.0,Loose ball foul by D. Howard (drawn by J. Withey),,45-52,,
0:56.0,,,45-53,1,J. Withey makes free throw 1 of 2
0:56.0,,,45-54,1,J. Withey makes free throw 2 of 2
0:46.0,J. Harden misses 3-pt shot from 23 ft,,45-54,,
0:45.0,,,45-54,,Defensive rebound by J. Withey
0:33.0,,,45-54,,Shooting foul by P. Beverley (drawn by T. Burke)
0:33.0,,,45-55,1,T. Burke makes free throw 1 of 2
0:33.0,,,45-56,1,T. Burke makes free throw 2 of 2
0:14.0,P. Beverley misses 2-pt shot from 2 ft (block by J. Withey),,45-56,,
0:13.0,,,45-56,,Defensive rebound by C. Johnson
0:10.0,,,45-58,2,G. Hayward makes 2-pt shot from 2 ft (assist by C. Johnson)
0:01.0,J. Harden makes 3-pt shot from 23 ft,3,48-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,48-58,,Shooting foul by C. Capela (drawn by R. Hood)
11:38.0,,,48-59,1,R. Hood makes free throw 1 of 3
11:38.0,,,48-60,1,R. Hood makes free throw 2 of 3
11:38.0,,,48-60,,R. Hood misses free throw 3 of 3
11:38.0,Defensive rebound by C. Capela,,48-60,,
11:24.0,C. Capela makes 2-pt shot at rim (assist by D. Howard),2,50-60,,
10:59.0,,,50-60,,R. Hood misses 3-pt shot from 23 ft
10:58.0,Defensive rebound by C. Capela,,50-60,,
10:45.0,J. Harden misses 2-pt shot from 13 ft,,50-60,,
10:44.0,,,50-60,,Defensive rebound by G. Hayward
10:33.0,,,50-63,3,T. Lyles makes 3-pt shot from 22 ft (assist by R. Neto)
10:12.0,D. Howard makes 2-pt shot from 3 ft,2,52-63,,
9:57.0,,,52-63,,T. Lyles misses 2-pt shot from 7 ft
9:56.0,Defensive rebound by T. Ariza,,52-63,,
9:41.0,,,52-63,,Def 3 sec tech foul by G. Hayward
9:41.0,J. Harden makes technical free throw,1,53-63,,
9:32.0,Shooting foul by J. Withey (drawn by D. Howard),,53-63,,
9:32.0,D. Howard makes free throw 1 of 2,1,54-63,,
9:32.0,D. Howard makes free throw 2 of 2,1,55-63,,
9:22.0,,,55-63,,G. Hayward misses 2-pt shot at rim
9:22.0,,,55-63,,Offensive rebound by J. Withey
9:22.0,,,55-63,,Shooting foul by C. Capela (drawn by J. Withey)
9:22.0,,,55-63,,J. Withey misses free throw 1 of 2
9:22.0,,,55-63,,Offensive rebound by Team
9:22.0,,,55-64,1,J. Withey makes free throw 2 of 2
9:06.0,Turnover by D. Howard (3 sec),,55-64,,
8:51.0,,,55-66,2,T. Lyles makes 2-pt shot from 18 ft (assist by R. Hood)
8:35.0,C. Capela misses 2-pt shot from 4 ft (block by G. Hayward),,55-66,,
8:34.0,,,55-66,,Defensive rebound by J. Withey
8:31.0,,,55-66,,Turnover by G. Hayward (bad pass; steal by P. Beverley)
8:27.0,,,55-66,,Personal foul by T. Lyles (drawn by C. Capela)
8:27.0,M. Harrell enters the game for C. Capela,,55-66,,
8:08.0,T. Ariza makes 2-pt shot from 19 ft,2,57-66,,
7:49.0,,,57-66,,Turnover by J. Withey (traveling)
7:32.0,J. Harden misses 3-pt shot from 24 ft,,57-66,,
7:31.0,,,57-66,,Defensive rebound by G. Hayward
7:17.0,,,57-66,,R. Neto misses 3-pt shot from 24 ft
7:16.0,Defensive rebound by M. Harrell,,57-66,,
7:10.0,Turnover by J. Harden (bad pass; steal by J. Withey),,57-66,,
7:00.0,Violation by D. Howard (kicked ball),,57-66,,
7:00.0,,,57-66,,T. Pleiss enters the game for J. Withey
7:00.0,J. Terry enters the game for P. Beverley,,57-66,,
6:50.0,,,57-66,,T. Pleiss misses 2-pt shot from 7 ft (block by D. Howard)
6:50.0,,,57-66,,Offensive rebound by Team
6:44.0,,,57-66,,G. Hayward misses 2-pt shot from 17 ft
6:44.0,,,57-66,,Offensive rebound by Team
6:44.0,,,57-66,,Turnover by Team (shot clock)
6:25.0,D. Howard misses 2-pt shot from 6 ft,,57-66,,
6:25.0,,,57-66,,Defensive rebound by T. Pleiss
6:06.0,Personal foul by M. Harrell (drawn by G. Hayward),,57-66,,
5:54.0,,,57-66,,T. Lyles misses 3-pt shot from 23 ft
5:53.0,,,57-66,,Offensive rebound by T. Pleiss
5:49.0,,,57-69,3,R. Hood makes 3-pt shot from 23 ft (assist by G. Hayward)
5:27.0,M. Harrell misses 2-pt shot from 9 ft,,57-69,,
5:27.0,,,57-69,,Defensive rebound by G. Hayward
5:07.0,,,57-69,,Turnover by T. Lyles (bad pass)
5:07.0,,,57-69,,Utah full timeout
5:07.0,,,57-69,,T. Booker enters the game for T. Lyles
5:07.0,,,57-69,,C. Johnson enters the game for G. Hayward
4:53.0,Turnover by J. Harden (bad pass; steal by T. Booker),,57-69,,
4:29.0,,,57-72,3,C. Johnson makes 3-pt shot from 23 ft (assist by R. Hood)
4:13.0,J. Terry misses 3-pt shot from 24 ft,,57-72,,
4:12.0,,,57-72,,Defensive rebound by C. Johnson
3:57.0,,,57-72,,Turnover by C. Johnson (lost ball; steal by T. Ariza)
3:46.0,J. Harden makes 3-pt shot from 24 ft (assist by M. Harrell),3,60-72,,
3:28.0,,,60-72,,Offensive foul by T. Booker
3:28.0,,,60-72,,Turnover by T. Booker (offensive foul)
3:28.0,C. Capela enters the game for T. Ariza,,60-72,,
3:28.0,C. Brewer enters the game for D. Howard,,60-72,,
3:28.0,,,60-72,,J. Ingles enters the game for R. Hood
3:28.0,,,60-72,,T. Burke enters the game for R. Neto
3:15.0,J. Harden makes 2-pt shot from 4 ft,2,62-72,,
2:50.0,,,62-72,,J. Ingles misses 3-pt shot from 23 ft
2:49.0,Defensive rebound by C. Capela,,62-72,,
2:41.0,J. Harden misses 3-pt shot from 24 ft,,62-72,,
2:41.0,,,62-72,,Defensive rebound by Team
2:40.0,Houston full timeout,,62-72,,
2:18.0,,,62-72,,T. Burke misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by J. Harden,,62-72,,
2:12.0,J. Harden makes 2-pt shot from 2 ft,2,64-72,,
1:45.0,,,64-72,,T. Burke misses 2-pt shot from 9 ft
1:45.0,,,64-72,,Offensive rebound by T. Booker
1:43.0,,,64-74,2,T. Booker makes 2-pt shot from 2 ft
1:28.0,J. Terry misses 3-pt shot from 24 ft,,64-74,,
1:27.0,,,64-74,,Defensive rebound by T. Booker
1:05.0,,,64-74,,T. Pleiss misses 2-pt shot from 6 ft
1:05.0,,,64-74,,Offensive rebound by T. Pleiss
1:03.0,,,64-76,2,T. Pleiss makes 2-pt shot from 3 ft
0:44.0,J. Harden makes 3-pt shot from 23 ft,3,67-76,,
0:22.0,,,67-76,,Turnover by T. Pleiss (bad pass; steal by J. Terry)
0:13.0,Shooting foul by T. Pleiss (drawn by J. Harden),,67-76,,
0:13.0,J. Harden makes free throw 1 of 2,1,68-76,,
0:13.0,T. Ariza enters the game for M. Harrell,,68-76,,
0:13.0,D. Howard enters the game for J. Terry,,68-76,,
0:13.0,P. Beverley enters the game for C. Capela,,68-76,,
0:13.0,,,68-76,,G. Hayward enters the game for C. Johnson
0:13.0,,,68-76,,R. Hood enters the game for T. Pleiss
0:13.0,Technical foul by Team,,68-76,,
0:13.0,,,68-77,1,G. Hayward makes technical free throw
0:13.0,J. Harden makes free throw 2 of 2,1,69-77,,
0:01.0,,,69-77,,T. Burke misses 2-pt shot from 20 ft
0:00.0,Defensive rebound by T. Ariza,,69-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,D. Howard makes 2-pt shot from 2 ft (assist by J. Terry),2,71-77,,
11:23.0,Violation by C. Capela (kicked ball),,71-77,,
11:18.0,,,71-77,,Offensive foul by G. Hayward
11:18.0,,,71-77,,Turnover by G. Hayward (offensive foul)
11:00.0,J. Harden misses 2-pt shot from 3 ft,,71-77,,
10:59.0,,,71-77,,Defensive rebound by J. Withey
10:46.0,,,71-77,,J. Withey misses 2-pt shot from 14 ft
10:46.0,Defensive rebound by D. Howard,,71-77,,
10:36.0,Shooting foul by T. Burke (drawn by J. Harden),,71-77,,
10:36.0,J. Harden makes free throw 1 of 2,1,72-77,,
10:36.0,J. Harden makes free throw 2 of 2,1,73-77,,
10:18.0,,,73-77,,J. Ingles misses 2-pt shot from 19 ft
10:17.0,Defensive rebound by D. Howard,,73-77,,
10:08.0,C. Brewer misses 3-pt shot from 24 ft,,73-77,,
10:07.0,,,73-77,,Defensive rebound by G. Hayward
9:59.0,,,73-79,2,G. Hayward makes 2-pt shot from 9 ft
9:40.0,J. Terry makes 3-pt shot from 24 ft (assist by J. Harden),3,76-79,,
9:21.0,,,76-79,,G. Hayward misses 2-pt shot from 1 ft
9:21.0,Defensive rebound by D. Howard,,76-79,,
9:14.0,J. Terry misses 3-pt shot from 24 ft,,76-79,,
9:13.0,,,76-79,,Defensive rebound by G. Hayward
9:05.0,,,76-79,,J. Ingles misses 3-pt shot from 23 ft
9:04.0,Defensive rebound by Team,,76-79,,
9:04.0,,,76-79,,R. Neto enters the game for T. Burke
9:04.0,,,76-79,,R. Hood enters the game for J. Ingles
9:04.0,,,76-79,,T. Lyles enters the game for T. Booker
9:04.0,Houston full timeout,,76-79,,
9:04.0,M. Harrell enters the game for C. Capela,,76-79,,
8:47.0,J. Harden makes 3-pt shot from 22 ft (assist by J. Terry),3,79-79,,
8:20.0,,,79-79,,R. Hood misses 2-pt shot from 5 ft
8:18.0,Defensive rebound by D. Howard,,79-79,,
8:11.0,,,79-79,,Personal foul by J. Withey (drawn by J. Harden)
8:01.0,J. Harden misses 3-pt shot from 24 ft,,79-79,,
8:00.0,,,79-79,,Defensive rebound by R. Neto
7:38.0,,,79-79,,R. Neto misses 2-pt shot from 22 ft
7:38.0,Defensive rebound by J. Harden,,79-79,,
7:31.0,M. Harrell makes 2-pt shot from 2 ft,2,81-79,,
7:31.0,,,81-79,,Utah full timeout
7:31.0,,,81-79,,T. Burke enters the game for R. Neto
7:07.0,,,81-81,2,T. Burke makes 2-pt shot from 6 ft
6:36.0,J. Harden misses 3-pt shot from 24 ft,,81-81,,
6:35.0,Offensive rebound by J. Harden,,81-81,,
6:31.0,D. Howard makes 2-pt shot at rim (assist by J. Harden),2,83-81,,
6:10.0,,,83-81,,G. Hayward misses 2-pt shot from 18 ft
6:10.0,,,83-81,,Offensive rebound by J. Withey
6:02.0,,,83-81,,Shooting foul by M. Harrell (drawn by R. Hood)
6:02.0,,,83-82,1,R. Hood makes free throw 1 of 2
6:02.0,,,83-83,1,R. Hood makes free throw 2 of 2
5:51.0,Turnover by J. Harden (bad pass; steal by G. Hayward),,83-83,,
5:45.0,,,83-85,2,G. Hayward makes 2-pt shot from 2 ft
5:16.0,J. Harden misses 3-pt shot from 23 ft,,83-85,,
5:15.0,,,83-85,,Defensive rebound by J. Withey
4:59.0,,,83-85,,T. Burke misses 2-pt shot from 1 ft
4:58.0,,,83-85,,Offensive rebound by G. Hayward
4:54.0,,,83-85,,G. Hayward misses 2-pt shot from 2 ft
4:52.0,Defensive rebound by D. Howard,,83-85,,
4:48.0,Shooting foul by R. Hood (drawn by J. Harden),,83-85,,
4:48.0,J. Harden makes free throw 1 of 2,1,84-85,,
4:48.0,T. Ariza enters the game for C. Brewer,,84-85,,
4:48.0,J. Harden makes free throw 2 of 2,1,85-85,,
4:26.0,,,85-85,,R. Hood misses 2-pt shot from 8 ft (block by J. Harden)
4:26.0,Defensive rebound by D. Howard,,85-85,,
4:12.0,Turnover by J. Harden (bad pass; steal by T. Burke),,85-85,,
4:08.0,,,85-85,,Shooting foul by J. Harden (drawn by G. Hayward)
4:08.0,,,85-86,1,G. Hayward makes free throw 1 of 2
4:08.0,,,85-86,,T. Booker enters the game for T. Lyles
4:08.0,,,85-87,1,G. Hayward makes free throw 2 of 2
4:08.0,Houston full timeout,,85-87,,
3:50.0,Turnover by J. Harden (bad pass; steal by R. Hood),,85-87,,
3:32.0,,,85-87,,J. Withey misses 2-pt shot at rim
3:31.0,Defensive rebound by D. Howard,,85-87,,
3:14.0,,,85-87,,Violation by R. Hood (kicked ball)
3:04.0,J. Terry makes 2-pt shot at rim,2,87-87,,
2:45.0,,,87-87,,Turnover by T. Booker (3 sec)
2:22.0,T. Ariza misses 3-pt shot from 23 ft,,87-87,,
2:21.0,,,87-87,,Defensive rebound by T. Burke
2:15.0,,,87-87,,G. Hayward misses 2-pt shot from 7 ft
2:14.0,Defensive rebound by T. Ariza,,87-87,,
1:55.0,J. Harden misses 2-pt shot from 4 ft,,87-87,,
1:55.0,Offensive rebound by J. Harden,,87-87,,
1:55.0,J. Harden makes 2-pt shot from 4 ft,2,89-87,,
1:35.0,,,89-87,,Turnover by G. Hayward (lost ball; steal by T. Ariza)
1:31.0,T. Ariza makes 2-pt shot at rim (assist by J. Harden),2,91-87,,
1:31.0,,,91-87,,Utah full timeout
1:26.0,,,91-89,2,R. Hood makes 2-pt shot from 3 ft
1:03.0,J. Harden misses 2-pt shot from 20 ft,,91-89,,
1:02.0,Offensive rebound by M. Harrell,,91-89,,
0:42.0,J. Harden misses 2-pt shot from 17 ft,,91-89,,
0:41.0,,,91-89,,Defensive rebound by T. Burke
0:23.0,,,91-89,,J. Withey misses 2-pt shot at rim
0:22.0,Defensive rebound by T. Ariza,,91-89,,
0:20.0,,,91-89,,Personal foul by R. Hood (drawn by J. Harden)
0:20.0,P. Beverley enters the game for M. Harrell,,91-89,,
0:20.0,Houston full timeout,,91-89,,
0:20.0,,,91-89,,C. Johnson enters the game for J. Withey
0:20.0,C. Brewer enters the game for D. Howard,,91-89,,
0:20.0,Houston full timeout,,91-89,,
0:20.0,D. Howard enters the game for C. Brewer,,91-89,,
0:16.0,,,91-89,,Personal foul by T. Booker (drawn by J. Terry)
0:16.0,J. Terry makes free throw 1 of 2,1,92-89,,
0:16.0,,,92-89,,J. Withey enters the game for C. Johnson
0:16.0,J. Terry misses free throw 2 of 2,,92-89,,
0:16.0,,,92-89,,Defensive rebound by T. Burke
0:13.0,,,92-89,,Utah full timeout
0:13.0,C. Brewer enters the game for J. Terry,,92-89,,
0:13.0,,,92-89,,J. Ingles enters the game for J. Withey
0:13.0,,,92-89,,Utah full timeout
0:10.0,Personal foul by P. Beverley (drawn by T. Burke),,92-89,,
0:06.0,,,92-89,,Shooting foul by J. Harden (drawn by R. Hood)
0:06.0,,,92-90,1,R. Hood makes free throw 1 of 3
0:06.0,,,92-91,1,R. Hood makes free throw 2 of 3
0:06.0,,,92-91,,J. Withey enters the game for J. Ingles
0:06.0,,,92-91,,C. Johnson enters the game for T. Burke
0:06.0,J. Terry enters the game for P. Beverley,,92-91,,
0:06.0,,,92-91,,R. Hood misses free throw 3 of 3
0:03.0,Defensive rebound by Team,,92-91,,
0:03.0,,,92-91,,Personal foul by C. Johnson (drawn by J. Terry)
0:03.0,J. Terry makes free throw 1 of 2,1,93-91,,
