time,Golden State,pts.away,score,pts.home,Cleveland
3:04.0,,,126-92,1,J. Cunningham makes free throw 2 of 2
2:49.0,Shooting foul by J. Jones (drawn by J. Thompson),,126-92,,
2:49.0,J. Thompson makes free throw 1 of 2,1,127-92,,
2:49.0,J. Thompson misses free throw 2 of 2,,127-92,,
2:49.0,,,127-92,,Defensive rebound by M. Dellavedova
2:40.0,,,127-92,,Turnover by M. Dellavedova (bad pass; steal by L. Barbosa)
2:34.0,L. Barbosa makes 2-pt shot from 1 ft (assist by B. Rush),2,129-92,,
2:18.0,,,129-95,3,J. Jones makes 3-pt shot from 24 ft (assist by A. Varejao)
2:04.0,I. Clark makes 3-pt shot from 26 ft (assist by L. Barbosa),3,132-95,,
1:40.0,,,132-95,,J. Jones misses 3-pt shot from 26 ft
1:39.0,Defensive rebound by B. Rush,,132-95,,
1:28.0,I. Clark misses 3-pt shot from 26 ft,,132-95,,
1:28.0,,,132-95,,Defensive rebound by A. Varejao
1:17.0,,,132-97,2,J. Cunningham makes 2-pt shot from 1 ft (assist by J. Jones)
1:00.0,J. Thompson misses 2-pt shot from 10 ft,,132-97,,
0:58.0,,,132-97,,Defensive rebound by A. Varejao
0:42.0,,,132-97,,Shooting foul by J. Thompson (drawn by J. Cunningham)
0:42.0,,,132-97,,J. Cunningham misses free throw 1 of 2
0:42.0,,,132-97,,Offensive rebound by Team
0:42.0,,,132-98,1,J. Cunningham makes free throw 2 of 2
0:22.0,I. Clark misses 3-pt shot from 26 ft,,132-98,,
0:21.0,,,132-98,,Defensive rebound by Team
0:07.0,,,132-98,,J. Cunningham misses 3-pt shot from 24 ft
0:07.0,Defensive rebound by J. Thompson,,132-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
