time,Indiana,pts.away,score,pts.home,Detroit
7:25.0,,,12-11,,Offensive rebound by A. Drummond
7:22.0,,,12-13,2,A. Drummond makes 2-pt shot at rim
7:16.0,P. George misses 2-pt shot from 18 ft,,12-13,,
7:16.0,,,12-13,,Defensive rebound by A. Drummond
6:55.0,,,12-13,,E. Ilyasova misses 3-pt shot from 26 ft
6:55.0,Defensive rebound by Team,,12-13,,
6:38.0,R. Stuckey misses 3-pt shot from 24 ft,,12-13,,
6:37.0,,,12-13,,Defensive rebound by K. Caldwell-Pope
6:35.0,,,12-13,,Shooting foul by G. Hill (drawn by K. Caldwell-Pope)
6:35.0,,,12-14,1,K. Caldwell-Pope makes free throw 1 of 2
6:35.0,,,12-15,1,K. Caldwell-Pope makes free throw 2 of 2
6:19.0,C. Miles makes 3-pt shot from 26 ft (assist by R. Stuckey),3,15-15,,
5:58.0,,,15-18,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by R. Jackson)
5:37.0,R. Stuckey makes 2-pt shot from 10 ft,2,17-18,,
5:24.0,,,17-18,,K. Caldwell-Pope misses 3-pt shot from 26 ft
5:23.0,Defensive rebound by P. George,,17-18,,
5:19.0,Turnover by P. George (bad pass; steal by K. Caldwell-Pope),,17-18,,
5:13.0,,,17-20,2,E. Ilyasova makes 2-pt shot at rim (assist by K. Caldwell-Pope)
4:53.0,I. Mahinmi makes 2-pt shot at rim (assist by G. Hill),2,19-20,,
4:32.0,,,19-20,,R. Jackson misses 3-pt shot from 27 ft
4:31.0,,,19-20,,Offensive rebound by K. Caldwell-Pope
4:19.0,,,19-22,2,R. Jackson makes 2-pt shot at rim
4:19.0,Indiana full timeout,,19-22,,
4:19.0,J. Hill enters the game for I. Mahinmi,,19-22,,
4:04.0,Turnover by P. George (bad pass; steal by K. Caldwell-Pope),,19-22,,
4:02.0,,,19-22,,Shooting foul by C. Miles (drawn by K. Caldwell-Pope)
4:02.0,,,19-23,1,K. Caldwell-Pope makes free throw 1 of 2
4:02.0,,,19-24,1,K. Caldwell-Pope makes free throw 2 of 2
3:45.0,G. Hill misses 3-pt shot from 25 ft,,19-24,,
3:45.0,,,19-24,,Defensive rebound by E. Ilyasova
3:38.0,,,19-26,2,K. Caldwell-Pope makes 2-pt shot at rim (assist by A. Drummond)
3:18.0,R. Stuckey makes 2-pt shot at rim (assist by J. Hill),2,21-26,,
2:56.0,,,21-26,,A. Drummond misses 2-pt shot from 4 ft
2:56.0,Defensive rebound by P. George,,21-26,,
2:46.0,C. Miles misses 3-pt shot from 23 ft,,21-26,,
2:46.0,,,21-26,,Defensive rebound by Team
2:46.0,Loose ball foul by J. Hill (drawn by A. Drummond),,21-26,,
2:46.0,,,21-26,,A. Drummond misses free throw 1 of 2
2:46.0,,,21-26,,Offensive rebound by Team
2:46.0,L. Allen enters the game for C. Miles,,21-26,,
2:46.0,,,21-26,,S. Johnson enters the game for M. Morris
2:46.0,,,21-26,,S. Blake enters the game for R. Jackson
2:46.0,,,21-26,,A. Drummond misses free throw 2 of 2
2:44.0,Defensive rebound by P. George,,21-26,,
2:31.0,,,21-26,,Personal foul by K. Caldwell-Pope (drawn by P. George)
2:29.0,Shooting foul by E. Ilyasova (drawn by P. George),,21-26,,
2:29.0,P. George makes free throw 1 of 2,1,22-26,,
2:29.0,P. George makes free throw 2 of 2,1,23-26,,
2:15.0,,,23-26,,A. Drummond misses 2-pt shot from 3 ft
2:12.0,Defensive rebound by G. Hill,,23-26,,
1:50.0,G. Hill makes 2-pt shot from 1 ft,2,25-26,,
1:34.0,,,25-26,,S. Johnson misses 3-pt shot from 23 ft
1:33.0,Defensive rebound by R. Stuckey,,25-26,,
1:21.0,R. Stuckey makes 2-pt shot from 14 ft,2,27-26,,
1:07.0,,,27-26,,E. Ilyasova misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by G. Hill,,27-26,,
0:57.0,L. Allen misses 2-pt shot from 15 ft,,27-26,,
0:56.0,,,27-26,,Defensive rebound by A. Drummond
0:50.0,,,27-28,2,A. Drummond makes 2-pt shot from 3 ft (assist by E. Ilyasova)
0:36.0,J. Hill makes 2-pt shot at rim (assist by P. George),2,29-28,,
0:18.0,,,29-28,,K. Caldwell-Pope misses 2-pt shot from 8 ft
0:17.0,Defensive rebound by L. Allen,,29-28,,
0:03.0,,,29-28,,Personal foul by S. Blake (drawn by P. George)
0:02.0,P. George misses 3-pt shot from 26 ft,,29-28,,
0:00.0,Offensive rebound by Team,,29-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,M. Ellis makes 2-pt shot from 17 ft,2,31-28,,
11:24.0,,,31-30,2,M. Morris makes 2-pt shot from 15 ft
11:06.0,J. Hill makes 2-pt shot from 18 ft (assist by C. Budinger),2,33-30,,
10:43.0,,,33-30,,Turnover by S. Blake (bad pass; steal by L. Allen)
10:39.0,C. Budinger makes 2-pt shot at rim (assist by M. Ellis),2,35-30,,
10:39.0,Shooting foul by S. Blake (drawn by C. Budinger),,35-30,,
10:39.0,C. Budinger makes free throw 1 of 1,1,36-30,,
10:25.0,,,36-32,2,M. Morris makes 2-pt shot from 16 ft
10:14.0,Offensive charge foul by R. Stuckey,,36-32,,
10:14.0,Turnover by R. Stuckey (offensive foul),,36-32,,
10:01.0,,,36-35,3,S. Blake makes 3-pt shot from 25 ft
9:44.0,M. Ellis makes 3-pt shot from 26 ft,3,39-35,,
9:29.0,,,39-35,,Shooting foul by R. Stuckey (drawn by A. Baynes)
9:29.0,,,39-35,,A. Baynes misses free throw 1 of 2
9:29.0,,,39-35,,Offensive rebound by Team
9:29.0,G. Robinson enters the game for R. Stuckey,,39-35,,
9:29.0,,,39-36,1,A. Baynes makes free throw 2 of 2
9:14.0,C. Budinger makes 3-pt shot from 26 ft (assist by J. Hill),3,42-36,,
8:53.0,,,42-39,3,S. Blake makes 3-pt shot from 26 ft (assist by S. Johnson)
8:37.0,M. Ellis misses 2-pt shot from 16 ft,,42-39,,
8:37.0,,,42-39,,Defensive rebound by A. Baynes
8:32.0,,,42-39,,Shooting foul by L. Allen (drawn by A. Baynes)
8:32.0,Official timeout,,42-39,,
8:32.0,,,42-40,1,A. Baynes makes free throw 1 of 2
8:32.0,,,42-41,1,A. Baynes makes free throw 2 of 2
8:14.0,M. Ellis misses 2-pt shot from 10 ft,,42-41,,
8:13.0,,,42-41,,Defensive rebound by A. Baynes
8:01.0,,,42-43,2,M. Morris makes 2-pt shot from 12 ft
7:51.0,Turnover by J. Hill (bad pass; steal by A. Tolliver),,42-43,,
7:40.0,,,42-46,3,A. Tolliver makes 3-pt shot from 26 ft (assist by S. Blake)
7:18.0,Turnover by M. Ellis (bad pass; steal by S. Johnson),,42-46,,
7:16.0,,,42-46,,S. Johnson misses 2-pt shot from 2 ft
7:15.0,,,42-46,,Offensive rebound by M. Morris
7:14.0,,,42-46,,M. Morris misses 2-pt shot at rim
7:14.0,,,42-46,,Offensive rebound by Team
7:02.0,,,42-46,,S. Johnson misses 2-pt shot from 15 ft
7:01.0,Defensive rebound by J. Hill,,42-46,,
6:37.0,G. Robinson makes 2-pt shot from 8 ft,2,44-46,,
6:22.0,,,44-46,,Turnover by S. Blake (bad pass; steal by L. Allen)
6:16.0,G. Robinson makes 2-pt shot at rim (assist by C. Budinger),2,46-46,,
6:07.0,,,46-46,,Turnover by A. Baynes (offensive foul)
6:07.0,,,46-46,,Offensive foul by A. Baynes
6:07.0,I. Mahinmi enters the game for J. Hill,,46-46,,
6:07.0,C. Miles enters the game for L. Allen,,46-46,,
5:55.0,C. Budinger misses 3-pt shot from 23 ft,,46-46,,
5:55.0,,,46-46,,Defensive rebound by S. Blake
5:46.0,,,46-46,,S. Blake misses 2-pt shot from 12 ft (block by M. Ellis)
5:44.0,Defensive rebound by M. Ellis,,46-46,,
5:38.0,Turnover by I. Mahinmi (lost ball; steal by S. Johnson),,46-46,,
5:32.0,,,46-48,2,M. Morris makes 2-pt shot at rim (assist by S. Johnson)
5:23.0,C. Miles misses 2-pt shot from 8 ft,,46-48,,
5:23.0,,,46-48,,Defensive rebound by M. Morris
5:17.0,,,46-48,,S. Johnson misses 3-pt shot from 23 ft
5:16.0,Defensive rebound by C. Miles,,46-48,,
4:54.0,M. Ellis misses 2-pt shot from 19 ft,,46-48,,
4:54.0,,,46-48,,Defensive rebound by S. Johnson
4:47.0,,,46-48,,Shooting foul by G. Robinson (drawn by S. Johnson)
4:47.0,,,46-48,,Detroit full timeout
4:47.0,,,46-48,,A. Drummond enters the game for M. Morris
4:47.0,,,46-48,,E. Ilyasova enters the game for S. Blake
4:47.0,,,46-48,,K. Caldwell-Pope enters the game for A. Baynes
4:47.0,,,46-48,,R. Jackson enters the game for A. Tolliver
4:47.0,,,46-49,1,S. Johnson makes free throw 1 of 2
4:47.0,,,46-50,1,S. Johnson makes free throw 2 of 2
4:26.0,Shooting foul by S. Johnson (drawn by G. Robinson),,46-50,,
4:26.0,G. Robinson makes free throw 1 of 2,1,47-50,,
4:26.0,G. Robinson misses free throw 2 of 2,,47-50,,
4:26.0,,,47-50,,Defensive rebound by E. Ilyasova
4:03.0,,,47-52,2,R. Jackson makes 2-pt shot from 10 ft
3:47.0,C. Miles misses 2-pt shot from 17 ft,,47-52,,
3:47.0,Offensive rebound by Team,,47-52,,
3:47.0,P. George enters the game for C. Budinger,,47-52,,
3:32.0,P. George misses 2-pt shot from 12 ft,,47-52,,
3:31.0,Offensive rebound by I. Mahinmi,,47-52,,
3:28.0,I. Mahinmi makes 2-pt shot at rim,2,49-52,,
3:10.0,,,49-52,,Turnover by S. Johnson (traveling)
3:10.0,G. Hill enters the game for G. Robinson,,49-52,,
2:55.0,P. George makes 2-pt shot from 16 ft,2,51-52,,
2:40.0,,,51-52,,Shooting foul by C. Miles (drawn by R. Jackson)
2:40.0,Indiana full timeout,,51-52,,
2:40.0,,,51-52,,M. Morris enters the game for S. Johnson
2:40.0,,,51-53,1,R. Jackson makes free throw 1 of 2
2:40.0,,,51-54,1,R. Jackson makes free throw 2 of 2
2:24.0,P. George misses 2-pt shot from 8 ft,,51-54,,
2:24.0,,,51-54,,Defensive rebound by R. Jackson
2:12.0,,,51-57,3,R. Jackson makes 3-pt shot from 24 ft (assist by K. Caldwell-Pope)
1:49.0,Turnover by I. Mahinmi (lost ball; steal by K. Caldwell-Pope),,51-57,,
1:44.0,,,51-60,3,K. Caldwell-Pope makes 3-pt shot from 25 ft
1:26.0,M. Ellis misses 2-pt shot from 12 ft,,51-60,,
1:26.0,,,51-60,,Defensive rebound by R. Jackson
1:19.0,,,51-63,3,E. Ilyasova makes 3-pt shot from 24 ft (assist by R. Jackson)
1:19.0,Indiana full timeout,,51-63,,
1:07.0,P. George makes 2-pt shot from 4 ft,2,53-63,,
1:07.0,Shooting foul by A. Drummond (drawn by P. George),,53-63,,
1:07.0,,,53-63,,A. Baynes enters the game for A. Drummond
1:07.0,C. Budinger enters the game for M. Ellis,,53-63,,
1:07.0,L. Allen enters the game for C. Miles,,53-63,,
1:07.0,P. George misses free throw 1 of 1,,53-63,,
1:07.0,,,53-63,,Defensive rebound by M. Morris
0:48.0,,,53-63,,M. Morris misses 3-pt shot from 26 ft
0:48.0,Defensive rebound by I. Mahinmi,,53-63,,
0:36.0,C. Budinger makes 2-pt shot at rim (assist by I. Mahinmi),2,55-63,,
0:28.0,,,55-63,,R. Jackson misses 2-pt shot from 18 ft
0:28.0,Defensive rebound by Team,,55-63,,
0:07.0,Offensive charge foul by I. Mahinmi,,55-63,,
0:07.0,Turnover by I. Mahinmi (offensive foul),,55-63,,
0:01.0,,,55-65,2,R. Jackson makes 2-pt shot from 15 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,P. George misses 2-pt shot from 16 ft,,55-65,,
11:43.0,,,55-65,,Defensive rebound by E. Ilyasova
11:29.0,,,55-65,,Turnover by K. Caldwell-Pope (bad pass; steal by C. Miles)
11:23.0,C. Miles makes 2-pt shot at rim,2,57-65,,
11:04.0,,,57-65,,K. Caldwell-Pope misses 3-pt shot from 24 ft
11:04.0,Defensive rebound by G. Hill,,57-65,,
10:58.0,Shooting foul by K. Caldwell-Pope (drawn by M. Ellis),,57-65,,
10:58.0,M. Ellis misses free throw 1 of 2,,57-65,,
10:58.0,Offensive rebound by Team,,57-65,,
10:58.0,M. Ellis misses free throw 2 of 2,,57-65,,
10:57.0,,,57-65,,Defensive rebound by A. Drummond
10:36.0,,,57-67,2,M. Morris makes 2-pt shot from 14 ft
10:30.0,Shooting foul by A. Drummond (drawn by I. Mahinmi),,57-67,,
10:30.0,I. Mahinmi makes free throw 1 of 2,1,58-67,,
10:30.0,I. Mahinmi misses free throw 2 of 2,,58-67,,
10:28.0,,,58-67,,Defensive rebound by A. Drummond
10:08.0,,,58-70,3,M. Morris makes 3-pt shot from 25 ft (assist by R. Jackson)
10:08.0,P. George misses 2-pt shot from 2 ft (block by A. Drummond),,58-70,,
10:08.0,,,58-70,,Defensive rebound by A. Drummond
9:56.0,,,58-70,,Turnover by A. Drummond (bad pass; steal by M. Ellis)
9:50.0,P. George misses 3-pt shot from 24 ft,,58-70,,
9:50.0,,,58-70,,Defensive rebound by Team
9:44.0,Personal foul by P. George (drawn by M. Morris),,58-70,,
9:44.0,Technical foul by P. George (drawn by M. Morris),,58-70,,
9:44.0,,,58-71,1,R. Jackson makes technical free throw
9:29.0,,,58-71,,R. Jackson misses 2-pt shot from 5 ft
9:29.0,,,58-71,,Offensive rebound by E. Ilyasova
9:20.0,,,58-71,,Turnover by A. Drummond (lost ball; steal by M. Ellis)
9:19.0,,,58-71,,Personal foul by E. Ilyasova (drawn by M. Ellis)
8:59.0,G. Hill makes 2-pt shot from 17 ft,2,60-71,,
8:41.0,,,60-73,2,R. Jackson makes 2-pt shot at rim
8:27.0,M. Ellis misses 2-pt shot at rim,,60-73,,
8:27.0,,,60-73,,Defensive rebound by A. Drummond
8:15.0,,,60-73,,A. Drummond misses 2-pt shot at rim
8:14.0,Defensive rebound by P. George,,60-73,,
8:08.0,Turnover by M. Ellis (traveling),,60-73,,
7:56.0,,,60-73,,M. Morris misses 2-pt shot from 18 ft
7:55.0,Defensive rebound by G. Hill,,60-73,,
7:48.0,P. George misses 2-pt shot at rim (block by E. Ilyasova),,60-73,,
7:42.0,,,60-73,,Defensive rebound by K. Caldwell-Pope
7:42.0,,,60-75,2,E. Ilyasova makes 2-pt shot at rim (assist by K. Caldwell-Pope)
7:42.0,Indiana full timeout,,60-75,,
7:33.0,Turnover by P. George (bad pass; steal by R. Jackson),,60-75,,
7:27.0,,,60-75,,E. Ilyasova misses 2-pt shot at rim
7:26.0,,,60-75,,Offensive rebound by K. Caldwell-Pope
7:22.0,,,60-77,2,K. Caldwell-Pope makes 2-pt shot at rim
7:16.0,Turnover by M. Ellis (bad pass; steal by K. Caldwell-Pope),,60-77,,
7:12.0,,,60-79,2,E. Ilyasova makes 2-pt shot at rim (assist by K. Caldwell-Pope)
6:52.0,G. Hill makes 2-pt shot at rim,2,62-79,,
6:40.0,Personal foul by M. Ellis (drawn by K. Caldwell-Pope),,62-79,,
6:34.0,,,62-81,2,E. Ilyasova makes 2-pt shot at rim (assist by K. Caldwell-Pope)
6:27.0,M. Ellis makes 2-pt shot at rim,2,64-81,,
6:11.0,,,64-81,,R. Jackson misses 2-pt shot from 7 ft
6:10.0,,,64-81,,Offensive rebound by R. Jackson
6:03.0,,,64-83,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
5:42.0,P. George makes 2-pt shot at rim,2,66-83,,
5:18.0,,,66-86,3,R. Jackson makes 3-pt shot from 25 ft
5:15.0,C. Miles makes 2-pt shot at rim (assist by M. Ellis),2,68-86,,
4:59.0,,,68-86,,R. Jackson misses 2-pt shot from 2 ft (block by I. Mahinmi)
4:59.0,,,68-86,,Offensive rebound by Team
4:54.0,,,68-86,,M. Morris misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by P. George,,68-86,,
4:51.0,Shooting foul by R. Jackson (drawn by P. George),,68-86,,
4:51.0,P. George makes free throw 1 of 2,1,69-86,,
4:51.0,P. George misses free throw 2 of 2,,69-86,,
4:50.0,,,69-86,,Defensive rebound by A. Drummond
4:39.0,,,69-86,,Turnover by R. Jackson (bad pass; steal by P. George)
4:33.0,G. Hill makes 2-pt shot at rim (assist by P. George),2,71-86,,
4:25.0,,,71-86,,Detroit full timeout
4:13.0,,,71-86,,M. Morris misses 2-pt shot from 1 ft
4:13.0,,,71-86,,Offensive rebound by A. Drummond
4:08.0,,,71-86,,R. Jackson misses 3-pt shot from 25 ft
4:08.0,,,71-86,,Offensive rebound by Team
4:08.0,Loose ball foul by G. Hill (drawn by E. Ilyasova),,71-86,,
3:45.0,,,71-88,2,R. Jackson makes 2-pt shot from 15 ft
3:33.0,R. Stuckey enters the game for G. Hill,,71-88,,
3:33.0,J. Hill enters the game for I. Mahinmi,,71-88,,
3:29.0,,,71-88,,Personal foul by M. Morris (drawn by M. Ellis)
3:29.0,M. Ellis makes free throw 1 of 2,1,72-88,,
3:29.0,,,72-88,,S. Johnson enters the game for M. Morris
3:29.0,M. Ellis makes free throw 2 of 2,1,73-88,,
3:14.0,,,73-90,2,E. Ilyasova makes 2-pt shot from 14 ft (assist by R. Jackson)
3:02.0,P. George makes 2-pt shot from 14 ft (assist by J. Hill),2,75-90,,
2:50.0,,,75-93,3,S. Johnson makes 3-pt shot from 23 ft (assist by R. Jackson)
2:36.0,C. Miles misses 2-pt shot from 14 ft,,75-93,,
2:36.0,,,75-93,,Defensive rebound by K. Caldwell-Pope
2:30.0,,,75-95,2,S. Johnson makes 2-pt shot at rim (assist by K. Caldwell-Pope)
2:30.0,Indiana full timeout,,75-95,,
2:30.0,,,75-95,,S. Blake enters the game for R. Jackson
2:30.0,L. Allen enters the game for C. Miles,,75-95,,
2:15.0,P. George misses 3-pt shot from 25 ft,,75-95,,
2:14.0,Offensive rebound by L. Allen,,75-95,,
2:03.0,Turnover by P. George (offensive foul),,75-95,,
2:03.0,Offensive foul by P. George,,75-95,,
1:46.0,,,75-97,2,E. Ilyasova makes 2-pt shot at rim (assist by K. Caldwell-Pope)
1:27.0,J. Hill misses 2-pt shot from 3 ft,,75-97,,
1:26.0,,,75-97,,Defensive rebound by K. Caldwell-Pope
1:21.0,,,75-100,3,S. Blake makes 3-pt shot from 23 ft (assist by K. Caldwell-Pope)
1:04.0,M. Ellis misses 2-pt shot from 1 ft (block by A. Drummond),,75-100,,
1:04.0,,,75-100,,Defensive rebound by S. Blake
1:00.0,,,75-102,2,S. Johnson makes 2-pt shot from 1 ft (assist by S. Blake)
0:49.0,P. George misses 2-pt shot from 15 ft,,75-102,,
0:49.0,,,75-102,,Defensive rebound by E. Ilyasova
0:40.0,,,75-102,,E. Ilyasova misses 2-pt shot from 18 ft
0:39.0,Defensive rebound by R. Stuckey,,75-102,,
0:30.0,R. Stuckey makes 2-pt shot from 13 ft,2,77-102,,
0:14.0,,,77-102,,A. Drummond misses 2-pt shot at rim
0:13.0,Defensive rebound by J. Hill,,77-102,,
0:09.0,R. Stuckey makes 2-pt shot at rim (assist by P. George),2,79-102,,
0:01.0,,,79-102,,K. Caldwell-Pope misses 3-pt shot from 26 ft
0:00.0,,,79-102,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,79-102,,Offensive foul by S. Johnson
11:49.0,,,79-102,,Turnover by S. Johnson (offensive foul)
11:42.0,,,79-102,,Personal foul by S. Johnson (drawn by P. George)
11:36.0,L. Allen misses 2-pt shot at rim (block by A. Baynes),,79-102,,
11:35.0,Offensive rebound by L. Allen,,79-102,,
11:33.0,L. Allen makes 2-pt shot at rim,2,81-102,,
11:20.0,,,81-104,2,K. Caldwell-Pope makes 2-pt shot from 17 ft (assist by A. Baynes)
11:04.0,L. Allen makes 2-pt shot from 5 ft,2,83-104,,
10:46.0,,,83-104,,A. Tolliver misses 3-pt shot from 26 ft
10:45.0,Defensive rebound by J. Hill,,83-104,,
10:34.0,J. Hill makes 2-pt shot from 18 ft (assist by G. Hill),2,85-104,,
10:22.0,,,85-106,2,S. Blake makes 2-pt shot at rim
10:04.0,G. Hill misses 2-pt shot from 13 ft,,85-106,,
10:04.0,,,85-106,,Defensive rebound by A. Tolliver
9:45.0,,,85-106,,K. Caldwell-Pope misses 2-pt shot at rim
9:45.0,,,85-106,,Offensive rebound by A. Baynes
9:41.0,,,85-106,,A. Baynes misses 2-pt shot from 1 ft
9:41.0,Defensive rebound by G. Hill,,85-106,,
9:35.0,J. Hill makes 2-pt shot from 17 ft (assist by G. Hill),2,87-106,,
9:14.0,,,87-106,,S. Blake misses 3-pt shot from 23 ft
9:14.0,,,87-106,,Offensive rebound by Team
9:02.0,,,87-108,2,S. Johnson makes 2-pt shot at rim
8:47.0,G. Hill makes 2-pt shot from 13 ft,2,89-108,,
8:30.0,,,89-108,,Offensive foul by A. Baynes
8:30.0,,,89-108,,Turnover by A. Baynes (offensive foul)
8:30.0,Official timeout,,89-108,,
8:08.0,J. Hill misses 2-pt shot from 3 ft,,89-108,,
8:07.0,,,89-108,,Defensive rebound by A. Baynes
7:55.0,,,89-108,,K. Caldwell-Pope misses 2-pt shot from 16 ft
7:54.0,Defensive rebound by G. Hill,,89-108,,
7:47.0,G. Hill misses 3-pt shot from 27 ft,,89-108,,
7:47.0,,,89-108,,Defensive rebound by A. Baynes
7:28.0,,,89-110,2,A. Baynes makes 2-pt shot at rim (assist by S. Blake)
6:59.0,L. Allen misses 2-pt shot from 16 ft,,89-110,,
6:58.0,,,89-110,,Defensive rebound by K. Caldwell-Pope
6:45.0,,,89-110,,S. Johnson misses 3-pt shot from 26 ft
6:44.0,Defensive rebound by R. Stuckey,,89-110,,
6:33.0,R. Stuckey misses 2-pt shot from 6 ft,,89-110,,
6:32.0,,,89-110,,Defensive rebound by A. Baynes
6:17.0,,,89-110,,K. Caldwell-Pope misses 2-pt shot from 19 ft
6:16.0,Defensive rebound by J. Hill,,89-110,,
6:06.0,P. George misses 3-pt shot from 26 ft,,89-110,,
6:05.0,,,89-110,,Defensive rebound by A. Tolliver
5:52.0,,,89-113,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by S. Blake)
5:36.0,G. Hill misses 3-pt shot from 26 ft,,89-113,,
5:36.0,,,89-113,,Defensive rebound by S. Johnson
5:30.0,,,89-113,,Shooting foul by J. Hill (drawn by A. Baynes)
5:30.0,,,89-113,,Detroit full timeout
5:30.0,C. Budinger enters the game for P. George,,89-113,,
5:30.0,S. Hill enters the game for R. Stuckey,,89-113,,
5:30.0,G. Robinson enters the game for L. Allen,,89-113,,
5:30.0,,,89-113,,R. Jackson enters the game for S. Johnson
5:30.0,,,89-113,,M. Morris enters the game for S. Blake
5:30.0,,,89-113,,A. Baynes misses free throw 1 of 2
5:30.0,,,89-113,,Offensive rebound by Team
5:30.0,,,89-114,1,A. Baynes makes free throw 2 of 2
5:13.0,G. Robinson misses 3-pt shot from 24 ft (block by K. Caldwell-Pope),,89-114,,
5:11.0,,,89-114,,Defensive rebound by A. Tolliver
4:51.0,,,89-114,,R. Jackson misses 2-pt shot from 20 ft
4:51.0,Defensive rebound by G. Robinson,,89-114,,
4:44.0,G. Robinson makes 2-pt shot from 1 ft,2,91-114,,
4:24.0,,,91-114,,M. Morris misses 2-pt shot from 14 ft
4:24.0,,,91-114,,Offensive rebound by A. Baynes
4:00.0,,,91-114,,R. Jackson misses 2-pt shot from 18 ft
4:00.0,Defensive rebound by Team,,91-114,,
4:00.0,,,91-114,,A. Drummond enters the game for A. Baynes
3:37.0,C. Budinger misses 2-pt shot from 13 ft,,91-114,,
3:36.0,Offensive rebound by G. Hill,,91-114,,
3:36.0,G. Hill misses 2-pt shot from 2 ft,,91-114,,
3:35.0,Offensive rebound by J. Hill,,91-114,,
3:32.0,Turnover by J. Hill (bad pass; steal by A. Drummond),,91-114,,
3:28.0,,,91-116,2,A. Tolliver makes 2-pt shot at rim (assist by R. Jackson)
3:23.0,,,91-116,,R. Bullock enters the game for M. Morris
3:23.0,,,91-116,,D. Hilliard enters the game for K. Caldwell-Pope
3:23.0,,,91-116,,S. Dinwiddie enters the game for R. Jackson
3:23.0,Indiana full timeout,,91-116,,
3:23.0,,,91-116,,S. Johnson enters the game for A. Drummond
3:23.0,,,91-116,,J. Anthony enters the game for A. Tolliver
3:23.0,L. Allen enters the game for G. Hill,,91-116,,
3:11.0,C. Budinger misses 3-pt shot from 24 ft,,91-116,,
3:10.0,,,91-116,,Defensive rebound by J. Anthony
2:48.0,,,91-116,,S. Johnson misses 3-pt shot from 26 ft
2:48.0,Defensive rebound by G. Robinson,,91-116,,
2:37.0,S. Hill misses 3-pt shot from 27 ft,,91-116,,
2:36.0,,,91-116,,Defensive rebound by S. Johnson
2:22.0,,,91-116,,D. Hilliard misses 2-pt shot from 11 ft
2:22.0,Defensive rebound by J. Hill,,91-116,,
2:22.0,Turnover by J. Hill (bad pass; steal by S. Johnson),,91-116,,
2:20.0,,,91-116,,Turnover by S. Johnson (bad pass; steal by L. Allen)
2:06.0,Shooting foul by J. Anthony (drawn by C. Budinger),,91-116,,
