time,Denver,pts.away,score,pts.home,Utah
8:18.0,N. Jokic makes free throw 1 of 2,1,31-36,,
8:18.0,,,31-36,,J. Withey enters the game for T. Booker
8:18.0,N. Jokic makes free throw 2 of 2,1,32-36,,
8:07.0,Personal foul by W. Barton (drawn by R. Hood),,32-36,,
8:02.0,,,32-36,,Offensive foul by J. Withey
8:02.0,,,32-36,,Turnover by J. Withey (offensive foul)
8:02.0,,,32-36,,D. Favors enters the game for J. Withey
7:51.0,D. Arthur misses 2-pt shot from 19 ft,,32-36,,
7:50.0,Offensive rebound by N. Jokic,,32-36,,
7:47.0,Turnover by N. Jokic (bad pass; steal by J. Ingles),,32-36,,
7:31.0,,,32-36,,D. Favors misses 2-pt shot from 8 ft
7:30.0,,,32-36,,Offensive rebound by T. Lyles
7:28.0,,,32-38,2,T. Lyles makes 2-pt shot at rim
7:10.0,Shooting foul by D. Favors (drawn by W. Barton),,32-38,,
7:10.0,W. Barton makes free throw 1 of 2,1,33-38,,
7:10.0,K. Faried enters the game for D. Arthur,,33-38,,
7:10.0,J. Nelson enters the game for R. Foye,,33-38,,
7:10.0,W. Barton makes free throw 2 of 2,1,34-38,,
6:50.0,,,34-38,,T. Burke misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by N. Jokic,,34-38,,
6:38.0,W. Barton misses 2-pt shot from 12 ft,,34-38,,
6:38.0,,,34-38,,Defensive rebound by D. Favors
6:23.0,,,34-41,3,J. Ingles makes 3-pt shot from 23 ft (assist by T. Burke)
6:05.0,K. Faried misses 2-pt shot from 3 ft,,34-41,,
6:04.0,,,34-41,,Defensive rebound by T. Lyles
5:51.0,,,34-43,2,T. Burke makes 2-pt shot from 2 ft
5:34.0,K. Papanikolaou misses 3-pt shot from 24 ft,,34-43,,
5:33.0,Offensive rebound by N. Jokic,,34-43,,
5:29.0,N. Jokic misses 2-pt shot from 3 ft,,34-43,,
5:29.0,Offensive rebound by K. Faried,,34-43,,
5:29.0,K. Faried makes 2-pt shot from 1 ft,2,36-43,,
5:29.0,Shooting foul by J. Ingles (drawn by K. Faried),,36-43,,
5:29.0,,,36-43,,Utah full timeout
5:29.0,J. Lauvergne enters the game for N. Jokic,,36-43,,
5:29.0,D. Gallinari enters the game for K. Papanikolaou,,36-43,,
5:29.0,G. Harris enters the game for W. Barton,,36-43,,
5:29.0,,,36-43,,G. Hayward enters the game for J. Ingles
5:29.0,K. Faried misses free throw 1 of 1,,36-43,,
5:28.0,,,36-43,,Defensive rebound by D. Favors
5:04.0,,,36-43,,R. Hood misses 3-pt shot from 25 ft
5:03.0,,,36-43,,Offensive rebound by D. Favors
4:57.0,,,36-46,3,T. Burke makes 3-pt shot from 25 ft (assist by G. Hayward)
4:39.0,K. Faried misses 2-pt shot from 7 ft,,36-46,,
4:39.0,,,36-46,,Defensive rebound by T. Lyles
4:28.0,,,36-46,,T. Lyles misses 2-pt shot from 18 ft
4:27.0,Defensive rebound by J. Nelson,,36-46,,
4:23.0,Offensive charge foul by G. Harris,,36-46,,
4:23.0,Turnover by G. Harris (offensive foul),,36-46,,
4:06.0,,,36-46,,R. Hood misses 3-pt shot from 23 ft
4:05.0,Defensive rebound by K. Faried,,36-46,,
3:54.0,G. Harris makes 3-pt shot from 23 ft (assist by J. Nelson),3,39-46,,
3:36.0,,,39-48,2,T. Burke makes 2-pt shot from 18 ft
3:36.0,,,39-48,,Shooting foul by J. Nelson (drawn by T. Burke)
3:36.0,,,39-49,1,T. Burke makes free throw 1 of 1
3:15.0,J. Nelson misses 3-pt shot from 24 ft,,39-49,,
3:15.0,,,39-49,,Defensive rebound by D. Favors
3:06.0,,,39-49,,R. Hood misses 3-pt shot from 24 ft
3:06.0,Defensive rebound by J. Lauvergne,,39-49,,
2:56.0,D. Gallinari makes 2-pt shot from 2 ft,2,41-49,,
2:38.0,,,41-51,2,G. Hayward makes 2-pt shot from 2 ft
2:31.0,,,41-51,,Personal foul by R. Hood (drawn by J. Nelson)
2:31.0,Denver full timeout,,41-51,,
2:31.0,,,41-51,,T. Booker enters the game for T. Lyles
2:31.0,,,41-51,,A. Burks enters the game for R. Hood
2:31.0,J. Nelson makes free throw 1 of 2,1,42-51,,
2:31.0,J. Nelson makes free throw 2 of 2,1,43-51,,
2:16.0,,,43-51,,G. Hayward misses 3-pt shot from 24 ft
2:15.0,Defensive rebound by J. Lauvergne,,43-51,,
2:04.0,G. Harris makes 2-pt shot from 1 ft (assist by J. Nelson),2,45-51,,
1:51.0,,,45-53,2,D. Favors makes 2-pt shot from 1 ft (assist by G. Hayward)
1:51.0,,,45-53,,Shooting foul by G. Harris (drawn by D. Favors)
1:51.0,W. Barton enters the game for G. Harris,,45-53,,
1:51.0,,,45-53,,D. Favors misses free throw 1 of 1
1:50.0,Defensive rebound by J. Lauvergne,,45-53,,
1:36.0,D. Gallinari misses 2-pt shot from 17 ft,,45-53,,
1:35.0,,,45-53,,Defensive rebound by T. Burke
1:17.0,,,45-53,,G. Hayward misses 3-pt shot from 24 ft
1:16.0,Defensive rebound by J. Lauvergne,,45-53,,
1:06.0,Turnover by J. Nelson (bad pass; steal by D. Favors),,45-53,,
0:59.0,,,45-53,,G. Hayward misses 2-pt shot from 10 ft
0:59.0,Defensive rebound by K. Faried,,45-53,,
0:36.0,J. Lauvergne misses 2-pt shot at rim,,45-53,,
0:35.0,Offensive rebound by J. Nelson,,45-53,,
0:33.0,J. Nelson makes 2-pt shot from 1 ft,2,47-53,,
0:15.0,,,47-53,,T. Burke misses 3-pt shot from 23 ft
0:15.0,Defensive rebound by W. Barton,,47-53,,
0:02.0,Shooting foul by T. Burke (drawn by W. Barton),,47-53,,
0:02.0,W. Barton makes free throw 1 of 2,1,48-53,,
0:02.0,W. Barton makes free throw 2 of 2,1,49-53,,
0:01.0,,,49-53,,A. Burks misses 3-pt shot from 48 ft
0:00.0,,,49-53,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,D. Gallinari misses 2-pt shot from 21 ft,,49-53,,
11:35.0,Offensive rebound by K. Faried,,49-53,,
11:34.0,K. Faried misses 2-pt shot from 1 ft,,49-53,,
11:33.0,Offensive rebound by J. Lauvergne,,49-53,,
11:22.0,J. Nelson makes 2-pt shot from 8 ft,2,51-53,,
11:08.0,,,51-53,,D. Favors misses 2-pt shot from 1 ft (block by J. Nelson)
11:08.0,Defensive rebound by Team,,51-53,,
10:50.0,J. Lauvergne misses 3-pt shot from 22 ft,,51-53,,
10:49.0,,,51-53,,Defensive rebound by R. Neto
10:27.0,,,51-53,,Shooting foul by D. Gallinari (drawn by D. Favors)
10:27.0,,,51-53,,D. Favors misses free throw 1 of 2
10:27.0,,,51-53,,Offensive rebound by Team
10:27.0,,,51-54,1,D. Favors makes free throw 2 of 2
10:08.0,Shooting foul by D. Favors (drawn by D. Gallinari),,51-54,,
10:08.0,D. Gallinari makes free throw 1 of 2,1,52-54,,
10:08.0,D. Gallinari makes free throw 2 of 2,1,53-54,,
9:57.0,,,53-54,,Turnover by G. Hayward (bad pass; steal by J. Nelson)
9:46.0,K. Faried makes 2-pt shot from 2 ft (assist by J. Nelson),2,55-54,,
9:31.0,,,55-54,,G. Hayward misses 2-pt shot from 18 ft
9:31.0,,,55-54,,Offensive rebound by G. Hayward
9:28.0,,,55-54,,Shooting foul by K. Faried (drawn by G. Hayward)
9:28.0,,,55-55,1,G. Hayward makes free throw 1 of 2
9:28.0,,,55-56,1,G. Hayward makes free throw 2 of 2
9:12.0,G. Harris makes 2-pt shot from 7 ft,2,57-56,,
8:55.0,,,57-58,2,R. Neto makes 2-pt shot from 8 ft
8:55.0,,,57-58,,Shooting foul by J. Nelson (drawn by R. Neto)
8:55.0,,,57-59,1,R. Neto makes free throw 1 of 1
8:41.0,K. Faried misses 2-pt shot at rim,,57-59,,
8:40.0,Offensive rebound by K. Faried,,57-59,,
8:40.0,K. Faried makes 2-pt shot at rim,2,59-59,,
8:25.0,,,59-59,,R. Hood misses 3-pt shot from 23 ft
8:25.0,Defensive rebound by J. Nelson,,59-59,,
8:15.0,Offensive foul by K. Faried,,59-59,,
8:15.0,Turnover by K. Faried (offensive foul),,59-59,,
7:54.0,,,59-61,2,R. Hood makes 2-pt shot from 5 ft
7:28.0,J. Lauvergne makes 2-pt shot at rim (assist by D. Gallinari),2,61-61,,
7:08.0,,,61-61,,R. Neto misses 2-pt shot from 19 ft
7:07.0,Defensive rebound by D. Gallinari,,61-61,,
6:54.0,J. Lauvergne makes 3-pt shot from 24 ft (assist by D. Gallinari),3,64-61,,
6:54.0,,,64-61,,Utah full timeout
6:54.0,,,64-61,,T. Booker enters the game for D. Favors
6:42.0,,,64-61,,G. Hayward misses 2-pt shot from 10 ft
6:42.0,Defensive rebound by J. Lauvergne,,64-61,,
6:27.0,K. Faried misses 2-pt shot from 6 ft,,64-61,,
6:26.0,,,64-61,,Defensive rebound by R. Hood
6:21.0,Shooting block foul by K. Faried (drawn by R. Hood),,64-61,,
6:21.0,,,64-62,1,R. Hood makes free throw 1 of 2
6:21.0,,,64-63,1,R. Hood makes free throw 2 of 2
6:03.0,D. Gallinari misses 3-pt shot from 24 ft,,64-63,,
6:02.0,,,64-63,,Defensive rebound by R. Hood
5:46.0,,,64-63,,Turnover by T. Lyles (lost ball; steal by G. Harris)
5:35.0,J. Lauvergne misses 2-pt shot from 4 ft,,64-63,,
5:35.0,Offensive rebound by J. Lauvergne,,64-63,,
5:32.0,J. Lauvergne misses 2-pt shot from 1 ft,,64-63,,
5:31.0,Offensive rebound by J. Lauvergne,,64-63,,
5:29.0,J. Lauvergne makes 2-pt shot from 3 ft,2,66-63,,
5:17.0,,,66-63,,T. Lyles misses 2-pt shot from 21 ft
5:16.0,Defensive rebound by K. Faried,,66-63,,
5:07.0,K. Faried makes 2-pt shot from 3 ft,2,68-63,,
5:07.0,Shooting foul by T. Lyles (drawn by K. Faried),,68-63,,
5:07.0,,,68-63,,T. Burke enters the game for R. Neto
5:07.0,,,68-63,,J. Withey enters the game for T. Lyles
5:07.0,,,68-63,,A. Burks enters the game for R. Hood
5:07.0,N. Jokic enters the game for J. Lauvergne,,68-63,,
5:07.0,K. Faried misses free throw 1 of 1,,68-63,,
5:06.0,,,68-63,,Defensive rebound by G. Hayward
4:47.0,,,68-65,2,G. Hayward makes 2-pt shot from 18 ft
4:32.0,D. Gallinari misses 3-pt shot from 24 ft,,68-65,,
4:31.0,,,68-65,,Defensive rebound by T. Booker
4:21.0,,,68-65,,G. Hayward misses 3-pt shot from 23 ft
4:20.0,Defensive rebound by N. Jokic,,68-65,,
4:02.0,N. Jokic makes 2-pt shot from 2 ft,2,70-65,,
3:43.0,,,70-67,2,T. Booker makes 2-pt shot from 17 ft (assist by T. Burke)
3:29.0,Turnover by G. Harris (lost ball; steal by A. Burks),,70-67,,
3:27.0,Personal foul by J. Nelson (drawn by A. Burks),,70-67,,
3:27.0,,,70-68,1,A. Burks makes free throw 1 of 2
3:27.0,W. Barton enters the game for G. Harris,,70-68,,
3:27.0,D. Arthur enters the game for K. Faried,,70-68,,
3:27.0,,,70-68,,A. Burks misses free throw 2 of 2
3:27.0,Defensive rebound by N. Jokic,,70-68,,
3:07.0,N. Jokic misses 2-pt shot from 9 ft,,70-68,,
3:07.0,,,70-68,,Defensive rebound by T. Booker
2:53.0,,,70-70,2,T. Burke makes 2-pt shot from 12 ft
2:49.0,D. Arthur misses 2-pt shot from 2 ft,,70-70,,
2:49.0,,,70-70,,Defensive rebound by J. Withey
2:40.0,,,70-70,,T. Booker misses 2-pt shot from 2 ft
2:38.0,Defensive rebound by W. Barton,,70-70,,
2:23.0,D. Arthur makes 2-pt shot from 18 ft (assist by J. Nelson),2,72-70,,
2:09.0,,,72-72,2,A. Burks makes 2-pt shot from 2 ft
2:04.0,Shooting foul by A. Burks (drawn by W. Barton),,72-72,,
2:04.0,Denver full timeout,,72-72,,
2:04.0,R. Foye enters the game for J. Nelson,,72-72,,
2:04.0,W. Barton misses free throw 1 of 2,,72-72,,
2:04.0,Offensive rebound by Team,,72-72,,
2:04.0,W. Barton makes free throw 2 of 2,1,73-72,,
1:51.0,Personal foul by W. Barton (drawn by G. Hayward),,73-72,,
1:51.0,,,73-73,1,G. Hayward makes free throw 1 of 2
1:51.0,,,73-74,1,G. Hayward makes free throw 2 of 2
1:39.0,D. Arthur misses 2-pt shot from 2 ft (block by J. Withey),,73-74,,
1:39.0,,,73-74,,Defensive rebound by Team
1:24.0,,,73-74,,Turnover by J. Withey (lost ball; steal by D. Arthur)
1:20.0,W. Barton misses 2-pt shot from 2 ft,,73-74,,
1:19.0,,,73-74,,Defensive rebound by T. Booker
1:09.0,,,73-77,3,G. Hayward makes 3-pt shot from 23 ft (assist by T. Booker)
1:08.0,Denver full timeout,,73-77,,
1:08.0,G. Harris enters the game for D. Gallinari,,73-77,,
0:59.0,G. Harris misses 3-pt shot from 24 ft,,73-77,,
0:59.0,Offensive rebound by N. Jokic,,73-77,,
0:52.0,W. Barton misses 3-pt shot from 23 ft,,73-77,,
0:51.0,,,73-77,,Defensive rebound by G. Hayward
0:32.0,,,73-77,,Turnover by T. Burke (bad pass; steal by R. Foye)
0:32.0,,,73-77,,Personal foul by G. Hayward (drawn by G. Harris)
0:19.0,Turnover by W. Barton (bad pass),,73-77,,
0:01.0,,,73-77,,G. Hayward misses 2-pt shot from 8 ft
0:00.0,,,73-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,73-77,,Turnover by T. Booker (lost ball; steal by R. Foye)
11:21.0,N. Jokic misses 3-pt shot from 23 ft,,73-77,,
11:21.0,,,73-77,,Defensive rebound by A. Burks
11:12.0,,,73-77,,Turnover by A. Burks (bad pass; steal by W. Barton)
11:07.0,Turnover by R. Foye (bad pass),,73-77,,
11:07.0,,,73-77,,R. Hood enters the game for A. Burks
11:07.0,,,73-77,,T. Lyles enters the game for T. Booker
10:49.0,,,73-77,,T. Burke misses 2-pt shot from 19 ft
10:49.0,Defensive rebound by W. Barton,,73-77,,
10:40.0,W. Barton makes 2-pt shot from 10 ft,2,75-77,,
10:20.0,,,75-77,,J. Ingles misses 3-pt shot from 24 ft
10:20.0,,,75-77,,Offensive rebound by Team
10:19.0,,,75-77,,R. Neto enters the game for T. Burke
10:19.0,,,75-77,,D. Favors enters the game for J. Withey
10:19.0,K. Papanikolaou enters the game for G. Harris,,75-77,,
10:05.0,Personal foul by R. Foye (drawn by D. Favors),,75-77,,
9:59.0,,,75-77,,D. Favors misses 2-pt shot from 13 ft
9:58.0,Defensive rebound by N. Jokic,,75-77,,
9:45.0,D. Arthur makes 2-pt shot from 19 ft (assist by W. Barton),2,77-77,,
9:30.0,,,77-77,,Turnover by R. Neto (bad pass)
9:12.0,W. Barton makes 3-pt shot from 24 ft (assist by R. Foye),3,80-77,,
8:49.0,,,80-77,,D. Favors misses 2-pt shot from 2 ft
8:48.0,Defensive rebound by D. Arthur,,80-77,,
8:29.0,Shooting foul by D. Favors (drawn by N. Jokic),,80-77,,
8:29.0,Denver full timeout,,80-77,,
8:29.0,,,80-77,,G. Hayward enters the game for R. Neto
8:29.0,N. Jokic makes free throw 1 of 2,1,81-77,,
8:29.0,N. Jokic misses free throw 2 of 2,,81-77,,
8:27.0,,,81-77,,Defensive rebound by R. Hood
8:11.0,,,81-80,3,G. Hayward makes 3-pt shot from 22 ft (assist by J. Ingles)
7:53.0,Turnover by W. Barton (lost ball; steal by J. Ingles),,81-80,,
7:39.0,,,81-80,,Turnover by J. Ingles (bad pass; steal by K. Papanikolaou)
7:23.0,W. Barton misses 3-pt shot from 24 ft,,81-80,,
7:22.0,,,81-80,,Defensive rebound by Team
6:57.0,,,81-80,,J. Ingles misses 3-pt shot from 24 ft
6:57.0,Defensive rebound by K. Papanikolaou,,81-80,,
6:36.0,N. Jokic misses 3-pt shot from 24 ft,,81-80,,
6:35.0,,,81-80,,Defensive rebound by G. Hayward
6:28.0,,,81-80,,Shooting foul by N. Jokic (drawn by D. Favors)
6:28.0,,,81-81,1,D. Favors makes free throw 1 of 2
6:28.0,J. Nelson enters the game for D. Arthur,,81-81,,
6:28.0,D. Gallinari enters the game for N. Jokic,,81-81,,
6:28.0,K. Faried enters the game for R. Foye,,81-81,,
6:28.0,J. Lauvergne enters the game for K. Papanikolaou,,81-81,,
6:28.0,,,81-81,,T. Booker enters the game for T. Lyles
6:28.0,,,81-82,1,D. Favors makes free throw 2 of 2
6:06.0,K. Faried misses 2-pt shot from 11 ft,,81-82,,
6:06.0,,,81-82,,Defensive rebound by T. Booker
5:42.0,,,81-84,2,J. Ingles makes 2-pt shot from 4 ft
5:26.0,,,81-84,,Utah full timeout
5:26.0,G. Harris enters the game for W. Barton,,81-84,,
5:18.0,D. Gallinari makes 3-pt shot from 22 ft (assist by G. Harris),3,84-84,,
4:58.0,,,84-86,2,R. Hood makes 2-pt shot from 18 ft
4:33.0,G. Harris misses 2-pt shot from 15 ft,,84-86,,
4:31.0,Offensive rebound by J. Lauvergne,,84-86,,
4:20.0,J. Lauvergne misses 2-pt shot from 1 ft,,84-86,,
4:19.0,Offensive rebound by J. Lauvergne,,84-86,,
4:17.0,J. Lauvergne misses 2-pt shot from 1 ft,,84-86,,
4:15.0,,,84-86,,Defensive rebound by D. Favors
3:55.0,,,84-86,,R. Hood misses 2-pt shot from 14 ft
3:54.0,Defensive rebound by J. Nelson,,84-86,,
3:46.0,J. Nelson makes 2-pt shot from 2 ft,2,86-86,,
3:27.0,,,86-88,2,T. Booker makes 2-pt shot from 1 ft (assist by R. Hood)
3:11.0,Turnover by J. Nelson (lost ball; steal by T. Booker),,86-88,,
3:05.0,,,86-90,2,G. Hayward makes 2-pt shot from 1 ft (assist by R. Hood)
2:43.0,J. Nelson makes 2-pt shot from 11 ft,2,88-90,,
2:17.0,,,88-93,3,T. Booker makes 3-pt shot from 23 ft (assist by G. Hayward)
2:16.0,Denver full timeout,,88-93,,
2:16.0,,,88-93,,A. Burks enters the game for R. Hood
2:05.0,Offensive foul by K. Faried,,88-93,,
2:05.0,Turnover by K. Faried (offensive foul),,88-93,,
1:46.0,,,88-93,,G. Hayward misses 2-pt shot from 13 ft
1:45.0,,,88-93,,Offensive rebound by D. Favors
1:33.0,,,88-93,,Shooting foul by J. Nelson (drawn by G. Hayward)
1:33.0,,,88-93,,G. Hayward misses free throw 1 of 2
1:33.0,,,88-93,,Offensive rebound by Team
1:33.0,W. Barton enters the game for K. Faried,,88-93,,
1:33.0,,,88-93,,R. Hood enters the game for J. Ingles
