time,Phoenix,pts.away,score,pts.home,Sacramento
9:35.0,,,31-32,1,O. Casspi makes free throw 1 of 2
9:35.0,A. Len enters the game for A. Williams,,31-32,,
9:35.0,,,31-33,1,O. Casspi makes free throw 2 of 2
9:14.0,A. Len misses 2-pt shot from 9 ft,,31-33,,
9:13.0,Offensive rebound by Team,,31-33,,
9:10.0,M. Teletovic misses 2-pt shot from 12 ft,,31-33,,
9:10.0,,,31-33,,Defensive rebound by D. Collison
9:06.0,,,31-33,,Turnover by D. Collison (bad pass)
8:52.0,A. Len makes 2-pt shot from 19 ft (assist by R. Price),2,33-33,,
8:45.0,,,33-33,,D. Collison misses 2-pt shot from 7 ft (block by A. Len)
8:44.0,,,33-33,,Offensive rebound by W. Cauley-Stein
8:41.0,Personal foul by R. Price,,33-33,,
8:41.0,Official timeout,,33-33,,
8:41.0,D. Booker enters the game for R. Price,,33-33,,
8:41.0,,,33-33,,D. Cousins enters the game for W. Cauley-Stein
8:26.0,,,33-33,,O. Casspi misses 2-pt shot from 2 ft
8:25.0,Defensive rebound by M. Teletovic,,33-33,,
8:12.0,Turnover by A. Len (3 sec),,33-33,,
8:00.0,,,33-33,,M. Belinelli misses 2-pt shot from 18 ft
8:00.0,Defensive rebound by C. Budinger,,33-33,,
7:46.0,A. Len makes 2-pt shot from 6 ft (assist by C. Budinger),2,35-33,,
7:31.0,,,35-33,,D. Collison misses 3-pt shot from 22 ft
7:29.0,Defensive rebound by M. Teletovic,,35-33,,
7:23.0,C. Budinger misses 2-pt shot from 2 ft,,35-33,,
7:22.0,Offensive rebound by C. Budinger,,35-33,,
7:22.0,C. Budinger misses 2-pt shot from 2 ft,,35-33,,
7:22.0,,,35-33,,Defensive rebound by D. Cousins
7:10.0,,,35-36,3,D. Cousins makes 3-pt shot from 25 ft (assist by M. Belinelli)
6:58.0,D. Booker makes 3-pt shot from 25 ft,3,38-36,,
6:50.0,,,38-38,2,D. Cousins makes 2-pt shot from 1 ft (assist by O. Casspi)
6:36.0,D. Booker makes 2-pt shot from 3 ft,2,40-38,,
6:29.0,,,40-38,,D. Collison misses 2-pt shot from 22 ft (block by D. Booker)
6:27.0,Defensive rebound by D. Booker,,40-38,,
6:20.0,Turnover by D. Booker (lost ball; steal by R. Gay),,40-38,,
6:16.0,,,40-38,,Shooting foul by C. Budinger (drawn by R. Gay)
6:16.0,,,40-39,1,R. Gay makes free throw 1 of 2
6:16.0,P. Tucker enters the game for C. Budinger,,40-39,,
6:16.0,J. Jenkins enters the game for A. Goodwin,,40-39,,
6:16.0,,,40-39,,R. Rondo enters the game for O. Casspi
6:16.0,,,40-40,1,R. Gay makes free throw 2 of 2
6:03.0,M. Teletovic misses 3-pt shot from 25 ft,,40-40,,
6:03.0,,,40-40,,Defensive rebound by D. Cousins
5:53.0,,,40-40,,M. Belinelli misses 2-pt shot from 20 ft
5:52.0,Defensive rebound by J. Jenkins,,40-40,,
5:46.0,Turnover by J. Jenkins (lost ball; steal by D. Collison),,40-40,,
5:42.0,,,40-42,2,D. Collison makes 2-pt shot from 1 ft
5:27.0,A. Len makes 2-pt shot at rim (assist by D. Booker),2,42-42,,
5:09.0,,,42-44,2,D. Cousins makes 2-pt shot from 6 ft
4:56.0,D. Booker makes 2-pt shot from 2 ft,2,44-44,,
4:34.0,,,44-44,,D. Cousins misses 2-pt shot from 6 ft
4:31.0,,,44-44,,Offensive rebound by R. Rondo
4:28.0,,,44-47,3,R. Gay makes 3-pt shot from 23 ft (assist by R. Rondo)
4:09.0,D. Booker misses 3-pt shot from 24 ft,,44-47,,
4:08.0,,,44-47,,Defensive rebound by R. Gay
4:00.0,,,44-47,,Shooting foul by A. Len (drawn by D. Cousins)
4:00.0,,,44-47,,Sacramento full timeout
4:00.0,J. Leuer enters the game for M. Teletovic,,44-47,,
4:00.0,,,44-47,,O. Casspi enters the game for M. Belinelli
4:00.0,,,44-47,,Violation by Team (delay of game)
4:00.0,,,44-48,1,D. Cousins makes free throw 1 of 2
4:00.0,,,44-48,,D. Cousins misses free throw 2 of 2
4:00.0,Defensive rebound by P. Tucker,,44-48,,
3:45.0,A. Len misses 2-pt shot from 19 ft,,44-48,,
3:44.0,Offensive rebound by J. Leuer,,44-48,,
3:43.0,Turnover by J. Leuer (lost ball; steal by D. Collison),,44-48,,
3:41.0,,,44-48,,Shooting foul by D. Booker (drawn by D. Cousins)
3:41.0,,,44-49,1,D. Cousins makes free throw 1 of 2
3:41.0,,,44-50,1,D. Cousins makes free throw 2 of 2
3:24.0,Turnover by D. Booker (lost ball; steal by R. Rondo),,44-50,,
3:18.0,,,44-52,2,D. Collison makes 2-pt shot from 1 ft (assist by R. Rondo)
3:17.0,Phoenix full timeout,,44-52,,
3:17.0,,,44-52,,W. Cauley-Stein enters the game for R. Gay
3:09.0,Turnover by D. Booker (lost ball; steal by W. Cauley-Stein),,44-52,,
3:08.0,,,44-52,,Shooting foul by J. Leuer (drawn by W. Cauley-Stein)
3:08.0,,,44-52,,W. Cauley-Stein misses free throw 1 of 2
3:08.0,,,44-52,,Offensive rebound by Team
3:08.0,C. Budinger enters the game for J. Leuer,,44-52,,
3:08.0,,,44-53,1,W. Cauley-Stein makes free throw 2 of 2
2:59.0,,,44-53,,Personal foul by R. Rondo
2:49.0,Turnover by D. Booker (lost ball),,44-53,,
2:49.0,Technical foul by D. Booker,,44-53,,
2:49.0,,,44-54,1,D. Collison makes technical free throw
2:49.0,R. Price enters the game for C. Budinger,,44-54,,
2:22.0,,,44-54,,W. Cauley-Stein misses 2-pt shot from 6 ft
2:21.0,Defensive rebound by P. Tucker,,44-54,,
2:07.0,A. Len misses 2-pt shot from 6 ft,,44-54,,
2:06.0,,,44-54,,Defensive rebound by D. Cousins
1:56.0,,,44-54,,D. Cousins misses 2-pt shot from 3 ft
1:55.0,Defensive rebound by P. Tucker,,44-54,,
1:43.0,R. Price makes 3-pt shot from 25 ft (assist by A. Len),3,47-54,,
1:26.0,,,47-54,,Turnover by O. Casspi (traveling)
1:11.0,Turnover by D. Booker (step out of bounds),,47-54,,
1:00.0,,,47-54,,Shooting foul by R. Price (drawn by D. Cousins)
1:00.0,,,47-55,1,D. Cousins makes free throw 1 of 2
1:00.0,,,47-56,1,D. Cousins makes free throw 2 of 2
0:49.0,Shooting foul by D. Cousins (drawn by A. Len),,47-56,,
0:49.0,A. Len misses free throw 1 of 2,,47-56,,
0:49.0,Offensive rebound by Team,,47-56,,
0:49.0,,,47-56,,R. Gay enters the game for D. Cousins
0:49.0,A. Len makes free throw 2 of 2,1,48-56,,
0:36.0,,,48-58,2,W. Cauley-Stein makes 2-pt shot from 5 ft (assist by R. Gay)
0:27.0,R. Price misses 2-pt shot from 4 ft (block by W. Cauley-Stein),,48-58,,
0:27.0,Offensive rebound by Team,,48-58,,
0:19.0,Turnover by D. Booker (bad pass),,48-58,,
0:01.0,,,48-58,,O. Casspi misses 2-pt shot from 6 ft
0:00.0,,,48-58,,Offensive rebound by W. Cauley-Stein
0:00.0,,,48-58,,W. Cauley-Stein misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by P. Tucker,,48-58,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,A. Len misses 2-pt shot at rim (block by Q. Acy),,48-58,,
11:42.0,,,48-58,,Defensive rebound by R. Rondo
11:24.0,,,48-58,,Turnover by R. Gay (lost ball; steal by P. Tucker)
11:18.0,J. Leuer misses 2-pt shot from 4 ft,,48-58,,
11:17.0,,,48-58,,Defensive rebound by Q. Acy
11:05.0,,,48-58,,R. Rondo misses 2-pt shot from 5 ft
11:05.0,Defensive rebound by D. Booker,,48-58,,
10:59.0,Turnover by D. Booker (lost ball; steal by R. Gay),,48-58,,
10:57.0,,,48-58,,Shooting foul by A. Len (drawn by R. Gay)
10:57.0,,,48-58,,R. Gay misses free throw 1 of 2
10:57.0,,,48-58,,Offensive rebound by Team
10:57.0,,,48-58,,R. Gay misses free throw 2 of 2
10:55.0,Defensive rebound by A. Len,,48-58,,
10:55.0,,,48-58,,Personal foul by R. Rondo
10:41.0,Offensive foul by A. Len,,48-58,,
10:41.0,Turnover by A. Len (offensive foul),,48-58,,
10:41.0,M. Teletovic enters the game for A. Len,,48-58,,
10:33.0,,,48-58,,Turnover by D. Cousins (lost ball)
10:21.0,,,48-58,,Personal foul by Q. Acy
10:12.0,R. Price misses 3-pt shot from 25 ft,,48-58,,
10:11.0,,,48-58,,Defensive rebound by R. Rondo
10:05.0,,,48-60,2,S. Curry makes 2-pt shot from 1 ft (assist by R. Rondo)
9:57.0,M. Teletovic makes 3-pt shot from 25 ft (assist by R. Price),3,51-60,,
9:43.0,,,51-62,2,D. Cousins makes 2-pt shot from 4 ft (assist by R. Rondo)
9:26.0,J. Leuer misses 3-pt shot from 22 ft,,51-62,,
9:26.0,,,51-62,,Defensive rebound by Q. Acy
9:11.0,,,51-62,,D. Cousins misses 3-pt shot from 25 ft
9:09.0,Defensive rebound by M. Teletovic,,51-62,,
9:03.0,Shooting foul by R. Rondo (drawn by R. Price),,51-62,,
9:03.0,R. Price makes free throw 1 of 2,1,52-62,,
9:03.0,R. Price makes free throw 2 of 2,1,53-62,,
8:48.0,,,53-62,,Q. Acy misses 2-pt shot at rim
8:45.0,Defensive rebound by M. Teletovic,,53-62,,
8:40.0,D. Booker misses 3-pt shot from 24 ft,,53-62,,
8:39.0,,,53-62,,Defensive rebound by S. Curry
8:37.0,,,53-62,,Turnover by S. Curry (bad pass)
8:32.0,,,53-62,,Personal foul by Q. Acy
8:23.0,Turnover by P. Tucker (step out of bounds),,53-62,,
8:01.0,,,53-62,,Shooting foul by M. Teletovic (drawn by Q. Acy)
8:01.0,,,53-63,1,Q. Acy makes free throw 1 of 2
8:01.0,,,53-64,1,Q. Acy makes free throw 2 of 2
7:50.0,D. Booker misses 2-pt shot from 20 ft,,53-64,,
7:48.0,Offensive rebound by P. Tucker,,53-64,,
7:48.0,P. Tucker makes 2-pt shot at rim,2,55-64,,
7:41.0,Personal foul by J. Leuer,,55-64,,
7:41.0,A. Williams enters the game for J. Leuer,,55-64,,
7:22.0,,,55-64,,Q. Acy misses 3-pt shot from 25 ft
7:19.0,,,55-64,,Offensive rebound by S. Curry
7:10.0,,,55-67,3,R. Gay makes 3-pt shot from 25 ft (assist by R. Rondo)
6:51.0,Offensive charge foul by A. Williams,,55-67,,
6:51.0,Turnover by A. Williams (offensive foul),,55-67,,
6:34.0,,,55-67,,S. Curry misses 3-pt shot from 24 ft
6:34.0,,,55-67,,Offensive rebound by Team
6:34.0,Loose ball foul by A. Williams,,55-67,,
6:26.0,,,55-69,2,D. Cousins makes 2-pt shot from 3 ft (assist by R. Rondo)
6:20.0,Phoenix full timeout,,55-69,,
6:20.0,J. Jenkins enters the game for A. Williams,,55-69,,
6:12.0,M. Teletovic misses 3-pt shot from 26 ft,,55-69,,
6:12.0,,,55-69,,Defensive rebound by R. Gay
5:52.0,,,55-71,2,D. Cousins makes 2-pt shot from 2 ft (assist by R. Rondo)
5:38.0,D. Booker misses 3-pt shot from 24 ft,,55-71,,
5:37.0,Offensive rebound by M. Teletovic,,55-71,,
5:34.0,M. Teletovic misses 3-pt shot from 24 ft,,55-71,,
5:33.0,,,55-71,,Defensive rebound by S. Curry
5:28.0,,,55-73,2,R. Gay makes 2-pt shot from 2 ft (assist by D. Cousins)
5:09.0,P. Tucker misses 2-pt shot from 4 ft (block by D. Cousins),,55-73,,
5:08.0,,,55-73,,Defensive rebound by R. Gay
4:54.0,,,55-75,2,Q. Acy makes 2-pt shot from 14 ft
4:49.0,Phoenix full timeout,,55-75,,
4:49.0,,,55-75,,W. Cauley-Stein enters the game for Q. Acy
4:41.0,,,55-75,,Personal foul by W. Cauley-Stein
4:41.0,D. Booker makes free throw 1 of 2,1,56-75,,
4:41.0,D. Booker misses free throw 2 of 2,,56-75,,
4:39.0,,,56-75,,Defensive rebound by D. Cousins
4:21.0,,,56-77,2,D. Cousins makes 2-pt shot from 3 ft (assist by R. Rondo)
4:12.0,D. Booker misses 3-pt shot from 24 ft,,56-77,,
4:10.0,,,56-77,,Defensive rebound by R. Rondo
4:04.0,,,56-77,,R. Gay misses 2-pt shot at rim
4:02.0,Defensive rebound by P. Tucker,,56-77,,
3:59.0,D. Booker misses 2-pt shot from 3 ft (block by W. Cauley-Stein),,56-77,,
3:57.0,Offensive rebound by R. Price,,56-77,,
3:51.0,M. Teletovic makes 3-pt shot from 24 ft (assist by P. Tucker),3,59-77,,
3:44.0,,,59-80,3,S. Curry makes 3-pt shot from 22 ft (assist by R. Rondo)
3:34.0,M. Teletovic misses 2-pt shot from 2 ft,,59-80,,
3:33.0,,,59-80,,Defensive rebound by D. Cousins
3:30.0,,,59-80,,Offensive charge foul by W. Cauley-Stein
3:30.0,,,59-80,,Turnover by W. Cauley-Stein (offensive foul)
3:30.0,A. Goodwin enters the game for D. Booker,,59-80,,
3:30.0,,,59-80,,D. Collison enters the game for R. Gay
3:30.0,,,59-80,,O. Casspi enters the game for S. Curry
3:21.0,J. Jenkins makes 3-pt shot from 23 ft (assist by R. Price),3,62-80,,
3:06.0,,,62-80,,D. Cousins misses 3-pt shot from 25 ft
3:05.0,Defensive rebound by J. Jenkins,,62-80,,
2:55.0,M. Teletovic misses 3-pt shot from 23 ft,,62-80,,
2:54.0,,,62-80,,Defensive rebound by O. Casspi
2:48.0,,,62-80,,Shooting foul by P. Tucker (drawn by D. Cousins)
2:48.0,,,62-80,,D. Cousins misses free throw 1 of 2
2:48.0,,,62-80,,Offensive rebound by Team
2:48.0,C. Budinger enters the game for P. Tucker,,62-80,,
2:48.0,,,62-81,1,D. Cousins makes free throw 2 of 2
2:24.0,A. Goodwin misses 2-pt shot from 6 ft,,62-81,,
2:23.0,,,62-81,,Defensive rebound by O. Casspi
2:18.0,,,62-83,2,D. Collison makes 2-pt shot from 14 ft (assist by O. Casspi)
2:06.0,J. Jenkins makes 2-pt shot from 18 ft (assist by A. Goodwin),2,64-83,,
1:53.0,,,64-83,,Shooting foul by C. Budinger (drawn by W. Cauley-Stein)
1:53.0,,,64-84,1,W. Cauley-Stein makes free throw 1 of 2
1:53.0,,,64-84,,J. Anderson enters the game for D. Cousins
1:53.0,,,64-85,1,W. Cauley-Stein makes free throw 2 of 2
1:39.0,J. Jenkins misses 2-pt shot from 18 ft,,64-85,,
1:38.0,Offensive rebound by R. Price,,64-85,,
1:36.0,R. Price misses 2-pt shot from 1 ft,,64-85,,
1:35.0,Offensive rebound by M. Teletovic,,64-85,,
1:33.0,M. Teletovic makes 2-pt shot from 2 ft,2,66-85,,
1:21.0,,,66-87,2,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo)
1:00.0,C. Budinger misses 3-pt shot from 23 ft,,66-87,,
1:00.0,,,66-87,,Defensive rebound by W. Cauley-Stein
0:38.0,,,66-87,,W. Cauley-Stein misses 2-pt shot from 5 ft
0:37.0,Defensive rebound by J. Jenkins,,66-87,,
0:29.0,J. Jenkins misses 2-pt shot from 2 ft,,66-87,,
0:28.0,,,66-87,,Defensive rebound by O. Casspi
0:25.0,,,66-89,2,D. Collison makes 2-pt shot from 3 ft (assist by O. Casspi)
0:01.0,Shooting foul by R. Rondo (drawn by A. Goodwin),,66-89,,
0:01.0,A. Goodwin misses free throw 1 of 3,,66-89,,
0:01.0,Offensive rebound by Team,,66-89,,
0:01.0,A. Goodwin misses free throw 2 of 3,,66-89,,
0:01.0,Offensive rebound by Team,,66-89,,
0:01.0,A. Goodwin makes free throw 3 of 3,1,67-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,67-89,,D. Collison misses 2-pt shot from 2 ft
11:49.0,Defensive rebound by J. Leuer,,67-89,,
11:42.0,Turnover by A. Goodwin (lost ball; steal by D. Collison),,67-89,,
11:34.0,,,67-89,,J. Anderson misses 3-pt shot from 25 ft
11:33.0,Defensive rebound by A. Goodwin,,67-89,,
11:24.0,J. Leuer misses 2-pt shot from 14 ft,,67-89,,
11:23.0,,,67-89,,Defensive rebound by Team
11:04.0,,,67-91,2,W. Cauley-Stein makes 2-pt shot at rim (assist by R. Rondo)
10:49.0,,,67-91,,Personal foul by D. Collison
10:44.0,J. Jenkins misses 2-pt shot from 20 ft,,67-91,,
10:44.0,,,67-91,,Defensive rebound by J. Anderson
10:31.0,,,67-91,,O. Casspi misses 2-pt shot from 6 ft
10:31.0,Defensive rebound by J. Leuer,,67-91,,
10:17.0,J. Leuer makes 2-pt shot from 3 ft (assist by C. Budinger),2,69-91,,
10:01.0,,,69-91,,O. Casspi misses 2-pt shot from 6 ft
10:00.0,Defensive rebound by A. Goodwin,,69-91,,
9:54.0,A. Goodwin misses 2-pt shot from 3 ft (block by R. Rondo),,69-91,,
9:53.0,Offensive rebound by A. Goodwin,,69-91,,
9:51.0,M. Teletovic makes 2-pt shot from 5 ft (assist by A. Goodwin),2,71-91,,
9:48.0,,,71-91,,Shooting foul by M. Teletovic (drawn by W. Cauley-Stein)
9:48.0,,,71-91,,W. Cauley-Stein misses free throw 1 of 2
9:48.0,,,71-91,,Offensive rebound by Team
9:48.0,,,71-91,,S. Curry enters the game for R. Rondo
9:48.0,D. Booker enters the game for M. Teletovic,,71-91,,
9:48.0,,,71-92,1,W. Cauley-Stein makes free throw 2 of 2
9:31.0,D. Booker makes 2-pt shot from 9 ft,2,73-92,,
9:12.0,,,73-92,,O. Casspi misses 2-pt shot from 4 ft
9:12.0,Defensive rebound by A. Goodwin,,73-92,,
9:06.0,A. Goodwin misses 2-pt shot from 1 ft,,73-92,,
9:05.0,,,73-92,,Defensive rebound by O. Casspi
9:01.0,,,73-94,2,W. Cauley-Stein makes 2-pt shot at rim (assist by J. Anderson)
8:55.0,Turnover by A. Goodwin (lost ball),,73-94,,
8:55.0,Official timeout,,73-94,,
