time,Atlanta,pts.away,score,pts.home,Chicago
5:45.0,,,11-14,,J. Butler misses 3-pt shot from 24 ft
5:44.0,Defensive rebound by A. Horford,,11-14,,
5:36.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,13-14,,
5:34.0,,,13-14,,Chicago full timeout
5:34.0,,,13-14,,D. McDermott enters the game for M. Dunleavy
5:34.0,T. Hardaway enters the game for A. Horford,,13-14,,
5:34.0,K. Humphries enters the game for K. Korver,,13-14,,
5:25.0,,,13-16,2,D. Rose makes 2-pt shot from 1 ft
5:12.0,J. Teague misses 2-pt shot from 5 ft (block by D. Rose),,13-16,,
5:11.0,,,13-16,,Defensive rebound by D. Rose
4:56.0,,,13-18,2,T. Gibson makes 2-pt shot from 7 ft
4:41.0,K. Humphries makes 3-pt shot from 25 ft (assist by T. Hardaway),3,16-18,,
4:31.0,Personal foul by K. Humphries,,16-18,,
4:31.0,,,16-18,,N. Mirotic enters the game for T. Gibson
4:31.0,D. Schroder enters the game for J. Teague,,16-18,,
4:25.0,,,16-20,2,J. Butler makes 2-pt shot from 1 ft (assist by P. Gasol)
4:09.0,Turnover by T. Hardaway (lost ball; steal by D. Rose),,16-20,,
4:04.0,,,16-20,,D. Rose misses 2-pt shot from 1 ft
4:03.0,Defensive rebound by T. Sefolosha,,16-20,,
3:58.0,Shooting foul by J. Butler (drawn by K. Humphries),,16-20,,
3:58.0,K. Humphries makes free throw 1 of 2,1,17-20,,
3:58.0,K. Humphries makes free throw 2 of 2,1,18-20,,
3:41.0,,,18-20,,N. Mirotic misses 2-pt shot from 3 ft (block by P. Millsap)
3:39.0,Jump ball: P. Millsap vs. N. Mirotic (P. Gasol gains possession),,,,Jump ball: P. Millsap vs. N. Mirotic (P. Gasol gains possession)
3:39.0,,,18-20,,Offensive rebound by Team
3:34.0,,,18-22,2,P. Gasol makes 2-pt shot from 2 ft (assist by N. Mirotic)
3:26.0,K. Humphries misses 3-pt shot from 24 ft,,18-22,,
3:25.0,Offensive rebound by P. Millsap,,18-22,,
3:18.0,P. Millsap misses 2-pt shot from 7 ft,,18-22,,
3:17.0,,,18-22,,Defensive rebound by P. Gasol
3:03.0,,,18-22,,N. Mirotic misses 2-pt shot from 13 ft
3:02.0,,,18-22,,Offensive rebound by J. Butler
3:02.0,,,18-24,2,J. Butler makes 2-pt shot at rim
2:47.0,T. Hardaway misses 2-pt shot from 21 ft,,18-24,,
2:46.0,,,18-24,,Defensive rebound by J. Butler
2:31.0,,,18-26,2,P. Gasol makes 2-pt shot from 22 ft (assist by J. Butler)
2:14.0,Turnover by P. Millsap (lost ball; steal by D. Rose),,18-26,,
2:09.0,,,18-26,,Turnover by D. Rose (lost ball)
2:09.0,,,18-26,,A. Brooks enters the game for D. Rose
2:09.0,M. Scott enters the game for P. Millsap,,18-26,,
1:56.0,,,18-26,,Personal foul by A. Brooks
1:56.0,,,18-26,,B. Portis enters the game for P. Gasol
1:56.0,,,18-26,,J. Holiday enters the game for J. Butler
1:51.0,D. Schroder makes 2-pt shot from 1 ft,2,20-26,,
1:27.0,,,20-26,,B. Portis misses 2-pt shot from 1 ft (block by M. Scott)
1:27.0,,,20-26,,Offensive rebound by B. Portis
1:27.0,,,20-26,,Shooting foul by M. Scott (drawn by B. Portis)
1:27.0,,,20-27,1,B. Portis makes free throw 1 of 2
1:27.0,,,20-27,,B. Portis misses free throw 2 of 2
1:25.0,Defensive rebound by K. Humphries,,20-27,,
1:07.0,D. Schroder makes 2-pt shot from 1 ft,2,22-27,,
0:57.0,,,22-29,2,A. Brooks makes 2-pt shot from 2 ft
0:44.0,D. Schroder misses 2-pt shot from 15 ft,,22-29,,
0:42.0,,,22-29,,Defensive rebound by A. Brooks
0:34.0,,,22-31,2,J. Holiday makes 2-pt shot from 18 ft
0:26.0,D. Schroder misses 3-pt shot from 27 ft,,22-31,,
0:24.0,,,22-31,,Defensive rebound by D. McDermott
0:02.0,,,22-31,,N. Mirotic misses 3-pt shot from 24 ft
0:01.0,Defensive rebound by K. Humphries,,22-31,,
0:00.0,T. Hardaway misses 3-pt shot from 45 ft,,22-31,,
0:00.0,Offensive rebound by Team,,22-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,D. Schroder makes 2-pt shot from 1 ft (assist by K. Korver),2,24-31,,
11:31.0,,,24-34,3,N. Mirotic makes 3-pt shot from 24 ft (assist by A. Brooks)
11:15.0,K. Korver misses 2-pt shot from 19 ft,,24-34,,
11:14.0,,,24-34,,Defensive rebound by B. Portis
11:07.0,,,24-34,,J. Holiday misses 2-pt shot from 2 ft
11:06.0,Defensive rebound by M. Scott,,24-34,,
10:48.0,M. Scott misses 3-pt shot from 24 ft,,24-34,,
10:47.0,,,24-34,,Defensive rebound by D. McDermott
10:40.0,,,24-34,,Turnover by A. Brooks (bad pass)
10:25.0,T. Hardaway misses 3-pt shot from 23 ft,,24-34,,
10:24.0,,,24-34,,Defensive rebound by N. Mirotic
10:14.0,,,24-36,2,A. Brooks makes 2-pt shot from 13 ft
9:58.0,Shooting foul by D. McDermott (drawn by M. Scott),,24-36,,
9:58.0,M. Scott makes free throw 1 of 2,1,25-36,,
9:58.0,M. Scott makes free throw 2 of 2,1,26-36,,
9:45.0,,,26-39,3,B. Portis makes 3-pt shot from 25 ft (assist by A. Brooks)
9:20.0,T. Hardaway misses 2-pt shot from 1 ft,,26-39,,
9:19.0,,,26-39,,Defensive rebound by N. Mirotic
9:08.0,,,26-39,,A. Brooks misses 2-pt shot from 9 ft
9:06.0,,,26-39,,Offensive rebound by B. Portis
9:04.0,,,26-39,,B. Portis misses 2-pt shot from 1 ft
9:03.0,,,26-39,,Offensive rebound by B. Portis
9:03.0,,,26-39,,B. Portis misses 2-pt shot from 1 ft
9:01.0,Defensive rebound by M. Scott,,26-39,,
8:53.0,D. Schroder makes 2-pt shot at rim,2,28-39,,
8:44.0,,,28-39,,Shooting foul by M. Scott (drawn by D. McDermott)
8:44.0,,,28-39,,Chicago full timeout
8:44.0,K. Bazemore enters the game for T. Hardaway,,28-39,,
8:44.0,,,28-39,,D. McDermott misses free throw 1 of 2
8:44.0,,,28-39,,Offensive rebound by Team
8:44.0,,,28-40,1,D. McDermott makes free throw 2 of 2
8:36.0,Turnover by D. Schroder (bad pass),,28-40,,
8:28.0,,,28-40,,Turnover by A. Brooks (lost ball; steal by K. Bazemore)
8:25.0,K. Bazemore makes 2-pt shot from 2 ft,2,30-40,,
8:02.0,,,30-40,,Turnover by B. Portis (lost ball; steal by K. Korver)
7:49.0,M. Scott makes 3-pt shot from 23 ft (assist by A. Horford),3,33-40,,
7:35.0,,,33-40,,J. Holiday misses 2-pt shot from 8 ft
7:34.0,Defensive rebound by A. Horford,,33-40,,
7:25.0,J. Teague enters the game for D. Schroder,,33-40,,
7:25.0,P. Millsap enters the game for M. Scott,,33-40,,
7:25.0,,,33-40,,D. Rose enters the game for D. McDermott
7:25.0,,,33-40,,P. Gasol enters the game for N. Mirotic
7:25.0,,,33-40,,J. Butler enters the game for A. Brooks
7:25.0,,,33-40,,T. Gibson enters the game for B. Portis
7:25.0,Jump ball: J. Holiday vs. A. Horford (J. Teague gains possession),,,,Jump ball: J. Holiday vs. A. Horford (J. Teague gains possession)
7:18.0,A. Horford makes 2-pt shot from 16 ft (assist by J. Teague),2,35-40,,
7:01.0,,,35-40,,J. Butler misses 2-pt shot from 13 ft
6:59.0,,,35-40,,Offensive rebound by Team
6:56.0,,,35-40,,M. Dunleavy enters the game for J. Holiday
6:49.0,,,35-40,,D. Rose misses 2-pt shot from 1 ft
6:47.0,,,35-40,,Offensive rebound by J. Butler
6:47.0,,,35-40,,J. Butler misses 2-pt shot from 2 ft
6:46.0,,,35-40,,Offensive rebound by D. Rose
6:46.0,,,35-40,,D. Rose misses 2-pt shot from 1 ft (block by P. Millsap)
6:44.0,Defensive rebound by K. Korver,,35-40,,
6:34.0,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague),2,37-40,,
6:34.0,,,37-40,,Chicago full timeout
6:10.0,,,37-40,,Turnover by Team (shot clock)
5:48.0,K. Bazemore misses 2-pt shot from 15 ft,,37-40,,
5:48.0,Offensive rebound by Team,,37-40,,
5:37.0,J. Teague misses 2-pt shot from 2 ft,,37-40,,
5:36.0,,,37-40,,Defensive rebound by P. Gasol
5:27.0,,,37-40,,J. Butler misses 3-pt shot from 24 ft
5:26.0,Defensive rebound by K. Korver,,37-40,,
5:06.0,A. Horford misses 2-pt shot from 7 ft,,37-40,,
5:05.0,,,37-40,,Defensive rebound by T. Gibson
4:56.0,,,37-40,,D. Rose misses 2-pt shot from 19 ft
4:55.0,Defensive rebound by P. Millsap,,37-40,,
4:46.0,J. Teague makes 2-pt shot from 11 ft (assist by P. Millsap),2,39-40,,
4:25.0,,,39-40,,P. Gasol misses 2-pt shot from 19 ft
4:24.0,Defensive rebound by K. Korver,,39-40,,
4:14.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague),2,41-40,,
3:59.0,,,41-40,,T. Gibson misses 2-pt shot from 2 ft (block by P. Millsap)
3:57.0,Defensive rebound by P. Millsap,,41-40,,
3:54.0,Shooting foul by D. Rose (drawn by K. Bazemore),,41-40,,
3:54.0,K. Bazemore makes free throw 1 of 2,1,42-40,,
3:54.0,K. Humphries enters the game for A. Horford,,42-40,,
3:54.0,T. Sefolosha enters the game for K. Korver,,42-40,,
3:54.0,K. Bazemore makes free throw 2 of 2,1,43-40,,
3:38.0,,,43-40,,J. Butler misses 2-pt shot from 1 ft (block by K. Humphries)
3:35.0,Defensive rebound by T. Sefolosha,,43-40,,
3:23.0,P. Millsap misses 2-pt shot from 14 ft,,43-40,,
3:22.0,,,43-40,,Defensive rebound by J. Butler
3:11.0,,,43-40,,D. Rose misses 3-pt shot from 23 ft
3:10.0,Defensive rebound by P. Millsap,,43-40,,
3:00.0,Atlanta full timeout,,43-40,,
2:47.0,P. Millsap misses 2-pt shot from 17 ft,,43-40,,
2:46.0,,,43-40,,Defensive rebound by M. Dunleavy
2:26.0,,,43-40,,Shooting foul by P. Millsap (drawn by J. Butler)
2:26.0,,,43-41,1,J. Butler makes free throw 1 of 2
2:26.0,,,43-42,1,J. Butler makes free throw 2 of 2
2:09.0,K. Bazemore misses 3-pt shot from 24 ft,,43-42,,
2:07.0,,,43-42,,Defensive rebound by P. Gasol
2:03.0,,,43-44,2,M. Dunleavy makes 2-pt shot from 2 ft (assist by D. Rose)
1:51.0,K. Humphries makes 2-pt shot from 19 ft,2,45-44,,
1:37.0,Personal foul by K. Humphries,,45-44,,
1:37.0,A. Horford enters the game for K. Humphries,,45-44,,
1:27.0,,,45-44,,D. Rose misses 2-pt shot from 7 ft
1:26.0,,,45-44,,Offensive rebound by T. Gibson
1:25.0,,,45-44,,Shooting foul by K. Bazemore (drawn by T. Gibson)
1:25.0,,,45-45,1,T. Gibson makes free throw 1 of 2
1:25.0,K. Korver enters the game for K. Bazemore,,45-45,,
1:25.0,,,45-45,,T. Gibson misses free throw 2 of 2
1:24.0,Defensive rebound by A. Horford,,45-45,,
1:14.0,P. Millsap makes 2-pt shot from 1 ft,2,47-45,,
1:00.0,,,47-45,,P. Gasol misses 2-pt shot from 2 ft (block by P. Millsap)
0:58.0,,,47-45,,Offensive rebound by T. Gibson
0:57.0,,,47-45,,T. Gibson misses 2-pt shot from 1 ft
0:56.0,,,47-45,,Offensive rebound by P. Gasol
0:56.0,,,47-45,,P. Gasol misses 2-pt shot from 1 ft
0:55.0,Defensive rebound by A. Horford,,47-45,,
0:41.0,P. Millsap makes 3-pt shot from 25 ft (assist by J. Teague),3,50-45,,
0:32.0,,,50-45,,P. Gasol misses 3-pt shot from 24 ft
0:31.0,Defensive rebound by J. Teague,,50-45,,
0:25.0,P. Millsap makes 2-pt shot from 22 ft (assist by J. Teague),2,52-45,,
0:24.0,,,52-45,,Chicago full timeout
0:24.0,K. Bazemore enters the game for K. Korver,,52-45,,
0:02.0,,,52-45,,D. Rose misses 2-pt shot from 21 ft (block by J. Teague)
0:01.0,Defensive rebound by Team,,52-45,,
0:01.0,Atlanta full timeout,,52-45,,
0:01.0,K. Korver enters the game for T. Sefolosha,,52-45,,
0:01.0,Turnover by P. Millsap (bad pass),,52-45,,
0:01.0,K. Humphries enters the game for J. Teague,,52-45,,
0:01.0,T. Sefolosha enters the game for K. Korver,,52-45,,
0:00.0,,,52-45,,M. Dunleavy misses 3-pt shot from 28 ft
0:00.0,,,52-45,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,K. Bazemore misses 2-pt shot from 2 ft,,52-45,,
11:50.0,,,52-45,,Defensive rebound by M. Dunleavy
11:41.0,,,52-45,,Turnover by M. Dunleavy (lost ball; steal by J. Teague)
11:23.0,J. Teague misses 2-pt shot from 2 ft (block by T. Gibson),,52-45,,
11:21.0,,,52-45,,Defensive rebound by J. Butler
11:13.0,,,52-45,,J. Butler misses 3-pt shot from 25 ft
11:12.0,,,52-45,,Offensive rebound by T. Gibson
11:08.0,,,52-48,3,M. Dunleavy makes 3-pt shot from 24 ft (assist by D. Rose)
10:55.0,J. Teague makes 2-pt shot from 1 ft (assist by K. Korver),2,54-48,,
10:40.0,,,54-50,2,D. Rose makes 2-pt shot from 15 ft
10:29.0,K. Korver makes 2-pt shot from 2 ft (assist by K. Bazemore),2,56-50,,
10:10.0,,,56-50,,M. Dunleavy misses 2-pt shot from 1 ft (block by P. Millsap)
10:08.0,Defensive rebound by J. Teague,,56-50,,
10:01.0,A. Horford makes 2-pt shot at rim (assist by K. Bazemore),2,58-50,,
9:46.0,,,58-52,2,D. Rose makes 2-pt shot from 21 ft
9:24.0,A. Horford makes 2-pt shot from 14 ft (assist by P. Millsap),2,60-52,,
9:07.0,,,60-54,2,T. Gibson makes 2-pt shot from 2 ft (assist by P. Gasol)
8:53.0,K. Korver misses 3-pt shot from 25 ft,,60-54,,
8:51.0,,,60-54,,Defensive rebound by M. Dunleavy
8:40.0,,,60-54,,D. Rose misses 2-pt shot from 11 ft
8:39.0,,,60-54,,Offensive rebound by J. Butler
8:34.0,,,60-54,,M. Dunleavy misses 3-pt shot from 25 ft
8:33.0,Defensive rebound by J. Teague,,60-54,,
8:26.0,J. Teague makes 2-pt shot at rim,2,62-54,,
8:26.0,Shooting foul by P. Gasol (drawn by J. Teague),,62-54,,
8:26.0,J. Teague makes free throw 1 of 1,1,63-54,,
8:15.0,,,63-54,,J. Butler misses 2-pt shot from 11 ft (block by K. Bazemore)
8:15.0,,,63-54,,Offensive rebound by Team
8:12.0,,,63-54,,P. Gasol misses 2-pt shot from 17 ft
8:10.0,Defensive rebound by K. Bazemore,,63-54,,
7:56.0,P. Millsap misses 2-pt shot from 11 ft,,63-54,,
7:55.0,,,63-54,,Defensive rebound by M. Dunleavy
7:43.0,,,63-54,,M. Dunleavy misses 2-pt shot from 1 ft
7:40.0,,,63-54,,Offensive rebound by P. Gasol
7:37.0,,,63-57,3,D. Rose makes 3-pt shot from 24 ft (assist by P. Gasol)
7:23.0,J. Teague misses 2-pt shot from 10 ft,,63-57,,
7:22.0,Offensive rebound by J. Teague,,63-57,,
7:10.0,J. Teague misses 2-pt shot from 1 ft,,63-57,,
7:09.0,,,63-57,,Defensive rebound by T. Gibson
6:55.0,,,63-57,,J. Butler misses 3-pt shot from 23 ft
6:54.0,Defensive rebound by Team,,63-57,,
6:49.0,K. Bazemore misses 3-pt shot from 25 ft,,63-57,,
6:49.0,,,63-57,,Defensive rebound by Team
6:30.0,,,63-57,,M. Dunleavy misses 2-pt shot from 21 ft
6:29.0,Defensive rebound by A. Horford,,63-57,,
6:19.0,K. Korver misses 3-pt shot from 26 ft,,63-57,,
6:19.0,,,63-57,,Defensive rebound by Team
6:19.0,T. Sefolosha enters the game for K. Bazemore,,63-57,,
6:19.0,K. Humphries enters the game for A. Horford,,63-57,,
6:10.0,,,63-57,,D. Rose misses 2-pt shot from 1 ft
6:09.0,,,63-57,,Offensive rebound by D. Rose
6:09.0,,,63-57,,D. Rose misses 2-pt shot from 1 ft
6:08.0,Defensive rebound by P. Millsap,,63-57,,
5:53.0,J. Teague makes 2-pt shot from 12 ft,2,65-57,,
5:45.0,,,65-57,,Chicago full timeout
5:45.0,T. Hardaway enters the game for K. Korver,,65-57,,
5:45.0,,,65-57,,D. McDermott enters the game for M. Dunleavy
5:28.0,,,65-57,,D. Rose misses 2-pt shot from 7 ft
5:27.0,Defensive rebound by K. Humphries,,65-57,,
5:23.0,J. Teague makes 2-pt shot from 19 ft,2,67-57,,
5:07.0,,,67-57,,Technical foul by D. Rose
5:07.0,J. Teague makes technical free throw,1,68-57,,
5:07.0,,,68-57,,A. Brooks enters the game for D. Rose
4:57.0,,,68-57,,A. Brooks misses 2-pt shot from 17 ft
4:56.0,Defensive rebound by K. Humphries,,68-57,,
4:50.0,J. Teague makes 2-pt shot from 14 ft,2,70-57,,
4:35.0,,,70-59,2,J. Butler makes 2-pt shot from 22 ft (assist by P. Gasol)
4:22.0,Shooting foul by A. Brooks (drawn by J. Teague),,70-59,,
4:22.0,J. Teague makes free throw 1 of 2,1,71-59,,
4:22.0,J. Teague makes free throw 2 of 2,1,72-59,,
4:07.0,,,72-59,,P. Gasol misses 2-pt shot from 1 ft (block by P. Millsap)
4:06.0,Defensive rebound by J. Teague,,72-59,,
4:01.0,T. Hardaway misses 2-pt shot from 1 ft,,72-59,,
4:00.0,Offensive rebound by K. Humphries,,72-59,,
4:00.0,K. Humphries makes 2-pt shot from 1 ft,2,74-59,,
3:47.0,,,74-59,,Shooting foul by K. Humphries (drawn by P. Gasol)
3:47.0,,,74-59,,P. Gasol misses free throw 1 of 2
3:47.0,,,74-59,,Offensive rebound by Team
3:47.0,D. Schroder enters the game for J. Teague,,74-59,,
3:47.0,,,74-59,,N. Mirotic enters the game for T. Gibson
3:47.0,,,74-60,1,P. Gasol makes free throw 2 of 2
3:26.0,T. Hardaway misses 3-pt shot from 25 ft,,74-60,,
3:25.0,,,74-60,,Defensive rebound by D. McDermott
3:16.0,,,74-62,2,P. Gasol makes 2-pt shot from 17 ft (assist by A. Brooks)
3:01.0,Atlanta full timeout,,74-62,,
2:51.0,Turnover by T. Hardaway (lost ball; steal by P. Gasol),,74-62,,
2:35.0,,,74-62,,J. Butler misses 2-pt shot from 21 ft
2:33.0,Defensive rebound by P. Millsap,,74-62,,
2:25.0,Turnover by D. Schroder (lost ball; steal by A. Brooks),,74-62,,
2:25.0,Personal foul by D. Schroder,,74-62,,
2:25.0,,,74-62,,J. Holiday enters the game for J. Butler
2:11.0,,,74-64,2,P. Gasol makes 2-pt shot from 4 ft
1:56.0,Shooting foul by N. Mirotic (drawn by P. Millsap),,74-64,,
1:56.0,P. Millsap makes free throw 1 of 2,1,75-64,,
1:56.0,,,75-64,,B. Portis enters the game for P. Gasol
1:56.0,P. Millsap makes free throw 2 of 2,1,76-64,,
1:47.0,,,76-64,,A. Brooks misses 2-pt shot from 1 ft
1:46.0,Defensive rebound by K. Humphries,,76-64,,
1:36.0,D. Schroder misses 2-pt shot from 21 ft,,76-64,,
1:35.0,,,76-64,,Defensive rebound by B. Portis
1:22.0,,,76-66,2,B. Portis makes 2-pt shot at rim (assist by N. Mirotic)
1:01.0,T. Hardaway misses 3-pt shot from 24 ft,,76-66,,
1:00.0,,,76-66,,Defensive rebound by N. Mirotic
0:50.0,,,76-68,2,A. Brooks makes 2-pt shot from 11 ft
0:35.0,Shooting foul by A. Brooks (drawn by D. Schroder),,76-68,,
0:35.0,D. Schroder makes free throw 1 of 2,1,77-68,,
0:35.0,M. Scott enters the game for P. Millsap,,77-68,,
0:35.0,D. Schroder makes free throw 2 of 2,1,78-68,,
0:35.0,,,78-71,3,A. Brooks makes 3-pt shot from 26 ft
0:05.0,M. Scott makes 2-pt shot from 8 ft (assist by D. Schroder),2,80-71,,
0:02.0,Personal foul by T. Sefolosha,,80-71,,
0:02.0,A. Horford enters the game for M. Scott,,80-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,80-71,,J. Holiday misses 2-pt shot from 3 ft (block by K. Korver)
11:42.0,,,80-71,,Offensive rebound by Team
11:36.0,,,80-71,,D. McDermott misses 2-pt shot from 13 ft
11:35.0,,,80-71,,Offensive rebound by A. Brooks
11:32.0,Personal foul by D. Schroder,,80-71,,
11:22.0,,,80-71,,N. Mirotic misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by M. Scott,,80-71,,
11:09.0,K. Korver makes 2-pt shot from 20 ft (assist by M. Scott),2,82-71,,
10:46.0,,,82-71,,D. McDermott misses 3-pt shot from 23 ft
10:45.0,,,82-71,,Offensive rebound by A. Brooks
10:39.0,,,82-73,2,N. Mirotic makes 2-pt shot from 1 ft (assist by A. Brooks)
10:15.0,D. Schroder makes 2-pt shot from 3 ft,2,84-73,,
9:55.0,,,84-73,,J. Holiday misses 2-pt shot from 1 ft
9:54.0,Defensive rebound by K. Korver,,84-73,,
9:54.0,,,84-73,,Personal foul by N. Mirotic
9:54.0,,,84-73,,D. Rose enters the game for A. Brooks
9:32.0,D. Schroder makes 2-pt shot from 1 ft (assist by T. Hardaway),2,86-73,,
9:06.0,,,86-73,,J. Holiday misses 2-pt shot from 9 ft
9:03.0,,,86-73,,Offensive rebound by Team
9:03.0,,,86-73,,A. Brooks enters the game for J. Holiday
8:53.0,,,86-75,2,D. Rose makes 2-pt shot from 19 ft
8:37.0,T. Hardaway makes 2-pt shot from 13 ft (assist by K. Korver),2,88-75,,
8:23.0,,,88-77,2,B. Portis makes 2-pt shot from 4 ft (assist by A. Brooks)
8:12.0,Turnover by M. Scott (offensive goaltending),,88-77,,
8:12.0,,,88-77,,Chicago full timeout
8:12.0,,,88-77,,J. Butler enters the game for D. McDermott
8:12.0,,,88-77,,T. Gibson enters the game for N. Mirotic
8:12.0,K. Bazemore enters the game for T. Hardaway,,88-77,,
7:56.0,,,88-79,2,D. Rose makes 2-pt shot from 11 ft
7:37.0,D. Schroder misses 3-pt shot from 26 ft,,88-79,,
7:36.0,,,88-79,,Defensive rebound by B. Portis
7:26.0,,,88-79,,J. Butler misses 2-pt shot from 17 ft
7:25.0,Defensive rebound by D. Schroder,,88-79,,
7:00.0,K. Bazemore misses 2-pt shot from 17 ft,,88-79,,
6:59.0,,,88-79,,Defensive rebound by T. Gibson
6:53.0,,,88-79,,Shooting foul by D. Schroder (drawn by D. Rose)
6:53.0,,,88-80,1,D. Rose makes free throw 1 of 2
6:53.0,,,88-80,,P. Gasol enters the game for B. Portis
6:53.0,J. Teague enters the game for K. Korver,,88-80,,
6:53.0,P. Millsap enters the game for D. Schroder,,88-80,,
6:53.0,T. Sefolosha enters the game for M. Scott,,88-80,,
6:53.0,,,88-81,1,D. Rose makes free throw 2 of 2
6:45.0,J. Teague misses 2-pt shot from 2 ft,,88-81,,
6:44.0,Offensive rebound by P. Millsap,,88-81,,
6:29.0,J. Teague makes 2-pt shot from 1 ft (assist by P. Millsap),2,90-81,,
6:11.0,,,90-81,,Turnover by P. Gasol (lost ball; steal by K. Bazemore)
5:59.0,Turnover by K. Bazemore (bad pass),,90-81,,
5:59.0,,,90-81,,Chicago full timeout
5:45.0,,,90-81,,D. Rose misses 2-pt shot from 15 ft
5:44.0,Defensive rebound by A. Horford,,90-81,,
5:23.0,K. Bazemore misses 2-pt shot from 1 ft,,90-81,,
5:21.0,,,90-81,,Defensive rebound by T. Gibson
5:08.0,,,90-81,,P. Gasol misses 2-pt shot from 19 ft
5:06.0,,,90-81,,Offensive rebound by T. Gibson
5:00.0,,,90-84,3,J. Butler makes 3-pt shot from 23 ft (assist by A. Brooks)
4:39.0,J. Teague misses 2-pt shot from 18 ft,,90-84,,
4:38.0,,,90-84,,Defensive rebound by J. Butler
