time,Minnesota,pts.away,score,pts.home,New Orleans
6:45.0,,,14-9,2,E. Gordon makes 2-pt shot from 1 ft
6:37.0,Minnesota full timeout,,14-9,,
6:37.0,,,14-9,,J. Holiday enters the game for D. Cunningham
6:30.0,A. Wiggins misses 2-pt shot from 17 ft,,14-9,,
6:29.0,,,14-9,,Defensive rebound by A. Ajinca
6:13.0,,,14-9,,E. Gordon misses 3-pt shot from 24 ft
6:12.0,,,14-9,,Offensive rebound by Team
6:07.0,,,14-11,2,R. Anderson makes 2-pt shot from 2 ft (assist by E. Gordon)
5:53.0,,,14-11,,Personal foul by A. Ajinca (drawn by K. Towns)
5:48.0,K. Towns makes 2-pt shot from 19 ft (assist by A. Wiggins),2,16-11,,
5:39.0,,,16-11,,N. Cole misses 2-pt shot at rim
5:37.0,,,16-11,,Offensive rebound by R. Anderson
5:37.0,,,16-11,,R. Anderson misses 2-pt shot from 1 ft
5:35.0,,,16-11,,Offensive rebound by N. Cole
5:27.0,,,16-11,,Turnover by E. Gordon (lost ball)
5:15.0,K. Towns misses 2-pt shot from 16 ft,,16-11,,
5:14.0,,,16-11,,Defensive rebound by R. Anderson
4:55.0,,,16-13,2,R. Anderson makes 2-pt shot from 18 ft (assist by N. Cole)
4:40.0,A. Wiggins misses 3-pt shot from 24 ft,,16-13,,
4:39.0,,,16-13,,Defensive rebound by R. Anderson
4:31.0,,,16-13,,J. Holiday misses 3-pt shot from 25 ft
4:30.0,Defensive rebound by Z. LaVine,,16-13,,
4:21.0,G. Dieng misses 2-pt shot from 7 ft,,16-13,,
4:20.0,Offensive rebound by K. Towns,,16-13,,
4:19.0,Shooting foul by A. Ajinca (drawn by K. Towns),,16-13,,
4:19.0,K. Towns makes free throw 1 of 2,1,17-13,,
4:19.0,S. Muhammad enters the game for Z. LaVine,,17-13,,
4:19.0,,,17-13,,A. Gee enters the game for N. Cole
4:19.0,,,17-13,,K. Perkins enters the game for A. Ajinca
4:19.0,K. Towns misses free throw 2 of 2,,17-13,,
4:18.0,,,17-13,,Defensive rebound by K. Perkins
4:09.0,,,17-15,2,J. Holiday makes 2-pt shot at rim
3:50.0,Shooting foul by A. Gee (drawn by A. Wiggins),,17-15,,
3:50.0,A. Wiggins makes free throw 1 of 2,1,18-15,,
3:50.0,,,18-15,,D. Cunningham enters the game for A. Gee
3:50.0,T. Prince enters the game for G. Dieng,,18-15,,
3:50.0,A. Wiggins makes free throw 2 of 2,1,19-15,,
3:43.0,,,19-15,,Shooting foul by S. Muhammad (drawn by R. Anderson)
3:43.0,,,19-16,1,R. Anderson makes free throw 1 of 2
3:43.0,,,19-16,,A. Gee enters the game for D. Cunningham
3:43.0,,,19-17,1,R. Anderson makes free throw 2 of 2
3:31.0,K. Towns misses 2-pt shot from 18 ft,,19-17,,
3:30.0,,,19-17,,Defensive rebound by R. Anderson
3:23.0,,,19-19,2,J. Holiday makes 2-pt shot from 2 ft
3:01.0,T. Prince misses 2-pt shot from 20 ft,,19-19,,
3:00.0,,,19-19,,Defensive rebound by E. Gordon
2:50.0,,,19-19,,New Orleans full timeout
2:50.0,,,19-19,,T. Douglas enters the game for E. Gordon
2:50.0,T. Jones enters the game for K. Towns,,19-19,,
2:50.0,G. Dieng enters the game for R. Rubio,,19-19,,
2:37.0,,,19-21,2,R. Anderson makes 2-pt shot at rim (assist by J. Holiday)
2:21.0,S. Muhammad misses 2-pt shot from 18 ft,,19-21,,
2:20.0,,,19-21,,Defensive rebound by R. Anderson
2:03.0,,,19-21,,K. Perkins misses 2-pt shot from 7 ft
2:03.0,,,19-21,,Offensive rebound by R. Anderson
2:03.0,Loose ball foul by T. Prince (drawn by R. Anderson),,19-21,,
1:51.0,,,19-21,,Turnover by K. Perkins (bad pass; steal by A. Wiggins)
1:37.0,T. Jones makes 3-pt shot from 25 ft (assist by T. Prince),3,22-21,,
1:22.0,,,22-21,,R. Anderson misses 2-pt shot from 17 ft
1:21.0,Defensive rebound by T. Prince,,22-21,,
1:16.0,A. Wiggins misses 2-pt shot from 4 ft (block by R. Anderson),,22-21,,
1:14.0,,,22-21,,Defensive rebound by A. Gee
1:06.0,,,22-23,2,T. Douglas makes 2-pt shot from 15 ft
0:52.0,Turnover by T. Jones (lost ball; steal by T. Douglas),,22-23,,
0:43.0,Personal foul by A. Wiggins (drawn by K. Perkins),,22-23,,
0:43.0,Technical foul by Team,,22-23,,
0:43.0,,,22-24,1,J. Holiday makes technical free throw
0:29.0,,,22-24,,K. Perkins misses 2-pt shot from 2 ft
0:28.0,Defensive rebound by S. Muhammad,,22-24,,
0:07.0,Turnover by A. Wiggins (bad pass; steal by K. Perkins),,22-24,,
0:03.0,,,22-26,2,T. Douglas makes 2-pt shot at rim (assist by K. Perkins)
0:00.0,T. Jones makes 3-pt shot from 28 ft,3,25-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,25-26,,L. Babbitt misses 2-pt shot from 5 ft
11:42.0,Defensive rebound by Z. LaVine,,25-26,,
11:20.0,G. Dieng misses 2-pt shot from 13 ft (block by L. Babbitt),,25-26,,
11:19.0,,,25-26,,Defensive rebound by A. Gee
11:10.0,,,25-28,2,A. Gee makes 2-pt shot at rim (assist by L. Babbitt)
10:47.0,S. Muhammad misses 2-pt shot from 19 ft,,25-28,,
10:46.0,,,25-28,,Defensive rebound by A. Gee
10:41.0,,,25-30,2,D. Cunningham makes 2-pt shot from 2 ft (assist by J. Holiday)
10:24.0,Z. LaVine misses 2-pt shot from 20 ft,,25-30,,
10:23.0,,,25-30,,Defensive rebound by A. Gee
10:13.0,,,25-30,,T. Douglas misses 2-pt shot from 11 ft
10:12.0,Defensive rebound by T. Jones,,25-30,,
10:08.0,Z. LaVine makes 2-pt shot from 1 ft,2,27-30,,
9:47.0,,,27-30,,L. Babbitt misses 3-pt shot from 23 ft
9:46.0,Defensive rebound by Z. LaVine,,27-30,,
9:32.0,T. Jones misses 3-pt shot from 24 ft,,27-30,,
9:31.0,,,27-30,,Defensive rebound by T. Douglas
9:21.0,,,27-33,3,L. Babbitt makes 3-pt shot from 25 ft (assist by T. Douglas)
9:05.0,,,27-33,,Personal foul by T. Douglas (drawn by S. Muhammad)
8:55.0,T. Prince misses 2-pt shot from 20 ft,,27-33,,
8:53.0,,,27-33,,Defensive rebound by T. Douglas
8:50.0,,,27-33,,A. Gee misses 2-pt shot from 2 ft (block by T. Prince)
8:50.0,,,27-33,,Offensive rebound by Team
8:50.0,Official timeout,,27-33,,
8:50.0,K. Towns enters the game for G. Dieng,,27-33,,
8:50.0,,,27-33,,K. Perkins enters the game for D. Cunningham
8:38.0,,,27-33,,Turnover by J. Holiday (bad pass)
8:24.0,K. Towns misses 3-pt shot from 23 ft,,27-33,,
8:23.0,Offensive rebound by S. Muhammad,,27-33,,
8:23.0,,,27-33,,Loose ball foul by A. Gee (drawn by S. Muhammad)
8:23.0,,,27-33,,N. Cole enters the game for T. Douglas
8:23.0,R. Rubio enters the game for T. Jones,,27-33,,
8:18.0,Z. LaVine misses 2-pt shot from 17 ft,,27-33,,
8:17.0,,,27-33,,Defensive rebound by A. Gee
8:08.0,,,27-35,2,J. Holiday makes 2-pt shot from 14 ft
7:49.0,K. Towns makes 2-pt shot from 2 ft (assist by R. Rubio),2,29-35,,
7:40.0,,,29-35,,N. Cole misses 2-pt shot from 11 ft
7:39.0,Defensive rebound by S. Muhammad,,29-35,,
7:21.0,S. Muhammad misses 2-pt shot from 9 ft,,29-35,,
7:19.0,Offensive rebound by K. Towns,,29-35,,
7:19.0,K. Towns makes 2-pt shot from 1 ft,2,31-35,,
7:03.0,,,31-37,2,L. Babbitt makes 2-pt shot from 8 ft (assist by N. Cole)
6:51.0,Shooting foul by N. Cole (drawn by R. Rubio),,31-37,,
6:51.0,R. Rubio makes free throw 1 of 2,1,32-37,,
6:51.0,,,32-37,,T. Douglas enters the game for N. Cole
6:51.0,R. Rubio makes free throw 2 of 2,1,33-37,,
6:42.0,,,33-37,,Turnover by T. Douglas (traveling)
6:42.0,Minnesota full timeout,,33-37,,
6:42.0,A. Wiggins enters the game for T. Prince,,33-37,,
6:42.0,,,33-37,,N. Cole enters the game for T. Douglas
6:25.0,A. Wiggins misses 2-pt shot from 19 ft,,33-37,,
6:24.0,,,33-37,,Defensive rebound by L. Babbitt
6:10.0,,,33-37,,L. Babbitt misses 2-pt shot from 12 ft
6:09.0,,,33-37,,Offensive rebound by Team
6:09.0,,,33-37,,R. Anderson enters the game for L. Babbitt
5:59.0,,,33-37,,K. Perkins misses 2-pt shot from 10 ft
5:58.0,Defensive rebound by R. Rubio,,33-37,,
5:47.0,K. Towns makes 2-pt shot from 7 ft,2,35-37,,
5:32.0,,,35-37,,R. Anderson misses 2-pt shot from 4 ft
5:29.0,,,35-37,,Offensive rebound by K. Perkins
5:29.0,,,35-37,,K. Perkins misses 2-pt shot from 1 ft
5:28.0,Defensive rebound by R. Rubio,,35-37,,
5:20.0,Shooting foul by R. Anderson (drawn by K. Towns),,35-37,,
5:20.0,K. Towns misses free throw 1 of 2,,35-37,,
5:20.0,Offensive rebound by Team,,35-37,,
5:20.0,A. Payne enters the game for S. Muhammad,,35-37,,
5:20.0,K. Towns misses free throw 2 of 2,,35-37,,
5:19.0,,,35-37,,Defensive rebound by A. Gee
5:04.0,,,35-39,2,R. Anderson makes 2-pt shot from 20 ft (assist by J. Holiday)
4:39.0,,,35-39,,D. Cunningham enters the game for K. Perkins
4:38.0,Turnover by Team (shot clock),,35-39,,
4:28.0,,,35-39,,Shooting foul by Z. LaVine (drawn by R. Anderson)
4:28.0,,,35-40,1,R. Anderson makes free throw 1 of 2
4:28.0,,,35-40,,E. Gordon enters the game for A. Gee
4:28.0,,,35-41,1,R. Anderson makes free throw 2 of 2
4:11.0,Turnover by Z. LaVine (traveling),,35-41,,
3:46.0,,,35-43,2,J. Holiday makes 2-pt shot from 7 ft
3:29.0,K. Towns misses 2-pt shot from 7 ft (block by R. Anderson),,35-43,,
3:28.0,,,35-43,,Defensive rebound by R. Anderson
3:25.0,,,35-43,,Shooting foul by A. Payne (drawn by E. Gordon)
3:25.0,,,35-44,1,E. Gordon makes free throw 1 of 2
3:25.0,G. Dieng enters the game for K. Towns,,35-44,,
3:25.0,,,35-45,1,E. Gordon makes free throw 2 of 2
3:04.0,Turnover by A. Wiggins (lost ball; steal by E. Gordon),,35-45,,
2:47.0,Violation by G. Dieng (def goaltending),,35-45,,
2:47.0,,,35-47,2,E. Gordon makes 2-pt shot at rim
2:32.0,A. Wiggins makes 2-pt shot from 1 ft (assist by A. Payne),2,37-47,,
2:22.0,,,37-49,2,J. Holiday makes 2-pt shot at rim
2:09.0,R. Rubio makes 2-pt shot from 2 ft,2,39-49,,
2:00.0,Personal foul by G. Dieng (drawn by R. Anderson),,39-49,,
2:00.0,,,39-49,,New Orleans full timeout
2:00.0,S. Muhammad enters the game for Z. LaVine,,39-49,,
1:52.0,,,39-49,,Turnover by J. Holiday (bad pass; steal by A. Payne)
1:34.0,Shooting foul by E. Gordon (drawn by A. Wiggins),,39-49,,
1:34.0,A. Wiggins makes free throw 1 of 2,1,40-49,,
1:34.0,A. Wiggins makes free throw 2 of 2,1,41-49,,
1:19.0,,,41-51,2,E. Gordon makes 2-pt shot at rim
0:58.0,R. Rubio makes 2-pt shot from 21 ft,2,43-51,,
0:48.0,,,43-51,,N. Cole misses 3-pt shot from 24 ft
0:47.0,Defensive rebound by S. Muhammad,,43-51,,
0:36.0,R. Rubio misses 2-pt shot from 19 ft,,43-51,,
0:35.0,,,43-51,,Defensive rebound by R. Anderson
0:29.0,,,43-53,2,J. Holiday makes 2-pt shot from 2 ft (assist by N. Cole)
0:06.0,S. Muhammad makes 2-pt shot from 10 ft (assist by R. Rubio),2,45-53,,
0:00.0,,,45-56,3,R. Anderson makes 3-pt shot from 31 ft (assist by J. Holiday)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,,,45-56,,Turnover by N. Cole (bad pass; steal by S. Muhammad)
11:46.0,Turnover by R. Rubio (bad pass; steal by N. Cole),,45-56,,
11:40.0,,,45-56,,D. Cunningham misses 3-pt shot from 23 ft
11:40.0,,,45-56,,Offensive rebound by Team
11:40.0,Loose ball foul by K. Towns (drawn by A. Ajinca),,45-56,,
11:29.0,,,45-56,,R. Anderson misses 2-pt shot from 17 ft
11:28.0,Defensive rebound by S. Muhammad,,45-56,,
11:24.0,,,45-56,,Personal foul by R. Anderson (drawn by G. Dieng)
11:18.0,A. Wiggins misses 2-pt shot from 17 ft,,45-56,,
11:17.0,,,45-56,,Defensive rebound by N. Cole
11:12.0,,,45-58,2,N. Cole makes 2-pt shot at rim
11:06.0,K. Towns makes 2-pt shot at rim (assist by R. Rubio),2,47-58,,
10:52.0,,,47-58,,A. Ajinca misses 2-pt shot from 9 ft
10:51.0,Defensive rebound by K. Towns,,47-58,,
10:40.0,,,47-58,,Def 3 sec tech foul by A. Ajinca
10:40.0,R. Rubio makes technical free throw,1,48-58,,
10:40.0,,,48-58,,K. Perkins enters the game for A. Ajinca
10:36.0,S. Muhammad misses 2-pt shot from 21 ft,,48-58,,
10:36.0,,,48-58,,Defensive rebound by Team
10:30.0,,,48-58,,N. Cole misses 2-pt shot at rim (block by A. Wiggins)
10:28.0,Defensive rebound by A. Wiggins,,48-58,,
10:21.0,S. Muhammad misses 2-pt shot from 4 ft,,48-58,,
10:21.0,Offensive rebound by Team,,48-58,,
10:06.0,A. Wiggins misses 2-pt shot from 18 ft,,48-58,,
10:05.0,Offensive rebound by K. Towns,,48-58,,
9:58.0,G. Dieng makes 2-pt shot from 17 ft (assist by S. Muhammad),2,50-58,,
9:42.0,,,50-58,,D. Cunningham misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by K. Towns,,50-58,,
9:35.0,Shooting foul by D. Cunningham (drawn by A. Wiggins),,50-58,,
9:35.0,A. Wiggins makes free throw 1 of 2,1,51-58,,
9:35.0,A. Wiggins makes free throw 2 of 2,1,52-58,,
9:29.0,,,52-58,,Offensive foul by K. Perkins
9:29.0,,,52-58,,Turnover by K. Perkins (offensive foul)
9:15.0,G. Dieng makes 2-pt shot from 15 ft (assist by K. Towns),2,54-58,,
9:15.0,,,54-58,,New Orleans full timeout
9:00.0,,,54-58,,Turnover by D. Cunningham (bad pass; steal by G. Dieng)
8:44.0,Turnover by R. Rubio (bad pass; steal by R. Anderson),,54-58,,
8:26.0,,,54-58,,D. Cunningham misses 2-pt shot from 3 ft (block by G. Dieng)
8:25.0,,,54-58,,Offensive rebound by D. Cunningham
8:24.0,,,54-58,,Shooting foul by G. Dieng (drawn by D. Cunningham)
8:24.0,,,54-59,1,D. Cunningham makes free throw 1 of 2
8:24.0,,,54-59,,D. Cunningham misses free throw 2 of 2
8:24.0,Defensive rebound by K. Towns,,54-59,,
8:13.0,K. Towns misses 2-pt shot from 14 ft,,54-59,,
8:12.0,,,54-59,,Defensive rebound by E. Gordon
8:08.0,,,54-61,2,K. Perkins makes 2-pt shot from 1 ft (assist by E. Gordon)
7:51.0,A. Wiggins misses 3-pt shot from 26 ft,,54-61,,
7:50.0,,,54-61,,Defensive rebound by R. Anderson
7:39.0,,,54-63,2,N. Cole makes 2-pt shot from 20 ft
7:38.0,Minnesota full timeout,,54-63,,
7:29.0,,,54-63,,Personal foul by N. Cole (drawn by R. Rubio)
7:19.0,A. Wiggins makes 2-pt shot at rim (assist by G. Dieng),2,56-63,,
7:06.0,,,56-63,,R. Anderson misses 3-pt shot from 25 ft
7:06.0,Defensive rebound by A. Wiggins,,56-63,,
6:46.0,S. Muhammad misses 3-pt shot from 26 ft,,56-63,,
6:45.0,,,56-63,,Defensive rebound by R. Anderson
6:39.0,,,56-66,3,E. Gordon makes 3-pt shot from 25 ft
6:16.0,Shooting foul by K. Perkins (drawn by S. Muhammad),,56-66,,
6:16.0,S. Muhammad misses free throw 1 of 2,,56-66,,
6:16.0,Offensive rebound by Team,,56-66,,
6:16.0,,,56-66,,J. Holiday enters the game for N. Cole
6:16.0,S. Muhammad makes free throw 2 of 2,1,57-66,,
6:04.0,,,57-66,,Turnover by E. Gordon (lost ball)
6:04.0,Z. LaVine enters the game for S. Muhammad,,57-66,,
5:50.0,A. Wiggins misses 2-pt shot from 10 ft,,57-66,,
5:48.0,,,57-66,,Defensive rebound by Team
5:34.0,,,57-68,2,E. Gordon makes 2-pt shot from 20 ft (assist by J. Holiday)
5:22.0,Z. LaVine makes 3-pt shot from 25 ft (assist by A. Wiggins),3,60-68,,
5:11.0,Personal foul by R. Rubio (drawn by E. Gordon),,60-68,,
5:07.0,,,60-71,3,R. Anderson makes 3-pt shot from 25 ft (assist by D. Cunningham)
4:53.0,Turnover by R. Rubio (bad pass; steal by J. Holiday),,60-71,,
4:37.0,,,60-71,,Shooting foul by A. Wiggins (drawn by D. Cunningham)
4:37.0,,,60-72,1,D. Cunningham makes free throw 1 of 2
4:37.0,,,60-72,,D. Cunningham misses free throw 2 of 2
4:37.0,Defensive rebound by K. Towns,,60-72,,
4:16.0,K. Towns misses 2-pt shot from 22 ft,,60-72,,
4:15.0,,,60-72,,Defensive rebound by E. Gordon
4:08.0,,,60-72,,E. Gordon misses 3-pt shot from 24 ft
4:07.0,Defensive rebound by A. Wiggins,,60-72,,
3:57.0,Turnover by R. Rubio (lost ball; steal by E. Gordon),,60-72,,
3:50.0,,,60-72,,D. Cunningham misses 2-pt shot from 6 ft (block by K. Towns)
3:49.0,Defensive rebound by K. Towns,,60-72,,
3:43.0,Turnover by K. Towns (lost ball; steal by J. Holiday),,60-72,,
3:37.0,,,60-74,2,R. Anderson makes 2-pt shot from 2 ft (assist by D. Cunningham)
3:35.0,Minnesota full timeout,,60-74,,
3:35.0,A. Payne enters the game for G. Dieng,,60-74,,
3:35.0,,,60-74,,A. Gee enters the game for D. Cunningham
3:14.0,K. Towns makes 2-pt shot at rim (assist by A. Payne),2,62-74,,
3:00.0,,,62-74,,Turnover by J. Holiday (bad pass; steal by K. Towns)
2:56.0,K. Towns makes 2-pt shot from 1 ft,2,64-74,,
2:45.0,,,64-74,,E. Gordon misses 2-pt shot from 7 ft
2:44.0,Defensive rebound by A. Payne,,64-74,,
2:41.0,Z. LaVine makes 2-pt shot from 1 ft (assist by R. Rubio),2,66-74,,
2:41.0,Shooting foul by K. Perkins (drawn by Z. LaVine),,66-74,,
2:41.0,,,66-74,,New Orleans full timeout
2:41.0,S. Muhammad enters the game for A. Wiggins,,66-74,,
2:41.0,T. Jones enters the game for R. Rubio,,66-74,,
2:41.0,Z. LaVine makes free throw 1 of 1,1,67-74,,
2:25.0,,,67-77,3,E. Gordon makes 3-pt shot from 24 ft (assist by J. Holiday)
2:03.0,T. Jones misses 2-pt shot from 2 ft (block by J. Holiday),,67-77,,
2:02.0,Offensive rebound by T. Jones,,67-77,,
1:52.0,Shooting foul by K. Perkins (drawn by K. Towns),,67-77,,
1:52.0,K. Towns makes free throw 1 of 2,1,68-77,,
1:52.0,,,68-77,,A. Ajinca enters the game for K. Perkins
1:52.0,K. Towns misses free throw 2 of 2,,68-77,,
1:51.0,,,68-77,,Defensive rebound by R. Anderson
1:40.0,,,68-79,2,R. Anderson makes 2-pt shot from 15 ft
1:40.0,,,68-79,,Shooting foul by A. Payne (drawn by R. Anderson)
1:40.0,,,68-80,1,R. Anderson makes free throw 1 of 1
1:30.0,K. Towns makes 2-pt shot from 8 ft,2,70-80,,
1:30.0,,,70-80,,Shooting block foul by R. Anderson (drawn by K. Towns)
1:30.0,K. Towns makes free throw 1 of 1,1,71-80,,
1:15.0,,,71-80,,J. Holiday misses 2-pt shot from 10 ft
1:14.0,Defensive rebound by A. Payne,,71-80,,
1:10.0,Turnover by A. Payne (bad pass; steal by E. Gordon),,71-80,,
1:01.0,,,71-80,,E. Gordon misses 3-pt shot from 24 ft
1:00.0,,,71-80,,Offensive rebound by A. Gee
0:50.0,,,71-80,,E. Gordon misses 3-pt shot from 25 ft
0:49.0,,,71-80,,Offensive rebound by R. Anderson
0:49.0,Loose ball foul by A. Payne (drawn by R. Anderson),,71-80,,
0:49.0,,,71-80,,R. Anderson misses free throw 1 of 2
0:49.0,,,71-80,,Offensive rebound by Team
0:49.0,,,71-81,1,R. Anderson makes free throw 2 of 2
0:33.0,Z. LaVine makes 2-pt shot from 15 ft,2,73-81,,
0:30.0,,,73-81,,Shooting foul by Z. LaVine (drawn by E. Gordon)
0:30.0,,,73-82,1,E. Gordon makes free throw 1 of 2
0:30.0,,,73-83,1,E. Gordon makes free throw 2 of 2
0:17.0,Z. LaVine makes 2-pt shot from 18 ft,2,75-83,,
0:04.0,,,75-86,3,J. Holiday makes 3-pt shot from 25 ft
0:01.0,Shooting foul by A. Ajinca (drawn by T. Jones),,75-86,,
0:01.0,T. Jones makes free throw 1 of 2,1,76-86,,
0:01.0,T. Jones misses free throw 2 of 2,,76-86,,
0:00.0,,,76-86,,Defensive rebound by A. Ajinca
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:40.0,Z. LaVine misses 2-pt shot from 2 ft,,76-86,,
11:40.0,,,76-86,,Defensive rebound by A. Ajinca
11:26.0,,,76-86,,Turnover by E. Gordon (bad pass; steal by Z. LaVine)
11:11.0,Shooting foul by J. Holiday (drawn by A. Payne),,76-86,,
11:11.0,A. Payne misses free throw 1 of 2,,76-86,,
11:11.0,Offensive rebound by Team,,76-86,,
11:11.0,,,76-86,,T. Douglas enters the game for E. Gordon
11:11.0,A. Payne makes free throw 2 of 2,1,77-86,,
10:59.0,,,77-86,,J. Holiday misses 3-pt shot from 26 ft
10:57.0,Defensive rebound by Z. LaVine,,77-86,,
10:47.0,,,77-86,,Personal block foul by A. Ajinca (drawn by Z. LaVine)
10:40.0,G. Dieng makes 2-pt shot at rim (assist by T. Jones),2,79-86,,
10:26.0,,,79-86,,A. Gee misses 3-pt shot from 23 ft
10:25.0,Defensive rebound by T. Jones,,79-86,,
10:21.0,S. Muhammad makes 2-pt shot at rim (assist by T. Jones),2,81-86,,
10:20.0,,,81-86,,New Orleans full timeout
10:20.0,,,81-86,,N. Cole enters the game for A. Gee
10:20.0,,,81-86,,R. Anderson enters the game for A. Ajinca
10:01.0,,,81-86,,Turnover by J. Holiday (bad pass; steal by G. Dieng)
9:43.0,,,81-86,,Personal foul by T. Douglas (drawn by A. Payne)
9:36.0,Z. LaVine misses 2-pt shot from 23 ft,,81-86,,
9:36.0,Offensive rebound by S. Muhammad,,81-86,,
9:33.0,S. Muhammad misses 2-pt shot from 1 ft,,81-86,,
9:32.0,Offensive rebound by A. Payne,,81-86,,
9:16.0,S. Muhammad makes 3-pt shot from 25 ft (assist by T. Jones),3,84-86,,
9:04.0,,,84-88,2,R. Anderson makes 2-pt shot from 18 ft (assist by J. Holiday)
8:48.0,S. Muhammad misses 3-pt shot from 24 ft,,84-88,,
8:47.0,,,84-88,,Defensive rebound by D. Cunningham
8:38.0,,,84-88,,Shooting foul by A. Payne (drawn by J. Holiday)
8:38.0,,,84-89,1,J. Holiday makes free throw 1 of 2
8:38.0,K. Towns enters the game for A. Payne,,84-89,,
8:38.0,R. Rubio enters the game for T. Jones,,84-89,,
8:38.0,A. Wiggins enters the game for S. Muhammad,,84-89,,
8:38.0,,,84-90,1,J. Holiday makes free throw 2 of 2
8:19.0,A. Wiggins makes 2-pt shot from 16 ft,2,86-90,,
7:58.0,,,86-92,2,D. Cunningham makes 2-pt shot from 15 ft (assist by N. Cole)
7:36.0,Z. LaVine makes 2-pt shot from 5 ft (assist by R. Rubio),2,88-92,,
7:21.0,Personal foul by K. Towns (drawn by R. Anderson),,88-92,,
7:21.0,,,88-92,,A. Gee enters the game for J. Holiday
7:21.0,,,88-92,,E. Gordon enters the game for T. Douglas
7:11.0,,,88-95,3,E. Gordon makes 3-pt shot from 25 ft (assist by N. Cole)
7:10.0,Minnesota full timeout,,88-95,,
6:59.0,A. Wiggins makes 2-pt shot from 5 ft,2,90-95,,
6:42.0,,,90-98,3,N. Cole makes 3-pt shot from 24 ft
6:22.0,Z. LaVine misses 3-pt shot from 25 ft,,90-98,,
6:21.0,Offensive rebound by Team,,90-98,,
6:07.0,K. Towns makes 2-pt shot from 2 ft,2,92-98,,
6:07.0,Shooting foul by E. Gordon (drawn by K. Towns),,92-98,,
6:07.0,K. Towns makes free throw 1 of 1,1,93-98,,
5:58.0,Personal foul by R. Rubio (drawn by E. Gordon),,93-98,,
5:58.0,,,93-98,,J. Holiday enters the game for A. Gee
5:46.0,,,93-98,,N. Cole misses 2-pt shot from 19 ft
5:44.0,Defensive rebound by K. Towns,,93-98,,
