time,Portland,pts.away,score,pts.home,Oklahoma City
7:16.0,,,10-11,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
6:53.0,C. McCollum makes 2-pt shot from 17 ft,2,12-11,,
6:40.0,,,12-11,,S. Ibaka misses 2-pt shot from 19 ft
6:40.0,Defensive rebound by D. Lillard,,12-11,,
6:33.0,Turnover by C. McCollum (lost ball; steal by A. Roberson),,12-11,,
6:19.0,,,12-13,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:00.0,C. McCollum makes 3-pt shot from 24 ft (assist by M. Plumlee),3,15-13,,
5:49.0,Personal foul by A. Aminu (drawn by K. Durant),,15-13,,
5:49.0,,,15-13,,Oklahoma City full timeout
5:49.0,,,15-13,,D. Waiters enters the game for A. Roberson
5:43.0,,,15-13,,K. Durant misses 2-pt shot from 16 ft
5:42.0,Defensive rebound by D. Lillard,,15-13,,
5:42.0,,,15-13,,Technical foul by K. Durant
5:42.0,D. Lillard misses technical free throw,,15-13,,
5:42.0,Offensive rebound by Team,,15-13,,
5:31.0,D. Lillard makes 2-pt shot from 1 ft (assist by M. Plumlee),2,17-13,,
5:19.0,,,17-13,,R. Westbrook misses 2-pt shot from 2 ft
5:17.0,,,17-13,,Offensive rebound by S. Adams
5:17.0,,,17-13,,S. Adams misses 2-pt shot from 2 ft
5:16.0,,,17-13,,Offensive rebound by S. Adams
5:16.0,,,17-15,2,S. Adams makes 2-pt shot from 2 ft
4:56.0,Turnover by M. Plumlee (bad pass),,17-15,,
4:39.0,,,17-15,,D. Waiters misses 3-pt shot from 25 ft
4:39.0,,,17-15,,Offensive rebound by S. Adams
4:34.0,,,17-17,2,S. Adams makes 2-pt shot from 1 ft
4:26.0,,,17-17,,Violation by S. Adams (kicked ball)
4:26.0,M. Leonard enters the game for M. Plumlee,,17-17,,
4:26.0,E. Davis enters the game for N. Vonleh,,17-17,,
4:26.0,A. Crabbe enters the game for C. McCollum,,17-17,,
4:19.0,A. Crabbe misses 3-pt shot from 22 ft,,17-17,,
4:18.0,,,17-17,,Defensive rebound by R. Westbrook
4:14.0,,,17-17,,Turnover by R. Westbrook (lost ball)
4:03.0,D. Lillard misses 2-pt shot from 15 ft,,17-17,,
4:03.0,,,17-17,,Defensive rebound by S. Adams
3:52.0,,,17-19,2,S. Ibaka makes 2-pt shot from 4 ft
3:52.0,,,17-19,,Shooting foul by M. Leonard (drawn by S. Ibaka)
3:52.0,,,17-19,,A. Morrow enters the game for S. Adams
3:52.0,,,17-20,1,S. Ibaka makes free throw 1 of 1
3:38.0,Turnover by A. Crabbe (bad pass),,17-20,,
3:26.0,,,17-20,,S. Ibaka misses 2-pt shot at rim
3:26.0,Defensive rebound by E. Davis,,17-20,,
3:18.0,A. Crabbe misses 2-pt shot from 22 ft,,17-20,,
3:18.0,,,17-20,,Defensive rebound by S. Ibaka
3:11.0,,,17-22,2,R. Westbrook makes 2-pt shot from 2 ft
3:11.0,,,17-22,,Shooting foul by E. Davis (drawn by R. Westbrook)
3:11.0,Portland full timeout,,17-22,,
3:11.0,,,17-22,,E. Kanter enters the game for S. Ibaka
3:11.0,M. Harkless enters the game for A. Aminu,,17-22,,
3:11.0,,,17-23,1,R. Westbrook makes free throw 1 of 1
2:53.0,M. Leonard makes 2-pt shot from 4 ft,2,19-23,,
2:49.0,,,19-23,,Turnover by E. Kanter (bad pass)
2:49.0,,,19-23,,D. Augustin enters the game for R. Westbrook
2:38.0,Shooting foul by D. Augustin (drawn by D. Lillard),,19-23,,
2:38.0,D. Lillard makes free throw 1 of 2,1,20-23,,
2:38.0,D. Lillard makes free throw 2 of 2,1,21-23,,
2:19.0,,,21-25,2,K. Durant makes 2-pt shot from 19 ft
2:01.0,Turnover by D. Lillard (bad pass),,21-25,,
1:44.0,,,21-27,2,D. Waiters makes 2-pt shot from 1 ft
1:38.0,Personal foul by M. Leonard (drawn by D. Waiters),,21-27,,
1:38.0,Turnover by M. Leonard (offensive foul),,21-27,,
1:22.0,,,21-27,,Offensive foul by K. Durant
1:22.0,,,21-27,,Turnover by K. Durant (offensive foul)
1:10.0,Shooting foul by D. Waiters (drawn by D. Lillard),,21-27,,
1:10.0,D. Lillard makes free throw 1 of 2,1,22-27,,
1:10.0,D. Lillard makes free throw 2 of 2,1,23-27,,
0:58.0,,,23-27,,Offensive foul by K. Durant
0:58.0,,,23-27,,Turnover by K. Durant (offensive foul)
0:58.0,,,23-27,,N. Collison enters the game for K. Durant
0:45.0,D. Lillard makes 3-pt shot from 25 ft,3,26-27,,
0:33.0,,,26-29,2,D. Waiters makes 2-pt shot from 16 ft
0:09.0,M. Harkless misses 2-pt shot from 23 ft,,26-29,,
0:08.0,,,26-29,,Defensive rebound by E. Kanter
0:03.0,,,26-29,,Shooting foul by A. Crabbe (drawn by D. Augustin)
0:03.0,,,26-30,1,D. Augustin makes free throw 1 of 2
0:03.0,,,26-31,1,D. Augustin makes free throw 2 of 2
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,E. Davis misses 2-pt shot from 5 ft,,26-31,,
11:37.0,,,26-31,,Defensive rebound by D. Waiters
11:34.0,Personal foul by A. Crabbe (drawn by D. Waiters),,26-31,,
11:34.0,,,26-32,1,D. Waiters makes free throw 1 of 2
11:34.0,,,26-33,1,D. Waiters makes free throw 2 of 2
11:20.0,M. Leonard misses 3-pt shot from 24 ft,,26-33,,
11:19.0,,,26-33,,Defensive rebound by E. Kanter
11:10.0,,,26-33,,D. Waiters misses 2-pt shot from 15 ft
11:10.0,Defensive rebound by M. Leonard,,26-33,,
11:02.0,C. McCollum misses 2-pt shot from 17 ft,,26-33,,
11:01.0,,,26-33,,Defensive rebound by D. Waiters
10:49.0,,,26-33,,N. Collison misses 2-pt shot from 1 ft (block by E. Davis)
10:48.0,,,26-33,,Offensive rebound by A. Morrow
10:37.0,,,26-33,,D. Waiters misses 2-pt shot from 17 ft
10:37.0,,,26-33,,Offensive rebound by E. Kanter
10:34.0,,,26-35,2,E. Kanter makes 2-pt shot from 2 ft
10:19.0,M. Harkless misses 2-pt shot from 3 ft,,26-35,,
10:17.0,Offensive rebound by M. Harkless,,26-35,,
10:13.0,A. Crabbe misses 3-pt shot from 24 ft,,26-35,,
10:12.0,Offensive rebound by E. Davis,,26-35,,
10:01.0,Offensive foul by E. Davis,,26-35,,
10:01.0,Turnover by E. Davis (offensive foul),,26-35,,
10:01.0,G. Henderson enters the game for A. Crabbe,,26-35,,
10:01.0,,,26-35,,A. Roberson enters the game for A. Morrow
9:46.0,,,26-35,,E. Kanter misses 2-pt shot from 1 ft
9:45.0,Defensive rebound by G. Henderson,,26-35,,
9:37.0,G. Henderson misses 2-pt shot from 15 ft,,26-35,,
9:37.0,Offensive rebound by E. Davis,,26-35,,
9:35.0,E. Davis makes 2-pt shot from 5 ft,2,28-35,,
9:35.0,Shooting foul by E. Kanter (drawn by E. Davis),,28-35,,
9:35.0,E. Davis misses free throw 1 of 1,,28-35,,
9:34.0,,,28-35,,Defensive rebound by E. Kanter
9:16.0,,,28-35,,Shooting foul by M. Harkless (drawn by D. Waiters)
9:16.0,,,28-35,,D. Waiters misses free throw 1 of 2
9:16.0,,,28-35,,Offensive rebound by Team
9:16.0,,,28-35,,D. Waiters misses free throw 2 of 2
9:16.0,Defensive rebound by M. Harkless,,28-35,,
8:55.0,Turnover by M. Harkless (bad pass),,28-35,,
8:55.0,Official timeout,,28-35,,
8:36.0,,,28-35,,Shooting foul by E. Davis (drawn by E. Kanter)
8:36.0,,,28-36,1,E. Kanter makes free throw 1 of 2
8:36.0,,,28-36,,R. Westbrook enters the game for D. Augustin
8:36.0,M. Plumlee enters the game for E. Davis,,28-36,,
8:36.0,,,28-37,1,E. Kanter makes free throw 2 of 2
8:24.0,M. Plumlee misses 2-pt shot from 3 ft,,28-37,,
8:23.0,Offensive rebound by M. Plumlee,,28-37,,
8:23.0,,,28-37,,Personal foul by N. Collison (drawn by M. Plumlee)
8:05.0,M. Harkless misses 2-pt shot from 3 ft,,28-37,,
8:03.0,,,28-37,,Defensive rebound by N. Collison
7:55.0,,,28-37,,Shooting foul by M. Plumlee (drawn by E. Kanter)
7:55.0,,,28-37,,E. Kanter misses free throw 1 of 2
7:55.0,,,28-37,,Offensive rebound by Team
7:55.0,A. Aminu enters the game for M. Harkless,,28-37,,
7:55.0,,,28-37,,E. Kanter misses free throw 2 of 2
7:54.0,Defensive rebound by M. Leonard,,28-37,,
7:39.0,Turnover by G. Henderson (bad pass; steal by D. Waiters),,28-37,,
7:34.0,,,28-39,2,D. Waiters makes 2-pt shot at rim
7:08.0,C. McCollum misses 2-pt shot from 14 ft,,28-39,,
7:08.0,Offensive rebound by M. Plumlee,,28-39,,
7:06.0,M. Plumlee makes 2-pt shot at rim,2,30-39,,
6:49.0,,,30-39,,R. Westbrook misses 3-pt shot from 25 ft
6:49.0,,,30-39,,Offensive rebound by R. Westbrook
6:44.0,,,30-39,,R. Westbrook misses 2-pt shot from 10 ft
6:43.0,Defensive rebound by A. Aminu,,30-39,,
6:26.0,M. Plumlee misses 2-pt shot from 9 ft,,30-39,,
6:26.0,,,30-39,,Defensive rebound by E. Kanter
6:17.0,,,30-39,,R. Westbrook misses 2-pt shot from 2 ft
6:17.0,Defensive rebound by C. McCollum,,30-39,,
6:12.0,Offensive charge foul by M. Plumlee,,30-39,,
6:12.0,Turnover by M. Plumlee (offensive foul),,30-39,,
6:12.0,,,30-39,,Oklahoma City full timeout
6:12.0,,,30-39,,K. Durant enters the game for D. Waiters
6:12.0,,,30-39,,S. Ibaka enters the game for E. Kanter
6:12.0,,,30-39,,S. Adams enters the game for N. Collison
6:12.0,N. Vonleh enters the game for M. Leonard,,30-39,,
6:12.0,D. Lillard enters the game for C. McCollum,,30-39,,
5:52.0,,,30-39,,R. Westbrook misses 2-pt shot from 5 ft
5:52.0,,,30-39,,Offensive rebound by S. Adams
5:39.0,,,30-39,,R. Westbrook misses 3-pt shot from 24 ft
5:39.0,,,30-39,,Offensive rebound by A. Roberson
5:34.0,Personal foul by D. Lillard (drawn by S. Ibaka),,30-39,,
5:34.0,,,30-40,1,S. Ibaka makes free throw 1 of 2
5:34.0,,,30-41,1,S. Ibaka makes free throw 2 of 2
5:23.0,Turnover by M. Plumlee (bad pass; steal by R. Westbrook),,30-41,,
5:21.0,,,30-41,,Turnover by A. Roberson (bad pass)
5:13.0,D. Lillard misses 3-pt shot from 27 ft,,30-41,,
5:12.0,,,30-41,,Defensive rebound by S. Adams
5:02.0,,,30-41,,Turnover by K. Durant (bad pass)
4:49.0,Turnover by M. Plumlee (lost ball; steal by R. Westbrook),,30-41,,
4:45.0,,,30-43,2,R. Westbrook makes 2-pt shot at rim (assist by A. Roberson)
4:26.0,Shooting foul by S. Adams (drawn by M. Plumlee),,30-43,,
4:26.0,M. Plumlee makes free throw 1 of 2,1,31-43,,
4:26.0,M. Plumlee makes free throw 2 of 2,1,32-43,,
4:18.0,Personal foul by A. Aminu (drawn by K. Durant),,32-43,,
4:18.0,,,32-44,1,K. Durant makes free throw 1 of 2
4:18.0,,,32-44,,D. Waiters enters the game for A. Roberson
4:18.0,,,32-45,1,K. Durant makes free throw 2 of 2
4:04.0,A. Aminu misses 3-pt shot from 24 ft,,32-45,,
4:03.0,,,32-45,,Defensive rebound by D. Waiters
3:46.0,,,32-45,,S. Ibaka misses 2-pt shot from 4 ft
3:46.0,Defensive rebound by A. Aminu,,32-45,,
3:34.0,Turnover by A. Aminu (offensive goaltending),,32-45,,
3:17.0,,,32-47,2,S. Ibaka makes 2-pt shot from 8 ft (assist by K. Durant)
3:16.0,Portland full timeout,,32-47,,
3:16.0,C. McCollum enters the game for A. Aminu,,32-47,,
3:16.0,A. Crabbe enters the game for G. Henderson,,32-47,,
2:59.0,D. Lillard makes 2-pt shot from 8 ft,2,34-47,,
2:44.0,,,34-47,,S. Adams misses 2-pt shot from 2 ft
2:43.0,Defensive rebound by N. Vonleh,,34-47,,
2:36.0,Turnover by C. McCollum (step out of bounds),,34-47,,
2:26.0,,,34-47,,Shooting foul by A. Crabbe (drawn by K. Durant)
2:26.0,,,34-48,1,K. Durant makes free throw 1 of 2
2:26.0,,,34-49,1,K. Durant makes free throw 2 of 2
2:09.0,,,34-49,,Personal foul by S. Adams (drawn by M. Plumlee)
2:02.0,M. Plumlee misses 2-pt shot from 3 ft (block by S. Adams),,34-49,,
2:01.0,,,34-49,,Defensive rebound by Team
2:01.0,Loose ball foul by N. Vonleh (drawn by S. Ibaka),,34-49,,
2:01.0,,,34-49,,S. Ibaka misses free throw 1 of 2
2:01.0,,,34-49,,Offensive rebound by Team
2:01.0,,,34-49,,S. Ibaka misses free throw 2 of 2
2:01.0,Defensive rebound by C. McCollum,,34-49,,
1:48.0,M. Plumlee misses 2-pt shot at rim,,34-49,,
1:48.0,Offensive rebound by M. Plumlee,,34-49,,
1:47.0,M. Plumlee misses 2-pt shot at rim (block by S. Ibaka),,34-49,,
1:45.0,Offensive rebound by N. Vonleh,,34-49,,
1:45.0,Shooting foul by S. Adams (drawn by N. Vonleh),,34-49,,
1:45.0,N. Vonleh makes free throw 1 of 2,1,35-49,,
1:45.0,,,35-49,,E. Kanter enters the game for S. Adams
1:45.0,N. Vonleh makes free throw 2 of 2,1,36-49,,
1:23.0,,,36-49,,Turnover by D. Waiters (bad pass; steal by A. Crabbe)
1:17.0,D. Lillard misses 2-pt shot from 1 ft,,36-49,,
1:16.0,,,36-49,,Defensive rebound by K. Durant
1:14.0,,,36-49,,Shooting foul by C. McCollum (drawn by E. Kanter)
1:14.0,,,36-50,1,E. Kanter makes free throw 1 of 2
1:14.0,,,36-51,1,E. Kanter makes free throw 2 of 2
1:02.0,D. Lillard makes 3-pt shot from 24 ft (assist by C. McCollum),3,39-51,,
0:40.0,,,39-51,,Shooting foul by N. Vonleh (drawn by K. Durant)
0:40.0,,,39-51,,K. Durant misses free throw 1 of 2
0:40.0,,,39-51,,Offensive rebound by Team
0:40.0,,,39-52,1,K. Durant makes free throw 2 of 2
0:40.0,Portland full timeout,,39-52,,
0:40.0,M. Leonard enters the game for N. Vonleh,,39-52,,
0:40.0,,,39-52,,A. Roberson enters the game for E. Kanter
0:33.0,D. Lillard makes 3-pt shot from 22 ft,3,42-52,,
0:13.0,,,42-52,,Turnover by R. Westbrook (traveling)
0:03.0,D. Lillard makes 3-pt shot from 27 ft,3,45-52,,
0:00.0,,,45-52,,R. Westbrook misses 3-pt shot from 28 ft (block by D. Lillard)
0:00.0,,,45-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:50.0,Turnover by D. Lillard (bad pass),,45-52,,
11:34.0,,,45-54,2,K. Durant makes 2-pt shot from 13 ft
11:19.0,C. McCollum misses 3-pt shot from 23 ft,,45-54,,
11:19.0,,,45-54,,Defensive rebound by R. Westbrook
11:11.0,,,45-56,2,R. Westbrook makes 2-pt shot from 16 ft
10:51.0,M. Plumlee misses 2-pt shot at rim,,45-56,,
10:51.0,Offensive rebound by M. Plumlee,,45-56,,
10:51.0,Shooting foul by A. Roberson (drawn by M. Plumlee),,45-56,,
10:51.0,M. Plumlee makes free throw 1 of 2,1,46-56,,
10:51.0,M. Plumlee makes free throw 2 of 2,1,47-56,,
10:42.0,,,47-56,,R. Westbrook misses 2-pt shot from 3 ft
10:41.0,,,47-56,,Offensive rebound by S. Adams
10:36.0,,,47-58,2,S. Adams makes 2-pt shot from 1 ft
10:31.0,D. Lillard misses 3-pt shot from 24 ft,,47-58,,
10:30.0,,,47-58,,Defensive rebound by Team
10:17.0,,,47-60,2,S. Ibaka makes 2-pt shot from 18 ft (assist by K. Durant)
9:58.0,Turnover by M. Plumlee (bad pass),,47-60,,
9:43.0,,,47-62,2,A. Roberson makes 2-pt shot from 2 ft (assist by K. Durant)
9:42.0,Portland full timeout,,47-62,,
9:25.0,A. Aminu makes 2-pt shot from 4 ft,2,49-62,,
9:10.0,,,49-64,2,R. Westbrook makes 2-pt shot from 1 ft
8:58.0,C. McCollum misses 3-pt shot from 23 ft,,49-64,,
8:58.0,Offensive rebound by A. Aminu,,49-64,,
8:53.0,C. McCollum misses 2-pt shot from 11 ft,,49-64,,
8:52.0,,,49-64,,Defensive rebound by K. Durant
8:44.0,,,49-64,,K. Durant misses 3-pt shot from 26 ft
8:44.0,Defensive rebound by D. Lillard,,49-64,,
8:39.0,,,49-64,,Personal foul by R. Westbrook (drawn by D. Lillard)
8:31.0,C. McCollum misses 2-pt shot from 12 ft,,49-64,,
8:31.0,,,49-64,,Defensive rebound by K. Durant
8:15.0,,,49-64,,Offensive foul by S. Ibaka
8:15.0,,,49-64,,Turnover by S. Ibaka (offensive foul)
8:00.0,D. Lillard misses 2-pt shot from 1 ft,,49-64,,
8:00.0,,,49-64,,Defensive rebound by S. Adams
7:54.0,Shooting block foul by D. Lillard (drawn by R. Westbrook),,49-64,,
7:54.0,,,49-65,1,R. Westbrook makes free throw 1 of 2
7:54.0,,,49-66,1,R. Westbrook makes free throw 2 of 2
7:42.0,,,49-66,,Personal foul by R. Westbrook (drawn by D. Lillard)
7:34.0,M. Plumlee misses 2-pt shot from 2 ft,,49-66,,
7:33.0,Offensive rebound by N. Vonleh,,49-66,,
7:33.0,N. Vonleh misses 2-pt shot from 1 ft,,49-66,,
7:31.0,Offensive rebound by M. Plumlee,,49-66,,
7:31.0,M. Plumlee makes 2-pt shot at rim,2,51-66,,
7:11.0,,,51-66,,K. Durant misses 2-pt shot from 3 ft
7:10.0,,,51-66,,Offensive rebound by S. Ibaka
7:08.0,,,51-68,2,S. Ibaka makes 2-pt shot from 2 ft
6:57.0,D. Lillard misses 2-pt shot from 3 ft,,51-68,,
6:57.0,,,51-68,,Defensive rebound by S. Ibaka
6:49.0,,,51-68,,R. Westbrook misses 2-pt shot from 2 ft (block by A. Aminu)
6:49.0,Defensive rebound by D. Lillard,,51-68,,
6:41.0,D. Lillard misses 2-pt shot at rim (block by S. Ibaka),,51-68,,
6:41.0,Offensive rebound by M. Plumlee,,51-68,,
6:41.0,Shooting foul by S. Ibaka (drawn by M. Plumlee),,51-68,,
6:41.0,M. Plumlee makes free throw 1 of 2,1,52-68,,
6:41.0,M. Plumlee makes free throw 2 of 2,1,53-68,,
6:28.0,,,53-68,,K. Durant misses 3-pt shot from 24 ft
6:28.0,Defensive rebound by A. Aminu,,53-68,,
6:22.0,A. Aminu misses 2-pt shot from 1 ft (block by S. Ibaka),,53-68,,
6:22.0,Offensive rebound by Team,,53-68,,
6:06.0,M. Plumlee makes 2-pt shot from 2 ft (assist by C. McCollum),2,55-68,,
5:49.0,Personal foul by D. Lillard (drawn by K. Durant),,55-68,,
5:49.0,,,55-68,,D. Waiters enters the game for A. Roberson
5:44.0,,,55-70,2,K. Durant makes 2-pt shot at rim (assist by S. Ibaka)
5:26.0,A. Aminu misses 2-pt shot from 20 ft,,55-70,,
5:26.0,,,55-70,,Defensive rebound by S. Adams
5:18.0,,,55-70,,R. Westbrook misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by A. Aminu,,55-70,,
5:11.0,D. Lillard misses 3-pt shot from 24 ft,,55-70,,
5:10.0,,,55-70,,Defensive rebound by D. Waiters
5:04.0,,,55-70,,Turnover by D. Waiters (lost ball; steal by D. Lillard)
4:59.0,D. Lillard misses 2-pt shot from 1 ft (block by R. Westbrook),,55-70,,
4:58.0,Offensive rebound by M. Plumlee,,55-70,,
4:57.0,M. Plumlee makes 2-pt shot from 1 ft,2,57-70,,
4:57.0,,,57-70,,Oklahoma City full timeout
4:57.0,A. Crabbe enters the game for A. Aminu,,57-70,,
4:40.0,,,57-70,,Shooting foul by A. Crabbe (drawn by K. Durant)
4:40.0,,,57-72,2,K. Durant makes 2-pt shot from 9 ft (assist by R. Westbrook)
4:40.0,,,57-72,,K. Durant misses free throw 1 of 1
4:39.0,Defensive rebound by N. Vonleh,,57-72,,
4:24.0,M. Plumlee misses 2-pt shot from 4 ft,,57-72,,
4:23.0,Offensive rebound by M. Plumlee,,57-72,,
4:09.0,D. Lillard misses 2-pt shot from 1 ft (block by S. Ibaka),,57-72,,
4:09.0,Offensive rebound by N. Vonleh,,57-72,,
4:09.0,N. Vonleh misses 2-pt shot from 2 ft,,57-72,,
4:09.0,,,57-72,,Defensive rebound by Team
3:49.0,,,57-75,3,K. Durant makes 3-pt shot from 24 ft
3:27.0,A. Crabbe makes 3-pt shot from 24 ft (assist by D. Lillard),3,60-75,,
3:13.0,,,60-75,,S. Ibaka misses 2-pt shot from 18 ft
3:12.0,Defensive rebound by M. Plumlee,,60-75,,
3:03.0,C. McCollum misses 2-pt shot from 4 ft,,60-75,,
3:03.0,,,60-75,,Defensive rebound by S. Ibaka
2:54.0,,,60-75,,Shooting foul by C. McCollum (drawn by D. Waiters)
2:54.0,,,60-76,1,D. Waiters makes free throw 1 of 2
2:54.0,M. Leonard enters the game for N. Vonleh,,60-76,,
2:54.0,,,60-76,,D. Augustin enters the game for S. Ibaka
2:54.0,,,60-76,,E. Kanter enters the game for S. Adams
2:54.0,,,60-76,,N. Collison enters the game for R. Westbrook
2:54.0,,,60-77,1,D. Waiters makes free throw 2 of 2
2:38.0,M. Leonard misses 3-pt shot from 23 ft,,60-77,,
2:38.0,,,60-77,,Defensive rebound by D. Waiters
2:24.0,,,60-79,2,N. Collison makes 2-pt shot from 3 ft (assist by D. Waiters)
2:14.0,,,60-79,,Personal foul by D. Waiters (drawn by C. McCollum)
2:14.0,C. McCollum makes free throw 1 of 2,1,61-79,,
2:14.0,E. Davis enters the game for M. Plumlee,,61-79,,
2:14.0,C. McCollum makes free throw 2 of 2,1,62-79,,
2:00.0,,,62-81,2,K. Durant makes 2-pt shot from 12 ft
1:45.0,E. Davis makes 2-pt shot at rim (assist by D. Lillard),2,64-81,,
1:29.0,,,64-81,,K. Durant misses 2-pt shot from 13 ft
1:28.0,Defensive rebound by C. McCollum,,64-81,,
1:14.0,C. McCollum makes 3-pt shot from 24 ft,3,67-81,,
1:03.0,Personal foul by M. Leonard (drawn by K. Durant),,67-81,,
1:03.0,,,67-82,1,K. Durant makes free throw 1 of 2
1:03.0,G. Henderson enters the game for C. McCollum,,67-82,,
1:03.0,,,67-83,1,K. Durant makes free throw 2 of 2
0:43.0,D. Lillard misses 3-pt shot from 25 ft,,67-83,,
0:42.0,,,67-83,,Defensive rebound by K. Durant
0:37.0,,,67-85,2,D. Waiters makes 2-pt shot from 1 ft
0:37.0,,,67-85,,Shooting foul by M. Leonard (drawn by D. Waiters)
0:37.0,,,67-86,1,D. Waiters makes free throw 1 of 1
0:28.0,D. Lillard misses 2-pt shot from 14 ft,,67-86,,
0:27.0,,,67-86,,Defensive rebound by E. Kanter
0:06.0,,,67-88,2,K. Durant makes 2-pt shot from 14 ft
0:00.0,A. Crabbe misses 2-pt shot from 17 ft (block by K. Durant),,67-88,,
0:00.0,,,67-88,,Defensive rebound by E. Kanter
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,,,67-91,3,D. Waiters makes 3-pt shot from 24 ft
11:22.0,Shooting foul by E. Kanter (drawn by E. Davis),,67-91,,
11:22.0,E. Davis misses free throw 1 of 2,,67-91,,
11:22.0,Offensive rebound by Team,,67-91,,
11:22.0,E. Davis makes free throw 2 of 2,1,68-91,,
11:11.0,,,68-91,,Turnover by D. Augustin (step out of bounds)
11:02.0,G. Henderson misses 3-pt shot from 25 ft,,68-91,,
11:02.0,,,68-91,,Defensive rebound by N. Collison
10:51.0,,,68-91,,Shooting foul by E. Davis (drawn by E. Kanter)
10:51.0,,,68-92,1,E. Kanter makes free throw 1 of 2
10:51.0,T. Frazier enters the game for A. Crabbe,,68-92,,
10:51.0,,,68-93,1,E. Kanter makes free throw 2 of 2
10:39.0,M. Leonard makes 2-pt shot from 15 ft (assist by C. McCollum),2,70-93,,
10:33.0,Personal foul by T. Frazier (drawn by D. Augustin),,70-93,,
10:19.0,,,70-93,,D. Waiters misses 2-pt shot from 16 ft
10:18.0,Defensive rebound by M. Leonard,,70-93,,
10:13.0,T. Frazier misses 2-pt shot from 2 ft,,70-93,,
10:12.0,,,70-93,,Defensive rebound by E. Kanter
10:06.0,Personal foul by T. Frazier (drawn by D. Waiters),,70-93,,
9:55.0,,,70-93,,Turnover by N. Collison (bad pass; steal by E. Davis)
9:50.0,C. McCollum makes 2-pt shot from 14 ft (assist by T. Frazier),2,72-93,,
9:31.0,,,72-93,,Turnover by E. Kanter (lost ball; steal by E. Davis)
9:26.0,G. Henderson makes 2-pt shot at rim,2,74-93,,
9:26.0,,,74-93,,Oklahoma City full timeout
9:03.0,,,74-95,2,E. Kanter makes 2-pt shot from 10 ft (assist by N. Collison)
8:48.0,M. Leonard misses 2-pt shot from 10 ft,,74-95,,
8:47.0,,,74-95,,Defensive rebound by E. Kanter
