time,Oklahoma City,pts.away,score,pts.home,Denver
2:17.0,Defensive rebound by E. Kanter,,24-19,,
2:07.0,R. Foye makes 2-pt shot from 2 ft,2,26-19,,
1:51.0,,,26-21,2,J. Lauvergne makes 2-pt shot from 18 ft (assist by D. Augustin)
1:32.0,E. Kanter makes 2-pt shot at rim (assist by K. Durant),2,28-21,,
1:15.0,,,28-23,2,D. Augustin makes 2-pt shot from 1 ft
0:55.0,K. Durant misses 2-pt shot from 19 ft,,28-23,,
0:54.0,,,28-23,,Defensive rebound by W. Barton
0:45.0,,,28-25,2,K. Faried makes 2-pt shot from 2 ft (assist by W. Barton)
0:29.0,D. Waiters makes 2-pt shot from 2 ft,2,30-25,,
0:07.0,,,30-27,2,J. Lauvergne makes 2-pt shot from 21 ft (assist by D. Augustin)
0:02.0,,,30-27,,Shooting block foul by K. Faried (drawn by K. Durant)
0:02.0,K. Durant makes free throw 1 of 2,1,31-27,,
0:02.0,K. Durant makes free throw 2 of 2,1,32-27,,
0:00.0,,,32-30,3,D. Augustin makes 3-pt shot from 66 ft (assist by J. Lauvergne)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,,,32-30,,Turnover by D. Augustin (lost ball; steal by K. Durant)
11:44.0,R. Foye misses 3-pt shot from 22 ft,,32-30,,
11:42.0,Offensive rebound by E. Kanter,,32-30,,
11:34.0,E. Kanter misses 2-pt shot from 3 ft,,32-30,,
11:31.0,,,32-30,,Defensive rebound by J. Lauvergne
11:29.0,,,32-30,,Shooting foul by R. Foye (drawn by D. Augustin)
11:29.0,,,32-31,1,D. Augustin makes free throw 1 of 2
11:29.0,,,32-32,1,D. Augustin makes free throw 2 of 2
11:13.0,K. Durant misses 2-pt shot from 12 ft,,32-32,,
11:12.0,,,32-32,,Defensive rebound by A. Toupane
11:07.0,,,32-34,2,J. Sampson makes 2-pt shot at rim (assist by A. Toupane)
11:07.0,Oklahoma City full timeout,,32-34,,
11:07.0,Technical foul by Team,,32-34,,
11:07.0,Technical foul by K. Durant,,32-34,,
11:07.0,,,32-34,,W. Barton misses technical free throw
11:07.0,Offensive rebound by Team,,32-34,,
11:07.0,,,32-35,1,W. Barton makes technical free throw
10:48.0,D. Waiters misses 2-pt shot from 2 ft,,32-35,,
10:47.0,Offensive rebound by E. Kanter,,32-35,,
10:43.0,Shooting foul by J. Sampson (drawn by D. Waiters),,32-35,,
10:43.0,D. Waiters misses free throw 1 of 3,,32-35,,
10:43.0,Offensive rebound by Team,,32-35,,
10:43.0,D. Waiters makes free throw 2 of 3,1,33-35,,
10:43.0,D. Waiters makes free throw 3 of 3,1,34-35,,
10:31.0,Personal foul by K. Singler,,34-35,,
10:17.0,,,34-35,,W. Barton misses 2-pt shot from 1 ft
10:16.0,Defensive rebound by Team,,34-35,,
10:00.0,K. Durant makes 2-pt shot from 14 ft,2,36-35,,
9:37.0,,,36-35,,J. Lauvergne misses 2-pt shot from 1 ft
9:36.0,Defensive rebound by E. Kanter,,36-35,,
9:22.0,K. Singler misses 3-pt shot from 23 ft,,36-35,,
9:21.0,,,36-35,,Defensive rebound by W. Barton
9:17.0,,,36-35,,Turnover by W. Barton (lost ball; steal by D. Waiters)
9:02.0,K. Singler misses 2-pt shot from 3 ft,,36-35,,
9:02.0,Offensive rebound by D. Waiters,,36-35,,
8:56.0,K. Singler misses 2-pt shot from 2 ft,,36-35,,
8:55.0,,,36-35,,Defensive rebound by D. Augustin
8:49.0,,,36-35,,J. Lauvergne misses 2-pt shot from 3 ft (block by R. Foye)
8:48.0,,,36-35,,Offensive rebound by J. Sampson
8:42.0,,,36-37,2,J. Sampson makes 2-pt shot from 2 ft
8:28.0,R. Foye makes 3-pt shot from 24 ft (assist by D. Waiters),3,39-37,,
8:12.0,,,39-37,,D. Augustin misses 2-pt shot from 20 ft
8:10.0,,,39-37,,Offensive rebound by J. Sampson
8:07.0,,,39-37,,Shooting foul by K. Singler (drawn by A. Toupane)
8:07.0,,,39-37,,A. Toupane misses free throw 1 of 2
8:07.0,,,39-37,,Offensive rebound by Team
8:07.0,R. Westbrook enters the game for K. Durant,,39-37,,
8:07.0,A. Morrow enters the game for K. Singler,,39-37,,
8:07.0,,,39-37,,A. Toupane misses free throw 2 of 2
8:06.0,Defensive rebound by R. Westbrook,,39-37,,
7:53.0,D. Waiters makes 2-pt shot from 2 ft,2,41-37,,
7:50.0,,,41-37,,Denver full timeout
7:28.0,,,41-37,,J. Lauvergne misses 2-pt shot from 18 ft
7:27.0,,,41-37,,Offensive rebound by J. Sampson
7:26.0,,,41-39,2,J. Sampson makes 2-pt shot from 1 ft
7:14.0,Shooting foul by A. Toupane (drawn by R. Westbrook),,41-39,,
7:14.0,R. Westbrook makes free throw 1 of 2,1,42-39,,
7:14.0,R. Westbrook misses free throw 2 of 2,,42-39,,
7:12.0,Offensive rebound by R. Westbrook,,42-39,,
7:05.0,E. Kanter makes 2-pt shot from 2 ft (assist by R. Westbrook),2,44-39,,
6:46.0,,,44-39,,W. Barton misses 2-pt shot from 6 ft
6:45.0,Defensive rebound by R. Westbrook,,44-39,,
6:43.0,E. Kanter misses 2-pt shot from 3 ft,,44-39,,
6:42.0,,,44-39,,Defensive rebound by J. Lauvergne
6:41.0,,,44-39,,Turnover by J. Lauvergne (lost ball; steal by R. Westbrook)
6:38.0,E. Kanter misses 2-pt shot from 3 ft,,44-39,,
6:37.0,,,44-39,,Defensive rebound by J. Lauvergne
6:31.0,,,44-39,,W. Barton misses 3-pt shot from 23 ft
6:28.0,Defensive rebound by E. Kanter,,44-39,,
6:18.0,E. Kanter makes 2-pt shot from 1 ft,2,46-39,,
5:59.0,,,46-39,,Shooting foul by A. Morrow (drawn by D. Augustin)
5:59.0,,,46-39,,D. Augustin misses free throw 1 of 2
5:59.0,,,46-39,,Offensive rebound by Team
5:59.0,K. Durant enters the game for E. Kanter,,46-39,,
5:59.0,S. Adams enters the game for R. Foye,,46-39,,
5:59.0,,,46-39,,G. Harris enters the game for W. Barton
5:59.0,,,46-39,,E. Mudiay enters the game for J. Lauvergne
5:59.0,,,46-39,,N. Jokic enters the game for A. Toupane
5:59.0,,,46-39,,D. Augustin misses free throw 2 of 2
5:54.0,Defensive rebound by R. Westbrook,,46-39,,
5:49.0,Turnover by R. Westbrook (bad pass),,46-39,,
5:37.0,,,46-39,,E. Mudiay misses 3-pt shot from 25 ft
5:36.0,Defensive rebound by S. Adams,,46-39,,
5:30.0,R. Westbrook makes 2-pt shot from 5 ft,2,48-39,,
5:16.0,,,48-39,,Turnover by G. Harris (lost ball; steal by D. Waiters)
5:07.0,K. Durant makes 3-pt shot from 26 ft (assist by A. Morrow),3,51-39,,
5:07.0,,,51-39,,Denver full timeout
5:07.0,S. Ibaka enters the game for D. Waiters,,51-39,,
4:55.0,,,51-39,,D. Augustin misses 3-pt shot from 26 ft
4:55.0,Defensive rebound by R. Westbrook,,51-39,,
4:44.0,A. Morrow makes 3-pt shot from 23 ft (assist by S. Ibaka),3,54-39,,
4:34.0,,,54-39,,N. Jokic misses 3-pt shot from 24 ft
4:33.0,Defensive rebound by Team,,54-39,,
4:33.0,,,54-39,,K. Faried enters the game for D. Augustin
4:24.0,Shooting foul by J. Sampson (drawn by K. Durant),,54-39,,
4:24.0,K. Durant makes free throw 1 of 3,1,55-39,,
4:24.0,K. Durant makes free throw 2 of 3,1,56-39,,
4:24.0,,,56-39,,W. Barton enters the game for J. Sampson
4:24.0,K. Durant makes free throw 3 of 3,1,57-39,,
4:13.0,,,57-39,,Turnover by E. Mudiay (lost ball; steal by R. Westbrook)
4:09.0,Turnover by R. Westbrook (bad pass),,57-39,,
3:56.0,,,57-39,,Offensive foul by K. Faried
3:56.0,,,57-39,,Turnover by K. Faried (offensive foul)
3:45.0,,,57-39,,Personal foul by W. Barton
3:37.0,S. Ibaka makes 2-pt shot from 18 ft (assist by K. Durant),2,59-39,,
3:24.0,,,59-42,3,G. Harris makes 3-pt shot from 24 ft (assist by K. Faried)
3:10.0,Turnover by R. Westbrook (lost ball; steal by E. Mudiay),,59-42,,
3:04.0,,,59-44,2,E. Mudiay makes 2-pt shot at rim
2:39.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,61-44,,
2:27.0,,,61-44,,G. Harris misses 2-pt shot from 2 ft
2:26.0,,,61-44,,Offensive rebound by G. Harris
2:18.0,,,61-47,3,W. Barton makes 3-pt shot from 25 ft (assist by G. Harris)
2:02.0,Official timeout,,61-47,,
1:52.0,K. Durant makes 2-pt shot from 3 ft (assist by R. Westbrook),2,63-47,,
1:36.0,,,63-47,,E. Mudiay misses 3-pt shot from 26 ft
1:34.0,Defensive rebound by R. Westbrook,,63-47,,
1:30.0,Turnover by R. Westbrook (lost ball; steal by G. Harris),,63-47,,
1:23.0,,,63-47,,G. Harris misses 3-pt shot from 25 ft
1:22.0,Defensive rebound by S. Ibaka,,63-47,,
1:02.0,S. Ibaka makes 2-pt shot from 2 ft,2,65-47,,
0:48.0,,,65-49,2,E. Mudiay makes 2-pt shot from 15 ft (assist by W. Barton)
0:35.0,R. Westbrook misses 3-pt shot from 24 ft,,65-49,,
0:34.0,,,65-49,,Defensive rebound by N. Jokic
0:29.0,,,65-51,2,E. Mudiay makes 2-pt shot from 2 ft (assist by N. Jokic)
0:07.0,A. Morrow makes 3-pt shot from 24 ft (assist by K. Durant),3,68-51,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,68-51,,Shooting foul by R. Westbrook (drawn by E. Mudiay)
11:46.0,,,68-52,1,E. Mudiay makes free throw 1 of 2
11:46.0,,,68-52,,E. Mudiay misses free throw 2 of 2
11:44.0,Defensive rebound by A. Roberson,,68-52,,
11:26.0,S. Ibaka misses 3-pt shot from 24 ft,,68-52,,
11:26.0,Offensive rebound by A. Roberson,,68-52,,
11:21.0,A. Roberson misses 2-pt shot at rim,,68-52,,
11:21.0,,,68-52,,Defensive rebound by J. Sampson
11:14.0,,,68-52,,Shooting foul by S. Adams (drawn by K. Faried)
11:14.0,,,68-53,1,K. Faried makes free throw 1 of 2
11:14.0,,,68-54,1,K. Faried makes free throw 2 of 2
11:06.0,Turnover by K. Durant (offensive foul),,68-54,,
11:06.0,Offensive foul by K. Durant,,68-54,,
10:56.0,,,68-54,,K. Faried misses 2-pt shot from 1 ft
10:55.0,,,68-54,,Offensive rebound by K. Faried
10:54.0,,,68-54,,K. Faried misses 2-pt shot from 1 ft
10:53.0,,,68-54,,Offensive rebound by Team
10:44.0,,,68-56,2,G. Harris makes 2-pt shot from 6 ft (assist by E. Mudiay)
10:33.0,S. Ibaka makes 3-pt shot from 25 ft (assist by K. Durant),3,71-56,,
10:20.0,,,71-56,,E. Mudiay misses 2-pt shot from 2 ft
10:19.0,Defensive rebound by S. Ibaka,,71-56,,
10:14.0,R. Westbrook misses 3-pt shot from 24 ft,,71-56,,
10:13.0,,,71-56,,Defensive rebound by J. Sampson
10:03.0,,,71-56,,G. Harris misses 3-pt shot from 27 ft
10:02.0,Defensive rebound by K. Durant,,71-56,,
9:51.0,R. Westbrook makes 2-pt shot from 2 ft (assist by K. Durant),2,73-56,,
9:51.0,Shooting foul by E. Mudiay (drawn by R. Westbrook),,73-56,,
9:51.0,R. Westbrook makes free throw 1 of 1,1,74-56,,
9:32.0,,,74-56,,J. Sampson misses 2-pt shot from 1 ft
9:30.0,Defensive rebound by A. Roberson,,74-56,,
9:12.0,Turnover by S. Ibaka (lost ball; steal by G. Harris),,74-56,,
9:09.0,,,74-58,2,G. Harris makes 2-pt shot at rim
8:46.0,Turnover by S. Ibaka (lost ball; steal by K. Faried),,74-58,,
8:40.0,,,74-58,,J. Sampson misses 2-pt shot at rim (block by K. Durant)
8:39.0,Defensive rebound by A. Roberson,,74-58,,
8:33.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,76-58,,
8:23.0,,,76-60,2,N. Jokic makes 2-pt shot from 2 ft (assist by K. Faried)
8:16.0,A. Morrow enters the game for S. Ibaka,,76-60,,
8:12.0,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,78-60,,
8:04.0,,,78-60,,E. Mudiay misses 3-pt shot from 24 ft
8:03.0,Defensive rebound by R. Westbrook,,78-60,,
7:57.0,A. Morrow makes 3-pt shot from 25 ft (assist by R. Westbrook),3,81-60,,
7:57.0,,,81-60,,Denver full timeout
7:57.0,,,81-60,,W. Barton enters the game for N. Jokic
7:48.0,,,81-60,,Turnover by E. Mudiay (lost ball; steal by K. Durant)
7:42.0,K. Durant makes 2-pt shot from 2 ft,2,83-60,,
7:29.0,,,83-60,,W. Barton misses 2-pt shot from 1 ft
7:28.0,Defensive rebound by R. Westbrook,,83-60,,
7:18.0,,,83-60,,Personal foul by J. Sampson
7:06.0,K. Durant misses 3-pt shot from 28 ft,,83-60,,
7:04.0,,,83-60,,Defensive rebound by W. Barton
6:56.0,,,83-60,,W. Barton misses 2-pt shot from 3 ft
6:55.0,Defensive rebound by R. Westbrook,,83-60,,
6:49.0,A. Morrow misses 3-pt shot from 23 ft,,83-60,,
6:49.0,Offensive rebound by Team,,83-60,,
6:49.0,,,83-60,,Loose ball foul by K. Faried
6:40.0,K. Durant makes 2-pt shot from 1 ft (assist by R. Westbrook),2,85-60,,
6:18.0,,,85-62,2,E. Mudiay makes 2-pt shot from 12 ft (assist by G. Harris)
6:05.0,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook),2,87-62,,
5:53.0,Personal foul by S. Adams,,87-62,,
5:53.0,,,87-62,,A. Toupane enters the game for J. Sampson
5:53.0,D. Waiters enters the game for K. Durant,,87-62,,
5:49.0,,,87-62,,Shooting foul by S. Adams (drawn by E. Mudiay)
5:49.0,,,87-63,1,E. Mudiay makes free throw 1 of 2
5:49.0,,,87-63,,E. Mudiay misses free throw 2 of 2
5:48.0,Defensive rebound by A. Roberson,,87-63,,
5:35.0,S. Adams misses 2-pt shot at rim,,87-63,,
5:35.0,,,87-63,,Defensive rebound by E. Mudiay
5:30.0,Violation by A. Roberson (def goaltending),,87-63,,
5:30.0,,,87-65,2,W. Barton makes 2-pt shot from 1 ft (assist by A. Toupane)
5:17.0,,,87-65,,Personal foul by E. Mudiay
5:17.0,E. Kanter enters the game for S. Adams,,87-65,,
5:17.0,S. Ibaka enters the game for A. Roberson,,87-65,,
5:17.0,,,87-65,,J. Lauvergne enters the game for G. Harris
5:10.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,89-65,,
4:56.0,,,89-67,2,A. Toupane makes 2-pt shot from 2 ft (assist by W. Barton)
4:41.0,A. Morrow misses 3-pt shot from 22 ft,,89-67,,
4:41.0,Offensive rebound by R. Westbrook,,89-67,,
4:30.0,R. Westbrook makes 3-pt shot from 25 ft (assist by E. Kanter),3,92-67,,
4:29.0,,,92-67,,Denver full timeout
4:29.0,,,92-67,,J. Nurkic enters the game for K. Faried
4:09.0,,,92-67,,E. Mudiay misses 3-pt shot from 25 ft
4:08.0,,,92-67,,Offensive rebound by J. Lauvergne
4:03.0,,,92-69,2,E. Mudiay makes 2-pt shot from 2 ft (assist by J. Lauvergne)
3:42.0,E. Kanter makes 2-pt shot from 15 ft (assist by D. Waiters),2,94-69,,
3:27.0,,,94-72,3,E. Mudiay makes 3-pt shot from 24 ft (assist by W. Barton)
3:05.0,E. Kanter makes 2-pt shot from 16 ft (assist by R. Westbrook),2,96-72,,
2:48.0,,,96-74,2,J. Lauvergne makes 2-pt shot from 2 ft (assist by E. Mudiay)
2:30.0,,,96-74,,Loose ball foul by W. Barton
2:30.0,D. Waiters misses free throw 1 of 2,,96-74,,
2:30.0,Offensive rebound by Team,,96-74,,
2:30.0,R. Foye enters the game for R. Westbrook,,96-74,,
2:30.0,K. Durant enters the game for A. Morrow,,96-74,,
2:30.0,D. Waiters makes free throw 2 of 2,1,97-74,,
2:17.0,,,97-74,,Shooting foul by E. Kanter (drawn by J. Nurkic)
2:17.0,,,97-75,1,J. Nurkic makes free throw 1 of 2
2:17.0,,,97-75,,J. Nurkic misses free throw 2 of 2
2:16.0,Defensive rebound by K. Durant,,97-75,,
1:59.0,,,97-75,,Personal foul by J. Lauvergne
1:59.0,S. Ibaka makes free throw 1 of 2,1,98-75,,
1:59.0,S. Ibaka makes free throw 2 of 2,1,99-75,,
1:47.0,,,99-75,,A. Toupane misses 2-pt shot from 21 ft
1:47.0,,,99-75,,Offensive rebound by W. Barton
1:43.0,,,99-75,,W. Barton misses 3-pt shot from 24 ft
1:42.0,Defensive rebound by K. Durant,,99-75,,
1:36.0,K. Durant misses 3-pt shot from 26 ft,,99-75,,
1:34.0,,,99-75,,Defensive rebound by J. Nurkic
1:32.0,,,99-75,,Turnover by J. Nurkic (lost ball; steal by D. Waiters)
1:28.0,D. Waiters makes 2-pt shot from 1 ft,2,101-75,,
1:13.0,,,101-75,,E. Mudiay misses 2-pt shot from 3 ft
1:13.0,Defensive rebound by K. Durant,,101-75,,
0:59.0,D. Waiters makes 3-pt shot from 25 ft (assist by K. Durant),3,104-75,,
0:47.0,,,104-77,2,J. Lauvergne makes 2-pt shot from 4 ft (assist by J. Nurkic)
0:28.0,D. Waiters makes 3-pt shot from 25 ft (assist by K. Durant),3,107-77,,
0:06.0,,,107-77,,J. Nurkic misses 2-pt shot from 4 ft
0:05.0,Defensive rebound by E. Kanter,,107-77,,
0:02.0,R. Foye misses 3-pt shot from 24 ft,,107-77,,
0:00.0,Offensive rebound by Team,,107-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,D. Waiters misses 2-pt shot from 2 ft (block by J. Nurkic),,107-77,,
11:42.0,,,107-77,,Defensive rebound by J. Nurkic
11:42.0,Personal take foul by R. Foye,,107-77,,
11:32.0,,,107-77,,J. Nurkic misses 2-pt shot from 6 ft
11:31.0,Defensive rebound by E. Kanter,,107-77,,
11:15.0,K. Durant makes 3-pt shot from 25 ft (assist by D. Waiters),3,110-77,,
10:52.0,,,110-77,,A. Toupane misses 2-pt shot from 1 ft
10:50.0,Defensive rebound by E. Kanter,,110-77,,
10:44.0,K. Durant misses 3-pt shot from 25 ft,,110-77,,
10:43.0,Offensive rebound by E. Kanter,,110-77,,
10:38.0,S. Ibaka misses 3-pt shot from 25 ft,,110-77,,
10:37.0,,,110-77,,Defensive rebound by D. Augustin
10:33.0,,,110-77,,J. Lauvergne misses 2-pt shot at rim
10:31.0,Defensive rebound by E. Kanter,,110-77,,
10:14.0,D. Waiters misses 3-pt shot from 25 ft,,110-77,,
10:13.0,,,110-77,,Defensive rebound by J. Lauvergne
10:02.0,,,110-80,3,A. Toupane makes 3-pt shot from 24 ft (assist by D. Augustin)
9:44.0,Offensive foul by E. Kanter,,110-80,,
9:44.0,Turnover by E. Kanter (offensive foul),,110-80,,
9:44.0,A. Morrow enters the game for K. Durant,,110-80,,
9:34.0,Personal foul by D. Waiters,,110-80,,
9:27.0,,,110-80,,D. Augustin misses 2-pt shot from 5 ft (block by E. Kanter)
9:26.0,,,110-80,,Offensive rebound by J. Nurkic
9:26.0,,,110-80,,J. Nurkic misses 2-pt shot from 1 ft
9:24.0,Defensive rebound by S. Ibaka,,110-80,,
9:17.0,Turnover by R. Foye (lost ball; steal by W. Barton),,110-80,,
9:15.0,,,110-82,2,W. Barton makes 2-pt shot at rim (assist by J. Nurkic)
9:15.0,Oklahoma City full timeout,,110-82,,
9:04.0,E. Kanter misses 2-pt shot from 16 ft,,110-82,,
9:03.0,,,110-82,,Defensive rebound by J. Lauvergne
8:46.0,,,110-82,,W. Barton misses 3-pt shot from 25 ft
8:45.0,,,110-82,,Offensive rebound by J. Nurkic
8:44.0,,,110-82,,J. Nurkic misses 2-pt shot from 1 ft
8:43.0,Defensive rebound by E. Kanter,,110-82,,
8:22.0,E. Kanter makes 2-pt shot from 3 ft (assist by R. Foye),2,112-82,,
8:13.0,,,112-84,2,D. Augustin makes 2-pt shot from 3 ft
8:13.0,,,112-84,,Shooting foul by E. Kanter (drawn by D. Augustin)
8:13.0,,,112-85,1,D. Augustin makes free throw 1 of 1
7:52.0,E. Kanter makes 2-pt shot from 1 ft,2,114-85,,
7:41.0,,,114-85,,Shooting foul by E. Kanter (drawn by J. Nurkic)
7:41.0,,,114-86,1,J. Nurkic makes free throw 1 of 2
7:41.0,,,114-87,1,J. Nurkic makes free throw 2 of 2
7:21.0,E. Kanter makes 2-pt shot from 1 ft,2,116-87,,
6:57.0,,,116-90,3,A. Toupane makes 3-pt shot from 23 ft (assist by J. Lauvergne)
6:40.0,E. Kanter misses 2-pt shot from 18 ft,,116-90,,
6:39.0,,,116-90,,Defensive rebound by Team
6:39.0,Loose ball foul by S. Ibaka,,116-90,,
6:39.0,,,116-91,1,J. Lauvergne makes free throw 1 of 2
6:39.0,C. Payne enters the game for S. Ibaka,,116-91,,
6:39.0,N. Collison enters the game for D. Waiters,,116-91,,
6:39.0,,,116-91,,N. Jokic enters the game for J. Nurkic
6:39.0,,,116-92,1,J. Lauvergne makes free throw 2 of 2
6:31.0,Turnover by R. Foye (bad pass),,116-92,,
6:15.0,,,116-94,2,N. Jokic makes 2-pt shot from 5 ft (assist by D. Augustin)
5:58.0,C. Payne makes 2-pt shot from 13 ft,2,118-94,,
5:46.0,,,118-94,,A. Toupane misses 3-pt shot from 23 ft
5:45.0,Defensive rebound by N. Collison,,118-94,,
