time,Memphis,pts.away,score,pts.home,San Antonio
3:25.0,,,63-86,,Defensive rebound by A. Miller
3:18.0,,,63-88,2,D. West makes 2-pt shot from 18 ft (assist by A. Miller)
2:50.0,Turnover by Team (shot clock),,63-88,,
2:50.0,Official timeout,,63-88,,
2:50.0,,,63-88,,K. Anderson enters the game for D. Green
2:32.0,,,63-88,,K. Anderson misses 2-pt shot from 19 ft
2:32.0,Defensive rebound by Team,,63-88,,
2:32.0,,,63-88,,Loose ball foul by B. Marjanovic
2:17.0,Shooting foul by B. Marjanovic (drawn by P. Hairston),,63-88,,
2:17.0,P. Hairston misses free throw 1 of 2,,63-88,,
2:17.0,Offensive rebound by Team,,63-88,,
2:17.0,P. Hairston misses free throw 2 of 2,,63-88,,
2:16.0,,,63-88,,Defensive rebound by K. Anderson
2:10.0,Personal foul by J. Green,,63-88,,
2:10.0,,,63-89,1,B. Marjanovic makes free throw 1 of 2
2:10.0,,,63-90,1,B. Marjanovic makes free throw 2 of 2
1:54.0,J. Farmar makes 3-pt shot from 23 ft (assist by J. Martin),3,66-90,,
1:47.0,Personal foul by J. Farmar,,66-90,,
1:47.0,,,66-91,1,A. Miller makes free throw 1 of 2
1:47.0,,,66-92,1,A. Miller makes free throw 2 of 2
1:28.0,Turnover by J. Farmar (bad pass),,66-92,,
1:18.0,,,66-94,2,B. Marjanovic makes 2-pt shot at rim (assist by K. Martin)
0:57.0,J. Farmar misses 3-pt shot from 24 ft,,66-94,,
0:56.0,,,66-94,,Defensive rebound by D. West
0:42.0,,,66-94,,Offensive foul by K. Martin
0:42.0,,,66-94,,Turnover by K. Martin (offensive foul)
0:25.0,X. Munford makes 2-pt shot from 16 ft,2,68-94,,
0:00.0,,,68-94,,A. Miller misses 3-pt shot from 37 ft
0:00.0,,,68-94,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
