time,Dallas,pts.away,score,pts.home,Minnesota
3:42.0,Z. Pachulia makes 2-pt shot at rim,2,18-18,,
3:40.0,Technical foul by W. Matthews,,18-18,,
3:40.0,,,18-19,1,R. Rubio makes technical free throw
3:40.0,,,18-19,,S. Muhammad enters the game for T. Prince
3:30.0,Violation by R. Felton (kicked ball),,18-19,,
3:22.0,,,18-19,,A. Wiggins misses 3-pt shot from 23 ft
3:21.0,Defensive rebound by D. Powell,,18-19,,
3:13.0,Turnover by D. Williams (bad pass; steal by R. Rubio),,18-19,,
3:09.0,,,18-19,,Shooting foul by D. Powell (drawn by S. Muhammad)
3:09.0,,,18-19,,S. Muhammad misses free throw 1 of 2
3:09.0,,,18-19,,Offensive rebound by Team
3:09.0,D. Harris enters the game for D. Williams,,18-19,,
3:09.0,D. Nowitzki enters the game for Z. Pachulia,,18-19,,
3:09.0,J. McGee enters the game for D. Powell,,18-19,,
3:09.0,C. Parsons enters the game for W. Matthews,,18-19,,
3:09.0,Dallas full timeout,,18-19,,
3:09.0,,,18-20,1,S. Muhammad makes free throw 2 of 2
2:55.0,Turnover by D. Harris (bad pass),,18-20,,
2:55.0,,,18-20,,Z. LaVine enters the game for R. Rubio
2:35.0,,,18-20,,G. Dieng misses 2-pt shot from 19 ft
2:34.0,Defensive rebound by C. Parsons,,18-20,,
2:21.0,D. Nowitzki misses 2-pt shot from 17 ft,,18-20,,
2:20.0,,,18-20,,Defensive rebound by A. Wiggins
2:14.0,,,18-20,,Offensive foul by N. Pekovic
2:14.0,,,18-20,,Turnover by N. Pekovic (offensive foul)
2:01.0,,,18-20,,Personal foul by G. Dieng (drawn by D. Harris)
2:01.0,D. Harris makes free throw 1 of 2,1,19-20,,
2:01.0,D. Harris makes free throw 2 of 2,1,20-20,,
1:44.0,,,20-22,2,N. Pekovic makes 2-pt shot from 2 ft (assist by Z. LaVine)
1:31.0,D. Harris misses 3-pt shot from 23 ft,,20-22,,
1:30.0,,,20-22,,Defensive rebound by S. Muhammad
1:09.0,,,20-22,,Z. LaVine misses 2-pt shot from 18 ft
1:08.0,Defensive rebound by D. Nowitzki,,20-22,,
0:53.0,D. Nowitzki misses 2-pt shot from 7 ft,,20-22,,
0:52.0,,,20-22,,Defensive rebound by Z. LaVine
0:47.0,,,20-22,,S. Muhammad misses 3-pt shot from 24 ft
0:43.0,,,20-22,,Offensive rebound by Team
0:28.0,,,20-22,,A. Wiggins misses 2-pt shot from 17 ft
0:27.0,Defensive rebound by D. Nowitzki,,20-22,,
0:05.0,J. McGee makes 2-pt shot at rim (assist by C. Parsons),2,22-22,,
0:00.0,,,22-22,,Z. LaVine misses 2-pt shot from 19 ft
0:00.0,,,22-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,D. Nowitzki makes 2-pt shot from 21 ft (assist by C. Parsons),2,24-22,,
11:27.0,,,24-22,,Offensive foul by G. Dieng
11:27.0,,,24-22,,Turnover by G. Dieng (offensive foul)
11:14.0,J. McGee makes 2-pt shot at rim (assist by D. Harris),2,26-22,,
10:49.0,,,26-24,2,S. Muhammad makes 2-pt shot at rim (assist by A. Payne)
10:34.0,J. McGee misses 2-pt shot from 6 ft,,26-24,,
10:32.0,,,26-24,,Defensive rebound by A. Payne
10:25.0,,,26-24,,Shooting foul by J. McGee (drawn by S. Muhammad)
10:25.0,,,26-24,,S. Muhammad misses free throw 1 of 2
10:25.0,,,26-24,,Offensive rebound by Team
10:25.0,,,26-25,1,S. Muhammad makes free throw 2 of 2
10:08.0,D. Nowitzki makes 2-pt shot from 19 ft,2,28-25,,
9:54.0,,,28-27,2,K. Martin makes 2-pt shot from 17 ft
9:43.0,Shooting foul by S. Muhammad (drawn by C. Parsons),,28-27,,
9:43.0,C. Parsons misses free throw 1 of 2,,28-27,,
9:43.0,Offensive rebound by Team,,28-27,,
9:43.0,C. Parsons misses free throw 2 of 2,,28-27,,
9:42.0,,,28-27,,Defensive rebound by G. Dieng
9:26.0,,,28-27,,K. Martin misses 2-pt shot from 19 ft
9:25.0,Defensive rebound by C. Parsons,,28-27,,
9:14.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea),3,31-27,,
8:55.0,,,31-29,2,K. Martin makes 2-pt shot from 11 ft
8:48.0,D. Harris misses 2-pt shot from 1 ft,,31-29,,
8:47.0,Offensive rebound by J. McGee,,31-29,,
8:47.0,J. McGee makes 2-pt shot at rim,2,33-29,,
8:42.0,,,33-29,,Minnesota full timeout
8:42.0,D. Powell enters the game for D. Nowitzki,,33-29,,
8:31.0,,,33-29,,Turnover by K. Martin (traveling)
8:18.0,C. Parsons misses 2-pt shot from 8 ft,,33-29,,
8:16.0,,,33-29,,Defensive rebound by G. Dieng
7:58.0,,,33-29,,Turnover by Z. LaVine (lost ball; steal by D. Harris)
7:54.0,C. Parsons makes 2-pt shot at rim (assist by D. Harris),2,35-29,,
7:35.0,,,35-29,,Turnover by K. Martin (bad pass; steal by D. Powell)
7:31.0,C. Parsons makes 2-pt shot at rim (assist by D. Powell),2,37-29,,
7:13.0,,,37-31,2,K. Martin makes 2-pt shot from 9 ft (assist by G. Dieng)
6:52.0,J. McGee misses 2-pt shot from 13 ft,,37-31,,
6:51.0,,,37-31,,Defensive rebound by K. Martin
6:42.0,,,37-31,,A. Payne misses 3-pt shot from 24 ft
6:40.0,,,37-31,,Offensive rebound by G. Dieng
6:33.0,,,37-31,,Shooting foul by D. Harris (drawn by K. Martin)
6:33.0,,,37-32,1,K. Martin makes free throw 1 of 3
6:33.0,,,37-33,1,K. Martin makes free throw 2 of 3
6:33.0,,,37-33,,R. Rubio enters the game for Z. LaVine
6:33.0,D. Williams enters the game for D. Harris,,37-33,,
6:33.0,W. Matthews enters the game for C. Parsons,,37-33,,
6:33.0,Z. Pachulia enters the game for J. McGee,,37-33,,
6:33.0,,,37-34,1,K. Martin makes free throw 3 of 3
6:22.0,J. Barea makes 2-pt shot from 20 ft,2,39-34,,
5:57.0,,,39-34,,K. Martin misses 3-pt shot from 24 ft
5:55.0,,,39-34,,Offensive rebound by G. Dieng
5:46.0,Personal foul by J. Barea,,39-34,,
5:46.0,,,39-34,,Minnesota full timeout
5:46.0,,,39-34,,A. Wiggins enters the game for K. Martin
5:41.0,,,39-34,,R. Rubio misses 2-pt shot from 18 ft
5:40.0,Defensive rebound by J. Barea,,39-34,,
5:23.0,W. Matthews misses 3-pt shot from 24 ft,,39-34,,
5:22.0,,,39-34,,Defensive rebound by S. Muhammad
5:12.0,Violation by D. Powell (kicked ball),,39-34,,
4:58.0,,,39-34,,A. Payne misses 2-pt shot from 5 ft
4:57.0,Defensive rebound by Z. Pachulia,,39-34,,
4:51.0,Turnover by J. Barea (lost ball; steal by A. Wiggins),,39-34,,
4:46.0,,,39-36,2,S. Muhammad makes 2-pt shot at rim (assist by R. Rubio)
4:39.0,Shooting foul by S. Muhammad (drawn by W. Matthews),,39-36,,
4:39.0,W. Matthews makes free throw 1 of 2,1,40-36,,
4:39.0,,,40-36,,T. Prince enters the game for S. Muhammad
4:39.0,W. Matthews makes free throw 2 of 2,1,41-36,,
4:25.0,,,41-36,,A. Wiggins misses 2-pt shot from 9 ft (block by D. Powell)
4:24.0,,,41-36,,Offensive rebound by Team
4:24.0,,,41-36,,K. Towns enters the game for A. Payne
4:21.0,,,41-38,2,A. Wiggins makes 2-pt shot from 7 ft (assist by T. Prince)
4:06.0,Turnover by D. Powell (lost ball; steal by R. Rubio),,41-38,,
3:55.0,,,41-38,,T. Prince misses 2-pt shot from 21 ft
3:54.0,Defensive rebound by D. Powell,,41-38,,
3:45.0,D. Williams misses 2-pt shot from 1 ft,,41-38,,
3:43.0,Offensive rebound by Z. Pachulia,,41-38,,
3:38.0,Dallas full timeout,,41-38,,
3:38.0,C. Parsons enters the game for J. Barea,,41-38,,
3:38.0,D. Nowitzki enters the game for D. Powell,,41-38,,
3:33.0,W. Matthews misses 3-pt shot from 24 ft,,41-38,,
3:32.0,,,41-38,,Defensive rebound by A. Wiggins
3:09.0,,,41-38,,T. Prince misses 2-pt shot from 18 ft
3:07.0,,,41-38,,Offensive rebound by Team
2:58.0,,,41-38,,K. Towns misses 2-pt shot from 19 ft
2:57.0,Defensive rebound by Z. Pachulia,,41-38,,
2:48.0,,,41-38,,Personal foul by R. Rubio (drawn by D. Williams)
2:32.0,D. Nowitzki misses 3-pt shot from 24 ft,,41-38,,
2:31.0,,,41-38,,Defensive rebound by R. Rubio
2:27.0,,,41-38,,Turnover by R. Rubio (bad pass; steal by D. Williams)
2:16.0,D. Nowitzki misses 2-pt shot from 20 ft,,41-38,,
2:14.0,,,41-38,,Defensive rebound by R. Rubio
2:05.0,,,41-38,,K. Towns misses 2-pt shot from 19 ft
2:04.0,,,41-38,,Offensive rebound by G. Dieng
1:50.0,,,41-38,,Turnover by A. Wiggins (lost ball; steal by W. Matthews)
1:45.0,W. Matthews misses 2-pt shot from 1 ft,,41-38,,
1:44.0,Offensive rebound by Z. Pachulia,,41-38,,
1:44.0,Z. Pachulia misses 2-pt shot at rim,,41-38,,
1:43.0,,,41-38,,Defensive rebound by K. Towns
1:37.0,,,41-38,,K. Towns misses 2-pt shot at rim
1:36.0,Defensive rebound by D. Nowitzki,,41-38,,
1:28.0,,,41-38,,Personal foul by G. Dieng (drawn by Z. Pachulia)
1:28.0,,,41-38,,A. Payne enters the game for G. Dieng
1:21.0,D. Williams misses 2-pt shot from 2 ft,,41-38,,
1:20.0,Offensive rebound by Z. Pachulia,,41-38,,
1:20.0,Z. Pachulia misses 2-pt shot at rim,,41-38,,
1:19.0,Offensive rebound by Z. Pachulia,,41-38,,
1:19.0,Z. Pachulia makes 2-pt shot at rim,2,43-38,,
1:05.0,Personal foul by Z. Pachulia (drawn by K. Towns),,43-38,,
0:56.0,,,43-40,2,K. Towns makes 2-pt shot from 19 ft (assist by A. Wiggins)
0:36.0,C. Parsons makes 2-pt shot from 8 ft,2,45-40,,
0:36.0,Shooting foul by A. Wiggins (drawn by C. Parsons),,45-40,,
0:36.0,,,45-40,,N. Pekovic enters the game for K. Towns
0:36.0,C. Parsons makes free throw 1 of 1,1,46-40,,
0:22.0,Personal foul by D. Williams (drawn by R. Rubio),,46-40,,
0:22.0,,,46-41,1,R. Rubio makes free throw 1 of 2
0:22.0,,,46-42,1,R. Rubio makes free throw 2 of 2
0:01.0,C. Parsons makes 2-pt shot from 23 ft,2,48-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:53.0,,,48-42,,Personal foul by K. Garnett (drawn by D. Nowitzki)
11:44.0,Turnover by D. Williams (bad pass),,48-42,,
11:30.0,,,48-42,,A. Wiggins misses 2-pt shot from 19 ft
11:29.0,Defensive rebound by D. Nowitzki,,48-42,,
11:10.0,Turnover by D. Williams (lost ball; steal by A. Wiggins),,48-42,,
11:03.0,,,48-42,,K. Garnett misses 2-pt shot from 16 ft
11:02.0,Defensive rebound by C. Parsons,,48-42,,
10:37.0,W. Matthews misses 3-pt shot from 33 ft,,48-42,,
10:37.0,Offensive rebound by Team,,48-42,,
10:37.0,Turnover by Team (shot clock),,48-42,,
10:24.0,,,48-45,3,A. Wiggins makes 3-pt shot from 25 ft (assist by K. Garnett)
10:08.0,Turnover by C. Parsons (bad pass; steal by K. Towns),,48-45,,
9:58.0,Personal foul by D. Williams (drawn by R. Rubio),,48-45,,
9:55.0,Personal foul by W. Matthews (drawn by A. Wiggins),,48-45,,
9:43.0,,,48-45,,Turnover by A. Wiggins (lost ball; steal by W. Matthews)
9:19.0,Z. Pachulia misses 2-pt shot from 5 ft,,48-45,,
9:18.0,,,48-45,,Defensive rebound by A. Wiggins
8:57.0,,,48-45,,K. Garnett misses 2-pt shot from 20 ft
8:56.0,Defensive rebound by D. Williams,,48-45,,
8:49.0,D. Williams misses 3-pt shot from 25 ft,,48-45,,
8:47.0,,,48-45,,Defensive rebound by Team
8:47.0,R. Felton enters the game for C. Parsons,,48-45,,
8:34.0,,,48-47,2,R. Rubio makes 2-pt shot from 20 ft (assist by K. Towns)
8:19.0,W. Matthews misses 2-pt shot from 17 ft,,48-47,,
8:17.0,,,48-47,,Defensive rebound by Team
8:17.0,,,48-47,,A. Payne enters the game for K. Garnett
7:54.0,,,48-47,,A. Wiggins misses 3-pt shot from 24 ft
7:53.0,Defensive rebound by Team,,48-47,,
7:34.0,D. Nowitzki makes 2-pt shot from 20 ft (assist by R. Felton),2,50-47,,
7:14.0,,,50-49,2,K. Towns makes 2-pt shot from 4 ft (assist by T. Prince)
6:58.0,D. Nowitzki misses 2-pt shot from 16 ft,,50-49,,
6:57.0,,,50-49,,Defensive rebound by K. Towns
6:44.0,,,50-49,,A. Payne misses 2-pt shot from 3 ft
6:43.0,,,50-49,,Offensive rebound by K. Towns
6:42.0,,,50-51,2,K. Towns makes 2-pt shot from 2 ft
6:41.0,Dallas full timeout,,50-51,,
6:20.0,D. Williams misses 2-pt shot from 1 ft,,50-51,,
6:18.0,,,50-51,,Defensive rebound by A. Payne
6:06.0,,,50-51,,Turnover by R. Rubio (bad pass)
5:51.0,D. Nowitzki makes 2-pt shot from 19 ft (assist by Z. Pachulia),2,52-51,,
5:34.0,,,52-51,,Turnover by K. Towns (lost ball)
5:25.0,R. Felton makes 2-pt shot from 1 ft (assist by Z. Pachulia),2,54-51,,
5:25.0,,,54-51,,Minnesota full timeout
5:25.0,C. Parsons enters the game for D. Nowitzki,,54-51,,
5:08.0,,,54-51,,A. Payne misses 2-pt shot from 1 ft
5:07.0,Defensive rebound by W. Matthews,,54-51,,
4:51.0,,,54-51,,Violation by A. Payne (def goaltending)
4:51.0,Z. Pachulia makes 2-pt shot at rim (assist by R. Felton),2,56-51,,
4:38.0,,,56-51,,A. Wiggins misses 2-pt shot from 19 ft
4:36.0,,,56-51,,Offensive rebound by Team
4:36.0,,,56-51,,S. Muhammad enters the game for T. Prince
4:27.0,Technical foul by Z. Pachulia,,56-51,,
4:27.0,,,56-52,1,R. Rubio makes technical free throw
4:27.0,,,56-52,,N. Pekovic enters the game for K. Towns
4:20.0,,,56-52,,S. Muhammad misses 3-pt shot from 24 ft
4:19.0,Defensive rebound by D. Williams,,56-52,,
4:00.0,D. Williams misses 2-pt shot from 9 ft,,56-52,,
3:59.0,,,56-52,,Defensive rebound by R. Rubio
3:56.0,,,56-52,,S. Muhammad misses 2-pt shot from 1 ft (block by R. Felton)
3:55.0,,,56-52,,Offensive rebound by Team
3:55.0,D. Harris enters the game for D. Williams,,56-52,,
3:41.0,,,56-52,,R. Rubio misses 2-pt shot from 18 ft
3:40.0,,,56-52,,Offensive rebound by Team
3:40.0,Loose ball foul by Z. Pachulia (drawn by N. Pekovic),,56-52,,
3:33.0,,,56-52,,N. Pekovic misses 2-pt shot from 2 ft
3:31.0,Defensive rebound by W. Matthews,,56-52,,
3:27.0,Turnover by D. Harris (lost ball; steal by A. Payne),,56-52,,
3:18.0,,,56-52,,A. Payne misses 2-pt shot at rim (block by Z. Pachulia)
3:17.0,,,56-52,,Offensive rebound by Team
3:05.0,Personal foul by R. Felton (drawn by N. Pekovic),,56-52,,
2:55.0,,,56-52,,A. Payne misses 3-pt shot from 24 ft
2:54.0,Defensive rebound by W. Matthews,,56-52,,
2:49.0,,,56-52,,Personal foul by N. Pekovic (drawn by Z. Pachulia)
2:49.0,J. McGee enters the game for Z. Pachulia,,56-52,,
2:49.0,D. Nowitzki enters the game for W. Matthews,,56-52,,
2:49.0,J. Barea enters the game for R. Felton,,56-52,,
2:34.0,J. Barea misses 3-pt shot from 25 ft,,56-52,,
2:33.0,,,56-52,,Defensive rebound by N. Pekovic
2:24.0,,,56-54,2,R. Rubio makes 2-pt shot from 1 ft
2:16.0,,,56-54,,Personal foul by A. Payne (drawn by D. Nowitzki)
2:16.0,,,56-54,,A. Miller enters the game for R. Rubio
2:16.0,,,56-54,,K. Martin enters the game for A. Wiggins
2:08.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea),3,59-54,,
1:48.0,,,59-54,,Turnover by A. Miller (bad pass)
1:29.0,J. McGee makes 2-pt shot at rim (assist by J. Barea),2,61-54,,
1:27.0,,,61-54,,Turnover by A. Payne (bad pass; steal by D. Harris)
1:25.0,D. Harris makes 2-pt shot at rim,2,63-54,,
1:01.0,,,63-54,,Shooting foul by C. Parsons (drawn by S. Muhammad)
1:01.0,,,63-54,,S. Muhammad misses free throw 1 of 2
1:01.0,,,63-54,,Offensive rebound by Team
1:01.0,,,63-54,,N. Bjelica enters the game for A. Payne
1:01.0,,,63-55,1,S. Muhammad makes free throw 2 of 2
0:41.0,C. Parsons makes 3-pt shot from 24 ft (assist by D. Harris),3,66-55,,
0:18.0,,,66-55,,S. Muhammad misses 3-pt shot from 23 ft
0:17.0,Defensive rebound by C. Parsons,,66-55,,
0:09.0,,,66-55,,Personal foul by N. Pekovic (drawn by J. McGee)
0:00.0,J. Barea makes 2-pt shot from 19 ft (assist by D. Nowitzki),2,68-55,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,68-55,,N. Pekovic misses 2-pt shot from 3 ft
11:42.0,Defensive rebound by D. Nowitzki,,68-55,,
11:23.0,D. Harris misses 3-pt shot from 24 ft,,68-55,,
11:22.0,,,68-55,,Defensive rebound by S. Muhammad
11:08.0,,,68-55,,Turnover by K. Martin (step out of bounds)
10:58.0,Turnover by J. Barea (bad pass),,68-55,,
10:40.0,,,68-58,3,N. Bjelica makes 3-pt shot from 24 ft (assist by A. Miller)
10:18.0,D. Nowitzki makes 2-pt shot from 12 ft,2,70-58,,
10:06.0,,,70-60,2,A. Miller makes 2-pt shot from 2 ft
10:06.0,,,70-60,,Shooting foul by J. McGee (drawn by A. Miller)
10:06.0,,,70-60,,Minnesota full timeout
10:06.0,,,70-61,1,A. Miller makes free throw 1 of 1
9:49.0,,,70-61,,Personal foul by N. Bjelica (drawn by D. Nowitzki)
9:36.0,J. Barea makes 2-pt shot from 20 ft,2,72-61,,
9:11.0,,,72-63,2,S. Muhammad makes 2-pt shot from 7 ft
8:59.0,D. Nowitzki makes 3-pt shot from 24 ft (assist by J. Barea),3,75-63,,
8:45.0,,,75-63,,K. Martin misses 3-pt shot from 24 ft
8:44.0,Defensive rebound by D. Nowitzki,,75-63,,
8:30.0,,,75-63,,Personal foul by A. Miller (drawn by D. Nowitzki)
8:30.0,,,75-63,,A. Wiggins enters the game for K. Martin
8:30.0,,,75-63,,K. Towns enters the game for N. Pekovic
8:30.0,W. Matthews enters the game for C. Parsons,,75-63,,
8:24.0,J. Barea misses 2-pt shot from 1 ft (block by K. Towns),,75-63,,
8:23.0,Offensive rebound by D. Harris,,75-63,,
8:19.0,D. Nowitzki misses 3-pt shot from 25 ft,,75-63,,
8:18.0,,,75-63,,Defensive rebound by A. Wiggins
8:09.0,,,75-66,3,N. Bjelica makes 3-pt shot from 23 ft (assist by A. Miller)
8:08.0,Dallas full timeout,,75-66,,
8:08.0,,,75-66,,R. Rubio enters the game for A. Miller
7:53.0,Shooting foul by S. Muhammad (drawn by D. Harris),,75-66,,
7:53.0,D. Harris makes free throw 1 of 2,1,76-66,,
7:53.0,D. Powell enters the game for D. Nowitzki,,76-66,,
7:53.0,D. Harris misses free throw 2 of 2,,76-66,,
7:53.0,,,76-66,,Defensive rebound by N. Bjelica
7:33.0,,,76-66,,K. Towns misses 2-pt shot from 19 ft
7:30.0,,,76-66,,Offensive rebound by R. Rubio
7:29.0,,,76-66,,Turnover by Team (shot clock)
7:29.0,Z. Pachulia enters the game for J. McGee,,76-66,,
7:05.0,J. Barea misses 3-pt shot from 24 ft,,76-66,,
7:04.0,,,76-66,,Defensive rebound by K. Towns
6:48.0,Personal foul by W. Matthews (drawn by A. Wiggins),,76-66,,
6:39.0,,,76-69,3,S. Muhammad makes 3-pt shot from 23 ft (assist by R. Rubio)
6:20.0,Shooting foul by S. Muhammad (drawn by D. Harris),,76-69,,
6:20.0,D. Harris misses free throw 1 of 2,,76-69,,
6:20.0,Offensive rebound by Team,,76-69,,
6:20.0,D. Harris misses free throw 2 of 2,,76-69,,
6:19.0,,,76-69,,Defensive rebound by Team
6:09.0,,,76-69,,A. Wiggins misses 2-pt shot from 3 ft
6:08.0,Defensive rebound by D. Harris,,76-69,,
5:52.0,J. Barea makes 2-pt shot from 2 ft,2,78-69,,
5:43.0,,,78-69,,Offensive foul by K. Towns
5:43.0,,,78-69,,Turnover by K. Towns (offensive foul)
5:43.0,D. Williams enters the game for J. Barea,,78-69,,
5:43.0,R. Felton enters the game for D. Harris,,78-69,,
5:27.0,Turnover by W. Matthews (bad pass),,78-69,,
5:06.0,,,78-69,,R. Rubio misses 2-pt shot from 20 ft
5:04.0,,,78-69,,Offensive rebound by A. Wiggins
5:01.0,,,78-69,,A. Wiggins misses 2-pt shot from 3 ft
5:00.0,,,78-69,,Offensive rebound by S. Muhammad
4:57.0,,,78-69,,S. Muhammad misses 2-pt shot from 5 ft
4:56.0,Defensive rebound by Z. Pachulia,,78-69,,
4:49.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Williams),3,81-69,,
4:46.0,,,81-69,,Minnesota full timeout
4:28.0,,,81-69,,Shooting foul by W. Matthews (drawn by A. Wiggins)
4:28.0,,,81-70,1,A. Wiggins makes free throw 1 of 2
4:28.0,,,81-71,1,A. Wiggins makes free throw 2 of 2
4:13.0,Turnover by Z. Pachulia (bad pass; steal by N. Bjelica),,81-71,,
4:07.0,,,81-73,2,S. Muhammad makes 2-pt shot from 2 ft (assist by A. Wiggins)
3:47.0,D. Williams makes 2-pt shot at rim,2,83-73,,
3:28.0,,,83-73,,Shooting foul by D. Williams (drawn by S. Muhammad)
3:28.0,,,83-74,1,S. Muhammad makes free throw 1 of 2
3:28.0,,,83-75,1,S. Muhammad makes free throw 2 of 2
3:11.0,D. Williams misses 2-pt shot from 19 ft,,83-75,,
3:10.0,,,83-75,,Defensive rebound by N. Bjelica
3:06.0,,,83-77,2,A. Wiggins makes 2-pt shot at rim (assist by R. Rubio)
3:05.0,Dallas full timeout,,83-77,,
3:05.0,D. Nowitzki enters the game for D. Powell,,83-77,,
2:51.0,R. Felton makes 2-pt shot from 18 ft,2,85-77,,
2:38.0,,,85-79,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
