time,Boston,pts.away,score,pts.home,Washington
6:21.0,,,9-10,,Defensive rebound by M. Gortat
6:18.0,,,9-10,,Shooting foul by J. Sullinger (drawn by G. Temple)
6:18.0,,,9-11,1,G. Temple makes free throw 1 of 2
6:18.0,M. Smart enters the game for A. Bradley,,9-11,,
6:18.0,,,9-11,,J. Dudley enters the game for N. Hilario
6:18.0,E. Turner enters the game for J. Sullinger,,9-11,,
6:18.0,,,9-12,1,G. Temple makes free throw 2 of 2
5:59.0,J. Crowder misses 2-pt shot from 12 ft,,9-12,,
5:58.0,,,9-12,,Defensive rebound by J. Dudley
5:54.0,,,9-12,,G. Temple misses 2-pt shot from 2 ft (block by A. Johnson)
5:52.0,Defensive rebound by M. Smart,,9-12,,
5:48.0,J. Crowder makes 2-pt shot at rim (assist by M. Smart),2,11-12,,
5:34.0,,,11-12,,M. Gortat misses 2-pt shot from 12 ft
5:33.0,Defensive rebound by E. Turner,,11-12,,
5:23.0,Turnover by E. Turner (traveling),,11-12,,
5:23.0,,,11-12,,Washington full timeout
5:23.0,,,11-12,,B. Beal enters the game for O. Porter
4:58.0,,,11-12,,J. Wall misses 3-pt shot from 24 ft
4:56.0,Defensive rebound by J. Crowder,,11-12,,
4:42.0,J. Crowder misses 2-pt shot from 18 ft,,11-12,,
4:41.0,,,11-12,,Defensive rebound by M. Gortat
4:34.0,,,11-12,,B. Beal misses 3-pt shot from 24 ft
4:33.0,Defensive rebound by M. Smart,,11-12,,
4:24.0,A. Johnson makes 2-pt shot from 1 ft (assist by J. Crowder),2,13-12,,
4:18.0,,,13-14,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
4:07.0,K. Olynyk enters the game for J. Crowder,,13-14,,
4:07.0,Jump ball: I. Thomas vs. J. Wall (K. Olynyk gains possession),,,,Jump ball: I. Thomas vs. J. Wall (K. Olynyk gains possession)
4:00.0,M. Smart misses 3-pt shot from 27 ft,,13-14,,
4:00.0,,,13-14,,Defensive rebound by G. Temple
3:49.0,,,13-14,,J. Wall misses 2-pt shot from 16 ft
3:48.0,Defensive rebound by A. Johnson,,13-14,,
3:24.0,Turnover by Team (shot clock),,13-14,,
3:08.0,,,13-16,2,B. Beal makes 2-pt shot from 7 ft (assist by J. Wall)
2:54.0,A. Johnson misses 2-pt shot from 1 ft (block by J. Wall),,13-16,,
2:53.0,Offensive rebound by Team,,13-16,,
2:53.0,Boston full timeout,,13-16,,
2:53.0,J. Jerebko enters the game for A. Johnson,,13-16,,
2:42.0,E. Turner makes 2-pt shot from 15 ft,2,15-16,,
2:27.0,,,15-16,,Turnover by B. Beal (bad pass)
2:10.0,J. Jerebko misses 2-pt shot from 12 ft,,15-16,,
2:09.0,,,15-16,,Defensive rebound by M. Gortat
2:01.0,,,15-18,2,M. Gortat makes 2-pt shot from 2 ft (assist by B. Beal)
1:49.0,Turnover by I. Thomas (bad pass; steal by B. Beal),,15-18,,
1:44.0,,,15-18,,G. Temple misses 2-pt shot at rim
1:42.0,Defensive rebound by M. Smart,,15-18,,
1:34.0,M. Smart misses 2-pt shot from 1 ft,,15-18,,
1:33.0,,,15-18,,Defensive rebound by B. Beal
1:24.0,,,15-20,2,B. Beal makes 2-pt shot from 10 ft
1:09.0,Shooting foul by B. Beal (drawn by I. Thomas),,15-20,,
1:09.0,I. Thomas makes free throw 1 of 2,1,16-20,,
1:09.0,,,16-20,,R. Sessions enters the game for J. Wall
1:09.0,,,16-20,,G. Neal enters the game for G. Temple
1:09.0,I. Thomas makes free throw 2 of 2,1,17-20,,
0:58.0,,,17-20,,B. Beal misses 2-pt shot from 15 ft
0:57.0,Defensive rebound by Team,,17-20,,
0:46.0,K. Olynyk misses 2-pt shot from 17 ft,,17-20,,
0:45.0,,,17-20,,Defensive rebound by R. Sessions
0:34.0,,,17-20,,Turnover by B. Beal (bad pass; steal by M. Smart)
0:30.0,K. Olynyk makes 2-pt shot from 1 ft (assist by M. Smart),2,19-20,,
0:08.0,,,19-20,,B. Beal misses 3-pt shot from 25 ft
0:07.0,Defensive rebound by I. Thomas,,19-20,,
0:01.0,Shooting foul by B. Beal (drawn by E. Turner),,19-20,,
0:01.0,E. Turner makes free throw 1 of 3,1,20-20,,
0:01.0,E. Turner makes free throw 2 of 3,1,21-20,,
0:01.0,A. Johnson enters the game for I. Thomas,,21-20,,
0:01.0,E. Turner makes free throw 3 of 3,1,22-20,,
0:00.0,,,22-20,,B. Beal misses 3-pt shot from 63 ft
0:00.0,,,22-20,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,A. Bradley misses 3-pt shot from 25 ft,,22-20,,
11:42.0,,,22-20,,Defensive rebound by R. Sessions
11:21.0,,,22-20,,N. Hilario misses 2-pt shot from 14 ft
11:20.0,Defensive rebound by M. Smart,,22-20,,
11:06.0,A. Bradley misses 2-pt shot from 18 ft,,22-20,,
11:04.0,,,22-20,,Defensive rebound by N. Hilario
10:55.0,,,22-20,,R. Sessions misses 2-pt shot from 20 ft
10:54.0,Defensive rebound by J. Jerebko,,22-20,,
10:45.0,K. Olynyk misses 2-pt shot from 5 ft,,22-20,,
10:45.0,,,22-20,,Defensive rebound by Team
10:45.0,Loose ball foul by K. Olynyk (drawn by N. Hilario),,22-20,,
10:33.0,,,22-20,,Turnover by R. Sessions (offensive foul)
10:33.0,,,22-20,,Offensive foul by R. Sessions
10:22.0,K. Olynyk misses 3-pt shot from 25 ft,,22-20,,
10:21.0,,,22-20,,Defensive rebound by G. Neal
10:10.0,,,22-22,2,G. Neal makes 2-pt shot from 18 ft (assist by N. Hilario)
9:59.0,,,22-22,,Personal foul by G. Neal (drawn by E. Turner)
9:48.0,A. Bradley makes 2-pt shot from 4 ft,2,24-22,,
9:36.0,,,24-24,2,N. Hilario makes 2-pt shot from 1 ft
9:17.0,E. Turner makes 2-pt shot from 17 ft (assist by K. Olynyk),2,26-24,,
9:11.0,,,26-24,,Turnover by B. Beal (lost ball; steal by A. Bradley)
9:05.0,A. Bradley misses 2-pt shot from 19 ft,,26-24,,
9:03.0,,,26-24,,Defensive rebound by N. Hilario
8:48.0,,,26-27,3,J. Dudley makes 3-pt shot from 23 ft (assist by G. Neal)
8:20.0,M. Smart makes 2-pt shot at rim (assist by K. Olynyk),2,28-27,,
8:03.0,Personal foul by M. Smart (drawn by N. Hilario),,28-27,,
8:03.0,Official timeout,,28-27,,
8:03.0,,,28-27,,O. Porter enters the game for B. Beal
8:03.0,T. Zeller enters the game for J. Jerebko,,28-27,,
7:51.0,,,28-27,,Offensive foul by G. Neal
7:51.0,,,28-27,,Turnover by G. Neal (offensive foul)
7:42.0,T. Zeller makes 2-pt shot from 2 ft (assist by E. Turner),2,30-27,,
7:42.0,Shooting foul by G. Neal (drawn by T. Zeller),,30-27,,
7:42.0,T. Zeller makes free throw 1 of 1,1,31-27,,
7:31.0,Violation by K. Olynyk (def goaltending),,31-27,,
7:31.0,,,31-29,2,R. Sessions makes 2-pt shot at rim (assist by N. Hilario)
7:15.0,Shooting foul by O. Porter (drawn by E. Turner),,31-29,,
7:15.0,E. Turner makes free throw 1 of 2,1,32-29,,
7:15.0,,,32-29,,J. Wall enters the game for G. Neal
7:15.0,E. Turner misses free throw 2 of 2,,32-29,,
7:14.0,,,32-29,,Defensive rebound by O. Porter
6:56.0,,,32-31,2,J. Dudley makes 2-pt shot at rim (assist by J. Wall)
6:37.0,T. Zeller misses 2-pt shot from 2 ft,,32-31,,
6:36.0,,,32-31,,Defensive rebound by Team
6:36.0,Loose ball foul by T. Zeller (drawn by O. Porter),,32-31,,
6:30.0,Personal foul by A. Bradley (drawn by J. Wall),,32-31,,
6:30.0,J. Crowder enters the game for K. Olynyk,,32-31,,
6:24.0,,,32-31,,Shooting foul by T. Zeller (drawn by R. Sessions)
6:24.0,,,32-32,1,R. Sessions makes free throw 1 of 2
6:24.0,,,32-33,1,R. Sessions makes free throw 2 of 2
6:14.0,J. Crowder makes 2-pt shot from 1 ft (assist by A. Bradley),2,34-33,,
6:06.0,,,34-36,3,J. Dudley makes 3-pt shot from 25 ft (assist by J. Wall)
5:55.0,E. Turner misses 2-pt shot from 10 ft,,34-36,,
5:54.0,,,34-36,,Defensive rebound by O. Porter
5:49.0,,,34-36,,Shooting foul by M. Smart (drawn by R. Sessions)
5:49.0,,,34-36,,Washington full timeout
5:49.0,,,34-37,1,R. Sessions makes free throw 1 of 2
5:49.0,,,34-38,1,R. Sessions makes free throw 2 of 2
5:33.0,M. Smart misses 2-pt shot from 8 ft,,34-38,,
5:32.0,,,34-38,,Defensive rebound by O. Porter
5:18.0,,,34-41,3,O. Porter makes 3-pt shot from 24 ft (assist by J. Dudley)
4:59.0,M. Smart makes 2-pt shot from 17 ft,2,36-41,,
4:42.0,,,36-41,,Turnover by J. Wall (bad pass; steal by T. Zeller)
4:34.0,T. Zeller makes 2-pt shot from 1 ft (assist by A. Bradley),2,38-41,,
4:11.0,,,38-41,,M. Gortat enters the game for N. Hilario
4:11.0,I. Thomas enters the game for E. Turner,,38-41,,
4:11.0,J. Sullinger enters the game for M. Smart,,38-41,,
4:11.0,Jump ball: J. Dudley vs. T. Zeller (A. Bradley gains possession),,,,Jump ball: J. Dudley vs. T. Zeller (A. Bradley gains possession)
4:11.0,,,38-41,,Turnover by J. Dudley (lost ball; steal by T. Zeller)
3:49.0,J. Sullinger makes 2-pt shot from 21 ft (assist by I. Thomas),2,40-41,,
3:38.0,,,40-43,2,M. Gortat makes 2-pt shot from 16 ft (assist by O. Porter)
3:21.0,J. Crowder makes 2-pt shot from 21 ft (assist by I. Thomas),2,42-43,,
3:12.0,,,42-43,,J. Wall misses 2-pt shot from 20 ft
3:11.0,Defensive rebound by J. Crowder,,42-43,,
3:01.0,T. Zeller makes 2-pt shot from 5 ft (assist by I. Thomas),2,44-43,,
2:50.0,,,44-43,,Shooting foul by J. Crowder (drawn by M. Gortat)
2:50.0,Boston full timeout,,44-43,,
2:50.0,,,44-43,,G. Temple enters the game for R. Sessions
2:50.0,,,44-44,1,M. Gortat makes free throw 1 of 2
2:50.0,,,44-45,1,M. Gortat makes free throw 2 of 2
2:38.0,I. Thomas misses 2-pt shot from 9 ft,,44-45,,
2:37.0,,,44-45,,Defensive rebound by G. Temple
2:19.0,,,44-45,,J. Dudley misses 2-pt shot from 18 ft
2:19.0,,,44-45,,Offensive rebound by Team
2:19.0,Loose ball foul by J. Crowder (drawn by O. Porter),,44-45,,
2:19.0,,,44-45,,O. Porter misses free throw 1 of 2
2:19.0,,,44-45,,Offensive rebound by Team
2:19.0,,,44-46,1,O. Porter makes free throw 2 of 2
2:01.0,J. Crowder misses 3-pt shot from 26 ft,,44-46,,
1:59.0,Offensive rebound by J. Crowder,,44-46,,
1:55.0,A. Bradley misses 3-pt shot from 26 ft,,44-46,,
1:55.0,,,44-46,,Defensive rebound by J. Wall
1:50.0,Personal foul by A. Bradley (drawn by J. Wall),,44-46,,
1:50.0,,,44-46,,J. Wall misses free throw 1 of 2
1:50.0,,,44-46,,Offensive rebound by Team
1:50.0,A. Johnson enters the game for T. Zeller,,44-46,,
1:50.0,,,44-47,1,J. Wall makes free throw 2 of 2
1:37.0,J. Sullinger makes 2-pt shot from 20 ft (assist by I. Thomas),2,46-47,,
1:23.0,,,46-47,,Turnover by J. Wall (bad pass)
1:15.0,Turnover by I. Thomas (bad pass; steal by J. Wall),,46-47,,
1:14.0,,,46-47,,Turnover by J. Dudley (bad pass; steal by I. Thomas)
1:11.0,A. Bradley makes 2-pt shot from 13 ft (assist by I. Thomas),2,48-47,,
0:57.0,,,48-49,2,J. Dudley makes 2-pt shot from 16 ft (assist by M. Gortat)
0:38.0,I. Thomas makes 2-pt shot from 18 ft,2,50-49,,
0:32.0,,,50-49,,J. Wall misses 3-pt shot from 29 ft
0:30.0,Defensive rebound by A. Bradley,,50-49,,
0:07.0,I. Thomas makes 3-pt shot from 25 ft,3,53-49,,
0:01.0,,,53-49,,G. Temple misses 3-pt shot from 24 ft
0:00.0,,,53-49,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Crowder makes 2-pt shot from 19 ft (assist by A. Bradley),2,55-49,,
11:23.0,,,55-49,,N. Hilario misses 2-pt shot from 9 ft
11:23.0,Defensive rebound by J. Sullinger,,55-49,,
11:05.0,J. Crowder misses 3-pt shot from 27 ft,,55-49,,
11:04.0,,,55-49,,Defensive rebound by M. Gortat
10:57.0,,,55-52,3,O. Porter makes 3-pt shot from 25 ft (assist by J. Wall)
10:39.0,Shooting foul by M. Gortat (drawn by J. Sullinger),,55-52,,
10:39.0,J. Sullinger misses free throw 1 of 2,,55-52,,
10:39.0,Offensive rebound by Team,,55-52,,
10:39.0,J. Sullinger makes free throw 2 of 2,1,56-52,,
10:29.0,,,56-52,,Turnover by J. Wall (bad pass; steal by A. Bradley)
10:16.0,J. Sullinger misses 2-pt shot from 2 ft (block by J. Wall),,56-52,,
10:15.0,Offensive rebound by J. Sullinger,,56-52,,
10:13.0,J. Crowder misses 3-pt shot from 24 ft,,56-52,,
10:12.0,,,56-52,,Defensive rebound by M. Gortat
10:05.0,,,56-52,,O. Porter misses 3-pt shot from 26 ft
10:04.0,,,56-52,,Offensive rebound by N. Hilario
10:04.0,Loose ball foul by I. Thomas (drawn by N. Hilario),,56-52,,
10:00.0,,,56-52,,J. Wall misses 2-pt shot from 1 ft
9:59.0,Defensive rebound by A. Bradley,,56-52,,
9:52.0,A. Bradley misses 2-pt shot from 22 ft,,56-52,,
9:51.0,,,56-52,,Defensive rebound by N. Hilario
9:42.0,,,56-52,,G. Temple misses 2-pt shot from 17 ft
9:41.0,Defensive rebound by J. Sullinger,,56-52,,
9:23.0,I. Thomas makes 2-pt shot at rim,2,58-52,,
9:23.0,Shooting foul by J. Wall (drawn by I. Thomas),,58-52,,
9:23.0,I. Thomas makes free throw 1 of 1,1,59-52,,
9:02.0,,,59-52,,J. Wall misses 3-pt shot from 26 ft
9:01.0,Defensive rebound by J. Sullinger,,59-52,,
8:58.0,Turnover by J. Sullinger (bad pass),,59-52,,
8:43.0,,,59-52,,Turnover by N. Hilario (bad pass)
8:30.0,,,59-52,,Personal foul by M. Gortat (drawn by A. Johnson)
8:24.0,A. Bradley makes 3-pt shot from 25 ft (assist by I. Thomas),3,62-52,,
8:18.0,,,62-52,,Washington full timeout
8:11.0,Personal foul by A. Johnson (drawn by J. Wall),,62-52,,
8:03.0,,,62-54,2,N. Hilario makes 2-pt shot from 18 ft (assist by J. Wall)
7:34.0,J. Sullinger misses 2-pt shot from 5 ft,,62-54,,
7:33.0,,,62-54,,Defensive rebound by N. Hilario
7:25.0,,,62-54,,G. Temple misses 3-pt shot from 24 ft
7:24.0,Defensive rebound by I. Thomas,,62-54,,
7:17.0,Turnover by J. Crowder (bad pass; steal by N. Hilario),,62-54,,
7:12.0,,,62-56,2,O. Porter makes 2-pt shot at rim (assist by J. Wall)
6:51.0,J. Sullinger makes 2-pt shot from 21 ft (assist by I. Thomas),2,64-56,,
6:38.0,,,64-56,,N. Hilario misses 2-pt shot from 19 ft
6:37.0,,,64-56,,Offensive rebound by M. Gortat
6:37.0,,,64-56,,Shooting foul by A. Bradley (drawn by M. Gortat)
6:37.0,,,64-57,1,M. Gortat makes free throw 1 of 2
6:37.0,,,64-57,,G. Neal enters the game for O. Porter
6:37.0,,,64-58,1,M. Gortat makes free throw 2 of 2
6:19.0,A. Johnson misses 3-pt shot from 27 ft,,64-58,,
6:18.0,,,64-58,,Defensive rebound by G. Neal
6:09.0,,,64-58,,G. Neal misses 2-pt shot from 20 ft
6:08.0,,,64-58,,Offensive rebound by M. Gortat
6:01.0,,,64-58,,Shooting foul by J. Sullinger (drawn by J. Wall)
6:01.0,,,64-58,,J. Wall misses free throw 1 of 2
6:01.0,,,64-58,,Offensive rebound by Team
6:01.0,M. Smart enters the game for J. Sullinger,,64-58,,
6:01.0,E. Turner enters the game for J. Crowder,,64-58,,
6:01.0,,,64-58,,J. Dudley enters the game for N. Hilario
6:01.0,,,64-59,1,J. Wall makes free throw 2 of 2
5:45.0,I. Thomas misses 2-pt shot from 21 ft,,64-59,,
5:44.0,,,64-59,,Defensive rebound by M. Gortat
5:26.0,,,64-59,,G. Neal misses 3-pt shot from 25 ft
5:25.0,Defensive rebound by I. Thomas,,64-59,,
5:18.0,Shooting foul by J. Wall (drawn by A. Johnson),,64-59,,
5:18.0,A. Johnson makes free throw 1 of 2,1,65-59,,
5:18.0,A. Johnson makes free throw 2 of 2,1,66-59,,
5:08.0,,,66-61,2,J. Wall makes 2-pt shot from 14 ft
4:50.0,A. Johnson misses 2-pt shot from 6 ft (block by M. Gortat),,66-61,,
4:49.0,,,66-61,,Defensive rebound by G. Temple
4:38.0,,,66-63,2,J. Wall makes 2-pt shot at rim (assist by G. Neal)
4:17.0,A. Bradley makes 2-pt shot at rim (assist by A. Johnson),2,68-63,,
4:06.0,,,68-63,,Turnover by J. Wall (bad pass; steal by M. Smart)
4:01.0,I. Thomas makes 2-pt shot at rim (assist by E. Turner),2,70-63,,
3:46.0,,,70-65,2,G. Neal makes 2-pt shot from 19 ft
3:28.0,,,70-65,,Personal foul by G. Temple (drawn by I. Thomas)
3:28.0,I. Thomas makes free throw 1 of 2,1,71-65,,
3:28.0,I. Thomas makes free throw 2 of 2,1,72-65,,
3:14.0,Personal foul by A. Bradley (drawn by J. Dudley),,72-65,,
3:14.0,,,72-66,1,J. Dudley makes free throw 1 of 2
3:14.0,K. Olynyk enters the game for A. Bradley,,72-66,,
3:14.0,,,72-67,1,J. Dudley makes free throw 2 of 2
2:55.0,K. Olynyk makes 3-pt shot from 26 ft (assist by I. Thomas),3,75-67,,
2:41.0,,,75-67,,J. Dudley misses 3-pt shot from 26 ft
2:40.0,Defensive rebound by I. Thomas,,75-67,,
2:30.0,Shooting foul by J. Dudley (drawn by K. Olynyk),,75-67,,
2:30.0,Boston full timeout,,75-67,,
2:30.0,K. Olynyk misses free throw 1 of 2,,75-67,,
2:30.0,Offensive rebound by Team,,75-67,,
2:30.0,K. Olynyk makes free throw 2 of 2,1,76-67,,
2:19.0,,,76-67,,Offensive foul by M. Gortat
2:19.0,,,76-67,,Turnover by M. Gortat (offensive foul)
2:19.0,,,76-67,,O. Porter enters the game for G. Temple
2:19.0,,,76-67,,N. Hilario enters the game for M. Gortat
1:59.0,I. Thomas misses 2-pt shot from 1 ft,,76-67,,
1:57.0,Offensive rebound by A. Johnson,,76-67,,
1:52.0,M. Smart makes 2-pt shot from 1 ft (assist by A. Johnson),2,78-67,,
1:26.0,,,78-67,,J. Wall misses 2-pt shot from 15 ft
1:25.0,Defensive rebound by A. Johnson,,78-67,,
1:19.0,E. Turner makes 2-pt shot from 1 ft (assist by I. Thomas),2,80-67,,
1:12.0,,,80-70,3,G. Neal makes 3-pt shot from 25 ft
0:55.0,,,80-70,,Personal foul by G. Neal (drawn by K. Olynyk)
0:55.0,K. Olynyk makes free throw 1 of 2,1,81-70,,
0:55.0,,,81-70,,R. Sessions enters the game for J. Wall
0:55.0,K. Olynyk makes free throw 2 of 2,1,82-70,,
0:45.0,,,82-70,,Shooting foul by M. Smart (drawn by N. Hilario)
0:45.0,,,82-70,,N. Hilario misses free throw 1 of 2
0:45.0,,,82-70,,Offensive rebound by Team
0:45.0,,,82-70,,K. Oubre enters the game for G. Neal
0:45.0,,,82-70,,N. Hilario misses free throw 2 of 2
0:44.0,Defensive rebound by K. Olynyk,,82-70,,
0:33.0,I. Thomas makes 2-pt shot from 19 ft,2,84-70,,
0:19.0,,,84-70,,Turnover by R. Sessions (discontinued dribble)
0:04.0,I. Thomas misses 2-pt shot from 17 ft,,84-70,,
0:02.0,,,84-70,,Defensive rebound by O. Porter
0:00.0,,,84-70,,O. Porter misses 3-pt shot from 61 ft
0:00.0,,,84-70,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,84-70,,Turnover by J. Dudley (bad pass; steal by T. Zeller)
11:33.0,E. Turner misses 2-pt shot from 11 ft,,84-70,,
11:32.0,,,84-70,,Defensive rebound by O. Porter
11:22.0,Personal foul by T. Zeller (drawn by N. Hilario),,84-70,,
11:09.0,,,84-70,,N. Hilario misses 2-pt shot from 16 ft
11:08.0,Defensive rebound by K. Olynyk,,84-70,,
10:55.0,Turnover by K. Olynyk (bad pass),,84-70,,
10:39.0,,,84-70,,Shooting foul by T. Zeller (drawn by J. Dudley)
10:39.0,,,84-70,,J. Dudley misses free throw 1 of 2
10:39.0,,,84-70,,Offensive rebound by Team
10:39.0,,,84-71,1,J. Dudley makes free throw 2 of 2
10:27.0,T. Zeller misses 2-pt shot from 9 ft,,84-71,,
10:26.0,,,84-71,,Defensive rebound by Team
10:19.0,,,84-71,,Turnover by O. Porter (bad pass; steal by E. Turner)
10:13.0,Shooting foul by O. Porter (drawn by K. Olynyk),,84-71,,
10:13.0,K. Olynyk makes free throw 1 of 2,1,85-71,,
10:13.0,K. Olynyk makes free throw 2 of 2,1,86-71,,
10:02.0,,,86-73,2,J. Dudley makes 2-pt shot from 20 ft (assist by R. Sessions)
9:46.0,K. Olynyk misses 2-pt shot from 17 ft,,86-73,,
9:44.0,,,86-73,,Defensive rebound by J. Dudley
9:36.0,,,86-75,2,R. Sessions makes 2-pt shot at rim (assist by O. Porter)
9:26.0,,,86-75,,Flagrant foul type 1 by N. Hilario (drawn by M. Smart)
9:26.0,M. Smart makes flagrant free throw 1 of 2,1,87-75,,
9:26.0,M. Smart misses flagrant free throw 2 of 2,,87-75,,
9:26.0,Offensive rebound by Team,,87-75,,
9:19.0,Turnover by M. Smart (bad pass; steal by J. Dudley),,87-75,,
9:14.0,,,87-75,,Shooting foul by K. Olynyk (drawn by N. Hilario)
9:14.0,,,87-75,,N. Hilario misses free throw 1 of 2
9:14.0,,,87-75,,Offensive rebound by Team
9:14.0,,,87-75,,N. Hilario misses free throw 2 of 2
9:13.0,Defensive rebound by J. Crowder,,87-75,,
9:00.0,M. Smart misses 2-pt shot from 18 ft,,87-75,,
8:58.0,,,87-75,,Defensive rebound by K. Oubre
8:53.0,Personal foul by M. Smart (drawn by R. Sessions),,87-75,,
8:53.0,Official timeout,,87-75,,
8:53.0,,,87-75,,M. Gortat enters the game for N. Hilario
8:53.0,,,87-75,,J. Wall enters the game for K. Oubre
8:43.0,,,87-75,,Shooting foul by T. Zeller (drawn by R. Sessions)
8:43.0,,,87-76,1,R. Sessions makes free throw 1 of 2
8:43.0,,,87-76,,R. Sessions misses free throw 2 of 2
8:42.0,Defensive rebound by K. Olynyk,,87-76,,
8:22.0,E. Turner makes 2-pt shot at rim,2,89-76,,
8:12.0,,,89-76,,M. Gortat misses 2-pt shot from 9 ft
8:11.0,Defensive rebound by E. Turner,,89-76,,
7:59.0,E. Turner makes 2-pt shot at rim (assist by T. Zeller),2,91-76,,
7:40.0,,,91-76,,Turnover by M. Gortat (lost ball; steal by K. Olynyk)
7:30.0,J. Crowder makes 3-pt shot from 23 ft (assist by M. Smart),3,94-76,,
7:28.0,,,94-76,,Washington full timeout
7:17.0,,,94-78,2,O. Porter makes 2-pt shot from 6 ft (assist by J. Wall)
6:56.0,K. Olynyk misses 2-pt shot from 4 ft,,94-78,,
6:55.0,Offensive rebound by M. Smart,,94-78,,
6:51.0,K. Olynyk makes 3-pt shot from 26 ft (assist by M. Smart),3,97-78,,
6:34.0,,,97-78,,O. Porter misses 2-pt shot from 17 ft
6:34.0,Defensive rebound by E. Turner,,97-78,,
6:25.0,E. Turner makes 2-pt shot from 19 ft,2,99-78,,
6:14.0,,,99-78,,O. Porter misses 2-pt shot at rim
6:13.0,Defensive rebound by T. Zeller,,99-78,,
6:06.0,M. Smart makes 3-pt shot from 26 ft (assist by E. Turner),3,102-78,,
5:46.0,,,102-80,2,R. Sessions makes 2-pt shot from 19 ft (assist by J. Wall)
5:19.0,E. Turner misses 2-pt shot from 17 ft,,102-80,,
5:18.0,,,102-80,,Defensive rebound by Team
5:18.0,,,102-80,,D. Gooden enters the game for M. Gortat
5:18.0,,,102-80,,J. Eddie enters the game for J. Wall
5:10.0,,,102-80,,J. Eddie misses 3-pt shot from 25 ft
5:09.0,Defensive rebound by T. Zeller,,102-80,,
4:51.0,,,102-80,,D. Blair enters the game for J. Dudley
4:47.0,M. Smart misses 3-pt shot from 26 ft,,102-80,,
4:46.0,Offensive rebound by K. Olynyk,,102-80,,
4:34.0,,,102-80,,K. Oubre enters the game for O. Porter
4:29.0,J. Crowder misses 2-pt shot from 21 ft,,102-80,,
4:28.0,,,102-80,,Defensive rebound by J. Eddie
