time,LA Clippers,pts.away,score,pts.home,Minnesota
8:49.0,Personal foul by D. Jordan (drawn by K. Towns),,4-5,,
8:39.0,,,4-5,,K. Garnett misses 2-pt shot from 19 ft
8:37.0,,,4-5,,Offensive rebound by A. Wiggins
8:31.0,,,4-5,,Turnover by A. Wiggins (lost ball; steal by D. Jordan)
8:24.0,L. Mbah a Moute misses 2-pt shot from 2 ft,,4-5,,
8:23.0,Offensive rebound by B. Griffin,,4-5,,
8:23.0,B. Griffin makes 2-pt shot at rim,2,6-5,,
8:12.0,,,6-7,2,R. Rubio makes 2-pt shot from 16 ft
8:00.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,8-7,,
7:45.0,,,8-7,,Turnover by R. Rubio (bad pass; steal by B. Griffin)
7:40.0,C. Paul misses 2-pt shot from 15 ft,,8-7,,
7:39.0,,,8-7,,Defensive rebound by R. Rubio
7:31.0,,,8-7,,Turnover by K. Towns (bad pass; steal by D. Jordan)
7:30.0,,,8-7,,Personal foul by R. Rubio (drawn by C. Paul)
7:24.0,J. Redick misses 3-pt shot from 23 ft,,8-7,,
7:23.0,Offensive rebound by D. Jordan,,8-7,,
7:21.0,D. Jordan makes 2-pt shot at rim,2,10-7,,
7:14.0,,,10-7,,Minnesota full timeout
7:07.0,,,10-7,,A. Wiggins misses 2-pt shot from 4 ft
7:05.0,Defensive rebound by J. Redick,,10-7,,
6:56.0,B. Griffin misses 2-pt shot from 18 ft,,10-7,,
6:55.0,Offensive rebound by D. Jordan,,10-7,,
6:55.0,D. Jordan makes 2-pt shot at rim,2,12-7,,
6:40.0,,,12-7,,Offensive foul by A. Wiggins
6:40.0,,,12-7,,Turnover by A. Wiggins (offensive foul)
6:26.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,14-7,,
6:11.0,,,14-10,3,K. Towns makes 3-pt shot from 24 ft (assist by R. Rubio)
5:57.0,Offensive foul by C. Paul,,14-10,,
5:57.0,Turnover by C. Paul (offensive foul),,14-10,,
5:45.0,,,14-10,,Offensive foul by K. Towns
5:45.0,,,14-10,,Turnover by K. Towns (offensive foul)
5:45.0,,,14-10,,G. Dieng enters the game for K. Garnett
5:45.0,,,14-10,,N. Bjelica enters the game for K. Towns
5:31.0,Turnover by J. Redick (traveling),,14-10,,
5:13.0,,,14-10,,A. Wiggins misses 3-pt shot from 24 ft
5:12.0,Defensive rebound by C. Paul,,14-10,,
5:04.0,B. Griffin makes 2-pt shot from 1 ft (assist by C. Paul),2,16-10,,
4:51.0,,,16-10,,Turnover by R. Rubio (lost ball)
4:51.0,W. Johnson enters the game for J. Redick,,16-10,,
4:51.0,J. Crawford enters the game for L. Mbah a Moute,,16-10,,
4:41.0,B. Griffin misses 2-pt shot from 19 ft,,16-10,,
4:40.0,,,16-10,,Defensive rebound by K. Martin
4:33.0,Violation by D. Jordan (def goaltending),,16-10,,
4:33.0,,,16-12,2,R. Rubio makes 2-pt shot from 2 ft
4:16.0,C. Paul makes 2-pt shot from 18 ft,2,18-12,,
4:02.0,,,18-12,,K. Martin misses 2-pt shot from 18 ft
4:01.0,Defensive rebound by D. Jordan,,18-12,,
3:48.0,J. Crawford makes 3-pt shot from 24 ft (assist by B. Griffin),3,21-12,,
3:31.0,,,21-12,,R. Rubio misses 2-pt shot from 20 ft
3:30.0,,,21-12,,Offensive rebound by N. Bjelica
3:29.0,,,21-12,,Shooting foul by W. Johnson (drawn by N. Bjelica)
3:29.0,,,21-14,2,N. Bjelica makes 2-pt shot from 1 ft
3:29.0,,,21-14,,Z. LaVine enters the game for R. Rubio
3:29.0,A. Rivers enters the game for C. Paul,,21-14,,
3:29.0,J. Smith enters the game for D. Jordan,,21-14,,
3:29.0,,,21-14,,S. Muhammad enters the game for K. Martin
3:29.0,,,21-15,1,N. Bjelica makes free throw 1 of 1
3:12.0,J. Crawford misses 2-pt shot from 7 ft,,21-15,,
3:11.0,,,21-15,,Defensive rebound by A. Wiggins
3:03.0,,,21-15,,Shooting foul by J. Smith (drawn by G. Dieng)
3:03.0,,,21-16,1,G. Dieng makes free throw 1 of 2
3:03.0,,,21-17,1,G. Dieng makes free throw 2 of 2
2:43.0,Turnover by B. Griffin (bad pass; steal by A. Wiggins),,21-17,,
2:39.0,,,21-17,,S. Muhammad misses 2-pt shot from 2 ft (block by W. Johnson)
2:38.0,,,21-17,,Offensive rebound by A. Wiggins
2:37.0,,,21-19,2,A. Wiggins makes 2-pt shot from 1 ft
2:17.0,J. Smith makes 2-pt shot from 16 ft (assist by W. Johnson),2,23-19,,
2:01.0,,,23-19,,A. Wiggins misses 2-pt shot from 17 ft
2:00.0,Defensive rebound by A. Rivers,,23-19,,
1:42.0,J. Crawford misses 2-pt shot from 5 ft,,23-19,,
1:41.0,,,23-19,,Defensive rebound by G. Dieng
1:34.0,,,23-19,,N. Bjelica misses 3-pt shot from 24 ft
1:33.0,,,23-19,,Offensive rebound by Team
1:33.0,LA Clippers full timeout,,23-19,,
1:33.0,L. Stephenson enters the game for B. Griffin,,23-19,,
1:20.0,,,23-19,,G. Dieng misses 2-pt shot from 13 ft
1:18.0,Defensive rebound by A. Rivers,,23-19,,
1:01.0,A. Rivers misses 3-pt shot from 26 ft,,23-19,,
1:00.0,,,23-19,,Defensive rebound by N. Bjelica
0:51.0,,,23-22,3,N. Bjelica makes 3-pt shot from 25 ft (assist by Z. LaVine)
0:35.0,W. Johnson makes 3-pt shot from 24 ft (assist by J. Crawford),3,26-22,,
0:25.0,,,26-22,,N. Bjelica misses 3-pt shot from 26 ft
0:24.0,Defensive rebound by J. Crawford,,26-22,,
0:05.0,J. Crawford makes 3-pt shot from 25 ft,3,29-22,,
0:00.0,,,29-25,3,Z. LaVine makes 3-pt shot from 25 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,29-25,,Z. LaVine misses 2-pt shot from 3 ft (block by J. Smith)
11:42.0,,,29-25,,Offensive rebound by S. Muhammad
11:37.0,,,29-27,2,S. Muhammad makes 2-pt shot from 7 ft
11:13.0,J. Crawford misses 3-pt shot from 28 ft,,29-27,,
11:12.0,,,29-27,,Defensive rebound by G. Dieng
10:49.0,,,29-27,,G. Dieng misses 2-pt shot from 4 ft (block by J. Smith)
10:49.0,Jump ball: G. Dieng vs. J. Smith (P. Pierce gains possession),,,,Jump ball: G. Dieng vs. J. Smith (P. Pierce gains possession)
10:49.0,Defensive rebound by Team,,29-27,,
10:43.0,J. Smith makes 2-pt shot at rim (assist by J. Crawford),2,31-27,,
10:21.0,,,31-29,2,G. Dieng makes 2-pt shot at rim (assist by N. Bjelica)
10:07.0,Shooting foul by Z. LaVine (drawn by A. Rivers),,31-29,,
10:07.0,A. Rivers makes 2-pt shot from 2 ft,2,33-29,,
10:07.0,A. Rivers makes free throw 1 of 1,1,34-29,,
9:57.0,,,34-29,,Turnover by N. Bjelica (lost ball; steal by J. Crawford)
9:53.0,Turnover by P. Pierce (step out of bounds),,34-29,,
9:34.0,,,34-31,2,T. Prince makes 2-pt shot from 10 ft
9:19.0,J. Smith misses 2-pt shot from 15 ft,,34-31,,
9:18.0,,,34-31,,Defensive rebound by N. Bjelica
9:10.0,,,34-31,,Z. LaVine misses 2-pt shot from 18 ft
9:07.0,Defensive rebound by A. Rivers,,34-31,,
9:00.0,Turnover by A. Rivers (lost ball; steal by T. Prince),,34-31,,
8:57.0,,,34-31,,Shooting foul by L. Stephenson (drawn by S. Muhammad)
8:57.0,,,34-31,,Minnesota full timeout
8:57.0,,,34-31,,S. Muhammad misses free throw 1 of 2
8:57.0,,,34-31,,Offensive rebound by Team
8:57.0,,,34-32,1,S. Muhammad makes free throw 2 of 2
8:37.0,L. Stephenson makes 3-pt shot from 25 ft (assist by J. Crawford),3,37-32,,
8:22.0,,,37-35,3,N. Bjelica makes 3-pt shot from 24 ft (assist by T. Prince)
7:56.0,Turnover by P. Pierce (bad pass),,37-35,,
7:49.0,,,37-37,2,Z. LaVine makes 2-pt shot from 1 ft
7:36.0,J. Smith misses 2-pt shot from 3 ft,,37-37,,
7:35.0,Offensive rebound by A. Rivers,,37-37,,
7:34.0,A. Rivers makes 2-pt shot at rim,2,39-37,,
7:15.0,,,39-37,,S. Muhammad misses 3-pt shot from 24 ft
7:14.0,Defensive rebound by J. Smith,,39-37,,
7:14.0,,,39-37,,Personal foul by N. Bjelica (drawn by J. Smith)
7:14.0,C. Paul enters the game for J. Crawford,,39-37,,
7:14.0,D. Jordan enters the game for J. Smith,,39-37,,
7:14.0,J. Redick enters the game for A. Rivers,,39-37,,
6:50.0,P. Pierce misses 2-pt shot from 16 ft,,39-37,,
6:49.0,,,39-37,,Defensive rebound by T. Prince
6:43.0,,,39-37,,Turnover by Z. LaVine (bad pass; steal by C. Paul)
6:32.0,P. Pierce misses 3-pt shot from 25 ft,,39-37,,
6:31.0,,,39-37,,Defensive rebound by S. Muhammad
6:25.0,,,39-37,,Shooting foul by L. Stephenson (drawn by S. Muhammad)
6:25.0,,,39-38,1,S. Muhammad makes free throw 1 of 2
6:25.0,B. Griffin enters the game for P. Pierce,,39-38,,
6:25.0,,,39-38,,R. Rubio enters the game for Z. LaVine
6:25.0,L. Mbah a Moute enters the game for L. Stephenson,,39-38,,
6:25.0,,,39-39,1,S. Muhammad makes free throw 2 of 2
6:16.0,J. Redick misses 3-pt shot from 26 ft,,39-39,,
6:15.0,,,39-39,,Defensive rebound by S. Muhammad
6:02.0,,,39-39,,S. Muhammad misses 3-pt shot from 25 ft
6:01.0,,,39-39,,Offensive rebound by N. Bjelica
5:53.0,,,39-39,,Turnover by R. Rubio (bad pass; steal by C. Paul)
5:48.0,J. Redick misses 3-pt shot from 25 ft,,39-39,,
5:47.0,,,39-39,,Defensive rebound by T. Prince
5:42.0,,,39-41,2,S. Muhammad makes 2-pt shot at rim (assist by T. Prince)
5:39.0,,,39-41,,Minnesota full timeout
5:39.0,,,39-41,,A. Wiggins enters the game for T. Prince
5:39.0,,,39-41,,K. Towns enters the game for N. Bjelica
5:28.0,B. Griffin misses 2-pt shot from 3 ft (block by K. Towns),,39-41,,
5:26.0,,,39-41,,Defensive rebound by S. Muhammad
5:12.0,,,39-41,,K. Towns misses 2-pt shot from 19 ft
5:11.0,Defensive rebound by L. Mbah a Moute,,39-41,,
5:01.0,C. Paul misses 3-pt shot from 24 ft,,39-41,,
5:00.0,Offensive rebound by B. Griffin,,39-41,,
4:54.0,J. Redick misses 2-pt shot from 19 ft,,39-41,,
4:53.0,,,39-41,,Defensive rebound by S. Muhammad
4:38.0,,,39-41,,R. Rubio misses 2-pt shot from 18 ft
4:37.0,Defensive rebound by L. Mbah a Moute,,39-41,,
4:31.0,J. Redick makes 2-pt shot from 18 ft (assist by C. Paul),2,41-41,,
4:12.0,,,41-44,3,A. Wiggins makes 3-pt shot from 25 ft (assist by K. Towns)
3:48.0,L. Mbah a Moute misses 2-pt shot from 1 ft,,41-44,,
3:46.0,,,41-44,,Defensive rebound by K. Towns
3:27.0,,,41-46,2,K. Towns makes 2-pt shot from 3 ft (assist by R. Rubio)
3:24.0,,,41-46,,Violation by Team (delay of game)
3:11.0,J. Redick misses 3-pt shot from 25 ft,,41-46,,
3:10.0,,,41-46,,Defensive rebound by R. Rubio
3:02.0,,,41-49,3,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio)
3:01.0,LA Clippers full timeout,,41-49,,
3:01.0,W. Johnson enters the game for L. Mbah a Moute,,41-49,,
2:45.0,B. Griffin makes 2-pt shot from 6 ft,2,43-49,,
2:26.0,,,43-49,,K. Towns misses 2-pt shot from 21 ft
2:26.0,,,43-49,,Offensive rebound by S. Muhammad
2:24.0,,,43-49,,S. Muhammad misses 2-pt shot at rim
2:23.0,Defensive rebound by W. Johnson,,43-49,,
2:15.0,J. Crawford enters the game for J. Redick,,43-49,,
2:15.0,,,43-49,,T. Prince enters the game for S. Muhammad
2:06.0,D. Jordan misses 2-pt shot from 1 ft (block by K. Towns),,43-49,,
2:04.0,,,43-49,,Defensive rebound by A. Wiggins
2:00.0,,,43-49,,A. Wiggins misses 2-pt shot from 8 ft (block by D. Jordan)
1:59.0,,,43-49,,Offensive rebound by Team
1:46.0,,,43-49,,A. Wiggins misses 3-pt shot from 27 ft
1:46.0,Defensive rebound by Team,,43-49,,
1:46.0,,,43-49,,K. Garnett enters the game for K. Towns
1:30.0,W. Johnson misses 3-pt shot from 25 ft,,43-49,,
1:29.0,,,43-49,,Defensive rebound by K. Garnett
1:17.0,,,43-51,2,A. Wiggins makes 2-pt shot from 4 ft (assist by R. Rubio)
1:17.0,,,43-51,,Shooting foul by J. Crawford (drawn by A. Wiggins)
1:17.0,,,43-51,,A. Wiggins misses free throw 1 of 1
1:16.0,Defensive rebound by B. Griffin,,43-51,,
1:16.0,,,43-51,,Personal foul by G. Dieng (drawn by B. Griffin)
1:13.0,,,43-51,,Personal take foul by T. Prince (drawn by D. Jordan)
1:13.0,D. Jordan misses free throw 1 of 2,,43-51,,
1:13.0,Offensive rebound by Team,,43-51,,
1:13.0,D. Jordan makes free throw 2 of 2,1,44-51,,
1:02.0,,,44-51,,A. Wiggins misses 2-pt shot from 1 ft
1:01.0,Defensive rebound by B. Griffin,,44-51,,
0:42.0,B. Griffin misses 3-pt shot from 26 ft,,44-51,,
0:41.0,,,44-51,,Defensive rebound by R. Rubio
0:35.0,,,44-51,,A. Wiggins misses 2-pt shot from 2 ft (block by W. Johnson)
0:35.0,Defensive rebound by Team,,44-51,,
0:35.0,LA Clippers full timeout,,44-51,,
0:35.0,J. Redick enters the game for D. Jordan,,44-51,,
0:35.0,,,44-51,,Z. LaVine enters the game for G. Dieng
0:25.0,W. Johnson makes 3-pt shot from 23 ft (assist by C. Paul),3,47-51,,
0:11.0,Personal foul by B. Griffin (drawn by K. Garnett),,47-51,,
0:11.0,,,47-52,1,K. Garnett makes free throw 1 of 2
0:11.0,,,47-52,,K. Garnett misses free throw 2 of 2
0:10.0,,,47-52,,Offensive rebound by Team
0:10.0,,,47-52,,Minnesota full timeout
0:10.0,D. Jordan enters the game for W. Johnson,,47-52,,
0:10.0,L. Mbah a Moute enters the game for J. Redick,,47-52,,
0:10.0,A. Rivers enters the game for J. Crawford,,47-52,,
0:03.0,,,47-52,,Offensive foul by K. Garnett
0:03.0,,,47-52,,Turnover by K. Garnett (offensive foul)
0:02.0,J. Crawford enters the game for L. Mbah a Moute,,47-52,,
0:02.0,J. Redick enters the game for D. Jordan,,47-52,,
0:00.0,C. Paul makes 3-pt shot from 34 ft (assist by B. Griffin),3,50-52,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,50-52,,A. Wiggins misses 2-pt shot from 16 ft
11:45.0,Defensive rebound by B. Griffin,,50-52,,
11:35.0,C. Paul misses 2-pt shot from 22 ft,,50-52,,
11:33.0,,,50-52,,Defensive rebound by A. Wiggins
11:15.0,,,50-52,,K. Garnett misses 2-pt shot from 14 ft
11:13.0,Defensive rebound by D. Jordan,,50-52,,
11:10.0,Shooting foul by K. Garnett (drawn by L. Mbah a Moute),,50-52,,
11:10.0,L. Mbah a Moute makes free throw 1 of 2,1,51-52,,
11:10.0,L. Mbah a Moute misses free throw 2 of 2,,51-52,,
11:10.0,,,51-52,,Defensive rebound by K. Towns
11:00.0,Personal foul by D. Jordan (drawn by K. Martin),,51-52,,
10:50.0,,,51-52,,K. Martin misses 3-pt shot from 23 ft
10:49.0,Defensive rebound by J. Redick,,51-52,,
10:33.0,Shooting foul by K. Towns (drawn by J. Redick),,51-52,,
10:33.0,J. Redick makes free throw 1 of 2,1,52-52,,
10:33.0,J. Redick makes free throw 2 of 2,1,53-52,,
10:23.0,Personal foul by L. Mbah a Moute (drawn by K. Garnett),,53-52,,
10:20.0,,,53-52,,A. Wiggins misses 3-pt shot from 24 ft
10:18.0,Defensive rebound by B. Griffin,,53-52,,
10:05.0,B. Griffin misses 2-pt shot from 8 ft,,53-52,,
10:04.0,Offensive rebound by L. Mbah a Moute,,53-52,,
9:55.0,L. Mbah a Moute misses 3-pt shot from 23 ft,,53-52,,
9:54.0,Offensive rebound by D. Jordan,,53-52,,
9:51.0,L. Mbah a Moute misses 2-pt shot at rim (block by A. Wiggins),,53-52,,
9:49.0,,,53-52,,Defensive rebound by K. Towns
9:41.0,,,53-55,3,K. Towns makes 3-pt shot from 25 ft (assist by R. Rubio)
9:30.0,,,53-55,,Personal foul by K. Martin (drawn by J. Redick)
9:25.0,Turnover by J. Redick (bad pass; steal by R. Rubio),,53-55,,
9:20.0,,,53-57,2,K. Garnett makes 2-pt shot from 1 ft (assist by R. Rubio)
9:19.0,,,53-57,,Technical foul by K. Garnett
9:19.0,C. Paul makes technical free throw,1,54-57,,
8:57.0,Turnover by C. Paul (bad pass),,54-57,,
8:51.0,,,54-57,,Shooting foul by C. Paul (drawn by R. Rubio)
8:51.0,,,54-58,1,R. Rubio makes free throw 1 of 2
8:51.0,,,54-59,1,R. Rubio makes free throw 2 of 2
8:46.0,Shooting foul by K. Garnett (drawn by B. Griffin),,54-59,,
8:46.0,B. Griffin makes free throw 1 of 2,1,55-59,,
8:46.0,B. Griffin makes free throw 2 of 2,1,56-59,,
8:36.0,,,56-59,,R. Rubio misses 2-pt shot from 15 ft
8:35.0,Defensive rebound by D. Jordan,,56-59,,
8:24.0,C. Paul misses 2-pt shot from 14 ft,,56-59,,
8:23.0,Offensive rebound by D. Jordan,,56-59,,
8:23.0,D. Jordan makes 2-pt shot at rim,2,58-59,,
8:04.0,,,58-59,,R. Rubio misses 3-pt shot from 26 ft
8:02.0,,,58-59,,Offensive rebound by A. Wiggins
8:01.0,,,58-59,,Shooting foul by D. Jordan (drawn by A. Wiggins)
8:01.0,,,58-59,,A. Wiggins misses free throw 1 of 2
8:01.0,,,58-59,,Offensive rebound by Team
8:01.0,,,58-59,,A. Wiggins misses free throw 2 of 2
8:01.0,Defensive rebound by D. Jordan,,58-59,,
7:45.0,J. Redick misses 3-pt shot from 25 ft,,58-59,,
7:43.0,Offensive rebound by B. Griffin,,58-59,,
7:36.0,W. Johnson enters the game for L. Mbah a Moute,,58-59,,
7:22.0,W. Johnson misses 3-pt shot from 24 ft,,58-59,,
7:21.0,,,58-59,,Defensive rebound by K. Towns
7:07.0,,,58-59,,Turnover by R. Rubio (bad pass; steal by C. Paul)
7:04.0,Turnover by C. Paul (lost ball; steal by R. Rubio),,58-59,,
7:00.0,,,58-61,2,K. Towns makes 2-pt shot at rim (assist by K. Garnett)
6:38.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,60-61,,
6:26.0,,,60-61,,Minnesota full timeout
6:26.0,,,60-61,,S. Muhammad enters the game for K. Martin
6:26.0,,,60-61,,G. Dieng enters the game for K. Garnett
6:16.0,,,60-63,2,R. Rubio makes 2-pt shot from 20 ft
6:00.0,C. Paul makes 2-pt shot from 8 ft,2,62-63,,
5:44.0,Personal foul by C. Paul (drawn by G. Dieng),,62-63,,
5:44.0,,,62-64,1,G. Dieng makes free throw 1 of 2
5:44.0,,,62-65,1,G. Dieng makes free throw 2 of 2
5:32.0,C. Paul misses 2-pt shot from 11 ft,,62-65,,
5:31.0,,,62-65,,Defensive rebound by S. Muhammad
5:05.0,,,62-65,,S. Muhammad misses 3-pt shot from 26 ft
5:04.0,,,62-65,,Offensive rebound by G. Dieng
5:04.0,,,62-67,2,G. Dieng makes 2-pt shot at rim
4:51.0,,,62-67,,Personal foul by A. Wiggins (drawn by J. Redick)
4:51.0,J. Redick makes free throw 1 of 2,1,63-67,,
4:51.0,J. Redick makes free throw 2 of 2,1,64-67,,
4:31.0,,,64-67,,Turnover by G. Dieng (traveling)
4:31.0,J. Crawford enters the game for J. Redick,,64-67,,
4:15.0,C. Paul makes 2-pt shot from 15 ft,2,66-67,,
3:54.0,,,66-67,,G. Dieng misses 2-pt shot from 1 ft (block by D. Jordan)
3:52.0,Defensive rebound by B. Griffin,,66-67,,
3:46.0,Turnover by B. Griffin (lost ball; steal by R. Rubio),,66-67,,
3:42.0,,,66-67,,Turnover by R. Rubio (bad pass)
3:42.0,,,66-67,,Z. LaVine enters the game for R. Rubio
3:42.0,,,66-67,,T. Prince enters the game for A. Wiggins
3:22.0,C. Paul misses 2-pt shot from 16 ft,,66-67,,
3:21.0,,,66-67,,Defensive rebound by G. Dieng
3:05.0,,,66-69,2,S. Muhammad makes 2-pt shot from 14 ft (assist by G. Dieng)
3:05.0,,,66-69,,Shooting foul by J. Crawford (drawn by S. Muhammad)
3:05.0,A. Rivers enters the game for C. Paul,,66-69,,
3:05.0,,,66-69,,S. Muhammad misses free throw 1 of 1
3:05.0,Defensive rebound by D. Jordan,,66-69,,
2:47.0,J. Crawford makes 2-pt shot from 19 ft (assist by A. Rivers),2,68-69,,
2:30.0,Violation by A. Rivers (kicked ball),,68-69,,
2:30.0,LA Clippers full timeout,,68-69,,
2:30.0,J. Smith enters the game for B. Griffin,,68-69,,
2:19.0,,,68-69,,G. Dieng misses 2-pt shot from 19 ft
2:18.0,Defensive rebound by J. Crawford,,68-69,,
2:10.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Crawford),2,70-69,,
1:45.0,,,70-71,2,K. Towns makes 2-pt shot from 5 ft
1:28.0,Turnover by D. Jordan (lost ball),,70-71,,
1:28.0,,,70-71,,N. Bjelica enters the game for K. Towns
1:12.0,,,70-73,2,S. Muhammad makes 2-pt shot at rim (assist by G. Dieng)
1:02.0,,,70-73,,Personal take foul by G. Dieng (drawn by D. Jordan)
1:02.0,D. Jordan makes free throw 1 of 2,1,71-73,,
1:02.0,D. Jordan misses free throw 2 of 2,,71-73,,
1:01.0,Offensive rebound by W. Johnson,,71-73,,
0:57.0,Turnover by Team (back court),,71-73,,
0:57.0,L. Stephenson enters the game for D. Jordan,,71-73,,
0:48.0,,,71-73,,Z. LaVine misses 2-pt shot from 19 ft
0:46.0,,,71-73,,Offensive rebound by S. Muhammad
0:45.0,,,71-73,,Shooting foul by W. Johnson (drawn by S. Muhammad)
0:45.0,,,71-74,1,S. Muhammad makes free throw 1 of 2
0:45.0,,,71-75,1,S. Muhammad makes free throw 2 of 2
0:31.0,Turnover by J. Crawford (bad pass),,71-75,,
0:14.0,,,71-77,2,Z. LaVine makes 2-pt shot from 2 ft
0:04.0,Turnover by J. Crawford (bad pass; steal by T. Prince),,71-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,J. Crawford misses 2-pt shot from 6 ft,,71-77,,
11:40.0,Offensive rebound by Team,,71-77,,
11:40.0,,,71-77,,Loose ball foul by N. Bjelica (drawn by J. Smith)
11:27.0,A. Rivers makes 2-pt shot from 2 ft,2,73-77,,
11:05.0,,,73-77,,G. Dieng misses 2-pt shot from 2 ft (block by J. Smith)
11:04.0,Defensive rebound by L. Stephenson,,73-77,,
10:44.0,J. Crawford makes 3-pt shot from 24 ft (assist by A. Rivers),3,76-77,,
10:32.0,,,76-77,,Offensive foul by G. Dieng
10:32.0,,,76-77,,Turnover by G. Dieng (offensive foul)
10:32.0,B. Griffin enters the game for W. Johnson,,76-77,,
10:16.0,L. Stephenson misses 3-pt shot from 23 ft,,76-77,,
10:14.0,Offensive rebound by J. Smith,,76-77,,
10:14.0,J. Smith makes 2-pt shot at rim,2,78-77,,
10:06.0,,,78-77,,Shooting foul by J. Smith (drawn by Z. LaVine)
10:06.0,,,78-78,1,Z. LaVine makes free throw 1 of 2
10:06.0,,,78-79,1,Z. LaVine makes free throw 2 of 2
9:50.0,A. Rivers misses 3-pt shot from 25 ft,,78-79,,
9:49.0,,,78-79,,Defensive rebound by T. Prince
9:42.0,,,78-79,,Z. LaVine misses 2-pt shot from 2 ft
9:42.0,Defensive rebound by Team,,78-79,,
9:42.0,,,78-79,,Loose ball foul by G. Dieng (drawn by J. Smith)
9:29.0,J. Smith misses 3-pt shot from 23 ft,,78-79,,
9:28.0,,,78-79,,Defensive rebound by G. Dieng
9:16.0,,,78-79,,S. Muhammad misses 2-pt shot from 1 ft
9:15.0,Defensive rebound by J. Smith,,78-79,,
9:12.0,,,78-79,,Personal foul by N. Bjelica (drawn by B. Griffin)
9:00.0,B. Griffin makes 2-pt shot from 17 ft (assist by J. Crawford),2,80-79,,
8:49.0,,,80-79,,Z. LaVine misses 2-pt shot from 1 ft
8:49.0,,,80-79,,Offensive rebound by S. Muhammad
8:49.0,Personal foul by A. Rivers (drawn by S. Muhammad),,80-79,,
8:49.0,,,80-79,,Minnesota full timeout
8:49.0,,,80-79,,K. Towns enters the game for N. Bjelica
8:40.0,Personal foul by J. Smith (drawn by G. Dieng),,80-79,,
8:31.0,Personal foul by L. Stephenson (drawn by S. Muhammad),,80-79,,
8:22.0,,,80-81,2,Z. LaVine makes 2-pt shot from 17 ft
8:06.0,Turnover by L. Stephenson (bad pass; steal by Z. LaVine),,80-81,,
8:05.0,Personal foul by B. Griffin (drawn by Z. LaVine),,80-81,,
8:05.0,,,80-82,1,Z. LaVine makes free throw 1 of 2
8:05.0,D. Jordan enters the game for J. Smith,,80-82,,
8:05.0,,,80-83,1,Z. LaVine makes free throw 2 of 2
7:45.0,B. Griffin misses 2-pt shot from 20 ft,,80-83,,
7:44.0,,,80-83,,Defensive rebound by Z. LaVine
