time,LA Lakers,pts.away,score,pts.home,Oklahoma City
6:20.0,,,8-14,,S. Ibaka misses 2-pt shot from 5 ft
6:20.0,Defensive rebound by J. Randle,,8-14,,
6:20.0,,,8-14,,Personal foul by R. Westbrook
6:20.0,,,8-14,,Technical foul by R. Westbrook
6:20.0,Technical foul by J. Randle,,8-14,,
6:08.0,Shooting foul by K. Durant (drawn by K. Bryant),,8-14,,
6:08.0,K. Bryant makes free throw 1 of 2,1,9-14,,
6:08.0,K. Bryant makes free throw 2 of 2,1,10-14,,
6:00.0,,,10-14,,Turnover by R. Westbrook (lost ball; steal by K. Bryant)
5:54.0,K. Bryant makes 3-pt shot from 25 ft (assist by J. Clarkson),3,13-14,,
5:38.0,,,13-16,2,S. Adams makes 2-pt shot at rim (assist by K. Durant)
5:21.0,J. Randle misses 3-pt shot from 24 ft,,13-16,,
5:21.0,,,13-16,,Defensive rebound by R. Westbrook
5:16.0,,,13-18,2,R. Westbrook makes 2-pt shot from 2 ft
5:02.0,K. Bryant misses 2-pt shot from 16 ft,,13-18,,
5:01.0,,,13-18,,Defensive rebound by S. Adams
4:53.0,,,13-18,,A. Roberson misses 3-pt shot from 22 ft
4:53.0,Defensive rebound by J. Randle,,13-18,,
4:33.0,J. Clarkson misses 3-pt shot from 24 ft,,13-18,,
4:33.0,,,13-18,,Defensive rebound by S. Adams
4:18.0,,,13-18,,R. Westbrook misses 3-pt shot from 24 ft
4:18.0,Defensive rebound by Team,,13-18,,
4:18.0,,,13-18,,Loose ball foul by K. Durant
4:18.0,,,13-18,,Oklahoma City full timeout
4:18.0,,,13-18,,K. Singler enters the game for K. Durant
4:18.0,M. Huertas enters the game for J. Clarkson,,13-18,,
4:01.0,K. Bryant makes 3-pt shot from 25 ft (assist by J. Randle),3,16-18,,
3:46.0,,,16-18,,Shooting foul by M. Huertas (drawn by S. Adams)
3:46.0,,,16-19,1,S. Adams makes free throw 1 of 2
3:46.0,T. Black enters the game for R. Hibbert,,16-19,,
3:46.0,,,16-19,,S. Adams misses free throw 2 of 2
3:45.0,Defensive rebound by J. Randle,,16-19,,
3:35.0,K. Bryant misses 3-pt shot from 23 ft,,16-19,,
3:35.0,,,16-19,,Defensive rebound by R. Westbrook
3:25.0,,,16-21,2,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Ibaka)
3:08.0,D. Russell misses 3-pt shot from 24 ft,,16-21,,
3:07.0,,,16-21,,Defensive rebound by K. Singler
2:56.0,Personal foul by T. Black,,16-21,,
2:56.0,LA Lakers full timeout,,16-21,,
2:56.0,L. Nance enters the game for J. Randle,,16-21,,
2:56.0,,,16-21,,D. Waiters enters the game for S. Ibaka
2:56.0,,,16-21,,E. Kanter enters the game for S. Adams
2:56.0,,,16-21,,K. Durant enters the game for A. Roberson
2:43.0,,,16-21,,D. Waiters misses 3-pt shot from 24 ft
2:43.0,Defensive rebound by Team,,16-21,,
2:25.0,Shooting foul by E. Kanter (drawn by T. Black),,16-21,,
2:25.0,T. Black makes free throw 1 of 2,1,17-21,,
2:25.0,,,17-21,,R. Foye enters the game for R. Westbrook
2:25.0,T. Black misses free throw 2 of 2,,17-21,,
2:24.0,,,17-21,,Defensive rebound by K. Durant
2:12.0,,,17-21,,Shooting foul by L. Nance (drawn by E. Kanter)
2:12.0,,,17-21,,E. Kanter misses free throw 1 of 2
2:12.0,,,17-21,,Offensive rebound by Team
2:12.0,,,17-21,,E. Kanter misses free throw 2 of 2
2:11.0,Defensive rebound by T. Black,,17-21,,
1:54.0,Turnover by D. Russell (lost ball; steal by K. Durant),,17-21,,
1:48.0,,,17-23,2,K. Singler makes 2-pt shot from 14 ft (assist by K. Durant)
1:34.0,K. Bryant makes 2-pt shot from 15 ft,2,19-23,,
1:16.0,,,19-23,,R. Foye misses 3-pt shot from 22 ft
1:15.0,,,19-23,,Offensive rebound by E. Kanter
1:03.0,,,19-23,,R. Foye misses 2-pt shot from 3 ft
1:03.0,,,19-23,,Offensive rebound by Team
1:03.0,Loose ball foul by T. Black,,19-23,,
1:03.0,,,19-24,1,E. Kanter makes free throw 1 of 2
1:03.0,,,19-25,1,E. Kanter makes free throw 2 of 2
0:49.0,,,19-25,,Violation by E. Kanter (kicked ball)
0:37.0,K. Bryant misses 3-pt shot from 23 ft,,19-25,,
0:37.0,,,19-25,,Defensive rebound by K. Singler
0:31.0,,,19-25,,Turnover by K. Durant (lost ball; steal by M. Huertas)
0:31.0,,,19-25,,Personal foul by K. Singler
0:31.0,M. Huertas makes free throw 1 of 2,1,20-25,,
0:31.0,M. Huertas makes free throw 2 of 2,1,21-25,,
0:18.0,Personal foul by K. Bryant,,21-25,,
0:18.0,,,21-26,1,K. Durant makes free throw 1 of 2
0:18.0,,,21-27,1,K. Durant makes free throw 2 of 2
0:01.0,Jump ball: K. Durant vs. L. Nance (K. Bryant gains possession),,,,Jump ball: K. Durant vs. L. Nance (K. Bryant gains possession)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Turnover by J. Clarkson (traveling),,21-27,,
11:37.0,,,21-27,,K. Durant misses 3-pt shot from 24 ft
11:36.0,Defensive rebound by L. Nance,,21-27,,
11:22.0,J. Clarkson misses 3-pt shot from 24 ft (block by R. Foye),,21-27,,
11:20.0,Offensive rebound by J. Clarkson,,21-27,,
11:16.0,M. World Peace misses 3-pt shot from 22 ft,,21-27,,
11:16.0,,,21-27,,Defensive rebound by Team
11:03.0,,,21-27,,R. Foye misses 2-pt shot from 1 ft
11:02.0,Defensive rebound by L. Nance,,21-27,,
10:47.0,Shooting foul by K. Singler (drawn by M. World Peace),,21-27,,
10:47.0,M. World Peace makes free throw 1 of 2,1,22-27,,
10:47.0,M. World Peace makes free throw 2 of 2,1,23-27,,
10:25.0,,,23-27,,R. Foye misses 2-pt shot from 1 ft
10:24.0,Defensive rebound by J. Clarkson,,23-27,,
10:16.0,M. World Peace misses 3-pt shot from 22 ft,,23-27,,
10:16.0,,,23-27,,Defensive rebound by Team
10:05.0,,,23-27,,Shooting foul by T. Black (drawn by D. Waiters)
10:05.0,,,23-28,1,D. Waiters makes free throw 1 of 2
10:05.0,R. Sacre enters the game for T. Black,,23-28,,
10:05.0,,,23-28,,D. Waiters misses free throw 2 of 2
10:05.0,Defensive rebound by R. Sacre,,23-28,,
9:47.0,M. Huertas misses 2-pt shot from 1 ft (block by R. Foye),,23-28,,
9:46.0,,,23-28,,Defensive rebound by K. Singler
9:43.0,,,23-28,,Shooting foul by L. Nance (drawn by K. Singler)
9:43.0,,,23-28,,K. Singler misses free throw 1 of 2
9:43.0,,,23-28,,Offensive rebound by Team
9:43.0,,,23-28,,K. Singler misses free throw 2 of 2
9:43.0,Defensive rebound by R. Sacre,,23-28,,
9:27.0,Turnover by J. Clarkson (lost ball; steal by R. Foye),,23-28,,
9:22.0,,,23-30,2,R. Foye makes 2-pt shot from 1 ft
9:05.0,M. Huertas makes 2-pt shot from 4 ft,2,25-30,,
8:40.0,,,25-32,2,K. Durant makes 2-pt shot from 1 ft
8:28.0,R. Sacre makes 2-pt shot from 5 ft (assist by M. Huertas),2,27-32,,
8:11.0,,,27-32,,Turnover by E. Kanter (traveling)
8:11.0,Official timeout,,27-32,,
8:11.0,,,27-32,,S. Ibaka enters the game for K. Durant
8:11.0,,,27-32,,R. Westbrook enters the game for R. Foye
7:56.0,R. Sacre makes 2-pt shot from 15 ft (assist by L. Nance),2,29-32,,
7:29.0,,,29-32,,R. Westbrook misses 2-pt shot from 13 ft
7:29.0,Defensive rebound by M. World Peace,,29-32,,
7:16.0,R. Sacre misses 2-pt shot from 17 ft,,29-32,,
7:16.0,,,29-32,,Defensive rebound by R. Westbrook
7:09.0,,,29-32,,Turnover by R. Westbrook (lost ball; steal by M. Huertas)
7:04.0,J. Clarkson misses 2-pt shot from 2 ft (block by D. Waiters),,29-32,,
7:03.0,,,29-32,,Defensive rebound by S. Ibaka
6:56.0,,,29-32,,Shooting foul by R. Sacre (drawn by D. Waiters)
6:56.0,,,29-33,1,D. Waiters makes free throw 1 of 2
6:56.0,,,29-33,,A. Roberson enters the game for K. Singler
6:56.0,,,29-34,1,D. Waiters makes free throw 2 of 2
6:43.0,J. Clarkson makes 3-pt shot from 25 ft (assist by M. Huertas),3,32-34,,
6:23.0,,,32-34,,Turnover by D. Waiters (lost ball; steal by R. Sacre)
6:17.0,J. Clarkson misses 3-pt shot from 25 ft,,32-34,,
6:16.0,,,32-34,,Defensive rebound by R. Westbrook
5:59.0,,,32-36,2,R. Westbrook makes 2-pt shot from 14 ft
5:59.0,,,32-36,,Shooting foul by J. Clarkson (drawn by R. Westbrook)
5:59.0,,,32-36,,Oklahoma City full timeout
5:59.0,J. Randle enters the game for L. Nance,,32-36,,
5:59.0,R. Kelly enters the game for M. World Peace,,32-36,,
5:59.0,,,32-36,,A. Morrow enters the game for D. Waiters
5:59.0,,,32-37,1,R. Westbrook makes free throw 1 of 1
5:48.0,Shooting foul by E. Kanter (drawn by R. Sacre),,32-37,,
5:48.0,R. Sacre makes free throw 1 of 2,1,33-37,,
5:48.0,,,33-37,,K. Durant enters the game for A. Roberson
5:48.0,,,33-37,,S. Adams enters the game for E. Kanter
5:48.0,D. Russell enters the game for M. Huertas,,33-37,,
5:48.0,R. Sacre makes free throw 2 of 2,1,34-37,,
5:39.0,,,34-39,2,R. Westbrook makes 2-pt shot from 2 ft
5:17.0,R. Sacre misses 2-pt shot from 3 ft,,34-39,,
5:16.0,,,34-39,,Defensive rebound by S. Adams
5:10.0,,,34-42,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
4:49.0,D. Russell makes 2-pt shot from 3 ft,2,36-42,,
4:41.0,,,36-42,,R. Westbrook misses 3-pt shot from 25 ft
4:40.0,Defensive rebound by J. Randle,,36-42,,
4:27.0,J. Randle misses 2-pt shot from 15 ft,,36-42,,
4:26.0,,,36-42,,Defensive rebound by S. Adams
4:18.0,,,36-42,,A. Morrow misses 3-pt shot from 24 ft
4:17.0,Defensive rebound by J. Randle,,36-42,,
4:09.0,Shooting foul by S. Adams (drawn by J. Clarkson),,36-42,,
4:09.0,J. Clarkson makes free throw 1 of 2,1,37-42,,
4:09.0,J. Clarkson makes free throw 2 of 2,1,38-42,,
3:58.0,,,38-45,3,K. Durant makes 3-pt shot from 23 ft (assist by S. Adams)
3:36.0,J. Randle misses 2-pt shot from 1 ft (block by S. Ibaka),,38-45,,
3:35.0,,,38-45,,Defensive rebound by R. Westbrook
3:29.0,,,38-48,3,A. Morrow makes 3-pt shot from 22 ft (assist by K. Durant)
3:22.0,LA Lakers full timeout,,38-48,,
3:12.0,J. Randle misses 2-pt shot at rim,,38-48,,
3:11.0,Offensive rebound by J. Randle,,38-48,,
3:09.0,J. Randle misses 2-pt shot from 1 ft (block by S. Ibaka),,38-48,,
3:08.0,,,38-48,,Defensive rebound by R. Westbrook
3:04.0,,,38-48,,Shooting foul by R. Sacre (drawn by R. Westbrook)
3:04.0,,,38-48,,R. Westbrook misses free throw 1 of 2
3:04.0,,,38-48,,Offensive rebound by Team
3:04.0,,,38-49,1,R. Westbrook makes free throw 2 of 2
2:47.0,Turnover by R. Kelly (lost ball),,38-49,,
2:26.0,,,38-49,,Turnover by R. Westbrook (lost ball; steal by R. Kelly)
2:21.0,J. Clarkson misses 2-pt shot from 1 ft,,38-49,,
2:19.0,Offensive rebound by R. Kelly,,38-49,,
2:19.0,R. Kelly makes 2-pt shot from 1 ft,2,40-49,,
2:08.0,,,40-51,2,S. Ibaka makes 2-pt shot from 5 ft (assist by R. Westbrook)
1:53.0,J. Clarkson misses 3-pt shot from 22 ft,,40-51,,
1:53.0,Offensive rebound by R. Sacre,,40-51,,
1:52.0,Shooting foul by S. Adams (drawn by R. Sacre),,40-51,,
1:52.0,R. Sacre makes free throw 1 of 2,1,41-51,,
1:52.0,R. Sacre misses free throw 2 of 2,,41-51,,
1:50.0,,,41-51,,Defensive rebound by R. Westbrook
1:41.0,,,41-53,2,S. Adams makes 2-pt shot at rim (assist by R. Westbrook)
1:11.0,J. Clarkson misses 3-pt shot from 23 ft,,41-53,,
1:11.0,Offensive rebound by R. Sacre,,41-53,,
1:05.0,J. Clarkson makes 2-pt shot from 1 ft (assist by D. Russell),2,43-53,,
0:54.0,,,43-55,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
0:45.0,D. Russell makes 2-pt shot from 1 ft,2,45-55,,
0:45.0,Shooting foul by S. Ibaka (drawn by D. Russell),,45-55,,
0:45.0,D. Russell makes free throw 1 of 1,1,46-55,,
0:40.0,,,46-55,,A. Morrow misses 3-pt shot from 24 ft
0:39.0,Defensive rebound by Team,,46-55,,
0:33.0,J. Randle misses 2-pt shot from 1 ft,,46-55,,
0:32.0,,,46-55,,Defensive rebound by K. Durant
0:12.0,,,46-58,3,A. Morrow makes 3-pt shot from 25 ft (assist by R. Westbrook)
0:02.0,Shooting foul by R. Westbrook (drawn by D. Russell),,46-58,,
0:02.0,D. Russell makes free throw 1 of 3,1,47-58,,
0:02.0,,,47-58,,Oklahoma City full timeout
0:02.0,D. Russell misses free throw 2 of 3,,47-58,,
0:02.0,Offensive rebound by Team,,47-58,,
0:02.0,D. Russell makes free throw 3 of 3,1,48-58,,
0:00.0,,,48-58,,Turnover by S. Ibaka (lost ball; steal by J. Randle)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,J. Clarkson misses 2-pt shot from 14 ft,,48-58,,
11:36.0,,,48-58,,Defensive rebound by S. Adams
11:26.0,,,48-61,3,K. Durant makes 3-pt shot from 25 ft (assist by S. Adams)
11:07.0,Turnover by J. Randle (bad pass),,48-61,,
10:56.0,,,48-61,,K. Durant misses 3-pt shot from 24 ft
10:56.0,Defensive rebound by J. Randle,,48-61,,
10:44.0,D. Russell misses 3-pt shot from 24 ft,,48-61,,
10:43.0,,,48-61,,Defensive rebound by K. Durant
10:30.0,,,48-61,,R. Westbrook misses 2-pt shot from 2 ft
10:30.0,Defensive rebound by J. Randle,,48-61,,
10:09.0,J. Clarkson misses 3-pt shot from 25 ft,,48-61,,
10:08.0,Offensive rebound by R. Hibbert,,48-61,,
10:05.0,D. Russell makes 2-pt shot from 4 ft (assist by J. Clarkson),2,50-61,,
9:47.0,,,50-61,,S. Ibaka misses 3-pt shot from 24 ft
9:47.0,,,50-61,,Offensive rebound by A. Roberson
9:40.0,,,50-61,,R. Westbrook misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by J. Randle,,50-61,,
9:29.0,Shooting foul by A. Roberson (drawn by D. Russell),,50-61,,
9:29.0,D. Russell makes free throw 1 of 2,1,51-61,,
9:29.0,D. Russell makes free throw 2 of 2,1,52-61,,
9:16.0,,,52-61,,Shooting foul by J. Randle (drawn by K. Durant)
9:16.0,,,52-62,1,K. Durant makes free throw 1 of 2
9:16.0,,,52-63,1,K. Durant makes free throw 2 of 2
9:00.0,Turnover by K. Bryant (lost ball; steal by S. Adams),,52-63,,
8:50.0,,,52-63,,S. Ibaka misses 2-pt shot from 1 ft
8:48.0,,,52-63,,Offensive rebound by S. Adams
8:48.0,,,52-65,2,S. Adams makes 2-pt shot from 1 ft
8:48.0,Flagrant foul type 1 by R. Hibbert,,52-65,,
8:48.0,,,52-65,,S. Adams misses flagrant free throw 1 of 2
8:48.0,,,52-65,,Offensive rebound by Team
8:48.0,,,52-65,,S. Adams misses flagrant free throw 2 of 2
8:48.0,,,52-65,,Offensive rebound by Team
8:38.0,,,52-65,,S. Ibaka misses 2-pt shot from 7 ft
8:38.0,,,52-65,,Offensive rebound by S. Adams
8:36.0,,,52-67,2,S. Adams makes 2-pt shot at rim
8:19.0,Turnover by K. Bryant (lost ball; steal by S. Adams),,52-67,,
8:13.0,,,52-69,2,S. Adams makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:13.0,,,52-69,,Shooting foul by R. Hibbert (drawn by S. Adams)
8:13.0,,,52-69,,S. Adams misses free throw 1 of 1
8:13.0,Defensive rebound by J. Randle,,52-69,,
7:47.0,J. Clarkson misses 3-pt shot from 22 ft,,52-69,,
7:46.0,,,52-69,,Defensive rebound by S. Ibaka
7:37.0,,,52-71,2,K. Durant makes 2-pt shot from 11 ft
7:37.0,,,52-71,,Shooting foul by R. Hibbert (drawn by K. Durant)
7:37.0,,,52-72,1,K. Durant makes free throw 1 of 1
7:21.0,J. Randle misses 2-pt shot from 4 ft,,52-72,,
7:20.0,,,52-72,,Defensive rebound by K. Durant
7:14.0,,,52-74,2,K. Durant makes 2-pt shot from 2 ft
7:14.0,,,52-74,,Shooting foul by K. Bryant (drawn by K. Durant)
7:14.0,,,52-75,1,K. Durant makes free throw 1 of 1
6:52.0,K. Bryant misses 2-pt shot from 15 ft,,52-75,,
6:51.0,,,52-75,,Defensive rebound by S. Adams
6:45.0,,,52-78,3,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook)
6:28.0,Turnover by J. Clarkson (lost ball; steal by R. Westbrook),,52-78,,
6:23.0,,,52-80,2,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook)
6:07.0,R. Hibbert makes 2-pt shot from 13 ft (assist by D. Russell),2,54-80,,
5:51.0,,,54-80,,K. Durant misses 3-pt shot from 24 ft
5:50.0,,,54-80,,Offensive rebound by S. Adams
5:39.0,,,54-82,2,K. Durant makes 2-pt shot from 18 ft
5:29.0,K. Bryant misses 3-pt shot from 25 ft,,54-82,,
5:29.0,,,54-82,,Defensive rebound by A. Roberson
5:18.0,,,54-82,,K. Durant misses 3-pt shot from 24 ft
5:17.0,Defensive rebound by J. Randle,,54-82,,
5:09.0,D. Russell misses 2-pt shot from 3 ft (block by S. Adams),,54-82,,
5:07.0,,,54-82,,Defensive rebound by S. Adams
5:03.0,,,54-82,,S. Ibaka misses 2-pt shot from 2 ft (block by R. Hibbert)
5:03.0,,,54-82,,Offensive rebound by Team
5:03.0,,,54-82,,Oklahoma City full timeout
5:03.0,,,54-82,,K. Singler enters the game for K. Durant
5:03.0,M. Huertas enters the game for K. Bryant,,54-82,,
5:03.0,M. World Peace enters the game for J. Clarkson,,54-82,,
4:58.0,,,54-82,,S. Adams misses 2-pt shot at rim
4:57.0,Defensive rebound by R. Hibbert,,54-82,,
4:39.0,M. World Peace misses 2-pt shot from 1 ft,,54-82,,
4:38.0,,,54-82,,Defensive rebound by S. Adams
4:27.0,,,54-82,,S. Ibaka misses 3-pt shot from 23 ft
4:26.0,Defensive rebound by M. Huertas,,54-82,,
4:18.0,J. Randle makes 2-pt shot from 1 ft (assist by M. Huertas),2,56-82,,
4:01.0,,,56-82,,R. Westbrook misses 3-pt shot from 25 ft
4:00.0,Defensive rebound by J. Randle,,56-82,,
3:49.0,Turnover by D. Russell (bad pass),,56-82,,
3:49.0,,,56-82,,D. Waiters enters the game for A. Roberson
3:33.0,,,56-85,3,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook)
3:22.0,Offensive foul by D. Russell,,56-85,,
3:22.0,Turnover by D. Russell (offensive foul),,56-85,,
3:13.0,,,56-85,,R. Westbrook misses 3-pt shot from 25 ft
3:12.0,Defensive rebound by M. World Peace,,56-85,,
2:56.0,Turnover by M. Huertas (lost ball; steal by K. Singler),,56-85,,
2:51.0,,,56-87,2,R. Westbrook makes 2-pt shot from 1 ft (assist by K. Singler)
2:32.0,M. World Peace makes 3-pt shot from 25 ft (assist by J. Randle),3,59-87,,
2:15.0,,,59-87,,S. Ibaka misses 3-pt shot from 23 ft
2:14.0,Defensive rebound by R. Hibbert,,59-87,,
2:08.0,M. World Peace misses 3-pt shot from 24 ft,,59-87,,
2:07.0,,,59-87,,Defensive rebound by Team
2:07.0,LA Lakers full timeout,,59-87,,
2:07.0,,,59-87,,E. Kanter enters the game for S. Ibaka
2:07.0,,,59-87,,R. Foye enters the game for S. Adams
2:07.0,,,59-87,,N. Collison enters the game for R. Westbrook
1:50.0,,,59-87,,K. Singler misses 2-pt shot from 18 ft
1:49.0,Defensive rebound by Team,,59-87,,
1:33.0,Turnover by D. Russell (lost ball; steal by D. Waiters),,59-87,,
1:29.0,,,59-89,2,D. Waiters makes 2-pt shot at rim (assist by K. Singler)
1:05.0,J. Randle makes 2-pt shot from 1 ft,2,61-89,,
0:53.0,,,61-89,,Turnover by E. Kanter (3 sec)
0:37.0,R. Hibbert misses 2-pt shot from 19 ft,,61-89,,
0:37.0,,,61-89,,Defensive rebound by D. Waiters
0:24.0,,,61-89,,R. Foye misses 2-pt shot from 16 ft
0:24.0,,,61-89,,Offensive rebound by Team
0:02.0,,,61-89,,D. Waiters misses 2-pt shot from 19 ft
0:02.0,Defensive rebound by M. Huertas,,61-89,,
0:00.0,M. Huertas misses 3-pt shot from 56 ft,,61-89,,
0:00.0,Offensive rebound by Team,,61-89,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,,,61-89,,E. Kanter misses 2-pt shot from 11 ft
11:38.0,Defensive rebound by D. Russell,,61-89,,
11:23.0,D. Russell misses 2-pt shot from 9 ft,,61-89,,
11:23.0,Offensive rebound by T. Black,,61-89,,
11:19.0,T. Black makes 2-pt shot from 4 ft,2,63-89,,
11:07.0,,,63-89,,D. Waiters misses 2-pt shot at rim
11:07.0,Defensive rebound by T. Black,,63-89,,
11:00.0,M. Huertas misses 3-pt shot from 25 ft,,63-89,,
10:59.0,,,63-89,,Defensive rebound by Team
10:58.0,,,63-89,,Oklahoma City full timeout
10:42.0,,,63-91,2,R. Foye makes 2-pt shot from 2 ft (assist by N. Collison)
10:42.0,Technical foul by M. Huertas,,63-91,,
10:42.0,,,63-92,1,D. Waiters makes technical free throw
10:31.0,R. Kelly misses 2-pt shot from 19 ft,,63-92,,
10:31.0,,,63-92,,Defensive rebound by R. Foye
10:17.0,,,63-95,3,K. Singler makes 3-pt shot from 22 ft (assist by D. Waiters)
10:10.0,,,63-95,,Personal foul by D. Waiters
10:04.0,D. Russell misses 3-pt shot from 24 ft,,63-95,,
10:03.0,,,63-95,,Defensive rebound by R. Foye
9:50.0,,,63-97,2,N. Collison makes 2-pt shot from 4 ft (assist by D. Waiters)
9:28.0,M. World Peace misses 2-pt shot at rim,,63-97,,
9:27.0,,,63-97,,Defensive rebound by E. Kanter
9:26.0,Personal take foul by M. Huertas,,63-97,,
9:14.0,,,63-99,2,R. Foye makes 2-pt shot from 14 ft
8:59.0,Turnover by M. Huertas (lost ball; steal by N. Collison),,63-99,,
8:52.0,,,63-99,,D. Waiters misses 3-pt shot from 23 ft
8:51.0,,,63-99,,Offensive rebound by Team
8:45.0,,,63-99,,D. Waiters misses 2-pt shot from 4 ft
8:44.0,,,63-99,,Offensive rebound by E. Kanter
8:44.0,,,63-99,,E. Kanter misses 2-pt shot from 1 ft
8:43.0,Defensive rebound by M. Huertas,,63-99,,
8:31.0,T. Black misses 2-pt shot from 4 ft,,63-99,,
8:30.0,,,63-99,,Defensive rebound by E. Kanter
8:14.0,,,63-101,2,R. Foye makes 2-pt shot from 1 ft
8:01.0,,,63-101,,Personal foul by R. Foye
8:01.0,,,63-101,,C. Payne enters the game for D. Waiters
8:01.0,,,63-101,,J. Huestis enters the game for R. Foye
8:01.0,,,63-101,,A. Morrow enters the game for N. Collison
8:01.0,J. Clarkson enters the game for D. Russell,,63-101,,
7:54.0,R. Kelly misses 2-pt shot from 10 ft,,63-101,,
7:53.0,,,63-101,,Defensive rebound by K. Singler
7:43.0,,,63-103,2,A. Morrow makes 2-pt shot from 14 ft (assist by C. Payne)
7:23.0,M. Huertas misses 2-pt shot from 11 ft,,63-103,,
7:23.0,,,63-103,,Defensive rebound by A. Morrow
7:15.0,,,63-106,3,K. Singler makes 3-pt shot from 25 ft (assist by C. Payne)
6:52.0,M. World Peace makes 3-pt shot from 24 ft (assist by T. Black),3,66-106,,
6:36.0,,,66-108,2,C. Payne makes 2-pt shot at rim
6:21.0,,,66-108,,N. Collison enters the game for E. Kanter
