time,Boston,pts.away,score,pts.home,Oklahoma City
10:13.0,D. Lee makes 2-pt shot at rim (assist by K. Olynyk),2,28-26,,
10:12.0,,,28-26,,Oklahoma City full timeout
10:12.0,I. Thomas enters the game for A. Bradley,,28-26,,
9:52.0,,,28-28,2,D. Waiters makes 2-pt shot from 5 ft (assist by N. Collison)
9:37.0,K. Olynyk makes 3-pt shot from 25 ft (assist by I. Thomas),3,31-28,,
9:21.0,,,31-28,,D. Augustin misses 3-pt shot from 24 ft
9:20.0,,,31-28,,Offensive rebound by E. Kanter
9:18.0,,,31-30,2,E. Kanter makes 2-pt shot from 1 ft
9:04.0,I. Thomas misses 3-pt shot from 24 ft,,31-30,,
9:04.0,,,31-30,,Defensive rebound by N. Collison
8:50.0,,,31-30,,Shooting foul by K. Olynyk (drawn by N. Collison)
8:50.0,,,31-31,1,N. Collison makes free throw 1 of 2
8:50.0,J. Crowder enters the game for J. Jerebko,,31-31,,
8:50.0,,,31-31,,S. Ibaka enters the game for E. Kanter
8:50.0,,,31-32,1,N. Collison makes free throw 2 of 2
8:42.0,Offensive foul by K. Olynyk,,31-32,,
8:42.0,Turnover by K. Olynyk (offensive foul),,31-32,,
8:42.0,J. Sullinger enters the game for K. Olynyk,,31-32,,
8:31.0,,,31-35,3,K. Singler makes 3-pt shot from 22 ft (assist by D. Augustin)
8:12.0,J. Sullinger misses 2-pt shot from 4 ft,,31-35,,
8:11.0,,,31-35,,Defensive rebound by K. Singler
8:04.0,,,31-35,,Turnover by D. Augustin (bad pass; steal by J. Sullinger)
7:56.0,I. Thomas misses 3-pt shot from 25 ft,,31-35,,
7:55.0,,,31-35,,Defensive rebound by S. Ibaka
7:54.0,Personal foul by I. Thomas (drawn by D. Augustin),,31-35,,
7:37.0,,,31-35,,Turnover by D. Augustin (lost ball; steal by D. Lee)
7:30.0,I. Thomas misses 3-pt shot from 23 ft,,31-35,,
7:29.0,Offensive rebound by Team,,31-35,,
7:29.0,,,31-35,,Loose ball foul by K. Singler (drawn by J. Sullinger)
7:21.0,Offensive charge foul by D. Lee,,31-35,,
7:21.0,Turnover by D. Lee (offensive foul),,31-35,,
7:05.0,,,31-37,2,S. Ibaka makes 2-pt shot from 18 ft (assist by D. Augustin)
7:03.0,Boston full timeout,,31-37,,
6:39.0,E. Turner misses 2-pt shot from 15 ft,,31-37,,
6:39.0,Offensive rebound by J. Sullinger,,31-37,,
6:37.0,Shooting foul by N. Collison (drawn by J. Sullinger),,31-37,,
6:37.0,J. Sullinger misses free throw 1 of 2,,31-37,,
6:37.0,Offensive rebound by Team,,31-37,,
6:37.0,,,31-37,,S. Adams enters the game for N. Collison
6:37.0,,,31-37,,R. Westbrook enters the game for D. Waiters
6:37.0,A. Bradley enters the game for E. Turner,,31-37,,
6:37.0,J. Sullinger makes free throw 2 of 2,1,32-37,,
6:23.0,,,32-40,3,K. Singler makes 3-pt shot from 23 ft (assist by S. Adams)
6:00.0,A. Bradley misses 3-pt shot from 23 ft,,32-40,,
6:00.0,Offensive rebound by J. Sullinger,,32-40,,
5:59.0,Turnover by J. Sullinger (lost ball; steal by R. Westbrook),,32-40,,
5:50.0,Personal foul by J. Crowder (drawn by S. Adams),,32-40,,
5:41.0,,,32-40,,Turnover by D. Augustin (turnover)
5:29.0,A. Bradley makes 2-pt shot from 20 ft (assist by J. Sullinger),2,34-40,,
5:16.0,,,34-40,,Turnover by K. Singler (bad pass; steal by A. Bradley)
5:11.0,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas),2,36-40,,
4:50.0,,,36-40,,R. Westbrook misses 3-pt shot from 26 ft
4:49.0,,,36-40,,Offensive rebound by Team
4:48.0,A. Johnson enters the game for D. Lee,,36-40,,
4:48.0,M. Smart enters the game for I. Thomas,,36-40,,
4:48.0,,,36-40,,A. Roberson enters the game for D. Augustin
4:36.0,,,36-40,,S. Ibaka misses 2-pt shot from 4 ft (block by J. Crowder)
4:36.0,,,36-40,,Offensive rebound by Team
4:35.0,,,36-40,,Turnover by K. Singler (traveling)
4:23.0,A. Bradley misses 2-pt shot from 16 ft,,36-40,,
4:22.0,,,36-40,,Defensive rebound by R. Westbrook
4:17.0,,,36-42,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
4:07.0,Turnover by M. Smart (turnover),,36-42,,
4:07.0,,,36-42,,A. Morrow enters the game for K. Singler
3:54.0,,,36-44,2,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook)
3:30.0,A. Bradley misses 2-pt shot from 1 ft,,36-44,,
3:30.0,,,36-44,,Defensive rebound by S. Adams
3:18.0,,,36-44,,Turnover by R. Westbrook (lost ball; steal by J. Sullinger)
3:07.0,A. Johnson makes 2-pt shot at rim (assist by M. Smart),2,38-44,,
2:44.0,Personal foul by A. Bradley (drawn by R. Westbrook),,38-44,,
2:44.0,Official timeout,,38-44,,
2:41.0,Personal foul by J. Sullinger (drawn by R. Westbrook),,38-44,,
2:41.0,,,38-45,1,R. Westbrook makes free throw 1 of 2
2:41.0,,,38-46,1,R. Westbrook makes free throw 2 of 2
2:23.0,J. Crowder makes 2-pt shot from 3 ft,2,40-46,,
2:10.0,,,40-46,,A. Morrow misses 3-pt shot from 23 ft
2:09.0,Defensive rebound by J. Crowder,,40-46,,
1:59.0,Turnover by J. Crowder (bad pass; steal by R. Westbrook),,40-46,,
1:47.0,Personal foul by M. Smart (drawn by R. Westbrook),,40-46,,
1:47.0,Technical foul by M. Smart (drawn by R. Westbrook),,40-46,,
1:47.0,,,40-47,1,R. Westbrook makes technical free throw
1:47.0,,,40-48,1,R. Westbrook makes free throw 1 of 2
1:47.0,I. Thomas enters the game for A. Bradley,,40-48,,
1:47.0,,,40-49,1,R. Westbrook makes free throw 2 of 2
1:31.0,Turnover by J. Crowder (bad pass; steal by A. Roberson),,40-49,,
1:26.0,,,40-49,,A. Roberson misses 2-pt shot at rim
1:25.0,Defensive rebound by J. Sullinger,,40-49,,
1:19.0,A. Johnson misses 2-pt shot from 1 ft,,40-49,,
1:17.0,,,40-49,,Defensive rebound by R. Westbrook
1:13.0,,,40-49,,Offensive foul by R. Westbrook
1:13.0,,,40-49,,Turnover by R. Westbrook (offensive foul)
1:13.0,,,40-49,,D. Augustin enters the game for R. Westbrook
1:07.0,Offensive foul by J. Sullinger,,40-49,,
1:07.0,Turnover by J. Sullinger (offensive foul),,40-49,,
1:07.0,J. Jerebko enters the game for J. Sullinger,,40-49,,
1:06.0,Personal take foul by J. Jerebko (drawn by S. Adams),,40-49,,
1:06.0,,,40-50,1,S. Adams makes free throw 1 of 2
1:06.0,K. Olynyk enters the game for J. Jerebko,,40-50,,
1:06.0,,,40-50,,K. Singler enters the game for A. Morrow
1:06.0,,,40-50,,S. Adams misses free throw 2 of 2
1:05.0,Defensive rebound by A. Johnson,,40-50,,
0:53.0,I. Thomas misses 2-pt shot from 16 ft,,40-50,,
0:52.0,Offensive rebound by I. Thomas,,40-50,,
0:49.0,I. Thomas makes 2-pt shot from 12 ft,2,42-50,,
0:34.0,,,42-50,,S. Ibaka misses 2-pt shot from 18 ft
0:33.0,,,42-50,,Offensive rebound by Team
0:33.0,Loose ball foul by K. Olynyk (drawn by S. Adams),,42-50,,
0:33.0,,,42-51,1,S. Adams makes free throw 1 of 2
0:33.0,,,42-52,1,S. Adams makes free throw 2 of 2
0:21.0,J. Crowder makes 3-pt shot from 23 ft (assist by I. Thomas),3,45-52,,
0:01.0,,,45-52,,Turnover by D. Augustin (bad pass; steal by M. Smart)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,J. Crowder misses 3-pt shot from 24 ft,,45-52,,
11:46.0,Offensive rebound by A. Johnson,,45-52,,
11:42.0,J. Crowder misses 3-pt shot from 24 ft,,45-52,,
11:42.0,,,45-52,,Defensive rebound by S. Ibaka
11:23.0,,,45-54,2,S. Ibaka makes 2-pt shot from 16 ft (assist by A. Morrow)
11:11.0,I. Thomas misses 2-pt shot from 8 ft,,45-54,,
11:11.0,,,45-54,,Defensive rebound by Team
10:57.0,,,45-54,,S. Ibaka misses 2-pt shot from 20 ft
10:56.0,Defensive rebound by J. Sullinger,,45-54,,
10:42.0,J. Sullinger makes 2-pt shot from 2 ft (assist by I. Thomas),2,47-54,,
10:20.0,,,47-56,2,S. Ibaka makes 2-pt shot from 3 ft (assist by R. Westbrook)
10:04.0,M. Smart makes 3-pt shot from 24 ft (assist by I. Thomas),3,50-56,,
9:54.0,Personal foul by M. Smart (drawn by R. Westbrook),,50-56,,
9:41.0,,,50-59,3,A. Roberson makes 3-pt shot from 22 ft (assist by A. Morrow)
9:25.0,J. Crowder misses 2-pt shot from 1 ft,,50-59,,
9:24.0,,,50-59,,Defensive rebound by Team
9:11.0,,,50-61,2,R. Westbrook makes 2-pt shot from 1 ft
9:00.0,I. Thomas misses 3-pt shot from 23 ft,,50-61,,
8:59.0,,,50-61,,Defensive rebound by R. Westbrook
8:50.0,,,50-61,,S. Ibaka misses 2-pt shot from 18 ft
8:49.0,,,50-61,,Offensive rebound by R. Westbrook
8:47.0,,,50-61,,Oklahoma City full timeout
8:29.0,,,50-61,,A. Roberson misses 3-pt shot from 25 ft
8:28.0,Defensive rebound by A. Johnson,,50-61,,
8:07.0,M. Smart makes 2-pt shot from 1 ft,2,52-61,,
7:51.0,,,52-61,,Offensive foul by A. Morrow
7:51.0,,,52-61,,Turnover by A. Morrow (offensive foul)
7:36.0,I. Thomas makes 2-pt shot from 18 ft (assist by M. Smart),2,54-61,,
7:17.0,,,54-61,,A. Morrow misses 2-pt shot from 12 ft
7:17.0,Defensive rebound by J. Sullinger,,54-61,,
7:10.0,I. Thomas misses 3-pt shot from 24 ft,,54-61,,
7:10.0,,,54-61,,Defensive rebound by Team
6:53.0,,,54-61,,R. Westbrook misses 2-pt shot from 18 ft
6:52.0,Defensive rebound by J. Crowder,,54-61,,
6:45.0,Turnover by I. Thomas (bad pass; steal by A. Roberson),,54-61,,
6:39.0,,,54-61,,R. Westbrook misses 2-pt shot from 3 ft (block by A. Johnson)
6:39.0,,,54-61,,Offensive rebound by Team
6:36.0,,,54-63,2,S. Ibaka makes 2-pt shot from 16 ft (assist by R. Westbrook)
6:35.0,,,54-63,,Violation by Team (delay of game)
6:23.0,M. Smart makes 3-pt shot from 23 ft (assist by I. Thomas),3,57-63,,
5:58.0,,,57-63,,A. Morrow misses 3-pt shot from 23 ft
5:57.0,,,57-63,,Offensive rebound by S. Ibaka
5:47.0,Violation by M. Smart (kicked ball),,57-63,,
5:47.0,A. Bradley enters the game for I. Thomas,,57-63,,
5:47.0,,,57-63,,D. Waiters enters the game for A. Morrow
5:40.0,,,57-63,,Shooting foul by A. Bradley (drawn by R. Westbrook)
5:40.0,,,57-64,1,R. Westbrook makes free throw 1 of 2
5:40.0,,,57-64,,E. Kanter enters the game for S. Adams
5:40.0,,,57-65,1,R. Westbrook makes free throw 2 of 2
5:30.0,M. Smart misses 2-pt shot from 2 ft (block by E. Kanter),,57-65,,
5:29.0,Offensive rebound by M. Smart,,57-65,,
5:23.0,J. Crowder makes 2-pt shot at rim (assist by M. Smart),2,59-65,,
5:10.0,,,59-68,3,D. Waiters makes 3-pt shot from 24 ft (assist by E. Kanter)
5:08.0,,,59-68,,Technical foul by D. Waiters
5:08.0,A. Bradley misses technical free throw,,59-68,,
5:08.0,Offensive rebound by Team,,59-68,,
5:08.0,K. Olynyk enters the game for J. Sullinger,,59-68,,
4:58.0,J. Crowder misses 2-pt shot from 2 ft (block by R. Westbrook),,59-68,,
4:57.0,Offensive rebound by J. Crowder,,59-68,,
4:57.0,J. Crowder makes 2-pt shot from 2 ft,2,61-68,,
4:57.0,Shooting foul by E. Kanter (drawn by J. Crowder),,61-68,,
4:57.0,J. Crowder makes free throw 1 of 1,1,62-68,,
4:48.0,,,62-68,,Shooting foul by K. Olynyk (drawn by R. Westbrook)
4:48.0,,,62-69,1,R. Westbrook makes free throw 1 of 2
4:48.0,,,62-70,1,R. Westbrook makes free throw 2 of 2
4:38.0,Shooting foul by E. Kanter (drawn by M. Smart),,62-70,,
4:38.0,M. Smart makes free throw 1 of 2,1,63-70,,
4:38.0,M. Smart makes free throw 2 of 2,1,64-70,,
4:26.0,,,64-70,,D. Waiters misses 3-pt shot from 24 ft
4:25.0,Defensive rebound by Team,,64-70,,
4:15.0,Turnover by A. Johnson (bad pass; steal by R. Westbrook),,64-70,,
4:08.0,,,64-70,,R. Westbrook misses 3-pt shot from 24 ft
4:08.0,Defensive rebound by K. Olynyk,,64-70,,
3:58.0,K. Olynyk misses 2-pt shot from 16 ft,,64-70,,
3:57.0,,,64-70,,Defensive rebound by D. Waiters
3:46.0,,,64-70,,R. Westbrook misses 3-pt shot from 25 ft
3:46.0,,,64-70,,Offensive rebound by Team
3:46.0,Loose ball foul by A. Johnson (drawn by S. Ibaka),,64-70,,
3:33.0,,,64-70,,Turnover by D. Waiters (lost ball; steal by K. Olynyk)
3:27.0,Shooting foul by E. Kanter (drawn by A. Bradley),,64-70,,
3:27.0,A. Bradley misses free throw 1 of 2,,64-70,,
3:27.0,Offensive rebound by Team,,64-70,,
3:27.0,A. Bradley makes free throw 2 of 2,1,65-70,,
3:11.0,,,65-70,,Turnover by R. Westbrook (bad pass; steal by K. Olynyk)
2:57.0,M. Smart makes 3-pt shot from 24 ft (assist by A. Bradley),3,68-70,,
2:49.0,,,68-70,,Oklahoma City full timeout
2:49.0,Boston full timeout,,68-70,,
2:49.0,E. Turner enters the game for J. Crowder,,68-70,,
2:37.0,,,68-70,,E. Kanter misses 2-pt shot from 1 ft (block by K. Olynyk)
2:34.0,,,68-70,,Offensive rebound by E. Kanter
2:34.0,,,68-72,2,E. Kanter makes 2-pt shot from 1 ft
2:13.0,M. Smart makes 2-pt shot at rim,2,70-72,,
2:04.0,,,70-72,,R. Westbrook misses 2-pt shot from 1 ft
2:04.0,Defensive rebound by A. Bradley,,70-72,,
1:55.0,A. Bradley misses 2-pt shot from 23 ft,,70-72,,
1:54.0,,,70-72,,Defensive rebound by S. Ibaka
1:36.0,,,70-72,,D. Waiters misses 2-pt shot from 19 ft
1:36.0,Defensive rebound by K. Olynyk,,70-72,,
1:22.0,,,70-72,,Personal foul by D. Waiters (drawn by E. Turner)
1:22.0,,,70-72,,N. Collison enters the game for S. Ibaka
1:22.0,,,70-72,,K. Singler enters the game for A. Roberson
1:10.0,K. Olynyk makes 2-pt shot from 1 ft (assist by A. Bradley),2,72-72,,
0:51.0,,,72-74,2,K. Singler makes 2-pt shot from 3 ft (assist by N. Collison)
0:34.0,M. Smart misses 2-pt shot at rim (block by R. Westbrook),,72-74,,
0:28.0,,,72-74,,Defensive rebound by N. Collison
0:24.0,,,72-74,,K. Singler misses 3-pt shot from 23 ft
0:23.0,,,72-74,,Offensive rebound by N. Collison
0:03.0,,,72-74,,Shooting foul by K. Olynyk (drawn by E. Kanter)
0:03.0,,,72-74,,E. Kanter misses free throw 1 of 2
0:03.0,,,72-74,,Offensive rebound by Team
0:03.0,I. Thomas enters the game for M. Smart,,72-74,,
0:03.0,J. Sullinger enters the game for K. Olynyk,,72-74,,
0:03.0,,,72-74,,E. Kanter misses free throw 2 of 2
0:03.0,Defensive rebound by J. Sullinger,,72-74,,
0:00.0,J. Sullinger misses 3-pt shot from 43 ft,,72-74,,
0:00.0,,,72-74,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,,,72-74,,Turnover by D. Waiters (lost ball; steal by E. Turner)
11:41.0,A. Bradley makes 2-pt shot from 18 ft (assist by E. Turner),2,74-74,,
11:26.0,Personal foul by D. Lee (drawn by D. Augustin),,74-74,,
11:15.0,,,74-74,,E. Kanter misses 2-pt shot from 4 ft
11:15.0,Defensive rebound by Team,,74-74,,
11:00.0,I. Thomas makes 3-pt shot from 24 ft (assist by E. Turner),3,77-74,,
10:44.0,,,77-74,,D. Waiters misses 2-pt shot from 19 ft
10:43.0,Defensive rebound by E. Turner,,77-74,,
10:26.0,A. Bradley makes 2-pt shot from 5 ft (assist by E. Turner),2,79-74,,
10:10.0,,,79-74,,E. Kanter misses 2-pt shot from 17 ft
10:10.0,Defensive rebound by J. Sullinger,,79-74,,
9:55.0,Turnover by D. Lee (lost ball; steal by N. Collison),,79-74,,
9:44.0,,,79-74,,Turnover by D. Waiters (bad pass; steal by E. Turner)
9:39.0,Turnover by E. Turner (bad pass; steal by K. Singler),,79-74,,
9:23.0,,,79-76,2,E. Kanter makes 2-pt shot from 2 ft (assist by D. Augustin)
9:07.0,J. Sullinger misses 3-pt shot from 24 ft,,79-76,,
9:06.0,,,79-76,,Defensive rebound by D. Augustin
8:54.0,,,79-76,,Offensive foul by N. Collison
8:54.0,,,79-76,,Turnover by N. Collison (offensive foul)
8:54.0,Official timeout,,79-76,,
8:38.0,I. Thomas makes 3-pt shot from 23 ft (assist by J. Sullinger),3,82-76,,
8:14.0,,,82-76,,N. Collison misses 2-pt shot from 17 ft
8:14.0,Defensive rebound by I. Thomas,,82-76,,
7:56.0,A. Bradley makes 3-pt shot from 23 ft (assist by D. Lee),3,85-76,,
7:35.0,,,85-76,,Turnover by K. Singler (lost ball; steal by J. Sullinger)
7:31.0,I. Thomas misses 3-pt shot from 24 ft,,85-76,,
7:30.0,,,85-76,,Defensive rebound by Team
7:30.0,,,85-76,,R. Westbrook enters the game for D. Augustin
7:30.0,,,85-76,,S. Adams enters the game for E. Kanter
7:14.0,,,85-76,,N. Collison misses 2-pt shot from 8 ft
7:14.0,Defensive rebound by J. Sullinger,,85-76,,
7:04.0,I. Thomas makes 2-pt shot from 1 ft,2,87-76,,
6:58.0,,,87-76,,Oklahoma City full timeout
6:54.0,,,87-76,,R. Westbrook misses 3-pt shot from 25 ft
6:53.0,Defensive rebound by J. Sullinger,,87-76,,
6:38.0,Shooting foul by N. Collison (drawn by D. Lee),,87-76,,
6:38.0,D. Lee makes free throw 1 of 2,1,88-76,,
6:38.0,,,88-76,,S. Ibaka enters the game for N. Collison
6:38.0,,,88-76,,D. Augustin enters the game for K. Singler
6:38.0,D. Lee makes free throw 2 of 2,1,89-76,,
6:16.0,,,89-76,,R. Westbrook misses 2-pt shot from 13 ft
6:16.0,Defensive rebound by D. Lee,,89-76,,
6:13.0,Turnover by D. Lee (bad pass; steal by D. Waiters),,89-76,,
5:55.0,,,89-78,2,D. Waiters makes 2-pt shot from 14 ft
5:28.0,E. Turner misses 2-pt shot from 1 ft (block by S. Ibaka),,89-78,,
5:28.0,,,89-78,,Defensive rebound by Team
5:14.0,,,89-78,,Shooting foul by D. Lee (drawn by R. Westbrook)
5:14.0,,,89-79,1,R. Westbrook makes free throw 1 of 2
5:14.0,K. Olynyk enters the game for J. Sullinger,,89-79,,
5:14.0,M. Smart enters the game for A. Bradley,,89-79,,
5:14.0,A. Johnson enters the game for D. Lee,,89-79,,
5:14.0,,,89-79,,R. Westbrook misses free throw 2 of 2
5:12.0,Defensive rebound by M. Smart,,89-79,,
5:07.0,Boston full timeout,,89-79,,
5:02.0,Shooting foul by S. Adams (drawn by A. Johnson),,89-79,,
5:02.0,A. Johnson makes free throw 1 of 2,1,90-79,,
5:02.0,A. Johnson misses free throw 2 of 2,,90-79,,
5:01.0,,,90-79,,Defensive rebound by D. Waiters
4:38.0,,,90-79,,D. Augustin misses 3-pt shot from 23 ft
4:38.0,Defensive rebound by E. Turner,,90-79,,
4:25.0,,,90-79,,Personal foul by D. Waiters (drawn by E. Turner)
4:19.0,Turnover by E. Turner (lost ball; steal by D. Augustin),,90-79,,
4:14.0,,,90-79,,D. Augustin misses 2-pt shot from 1 ft (block by M. Smart)
