time,San Antonio,pts.away,score,pts.home,LA Lakers
1:18.0,P. Mills makes 3-pt shot from 25 ft (assist by K. Anderson),3,29-16,,
0:56.0,,,29-19,3,J. Clarkson makes 3-pt shot from 25 ft (assist by D. Russell)
0:35.0,M. Ginobili misses 2-pt shot from 3 ft,,29-19,,
0:32.0,,,29-19,,Defensive rebound by R. Kelly
0:24.0,,,29-22,3,D. Russell makes 3-pt shot from 26 ft (assist by J. Clarkson)
0:12.0,,,29-22,,Violation by J. Clarkson (def goaltending)
0:12.0,J. Simmons makes 2-pt shot from 2 ft (assist by B. Diaw),2,31-22,,
0:05.0,,,31-22,,D. Russell misses 2-pt shot from 17 ft
0:03.0,Defensive rebound by M. Ginobili,,31-22,,
0:00.0,K. Anderson misses 3-pt shot from 26 ft,,31-22,,
0:00.0,Offensive rebound by Team,,31-22,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,,,31-22,,Shooting foul by P. Mills (drawn by D. Russell)
11:42.0,,,31-22,,D. Russell misses free throw 1 of 2
11:42.0,,,31-22,,Offensive rebound by Team
11:42.0,,,31-22,,D. Russell misses free throw 2 of 2
11:40.0,Defensive rebound by M. Ginobili,,31-22,,
11:29.0,M. Ginobili makes 2-pt shot from 4 ft (assist by B. Diaw),2,33-22,,
11:02.0,,,33-24,2,J. Clarkson makes 2-pt shot from 5 ft
10:52.0,J. Simmons misses 2-pt shot from 2 ft (block by B. Bass),,33-24,,
10:50.0,,,33-24,,Defensive rebound by B. Bass
10:43.0,,,33-24,,Shooting foul by B. Diaw (drawn by R. Kelly)
10:43.0,,,33-25,1,R. Kelly makes free throw 1 of 2
10:43.0,,,33-25,,L. Williams enters the game for J. Clarkson
10:43.0,,,33-26,1,R. Kelly makes free throw 2 of 2
10:24.0,K. Anderson misses 2-pt shot from 5 ft,,33-26,,
10:23.0,,,33-26,,Defensive rebound by R. Kelly
10:20.0,,,33-26,,Shooting foul by J. Simmons (drawn by L. Williams)
10:20.0,,,33-26,,L. Williams misses free throw 1 of 2
10:20.0,,,33-26,,Offensive rebound by Team
10:20.0,San Antonio full timeout,,33-26,,
10:20.0,,,33-27,1,L. Williams makes free throw 2 of 2
10:04.0,M. Ginobili makes 2-pt shot from 16 ft (assist by B. Diaw),2,35-27,,
9:46.0,,,35-27,,A. Brown misses 2-pt shot from 12 ft (block by M. Ginobili)
9:45.0,Defensive rebound by B. Diaw,,35-27,,
9:35.0,Turnover by M. Ginobili (lost ball; steal by A. Brown),,35-27,,
9:35.0,Loose ball foul by K. Anderson (drawn by A. Brown),,35-27,,
9:24.0,,,35-27,,A. Brown misses 3-pt shot from 23 ft
9:22.0,,,35-27,,Offensive rebound by A. Brown
9:20.0,,,35-27,,A. Brown misses 2-pt shot from 1 ft (block by K. Anderson)
9:18.0,,,35-27,,Offensive rebound by B. Bass
9:17.0,,,35-29,2,R. Kelly makes 2-pt shot from 9 ft (assist by B. Bass)
9:17.0,,,35-29,,Shooting foul by B. Diaw (drawn by R. Kelly)
9:17.0,,,35-29,,K. Bryant enters the game for A. Brown
9:17.0,K. Leonard enters the game for J. Simmons,,35-29,,
9:17.0,,,35-30,1,R. Kelly makes free throw 1 of 1
8:56.0,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili),3,38-30,,
8:40.0,,,38-32,2,D. Russell makes 2-pt shot from 18 ft (assist by L. Williams)
8:33.0,Shooting foul by B. Bass (drawn by B. Diaw),,38-32,,
8:33.0,B. Diaw makes free throw 1 of 2,1,39-32,,
8:33.0,,,39-32,,J. Randle enters the game for R. Kelly
8:33.0,D. West enters the game for K. Anderson,,39-32,,
8:33.0,B. Diaw makes free throw 2 of 2,1,40-32,,
8:16.0,,,40-32,,K. Bryant misses 2-pt shot from 15 ft
8:15.0,Defensive rebound by M. Ginobili,,40-32,,
8:06.0,M. Ginobili makes 2-pt shot from 2 ft (assist by B. Diaw),2,42-32,,
7:52.0,,,42-34,2,B. Bass makes 2-pt shot from 2 ft (assist by L. Williams)
7:37.0,D. West misses 2-pt shot from 4 ft,,42-34,,
7:35.0,,,42-34,,Defensive rebound by J. Randle
7:24.0,,,42-34,,Turnover by D. Russell (bad pass; steal by M. Ginobili)
7:17.0,K. Leonard misses 2-pt shot from 18 ft,,42-34,,
7:15.0,,,42-34,,Defensive rebound by L. Williams
7:07.0,,,42-36,2,L. Williams makes 2-pt shot from 16 ft
6:49.0,M. Ginobili makes 2-pt shot from 5 ft,2,44-36,,
6:28.0,,,44-36,,J. Randle misses 2-pt shot from 11 ft
6:25.0,Defensive rebound by K. Leonard,,44-36,,
6:10.0,P. Mills misses 2-pt shot from 2 ft,,44-36,,
6:05.0,,,44-36,,Defensive rebound by J. Randle
6:03.0,,,44-36,,Turnover by L. Williams (bad pass; steal by M. Ginobili)
5:46.0,B. Diaw makes 2-pt shot from 9 ft (assist by M. Ginobili),2,46-36,,
5:29.0,,,46-38,2,K. Bryant makes 2-pt shot from 9 ft
5:16.0,D. West misses 2-pt shot from 9 ft,,46-38,,
5:12.0,,,46-38,,Defensive rebound by J. Randle
5:07.0,,,46-38,,K. Bryant misses 2-pt shot from 18 ft
5:05.0,,,46-38,,Offensive rebound by B. Bass
5:04.0,,,46-38,,B. Bass misses 2-pt shot from 2 ft (block by K. Leonard)
5:03.0,Defensive rebound by P. Mills,,46-38,,
5:00.0,P. Mills misses 2-pt shot from 3 ft,,46-38,,
4:59.0,Offensive rebound by Team,,46-38,,
4:59.0,,,46-38,,Loose ball foul by B. Bass (drawn by B. Diaw)
4:59.0,Official timeout,,46-38,,
4:59.0,D. Green enters the game for B. Diaw,,46-38,,
4:59.0,T. Duncan enters the game for M. Ginobili,,46-38,,
4:59.0,T. Parker enters the game for P. Mills,,46-38,,
4:59.0,,,46-38,,R. Hibbert enters the game for D. Russell
4:59.0,,,46-38,,J. Clarkson enters the game for B. Bass
4:41.0,D. West makes 2-pt shot from 7 ft (assist by T. Duncan),2,48-38,,
4:28.0,,,48-38,,Turnover by K. Bryant (bad pass; steal by D. West)
4:12.0,K. Leonard misses 2-pt shot from 12 ft,,48-38,,
4:10.0,,,48-38,,Defensive rebound by R. Hibbert
4:04.0,,,48-40,2,R. Hibbert makes 2-pt shot from 4 ft (assist by L. Williams)
3:45.0,D. Green misses 3-pt shot from 23 ft,,48-40,,
3:44.0,,,48-40,,Defensive rebound by R. Hibbert
3:38.0,,,48-40,,L. Williams misses 2-pt shot from 16 ft (block by D. Green)
3:38.0,,,48-40,,Offensive rebound by Team
3:19.0,,,48-43,3,J. Clarkson makes 3-pt shot from 25 ft
3:03.0,Turnover by T. Duncan (lost ball),,48-43,,
2:50.0,,,48-43,,K. Bryant misses 3-pt shot from 26 ft
2:49.0,Defensive rebound by D. West,,48-43,,
2:32.0,D. West makes 2-pt shot from 17 ft (assist by T. Parker),2,50-43,,
2:09.0,,,50-43,,L. Williams misses 2-pt shot from 5 ft
2:07.0,Defensive rebound by T. Duncan,,50-43,,
1:51.0,K. Leonard makes 2-pt shot from 12 ft,2,52-43,,
1:27.0,,,52-43,,Turnover by L. Williams (bad pass; steal by K. Leonard)
1:21.0,T. Parker makes 2-pt shot from 3 ft (assist by K. Leonard),2,54-43,,
1:01.0,,,54-43,,J. Clarkson misses 2-pt shot from 6 ft
0:58.0,,,54-43,,Offensive rebound by J. Randle
0:58.0,,,54-43,,J. Randle misses 2-pt shot from 1 ft
0:55.0,Defensive rebound by D. West,,54-43,,
0:52.0,D. West makes 2-pt shot from 18 ft (assist by T. Parker),2,56-43,,
0:43.0,Violation by K. Leonard (kicked ball),,56-43,,
0:43.0,,,56-43,,LA Lakers full timeout
0:30.0,,,56-43,,J. Randle misses 2-pt shot from 4 ft
0:30.0,Defensive rebound by Team,,56-43,,
0:30.0,,,56-43,,Loose ball foul by J. Randle (drawn by D. West)
0:09.0,T. Duncan misses 2-pt shot from 2 ft,,56-43,,
0:06.0,Offensive rebound by K. Leonard,,56-43,,
0:06.0,Turnover by Team (shot clock),,56-43,,
0:01.0,,,56-43,,J. Clarkson misses 2-pt shot from 2 ft (block by T. Duncan)
0:00.0,,,56-43,,Offensive rebound by J. Randle
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,56-43,,Turnover by L. Williams (bad pass; steal by T. Duncan)
11:45.0,,,56-43,,Loose ball foul by J. Randle (drawn by T. Parker)
11:28.0,T. Parker misses 2-pt shot from 21 ft,,56-43,,
11:27.0,,,56-43,,Defensive rebound by K. Bryant
11:14.0,,,56-43,,J. Randle misses 2-pt shot from 4 ft
11:13.0,,,56-43,,Offensive rebound by R. Hibbert
11:07.0,,,56-43,,J. Clarkson misses 3-pt shot from 25 ft
11:06.0,Defensive rebound by T. Parker,,56-43,,
10:57.0,K. Leonard makes 2-pt shot from 12 ft,2,58-43,,
10:39.0,,,58-46,3,L. Williams makes 3-pt shot from 23 ft (assist by K. Bryant)
10:21.0,T. Parker misses 2-pt shot from 9 ft,,58-46,,
10:19.0,Offensive rebound by D. West,,58-46,,
10:17.0,D. West misses 2-pt shot from 14 ft,,58-46,,
10:15.0,,,58-46,,Defensive rebound by J. Randle
9:57.0,,,58-46,,J. Randle misses 2-pt shot from 2 ft (block by D. West)
9:57.0,,,58-46,,Offensive rebound by Team
9:53.0,,,58-48,2,J. Clarkson makes 2-pt shot from 8 ft (assist by K. Bryant)
9:36.0,K. Leonard misses 2-pt shot from 8 ft,,58-48,,
9:35.0,,,58-48,,Defensive rebound by L. Williams
9:20.0,,,58-48,,L. Williams misses 2-pt shot from 18 ft
9:19.0,Defensive rebound by D. Green,,58-48,,
9:13.0,T. Parker makes 2-pt shot from 1 ft,2,60-48,,
8:52.0,,,60-50,2,L. Williams makes 2-pt shot from 17 ft (assist by K. Bryant)
8:40.0,T. Parker makes 2-pt shot from 2 ft,2,62-50,,
8:40.0,Shooting foul by R. Hibbert (drawn by T. Parker),,62-50,,
8:40.0,M. Ginobili enters the game for D. Green,,62-50,,
8:40.0,T. Parker misses free throw 1 of 1,,62-50,,
8:36.0,,,62-50,,Defensive rebound by J. Clarkson
8:32.0,,,62-52,2,J. Clarkson makes 2-pt shot from 3 ft
8:32.0,San Antonio full timeout,,62-52,,
8:15.0,Shooting foul by K. Bryant (drawn by K. Leonard),,62-52,,
8:15.0,K. Leonard makes free throw 1 of 2,1,63-52,,
8:15.0,K. Leonard makes free throw 2 of 2,1,64-52,,
8:01.0,,,64-52,,Turnover by K. Bryant (bad pass; steal by M. Ginobili)
7:47.0,D. West makes 2-pt shot from 2 ft (assist by T. Duncan),2,66-52,,
7:32.0,,,66-54,2,R. Hibbert makes 2-pt shot at rim
7:17.0,K. Leonard misses 3-pt shot from 26 ft,,66-54,,
7:15.0,,,66-54,,Defensive rebound by J. Randle
6:59.0,,,66-54,,J. Randle misses 2-pt shot from 1 ft
6:58.0,,,66-54,,Offensive rebound by Team
6:45.0,Personal foul by D. West (drawn by R. Hibbert),,66-54,,
6:40.0,,,66-54,,Shooting foul by T. Parker (drawn by L. Williams)
6:40.0,,,66-54,,L. Williams misses free throw 1 of 3
6:40.0,,,66-54,,Offensive rebound by Team
6:40.0,,,66-55,1,L. Williams makes free throw 2 of 3
6:40.0,,,66-56,1,L. Williams makes free throw 3 of 3
6:29.0,Turnover by M. Ginobili (bad pass; steal by R. Hibbert),,66-56,,
6:09.0,,,66-58,2,R. Hibbert makes 2-pt shot from 17 ft (assist by K. Bryant)
5:46.0,T. Parker misses 3-pt shot from 24 ft,,66-58,,
5:45.0,,,66-58,,Defensive rebound by J. Randle
5:36.0,,,66-58,,Turnover by K. Bryant (bad pass; steal by K. Leonard)
5:33.0,Shooting foul by R. Hibbert (drawn by K. Leonard),,66-58,,
5:33.0,K. Leonard misses free throw 1 of 2,,66-58,,
5:33.0,Offensive rebound by Team,,66-58,,
5:33.0,B. Marjanovic enters the game for T. Duncan,,66-58,,
5:33.0,,,66-58,,D. Russell enters the game for J. Clarkson
5:33.0,K. Leonard makes free throw 2 of 2,1,67-58,,
5:13.0,,,67-61,3,K. Bryant makes 3-pt shot from 25 ft (assist by J. Randle)
4:54.0,Turnover by T. Parker (lost ball; steal by D. Russell),,67-61,,
4:47.0,,,67-61,,L. Williams misses 3-pt shot from 25 ft
4:46.0,Defensive rebound by M. Ginobili,,67-61,,
4:36.0,M. Ginobili makes 2-pt shot from 14 ft,2,69-61,,
4:20.0,,,69-61,,Turnover by D. Russell (lost ball; steal by M. Ginobili)
4:14.0,T. Parker makes 2-pt shot from 2 ft (assist by M. Ginobili),2,71-61,,
3:58.0,,,71-61,,R. Hibbert misses 2-pt shot from 4 ft
3:56.0,,,71-61,,Offensive rebound by J. Randle
3:55.0,,,71-63,2,J. Randle makes 2-pt shot at rim
3:35.0,T. Parker misses 2-pt shot from 3 ft,,71-63,,
3:32.0,,,71-63,,Defensive rebound by R. Hibbert
3:26.0,,,71-63,,K. Bryant misses 3-pt shot from 24 ft
3:24.0,Defensive rebound by K. Leonard,,71-63,,
3:20.0,K. Leonard makes 2-pt shot from 1 ft,2,73-63,,
3:20.0,,,73-63,,Shooting block foul by J. Randle (drawn by K. Leonard)
3:20.0,B. Diaw enters the game for T. Parker,,73-63,,
3:20.0,P. Mills enters the game for B. Marjanovic,,73-63,,
3:20.0,,,73-63,,A. Brown enters the game for K. Bryant
3:20.0,,,73-63,,B. Bass enters the game for R. Hibbert
3:20.0,R. Butler enters the game for D. West,,73-63,,
3:20.0,K. Leonard makes free throw 1 of 1,1,74-63,,
3:08.0,,,74-63,,Shooting foul by R. Butler (drawn by L. Williams)
3:08.0,,,74-64,1,L. Williams makes free throw 1 of 2
3:08.0,,,74-65,1,L. Williams makes free throw 2 of 2
2:57.0,M. Ginobili makes 2-pt shot from 8 ft,2,76-65,,
2:36.0,,,76-65,,Turnover by D. Russell (bad pass; steal by M. Ginobili)
2:30.0,R. Butler makes 2-pt shot from 16 ft (assist by M. Ginobili),2,78-65,,
2:21.0,,,78-65,,LA Lakers full timeout
2:21.0,J. Simmons enters the game for K. Leonard,,78-65,,
2:16.0,,,78-65,,Shooting foul by R. Butler (drawn by B. Bass)
2:16.0,,,78-66,1,B. Bass makes free throw 1 of 2
2:16.0,,,78-67,1,B. Bass makes free throw 2 of 2
2:03.0,M. Ginobili makes 2-pt shot from 5 ft (assist by R. Butler),2,80-67,,
1:38.0,,,80-67,,B. Bass misses 2-pt shot from 3 ft
1:37.0,,,80-67,,Offensive rebound by B. Bass
1:31.0,,,80-69,2,J. Randle makes 2-pt shot from 2 ft
1:19.0,P. Mills makes 2-pt shot from 19 ft,2,82-69,,
0:58.0,,,82-69,,A. Brown misses 3-pt shot from 25 ft
0:57.0,Defensive rebound by Team,,82-69,,
0:57.0,,,82-69,,R. Kelly enters the game for J. Randle
0:47.0,P. Mills makes 2-pt shot from 1 ft (assist by R. Butler),2,84-69,,
0:33.0,,,84-69,,B. Bass misses 2-pt shot from 5 ft (block by R. Butler)
0:31.0,,,84-69,,Offensive rebound by L. Williams
0:31.0,,,84-71,2,L. Williams makes 2-pt shot from 1 ft
0:09.0,M. Ginobili makes 3-pt shot from 25 ft,3,87-71,,
0:03.0,,,87-71,,L. Williams misses 2-pt shot from 20 ft
0:01.0,,,87-71,,Offensive rebound by R. Kelly
0:01.0,,,87-71,,R. Kelly misses 2-pt shot from 2 ft
0:00.0,,,87-71,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,R. Butler makes 2-pt shot from 15 ft (assist by P. Mills),2,89-71,,
11:31.0,,,89-71,,L. Williams misses 3-pt shot from 26 ft
11:30.0,,,89-71,,Offensive rebound by R. Kelly
11:30.0,,,89-73,2,R. Kelly makes 2-pt shot from 2 ft
11:15.0,R. Butler misses 2-pt shot from 6 ft (block by B. Bass),,89-73,,
11:13.0,,,89-73,,Defensive rebound by D. Russell
11:05.0,,,89-73,,L. Williams misses 3-pt shot from 25 ft
11:03.0,Defensive rebound by P. Mills,,89-73,,
10:50.0,B. Diaw misses 2-pt shot from 7 ft,,89-73,,
10:47.0,,,89-73,,Defensive rebound by B. Bass
10:34.0,,,89-73,,Shooting foul by B. Diaw (drawn by B. Bass)
10:34.0,,,89-74,1,B. Bass makes free throw 1 of 2
10:34.0,,,89-74,,B. Bass misses free throw 2 of 2
10:32.0,Defensive rebound by B. Diaw,,89-74,,
10:11.0,P. Mills makes 2-pt shot from 1 ft,2,91-74,,
9:53.0,,,91-74,,R. Kelly misses 2-pt shot from 17 ft
9:51.0,Defensive rebound by P. Mills,,91-74,,
9:37.0,P. Mills misses 2-pt shot from 14 ft,,91-74,,
9:37.0,Offensive rebound by Team,,91-74,,
9:37.0,,,91-74,,J. Clarkson enters the game for L. Williams
9:33.0,P. Mills makes 3-pt shot from 24 ft (assist by R. Butler),3,94-74,,
9:12.0,,,94-74,,R. Kelly misses 2-pt shot from 2 ft
9:10.0,Defensive rebound by R. Butler,,94-74,,
8:56.0,D. Green makes 3-pt shot from 26 ft (assist by P. Mills),3,97-74,,
8:47.0,,,97-74,,LA Lakers full timeout
8:28.0,,,97-74,,A. Brown misses 3-pt shot from 25 ft
8:27.0,Defensive rebound by R. Butler,,97-74,,
8:20.0,,,97-74,,Personal foul by R. Kelly (drawn by B. Diaw)
8:06.0,D. Green misses 3-pt shot from 24 ft,,97-74,,
8:05.0,,,97-74,,Defensive rebound by B. Bass
7:55.0,,,97-74,,J. Clarkson misses 2-pt shot from 2 ft (block by D. Green)
7:53.0,Defensive rebound by P. Mills,,97-74,,
7:44.0,P. Mills misses 2-pt shot from 18 ft (block by B. Bass),,97-74,,
7:43.0,,,97-74,,Defensive rebound by A. Brown
7:40.0,,,97-74,,Turnover by A. Brown (bad pass; steal by D. Green)
7:29.0,J. Simmons makes 2-pt shot at rim (assist by D. Green),2,99-74,,
7:29.0,R. McCallum enters the game for P. Mills,,99-74,,
7:29.0,,,99-74,,T. Black enters the game for R. Kelly
7:18.0,,,99-76,2,D. Russell makes 2-pt shot from 2 ft
7:10.0,San Antonio full timeout,,99-76,,
7:10.0,B. Marjanovic enters the game for D. Green,,99-76,,
7:10.0,K. Anderson enters the game for B. Diaw,,99-76,,
6:52.0,J. Simmons misses 2-pt shot from 13 ft,,99-76,,
6:49.0,,,99-76,,Defensive rebound by T. Black
6:37.0,,,99-78,2,J. Clarkson makes 2-pt shot from 14 ft
6:12.0,R. McCallum misses 2-pt shot from 13 ft,,99-78,,
6:09.0,Offensive rebound by B. Marjanovic,,99-78,,
6:07.0,B. Marjanovic makes 2-pt shot at rim,2,101-78,,
5:50.0,,,101-80,2,T. Black makes 2-pt shot at rim (assist by D. Russell)
5:27.0,K. Anderson misses 2-pt shot from 2 ft,,101-80,,
5:25.0,Offensive rebound by K. Anderson,,101-80,,
5:23.0,Turnover by K. Anderson (bad pass),,101-80,,
5:23.0,,,101-80,,M. Huertas enters the game for J. Clarkson
5:23.0,,,101-80,,J. Randle enters the game for B. Bass
5:13.0,,,101-82,2,D. Russell makes 2-pt shot from 16 ft
4:33.0,R. Butler makes 3-pt shot from 26 ft (assist by J. Simmons),3,104-82,,
4:21.0,,,104-85,3,D. Russell makes 3-pt shot from 27 ft
4:04.0,J. Simmons makes 2-pt shot from 18 ft,2,106-85,,
3:43.0,,,106-87,2,D. Russell makes 2-pt shot from 18 ft
3:16.0,J. Simmons misses 2-pt shot from 1 ft,,106-87,,
3:14.0,,,106-87,,Defensive rebound by J. Randle
3:04.0,Personal foul by J. Simmons (drawn by D. Russell),,106-87,,
2:50.0,,,106-89,2,T. Black makes 2-pt shot at rim (assist by M. Huertas)
2:40.0,San Antonio full timeout,,106-89,,
2:40.0,Official timeout,,106-89,,
2:32.0,Turnover by R. McCallum (lost ball),,106-89,,
2:08.0,,,106-89,,Turnover by Team (shot clock)
1:49.0,K. Anderson makes 2-pt shot from 7 ft,2,108-89,,
1:25.0,,,108-89,,T. Black misses 2-pt shot from 7 ft
1:25.0,,,108-89,,Offensive rebound by Team
1:25.0,,,108-89,,Turnover by Team (shot clock)
1:14.0,R. McCallum misses 2-pt shot from 4 ft (block by T. Black),,108-89,,
1:12.0,,,108-89,,Defensive rebound by T. Black
1:07.0,,,108-91,2,D. Russell makes 2-pt shot from 9 ft
0:43.0,K. Anderson misses 3-pt shot from 27 ft,,108-91,,
0:41.0,,,108-91,,Defensive rebound by Team
0:41.0,Loose ball foul by B. Marjanovic (drawn by T. Black),,108-91,,
0:33.0,,,108-93,2,D. Russell makes 2-pt shot from 5 ft
0:12.0,K. Anderson misses 2-pt shot from 14 ft,,108-93,,
0:09.0,,,108-93,,Defensive rebound by M. Huertas
0:08.0,,,108-95,2,J. Randle makes 2-pt shot at rim (assist by M. Huertas)
0:00.0,End of 4th quarter,,,,End of 4th quarter
