time,Atlanta,pts.away,score,pts.home,Miami
0:10.0,,,25-23,,L. Deng enters the game for J. McRoberts
0:10.0,,,25-23,,T. Johnson misses free throw 1 of 2
0:10.0,,,25-23,,Offensive rebound by Team
0:10.0,,,25-24,1,T. Johnson makes free throw 2 of 2
0:02.0,D. Schroder misses 2-pt shot from 2 ft (block by C. Bosh),,25-24,,
0:01.0,Offensive rebound by A. Horford,,25-24,,
0:00.0,A. Horford misses 2-pt shot from 8 ft,,25-24,,
0:00.0,Offensive rebound by Team,,25-24,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,25-24,,C. Bosh misses 2-pt shot from 20 ft
11:48.0,Defensive rebound by J. Teague,,25-24,,
11:34.0,Turnover by K. Korver (bad pass; steal by T. Johnson),,25-24,,
11:22.0,,,25-24,,M. Chalmers misses 3-pt shot from 25 ft
11:21.0,Defensive rebound by J. Holiday,,25-24,,
11:16.0,,,25-24,,Personal foul by M. Chalmers (drawn by J. Teague)
11:04.0,M. Scott misses 2-pt shot from 17 ft,,25-24,,
11:03.0,,,25-24,,Defensive rebound by C. Bosh
10:54.0,,,25-24,,C. Bosh misses 3-pt shot from 25 ft
10:53.0,Defensive rebound by M. Scott,,25-24,,
10:45.0,M. Scott makes 3-pt shot from 25 ft (assist by J. Holiday),3,28-24,,
10:20.0,,,28-24,,J. Winslow misses 2-pt shot from 2 ft
10:19.0,Defensive rebound by A. Horford,,28-24,,
10:12.0,J. Teague misses 2-pt shot from 10 ft,,28-24,,
10:11.0,,,28-24,,Defensive rebound by J. Winslow
10:05.0,,,28-24,,M. Chalmers misses 2-pt shot from 1 ft
10:04.0,Defensive rebound by A. Horford,,28-24,,
9:58.0,J. Holiday makes 2-pt shot from 4 ft (assist by J. Teague),2,30-24,,
9:36.0,Personal foul by J. Holiday (drawn by M. Chalmers),,30-24,,
9:36.0,,,30-24,,L. Deng enters the game for J. McRoberts
9:20.0,,,30-24,,C. Bosh misses 2-pt shot from 21 ft
9:19.0,,,30-24,,Offensive rebound by T. Johnson
9:18.0,,,30-24,,T. Johnson misses 2-pt shot at rim
9:17.0,Defensive rebound by J. Holiday,,30-24,,
9:13.0,Turnover by J. Teague (bad pass),,30-24,,
9:00.0,,,30-24,,L. Deng misses 2-pt shot from 20 ft
8:59.0,Defensive rebound by K. Korver,,30-24,,
8:45.0,A. Horford makes 2-pt shot from 2 ft (assist by J. Teague),2,32-24,,
8:45.0,Shooting foul by L. Deng (drawn by A. Horford),,32-24,,
8:45.0,Official timeout,,32-24,,
8:45.0,T. Splitter enters the game for M. Scott,,32-24,,
8:45.0,,,32-24,,H. Whiteside enters the game for C. Bosh
8:45.0,,,32-24,,D. Wade enters the game for M. Chalmers
8:45.0,A. Horford makes free throw 1 of 1,1,33-24,,
8:27.0,,,33-24,,D. Wade misses 2-pt shot from 14 ft
8:26.0,Defensive rebound by T. Splitter,,33-24,,
8:20.0,M. Scott enters the game for A. Horford,,33-24,,
8:14.0,K. Korver makes 2-pt shot from 17 ft (assist by J. Teague),2,35-24,,
7:55.0,,,35-24,,Offensive charge foul by J. Winslow
7:55.0,,,35-24,,Turnover by J. Winslow (offensive foul)
7:55.0,,,35-24,,G. Dragic enters the game for T. Johnson
7:35.0,T. Splitter misses 2-pt shot from 2 ft (block by H. Whiteside),,35-24,,
7:34.0,Offensive rebound by M. Scott,,35-24,,
7:33.0,M. Scott makes 2-pt shot from 1 ft,2,37-24,,
7:17.0,,,37-26,2,H. Whiteside makes 2-pt shot from 1 ft (assist by D. Wade)
7:06.0,T. Splitter misses 2-pt shot from 6 ft (block by H. Whiteside),,37-26,,
7:05.0,Offensive rebound by T. Splitter,,37-26,,
6:55.0,K. Korver makes 2-pt shot from 14 ft,2,39-26,,
6:44.0,,,39-26,,Turnover by H. Whiteside (bad pass; steal by J. Holiday)
6:42.0,J. Holiday makes 2-pt shot at rim,2,41-26,,
6:42.0,,,41-26,,Miami full timeout
6:42.0,,,41-26,,C. Bosh enters the game for J. Winslow
6:27.0,,,41-26,,D. Wade misses 2-pt shot from 15 ft
6:26.0,Defensive rebound by J. Teague,,41-26,,
6:17.0,J. Holiday misses 3-pt shot from 25 ft,,41-26,,
6:16.0,,,41-26,,Defensive rebound by H. Whiteside
6:06.0,,,41-26,,L. Deng misses 3-pt shot from 24 ft
6:05.0,,,41-26,,Offensive rebound by H. Whiteside
6:04.0,Personal foul by T. Splitter (drawn by H. Whiteside),,41-26,,
6:04.0,D. Schroder enters the game for J. Teague,,41-26,,
6:04.0,K. Bazemore enters the game for J. Holiday,,41-26,,
6:04.0,P. Millsap enters the game for M. Scott,,41-26,,
5:58.0,Personal block foul by T. Splitter (drawn by D. Wade),,41-26,,
5:44.0,,,41-28,2,G. Dragic makes 2-pt shot from 1 ft
5:44.0,,,41-28,,Violation by Team (delay of game)
5:36.0,K. Korver misses 3-pt shot from 24 ft,,41-28,,
5:35.0,Offensive rebound by P. Millsap,,41-28,,
5:35.0,Shooting foul by C. Bosh (drawn by P. Millsap),,41-28,,
5:35.0,P. Millsap misses free throw 1 of 2,,41-28,,
5:35.0,Offensive rebound by Team,,41-28,,
5:35.0,P. Millsap makes free throw 2 of 2,1,42-28,,
5:21.0,,,42-30,2,D. Wade makes 2-pt shot from 2 ft
5:10.0,K. Korver misses 3-pt shot from 25 ft (block by D. Wade),,42-30,,
5:09.0,,,42-30,,Defensive rebound by L. Deng
4:59.0,,,42-30,,L. Deng misses 3-pt shot from 25 ft
4:58.0,Defensive rebound by K. Korver,,42-30,,
4:34.0,P. Millsap misses 2-pt shot from 12 ft,,42-30,,
4:33.0,,,42-30,,Defensive rebound by C. Bosh
4:11.0,,,42-30,,D. Wade misses 3-pt shot from 24 ft
4:10.0,Defensive rebound by D. Schroder,,42-30,,
4:01.0,D. Schroder makes 2-pt shot from 2 ft,2,44-30,,
3:36.0,,,44-32,2,H. Whiteside makes 2-pt shot from 3 ft
3:20.0,P. Millsap misses 2-pt shot from 2 ft,,44-32,,
3:19.0,,,44-32,,Defensive rebound by H. Whiteside
3:15.0,,,44-32,,G. Dragic misses 2-pt shot from 2 ft
3:14.0,,,44-32,,Offensive rebound by D. Wade
3:13.0,,,44-34,2,D. Wade makes 2-pt shot at rim
3:13.0,Atlanta full timeout,,44-34,,
3:13.0,A. Horford enters the game for K. Korver,,44-34,,
3:13.0,J. Teague enters the game for T. Splitter,,44-34,,
3:13.0,,,44-34,,T. Johnson enters the game for L. Deng
2:57.0,,,44-34,,Violation by C. Bosh (def goaltending)
2:57.0,A. Horford makes 2-pt shot from 5 ft (assist by D. Schroder),2,46-34,,
2:38.0,,,46-34,,Turnover by D. Wade (lost ball; steal by A. Horford)
2:34.0,K. Bazemore makes 2-pt shot at rim (assist by A. Horford),2,48-34,,
2:12.0,,,48-34,,Turnover by H. Whiteside (lost ball; steal by P. Millsap)
1:56.0,D. Schroder misses 2-pt shot at rim,,48-34,,
1:54.0,,,48-34,,Defensive rebound by G. Dragic
1:45.0,,,48-34,,T. Johnson misses 3-pt shot from 25 ft
1:44.0,,,48-34,,Offensive rebound by G. Dragic
1:42.0,,,48-34,,G. Dragic misses 2-pt shot from 1 ft
1:41.0,,,48-34,,Offensive rebound by G. Dragic
1:37.0,,,48-37,3,D. Wade makes 3-pt shot from 24 ft (assist by G. Dragic)
1:20.0,J. Teague misses 2-pt shot from 15 ft,,48-37,,
1:19.0,,,48-37,,Defensive rebound by C. Bosh
1:03.0,,,48-37,,H. Whiteside misses 2-pt shot from 5 ft
1:02.0,Defensive rebound by P. Millsap,,48-37,,
0:56.0,,,48-37,,Flagrant foul type 1 by D. Wade (drawn by P. Millsap)
0:56.0,P. Millsap misses flagrant free throw 1 of 2,,48-37,,
0:56.0,Offensive rebound by Team,,48-37,,
0:56.0,J. Holiday enters the game for D. Schroder,,48-37,,
0:56.0,P. Millsap makes flagrant free throw 2 of 2,1,49-37,,
0:46.0,J. Holiday misses 3-pt shot from 23 ft,,49-37,,
0:43.0,,,49-37,,Defensive rebound by C. Bosh
0:33.0,,,49-39,2,D. Wade makes 2-pt shot from 12 ft
0:33.0,,,49-39,,Shooting foul by J. Teague (drawn by D. Wade)
0:33.0,,,49-40,1,D. Wade makes free throw 1 of 1
0:19.0,J. Teague makes 2-pt shot from 1 ft,2,51-40,,
0:14.0,,,51-40,,Miami full timeout
0:14.0,D. Schroder enters the game for J. Teague,,51-40,,
0:14.0,,,51-40,,L. Deng enters the game for H. Whiteside
0:04.0,,,51-40,,Turnover by D. Wade (bad pass)
0:04.0,Atlanta full timeout,,51-40,,
0:04.0,J. Teague enters the game for D. Schroder,,51-40,,
0:04.0,K. Korver enters the game for J. Holiday,,51-40,,
0:01.0,J. Teague misses 2-pt shot from 3 ft (block by G. Dragic),,51-40,,
0:00.0,Offensive rebound by Team,,51-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,51-42,2,H. Whiteside makes 2-pt shot at rim (assist by L. Deng)
11:19.0,P. Millsap misses 2-pt shot from 6 ft,,51-42,,
11:18.0,Offensive rebound by P. Millsap,,51-42,,
11:13.0,K. Korver misses 2-pt shot from 9 ft,,51-42,,
11:12.0,Offensive rebound by A. Horford,,51-42,,
11:08.0,K. Korver misses 3-pt shot from 24 ft,,51-42,,
11:07.0,,,51-42,,Defensive rebound by H. Whiteside
10:51.0,,,51-42,,C. Bosh misses 2-pt shot from 15 ft
10:50.0,Defensive rebound by P. Millsap,,51-42,,
10:33.0,Shooting foul by G. Dragic (drawn by J. Teague),,51-42,,
10:33.0,J. Teague makes free throw 1 of 2,1,52-42,,
10:33.0,J. Teague makes free throw 2 of 2,1,53-42,,
10:20.0,,,53-42,,L. Deng misses 2-pt shot from 1 ft
10:19.0,,,53-42,,Offensive rebound by H. Whiteside
10:19.0,,,53-42,,Shooting foul by K. Bazemore (drawn by H. Whiteside)
10:19.0,,,53-42,,H. Whiteside misses free throw 1 of 2
10:19.0,,,53-42,,Offensive rebound by Team
10:19.0,,,53-43,1,H. Whiteside makes free throw 2 of 2
10:05.0,J. Teague makes 2-pt shot from 2 ft (assist by P. Millsap),2,55-43,,
9:51.0,,,55-45,2,D. Wade makes 2-pt shot from 19 ft
9:36.0,J. Teague makes 2-pt shot from 1 ft,2,57-45,,
9:11.0,,,57-45,,Shooting foul by P. Millsap (drawn by D. Wade)
9:11.0,,,57-46,1,D. Wade makes free throw 1 of 2
9:11.0,,,57-47,1,D. Wade makes free throw 2 of 2
8:56.0,A. Horford makes 2-pt shot from 15 ft (assist by J. Teague),2,59-47,,
8:39.0,,,59-47,,C. Bosh misses 2-pt shot from 14 ft
8:38.0,Defensive rebound by K. Bazemore,,59-47,,
8:26.0,J. Teague makes 3-pt shot from 25 ft (assist by P. Millsap),3,62-47,,
8:26.0,,,62-47,,Miami full timeout
8:16.0,,,62-47,,Turnover by D. Wade (bad pass; steal by P. Millsap)
8:12.0,Turnover by P. Millsap (bad pass; steal by G. Dragic),,62-47,,
8:04.0,,,62-47,,D. Wade misses 2-pt shot from 12 ft
8:03.0,,,62-47,,Offensive rebound by H. Whiteside
8:02.0,,,62-49,2,H. Whiteside makes 2-pt shot at rim
7:48.0,K. Bazemore misses 2-pt shot from 1 ft,,62-49,,
7:47.0,Offensive rebound by A. Horford,,62-49,,
7:44.0,A. Horford makes 2-pt shot from 11 ft (assist by K. Bazemore),2,64-49,,
7:21.0,,,64-49,,L. Deng misses 2-pt shot from 11 ft
7:20.0,Defensive rebound by P. Millsap,,64-49,,
7:13.0,K. Korver misses 3-pt shot from 24 ft,,64-49,,
7:12.0,,,64-49,,Defensive rebound by C. Bosh
7:05.0,T. Splitter enters the game for K. Bazemore,,64-49,,
7:05.0,,,64-49,,J. Winslow enters the game for C. Bosh
6:53.0,,,64-51,2,H. Whiteside makes 2-pt shot from 10 ft (assist by D. Wade)
6:37.0,A. Horford misses 2-pt shot from 7 ft,,64-51,,
6:36.0,Offensive rebound by A. Horford,,64-51,,
6:34.0,A. Horford makes 2-pt shot from 1 ft,2,66-51,,
6:07.0,,,66-54,3,G. Dragic makes 3-pt shot from 25 ft
5:49.0,P. Millsap misses 2-pt shot from 10 ft,,66-54,,
5:48.0,,,66-54,,Defensive rebound by H. Whiteside
5:44.0,,,66-54,,Shooting foul by A. Horford (drawn by D. Wade)
5:44.0,,,66-55,1,D. Wade makes free throw 1 of 2
5:44.0,,,66-55,,D. Wade misses free throw 2 of 2
5:43.0,Defensive rebound by A. Horford,,66-55,,
5:31.0,T. Splitter makes 2-pt shot from 5 ft (assist by K. Korver),2,68-55,,
5:23.0,,,68-55,,Shooting foul by J. Teague (drawn by G. Dragic)
5:23.0,,,68-56,1,G. Dragic makes free throw 1 of 2
5:23.0,,,68-56,,J. McRoberts enters the game for D. Wade
5:23.0,,,68-57,1,G. Dragic makes free throw 2 of 2
5:08.0,A. Horford misses 2-pt shot from 1 ft (block by H. Whiteside),,68-57,,
5:07.0,Offensive rebound by A. Horford,,68-57,,
5:06.0,T. Splitter misses 2-pt shot from 2 ft (block by L. Deng),,68-57,,
5:05.0,,,68-57,,Defensive rebound by L. Deng
4:47.0,,,68-57,,Turnover by H. Whiteside (bad pass; steal by T. Splitter)
4:33.0,A. Horford misses 2-pt shot from 6 ft,,68-57,,
4:32.0,,,68-57,,Defensive rebound by J. Winslow
4:16.0,,,68-57,,L. Deng misses 3-pt shot from 24 ft
4:15.0,Defensive rebound by P. Millsap,,68-57,,
3:53.0,J. Teague makes 2-pt shot from 5 ft,2,70-57,,
3:37.0,,,70-60,3,G. Dragic makes 3-pt shot from 24 ft (assist by J. McRoberts)
3:36.0,Atlanta full timeout,,70-60,,
3:36.0,K. Bazemore enters the game for A. Horford,,70-60,,
3:36.0,L. Patterson enters the game for K. Korver,,70-60,,
3:36.0,,,70-60,,C. Bosh enters the game for L. Deng
3:36.0,,,70-60,,T. Johnson enters the game for H. Whiteside
3:36.0,,,70-60,,M. Chalmers enters the game for G. Dragic
3:26.0,,,70-60,,Personal foul by J. McRoberts (drawn by P. Millsap)
3:26.0,P. Millsap makes 2-pt shot from 11 ft (assist by K. Bazemore),2,72-60,,
3:26.0,Shooting foul by J. McRoberts (drawn by P. Millsap),,72-60,,
3:26.0,D. Schroder enters the game for J. Teague,,72-60,,
3:26.0,P. Millsap makes free throw 1 of 1,1,73-60,,
3:08.0,,,73-60,,J. McRoberts misses 3-pt shot from 24 ft
3:07.0,Defensive rebound by P. Millsap,,73-60,,
2:54.0,Turnover by D. Schroder (bad pass; steal by C. Bosh),,73-60,,
2:48.0,,,73-60,,J. Winslow misses 3-pt shot from 22 ft
2:47.0,Defensive rebound by T. Splitter,,73-60,,
2:47.0,,,73-60,,Loose ball foul by J. McRoberts (drawn by P. Millsap)
2:47.0,,,73-60,,C. Andersen enters the game for J. McRoberts
2:36.0,D. Schroder misses 2-pt shot from 1 ft,,73-60,,
2:35.0,Offensive rebound by T. Splitter,,73-60,,
2:35.0,Shooting foul by C. Bosh (drawn by T. Splitter),,73-60,,
2:35.0,T. Splitter makes free throw 1 of 2,1,74-60,,
2:35.0,T. Splitter makes free throw 2 of 2,1,75-60,,
2:19.0,,,75-62,2,T. Johnson makes 2-pt shot from 5 ft
1:55.0,K. Bazemore misses 2-pt shot from 1 ft,,75-62,,
1:54.0,Offensive rebound by Team,,75-62,,
1:54.0,Turnover by Team (shot clock),,75-62,,
1:43.0,,,75-62,,Turnover by C. Andersen (bad pass; steal by D. Schroder)
1:39.0,M. Scott enters the game for P. Millsap,,75-62,,
1:28.0,K. Bazemore misses 3-pt shot from 23 ft,,75-62,,
1:27.0,,,75-62,,Defensive rebound by C. Bosh
1:21.0,,,75-65,3,C. Bosh makes 3-pt shot from 24 ft (assist by M. Chalmers)
1:03.0,T. Splitter makes 2-pt shot at rim (assist by D. Schroder),2,77-65,,
0:40.0,,,77-65,,J. Winslow misses 3-pt shot from 25 ft
0:39.0,Defensive rebound by D. Schroder,,77-65,,
0:24.0,Shooting foul by M. Chalmers (drawn by M. Scott),,77-65,,
0:24.0,M. Scott makes free throw 1 of 2,1,78-65,,
0:24.0,M. Scott makes free throw 2 of 2,1,79-65,,
0:04.0,,,79-65,,C. Bosh misses 3-pt shot from 24 ft
0:03.0,,,79-65,,Offensive rebound by J. Winslow
0:01.0,,,79-65,,M. Chalmers misses 2-pt shot from 19 ft
0:00.0,,,79-65,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,Turnover by D. Schroder (lost ball),,79-65,,
11:29.0,,,79-65,,Offensive charge foul by M. Chalmers
11:29.0,,,79-65,,Turnover by M. Chalmers (offensive foul)
11:12.0,M. Scott misses 2-pt shot from 11 ft,,79-65,,
11:11.0,,,79-65,,Defensive rebound by J. Winslow
10:49.0,,,79-67,2,T. Johnson makes 2-pt shot from 16 ft (assist by C. Bosh)
10:26.0,M. Scott misses 3-pt shot from 24 ft,,79-67,,
10:25.0,,,79-67,,Defensive rebound by T. Johnson
10:16.0,,,79-69,2,J. Winslow makes 2-pt shot from 12 ft (assist by T. Johnson)
9:56.0,Turnover by K. Bazemore (bad pass; steal by C. Bosh),,79-69,,
9:47.0,,,79-71,2,T. Johnson makes 2-pt shot from 2 ft
9:47.0,Atlanta full timeout,,79-71,,
9:47.0,J. Teague enters the game for K. Bazemore,,79-71,,
9:47.0,K. Korver enters the game for D. Schroder,,79-71,,
9:33.0,J. Holiday misses 3-pt shot from 24 ft,,79-71,,
9:32.0,,,79-71,,Defensive rebound by C. Andersen
9:25.0,,,79-71,,T. Johnson misses 2-pt shot from 1 ft
9:22.0,,,79-71,,Offensive rebound by C. Andersen
9:22.0,,,79-73,2,C. Andersen makes 2-pt shot at rim
9:14.0,J. Teague misses 2-pt shot at rim,,79-73,,
9:13.0,Offensive rebound by A. Horford,,79-73,,
9:12.0,A. Horford misses 2-pt shot at rim,,79-73,,
9:11.0,,,79-73,,Defensive rebound by C. Bosh
9:03.0,Personal foul by M. Scott (drawn by C. Bosh),,79-73,,
9:03.0,P. Millsap enters the game for M. Scott,,79-73,,
8:49.0,,,79-73,,Turnover by Team (shot clock)
8:34.0,A. Horford misses 2-pt shot from 6 ft,,79-73,,
8:33.0,,,79-73,,Defensive rebound by C. Bosh
8:27.0,,,79-75,2,M. Chalmers makes 2-pt shot from 2 ft
8:02.0,J. Holiday makes 3-pt shot from 23 ft (assist by J. Teague),3,82-75,,
7:42.0,,,82-75,,Shooting foul by P. Millsap (drawn by C. Andersen)
7:42.0,,,82-76,1,C. Andersen makes free throw 1 of 2
7:42.0,,,82-76,,C. Andersen misses free throw 2 of 2
7:41.0,Defensive rebound by P. Millsap,,82-76,,
7:30.0,Turnover by J. Holiday (lost ball; steal by M. Chalmers),,82-76,,
7:30.0,Jump ball: M. Chalmers vs. J. Holiday (J. Winslow gains possession),,,,Jump ball: M. Chalmers vs. J. Holiday (J. Winslow gains possession)
7:14.0,,,82-76,,Offensive foul by C. Andersen
7:14.0,,,82-76,,Turnover by C. Andersen (offensive foul)
7:06.0,K. Korver makes 3-pt shot from 24 ft (assist by J. Teague),3,85-76,,
6:51.0,,,85-76,,M. Chalmers misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by J. Teague,,85-76,,
6:45.0,J. Holiday misses 3-pt shot from 23 ft,,85-76,,
6:44.0,,,85-76,,Defensive rebound by C. Bosh
6:29.0,,,85-78,2,C. Bosh makes 2-pt shot from 2 ft
6:14.0,Turnover by J. Teague (bad pass; steal by M. Chalmers),,85-78,,
6:12.0,,,85-78,,M. Chalmers misses 2-pt shot from 2 ft (block by P. Millsap)
6:11.0,,,85-78,,Offensive rebound by Team
6:11.0,,,85-78,,G. Dragic enters the game for M. Chalmers
6:11.0,K. Bazemore enters the game for J. Teague,,85-78,,
6:11.0,,,85-78,,Miami full timeout
6:11.0,J. Teague enters the game for A. Horford,,85-78,,
6:11.0,T. Splitter enters the game for J. Holiday,,85-78,,
5:57.0,,,85-78,,Turnover by T. Johnson (bad pass; steal by K. Korver)
5:55.0,Turnover by K. Korver (bad pass; steal by T. Johnson),,85-78,,
5:53.0,,,85-78,,C. Bosh misses 3-pt shot from 24 ft
5:52.0,,,85-78,,Offensive rebound by Team
5:52.0,Loose ball foul by P. Millsap (drawn by C. Andersen),,85-78,,
5:35.0,,,85-78,,J. Winslow misses 3-pt shot from 24 ft
5:34.0,Defensive rebound by K. Bazemore,,85-78,,
5:18.0,P. Millsap misses 3-pt shot from 24 ft,,85-78,,
5:17.0,,,85-78,,Defensive rebound by C. Andersen
5:04.0,,,85-80,2,J. Winslow makes 2-pt shot from 1 ft (assist by G. Dragic)
4:50.0,J. Teague misses 2-pt shot from 5 ft,,85-80,,
4:49.0,,,85-80,,Defensive rebound by C. Andersen
4:38.0,,,85-80,,Turnover by J. Winslow (step out of bounds)
