time,San Antonio,pts.away,score,pts.home,Houston
8:19.0,D. Green enters the game for B. Diaw,,30-32,,
8:19.0,K. Leonard enters the game for J. Simmons,,30-32,,
7:53.0,D. West misses 3-pt shot from 24 ft,,30-32,,
7:52.0,,,30-32,,Defensive rebound by T. Ariza
7:35.0,,,30-34,2,D. Motiejunas makes 2-pt shot from 6 ft (assist by J. Harden)
7:16.0,D. Green makes 2-pt shot from 9 ft (assist by T. Duncan),2,32-34,,
6:51.0,,,32-34,,D. Motiejunas misses 2-pt shot from 3 ft
6:50.0,Defensive rebound by D. West,,32-34,,
6:44.0,Turnover by T. Parker (bad pass),,32-34,,
6:28.0,,,32-34,,Turnover by T. Ariza (bad pass; steal by K. Leonard)
6:24.0,L. Aldridge enters the game for D. West,,32-34,,
6:15.0,T. Duncan misses 2-pt shot from 16 ft,,32-34,,
6:13.0,,,32-34,,Defensive rebound by D. Howard
6:03.0,,,32-34,,T. Ariza misses 2-pt shot from 7 ft
6:02.0,Defensive rebound by K. Leonard,,32-34,,
5:55.0,K. Leonard misses 2-pt shot from 20 ft,,32-34,,
5:54.0,,,32-34,,Defensive rebound by D. Howard
5:44.0,Personal foul by K. Leonard (drawn by D. Motiejunas),,32-34,,
5:44.0,,,32-34,,Houston full timeout
5:38.0,,,32-36,2,D. Motiejunas makes 2-pt shot from 7 ft (assist by J. Harden)
5:25.0,D. Green misses 2-pt shot from 19 ft,,32-36,,
5:24.0,,,32-36,,Defensive rebound by D. Howard
5:10.0,,,32-36,,P. Beverley misses 2-pt shot from 1 ft
5:09.0,Defensive rebound by T. Duncan,,32-36,,
4:53.0,K. Leonard misses 2-pt shot from 2 ft,,32-36,,
4:52.0,,,32-36,,Defensive rebound by D. Howard
4:49.0,,,32-36,,J. Harden misses 2-pt shot from 2 ft (block by D. Green)
4:48.0,,,32-36,,Offensive rebound by Team
4:33.0,,,32-36,,P. Beverley misses 3-pt shot from 23 ft
4:32.0,Defensive rebound by K. Leonard,,32-36,,
4:20.0,K. Leonard makes 2-pt shot from 18 ft (assist by L. Aldridge),2,34-36,,
3:56.0,,,34-36,,Turnover by J. Harden (bad pass; steal by K. Leonard)
3:52.0,K. Leonard makes 2-pt shot at rim,2,36-36,,
3:33.0,,,36-36,,Shooting foul by T. Duncan (drawn by T. Ariza)
3:33.0,,,36-37,1,T. Ariza makes free throw 1 of 2
3:33.0,,,36-37,,C. Capela enters the game for D. Motiejunas
3:33.0,,,36-38,1,T. Ariza makes free throw 2 of 2
3:18.0,D. Green misses 3-pt shot from 24 ft,,36-38,,
3:17.0,Offensive rebound by K. Leonard,,36-38,,
3:13.0,K. Leonard makes 2-pt shot from 8 ft,2,38-38,,
3:06.0,,,38-38,,Turnover by T. Ariza (lost ball; steal by T. Parker)
2:58.0,,,38-38,,Personal foul by J. Harden (drawn by L. Aldridge)
2:58.0,San Antonio full timeout,,38-38,,
2:58.0,M. Ginobili enters the game for D. Green,,38-38,,
2:45.0,L. Aldridge makes 2-pt shot from 13 ft (assist by M. Ginobili),2,40-38,,
2:23.0,,,40-38,,Turnover by C. Capela (bad pass)
2:11.0,,,40-38,,Personal foul by D. Howard (drawn by M. Ginobili)
2:03.0,Shooting foul by T. Ariza (drawn by T. Duncan),,40-38,,
2:03.0,T. Duncan misses free throw 1 of 2,,40-38,,
2:03.0,Offensive rebound by Team,,40-38,,
2:03.0,T. Duncan makes free throw 2 of 2,1,41-38,,
1:42.0,,,41-38,,P. Beverley misses 2-pt shot from 14 ft
1:41.0,Defensive rebound by L. Aldridge,,41-38,,
1:27.0,L. Aldridge misses 2-pt shot from 20 ft,,41-38,,
1:26.0,Offensive rebound by K. Leonard,,41-38,,
1:24.0,K. Leonard misses 2-pt shot from 1 ft,,41-38,,
1:21.0,Offensive rebound by M. Ginobili,,41-38,,
1:20.0,Turnover by M. Ginobili (bad pass; steal by P. Beverley),,41-38,,
1:12.0,,,41-38,,J. Harden misses 2-pt shot from 15 ft
1:11.0,,,41-38,,Offensive rebound by C. Capela
1:10.0,,,41-38,,Turnover by C. Capela (bad pass; steal by K. Leonard)
0:48.0,T. Parker misses 2-pt shot from 24 ft,,41-38,,
0:47.0,Offensive rebound by K. Leonard,,41-38,,
0:33.0,Shooting foul by T. Ariza (drawn by M. Ginobili),,41-38,,
0:33.0,M. Ginobili makes free throw 1 of 2,1,42-38,,
0:33.0,,,42-38,,C. Brewer enters the game for T. Ariza
0:33.0,M. Ginobili makes free throw 2 of 2,1,43-38,,
0:28.0,,,43-38,,J. Harden misses 3-pt shot from 27 ft
0:26.0,Defensive rebound by M. Ginobili,,43-38,,
0:18.0,San Antonio full timeout,,43-38,,
0:03.0,Turnover by L. Aldridge (bad pass; steal by D. Howard),,43-38,,
0:01.0,,,43-38,,C. Brewer misses 2-pt shot from 1 ft
0:00.0,,,43-38,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,43-38,,J. Harden misses 2-pt shot from 16 ft
11:44.0,Defensive rebound by T. Parker,,43-38,,
11:26.0,L. Aldridge makes 2-pt shot from 1 ft (assist by T. Duncan),2,45-38,,
11:19.0,Personal foul by T. Duncan (drawn by J. Harden),,45-38,,
11:01.0,,,45-38,,J. Harden misses 2-pt shot from 3 ft
11:00.0,Defensive rebound by D. Green,,45-38,,
10:48.0,L. Aldridge misses 2-pt shot from 18 ft,,45-38,,
10:47.0,,,45-38,,Defensive rebound by P. Beverley
10:40.0,,,45-41,3,P. Beverley makes 3-pt shot from 24 ft
10:24.0,T. Parker misses 2-pt shot from 6 ft,,45-41,,
10:23.0,Offensive rebound by L. Aldridge,,45-41,,
10:23.0,L. Aldridge misses 2-pt shot from 1 ft,,45-41,,
10:19.0,,,45-41,,Defensive rebound by D. Howard
10:04.0,,,45-43,2,J. Harden makes 2-pt shot from 4 ft (assist by T. Ariza)
9:46.0,T. Duncan makes 2-pt shot from 18 ft (assist by K. Leonard),2,47-43,,
9:44.0,,,47-43,,Houston full timeout
9:35.0,,,47-45,2,J. Harden makes 2-pt shot from 15 ft
9:10.0,K. Leonard makes 2-pt shot from 9 ft,2,49-45,,
9:04.0,,,49-45,,Turnover by P. Beverley (bad pass)
8:53.0,Turnover by T. Parker (bad pass; steal by P. Beverley),,49-45,,
8:48.0,,,49-47,2,J. Harden makes 2-pt shot at rim (assist by P. Beverley)
8:35.0,,,49-47,,Personal foul by T. Ariza (drawn by K. Leonard)
8:35.0,,,49-47,,C. Brewer enters the game for T. Ariza
8:30.0,Turnover by T. Parker (bad pass),,49-47,,
8:16.0,,,49-47,,P. Beverley misses 3-pt shot from 25 ft
8:15.0,Defensive rebound by T. Duncan,,49-47,,
7:55.0,Turnover by K. Leonard (lost ball),,49-47,,
7:46.0,,,49-49,2,D. Howard makes 2-pt shot at rim (assist by J. Harden)
7:27.0,Turnover by T. Duncan (bad pass; steal by D. Howard),,49-49,,
7:21.0,,,49-49,,Turnover by C. Brewer (bad pass; steal by D. Green)
7:15.0,D. Green misses 2-pt shot from 2 ft (block by J. Harden),,49-49,,
7:15.0,,,49-49,,Defensive rebound by J. Harden
7:15.0,Loose ball foul by K. Leonard (drawn by J. Harden),,49-49,,
6:54.0,,,49-51,2,C. Capela makes 2-pt shot from 7 ft (assist by J. Harden)
6:53.0,San Antonio full timeout,,49-51,,
6:37.0,L. Aldridge makes 2-pt shot from 6 ft,2,51-51,,
6:26.0,Personal foul by T. Parker (drawn by P. Beverley),,51-51,,
6:12.0,,,51-53,2,D. Howard makes 2-pt shot from 4 ft (assist by P. Beverley)
5:51.0,L. Aldridge misses 2-pt shot from 15 ft,,51-53,,
5:50.0,,,51-53,,Defensive rebound by D. Howard
5:46.0,,,51-53,,C. Brewer misses 2-pt shot from 2 ft (block by K. Leonard)
5:45.0,Defensive rebound by T. Parker,,51-53,,
5:42.0,,,51-53,,Personal foul by P. Beverley (drawn by T. Parker)
5:42.0,M. Ginobili enters the game for D. Green,,51-53,,
5:42.0,,,51-53,,T. Jones enters the game for C. Capela
5:42.0,,,51-53,,T. Lawson enters the game for P. Beverley
5:26.0,K. Leonard misses 2-pt shot from 12 ft,,51-53,,
5:26.0,,,51-53,,Defensive rebound by Team
5:26.0,P. Mills enters the game for T. Parker,,51-53,,
5:08.0,,,51-53,,J. Harden misses 3-pt shot from 24 ft
5:06.0,Defensive rebound by M. Ginobili,,51-53,,
5:01.0,P. Mills makes 3-pt shot from 25 ft (assist by M. Ginobili),3,54-53,,
4:47.0,,,54-55,2,T. Jones makes 2-pt shot from 6 ft (assist by J. Harden)
4:35.0,B. Diaw enters the game for T. Duncan,,54-55,,
4:32.0,M. Ginobili misses 2-pt shot from 1 ft,,54-55,,
4:32.0,,,54-55,,Defensive rebound by C. Brewer
4:23.0,,,54-57,2,J. Harden makes 2-pt shot from 2 ft
4:05.0,K. Leonard makes 2-pt shot from 8 ft (assist by B. Diaw),2,56-57,,
3:57.0,Personal foul by B. Diaw (drawn by J. Harden),,56-57,,
3:57.0,,,56-57,,C. Capela enters the game for D. Howard
3:57.0,D. West enters the game for L. Aldridge,,56-57,,
3:54.0,Personal foul by B. Diaw (drawn by J. Harden),,56-57,,
3:54.0,,,56-58,1,J. Harden makes free throw 1 of 2
3:54.0,,,56-59,1,J. Harden makes free throw 2 of 2
3:48.0,,,56-59,,Personal foul by J. Harden (drawn by K. Leonard)
3:32.0,B. Diaw misses 2-pt shot from 8 ft,,56-59,,
3:30.0,,,56-59,,Defensive rebound by J. Harden
3:28.0,,,56-59,,Offensive charge foul by J. Harden
3:28.0,,,56-59,,Turnover by J. Harden (offensive foul)
3:18.0,M. Ginobili misses 2-pt shot from 2 ft,,56-59,,
3:17.0,,,56-59,,Defensive rebound by T. Jones
2:54.0,,,56-59,,C. Brewer misses 2-pt shot from 17 ft
2:52.0,Defensive rebound by P. Mills,,56-59,,
2:39.0,B. Diaw makes 2-pt shot from 3 ft (assist by D. West),2,58-59,,
2:12.0,,,58-59,,J. Harden misses 2-pt shot from 15 ft
2:11.0,Defensive rebound by P. Mills,,58-59,,
1:55.0,B. Diaw misses 2-pt shot from 4 ft,,58-59,,
1:54.0,,,58-59,,Defensive rebound by T. Jones
1:44.0,,,58-59,,C. Capela misses 2-pt shot from 1 ft
1:42.0,,,58-59,,Offensive rebound by C. Capela
1:39.0,,,58-59,,C. Capela misses 2-pt shot from 2 ft
1:38.0,Defensive rebound by P. Mills,,58-59,,
1:32.0,K. Leonard misses 2-pt shot from 14 ft,,58-59,,
1:31.0,Offensive rebound by D. West,,58-59,,
1:14.0,B. Diaw misses 2-pt shot from 3 ft,,58-59,,
1:13.0,Offensive rebound by M. Ginobili,,58-59,,
1:09.0,D. West misses 2-pt shot from 6 ft,,58-59,,
1:08.0,,,58-59,,Defensive rebound by T. Jones
1:05.0,,,58-59,,Turnover by C. Capela (lost ball; steal by P. Mills)
1:05.0,,,58-59,,Personal foul by C. Capela (drawn by M. Ginobili)
1:05.0,J. Simmons enters the game for K. Leonard,,58-59,,
1:05.0,,,58-59,,J. Terry enters the game for J. Harden
1:05.0,B. Diaw makes 2-pt shot from 1 ft (assist by M. Ginobili),2,60-59,,
0:46.0,,,60-61,2,T. Lawson makes 2-pt shot from 10 ft
0:31.0,M. Ginobili misses 3-pt shot from 26 ft,,60-61,,
0:30.0,,,60-61,,Defensive rebound by T. Lawson
0:24.0,,,60-61,,Turnover by J. Terry (step out of bounds)
0:24.0,,,60-61,,P. Beverley enters the game for J. Terry
0:01.0,B. Diaw misses 3-pt shot from 24 ft,,60-61,,
0:00.0,,,60-61,,Defensive rebound by C. Capela
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,Turnover by M. Ginobili (bad pass),,60-61,,
11:35.0,,,60-63,2,T. Jones makes 2-pt shot from 7 ft (assist by T. Lawson)
11:17.0,P. Mills misses 3-pt shot from 25 ft,,60-63,,
11:16.0,,,60-63,,Defensive rebound by C. Brewer
11:13.0,,,60-63,,Offensive charge foul by C. Brewer
11:13.0,,,60-63,,Turnover by C. Brewer (offensive foul)
10:56.0,,,60-63,,Personal foul by C. Brewer (drawn by D. West)
10:49.0,B. Diaw misses 2-pt shot from 2 ft,,60-63,,
10:48.0,,,60-63,,Defensive rebound by C. Brewer
10:42.0,,,60-66,3,J. Terry makes 3-pt shot from 24 ft (assist by C. Brewer)
10:41.0,San Antonio full timeout,,60-66,,
10:27.0,P. Mills misses 3-pt shot from 25 ft,,60-66,,
10:26.0,,,60-66,,Defensive rebound by D. Howard
10:15.0,,,60-68,2,J. Terry makes 2-pt shot from 16 ft
10:07.0,Turnover by M. Ginobili (bad pass),,60-68,,
10:07.0,K. Leonard enters the game for J. Simmons,,60-68,,
9:53.0,,,60-70,2,T. Jones makes 2-pt shot from 1 ft (assist by T. Lawson)
9:32.0,M. Ginobili makes 3-pt shot from 23 ft (assist by B. Diaw),3,63-70,,
9:18.0,,,63-70,,Turnover by T. Lawson (bad pass; steal by K. Leonard)
9:09.0,B. Diaw misses 3-pt shot from 24 ft,,63-70,,
9:08.0,,,63-70,,Defensive rebound by T. Jones
9:05.0,Personal foul by M. Ginobili (drawn by T. Jones),,63-70,,
9:05.0,L. Aldridge enters the game for M. Ginobili,,63-70,,
9:05.0,T. Duncan enters the game for B. Diaw,,63-70,,
9:05.0,D. Green enters the game for D. West,,63-70,,
9:05.0,,,63-70,,T. Ariza enters the game for C. Brewer
9:05.0,,,63-70,,J. Harden enters the game for J. Terry
8:52.0,,,63-70,,T. Lawson misses 2-pt shot from 10 ft
8:51.0,Defensive rebound by T. Duncan,,63-70,,
8:27.0,Turnover by Team (shot clock),,63-70,,
8:27.0,,,63-70,,C. Capela enters the game for D. Howard
8:10.0,,,63-70,,T. Jones misses 2-pt shot from 21 ft
8:09.0,Defensive rebound by T. Duncan,,63-70,,
7:56.0,L. Aldridge makes 2-pt shot from 7 ft,2,65-70,,
7:42.0,,,65-70,,J. Harden misses 2-pt shot from 15 ft
7:41.0,Defensive rebound by P. Mills,,65-70,,
7:36.0,K. Leonard makes 2-pt shot from 1 ft (assist by P. Mills),2,67-70,,
7:36.0,,,67-70,,Houston full timeout
7:36.0,T. Parker enters the game for P. Mills,,67-70,,
7:36.0,,,67-70,,J. Terry enters the game for T. Lawson
7:17.0,,,67-70,,J. Harden misses 3-pt shot from 25 ft
7:16.0,Defensive rebound by L. Aldridge,,67-70,,
6:58.0,K. Leonard misses 3-pt shot from 24 ft,,67-70,,
6:57.0,Offensive rebound by T. Duncan,,67-70,,
6:55.0,T. Duncan misses 2-pt shot from 3 ft (block by C. Capela),,67-70,,
6:55.0,Offensive rebound by Team,,67-70,,
6:55.0,,,67-70,,D. Howard enters the game for T. Jones
6:40.0,T. Duncan makes 2-pt shot from 2 ft (assist by K. Leonard),2,69-70,,
6:28.0,,,69-72,2,D. Howard makes 2-pt shot from 2 ft (assist by J. Harden)
6:06.0,L. Aldridge misses 2-pt shot from 16 ft,,69-72,,
6:05.0,,,69-72,,Defensive rebound by Team
6:05.0,Inbound foul by L. Aldridge,,69-72,,
6:05.0,,,69-72,,C. Capela misses free throw 1 of 2
6:05.0,,,69-72,,Offensive rebound by Team
6:05.0,,,69-72,,C. Capela misses free throw 2 of 2
6:05.0,Defensive rebound by K. Leonard,,69-72,,
5:41.0,K. Leonard misses 2-pt shot from 17 ft,,69-72,,
5:40.0,Offensive rebound by L. Aldridge,,69-72,,
5:32.0,T. Parker misses 2-pt shot from 7 ft,,69-72,,
5:31.0,,,69-72,,Defensive rebound by J. Terry
5:28.0,Shooting block foul by D. Green (drawn by J. Harden),,69-72,,
5:28.0,,,69-73,1,J. Harden makes free throw 1 of 2
5:28.0,,,69-74,1,J. Harden makes free throw 2 of 2
5:08.0,Shooting foul by D. Howard (drawn by T. Duncan),,69-74,,
5:08.0,T. Duncan makes free throw 1 of 2,1,70-74,,
5:08.0,T. Duncan makes free throw 2 of 2,1,71-74,,
5:08.0,Personal take foul by K. Leonard (drawn by C. Capela),,71-74,,
5:08.0,,,71-75,1,C. Capela makes free throw 1 of 2
5:08.0,,,71-76,1,C. Capela makes free throw 2 of 2
4:54.0,Turnover by D. Green (bad pass; steal by J. Terry),,71-76,,
4:54.0,Loose ball foul by T. Duncan (drawn by J. Terry),,71-76,,
4:54.0,,,71-77,1,J. Terry makes free throw 1 of 2
4:54.0,M. Ginobili enters the game for D. Green,,71-77,,
4:54.0,,,71-77,,T. Jones enters the game for C. Capela
4:54.0,,,71-78,1,J. Terry makes free throw 2 of 2
4:34.0,T. Duncan makes 2-pt shot from 5 ft (assist by T. Parker),2,73-78,,
4:19.0,,,73-81,3,J. Harden makes 3-pt shot from 24 ft
4:00.0,T. Duncan makes 2-pt shot from 2 ft (assist by K. Leonard),2,75-81,,
3:36.0,,,75-84,3,J. Harden makes 3-pt shot from 24 ft (assist by J. Terry)
3:21.0,M. Ginobili makes 2-pt shot from 2 ft (assist by T. Parker),2,77-84,,
3:13.0,Personal take foul by T. Duncan (drawn by D. Howard),,77-84,,
3:13.0,,,77-85,1,D. Howard makes free throw 1 of 2
3:13.0,,,77-85,,C. Capela enters the game for T. Jones
3:13.0,,,77-86,1,D. Howard makes free throw 2 of 2
2:56.0,San Antonio full timeout,,77-86,,
2:51.0,Turnover by T. Duncan (lost ball; steal by J. Terry),,77-86,,
2:46.0,,,77-86,,J. Harden misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by Team,,77-86,,
2:35.0,T. Parker misses 2-pt shot from 10 ft,,77-86,,
2:34.0,Offensive rebound by T. Duncan,,77-86,,
2:34.0,T. Duncan makes 2-pt shot at rim,2,79-86,,
2:29.0,Personal take foul by M. Ginobili (drawn by D. Howard),,79-86,,
2:29.0,,,79-86,,D. Howard misses free throw 1 of 2
2:29.0,,,79-86,,Offensive rebound by Team
2:29.0,,,79-86,,D. Howard misses free throw 2 of 2
2:29.0,Defensive rebound by T. Parker,,79-86,,
2:20.0,T. Parker misses 2-pt shot from 14 ft,,79-86,,
2:19.0,,,79-86,,Defensive rebound by T. Ariza
2:14.0,Personal take foul by K. Leonard (drawn by D. Howard),,79-86,,
2:14.0,,,79-86,,D. Howard misses free throw 1 of 2
2:14.0,,,79-86,,Offensive rebound by Team
2:14.0,,,79-86,,D. Howard misses free throw 2 of 2
2:14.0,Defensive rebound by L. Aldridge,,79-86,,
2:01.0,T. Duncan misses 2-pt shot from 10 ft,,79-86,,
2:00.0,Offensive rebound by L. Aldridge,,79-86,,
2:00.0,L. Aldridge makes 2-pt shot at rim,2,81-86,,
1:59.0,Away from play foul by L. Aldridge (drawn by D. Howard),,81-86,,
