time,Houston,pts.away,score,pts.home,Golden State
5:09.0,,,90-101,2,D. Green makes 2-pt shot at rim (assist by S. Livingston)
5:00.0,,,90-101,,Violation by A. Iguodala (kicked ball)
4:49.0,T. Ariza misses 3-pt shot from 25 ft,,90-101,,
4:48.0,,,90-101,,Defensive rebound by K. Thompson
4:48.0,Personal foul by D. Howard,,90-101,,
4:48.0,,,90-102,1,K. Thompson makes free throw 1 of 2
4:48.0,,,90-102,,H. Barnes enters the game for S. Livingston
4:48.0,,,90-103,1,K. Thompson makes free throw 2 of 2
4:36.0,D. Howard misses 2-pt shot from 5 ft (block by A. Bogut),,90-103,,
4:35.0,,,90-103,,Defensive rebound by H. Barnes
4:15.0,,,90-103,,A. Iguodala misses 2-pt shot from 8 ft
4:13.0,,,90-103,,Offensive rebound by D. Green
4:13.0,,,90-103,,Shooting foul by D. Howard (drawn by D. Green)
4:13.0,M. Beasley enters the game for D. Howard,,90-103,,
4:13.0,,,90-104,1,D. Green makes free throw 1 of 2
4:13.0,,,90-104,,B. Rush enters the game for A. Bogut
4:13.0,,,90-105,1,D. Green makes free throw 2 of 2
3:55.0,J. Harden misses 3-pt shot from 24 ft,,90-105,,
3:55.0,Offensive rebound by P. Beverley,,90-105,,
3:55.0,P. Beverley makes 2-pt shot from 2 ft,2,92-105,,
3:55.0,Shooting foul by H. Barnes (drawn by P. Beverley),,92-105,,
3:55.0,Turnover by M. Beasley (offensive goaltending),,92-105,,
3:42.0,Personal foul by T. Ariza,,92-105,,
3:42.0,,,92-105,,K. Thompson misses free throw 1 of 2
3:42.0,,,92-105,,Offensive rebound by Team
3:42.0,,,92-106,1,K. Thompson makes free throw 2 of 2
3:42.0,Houston full timeout,,92-106,,
3:25.0,M. Beasley makes 2-pt shot from 2 ft (assist by P. Beverley),2,94-106,,
3:04.0,,,94-108,2,A. Iguodala makes 2-pt shot at rim (assist by H. Barnes)
2:47.0,Turnover by M. Beasley (lost ball; steal by D. Green),,94-108,,
2:42.0,,,94-110,2,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green)
2:27.0,M. Beasley makes 2-pt shot from 2 ft (assist by J. Harden),2,96-110,,
2:09.0,,,96-110,,B. Rush misses 3-pt shot from 22 ft
2:08.0,Defensive rebound by T. Ariza,,96-110,,
2:03.0,P. Beverley misses 2-pt shot from 3 ft,,96-110,,
2:02.0,,,96-110,,Defensive rebound by A. Iguodala
1:46.0,,,96-110,,Turnover by K. Thompson (lost ball)
1:35.0,M. Beasley makes 2-pt shot from 2 ft (assist by J. Harden),2,98-110,,
1:35.0,Shooting foul by B. Rush (drawn by M. Beasley),,98-110,,
1:35.0,M. Beasley misses free throw 1 of 1,,98-110,,
1:31.0,,,98-110,,Defensive rebound by D. Green
1:17.0,,,98-110,,H. Barnes misses 3-pt shot from 23 ft
1:16.0,Defensive rebound by J. Terry,,98-110,,
1:11.0,P. Beverley misses 2-pt shot from 1 ft,,98-110,,
1:11.0,Offensive rebound by M. Beasley,,98-110,,
1:11.0,M. Beasley misses 2-pt shot from 2 ft,,98-110,,
1:11.0,,,98-110,,Defensive rebound by Team
0:57.0,,,98-110,,Shooting foul by J. Harden (drawn by D. Green)
0:57.0,,,98-111,1,D. Green makes free throw 1 of 2
0:57.0,C. Brewer enters the game for J. Harden,,98-111,,
0:57.0,K. McDaniels enters the game for T. Ariza,,98-111,,
0:57.0,,,98-111,,D. Green misses free throw 2 of 2
0:56.0,Defensive rebound by M. Beasley,,98-111,,
0:46.0,M. Beasley makes 2-pt shot from 19 ft (assist by P. Beverley),2,100-111,,
0:37.0,Personal foul by J. Terry,,100-111,,
0:37.0,,,100-111,,A. Iguodala misses free throw 1 of 2
0:37.0,,,100-111,,Offensive rebound by Team
0:37.0,,,100-111,,A. Iguodala misses free throw 2 of 2
0:34.0,Defensive rebound by M. Beasley,,100-111,,
0:24.0,K. McDaniels makes 3-pt shot from 24 ft,3,103-111,,
0:23.0,Personal foul by K. McDaniels,,103-111,,
0:23.0,,,103-112,1,K. Thompson makes free throw 1 of 2
0:23.0,,,103-113,1,K. Thompson makes free throw 2 of 2
0:19.0,J. Terry makes 3-pt shot from 25 ft (assist by C. Brewer),3,106-113,,
0:14.0,Personal foul by C. Brewer,,106-113,,
0:14.0,,,106-114,1,H. Barnes makes free throw 1 of 2
0:14.0,,,106-115,1,H. Barnes makes free throw 2 of 2
0:09.0,P. Beverley misses 2-pt shot from 8 ft,,106-115,,
0:08.0,,,106-115,,Defensive rebound by D. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
