time,LA Clippers,pts.away,score,pts.home,LA Lakers
7:41.0,J. Green misses 2-pt shot from 2 ft,,36-32,,
7:39.0,Offensive rebound by J. Green,,36-32,,
7:39.0,,,36-32,,Personal foul by L. Nance
7:39.0,B. Griffin enters the game for C. Aldrich,,36-32,,
7:34.0,B. Griffin makes 2-pt shot from 17 ft (assist by P. Prigioni),2,38-32,,
7:05.0,,,38-34,2,M. Huertas makes 2-pt shot from 12 ft
6:49.0,B. Griffin misses 2-pt shot from 17 ft,,38-34,,
6:48.0,,,38-34,,Defensive rebound by R. Kelly
6:36.0,,,38-34,,Shooting foul by P. Prigioni (drawn by J. Clarkson)
6:36.0,,,38-35,1,J. Clarkson makes free throw 1 of 2
6:36.0,C. Paul enters the game for C. Wilcox,,38-35,,
6:36.0,,,38-36,1,J. Clarkson makes free throw 2 of 2
6:14.0,B. Griffin misses 2-pt shot from 18 ft,,38-36,,
6:12.0,Offensive rebound by P. Prigioni,,38-36,,
6:03.0,Offensive foul by P. Prigioni,,38-36,,
6:03.0,Turnover by P. Prigioni (offensive foul),,38-36,,
6:03.0,,,38-36,,J. Randle enters the game for L. Nance
6:03.0,,,38-36,,K. Bryant enters the game for R. Kelly
6:03.0,J. Redick enters the game for P. Prigioni,,38-36,,
5:50.0,,,38-36,,J. Clarkson misses 2-pt shot from 3 ft
5:50.0,,,38-36,,Offensive rebound by Team
5:50.0,,,38-36,,LA Lakers full timeout
5:50.0,L. Mbah a Moute enters the game for J. Green,,38-36,,
5:50.0,D. Jordan enters the game for P. Pierce,,38-36,,
5:50.0,,,38-36,,D. Russell enters the game for M. Huertas
5:26.0,,,38-36,,K. Bryant misses 2-pt shot from 20 ft (block by D. Jordan)
5:24.0,Defensive rebound by D. Jordan,,38-36,,
5:20.0,Turnover by D. Jordan (lost ball; steal by J. Clarkson),,38-36,,
5:16.0,,,38-38,2,R. Sacre makes 2-pt shot at rim (assist by J. Clarkson)
4:57.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,40-38,,
4:36.0,Personal foul by C. Paul,,40-38,,
4:28.0,,,40-38,,D. Russell misses 2-pt shot from 2 ft (block by D. Jordan)
4:26.0,Defensive rebound by B. Griffin,,40-38,,
4:13.0,D. Jordan misses 2-pt shot from 2 ft,,40-38,,
4:12.0,,,40-38,,Defensive rebound by K. Bryant
4:04.0,,,40-38,,K. Bryant misses 2-pt shot from 10 ft
4:03.0,Defensive rebound by L. Mbah a Moute,,40-38,,
3:47.0,C. Paul misses 2-pt shot from 16 ft,,40-38,,
3:47.0,,,40-38,,Defensive rebound by J. Randle
3:29.0,,,40-38,,J. Clarkson misses 2-pt shot from 12 ft
3:27.0,,,40-38,,Offensive rebound by R. Sacre
3:27.0,,,40-40,2,R. Sacre makes 2-pt shot from 2 ft
3:12.0,J. Redick makes 2-pt shot from 18 ft (assist by B. Griffin),2,42-40,,
2:56.0,,,42-40,,R. Sacre misses 2-pt shot from 18 ft
2:55.0,Defensive rebound by J. Redick,,42-40,,
2:46.0,J. Redick makes 3-pt shot from 29 ft,3,45-40,,
2:44.0,,,45-40,,LA Lakers full timeout
2:44.0,LA Clippers full timeout,,45-40,,
2:31.0,,,45-40,,K. Bryant misses 2-pt shot from 18 ft
2:29.0,Defensive rebound by D. Jordan,,45-40,,
2:13.0,J. Redick misses 3-pt shot from 25 ft,,45-40,,
2:12.0,,,45-40,,Defensive rebound by J. Randle
2:09.0,,,45-40,,Turnover by J. Randle (lost ball; steal by B. Griffin)
2:03.0,,,45-40,,Personal foul by J. Clarkson
2:03.0,C. Paul makes free throw 1 of 2,1,46-40,,
2:03.0,,,46-40,,M. Huertas enters the game for J. Clarkson
2:03.0,C. Paul makes free throw 2 of 2,1,47-40,,
1:46.0,,,47-40,,Turnover by D. Russell (lost ball; steal by L. Mbah a Moute)
1:38.0,J. Redick misses 3-pt shot from 26 ft,,47-40,,
1:37.0,,,47-40,,Defensive rebound by J. Randle
1:22.0,,,47-40,,M. Huertas misses 3-pt shot from 25 ft
1:20.0,Defensive rebound by D. Jordan,,47-40,,
1:10.0,C. Paul makes 3-pt shot from 25 ft,3,50-40,,
0:48.0,,,50-40,,R. Sacre misses 2-pt shot from 4 ft
0:48.0,,,50-40,,Offensive rebound by J. Randle
0:48.0,,,50-42,2,J. Randle makes 2-pt shot from 1 ft
0:38.0,Shooting foul by J. Randle (drawn by D. Jordan),,50-42,,
0:38.0,D. Jordan makes free throw 1 of 2,1,51-42,,
0:38.0,D. Jordan misses free throw 2 of 2,,51-42,,
0:36.0,,,51-42,,Defensive rebound by R. Sacre
0:26.0,,,51-42,,K. Bryant misses 3-pt shot from 25 ft
0:25.0,,,51-42,,Offensive rebound by J. Randle
0:24.0,,,51-42,,J. Randle misses 2-pt shot at rim
0:22.0,Defensive rebound by C. Paul,,51-42,,
0:18.0,LA Clippers full timeout,,51-42,,
0:18.0,C. Wilcox enters the game for L. Mbah a Moute,,51-42,,
0:03.0,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul),3,54-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,54-42,,Turnover by K. Bryant (lost ball; steal by L. Mbah a Moute)
11:30.0,B. Griffin misses 2-pt shot from 16 ft,,54-42,,
11:29.0,,,54-42,,Defensive rebound by J. Randle
11:20.0,,,54-42,,R. Hibbert misses 2-pt shot from 7 ft
11:16.0,Defensive rebound by D. Jordan,,54-42,,
11:08.0,J. Redick makes 3-pt shot from 24 ft (assist by C. Paul),3,57-42,,
10:50.0,,,57-42,,Offensive foul by J. Clarkson
10:50.0,,,57-42,,Turnover by J. Clarkson (offensive foul)
10:38.0,Turnover by C. Paul (lost ball; steal by K. Bryant),,57-42,,
10:33.0,,,57-44,2,J. Clarkson makes 2-pt shot at rim (assist by K. Bryant)
10:16.0,B. Griffin misses 2-pt shot from 18 ft,,57-44,,
10:15.0,,,57-44,,Defensive rebound by Team
10:13.0,Violation by D. Jordan (kicked ball),,57-44,,
10:04.0,,,57-46,2,K. Bryant makes 2-pt shot from 11 ft (assist by D. Russell)
9:43.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,59-46,,
9:17.0,,,59-46,,J. Randle misses 2-pt shot from 15 ft
9:16.0,Defensive rebound by Team,,59-46,,
8:56.0,C. Paul misses 3-pt shot from 26 ft,,59-46,,
8:55.0,,,59-46,,Defensive rebound by K. Bryant
8:33.0,,,59-46,,J. Clarkson misses 3-pt shot from 25 ft
8:32.0,Defensive rebound by J. Redick,,59-46,,
8:28.0,J. Redick makes 2-pt shot from 1 ft (assist by C. Paul),2,61-46,,
8:13.0,,,61-46,,D. Russell misses 2-pt shot from 15 ft
8:09.0,,,61-46,,Offensive rebound by R. Hibbert
8:09.0,,,61-46,,Shooting foul by L. Mbah a Moute (drawn by K. Bryant)
8:09.0,,,61-47,1,K. Bryant makes free throw 1 of 2
8:09.0,,,61-48,1,K. Bryant makes free throw 2 of 2
7:59.0,J. Redick misses 2-pt shot from 17 ft,,61-48,,
7:58.0,,,61-48,,Defensive rebound by K. Bryant
7:48.0,,,61-50,2,K. Bryant makes 2-pt shot from 8 ft
7:42.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,63-50,,
7:25.0,,,63-50,,K. Bryant misses 2-pt shot from 18 ft
7:23.0,Defensive rebound by B. Griffin,,63-50,,
7:11.0,C. Paul makes 2-pt shot from 12 ft,2,65-50,,
6:50.0,,,65-50,,D. Russell misses 3-pt shot from 23 ft
6:49.0,Defensive rebound by B. Griffin,,65-50,,
6:39.0,B. Griffin misses 2-pt shot from 20 ft,,65-50,,
6:37.0,,,65-50,,Defensive rebound by J. Randle
6:30.0,,,65-52,2,J. Clarkson makes 2-pt shot from 15 ft
6:22.0,LA Clippers full timeout,,65-52,,
6:22.0,,,65-52,,M. Huertas enters the game for D. Russell
6:10.0,J. Redick makes 2-pt shot from 15 ft,2,67-52,,
5:49.0,,,67-52,,J. Randle misses 2-pt shot from 18 ft
5:48.0,,,67-52,,Offensive rebound by R. Hibbert
5:44.0,,,67-52,,J. Clarkson misses 3-pt shot from 27 ft
5:43.0,Defensive rebound by C. Paul,,67-52,,
5:37.0,C. Paul misses 2-pt shot from 2 ft,,67-52,,
5:36.0,Offensive rebound by Team,,67-52,,
5:36.0,,,67-52,,Loose ball foul by R. Hibbert
5:18.0,,,67-52,,Personal foul by K. Bryant
5:14.0,Turnover by J. Redick (lost ball),,67-52,,
4:55.0,,,67-52,,K. Bryant misses 2-pt shot from 18 ft
4:52.0,Defensive rebound by C. Paul,,67-52,,
4:38.0,C. Paul makes 2-pt shot from 6 ft,2,69-52,,
4:38.0,,,69-54,2,R. Hibbert makes 2-pt shot from 2 ft (assist by J. Randle)
4:19.0,L. Mbah a Moute misses 2-pt shot from 16 ft,,69-54,,
4:18.0,,,69-54,,Defensive rebound by J. Randle
4:01.0,,,69-54,,Turnover by J. Randle (bad pass)
4:01.0,,,69-54,,T. Black enters the game for R. Hibbert
4:01.0,,,69-54,,L. Nance enters the game for J. Randle
4:01.0,J. Green enters the game for L. Mbah a Moute,,69-54,,
4:01.0,P. Pierce enters the game for B. Griffin,,69-54,,
3:49.0,Offensive foul by D. Jordan,,69-54,,
3:49.0,Turnover by D. Jordan (offensive foul),,69-54,,
3:49.0,Technical foul by D. Jordan,,69-54,,
3:49.0,,,69-55,1,K. Bryant makes technical free throw
3:36.0,,,69-55,,K. Bryant misses 3-pt shot from 26 ft
3:34.0,Defensive rebound by D. Jordan,,69-55,,
3:31.0,,,69-55,,Personal foul by T. Black
3:31.0,Personal foul by D. Jordan,,69-55,,
3:31.0,,,69-55,,M. World Peace enters the game for K. Bryant
3:12.0,J. Green misses 2-pt shot from 10 ft,,69-55,,
3:10.0,,,69-55,,Defensive rebound by L. Nance
3:03.0,,,69-55,,M. Huertas misses 2-pt shot from 7 ft
3:01.0,Defensive rebound by C. Paul,,69-55,,
2:57.0,C. Paul misses 2-pt shot from 16 ft,,69-55,,
2:51.0,,,69-55,,Defensive rebound by L. Nance
2:49.0,Personal foul by J. Redick,,69-55,,
2:49.0,,,69-55,,LA Lakers full timeout
2:49.0,C. Wilcox enters the game for C. Paul,,69-55,,
2:49.0,P. Prigioni enters the game for J. Redick,,69-55,,
2:42.0,,,69-55,,J. Clarkson misses 3-pt shot from 26 ft
2:41.0,,,69-55,,Offensive rebound by T. Black
2:40.0,,,69-55,,Shooting foul by P. Pierce (drawn by T. Black)
2:40.0,,,69-56,1,T. Black makes free throw 1 of 2
2:40.0,,,69-57,1,T. Black makes free throw 2 of 2
2:21.0,D. Jordan makes 2-pt shot at rim (assist by J. Green),2,71-57,,
1:56.0,,,71-57,,J. Clarkson misses 2-pt shot from 6 ft
1:55.0,,,71-57,,Offensive rebound by T. Black
1:55.0,,,71-57,,T. Black misses 2-pt shot at rim
1:54.0,,,71-57,,Offensive rebound by T. Black
1:54.0,,,71-59,2,T. Black makes 2-pt shot at rim
1:35.0,P. Pierce makes 2-pt shot from 17 ft,2,73-59,,
1:24.0,Personal foul by P. Prigioni,,73-59,,
1:24.0,C. Aldrich enters the game for D. Jordan,,73-59,,
1:17.0,,,73-59,,L. Nance misses 2-pt shot from 15 ft
1:16.0,Defensive rebound by C. Aldrich,,73-59,,
1:03.0,J. Green misses 3-pt shot from 24 ft,,73-59,,
1:03.0,Offensive rebound by Team,,73-59,,
0:54.0,C. Wilcox misses 3-pt shot from 26 ft,,73-59,,
0:49.0,,,73-59,,Defensive rebound by J. Clarkson
0:35.0,,,73-61,2,T. Black makes 2-pt shot from 1 ft (assist by M. Huertas)
0:35.0,LA Clippers full timeout,,73-61,,
0:35.0,LA Clippers full timeout,,73-61,,
0:35.0,J. Ayres enters the game for J. Green,,73-61,,
0:21.0,P. Pierce misses 3-pt shot from 26 ft,,73-61,,
0:19.0,Offensive rebound by C. Aldrich,,73-61,,
0:07.0,J. Ayres misses 3-pt shot from 25 ft,,73-61,,
0:05.0,,,73-61,,Defensive rebound by J. Clarkson
0:02.0,,,73-61,,J. Clarkson misses 3-pt shot from 25 ft
0:00.0,,,73-61,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,P. Prigioni misses 3-pt shot from 27 ft,,73-61,,
11:39.0,Offensive rebound by C. Aldrich,,73-61,,
11:39.0,Shooting foul by M. World Peace (drawn by C. Aldrich),,73-61,,
11:39.0,C. Aldrich makes free throw 1 of 2,1,74-61,,
11:39.0,C. Aldrich makes free throw 2 of 2,1,75-61,,
11:15.0,,,75-61,,M. Huertas misses 2-pt shot from 1 ft
11:14.0,Defensive rebound by P. Prigioni,,75-61,,
11:01.0,C. Wilcox makes 3-pt shot from 25 ft (assist by P. Prigioni),3,78-61,,
10:42.0,,,78-64,3,D. Russell makes 3-pt shot from 25 ft
10:26.0,C. Wilcox misses 2-pt shot from 17 ft,,78-64,,
10:23.0,,,78-64,,Defensive rebound by L. Nance
10:16.0,,,78-66,2,T. Black makes 2-pt shot from 2 ft (assist by M. Huertas)
10:00.0,C. Wilcox makes 3-pt shot from 23 ft (assist by C. Aldrich),3,81-66,,
9:50.0,Violation by C. Aldrich (kicked ball),,81-66,,
9:44.0,,,81-68,2,M. Huertas makes 2-pt shot from 4 ft
9:29.0,C. Wilcox misses 3-pt shot from 25 ft,,81-68,,
9:28.0,,,81-68,,Defensive rebound by L. Nance
9:18.0,,,81-68,,M. Huertas misses 2-pt shot from 8 ft
9:14.0,Defensive rebound by C. Aldrich,,81-68,,
9:03.0,Turnover by C. Aldrich (lost ball; steal by L. Nance),,81-68,,
9:00.0,,,81-68,,Turnover by L. Nance (lost ball; steal by C. Aldrich)
8:41.0,J. Ayres makes 2-pt shot from 18 ft (assist by C. Wilcox),2,83-68,,
8:19.0,,,83-68,,D. Russell misses 3-pt shot from 25 ft
8:18.0,Defensive rebound by J. Ayres,,83-68,,
8:03.0,P. Pierce makes 2-pt shot from 16 ft (assist by P. Prigioni),2,85-68,,
8:03.0,,,85-68,,LA Lakers full timeout
8:03.0,,,85-68,,R. Kelly enters the game for M. World Peace
7:39.0,,,85-68,,R. Kelly misses 2-pt shot from 6 ft (block by C. Aldrich)
7:35.0,,,85-68,,Offensive rebound by M. Huertas
7:33.0,,,85-68,,M. Huertas misses 2-pt shot from 16 ft
7:30.0,Defensive rebound by C. Aldrich,,85-68,,
7:18.0,P. Pierce misses 2-pt shot from 11 ft,,85-68,,
7:16.0,,,85-68,,Defensive rebound by L. Nance
6:55.0,,,85-70,2,L. Nance makes 2-pt shot from 2 ft (assist by M. Huertas)
6:37.0,P. Pierce misses 3-pt shot from 26 ft,,85-70,,
6:36.0,,,85-70,,Defensive rebound by T. Black
6:25.0,,,85-70,,Turnover by L. Nance (lost ball; steal by C. Wilcox)
6:04.0,J. Ayres misses 2-pt shot from 3 ft,,85-70,,
6:04.0,,,85-70,,Defensive rebound by Team
6:04.0,B. Dawson enters the game for C. Aldrich,,85-70,,
6:04.0,,,85-70,,R. Sacre enters the game for T. Black
5:52.0,,,85-73,3,D. Russell makes 3-pt shot from 26 ft (assist by M. Huertas)
5:17.0,P. Prigioni misses 3-pt shot from 38 ft,,85-73,,
5:16.0,,,85-73,,Defensive rebound by D. Russell
5:15.0,,,85-73,,Shooting foul by C. Wilcox (drawn by D. Russell)
5:15.0,Official timeout,,85-73,,
5:15.0,,,85-73,,J. Randle enters the game for M. Huertas
5:15.0,,,85-73,,J. Clarkson enters the game for L. Nance
5:15.0,,,85-73,,D. Russell misses free throw 1 of 2
5:15.0,,,85-73,,Offensive rebound by Team
5:15.0,,,85-74,1,D. Russell makes free throw 2 of 2
4:51.0,Turnover by Team (shot clock),,85-74,,
4:51.0,,,85-74,,K. Bryant enters the game for R. Kelly
4:51.0,C. Aldrich enters the game for P. Pierce,,85-74,,
4:29.0,,,85-74,,R. Sacre misses 2-pt shot from 7 ft
4:26.0,Defensive rebound by B. Dawson,,85-74,,
4:18.0,C. Aldrich makes 2-pt shot from 8 ft (assist by P. Prigioni),2,87-74,,
4:07.0,Personal foul by C. Aldrich,,87-74,,
3:49.0,,,87-74,,R. Sacre misses 2-pt shot from 10 ft
3:47.0,,,87-74,,Offensive rebound by J. Randle
3:47.0,,,87-74,,J. Randle misses 2-pt shot at rim
3:44.0,Defensive rebound by J. Ayres,,87-74,,
3:38.0,P. Prigioni misses 3-pt shot from 25 ft,,87-74,,
3:37.0,,,87-74,,Defensive rebound by J. Randle
3:24.0,,,87-76,2,D. Russell makes 2-pt shot from 5 ft
3:08.0,P. Prigioni makes 2-pt shot from 12 ft,2,89-76,,
2:56.0,,,89-76,,J. Clarkson misses 3-pt shot from 26 ft
2:55.0,,,89-76,,Offensive rebound by J. Randle
2:47.0,,,89-76,,J. Clarkson misses 3-pt shot from 24 ft
2:46.0,Defensive rebound by C. Wilcox,,89-76,,
2:30.0,Turnover by C. Aldrich (bad pass),,89-76,,
2:30.0,LA Clippers full timeout,,89-76,,
2:30.0,,,89-76,,M. Huertas enters the game for J. Clarkson
2:17.0,,,89-76,,K. Bryant misses 3-pt shot from 27 ft
2:16.0,,,89-76,,Offensive rebound by Team
2:00.0,,,89-76,,K. Bryant misses 3-pt shot from 26 ft
1:59.0,Defensive rebound by P. Prigioni,,89-76,,
1:44.0,J. Ayres misses 2-pt shot from 18 ft,,89-76,,
1:43.0,,,89-76,,Defensive rebound by D. Russell
