time,Houston,pts.away,score,pts.home,Utah
6:37.0,C. Capela enters the game for D. Howard,,12-15,,
6:29.0,Turnover by P. Beverley (bad pass; steal by G. Hayward),,12-15,,
6:22.0,,,12-18,3,G. Hayward makes 3-pt shot from 22 ft (assist by R. Hood)
6:02.0,Turnover by J. Harden (bad pass; steal by R. Hood),,12-18,,
6:00.0,,,12-20,2,D. Favors makes 2-pt shot from 1 ft (assist by R. Gobert)
6:00.0,,,12-20,,Shooting foul by T. Ariza (drawn by D. Favors)
6:00.0,,,12-21,1,D. Favors makes free throw 1 of 1
5:55.0,Houston full timeout,,12-21,,
5:55.0,,,12-21,,C. Johnson enters the game for R. Hood
5:55.0,T. Jones enters the game for P. Beverley,,12-21,,
5:55.0,T. Lawson enters the game for J. Smith,,12-21,,
5:36.0,J. Harden misses 2-pt shot from 16 ft,,12-21,,
5:35.0,,,12-21,,Defensive rebound by G. Hayward
5:23.0,,,12-21,,D. Favors misses 2-pt shot at rim (block by C. Capela)
5:22.0,Defensive rebound by T. Jones,,12-21,,
5:14.0,,,12-21,,Personal foul by C. Johnson (drawn by T. Lawson)
5:14.0,,,12-21,,R. Neto enters the game for S. Mack
5:06.0,T. Jones makes 2-pt shot from 1 ft (assist by T. Ariza),2,14-21,,
4:46.0,Def 3 sec tech foul by T. Jones,,14-21,,
4:46.0,,,14-22,1,G. Hayward makes technical free throw
4:43.0,,,14-22,,Turnover by R. Gobert (palming)
4:25.0,J. Harden makes 2-pt shot from 2 ft (assist by C. Capela),2,16-22,,
4:05.0,,,16-22,,R. Neto misses 3-pt shot from 23 ft
4:05.0,Defensive rebound by J. Harden,,16-22,,
3:54.0,J. Harden makes 2-pt shot from 16 ft,2,18-22,,
3:32.0,,,18-22,,T. Booker enters the game for D. Favors
3:29.0,,,18-24,2,G. Hayward makes 2-pt shot from 16 ft (assist by R. Neto)
3:16.0,J. Harden misses 2-pt shot from 14 ft,,18-24,,
3:16.0,,,18-24,,Defensive rebound by Team
3:16.0,Loose ball foul by C. Capela (drawn by R. Gobert),,18-24,,
3:16.0,,,18-24,,R. Gobert misses free throw 1 of 2
3:16.0,,,18-24,,Offensive rebound by Team
3:16.0,C. Brewer enters the game for T. Ariza,,18-24,,
3:16.0,D. Howard enters the game for C. Capela,,18-24,,
3:16.0,,,18-25,1,R. Gobert makes free throw 2 of 2
3:03.0,T. Jones misses 2-pt shot from 7 ft,,18-25,,
3:03.0,,,18-25,,Defensive rebound by T. Booker
3:00.0,,,18-25,,Turnover by T. Booker (bad pass; steal by J. Harden)
2:56.0,Shooting foul by T. Booker (drawn by T. Jones),,18-25,,
2:56.0,,,18-25,,Utah full timeout
2:56.0,T. Jones misses free throw 1 of 2,,18-25,,
2:56.0,Offensive rebound by Team,,18-25,,
2:56.0,T. Jones makes free throw 2 of 2,1,19-25,,
2:44.0,Personal foul by C. Brewer (drawn by G. Hayward),,19-25,,
2:44.0,,,19-26,1,G. Hayward makes free throw 1 of 2
2:44.0,,,19-27,1,G. Hayward makes free throw 2 of 2
2:35.0,,,19-27,,Personal foul by C. Johnson (drawn by J. Harden)
2:35.0,J. Harden makes free throw 1 of 2,1,20-27,,
2:35.0,,,20-27,,R. Hood enters the game for G. Hayward
2:35.0,,,20-27,,D. Favors enters the game for R. Gobert
2:35.0,,,20-27,,J. Ingles enters the game for C. Johnson
2:35.0,J. Harden makes free throw 2 of 2,1,21-27,,
2:17.0,,,21-27,,D. Favors misses 2-pt shot from 14 ft
2:17.0,Defensive rebound by Team,,21-27,,
2:16.0,J. Terry enters the game for J. Harden,,21-27,,
1:59.0,J. Terry misses 3-pt shot from 24 ft,,21-27,,
1:59.0,Offensive rebound by D. Howard,,21-27,,
1:55.0,D. Howard makes 2-pt shot at rim,2,23-27,,
1:34.0,,,23-27,,R. Neto misses 2-pt shot from 16 ft
1:33.0,Defensive rebound by D. Howard,,23-27,,
1:28.0,T. Lawson misses 2-pt shot from 13 ft,,23-27,,
1:28.0,,,23-27,,Defensive rebound by T. Booker
1:19.0,,,23-29,2,T. Booker makes 2-pt shot at rim (assist by J. Ingles)
0:56.0,T. Lawson misses 3-pt shot from 23 ft,,23-29,,
0:55.0,Offensive rebound by D. Howard,,23-29,,
0:55.0,,,23-29,,Loose ball foul by D. Favors (drawn by D. Howard)
0:55.0,D. Howard misses free throw 1 of 2,,23-29,,
0:55.0,Offensive rebound by Team,,23-29,,
0:55.0,D. Howard misses free throw 2 of 2,,23-29,,
0:55.0,,,23-29,,Defensive rebound by D. Favors
0:53.0,,,23-29,,Turnover by D. Favors (lost ball; steal by T. Jones)
0:47.0,C. Brewer misses 3-pt shot from 23 ft,,23-29,,
0:47.0,,,23-29,,Defensive rebound by R. Neto
0:37.0,,,23-29,,T. Booker misses 2-pt shot from 16 ft
0:36.0,,,23-29,,Offensive rebound by D. Favors
0:29.0,,,23-31,2,T. Booker makes 2-pt shot at rim (assist by J. Ingles)
0:24.0,,,23-31,,Personal take foul by J. Ingles (drawn by D. Howard)
0:24.0,D. Howard misses free throw 1 of 2,,23-31,,
0:24.0,Offensive rebound by Team,,23-31,,
0:24.0,T. Ariza enters the game for J. Terry,,23-31,,
0:24.0,J. Harden enters the game for T. Jones,,23-31,,
0:24.0,P. Beverley enters the game for T. Lawson,,23-31,,
0:24.0,D. Howard misses free throw 2 of 2,,23-31,,
0:24.0,,,23-31,,Defensive rebound by T. Booker
0:01.0,,,23-34,3,R. Hood makes 3-pt shot from 24 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:37.0,,,23-34,,D. Favors misses 2-pt shot from 16 ft
11:36.0,Defensive rebound by C. Brewer,,23-34,,
11:25.0,Shooting foul by R. Hood (drawn by J. Terry),,23-34,,
11:25.0,J. Terry makes free throw 1 of 2,1,24-34,,
11:25.0,,,24-34,,T. Lyles enters the game for T. Booker
11:25.0,,,24-34,,T. Burke enters the game for R. Neto
11:25.0,J. Terry makes free throw 2 of 2,1,25-34,,
11:07.0,,,25-34,,Turnover by J. Ingles (bad pass; steal by C. Brewer)
11:02.0,J. Terry misses 2-pt shot from 15 ft,,25-34,,
11:01.0,Offensive rebound by J. Terry,,25-34,,
10:55.0,Shooting foul by D. Favors (drawn by D. Howard),,25-34,,
10:55.0,D. Howard makes free throw 1 of 2,1,26-34,,
10:55.0,,,26-34,,R. Gobert enters the game for D. Favors
10:55.0,D. Howard makes free throw 2 of 2,1,27-34,,
10:39.0,,,27-34,,Shooting foul by J. Smith (drawn by T. Lyles)
10:39.0,,,27-35,1,T. Lyles makes free throw 1 of 2
10:39.0,,,27-36,1,T. Lyles makes free throw 2 of 2
10:25.0,Turnover by J. Smith (bad pass; steal by R. Hood),,27-36,,
10:17.0,,,27-36,,Turnover by R. Hood (lost ball; steal by C. Brewer)
10:10.0,J. Terry makes 2-pt shot from 4 ft,2,29-36,,
10:10.0,Shooting foul by T. Lyles (drawn by J. Terry),,29-36,,
10:10.0,J. Terry makes free throw 1 of 1,1,30-36,,
9:50.0,,,30-36,,J. Ingles misses 3-pt shot from 23 ft
9:49.0,Defensive rebound by D. Howard,,30-36,,
9:24.0,D. Howard misses 2-pt shot from 21 ft,,30-36,,
9:23.0,,,30-36,,Defensive rebound by R. Hood
9:14.0,,,30-36,,Turnover by R. Hood (lost ball; steal by T. Lawson)
9:08.0,J. Terry misses 3-pt shot from 23 ft,,30-36,,
9:07.0,,,30-36,,Defensive rebound by T. Burke
8:55.0,,,30-36,,R. Hood misses 3-pt shot from 24 ft
8:55.0,Defensive rebound by D. Howard,,30-36,,
8:47.0,C. Brewer misses 2-pt shot from 1 ft,,30-36,,
8:47.0,,,30-36,,Defensive rebound by T. Lyles
8:34.0,,,30-38,2,T. Burke makes 2-pt shot from 2 ft
8:22.0,J. Smith misses 3-pt shot from 23 ft,,30-38,,
8:22.0,,,30-38,,Defensive rebound by R. Gobert
7:58.0,,,30-38,,Turnover by J. Ingles (bad pass; steal by D. Howard)
7:52.0,J. Smith makes 2-pt shot from 1 ft (assist by T. Lawson),2,32-38,,
7:52.0,,,32-38,,Utah full timeout
7:52.0,T. Ariza enters the game for J. Smith,,32-38,,
7:52.0,J. Harden enters the game for C. Brewer,,32-38,,
7:52.0,P. Beverley enters the game for T. Lawson,,32-38,,
7:52.0,,,32-38,,G. Hayward enters the game for J. Ingles
7:38.0,Personal foul by J. Terry (drawn by T. Lyles),,32-38,,
7:26.0,,,32-38,,T. Burke misses 3-pt shot from 22 ft
7:26.0,Defensive rebound by Team,,32-38,,
7:11.0,Turnover by J. Harden (bad pass; steal by R. Hood),,32-38,,
7:07.0,,,32-40,2,T. Lyles makes 2-pt shot from 1 ft (assist by R. Hood)
6:51.0,Shooting foul by R. Gobert (drawn by P. Beverley),,32-40,,
6:51.0,P. Beverley makes free throw 1 of 2,1,33-40,,
6:51.0,P. Beverley makes free throw 2 of 2,1,34-40,,
6:40.0,,,34-40,,Turnover by T. Burke (bad pass)
6:36.0,Offensive foul by D. Howard,,34-40,,
6:36.0,Turnover by D. Howard (offensive foul),,34-40,,
6:36.0,,,34-40,,S. Mack enters the game for T. Burke
6:19.0,,,34-42,2,T. Lyles makes 2-pt shot from 21 ft (assist by R. Hood)
6:05.0,T. Ariza misses 2-pt shot from 2 ft,,34-42,,
6:05.0,,,34-42,,Defensive rebound by G. Hayward
5:56.0,,,34-44,2,G. Hayward makes 2-pt shot from 9 ft (assist by S. Mack)
5:42.0,J. Harden makes 2-pt shot from 1 ft,2,36-44,,
5:22.0,,,36-44,,Shooting foul by J. Harden (drawn by R. Gobert)
5:22.0,Official timeout,,36-44,,
5:22.0,C. Capela enters the game for D. Howard,,36-44,,
5:22.0,,,36-44,,C. Johnson enters the game for R. Hood
5:22.0,C. Brewer enters the game for J. Terry,,36-44,,
5:22.0,,,36-44,,R. Gobert misses free throw 1 of 2
5:22.0,,,36-44,,Offensive rebound by Team
5:22.0,,,36-45,1,R. Gobert makes free throw 2 of 2
5:06.0,J. Harden misses 3-pt shot from 24 ft,,36-45,,
5:06.0,,,36-45,,Defensive rebound by G. Hayward
5:01.0,,,36-45,,T. Lyles misses 2-pt shot from 1 ft
5:01.0,Defensive rebound by Team,,36-45,,
5:01.0,,,36-45,,Loose ball foul by C. Johnson (drawn by C. Brewer)
5:01.0,C. Brewer makes free throw 1 of 2,1,37-45,,
5:01.0,C. Brewer makes free throw 2 of 2,1,38-45,,
4:50.0,Personal foul by P. Beverley (drawn by S. Mack),,38-45,,
4:50.0,,,38-45,,R. Neto enters the game for C. Johnson
4:39.0,,,38-45,,Turnover by S. Mack (bad pass; steal by J. Harden)
4:26.0,,,38-45,,Personal foul by T. Lyles (drawn by T. Ariza)
4:26.0,T. Ariza makes free throw 1 of 2,1,39-45,,
4:26.0,,,39-45,,T. Booker enters the game for T. Lyles
4:26.0,T. Ariza makes free throw 2 of 2,1,40-45,,
4:04.0,,,40-47,2,S. Mack makes 2-pt shot from 3 ft (assist by G. Hayward)
3:47.0,P. Beverley misses 3-pt shot from 24 ft,,40-47,,
3:47.0,,,40-47,,Defensive rebound by Team
3:47.0,,,40-47,,D. Favors enters the game for R. Gobert
3:33.0,,,40-47,,Offensive charge foul by G. Hayward
3:33.0,,,40-47,,Turnover by G. Hayward (offensive foul)
3:17.0,Turnover by P. Beverley (bad pass; steal by D. Favors),,40-47,,
3:14.0,,,40-47,,Turnover by R. Neto (lost ball; steal by T. Ariza)
3:05.0,C. Capela misses 2-pt shot at rim,,40-47,,
3:04.0,Offensive rebound by C. Capela,,40-47,,
3:04.0,C. Capela misses 2-pt shot at rim,,40-47,,
3:03.0,,,40-47,,Defensive rebound by T. Booker
2:44.0,,,40-49,2,T. Booker makes 2-pt shot at rim (assist by D. Favors)
2:33.0,J. Harden misses 2-pt shot from 5 ft,,40-49,,
2:33.0,,,40-49,,Defensive rebound by Team
2:33.0,Loose ball foul by C. Capela (drawn by S. Mack),,40-49,,
2:33.0,Houston full timeout,,40-49,,
2:33.0,,,40-49,,T. Burke enters the game for R. Neto
2:33.0,D. Howard enters the game for C. Capela,,40-49,,
2:33.0,,,40-49,,S. Mack misses free throw 1 of 2
2:33.0,,,40-49,,Offensive rebound by Team
2:33.0,,,40-50,1,S. Mack makes free throw 2 of 2
2:08.0,D. Howard makes 2-pt shot from 2 ft (assist by P. Beverley),2,42-50,,
1:44.0,,,42-50,,Turnover by D. Favors (lost ball)
1:28.0,J. Harden makes 2-pt shot from 2 ft,2,44-50,,
1:15.0,,,44-50,,T. Booker misses 2-pt shot from 3 ft
1:15.0,Defensive rebound by D. Howard,,44-50,,
1:11.0,J. Harden makes 2-pt shot from 1 ft,2,46-50,,
1:11.0,Shooting foul by T. Booker (drawn by J. Harden),,46-50,,
1:11.0,J. Harden makes free throw 1 of 1,1,47-50,,
0:56.0,,,47-52,2,T. Burke makes 2-pt shot from 19 ft (assist by G. Hayward)
0:51.0,,,47-52,,Personal take foul by S. Mack (drawn by D. Howard)
0:51.0,D. Howard makes free throw 1 of 2,1,48-52,,
0:51.0,D. Howard misses free throw 2 of 2,,48-52,,
0:51.0,,,48-52,,Defensive rebound by T. Booker
0:32.0,,,48-52,,T. Booker misses 2-pt shot from 2 ft
0:32.0,,,48-52,,Offensive rebound by D. Favors
0:32.0,,,48-54,2,D. Favors makes 2-pt shot from 1 ft
0:30.0,,,48-54,,Personal take foul by S. Mack (drawn by D. Howard)
0:30.0,D. Howard misses free throw 1 of 2,,48-54,,
0:30.0,Offensive rebound by Team,,48-54,,
0:30.0,D. Howard makes free throw 2 of 2,1,49-54,,
0:29.0,,,49-54,,Turnover by S. Mack (lost ball; steal by C. Brewer)
0:26.0,,,49-54,,Personal take foul by T. Burke (drawn by D. Howard)
0:26.0,D. Howard makes free throw 1 of 2,1,50-54,,
0:26.0,D. Howard makes free throw 2 of 2,1,51-54,,
0:10.0,,,51-54,,T. Booker misses 3-pt shot from 23 ft
0:06.0,,,51-54,,Offensive rebound by G. Hayward
0:01.0,,,51-54,,Shooting foul by C. Brewer (drawn by S. Mack)
0:01.0,,,51-55,1,S. Mack makes free throw 1 of 2
0:01.0,,,51-56,1,S. Mack makes free throw 2 of 2
0:01.0,Houston full timeout,,51-56,,
0:00.0,D. Howard misses 3-pt shot from 24 ft (block by D. Favors),,51-56,,
0:00.0,Offensive rebound by Team,,51-56,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,,,51-56,,Turnover by R. Gobert (bad pass)
11:30.0,Turnover by J. Smith (bad pass; steal by R. Gobert),,51-56,,
11:25.0,,,51-56,,Shooting foul by J. Harden (drawn by R. Hood)
11:25.0,,,51-57,1,R. Hood makes free throw 1 of 2
11:25.0,,,51-58,1,R. Hood makes free throw 2 of 2
11:09.0,J. Smith misses 2-pt shot from 4 ft,,51-58,,
11:08.0,Offensive rebound by T. Ariza,,51-58,,
11:02.0,J. Harden misses 3-pt shot from 24 ft,,51-58,,
11:01.0,,,51-58,,Defensive rebound by D. Favors
10:51.0,,,51-58,,R. Gobert misses 2-pt shot from 1 ft
10:51.0,Defensive rebound by D. Howard,,51-58,,
10:35.0,T. Ariza makes 3-pt shot from 24 ft (assist by D. Howard),3,54-58,,
10:22.0,,,54-58,,Turnover by S. Mack (bad pass; steal by T. Ariza)
10:17.0,P. Beverley makes 2-pt shot from 1 ft (assist by T. Ariza),2,56-58,,
9:54.0,,,56-58,,Shooting foul by P. Beverley (drawn by S. Mack)
9:54.0,,,56-59,1,S. Mack makes free throw 1 of 2
9:54.0,,,56-59,,S. Mack misses free throw 2 of 2
9:53.0,Defensive rebound by J. Smith,,56-59,,
9:31.0,Turnover by J. Harden (bad pass; steal by D. Favors),,56-59,,
9:12.0,,,56-59,,R. Gobert misses 2-pt shot from 1 ft (block by D. Howard)
9:11.0,,,56-59,,Offensive rebound by G. Hayward
9:08.0,,,56-59,,R. Gobert misses 2-pt shot from 1 ft (block by D. Howard)
9:07.0,Defensive rebound by J. Harden,,56-59,,
9:01.0,T. Ariza misses 3-pt shot from 24 ft,,56-59,,
9:01.0,,,56-59,,Defensive rebound by R. Hood
8:40.0,,,56-59,,Turnover by S. Mack (lost ball; steal by P. Beverley)
8:35.0,P. Beverley misses 2-pt shot from 1 ft,,56-59,,
8:34.0,,,56-59,,Defensive rebound by S. Mack
8:21.0,,,56-59,,Shooting foul by J. Smith (drawn by S. Mack)
8:21.0,,,56-60,1,S. Mack makes free throw 1 of 2
8:21.0,,,56-61,1,S. Mack makes free throw 2 of 2
8:04.0,J. Smith makes 3-pt shot from 23 ft,3,59-61,,
7:48.0,,,59-61,,R. Hood misses 3-pt shot from 24 ft
7:48.0,Defensive rebound by J. Smith,,59-61,,
7:41.0,J. Harden misses 3-pt shot from 24 ft,,59-61,,
7:39.0,,,59-61,,Defensive rebound by R. Hood
7:33.0,,,59-63,2,R. Hood makes 2-pt shot from 4 ft
7:33.0,Houston full timeout,,59-63,,
7:33.0,,,59-63,,T. Lyles enters the game for R. Gobert
7:11.0,T. Ariza misses 2-pt shot from 1 ft,,59-63,,
7:11.0,,,59-63,,Defensive rebound by D. Favors
6:48.0,,,59-63,,S. Mack misses 3-pt shot from 26 ft
6:48.0,Defensive rebound by D. Howard,,59-63,,
6:35.0,P. Beverley makes 3-pt shot from 23 ft (assist by T. Ariza),3,62-63,,
6:08.0,,,62-63,,D. Favors misses 2-pt shot from 15 ft
6:07.0,Defensive rebound by P. Beverley,,62-63,,
5:48.0,J. Harden makes 2-pt shot from 1 ft,2,64-63,,
5:31.0,,,64-66,3,S. Mack makes 3-pt shot from 23 ft (assist by G. Hayward)
5:15.0,,,64-66,,Def 3 sec tech foul by T. Lyles
5:15.0,J. Harden makes technical free throw,1,65-66,,
5:15.0,C. Capela enters the game for D. Howard,,65-66,,
5:15.0,C. Brewer enters the game for T. Ariza,,65-66,,
5:15.0,,,65-66,,T. Burke enters the game for S. Mack
5:15.0,,,65-66,,C. Johnson enters the game for R. Hood
5:06.0,J. Smith makes 3-pt shot from 22 ft (assist by J. Harden),3,68-66,,
4:49.0,,,68-66,,T. Burke misses 2-pt shot from 21 ft
4:48.0,Defensive rebound by P. Beverley,,68-66,,
4:41.0,J. Harden makes 2-pt shot from 2 ft,2,70-66,,
4:41.0,Shooting foul by T. Burke (drawn by J. Harden),,70-66,,
4:41.0,J. Harden misses free throw 1 of 1,,70-66,,
4:41.0,,,70-66,,Defensive rebound by D. Favors
4:22.0,,,70-68,2,T. Lyles makes 2-pt shot from 1 ft (assist by G. Hayward)
4:09.0,J. Harden misses 2-pt shot from 13 ft,,70-68,,
4:08.0,Offensive rebound by C. Capela,,70-68,,
4:00.0,P. Beverley misses 2-pt shot from 1 ft (block by D. Favors),,70-68,,
3:59.0,,,70-68,,Defensive rebound by D. Favors
3:49.0,,,70-68,,D. Favors misses 2-pt shot from 14 ft
3:48.0,Defensive rebound by C. Brewer,,70-68,,
3:35.0,J. Harden makes 2-pt shot from 2 ft,2,72-68,,
3:20.0,Shooting block foul by C. Capela (drawn by G. Hayward),,72-68,,
3:20.0,,,72-69,1,G. Hayward makes free throw 1 of 2
3:20.0,,,72-70,1,G. Hayward makes free throw 2 of 2
2:59.0,C. Brewer misses 2-pt shot from 2 ft,,72-70,,
2:59.0,Offensive rebound by Team,,72-70,,
2:59.0,,,72-70,,Utah full timeout
2:59.0,T. Jones enters the game for J. Smith,,72-70,,
2:59.0,T. Lawson enters the game for P. Beverley,,72-70,,
2:59.0,,,72-70,,R. Gobert enters the game for D. Favors
2:55.0,J. Harden makes 3-pt shot from 22 ft (assist by C. Capela),3,75-70,,
2:43.0,Personal foul by C. Brewer (drawn by G. Hayward),,75-70,,
2:43.0,,,75-71,1,G. Hayward makes free throw 1 of 2
2:43.0,,,75-72,1,G. Hayward makes free throw 2 of 2
2:22.0,J. Harden misses 2-pt shot from 14 ft,,75-72,,
2:22.0,,,75-72,,Defensive rebound by C. Johnson
2:11.0,,,75-72,,C. Johnson misses 3-pt shot from 23 ft
2:11.0,Defensive rebound by C. Capela,,75-72,,
2:00.0,T. Lawson makes 2-pt shot from 8 ft,2,77-72,,
1:38.0,,,77-72,,T. Burke misses 3-pt shot from 25 ft
1:38.0,Defensive rebound by C. Capela,,77-72,,
1:26.0,C. Capela makes 2-pt shot from 2 ft (assist by T. Lawson),2,79-72,,
1:13.0,,,79-75,3,G. Hayward makes 3-pt shot from 24 ft (assist by T. Burke)
0:53.0,J. Harden misses 2-pt shot from 5 ft,,79-75,,
0:52.0,Offensive rebound by J. Harden,,79-75,,
0:52.0,J. Harden makes 2-pt shot from 5 ft,2,81-75,,
0:33.0,Personal foul by C. Brewer (drawn by G. Hayward),,81-75,,
0:33.0,,,81-76,1,G. Hayward makes free throw 1 of 2
0:33.0,,,81-77,1,G. Hayward makes free throw 2 of 2
0:28.0,T. Lawson makes 2-pt shot from 2 ft,2,83-77,,
0:05.0,,,83-79,2,G. Hayward makes 2-pt shot from 2 ft
0:01.0,J. Harden misses 3-pt shot from 25 ft,,83-79,,
0:00.0,Offensive rebound by Team,,83-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,T. Lawson misses 2-pt shot from 15 ft,,83-79,,
11:47.0,,,83-79,,Defensive rebound by R. Hood
11:27.0,,,83-81,2,C. Johnson makes 2-pt shot at rim
11:06.0,Turnover by T. Lawson (bad pass; steal by T. Lyles),,83-81,,
10:53.0,,,83-81,,Turnover by T. Lyles (bad pass; steal by T. Ariza)
10:50.0,Shooting foul by R. Hood (drawn by T. Ariza),,83-81,,
10:50.0,T. Ariza makes free throw 1 of 2,1,84-81,,
10:50.0,T. Ariza makes free throw 2 of 2,1,85-81,,
10:32.0,,,85-84,3,T. Burke makes 3-pt shot from 23 ft (assist by C. Johnson)
10:14.0,J. Terry misses 2-pt shot from 1 ft,,85-84,,
10:13.0,Offensive rebound by D. Howard,,85-84,,
10:12.0,D. Howard misses 2-pt shot from 2 ft (block by C. Johnson),,85-84,,
10:10.0,,,85-84,,Defensive rebound by T. Lyles
10:02.0,,,85-84,,T. Lyles misses 2-pt shot from 2 ft
10:01.0,Defensive rebound by Team,,85-84,,
9:45.0,Shooting foul by R. Gobert (drawn by D. Howard),,85-84,,
9:45.0,D. Howard makes free throw 1 of 2,1,86-84,,
9:45.0,,,86-84,,D. Favors enters the game for R. Gobert
9:45.0,,,86-84,,T. Booker enters the game for T. Lyles
9:45.0,D. Howard misses free throw 2 of 2,,86-84,,
9:44.0,,,86-84,,Defensive rebound by D. Favors
9:43.0,Personal foul by T. Jones (drawn by D. Favors),,86-84,,
9:24.0,,,86-87,3,T. Burke makes 3-pt shot from 24 ft (assist by T. Booker)
9:05.0,J. Terry misses 3-pt shot from 24 ft,,86-87,,
9:04.0,,,86-87,,Defensive rebound by T. Booker
9:00.0,,,86-89,2,C. Johnson makes 2-pt shot from 1 ft (assist by T. Booker)
8:59.0,Houston full timeout,,86-89,,
8:59.0,P. Beverley enters the game for T. Lawson,,86-89,,
8:59.0,J. Harden enters the game for T. Jones,,86-89,,
8:42.0,D. Howard misses 2-pt shot from 2 ft,,86-89,,
8:41.0,,,86-89,,Defensive rebound by T. Burke
8:14.0,,,86-89,,C. Johnson misses 2-pt shot from 21 ft
8:14.0,Defensive rebound by D. Howard,,86-89,,
8:08.0,,,86-89,,G. Hayward enters the game for R. Hood
7:55.0,T. Ariza misses 3-pt shot from 22 ft,,86-89,,
7:53.0,,,86-89,,Defensive rebound by Team
7:37.0,,,86-91,2,T. Burke makes 2-pt shot from 4 ft
7:22.0,T. Ariza makes 3-pt shot from 24 ft (assist by J. Harden),3,89-91,,
6:58.0,,,89-91,,T. Burke misses 3-pt shot from 27 ft
6:56.0,Defensive rebound by D. Howard,,89-91,,
6:52.0,J. Harden makes 2-pt shot from 2 ft,2,91-91,,
6:52.0,Shooting foul by T. Burke (drawn by J. Harden),,91-91,,
6:52.0,,,91-91,,S. Mack enters the game for T. Burke
6:52.0,J. Harden makes free throw 1 of 1,1,92-91,,
6:33.0,,,92-91,,Shooting foul by D. Howard (drawn by G. Hayward)
6:33.0,,,92-92,1,G. Hayward makes free throw 1 of 2
6:33.0,,,92-93,1,G. Hayward makes free throw 2 of 2
6:33.0,,,92-93,,Technical foul by T. Booker
6:33.0,Technical foul by J. Harden,,92-93,,
6:33.0,,,92-93,,T. Burke enters the game for T. Booker
6:22.0,Turnover by D. Howard (bad pass),,92-93,,
6:05.0,,,92-95,2,D. Favors makes 2-pt shot at rim
5:49.0,P. Beverley misses 3-pt shot from 23 ft,,92-95,,
5:48.0,,,92-95,,Defensive rebound by C. Johnson
5:29.0,Personal block foul by J. Harden (drawn by G. Hayward),,92-95,,
5:29.0,,,92-95,,Utah full timeout
