time,Golden State,pts.away,score,pts.home,New Orleans
7:52.0,Defensive rebound by D. Green,,9-10,,
7:42.0,S. Curry makes 3-pt shot from 31 ft,3,12-10,,
7:22.0,,,12-13,3,D. Cunningham makes 3-pt shot from 25 ft (assist by J. Holiday)
7:14.0,Turnover by S. Curry (bad pass; steal by E. Gordon),,12-13,,
7:08.0,,,12-13,,A. Davis misses 2-pt shot from 2 ft (block by K. Thompson)
7:03.0,Defensive rebound by H. Barnes,,12-13,,
6:57.0,Shooting foul by E. Gordon (drawn by K. Thompson),,12-13,,
6:57.0,K. Thompson makes 2-pt shot from 2 ft (assist by D. Green),2,14-13,,
6:57.0,K. Thompson makes free throw 1 of 1,1,15-13,,
6:49.0,Personal foul by K. Thompson (drawn by E. Gordon),,15-13,,
6:49.0,,,15-13,,I. Smith enters the game for E. Gordon
6:35.0,,,15-15,2,I. Smith makes 2-pt shot from 9 ft
6:30.0,S. Curry misses 3-pt shot from 27 ft,,15-15,,
6:28.0,,,15-15,,Defensive rebound by J. Holiday
6:23.0,,,15-17,2,J. Holiday makes 2-pt shot from 1 ft
6:10.0,S. Curry makes 2-pt shot from 18 ft (assist by D. Green),2,17-17,,
5:55.0,,,17-17,,A. Davis misses 2-pt shot from 7 ft
5:54.0,,,17-17,,Offensive rebound by A. Davis
5:50.0,Personal foul by K. Thompson (drawn by J. Holiday),,17-17,,
5:50.0,,,17-17,,New Orleans full timeout
5:50.0,,,17-17,,T. Douglas enters the game for J. Holiday
5:50.0,A. Iguodala enters the game for H. Barnes,,17-17,,
5:50.0,S. Livingston enters the game for K. Thompson,,17-17,,
5:50.0,Violation by Team (delay of game),,17-17,,
5:33.0,,,17-17,,Turnover by T. Douglas (bad pass; steal by F. Ezeli)
5:26.0,A. Iguodala makes 2-pt shot from 1 ft (assist by F. Ezeli),2,19-17,,
5:16.0,,,19-17,,T. Douglas misses 2-pt shot from 13 ft
5:15.0,,,19-17,,Offensive rebound by O. Asik
5:14.0,,,19-17,,A. Davis misses 2-pt shot at rim
5:14.0,,,19-17,,Offensive rebound by A. Davis
5:13.0,,,19-19,2,A. Davis makes 2-pt shot at rim
5:01.0,Shooting foul by T. Douglas (drawn by S. Curry),,19-19,,
5:01.0,S. Curry makes free throw 1 of 2,1,20-19,,
5:01.0,S. Curry makes free throw 2 of 2,1,21-19,,
4:49.0,,,21-19,,I. Smith misses 2-pt shot from 6 ft
4:48.0,Defensive rebound by F. Ezeli,,21-19,,
4:46.0,Shooting foul by D. Cunningham (drawn by D. Green),,21-19,,
4:46.0,D. Green misses free throw 1 of 2,,21-19,,
4:46.0,Offensive rebound by Team,,21-19,,
4:46.0,D. Green makes free throw 2 of 2,1,22-19,,
4:25.0,,,22-21,2,T. Douglas makes 2-pt shot from 8 ft
4:21.0,,,22-21,,Personal foul by O. Asik (drawn by F. Ezeli)
4:21.0,F. Ezeli misses free throw 1 of 2,,22-21,,
4:21.0,Offensive rebound by Team,,22-21,,
4:21.0,F. Ezeli misses free throw 2 of 2,,22-21,,
4:21.0,,,22-21,,Defensive rebound by Team
4:09.0,,,22-23,2,A. Davis makes 2-pt shot from 16 ft (assist by I. Smith)
4:03.0,S. Curry makes 3-pt shot from 29 ft,3,25-23,,
3:47.0,,,25-23,,I. Smith misses 2-pt shot from 2 ft
3:47.0,,,25-23,,Offensive rebound by T. Douglas
3:30.0,,,25-23,,A. Davis misses 2-pt shot from 15 ft
3:28.0,Defensive rebound by F. Ezeli,,25-23,,
3:19.0,Turnover by S. Curry (bad pass),,25-23,,
3:14.0,,,25-23,,New Orleans full timeout
3:14.0,M. Speights enters the game for F. Ezeli,,25-23,,
2:57.0,Jump ball: A. Davis vs. A. Iguodala (T. Douglas gains possession),,,,Jump ball: A. Davis vs. A. Iguodala (T. Douglas gains possession)
2:56.0,,,25-23,,T. Douglas misses 2-pt shot from 9 ft
2:54.0,Defensive rebound by S. Curry,,25-23,,
2:34.0,A. Iguodala makes 3-pt shot from 25 ft (assist by M. Speights),3,28-23,,
2:32.0,Technical foul by Team,,28-23,,
2:32.0,,,28-23,,A. Davis misses technical free throw
2:32.0,,,28-23,,Offensive rebound by Team
2:32.0,,,28-23,,L. Babbitt enters the game for D. Cunningham
2:32.0,,,28-23,,R. Anderson enters the game for O. Asik
2:24.0,Personal foul by D. Green (drawn by A. Davis),,28-23,,
2:16.0,,,28-23,,Turnover by I. Smith (bad pass; steal by D. Green)
2:05.0,S. Curry misses 3-pt shot from 26 ft,,28-23,,
2:04.0,,,28-23,,Defensive rebound by L. Babbitt
1:45.0,,,28-23,,I. Smith misses 3-pt shot from 26 ft
1:39.0,,,28-23,,Offensive rebound by I. Smith
1:35.0,,,28-25,2,T. Douglas makes 2-pt shot from 2 ft (assist by I. Smith)
1:13.0,D. Green makes 2-pt shot from 2 ft,2,30-25,,
1:03.0,,,30-25,,R. Anderson misses 2-pt shot from 1 ft
1:03.0,Defensive rebound by M. Speights,,30-25,,
0:54.0,S. Curry misses 2-pt shot from 10 ft,,30-25,,
0:53.0,,,30-25,,Defensive rebound by L. Babbitt
0:42.0,,,30-28,3,R. Anderson makes 3-pt shot from 27 ft (assist by I. Smith)
0:26.0,S. Livingston misses 2-pt shot from 13 ft,,30-28,,
0:25.0,Offensive rebound by A. Iguodala,,30-28,,
0:25.0,,,30-28,,Personal foul by L. Babbitt (drawn by A. Iguodala)
0:25.0,A. Iguodala makes free throw 1 of 2,1,31-28,,
0:25.0,H. Barnes enters the game for M. Speights,,31-28,,
0:25.0,A. Iguodala misses free throw 2 of 2,,31-28,,
0:24.0,,,31-28,,Defensive rebound by A. Davis
0:00.0,,,31-28,,I. Smith misses 2-pt shot from 21 ft
0:00.0,,,31-28,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,S. Livingston misses 2-pt shot from 14 ft,,31-28,,
11:44.0,,,31-28,,Defensive rebound by R. Anderson
11:31.0,,,31-30,2,L. Babbitt makes 2-pt shot from 17 ft (assist by E. Gordon)
11:11.0,L. Barbosa makes 2-pt shot from 2 ft (assist by H. Barnes),2,33-30,,
10:46.0,,,33-30,,T. Douglas misses 2-pt shot from 9 ft
10:45.0,,,33-30,,Offensive rebound by A. Ajinca
10:44.0,,,33-30,,A. Ajinca misses 2-pt shot from 2 ft
10:43.0,Defensive rebound by H. Barnes,,33-30,,
10:33.0,Shooting foul by L. Babbitt (drawn by M. Speights),,33-30,,
10:33.0,M. Speights misses free throw 1 of 2,,33-30,,
10:33.0,Offensive rebound by Team,,33-30,,
10:33.0,M. Speights makes free throw 2 of 2,1,34-30,,
10:19.0,,,34-30,,Turnover by T. Douglas (bad pass; steal by A. Iguodala)
10:12.0,A. Iguodala makes 2-pt shot at rim (assist by S. Livingston),2,36-30,,
10:00.0,,,36-32,2,A. Ajinca makes 2-pt shot at rim (assist by T. Douglas)
10:00.0,,,36-32,,Shooting foul by A. Iguodala (drawn by A. Ajinca)
10:00.0,,,36-33,1,A. Ajinca makes free throw 1 of 1
9:46.0,H. Barnes makes 2-pt shot from 18 ft (assist by S. Livingston),2,38-33,,
9:34.0,Personal foul by L. Barbosa (drawn by L. Babbitt),,38-33,,
9:26.0,,,38-33,,T. Douglas misses 2-pt shot from 6 ft (block by M. Speights)
9:23.0,,,38-33,,Offensive rebound by A. Ajinca
9:22.0,,,38-33,,A. Ajinca misses 2-pt shot at rim
9:21.0,Defensive rebound by H. Barnes,,38-33,,
9:14.0,Turnover by H. Barnes (bad pass; steal by T. Douglas),,38-33,,
9:03.0,,,38-33,,R. Anderson misses 2-pt shot at rim
9:01.0,Defensive rebound by A. Iguodala,,38-33,,
8:56.0,L. Barbosa makes 3-pt shot from 24 ft (assist by A. Iguodala),3,41-33,,
8:50.0,,,41-33,,New Orleans full timeout
8:50.0,,,41-33,,Violation by Team (delay of game)
8:34.0,,,41-33,,E. Gordon misses 2-pt shot from 1 ft
8:31.0,,,41-33,,Offensive rebound by A. Ajinca
8:31.0,,,41-35,2,A. Ajinca makes 2-pt shot at rim
8:21.0,L. Barbosa misses 2-pt shot from 15 ft,,41-35,,
8:20.0,,,41-35,,Defensive rebound by E. Gordon
8:12.0,,,41-35,,E. Gordon misses 2-pt shot from 11 ft
8:11.0,,,41-35,,Offensive rebound by A. Ajinca
8:11.0,,,41-37,2,A. Ajinca makes 2-pt shot from 1 ft
7:53.0,Turnover by M. Speights (lost ball; steal by A. Ajinca),,41-37,,
7:37.0,,,41-39,2,R. Anderson makes 2-pt shot from 14 ft (assist by T. Douglas)
7:30.0,Golden State full timeout,,41-39,,
7:30.0,K. Thompson enters the game for A. Iguodala,,41-39,,
7:30.0,F. Ezeli enters the game for S. Livingston,,41-39,,
7:30.0,S. Curry enters the game for M. Speights,,41-39,,
7:21.0,H. Barnes misses 3-pt shot from 26 ft,,41-39,,
7:20.0,,,41-39,,Defensive rebound by R. Anderson
7:05.0,,,41-39,,Shooting foul by F. Ezeli (drawn by E. Gordon)
7:05.0,,,41-40,1,E. Gordon makes free throw 1 of 2
7:05.0,,,41-41,1,E. Gordon makes free throw 2 of 2
6:51.0,S. Curry makes 2-pt shot from 9 ft,2,43-41,,
6:38.0,,,43-44,3,T. Douglas makes 3-pt shot from 25 ft (assist by A. Ajinca)
6:26.0,F. Ezeli misses 2-pt shot from 9 ft,,43-44,,
6:26.0,,,43-44,,Defensive rebound by A. Ajinca
6:17.0,,,43-44,,E. Gordon misses 2-pt shot from 2 ft (block by F. Ezeli)
6:16.0,Defensive rebound by K. Thompson,,43-44,,
6:11.0,K. Thompson makes 2-pt shot from 1 ft,2,45-44,,
5:51.0,,,45-46,2,R. Anderson makes 2-pt shot from 1 ft (assist by T. Douglas)
5:51.0,,,45-46,,Shooting foul by F. Ezeli (drawn by R. Anderson)
5:51.0,,,45-46,,A. Davis enters the game for A. Ajinca
5:51.0,D. Green enters the game for L. Barbosa,,45-46,,
5:51.0,,,45-46,,J. Holiday enters the game for T. Douglas
5:51.0,,,45-47,1,R. Anderson makes free throw 1 of 1
5:39.0,Shooting foul by A. Davis (drawn by F. Ezeli),,45-47,,
5:39.0,F. Ezeli misses free throw 1 of 2,,45-47,,
5:39.0,Offensive rebound by Team,,45-47,,
5:39.0,F. Ezeli makes free throw 2 of 2,1,46-47,,
5:32.0,,,46-49,2,J. Holiday makes 2-pt shot from 5 ft
5:32.0,,,46-49,,Shooting foul by S. Curry (drawn by J. Holiday)
5:32.0,J. McAdoo enters the game for F. Ezeli,,46-49,,
5:32.0,,,46-50,1,J. Holiday makes free throw 1 of 1
5:14.0,Shooting foul by E. Gordon (drawn by K. Thompson),,46-50,,
5:14.0,K. Thompson makes free throw 1 of 2,1,47-50,,
5:14.0,,,47-50,,T. Douglas enters the game for E. Gordon
5:14.0,K. Thompson makes free throw 2 of 2,1,48-50,,
4:57.0,,,48-50,,R. Anderson misses 2-pt shot from 10 ft
4:57.0,Defensive rebound by S. Curry,,48-50,,
4:51.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,51-50,,
4:43.0,,,51-50,,J. Holiday misses 2-pt shot from 8 ft
4:43.0,Defensive rebound by Team,,51-50,,
4:34.0,D. Green makes 3-pt shot from 26 ft (assist by S. Curry),3,54-50,,
4:21.0,,,54-52,2,A. Davis makes 2-pt shot at rim (assist by J. Holiday)
4:15.0,Shooting foul by J. Holiday (drawn by S. Curry),,54-52,,
4:15.0,S. Curry makes free throw 1 of 3,1,55-52,,
4:15.0,S. Curry makes free throw 2 of 3,1,56-52,,
4:15.0,B. Rush enters the game for H. Barnes,,56-52,,
4:15.0,S. Curry makes free throw 3 of 3,1,57-52,,
3:59.0,,,57-52,,A. Davis misses 2-pt shot from 21 ft
3:58.0,Defensive rebound by S. Curry,,57-52,,
3:47.0,S. Curry misses 3-pt shot from 23 ft,,57-52,,
3:45.0,,,57-52,,Defensive rebound by L. Babbitt
3:35.0,Def 3 sec tech foul by K. Thompson,,57-52,,
3:35.0,,,57-53,1,A. Davis makes technical free throw
3:24.0,,,57-53,,Shooting foul by S. Curry (drawn by T. Douglas)
3:24.0,,,57-54,1,T. Douglas makes free throw 1 of 3
3:24.0,,,57-55,1,T. Douglas makes free throw 2 of 3
3:24.0,,,57-55,,T. Douglas misses free throw 3 of 3
3:23.0,Defensive rebound by B. Rush,,57-55,,
3:10.0,,,57-55,,Personal foul by T. Douglas
3:10.0,D. Green misses free throw 1 of 2,,57-55,,
3:10.0,Offensive rebound by Team,,57-55,,
3:10.0,D. Green makes free throw 2 of 2,1,58-55,,
2:52.0,,,58-57,2,R. Anderson makes 2-pt shot from 1 ft (assist by A. Davis)
2:36.0,K. Thompson makes 2-pt shot from 1 ft (assist by B. Rush),2,60-57,,
2:30.0,,,60-59,2,J. Holiday makes 2-pt shot from 6 ft
2:30.0,Shooting block foul by S. Curry (drawn by J. Holiday),,60-59,,
2:30.0,Official timeout,,60-59,,
2:30.0,M. Speights enters the game for S. Curry,,60-59,,
2:30.0,S. Livingston enters the game for J. McAdoo,,60-59,,
2:30.0,,,60-60,1,J. Holiday makes free throw 1 of 1
2:11.0,K. Thompson misses 3-pt shot from 25 ft,,60-60,,
2:10.0,,,60-60,,Defensive rebound by T. Douglas
1:59.0,,,60-60,,A. Davis misses 2-pt shot at rim
1:56.0,Defensive rebound by S. Livingston,,60-60,,
1:51.0,K. Thompson misses 3-pt shot from 24 ft,,60-60,,
1:51.0,,,60-60,,Defensive rebound by A. Davis
1:45.0,,,60-60,,L. Babbitt misses 3-pt shot from 24 ft
1:43.0,,,60-60,,Offensive rebound by R. Anderson
1:40.0,,,60-60,,R. Anderson misses 3-pt shot from 23 ft
1:40.0,Defensive rebound by Team,,60-60,,
1:29.0,Offensive foul by S. Livingston,,60-60,,
1:29.0,Turnover by S. Livingston (offensive foul),,60-60,,
1:16.0,,,60-60,,J. Holiday misses 2-pt shot from 2 ft
1:16.0,Defensive rebound by B. Rush,,60-60,,
1:12.0,D. Green misses 3-pt shot from 25 ft,,60-60,,
1:12.0,Offensive rebound by Team,,60-60,,
1:12.0,Offensive foul by D. Green,,60-60,,
1:12.0,Turnover by D. Green (offensive foul),,60-60,,
1:00.0,,,60-62,2,J. Holiday makes 2-pt shot from 2 ft
0:50.0,Shooting foul by T. Douglas (drawn by S. Livingston),,60-62,,
0:50.0,S. Livingston makes free throw 1 of 2,1,61-62,,
0:50.0,L. Barbosa enters the game for K. Thompson,,61-62,,
0:50.0,S. Livingston makes free throw 2 of 2,1,62-62,,
0:43.0,,,62-65,3,J. Holiday makes 3-pt shot from 24 ft
0:34.0,D. Green misses 2-pt shot from 2 ft,,62-65,,
0:32.0,Offensive rebound by D. Green,,62-65,,
0:28.0,S. Livingston misses 2-pt shot from 2 ft,,62-65,,
0:28.0,,,62-65,,Defensive rebound by A. Davis
0:24.0,,,62-65,,Turnover by J. Holiday (bad pass; steal by S. Livingston)
0:22.0,L. Barbosa makes 2-pt shot from 2 ft,2,64-65,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Thompson misses 2-pt shot from 13 ft,,64-65,,
11:46.0,,,64-65,,Defensive rebound by Team
11:24.0,,,64-67,2,J. Holiday makes 2-pt shot from 8 ft (assist by A. Davis)
11:09.0,Turnover by D. Green (lost ball; steal by O. Asik),,64-67,,
11:03.0,,,64-67,,E. Gordon misses 3-pt shot from 25 ft
11:01.0,Defensive rebound by F. Ezeli,,64-67,,
10:58.0,,,64-67,,Personal foul by E. Gordon (drawn by F. Ezeli)
10:58.0,,,64-67,,A. Gee enters the game for E. Gordon
10:48.0,H. Barnes makes 2-pt shot at rim (assist by S. Curry),2,66-67,,
10:48.0,Shooting foul by D. Cunningham (drawn by H. Barnes),,66-67,,
10:48.0,H. Barnes makes free throw 1 of 1,1,67-67,,
10:36.0,,,67-67,,J. Holiday misses 2-pt shot from 1 ft
10:35.0,Defensive rebound by F. Ezeli,,67-67,,
10:27.0,H. Barnes misses 2-pt shot from 2 ft,,67-67,,
10:26.0,,,67-67,,Defensive rebound by A. Davis
10:13.0,,,67-67,,A. Gee misses 3-pt shot from 23 ft
10:12.0,,,67-67,,Offensive rebound by Team
10:12.0,Loose ball foul by H. Barnes (drawn by A. Davis),,67-67,,
10:00.0,,,67-67,,J. Holiday misses 2-pt shot from 4 ft
9:59.0,Defensive rebound by H. Barnes,,67-67,,
9:53.0,S. Curry misses 3-pt shot from 26 ft,,67-67,,
9:52.0,,,67-67,,Defensive rebound by A. Davis
9:45.0,,,67-70,3,A. Davis makes 3-pt shot from 24 ft
9:25.0,,,67-70,,Personal foul by J. Holiday (drawn by S. Curry)
9:12.0,S. Curry makes 3-pt shot from 28 ft,3,70-70,,
8:49.0,,,70-70,,D. Cunningham misses 2-pt shot from 8 ft
8:49.0,Defensive rebound by F. Ezeli,,70-70,,
8:42.0,Shooting foul by O. Asik (drawn by S. Curry),,70-70,,
8:42.0,S. Curry makes free throw 1 of 2,1,71-70,,
8:42.0,,,71-70,,L. Babbitt enters the game for O. Asik
8:42.0,S. Curry makes free throw 2 of 2,1,72-70,,
8:24.0,,,72-70,,Turnover by A. Davis (bad pass)
8:05.0,S. Curry makes 3-pt shot from 25 ft,3,75-70,,
7:54.0,,,75-72,2,A. Davis makes 2-pt shot at rim
7:40.0,S. Curry makes 3-pt shot from 26 ft,3,78-72,,
7:40.0,,,78-72,,New Orleans full timeout
7:40.0,A. Iguodala enters the game for F. Ezeli,,78-72,,
7:27.0,,,78-74,2,L. Babbitt makes 2-pt shot from 18 ft (assist by J. Holiday)
7:06.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,81-74,,
6:45.0,Personal foul by D. Green (drawn by A. Davis),,81-74,,
6:45.0,,,81-74,,Turnover by Team (5 sec inbounds)
6:30.0,S. Curry makes 2-pt shot from 14 ft,2,83-74,,
6:29.0,,,83-74,,J. Holiday misses 3-pt shot from 25 ft
6:28.0,Defensive rebound by H. Barnes,,83-74,,
6:15.0,S. Curry misses 2-pt shot from 21 ft,,83-74,,
6:14.0,,,83-74,,Defensive rebound by A. Davis
6:08.0,,,83-76,2,A. Gee makes 2-pt shot from 4 ft
5:57.0,D. Green makes 3-pt shot from 25 ft (assist by S. Curry),3,86-76,,
5:45.0,,,86-78,2,J. Holiday makes 2-pt shot from 2 ft (assist by L. Babbitt)
5:29.0,K. Thompson misses 2-pt shot from 2 ft,,86-78,,
5:29.0,,,86-78,,Defensive rebound by A. Davis
5:11.0,,,86-78,,Turnover by J. Holiday (lost ball; steal by S. Curry)
5:06.0,S. Curry makes 2-pt shot from 1 ft,2,88-78,,
5:06.0,,,88-78,,New Orleans full timeout
5:06.0,,,88-78,,T. Douglas enters the game for J. Holiday
4:48.0,,,88-78,,A. Gee misses 2-pt shot from 2 ft
4:47.0,Defensive rebound by D. Green,,88-78,,
4:38.0,D. Green misses 2-pt shot from 2 ft,,88-78,,
4:37.0,,,88-78,,Defensive rebound by A. Davis
4:29.0,,,88-80,2,T. Douglas makes 2-pt shot from 4 ft (assist by A. Davis)
4:21.0,A. Iguodala misses 2-pt shot from 15 ft,,88-80,,
4:20.0,,,88-80,,Defensive rebound by T. Douglas
4:14.0,,,88-83,3,D. Cunningham makes 3-pt shot from 23 ft (assist by T. Douglas)
3:49.0,S. Curry makes 3-pt shot from 25 ft,3,91-83,,
3:38.0,,,91-85,2,T. Douglas makes 2-pt shot from 19 ft
3:29.0,,,91-85,,Violation by T. Douglas (kicked ball)
3:29.0,,,91-85,,R. Anderson enters the game for D. Cunningham
3:19.0,D. Green misses 2-pt shot from 8 ft (block by A. Davis),,91-85,,
3:17.0,,,91-85,,Defensive rebound by L. Babbitt
3:11.0,,,91-85,,L. Babbitt misses 3-pt shot from 23 ft
3:10.0,Defensive rebound by K. Thompson,,91-85,,
3:01.0,H. Barnes makes 2-pt shot from 20 ft (assist by K. Thompson),2,93-85,,
2:47.0,,,93-87,2,A. Davis makes 2-pt shot from 10 ft
2:40.0,S. Curry makes 2-pt shot from 2 ft,2,95-87,,
2:26.0,,,95-87,,Turnover by T. Douglas (traveling)
2:26.0,B. Rush enters the game for K. Thompson,,95-87,,
2:26.0,S. Livingston enters the game for H. Barnes,,95-87,,
2:02.0,B. Rush makes 2-pt shot from 18 ft (assist by D. Green),2,97-87,,
1:40.0,,,97-87,,Turnover by R. Anderson (bad pass; steal by S. Livingston)
1:34.0,S. Curry makes 2-pt shot from 1 ft (assist by S. Livingston),2,99-87,,
1:18.0,,,99-87,,L. Babbitt misses 3-pt shot from 24 ft
1:17.0,,,99-87,,Offensive rebound by R. Anderson
1:13.0,,,99-89,2,R. Anderson makes 2-pt shot from 2 ft
1:01.0,S. Curry makes 2-pt shot from 1 ft,2,101-89,,
0:47.0,,,101-89,,A. Davis misses 2-pt shot from 2 ft
0:46.0,Defensive rebound by A. Iguodala,,101-89,,
0:40.0,S. Curry makes 3-pt shot from 26 ft,3,104-89,,
0:40.0,Shooting foul by A. Gee (drawn by S. Curry),,104-89,,
0:40.0,S. Curry makes free throw 1 of 1,1,105-89,,
0:30.0,,,105-91,2,T. Douglas makes 2-pt shot from 14 ft
0:10.0,S. Curry misses 3-pt shot from 26 ft,,105-91,,
0:10.0,,,105-91,,Defensive rebound by L. Babbitt
0:04.0,,,105-91,,T. Douglas misses 2-pt shot from 19 ft
0:01.0,Defensive rebound by A. Iguodala,,105-91,,
0:00.0,A. Iguodala misses 3-pt shot from 69 ft,,105-91,,
0:00.0,Offensive rebound by Team,,105-91,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,,,105-91,,R. Anderson misses 2-pt shot from 1 ft
11:41.0,Defensive rebound by B. Rush,,105-91,,
11:24.0,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala),2,107-91,,
11:15.0,,,107-93,2,I. Smith makes 2-pt shot from 1 ft
10:49.0,Turnover by S. Livingston (lost ball),,107-93,,
10:34.0,,,107-95,2,R. Anderson makes 2-pt shot from 14 ft
10:18.0,M. Speights makes 2-pt shot from 19 ft (assist by A. Iguodala),2,109-95,,
10:09.0,Personal foul by L. Barbosa (drawn by I. Smith),,109-95,,
10:01.0,,,109-95,,R. Anderson misses 2-pt shot from 20 ft
10:00.0,Defensive rebound by A. Iguodala,,109-95,,
9:44.0,M. Speights makes 2-pt shot from 16 ft,2,111-95,,
9:35.0,,,111-95,,L. Babbitt misses 3-pt shot from 24 ft
9:34.0,Defensive rebound by B. Rush,,111-95,,
9:28.0,,,111-95,,Personal foul by E. Gordon (drawn by M. Speights)
9:28.0,,,111-95,,A. Gee enters the game for L. Babbitt
9:19.0,L. Barbosa misses 2-pt shot from 15 ft,,111-95,,
9:18.0,,,111-95,,Defensive rebound by I. Smith
9:14.0,,,111-95,,Turnover by I. Smith (lost ball; steal by B. Rush)
9:08.0,A. Iguodala misses 2-pt shot from 3 ft,,111-95,,
9:07.0,,,111-95,,Defensive rebound by A. Gee
8:57.0,,,111-97,2,D. Cunningham makes 2-pt shot from 2 ft (assist by E. Gordon)
8:47.0,M. Speights misses 2-pt shot from 21 ft,,111-97,,
8:46.0,,,111-97,,Defensive rebound by D. Cunningham
8:40.0,,,111-97,,R. Anderson misses 3-pt shot from 26 ft
8:39.0,Defensive rebound by A. Iguodala,,111-97,,
8:26.0,M. Speights misses 2-pt shot from 20 ft,,111-97,,
8:25.0,,,111-97,,Defensive rebound by A. Gee
8:20.0,,,111-97,,Turnover by I. Smith (offensive foul)
8:20.0,,,111-97,,Offensive foul by I. Smith
8:20.0,Official timeout,,111-97,,
8:20.0,H. Barnes enters the game for B. Rush,,111-97,,
8:20.0,,,111-97,,J. Holiday enters the game for I. Smith
8:00.0,Turnover by M. Speights (lost ball),,111-97,,
7:50.0,Personal foul by M. Speights (drawn by R. Anderson),,111-97,,
7:50.0,Technical foul by M. Speights (drawn by R. Anderson),,111-97,,
7:50.0,,,111-98,1,J. Holiday makes technical free throw
7:50.0,,,111-98,,A. Davis enters the game for D. Cunningham
7:50.0,D. Green enters the game for M. Speights,,111-98,,
7:34.0,,,111-100,2,R. Anderson makes 2-pt shot from 7 ft
7:18.0,H. Barnes makes 2-pt shot from 8 ft,2,113-100,,
7:08.0,,,113-100,,Turnover by A. Davis (lost ball)
7:08.0,S. Curry enters the game for L. Barbosa,,113-100,,
6:51.0,H. Barnes misses 2-pt shot from 3 ft (block by R. Anderson),,113-100,,
6:51.0,,,113-100,,Defensive rebound by R. Anderson
6:44.0,Personal foul by S. Livingston (drawn by J. Holiday),,113-100,,
6:32.0,,,113-100,,J. Holiday misses 2-pt shot from 18 ft
6:31.0,,,113-100,,Offensive rebound by A. Davis
6:31.0,Loose ball foul by H. Barnes (drawn by A. Davis),,113-100,,
6:22.0,,,113-100,,Shooting foul by A. Iguodala (drawn by J. Holiday)
6:22.0,,,113-101,1,J. Holiday makes free throw 1 of 2
