time,Oklahoma City,pts.away,score,pts.home,LA Clippers
6:39.0,R. Westbrook makes free throw 1 of 1,1,14-11,,
6:27.0,,,14-11,,D. Jordan misses 2-pt shot from 5 ft
6:25.0,Defensive rebound by K. Durant,,14-11,,
6:22.0,K. Durant makes 3-pt shot from 27 ft,3,17-11,,
6:22.0,Shooting foul by J. Green (drawn by K. Durant),,17-11,,
6:22.0,,,17-11,,W. Johnson enters the game for P. Pierce
6:22.0,K. Durant makes free throw 1 of 1,1,18-11,,
6:11.0,,,18-14,3,J. Redick makes 3-pt shot from 26 ft (assist by C. Paul)
5:57.0,A. Roberson misses 2-pt shot from 2 ft,,18-14,,
5:55.0,Offensive rebound by S. Adams,,18-14,,
5:55.0,S. Adams makes 2-pt shot from 1 ft,2,20-14,,
5:34.0,,,20-14,,C. Paul misses 2-pt shot from 19 ft
5:33.0,Defensive rebound by K. Durant,,20-14,,
5:26.0,K. Durant misses 3-pt shot from 25 ft,,20-14,,
5:25.0,Offensive rebound by S. Ibaka,,20-14,,
5:11.0,S. Ibaka misses 2-pt shot from 14 ft (block by W. Johnson),,20-14,,
5:08.0,,,20-14,,Defensive rebound by C. Paul
5:04.0,,,20-14,,W. Johnson misses 2-pt shot from 1 ft
5:01.0,Defensive rebound by A. Roberson,,20-14,,
4:57.0,R. Westbrook misses 3-pt shot from 24 ft,,20-14,,
4:55.0,,,20-14,,Defensive rebound by D. Jordan
4:48.0,,,20-14,,Shooting foul by S. Ibaka (drawn by D. Jordan)
4:48.0,,,20-16,2,D. Jordan makes 2-pt shot from 2 ft (assist by J. Redick)
4:48.0,,,20-16,,LA Clippers full timeout
4:48.0,K. Singler enters the game for K. Durant,,20-16,,
4:48.0,D. Waiters enters the game for A. Roberson,,20-16,,
4:48.0,,,20-16,,J. Crawford enters the game for J. Green
4:48.0,,,20-16,,D. Jordan misses free throw 1 of 1
4:47.0,Defensive rebound by R. Westbrook,,20-16,,
4:36.0,D. Waiters makes 3-pt shot from 23 ft (assist by R. Westbrook),3,23-16,,
4:21.0,,,23-16,,LA Clippers full timeout
4:21.0,R. Foye enters the game for S. Adams,,23-16,,
4:21.0,,,23-16,,A. Rivers enters the game for J. Redick
4:16.0,Personal foul by K. Singler (drawn by C. Paul),,23-16,,
4:02.0,,,23-16,,C. Paul misses 3-pt shot from 26 ft
4:01.0,Defensive rebound by R. Foye,,23-16,,
3:47.0,D. Waiters misses 2-pt shot from 2 ft,,23-16,,
3:47.0,Offensive rebound by Team,,23-16,,
3:41.0,S. Ibaka makes 2-pt shot from 4 ft (assist by R. Westbrook),2,25-16,,
3:41.0,Shooting foul by C. Paul (drawn by S. Ibaka),,25-16,,
3:41.0,S. Ibaka makes free throw 1 of 1,1,26-16,,
3:22.0,,,26-16,,W. Johnson misses 2-pt shot from 4 ft
3:20.0,Defensive rebound by R. Westbrook,,26-16,,
3:13.0,K. Singler makes 3-pt shot from 25 ft (assist by R. Westbrook),3,29-16,,
2:53.0,,,29-18,2,J. Crawford makes 2-pt shot from 18 ft
2:36.0,R. Westbrook makes 3-pt shot from 26 ft,3,32-18,,
2:19.0,,,32-18,,A. Rivers misses 3-pt shot from 26 ft
2:18.0,,,32-18,,Offensive rebound by D. Jordan
2:10.0,,,32-18,,Shooting foul by K. Singler (drawn by C. Paul)
2:10.0,Oklahoma City full timeout,,32-18,,
2:10.0,K. Durant enters the game for S. Ibaka,,32-18,,
2:10.0,A. Roberson enters the game for R. Westbrook,,32-18,,
2:10.0,E. Kanter enters the game for K. Singler,,32-18,,
2:10.0,,,32-19,1,C. Paul makes free throw 1 of 2
2:10.0,,,32-20,1,C. Paul makes free throw 2 of 2
1:56.0,Turnover by K. Durant (bad pass; steal by W. Johnson),,32-20,,
1:43.0,,,32-20,,W. Johnson misses 3-pt shot from 26 ft
1:41.0,Defensive rebound by E. Kanter,,32-20,,
1:17.0,D. Waiters makes 3-pt shot from 28 ft,3,35-20,,
0:54.0,,,35-20,,Shooting foul by A. Roberson (drawn by J. Crawford)
0:54.0,,,35-20,,J. Crawford misses free throw 1 of 2
0:54.0,,,35-20,,Offensive rebound by Team
0:54.0,,,35-20,,P. Prigioni enters the game for C. Paul
0:54.0,,,35-20,,C. Aldrich enters the game for D. Jordan
0:54.0,,,35-21,1,J. Crawford makes free throw 2 of 2
0:42.0,K. Durant makes 2-pt shot from 12 ft,2,37-21,,
0:29.0,,,37-24,3,P. Prigioni makes 3-pt shot from 27 ft (assist by A. Rivers)
0:07.0,K. Durant misses 3-pt shot from 27 ft,,37-24,,
0:06.0,,,37-24,,Defensive rebound by Team
0:01.0,,,37-24,,W. Johnson misses 3-pt shot from 27 ft (block by K. Durant)
0:00.0,,,37-24,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,E. Kanter misses 2-pt shot from 2 ft,,37-24,,
11:44.0,Offensive rebound by E. Kanter,,37-24,,
11:43.0,E. Kanter misses 2-pt shot from 1 ft,,37-24,,
11:41.0,,,37-24,,Defensive rebound by C. Aldrich
11:31.0,,,37-24,,J. Crawford misses 2-pt shot from 14 ft (block by R. Foye)
11:29.0,Defensive rebound by K. Durant,,37-24,,
11:23.0,K. Durant misses 2-pt shot from 17 ft,,37-24,,
11:20.0,Offensive rebound by C. Payne,,37-24,,
11:17.0,R. Foye makes 3-pt shot from 28 ft (assist by C. Payne),3,40-24,,
10:57.0,,,40-24,,J. Crawford misses 2-pt shot from 10 ft
10:56.0,Defensive rebound by E. Kanter,,40-24,,
10:48.0,D. Waiters misses 2-pt shot from 1 ft,,40-24,,
10:46.0,,,40-24,,Defensive rebound by C. Aldrich
10:41.0,,,40-24,,A. Rivers misses 2-pt shot from 1 ft
10:39.0,Defensive rebound by K. Durant,,40-24,,
10:31.0,C. Payne misses 3-pt shot from 24 ft,,40-24,,
10:30.0,,,40-24,,Defensive rebound by P. Prigioni
10:18.0,,,40-24,,W. Johnson misses 2-pt shot from 18 ft
10:15.0,Defensive rebound by R. Foye,,40-24,,
10:03.0,E. Kanter makes 2-pt shot from 14 ft (assist by K. Durant),2,42-24,,
9:42.0,,,42-24,,J. Crawford misses 3-pt shot from 25 ft
9:41.0,Defensive rebound by E. Kanter,,42-24,,
9:30.0,C. Payne makes 2-pt shot from 2 ft (assist by K. Durant),2,44-24,,
9:30.0,,,44-24,,LA Clippers full timeout
9:16.0,,,44-26,2,C. Aldrich makes 2-pt shot from 3 ft (assist by W. Johnson)
8:51.0,Turnover by D. Waiters (bad pass),,44-26,,
8:38.0,Personal foul by C. Payne (drawn by C. Aldrich),,44-26,,
8:38.0,R. Westbrook enters the game for C. Payne,,44-26,,
8:38.0,,,44-26,,C. Paul enters the game for P. Prigioni
8:29.0,,,44-28,2,A. Rivers makes 2-pt shot from 6 ft (assist by J. Crawford)
8:11.0,K. Durant misses 2-pt shot from 13 ft,,44-28,,
8:10.0,,,44-28,,Defensive rebound by C. Aldrich
8:01.0,,,44-28,,C. Paul misses 2-pt shot from 1 ft
7:59.0,Defensive rebound by K. Durant,,44-28,,
7:54.0,Turnover by R. Westbrook (lost ball; steal by C. Aldrich),,44-28,,
7:48.0,,,44-28,,C. Paul misses 2-pt shot from 1 ft (block by K. Durant)
7:48.0,Defensive rebound by K. Durant,,44-28,,
7:48.0,,,44-28,,Personal foul by A. Rivers (drawn by K. Durant)
7:48.0,,,44-28,,J. Redick enters the game for W. Johnson
7:37.0,R. Westbrook misses 2-pt shot from 2 ft,,44-28,,
7:35.0,Offensive rebound by E. Kanter,,44-28,,
7:34.0,E. Kanter misses 2-pt shot from 2 ft (block by C. Paul),,44-28,,
7:32.0,,,44-28,,Defensive rebound by A. Rivers
7:32.0,,,44-28,,Turnover by A. Rivers (step out of bounds)
7:32.0,,,44-28,,D. Jordan enters the game for C. Aldrich
7:27.0,K. Durant misses 2-pt shot from 13 ft,,44-28,,
7:25.0,Offensive rebound by E. Kanter,,44-28,,
7:13.0,E. Kanter misses 2-pt shot from 2 ft,,44-28,,
7:13.0,Offensive rebound by Team,,44-28,,
7:13.0,,,44-28,,Loose ball foul by C. Paul (drawn by E. Kanter)
7:09.0,R. Westbrook makes 2-pt shot from 1 ft (assist by R. Foye),2,46-28,,
7:01.0,Personal foul by D. Waiters (drawn by J. Redick),,46-28,,
7:01.0,S. Ibaka enters the game for E. Kanter,,46-28,,
6:49.0,,,46-28,,A. Rivers misses 2-pt shot from 3 ft
6:48.0,Defensive rebound by R. Foye,,46-28,,
6:43.0,R. Foye makes 3-pt shot from 27 ft (assist by K. Durant),3,49-28,,
6:18.0,,,49-28,,J. Redick misses 2-pt shot from 8 ft
6:18.0,,,49-28,,Offensive rebound by Team
6:18.0,Loose ball foul by S. Ibaka (drawn by D. Jordan),,49-28,,
6:18.0,,,49-28,,J. Green enters the game for A. Rivers
6:07.0,,,49-28,,C. Paul misses 2-pt shot from 2 ft
6:06.0,,,49-28,,Offensive rebound by D. Jordan
6:06.0,,,49-28,,D. Jordan misses 2-pt shot from 2 ft
6:05.0,,,49-28,,Offensive rebound by D. Jordan
6:05.0,,,49-30,2,D. Jordan makes 2-pt shot from 2 ft
5:51.0,D. Waiters misses 3-pt shot from 27 ft,,49-30,,
5:49.0,,,49-30,,Defensive rebound by D. Jordan
5:43.0,,,49-30,,J. Green misses 2-pt shot from 2 ft
5:42.0,Defensive rebound by K. Durant,,49-30,,
5:31.0,Offensive foul by R. Westbrook,,49-30,,
5:31.0,Turnover by R. Westbrook (offensive foul),,49-30,,
5:31.0,Official timeout,,49-30,,
5:31.0,S. Adams enters the game for K. Durant,,49-30,,
5:14.0,,,49-30,,Turnover by J. Green (traveling)
5:03.0,Turnover by D. Waiters (lost ball; steal by J. Redick),,49-30,,
4:56.0,,,49-30,,J. Redick misses 3-pt shot from 26 ft
4:55.0,Defensive rebound by S. Ibaka,,49-30,,
4:45.0,R. Westbrook misses 2-pt shot from 4 ft,,49-30,,
4:42.0,Offensive rebound by S. Adams,,49-30,,
4:38.0,D. Waiters misses 3-pt shot from 23 ft,,49-30,,
4:37.0,,,49-30,,Defensive rebound by D. Jordan
4:28.0,,,49-30,,D. Jordan misses 2-pt shot from 1 ft
4:27.0,,,49-30,,Offensive rebound by C. Paul
4:27.0,,,49-32,2,C. Paul makes 2-pt shot from 1 ft
4:13.0,K. Durant enters the game for D. Waiters,,49-32,,
4:11.0,Jump ball: R. Foye vs. J. Redick (S. Adams gains possession),,,,Jump ball: R. Foye vs. J. Redick (S. Adams gains possession)
4:03.0,S. Ibaka makes 2-pt shot from 16 ft (assist by R. Westbrook),2,51-32,,
3:56.0,,,51-32,,J. Crawford misses 3-pt shot from 24 ft
3:54.0,,,51-32,,Offensive rebound by Team
3:54.0,A. Roberson enters the game for R. Foye,,51-32,,
3:40.0,,,51-32,,J. Green misses 3-pt shot from 26 ft
3:39.0,Defensive rebound by R. Westbrook,,51-32,,
3:33.0,S. Ibaka misses 3-pt shot from 27 ft,,51-32,,
3:29.0,,,51-32,,Defensive rebound by J. Green
3:19.0,,,51-32,,J. Redick misses 2-pt shot from 9 ft
3:19.0,Defensive rebound by Team,,51-32,,
3:19.0,Oklahoma City full timeout,,51-32,,
3:19.0,,,51-32,,P. Pierce enters the game for J. Crawford
3:03.0,S. Adams misses 2-pt shot from 3 ft,,51-32,,
2:59.0,,,51-32,,Defensive rebound by D. Jordan
2:54.0,,,51-34,2,C. Paul makes 2-pt shot at rim (assist by P. Pierce)
2:37.0,S. Ibaka misses 2-pt shot from 9 ft,,51-34,,
2:36.0,Offensive rebound by S. Adams,,51-34,,
2:30.0,K. Durant misses 3-pt shot from 27 ft,,51-34,,
2:29.0,Offensive rebound by S. Ibaka,,51-34,,
2:27.0,S. Ibaka makes 2-pt shot from 1 ft,2,53-34,,
2:00.0,,,53-34,,J. Green misses 2-pt shot from 4 ft (block by S. Adams)
1:59.0,Defensive rebound by K. Durant,,53-34,,
1:55.0,K. Durant makes 2-pt shot at rim,2,55-34,,
1:32.0,,,55-36,2,D. Jordan makes 2-pt shot from 1 ft (assist by J. Green)
1:17.0,K. Durant makes 2-pt shot from 1 ft (assist by S. Ibaka),2,57-36,,
1:17.0,Shooting foul by J. Green (drawn by K. Durant),,57-36,,
1:17.0,,,57-36,,W. Johnson enters the game for J. Green
1:17.0,K. Durant makes free throw 1 of 1,1,58-36,,
1:09.0,,,58-38,2,C. Paul makes 2-pt shot from 17 ft
0:51.0,Turnover by S. Ibaka (bad pass; steal by W. Johnson),,58-38,,
0:47.0,,,58-38,,J. Redick misses 2-pt shot from 23 ft
0:45.0,Defensive rebound by S. Adams,,58-38,,
0:33.0,Turnover by K. Durant (bad pass),,58-38,,
0:33.0,R. Foye enters the game for A. Roberson,,58-38,,
0:26.0,,,58-38,,D. Jordan misses 2-pt shot at rim
0:20.0,,,58-38,,Offensive rebound by P. Pierce
0:03.0,,,58-38,,C. Paul misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by S. Adams,,58-38,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,R. Westbrook misses 2-pt shot from 16 ft,,58-38,,
11:35.0,,,58-38,,Defensive rebound by D. Jordan
11:29.0,Personal take foul by R. Westbrook (drawn by C. Paul),,58-38,,
11:13.0,,,58-41,3,P. Pierce makes 3-pt shot from 27 ft (assist by J. Green)
10:48.0,R. Westbrook makes 2-pt shot from 18 ft (assist by K. Durant),2,60-41,,
10:36.0,,,60-43,2,J. Redick makes 2-pt shot from 21 ft (assist by D. Jordan)
10:21.0,K. Durant misses 3-pt shot from 26 ft,,60-43,,
10:20.0,,,60-43,,Defensive rebound by D. Jordan
10:11.0,,,60-43,,P. Pierce misses 2-pt shot from 18 ft
10:09.0,Defensive rebound by A. Roberson,,60-43,,
9:59.0,A. Roberson misses 3-pt shot from 24 ft,,60-43,,
9:58.0,Offensive rebound by S. Ibaka,,60-43,,
9:53.0,R. Westbrook misses 3-pt shot from 26 ft,,60-43,,
9:52.0,,,60-43,,Defensive rebound by D. Jordan
9:39.0,,,60-45,2,C. Paul makes 2-pt shot from 12 ft
9:28.0,K. Durant makes 2-pt shot from 2 ft (assist by R. Westbrook),2,62-45,,
9:08.0,,,62-47,2,C. Paul makes 2-pt shot from 3 ft
8:51.0,Turnover by R. Westbrook (bad pass; steal by D. Jordan),,62-47,,
8:46.0,,,62-47,,J. Green misses 2-pt shot from 4 ft (block by K. Durant)
8:42.0,Defensive rebound by A. Roberson,,62-47,,
8:40.0,R. Westbrook makes 2-pt shot from 1 ft,2,64-47,,
8:40.0,Shooting foul by J. Redick (drawn by R. Westbrook),,64-47,,
8:40.0,R. Westbrook makes free throw 1 of 1,1,65-47,,
8:21.0,,,65-47,,J. Green misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by A. Roberson,,65-47,,
8:17.0,Shooting foul by J. Redick (drawn by R. Westbrook),,65-47,,
8:17.0,R. Westbrook makes free throw 1 of 2,1,66-47,,
8:17.0,R. Westbrook makes free throw 2 of 2,1,67-47,,
7:57.0,,,67-49,2,J. Redick makes 2-pt shot from 18 ft (assist by C. Paul)
7:38.0,K. Durant makes 2-pt shot from 17 ft,2,69-49,,
7:19.0,,,69-51,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
7:06.0,K. Durant misses 3-pt shot from 27 ft,,69-51,,
7:06.0,Offensive rebound by Team,,69-51,,
7:06.0,,,69-51,,Loose ball foul by P. Pierce (drawn by S. Ibaka)
7:06.0,,,69-51,,W. Johnson enters the game for J. Green
6:59.0,S. Ibaka misses 2-pt shot from 11 ft,,69-51,,
6:58.0,,,69-51,,Defensive rebound by W. Johnson
6:43.0,,,69-51,,Shooting foul by R. Westbrook (drawn by D. Jordan)
6:43.0,,,69-51,,D. Jordan misses free throw 1 of 2
6:43.0,,,69-51,,Offensive rebound by Team
6:43.0,,,69-52,1,D. Jordan makes free throw 2 of 2
6:33.0,A. Roberson misses 3-pt shot from 26 ft,,69-52,,
6:31.0,,,69-52,,Defensive rebound by D. Jordan
6:21.0,,,69-52,,W. Johnson misses 3-pt shot from 23 ft (block by K. Durant)
6:20.0,,,69-52,,Offensive rebound by Team
6:20.0,K. Singler enters the game for K. Durant,,69-52,,
6:20.0,,,69-52,,J. Crawford enters the game for P. Pierce
6:12.0,,,69-55,3,C. Paul makes 3-pt shot from 26 ft (assist by D. Jordan)
5:57.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,71-55,,
5:33.0,,,71-58,3,W. Johnson makes 3-pt shot from 24 ft (assist by J. Redick)
5:22.0,R. Westbrook makes 3-pt shot from 25 ft,3,74-58,,
5:04.0,,,74-60,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
5:03.0,Oklahoma City full timeout,,74-60,,
5:03.0,D. Waiters enters the game for A. Roberson,,74-60,,
4:50.0,R. Westbrook makes 2-pt shot from 2 ft,2,76-60,,
4:35.0,,,76-60,,Turnover by C. Paul (bad pass)
4:24.0,R. Westbrook misses 3-pt shot from 25 ft,,76-60,,
4:22.0,Offensive rebound by K. Singler,,76-60,,
4:09.0,S. Ibaka misses 2-pt shot from 18 ft,,76-60,,
4:08.0,,,76-60,,Defensive rebound by D. Jordan
3:46.0,,,76-62,2,C. Paul makes 2-pt shot from 17 ft
3:32.0,S. Ibaka misses 2-pt shot from 17 ft,,76-62,,
3:31.0,,,76-62,,Defensive rebound by C. Paul
3:24.0,,,76-62,,Turnover by C. Paul (lost ball; steal by S. Ibaka)
3:20.0,Turnover by S. Ibaka (bad pass; steal by W. Johnson),,76-62,,
3:14.0,,,76-62,,Turnover by J. Redick (bad pass; steal by R. Westbrook)
3:08.0,Turnover by R. Westbrook (lost ball; steal by W. Johnson),,76-62,,
3:02.0,,,76-62,,W. Johnson misses 3-pt shot from 24 ft
2:59.0,Defensive rebound by S. Ibaka,,76-62,,
2:46.0,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook),2,78-62,,
2:45.0,,,78-62,,LA Clippers full timeout
2:45.0,,,78-62,,A. Rivers enters the game for J. Redick
2:45.0,K. Durant enters the game for S. Adams,,78-62,,
2:45.0,R. Foye enters the game for R. Westbrook,,78-62,,
2:31.0,,,78-62,,J. Crawford misses 2-pt shot from 1 ft
2:29.0,,,78-62,,Offensive rebound by D. Jordan
2:29.0,,,78-62,,D. Jordan misses 2-pt shot from 1 ft
2:25.0,Defensive rebound by S. Ibaka,,78-62,,
2:15.0,K. Durant makes 3-pt shot from 26 ft (assist by S. Ibaka),3,81-62,,
1:56.0,,,81-62,,W. Johnson misses 2-pt shot from 2 ft
1:53.0,,,81-62,,Offensive rebound by W. Johnson
1:52.0,,,81-62,,W. Johnson misses 2-pt shot at rim
1:47.0,Defensive rebound by S. Ibaka,,81-62,,
1:43.0,K. Durant misses 3-pt shot from 27 ft,,81-62,,
1:40.0,,,81-62,,Defensive rebound by D. Jordan
1:36.0,,,81-64,2,J. Crawford makes 2-pt shot from 1 ft
1:36.0,,,81-64,,Shooting foul by K. Singler (drawn by J. Crawford)
1:36.0,E. Kanter enters the game for S. Ibaka,,81-64,,
1:36.0,,,81-65,1,J. Crawford makes free throw 1 of 1
1:23.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Foye),2,83-65,,
1:02.0,,,83-65,,A. Rivers misses 3-pt shot from 27 ft
1:01.0,Defensive rebound by D. Waiters,,83-65,,
0:54.0,D. Waiters misses 3-pt shot from 27 ft,,83-65,,
0:52.0,Offensive rebound by K. Singler,,83-65,,
0:39.0,E. Kanter misses 2-pt shot from 14 ft,,83-65,,
0:37.0,Offensive rebound by K. Singler,,83-65,,
0:36.0,,,83-65,,Personal foul by C. Paul (drawn by K. Singler)
0:30.0,K. Durant makes 2-pt shot from 8 ft,2,85-65,,
0:28.0,Personal foul by K. Durant (drawn by C. Paul),,85-65,,
0:28.0,,,85-66,1,C. Paul makes free throw 1 of 2
0:28.0,,,85-66,,C. Aldrich enters the game for D. Jordan
0:28.0,,,85-67,1,C. Paul makes free throw 2 of 2
0:07.0,Turnover by K. Durant (bad pass; steal by C. Paul),,85-67,,
0:03.0,,,85-67,,Shooting foul by R. Foye (drawn by A. Rivers)
0:03.0,,,85-67,,A. Rivers misses free throw 1 of 2
0:03.0,,,85-67,,Offensive rebound by Team
0:03.0,,,85-68,1,A. Rivers makes free throw 2 of 2
0:00.0,K. Durant misses 3-pt shot from 33 ft,,85-68,,
0:00.0,Offensive rebound by Team,,85-68,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Violation by E. Kanter (kicked ball),,85-68,,
11:34.0,,,85-68,,J. Crawford misses 3-pt shot from 26 ft
11:33.0,Defensive rebound by D. Waiters,,85-68,,
11:20.0,Turnover by R. Foye (bad pass; steal by A. Rivers),,85-68,,
11:17.0,,,85-68,,A. Rivers misses 2-pt shot from 2 ft (block by R. Foye)
11:13.0,,,85-68,,Offensive rebound by A. Rivers
11:01.0,,,85-70,2,A. Rivers makes 2-pt shot from 3 ft
10:46.0,K. Singler misses 3-pt shot from 23 ft,,85-70,,
10:45.0,,,85-70,,Defensive rebound by C. Aldrich
10:29.0,,,85-72,2,C. Aldrich makes 2-pt shot from 2 ft (assist by W. Johnson)
10:16.0,Turnover by R. Foye (traveling),,85-72,,
10:00.0,,,85-72,,J. Crawford misses 2-pt shot from 2 ft
9:59.0,,,85-72,,Offensive rebound by J. Crawford
9:59.0,,,85-74,2,J. Crawford makes 2-pt shot from 2 ft
9:59.0,Oklahoma City full timeout,,85-74,,
9:43.0,K. Durant makes 2-pt shot from 15 ft,2,87-74,,
9:25.0,,,87-74,,C. Aldrich misses 2-pt shot from 4 ft
9:24.0,Defensive rebound by K. Singler,,87-74,,
9:15.0,R. Foye misses 3-pt shot from 26 ft,,87-74,,
9:14.0,,,87-74,,Defensive rebound by A. Rivers
9:08.0,,,87-74,,Shooting foul by K. Singler (drawn by A. Rivers)
9:08.0,,,87-75,1,A. Rivers makes free throw 1 of 2
9:08.0,R. Westbrook enters the game for K. Singler,,87-75,,
9:08.0,,,87-75,,A. Rivers misses free throw 2 of 2
9:05.0,Defensive rebound by K. Durant,,87-75,,
8:45.0,R. Westbrook misses 3-pt shot from 23 ft,,87-75,,
8:44.0,,,87-75,,Defensive rebound by C. Aldrich
8:35.0,,,87-75,,Turnover by P. Prigioni (bad pass; steal by R. Foye)
8:30.0,R. Foye makes 2-pt shot from 1 ft,2,89-75,,
8:12.0,,,89-75,,A. Rivers misses 2-pt shot from 3 ft
8:09.0,Defensive rebound by E. Kanter,,89-75,,
8:07.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,91-75,,
8:05.0,,,91-75,,LA Clippers full timeout
8:05.0,,,91-75,,C. Paul enters the game for P. Prigioni
7:53.0,,,91-77,2,C. Aldrich makes 2-pt shot from 1 ft (assist by C. Paul)
7:26.0,E. Kanter makes 2-pt shot at rim,2,93-77,,
7:11.0,,,93-79,2,C. Aldrich makes 2-pt shot from 1 ft (assist by C. Paul)
6:50.0,R. Westbrook misses 2-pt shot from 17 ft,,93-79,,
6:49.0,,,93-79,,Defensive rebound by C. Aldrich
6:35.0,,,93-79,,W. Johnson misses 3-pt shot from 26 ft
6:34.0,Defensive rebound by E. Kanter,,93-79,,
6:19.0,R. Westbrook misses 2-pt shot from 4 ft,,93-79,,
6:19.0,,,93-79,,Defensive rebound by Team
6:19.0,Loose ball foul by R. Westbrook (drawn by W. Johnson),,93-79,,
6:19.0,,,93-79,,D. Jordan enters the game for C. Aldrich
6:18.0,,,93-79,,J. Redick enters the game for A. Rivers
6:15.0,S. Adams enters the game for E. Kanter,,93-79,,
6:04.0,,,93-79,,C. Paul misses 2-pt shot from 16 ft
6:00.0,Defensive rebound by R. Foye,,93-79,,
5:56.0,Turnover by K. Durant (lost ball; steal by W. Johnson),,93-79,,
5:53.0,,,93-81,2,W. Johnson makes 2-pt shot from 2 ft (assist by C. Paul)
5:53.0,,,93-81,,Shooting foul by K. Durant (drawn by W. Johnson)
5:53.0,,,93-81,,W. Johnson misses free throw 1 of 1
5:52.0,Defensive rebound by K. Durant,,93-81,,
5:31.0,R. Westbrook misses 2-pt shot from 4 ft,,93-81,,
5:29.0,,,93-81,,Defensive rebound by W. Johnson
5:24.0,,,93-81,,J. Crawford misses 3-pt shot from 26 ft
5:22.0,,,93-81,,Offensive rebound by W. Johnson
5:22.0,,,93-81,,W. Johnson misses 2-pt shot at rim
5:18.0,Defensive rebound by K. Durant,,93-81,,
5:16.0,Shooting foul by C. Paul (drawn by R. Westbrook),,93-81,,
