time,Toronto,pts.away,score,pts.home,Philadelphia
6:22.0,Defensive rebound by L. Scola,,11-15,,
6:16.0,D. DeRozan makes 3-pt shot from 23 ft (assist by L. Scola),3,14-15,,
6:15.0,,,14-15,,Philadelphia full timeout
6:15.0,,,14-15,,C. Wood enters the game for J. Grant
5:58.0,,,14-15,,J. Sampson misses 2-pt shot from 4 ft (block by J. Johnson)
5:55.0,Defensive rebound by J. Valanciunas,,14-15,,
5:44.0,L. Scola makes 2-pt shot from 5 ft,2,16-15,,
5:26.0,,,16-17,2,J. Okafor makes 2-pt shot from 2 ft (assist by T. McConnell)
5:08.0,Shooting foul by J. Sampson (drawn by K. Lowry),,16-17,,
5:08.0,K. Lowry makes free throw 1 of 2,1,17-17,,
5:08.0,,,17-17,,H. Thompson enters the game for J. Sampson
5:08.0,,,17-17,,I. Canaan enters the game for N. Stauskas
5:08.0,B. Biyombo enters the game for J. Valanciunas,,17-17,,
5:08.0,P. Patterson enters the game for L. Scola,,17-17,,
5:08.0,K. Lowry makes free throw 2 of 2,1,18-17,,
4:47.0,,,18-19,2,J. Okafor makes 2-pt shot from 7 ft
4:35.0,D. DeRozan makes 2-pt shot from 6 ft (assist by K. Lowry),2,20-19,,
4:17.0,,,20-19,,H. Thompson misses 2-pt shot from 13 ft
4:15.0,Defensive rebound by P. Patterson,,20-19,,
4:01.0,P. Patterson misses 3-pt shot from 25 ft,,20-19,,
3:59.0,,,20-19,,Defensive rebound by T. McConnell
3:48.0,,,20-19,,I. Canaan misses 3-pt shot from 25 ft
3:46.0,Defensive rebound by K. Lowry,,20-19,,
3:41.0,K. Lowry misses 3-pt shot from 26 ft,,20-19,,
3:39.0,,,20-19,,Defensive rebound by J. Okafor
3:28.0,,,20-21,2,J. Okafor makes 2-pt shot from 3 ft
3:28.0,,,20-21,,Shooting foul by B. Biyombo (drawn by J. Okafor)
3:28.0,C. Joseph enters the game for J. Johnson,,20-21,,
3:28.0,,,20-21,,J. Okafor misses free throw 1 of 1
3:26.0,,,20-21,,Offensive rebound by H. Thompson
3:17.0,Violation by C. Joseph (kicked ball),,20-21,,
3:17.0,,,20-21,,J. Grant enters the game for J. Okafor
3:05.0,,,20-21,,C. Wood misses 2-pt shot from 17 ft
3:04.0,Defensive rebound by P. Patterson,,20-21,,
2:57.0,Shooting foul by C. Wood (drawn by D. DeRozan),,20-21,,
2:57.0,Toronto full timeout,,20-21,,
2:57.0,,,20-21,,P. Pressey enters the game for T. McConnell
2:57.0,D. DeRozan makes free throw 1 of 2,1,21-21,,
2:57.0,D. DeRozan makes free throw 2 of 2,1,22-21,,
2:49.0,,,22-23,2,C. Wood makes 2-pt shot at rim (assist by P. Pressey)
2:36.0,D. DeRozan misses 2-pt shot at rim,,22-23,,
2:34.0,,,22-23,,Defensive rebound by P. Pressey
2:29.0,,,22-26,3,I. Canaan makes 3-pt shot from 25 ft (assist by P. Pressey)
2:10.0,D. DeRozan makes 2-pt shot from 14 ft,2,24-26,,
1:56.0,,,24-29,3,H. Thompson makes 3-pt shot from 25 ft (assist by P. Pressey)
1:41.0,,,24-29,,Personal foul by H. Thompson (drawn by D. DeRozan)
1:41.0,D. DeRozan makes free throw 1 of 2,1,25-29,,
1:41.0,N. Powell enters the game for K. Lowry,,25-29,,
1:41.0,D. DeRozan misses free throw 2 of 2,,25-29,,
1:41.0,,,25-29,,Defensive rebound by Team
1:41.0,Loose ball foul by B. Biyombo (drawn by C. Wood),,25-29,,
1:27.0,,,25-32,3,I. Canaan makes 3-pt shot from 25 ft (assist by H. Thompson)
1:09.0,P. Patterson misses 3-pt shot from 26 ft,,25-32,,
1:08.0,Offensive rebound by B. Biyombo,,25-32,,
1:07.0,B. Biyombo misses 2-pt shot from 2 ft,,25-32,,
1:03.0,Offensive rebound by B. Biyombo,,25-32,,
0:59.0,N. Powell makes 2-pt shot from 1 ft,2,27-32,,
0:47.0,,,27-32,,Shooting foul by D. DeRozan (drawn by H. Thompson)
0:47.0,,,27-33,1,H. Thompson makes free throw 1 of 2
0:47.0,L. Scola enters the game for B. Biyombo,,27-33,,
0:47.0,,,27-34,1,H. Thompson makes free throw 2 of 2
0:27.0,L. Scola misses 2-pt shot from 4 ft,,27-34,,
0:26.0,,,27-34,,Defensive rebound by C. Wood
0:05.0,,,27-34,,Turnover by P. Pressey (bad pass; steal by P. Patterson)
0:02.0,P. Patterson misses 2-pt shot at rim,,27-34,,
0:01.0,Offensive rebound by P. Patterson,,27-34,,
0:01.0,P. Patterson makes 2-pt shot from 14 ft,2,29-34,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,29-34,,Personal foul by P. Pressey (drawn by C. Joseph)
11:43.0,C. Joseph makes 2-pt shot from 1 ft,2,31-34,,
11:20.0,,,31-37,3,I. Canaan makes 3-pt shot from 26 ft (assist by N. Stauskas)
11:05.0,,,31-37,,Personal foul by I. Canaan (drawn by C. Joseph)
10:53.0,P. Patterson makes 2-pt shot from 5 ft (assist by C. Joseph),2,33-37,,
10:41.0,,,33-39,2,J. Grant makes 2-pt shot from 1 ft
10:33.0,Turnover by P. Patterson (traveling),,33-39,,
10:33.0,,,33-39,,J. Sampson enters the game for P. Pressey
10:20.0,,,33-39,,Turnover by I. Canaan (bad pass; steal by J. Johnson)
10:15.0,,,33-39,,Violation by J. Sampson (def goaltending)
10:15.0,N. Powell makes 2-pt shot from 1 ft (assist by J. Johnson),2,35-39,,
10:03.0,,,35-39,,N. Stauskas misses 2-pt shot at rim
10:00.0,Defensive rebound by L. Scola,,35-39,,
9:58.0,,,35-39,,Personal foul by I. Canaan (drawn by N. Powell)
9:48.0,J. Johnson makes 2-pt shot from 3 ft (assist by C. Joseph),2,37-39,,
9:42.0,Personal foul by L. Scola (drawn by J. Okafor),,37-39,,
9:42.0,,,37-39,,T. McConnell enters the game for I. Canaan
9:42.0,J. Valanciunas enters the game for L. Scola,,37-39,,
9:24.0,,,37-39,,N. Stauskas misses 3-pt shot from 26 ft
9:24.0,,,37-39,,Offensive rebound by Team
9:24.0,,,37-39,,Turnover by Team (shot clock)
9:09.0,C. Joseph makes 2-pt shot from 8 ft (assist by J. Valanciunas),2,39-39,,
9:09.0,Shooting foul by J. Okafor (drawn by C. Joseph),,39-39,,
9:09.0,C. Joseph makes free throw 1 of 1,1,40-39,,
8:56.0,,,40-39,,J. Sampson misses 2-pt shot from 2 ft
8:54.0,Defensive rebound by J. Valanciunas,,40-39,,
8:45.0,N. Powell misses 2-pt shot from 2 ft,,40-39,,
8:41.0,Offensive rebound by N. Powell,,40-39,,
8:39.0,N. Powell misses 2-pt shot from 2 ft (block by J. Okafor),,40-39,,
8:37.0,,,40-39,,Defensive rebound by J. Okafor
8:35.0,,,40-41,2,J. Sampson makes 2-pt shot at rim (assist by T. McConnell)
8:20.0,C. Joseph makes 2-pt shot at rim,2,42-41,,
8:20.0,,,42-41,,Philadelphia full timeout
7:59.0,,,42-41,,J. Okafor misses 2-pt shot from 7 ft
7:57.0,Defensive rebound by C. Joseph,,42-41,,
7:37.0,J. Valanciunas makes 2-pt shot from 16 ft (assist by P. Patterson),2,44-41,,
7:15.0,,,44-41,,T. McConnell misses 3-pt shot from 27 ft
7:13.0,Defensive rebound by J. Valanciunas,,44-41,,
6:53.0,Turnover by N. Powell (step out of bounds),,44-41,,
6:38.0,,,44-43,2,J. Okafor makes 2-pt shot from 3 ft
6:38.0,,,44-43,,Shooting foul by J. Valanciunas (drawn by J. Okafor)
6:38.0,K. Lowry enters the game for P. Patterson,,44-43,,
6:38.0,,,44-43,,J. Okafor misses free throw 1 of 1
6:36.0,,,44-43,,Offensive rebound by J. Grant
6:34.0,,,44-43,,J. Grant misses 2-pt shot from 5 ft
6:32.0,,,44-43,,Offensive rebound by J. Okafor
6:32.0,,,44-43,,J. Okafor misses 2-pt shot at rim
6:30.0,,,44-43,,Offensive rebound by J. Grant
6:28.0,,,44-43,,N. Stauskas misses 3-pt shot from 25 ft
6:27.0,Defensive rebound by N. Powell,,44-43,,
6:11.0,J. Johnson makes 2-pt shot from 2 ft (assist by K. Lowry),2,46-43,,
5:51.0,Official timeout,,46-43,,
5:51.0,Personal foul by N. Powell (drawn by J. Grant),,46-43,,
5:45.0,,,46-43,,Turnover by J. Okafor (bad pass; steal by N. Powell)
5:40.0,N. Powell makes 2-pt shot at rim,2,48-43,,
5:18.0,,,48-46,3,N. Stauskas makes 3-pt shot from 26 ft (assist by J. Grant)
4:54.0,C. Joseph misses 2-pt shot from 7 ft,,48-46,,
4:52.0,Offensive rebound by J. Johnson,,48-46,,
4:44.0,J. Valanciunas makes 2-pt shot from 4 ft (assist by N. Powell),2,50-46,,
4:30.0,Personal foul by K. Lowry (drawn by J. Grant),,50-46,,
4:30.0,D. DeRozan enters the game for C. Joseph,,50-46,,
4:30.0,,,50-46,,I. Canaan enters the game for J. Sampson
4:18.0,,,50-48,2,J. Okafor makes 2-pt shot from 7 ft
3:59.0,Shooting foul by J. Okafor (drawn by D. DeRozan),,50-48,,
3:59.0,D. DeRozan makes free throw 1 of 2,1,51-48,,
3:59.0,D. DeRozan makes free throw 2 of 2,1,52-48,,
3:45.0,,,52-48,,Turnover by I. Canaan (lost ball)
3:28.0,J. Valanciunas misses 2-pt shot from 2 ft (block by J. Okafor),,52-48,,
3:25.0,,,52-48,,Defensive rebound by J. Okafor
3:17.0,,,52-48,,N. Stauskas misses 2-pt shot from 1 ft
3:14.0,Defensive rebound by D. DeRozan,,52-48,,
3:10.0,N. Powell makes 2-pt shot at rim (assist by K. Lowry),2,54-48,,
3:03.0,,,54-48,,J. Okafor misses 2-pt shot from 2 ft (block by J. Valanciunas)
3:01.0,Defensive rebound by J. Valanciunas,,54-48,,
2:57.0,Turnover by J. Johnson (step out of bounds),,54-48,,
2:57.0,Toronto full timeout,,54-48,,
2:57.0,,,54-48,,H. Thompson enters the game for N. Stauskas
2:41.0,,,54-50,2,J. Okafor makes 2-pt shot from 1 ft (assist by T. McConnell)
2:23.0,D. DeRozan misses 2-pt shot from 14 ft,,54-50,,
2:22.0,Offensive rebound by J. Valanciunas,,54-50,,
2:22.0,J. Valanciunas makes 2-pt shot from 1 ft,2,56-50,,
2:10.0,Personal foul by N. Powell (drawn by I. Canaan),,56-50,,
2:10.0,,,56-51,1,I. Canaan makes free throw 1 of 3
2:10.0,,,56-52,1,I. Canaan makes free throw 2 of 3
2:10.0,,,56-52,,P. Pressey enters the game for T. McConnell
2:10.0,,,56-52,,C. Wood enters the game for J. Okafor
2:10.0,B. Biyombo enters the game for N. Powell,,56-52,,
2:10.0,C. Joseph enters the game for J. Valanciunas,,56-52,,
2:10.0,,,56-53,1,I. Canaan makes free throw 3 of 3
1:58.0,K. Lowry misses 3-pt shot from 26 ft,,56-53,,
1:56.0,,,56-53,,Defensive rebound by C. Wood
1:51.0,,,56-53,,I. Canaan misses 3-pt shot from 25 ft
1:50.0,Defensive rebound by J. Johnson,,56-53,,
1:45.0,K. Lowry makes 2-pt shot at rim (assist by J. Johnson),2,58-53,,
1:28.0,,,58-53,,Offensive charge foul by H. Thompson
1:28.0,,,58-53,,Turnover by H. Thompson (offensive foul)
1:17.0,Turnover by J. Johnson (lost ball; steal by J. Grant),,58-53,,
1:13.0,,,58-55,2,J. Grant makes 2-pt shot at rim (assist by P. Pressey)
0:54.0,B. Biyombo misses 2-pt shot from 6 ft,,58-55,,
0:52.0,,,58-55,,Defensive rebound by J. Grant
0:47.0,,,58-55,,Philadelphia full timeout
0:47.0,P. Patterson enters the game for J. Johnson,,58-55,,
0:36.0,,,58-55,,C. Wood misses 2-pt shot from 20 ft
0:35.0,Defensive rebound by K. Lowry,,58-55,,
0:29.0,K. Lowry makes 2-pt shot from 2 ft,2,60-55,,
0:08.0,,,60-57,2,J. Grant makes 2-pt shot from 1 ft
0:01.0,Toronto full timeout,,60-57,,
0:01.0,,,60-57,,N. Stauskas enters the game for I. Canaan
0:01.0,,,60-57,,J. Sampson enters the game for P. Pressey
0:00.0,K. Lowry makes 3-pt shot from 27 ft (assist by C. Joseph),3,63-57,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,K. Lowry misses 2-pt shot from 2 ft,,63-57,,
11:44.0,,,63-57,,Defensive rebound by T. McConnell
11:36.0,,,63-57,,T. McConnell misses 3-pt shot from 26 ft
11:34.0,Defensive rebound by J. Valanciunas,,63-57,,
11:15.0,L. Scola makes 2-pt shot from 19 ft (assist by K. Lowry),2,65-57,,
11:01.0,,,65-57,,Turnover by N. Stauskas (bad pass; steal by L. Scola)
10:55.0,L. Scola makes 2-pt shot from 1 ft,2,67-57,,
10:55.0,,,67-57,,Philadelphia full timeout
10:48.0,,,67-57,,Turnover by T. McConnell (bad pass; steal by K. Lowry)
10:48.0,,,67-57,,Personal foul by T. McConnell (drawn by K. Lowry)
10:37.0,J. Valanciunas misses 2-pt shot from 7 ft,,67-57,,
10:35.0,Offensive rebound by D. DeRozan,,67-57,,
10:21.0,L. Scola misses 2-pt shot from 6 ft,,67-57,,
10:19.0,Offensive rebound by L. Scola,,67-57,,
10:18.0,L. Scola makes 2-pt shot from 1 ft,2,69-57,,
9:58.0,,,69-57,,Turnover by J. Okafor (step out of bounds)
9:47.0,J. Johnson misses 3-pt shot from 23 ft,,69-57,,
9:46.0,,,69-57,,Defensive rebound by J. Grant
9:35.0,Personal foul by J. Johnson (drawn by N. Stauskas),,69-57,,
9:23.0,,,69-57,,J. Sampson misses 2-pt shot from 18 ft
9:21.0,Defensive rebound by L. Scola,,69-57,,
9:05.0,J. Valanciunas makes 2-pt shot from 2 ft,2,71-57,,
8:46.0,,,71-57,,N. Stauskas misses 3-pt shot from 25 ft
8:45.0,Defensive rebound by J. Valanciunas,,71-57,,
8:35.0,Shooting foul by J. Okafor (drawn by J. Valanciunas),,71-57,,
8:35.0,J. Valanciunas misses free throw 1 of 2,,71-57,,
8:35.0,Offensive rebound by Team,,71-57,,
8:35.0,,,71-57,,I. Canaan enters the game for N. Stauskas
8:35.0,J. Valanciunas makes free throw 2 of 2,1,72-57,,
8:24.0,,,72-57,,J. Okafor misses 2-pt shot at rim
8:22.0,Defensive rebound by K. Lowry,,72-57,,
8:19.0,Offensive charge foul by K. Lowry,,72-57,,
8:19.0,Turnover by K. Lowry (offensive foul),,72-57,,
8:19.0,C. Joseph enters the game for J. Johnson,,72-57,,
7:57.0,,,72-57,,J. Grant misses 2-pt shot from 6 ft (block by L. Scola)
7:55.0,,,72-57,,Offensive rebound by J. Grant
7:54.0,,,72-57,,I. Canaan misses 3-pt shot from 26 ft
7:52.0,Defensive rebound by J. Valanciunas,,72-57,,
7:43.0,K. Lowry makes 2-pt shot from 18 ft,2,74-57,,
7:31.0,,,74-59,2,J. Grant makes 2-pt shot at rim (assist by T. McConnell)
7:17.0,L. Scola makes 3-pt shot from 25 ft (assist by K. Lowry),3,77-59,,
7:04.0,,,77-61,2,J. Grant makes 2-pt shot at rim (assist by T. McConnell)
6:46.0,D. DeRozan misses 2-pt shot from 8 ft,,77-61,,
6:44.0,Offensive rebound by D. DeRozan,,77-61,,
6:34.0,Shooting foul by T. McConnell (drawn by K. Lowry),,77-61,,
6:34.0,K. Lowry makes free throw 1 of 2,1,78-61,,
6:34.0,,,78-61,,H. Thompson enters the game for J. Sampson
6:34.0,K. Lowry makes free throw 2 of 2,1,79-61,,
6:23.0,,,79-63,2,J. Okafor makes 2-pt shot at rim (assist by T. McConnell)
6:06.0,,,79-63,,Personal foul by H. Thompson (drawn by D. DeRozan)
5:54.0,L. Scola makes 2-pt shot from 12 ft,2,81-63,,
5:40.0,,,81-63,,J. Okafor misses 2-pt shot from 11 ft
5:39.0,Defensive rebound by J. Valanciunas,,81-63,,
5:30.0,,,81-63,,C. Wood enters the game for J. Grant
5:17.0,L. Scola makes 2-pt shot from 8 ft,2,83-63,,
5:00.0,,,83-66,3,H. Thompson makes 3-pt shot from 23 ft (assist by T. McConnell)
4:54.0,Offensive foul by L. Scola,,83-66,,
4:54.0,Turnover by L. Scola (offensive foul),,83-66,,
4:54.0,,,83-66,,P. Pressey enters the game for T. McConnell
4:43.0,,,83-66,,C. Wood misses 3-pt shot from 26 ft
4:41.0,Defensive rebound by J. Valanciunas,,83-66,,
4:31.0,L. Scola makes 2-pt shot from 19 ft (assist by K. Lowry),2,85-66,,
4:17.0,,,85-68,2,J. Okafor makes 2-pt shot from 13 ft (assist by I. Canaan)
4:00.0,L. Scola misses 3-pt shot from 23 ft,,85-68,,
3:59.0,,,85-68,,Defensive rebound by H. Thompson
3:52.0,,,85-68,,I. Canaan misses 2-pt shot from 7 ft
3:49.0,Defensive rebound by D. DeRozan,,85-68,,
3:44.0,L. Scola makes 2-pt shot from 1 ft (assist by D. DeRozan),2,87-68,,
3:44.0,,,87-68,,Philadelphia full timeout
3:44.0,B. Biyombo enters the game for J. Valanciunas,,87-68,,
3:38.0,Personal foul by L. Scola (drawn by C. Wood),,87-68,,
3:26.0,,,87-68,,Turnover by J. Okafor (lost ball; steal by K. Lowry)
3:24.0,Shooting foul by J. Okafor (drawn by K. Lowry),,87-68,,
3:24.0,K. Lowry misses free throw 1 of 2,,87-68,,
3:24.0,Offensive rebound by Team,,87-68,,
3:24.0,,,87-68,,N. Stauskas enters the game for J. Okafor
3:24.0,P. Patterson enters the game for L. Scola,,87-68,,
3:24.0,K. Lowry makes free throw 2 of 2,1,88-68,,
3:07.0,,,88-71,3,H. Thompson makes 3-pt shot from 25 ft (assist by C. Wood)
2:48.0,Turnover by P. Patterson (traveling),,88-71,,
2:48.0,Toronto full timeout,,88-71,,
2:35.0,,,88-73,2,N. Stauskas makes 2-pt shot from 1 ft
2:06.0,K. Lowry makes 2-pt shot from 3 ft,2,90-73,,
1:51.0,,,90-73,,Shooting foul by B. Biyombo (drawn by P. Pressey)
1:51.0,,,90-74,1,P. Pressey makes free throw 1 of 2
1:51.0,,,90-75,1,P. Pressey makes free throw 2 of 2
1:33.0,,,90-75,,Personal block foul by P. Pressey (drawn by K. Lowry)
1:33.0,K. Lowry makes free throw 1 of 2,1,91-75,,
1:33.0,K. Lowry makes free throw 2 of 2,1,92-75,,
1:26.0,,,92-75,,C. Wood misses 2-pt shot at rim (block by B. Biyombo)
1:23.0,Defensive rebound by P. Patterson,,92-75,,
1:19.0,K. Lowry misses 3-pt shot from 25 ft,,92-75,,
1:15.0,Offensive rebound by P. Patterson,,92-75,,
1:06.0,N. Powell enters the game for D. DeRozan,,92-75,,
1:02.0,B. Biyombo makes 2-pt shot from 1 ft (assist by C. Joseph),2,94-75,,
0:51.0,,,94-75,,N. Stauskas misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by B. Biyombo,,94-75,,
0:38.0,Turnover by K. Lowry (bad pass; steal by P. Pressey),,94-75,,
0:34.0,,,94-77,2,C. Wood makes 2-pt shot at rim (assist by P. Pressey)
0:19.0,C. Joseph makes 2-pt shot at rim (assist by K. Lowry),2,96-77,,
0:04.0,,,96-77,,I. Canaan misses 3-pt shot from 25 ft
0:03.0,Defensive rebound by P. Patterson,,96-77,,
0:01.0,C. Joseph misses 3-pt shot from 34 ft,,96-77,,
0:00.0,Offensive rebound by Team,,96-77,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,96-77,,Shooting foul by C. Joseph (drawn by P. Pressey)
11:51.0,,,96-78,1,P. Pressey makes free throw 1 of 2
11:51.0,,,96-78,,P. Pressey misses free throw 2 of 2
11:49.0,Defensive rebound by J. Johnson,,96-78,,
11:27.0,C. Joseph makes 2-pt shot from 1 ft,2,98-78,,
11:07.0,,,98-78,,J. Grant misses 2-pt shot from 3 ft
11:05.0,Defensive rebound by B. Biyombo,,98-78,,
10:43.0,B. Biyombo misses 2-pt shot from 4 ft,,98-78,,
10:41.0,Offensive rebound by B. Biyombo,,98-78,,
10:41.0,B. Biyombo misses 2-pt shot from 1 ft,,98-78,,
10:39.0,Offensive rebound by B. Biyombo,,98-78,,
10:39.0,B. Biyombo misses 2-pt shot from 2 ft (block by J. Grant),,98-78,,
10:36.0,,,98-78,,Defensive rebound by J. Grant
10:33.0,Violation by P. Patterson (kicked ball),,98-78,,
10:21.0,,,98-81,3,H. Thompson makes 3-pt shot from 25 ft (assist by P. Pressey)
10:01.0,J. Johnson makes 2-pt shot from 2 ft,2,100-81,,
10:01.0,,,100-81,,Philadelphia full timeout
9:49.0,,,100-81,,H. Thompson misses 3-pt shot from 29 ft
9:47.0,Defensive rebound by N. Powell,,100-81,,
9:25.0,Shooting foul by J. Grant (drawn by C. Joseph),,100-81,,
9:25.0,C. Joseph makes free throw 1 of 2,1,101-81,,
9:25.0,C. Joseph makes free throw 2 of 2,1,102-81,,
9:15.0,,,102-81,,P. Pressey misses 3-pt shot from 26 ft
9:14.0,Defensive rebound by B. Biyombo,,102-81,,
9:00.0,N. Powell misses 3-pt shot from 25 ft,,102-81,,
8:59.0,,,102-81,,Defensive rebound by P. Pressey
8:53.0,,,102-84,3,I. Canaan makes 3-pt shot from 25 ft (assist by P. Pressey)
8:34.0,Shooting foul by J. Grant (drawn by J. Johnson),,102-84,,
8:34.0,J. Johnson makes free throw 1 of 2,1,103-84,,
8:34.0,,,103-84,,T. McConnell enters the game for P. Pressey
8:34.0,,,103-84,,J. Sampson enters the game for N. Stauskas
8:34.0,J. Johnson makes free throw 2 of 2,1,104-84,,
8:20.0,,,104-87,3,I. Canaan makes 3-pt shot from 25 ft (assist by T. McConnell)
7:56.0,J. Johnson misses 2-pt shot from 9 ft,,104-87,,
7:55.0,,,104-87,,Defensive rebound by H. Thompson
7:46.0,,,104-87,,I. Canaan misses 3-pt shot from 26 ft
7:44.0,Defensive rebound by P. Patterson,,104-87,,
7:33.0,P. Patterson misses 3-pt shot from 25 ft,,104-87,,
7:31.0,,,104-87,,Defensive rebound by J. Grant
7:20.0,,,104-87,,J. Grant misses 3-pt shot from 23 ft
7:19.0,Defensive rebound by J. Johnson,,104-87,,
7:13.0,N. Powell misses 2-pt shot from 3 ft (block by J. Grant),,104-87,,
7:11.0,Offensive rebound by N. Powell,,104-87,,
7:11.0,N. Powell misses 2-pt shot from 3 ft,,104-87,,
7:11.0,Offensive rebound by B. Biyombo,,104-87,,
7:11.0,,,104-87,,Loose ball foul by J. Sampson (drawn by B. Biyombo)
7:11.0,,,104-87,,J. Okafor enters the game for J. Grant
7:03.0,Shooting foul by H. Thompson (drawn by B. Biyombo),,104-87,,
7:03.0,B. Biyombo makes free throw 1 of 2,1,105-87,,
7:03.0,B. Biyombo makes free throw 2 of 2,1,106-87,,
6:56.0,Personal foul by B. Biyombo (drawn by J. Okafor),,106-87,,
6:41.0,,,106-89,2,H. Thompson makes 2-pt shot from 7 ft (assist by T. McConnell)
6:25.0,P. Patterson misses 3-pt shot from 27 ft,,106-89,,
6:23.0,,,106-89,,Defensive rebound by J. Okafor
6:09.0,,,106-89,,T. McConnell misses 2-pt shot from 20 ft
6:07.0,Defensive rebound by B. Biyombo,,106-89,,
5:55.0,J. Johnson misses 2-pt shot from 4 ft,,106-89,,
5:53.0,,,106-89,,Defensive rebound by J. Okafor
5:36.0,,,106-89,,J. Okafor misses 2-pt shot from 3 ft (block by B. Biyombo)
5:34.0,Defensive rebound by C. Joseph,,106-89,,
5:29.0,P. Patterson makes 3-pt shot from 23 ft (assist by J. Johnson),3,109-89,,
5:28.0,,,109-89,,Philadelphia full timeout
5:28.0,,,109-89,,N. Stauskas enters the game for I. Canaan
5:28.0,A. Bennett enters the game for J. Johnson,,109-89,,
5:07.0,,,109-89,,N. Stauskas misses 2-pt shot from 2 ft (block by B. Biyombo)
5:03.0,,,109-89,,Offensive rebound by J. Okafor
