time,Oklahoma City,pts.away,score,pts.home,Dallas
5:43.0,K. Durant misses 3-pt shot from 24 ft,,14-12,,
5:42.0,,,14-12,,Defensive rebound by Team
5:40.0,,,14-12,,D. Lee enters the game for D. Nowitzki
5:40.0,,,14-12,,D. Harris enters the game for J. Barea
5:28.0,,,14-12,,D. Harris misses 3-pt shot from 23 ft
5:26.0,Defensive rebound by K. Durant,,14-12,,
5:19.0,S. Adams misses 2-pt shot from 6 ft,,14-12,,
5:18.0,,,14-12,,Defensive rebound by Z. Pachulia
4:57.0,,,14-12,,W. Matthews misses 3-pt shot from 24 ft
4:55.0,Defensive rebound by A. Roberson,,14-12,,
4:43.0,S. Ibaka misses 2-pt shot from 10 ft,,14-12,,
4:41.0,Offensive rebound by Team,,14-12,,
4:41.0,D. Waiters enters the game for K. Durant,,14-12,,
4:38.0,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook),3,17-12,,
4:12.0,,,17-14,2,D. Lee makes 2-pt shot from 7 ft
3:49.0,D. Waiters makes 2-pt shot from 1 ft (assist by R. Westbrook),2,19-14,,
3:49.0,Shooting foul by Z. Pachulia (drawn by D. Waiters),,19-14,,
3:49.0,,,19-14,,Dallas full timeout
3:49.0,,,19-14,,S. Mejri enters the game for Z. Pachulia
3:49.0,D. Waiters makes free throw 1 of 1,1,20-14,,
3:30.0,,,20-14,,S. Mejri misses 2-pt shot from 20 ft
3:29.0,Defensive rebound by S. Adams,,20-14,,
3:18.0,D. Waiters makes 3-pt shot from 23 ft (assist by R. Westbrook),3,23-14,,
2:52.0,,,23-14,,Turnover by R. Felton (lost ball; steal by A. Roberson)
2:46.0,Turnover by R. Westbrook (bad pass),,23-14,,
2:46.0,N. Collison enters the game for S. Ibaka,,23-14,,
2:46.0,E. Kanter enters the game for S. Adams,,23-14,,
2:46.0,R. Foye enters the game for A. Roberson,,23-14,,
2:46.0,K. Durant enters the game for R. Westbrook,,23-14,,
2:27.0,,,23-14,,W. Matthews misses 2-pt shot from 3 ft
2:26.0,,,23-14,,Offensive rebound by W. Matthews
2:26.0,,,23-14,,W. Matthews misses 2-pt shot from 3 ft
2:25.0,Defensive rebound by R. Foye,,23-14,,
2:12.0,K. Durant makes 2-pt shot from 14 ft (assist by R. Foye),2,25-14,,
2:11.0,,,25-14,,Dallas full timeout
2:11.0,,,25-14,,J. Anderson enters the game for W. Matthews
2:11.0,,,25-14,,D. Nowitzki enters the game for R. Felton
2:11.0,,,25-14,,J. Barea enters the game for S. Mejri
1:51.0,,,25-16,2,D. Lee makes 2-pt shot at rim (assist by J. Barea)
1:34.0,R. Foye misses 3-pt shot from 25 ft,,25-16,,
1:33.0,,,25-16,,Defensive rebound by D. Lee
1:22.0,,,25-18,2,J. Barea makes 2-pt shot at rim
1:05.0,K. Durant makes 2-pt shot at rim,2,27-18,,
0:49.0,,,27-20,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by J. Anderson)
0:49.0,,,27-20,,Shooting foul by N. Collison (drawn by D. Nowitzki)
0:49.0,,,27-21,1,D. Nowitzki makes free throw 1 of 1
0:34.0,D. Waiters misses 3-pt shot from 23 ft,,27-21,,
0:33.0,,,27-21,,Defensive rebound by D. Nowitzki
0:17.0,,,27-21,,J. Barea misses 2-pt shot from 3 ft
0:16.0,Defensive rebound by R. Foye,,27-21,,
0:06.0,,,27-21,,Personal take foul by D. Harris
0:06.0,Oklahoma City full timeout,,27-21,,
0:06.0,,,27-21,,S. Mejri enters the game for D. Nowitzki
0:06.0,,,27-21,,W. Matthews enters the game for J. Anderson
0:01.0,R. Foye misses 2-pt shot from 17 ft,,27-21,,
0:00.0,Offensive rebound by Team,,27-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,,,27-23,2,D. Harris makes 2-pt shot from 2 ft (assist by J. Barea)
11:21.0,E. Kanter makes 2-pt shot from 6 ft,2,29-23,,
11:02.0,,,29-23,,J. Anderson misses 3-pt shot from 23 ft
11:01.0,Defensive rebound by E. Kanter,,29-23,,
10:52.0,D. Waiters makes 3-pt shot from 24 ft (assist by K. Durant),3,32-23,,
10:30.0,,,32-23,,J. Anderson misses 2-pt shot from 2 ft
10:29.0,Defensive rebound by D. Waiters,,32-23,,
10:25.0,Turnover by D. Waiters (bad pass),,32-23,,
10:25.0,,,32-23,,S. Mejri enters the game for D. Lee
10:08.0,,,32-23,,J. Barea misses 3-pt shot from 25 ft
10:07.0,,,32-23,,Offensive rebound by Team
9:56.0,,,32-25,2,J. Barea makes 2-pt shot from 5 ft
9:39.0,,,32-25,,Shooting block foul by J. Anderson (drawn by K. Durant)
9:39.0,K. Durant makes free throw 1 of 2,1,33-25,,
9:39.0,K. Durant makes free throw 2 of 2,1,34-25,,
9:27.0,Personal block foul by D. Waiters,,34-25,,
9:27.0,R. Westbrook enters the game for R. Foye,,34-25,,
9:20.0,,,34-28,3,J. Barea makes 3-pt shot from 25 ft (assist by D. Harris)
9:06.0,K. Durant makes 3-pt shot from 26 ft,3,37-28,,
8:52.0,,,37-31,3,J. Anderson makes 3-pt shot from 25 ft (assist by J. Barea)
8:32.0,K. Durant makes 2-pt shot from 19 ft (assist by R. Westbrook),2,39-31,,
8:32.0,,,39-31,,Dallas full timeout
8:32.0,,,39-31,,W. Matthews enters the game for D. Harris
8:32.0,,,39-31,,R. Felton enters the game for J. Anderson
8:32.0,A. Morrow enters the game for K. Durant,,39-31,,
8:32.0,S. Ibaka enters the game for N. Collison,,39-31,,
8:18.0,,,39-31,,D. Nowitzki misses 3-pt shot from 25 ft
8:18.0,Defensive rebound by E. Kanter,,39-31,,
8:03.0,Shooting foul by S. Mejri (drawn by E. Kanter),,39-31,,
8:03.0,E. Kanter makes free throw 1 of 2,1,40-31,,
8:03.0,E. Kanter misses free throw 2 of 2,,40-31,,
8:02.0,,,40-31,,Defensive rebound by R. Felton
7:56.0,,,40-31,,D. Nowitzki misses 2-pt shot from 1 ft (block by R. Westbrook)
7:54.0,Defensive rebound by A. Morrow,,40-31,,
7:50.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,42-31,,
7:32.0,,,42-31,,D. Nowitzki misses 2-pt shot from 6 ft (block by S. Ibaka)
7:32.0,,,42-31,,Offensive rebound by Team
7:32.0,Inbound foul by A. Morrow,,42-31,,
7:32.0,,,42-31,,W. Matthews misses free throw 1 of 2
7:32.0,,,42-31,,Offensive rebound by Team
7:32.0,,,42-31,,D. Lee enters the game for D. Nowitzki
7:32.0,,,42-31,,Z. Pachulia enters the game for S. Mejri
7:32.0,,,42-31,,D. Harris enters the game for J. Barea
7:32.0,,,42-32,1,W. Matthews makes free throw 2 of 2
7:06.0,D. Waiters makes 2-pt shot from 9 ft,2,44-32,,
6:44.0,,,44-32,,D. Harris misses 3-pt shot from 25 ft
6:43.0,Defensive rebound by E. Kanter,,44-32,,
6:34.0,Shooting foul by D. Harris (drawn by R. Westbrook),,44-32,,
6:34.0,R. Westbrook makes free throw 1 of 2,1,45-32,,
6:34.0,R. Westbrook makes free throw 2 of 2,1,46-32,,
6:25.0,Personal foul by R. Westbrook,,46-32,,
6:25.0,K. Durant enters the game for D. Waiters,,46-32,,
6:16.0,,,46-32,,W. Matthews misses 3-pt shot from 23 ft
6:15.0,Defensive rebound by S. Ibaka,,46-32,,
5:59.0,R. Westbrook misses 2-pt shot from 3 ft,,46-32,,
5:58.0,Offensive rebound by E. Kanter,,46-32,,
5:57.0,Shooting foul by D. Lee (drawn by E. Kanter),,46-32,,
5:57.0,Official timeout,,46-32,,
5:57.0,E. Kanter makes free throw 1 of 2,1,47-32,,
5:57.0,E. Kanter makes free throw 2 of 2,1,48-32,,
5:37.0,,,48-32,,R. Felton misses 2-pt shot from 19 ft (block by E. Kanter)
5:36.0,Defensive rebound by K. Durant,,48-32,,
5:33.0,Turnover by R. Westbrook (bad pass),,48-32,,
5:22.0,,,48-34,2,D. Lee makes 2-pt shot from 6 ft (assist by D. Harris)
5:07.0,K. Durant makes 2-pt shot from 2 ft (assist by R. Westbrook),2,50-34,,
5:07.0,Shooting foul by W. Matthews (drawn by K. Durant),,50-34,,
5:07.0,,,50-34,,J. Barea enters the game for Z. Pachulia
5:07.0,,,50-34,,D. Nowitzki enters the game for D. Lee
5:07.0,,,50-34,,S. Mejri enters the game for D. Harris
5:07.0,A. Roberson enters the game for A. Morrow,,50-34,,
5:07.0,K. Durant makes free throw 1 of 1,1,51-34,,
4:47.0,,,51-34,,Shooting foul by K. Durant (drawn by W. Matthews)
4:47.0,,,51-35,1,W. Matthews makes free throw 1 of 3
4:47.0,,,51-36,1,W. Matthews makes free throw 2 of 3
4:47.0,,,51-36,,W. Matthews misses free throw 3 of 3
4:46.0,Defensive rebound by S. Ibaka,,51-36,,
4:37.0,R. Westbrook misses 2-pt shot from 6 ft,,51-36,,
4:37.0,,,51-36,,Defensive rebound by Team
4:37.0,Loose ball foul by E. Kanter,,51-36,,
4:37.0,,,51-36,,S. Mejri misses free throw 1 of 2
4:37.0,,,51-36,,Offensive rebound by Team
4:37.0,,,51-36,,S. Mejri misses free throw 2 of 2
4:36.0,Defensive rebound by E. Kanter,,51-36,,
4:26.0,E. Kanter misses 2-pt shot from 6 ft (block by D. Nowitzki),,51-36,,
4:24.0,,,51-36,,Defensive rebound by R. Felton
4:19.0,,,51-36,,W. Matthews misses 3-pt shot from 25 ft
4:19.0,Defensive rebound by Team,,51-36,,
4:19.0,,,51-36,,Loose ball foul by S. Mejri
4:19.0,E. Kanter makes free throw 1 of 2,1,52-36,,
4:19.0,E. Kanter makes free throw 2 of 2,1,53-36,,
3:58.0,,,53-36,,J. Barea misses 2-pt shot from 8 ft
3:57.0,Defensive rebound by A. Roberson,,53-36,,
3:57.0,,,53-36,,Loose ball foul by S. Mejri
3:57.0,A. Roberson makes free throw 1 of 2,1,54-36,,
3:57.0,S. Adams enters the game for E. Kanter,,54-36,,
3:57.0,,,54-36,,Z. Pachulia enters the game for S. Mejri
3:57.0,A. Roberson makes free throw 2 of 2,1,55-36,,
3:46.0,,,55-39,3,W. Matthews makes 3-pt shot from 25 ft (assist by Z. Pachulia)
3:27.0,K. Durant misses 2-pt shot from 12 ft,,55-39,,
3:26.0,,,55-39,,Defensive rebound by W. Matthews
3:07.0,,,55-39,,Turnover by J. Barea (lost ball; steal by S. Adams)
3:02.0,K. Durant misses 3-pt shot from 24 ft,,55-39,,
3:02.0,,,55-39,,Defensive rebound by D. Nowitzki
3:02.0,Loose ball foul by S. Ibaka,,55-39,,
3:02.0,Oklahoma City full timeout,,55-39,,
3:02.0,,,55-39,,D. Nowitzki misses free throw 1 of 2
3:02.0,,,55-39,,Offensive rebound by Team
3:02.0,,,55-40,1,D. Nowitzki makes free throw 2 of 2
2:51.0,K. Durant misses 2-pt shot from 12 ft,,55-40,,
2:50.0,,,55-40,,Defensive rebound by J. Barea
2:36.0,,,55-40,,R. Felton misses 2-pt shot from 6 ft
2:35.0,Defensive rebound by A. Roberson,,55-40,,
2:28.0,,,55-40,,Personal foul by W. Matthews
2:28.0,K. Durant makes free throw 1 of 2,1,56-40,,
2:28.0,K. Durant misses free throw 2 of 2,,56-40,,
2:27.0,,,56-40,,Defensive rebound by Z. Pachulia
2:27.0,Loose ball foul by S. Adams,,56-40,,
2:27.0,,,56-41,1,Z. Pachulia makes free throw 1 of 2
2:27.0,,,56-42,1,Z. Pachulia makes free throw 2 of 2
2:06.0,S. Ibaka misses 2-pt shot from 17 ft,,56-42,,
2:05.0,Offensive rebound by S. Adams,,56-42,,
1:57.0,K. Durant misses 3-pt shot from 25 ft,,56-42,,
1:56.0,,,56-42,,Defensive rebound by W. Matthews
1:40.0,,,56-42,,Turnover by J. Barea (lost ball; steal by K. Durant)
1:23.0,K. Durant misses 2-pt shot from 13 ft,,56-42,,
1:22.0,,,56-42,,Defensive rebound by D. Nowitzki
1:04.0,,,56-45,3,W. Matthews makes 3-pt shot from 23 ft (assist by J. Barea)
0:49.0,R. Westbrook misses 3-pt shot from 24 ft,,56-45,,
0:48.0,,,56-45,,Defensive rebound by D. Nowitzki
0:38.0,Personal foul by S. Ibaka,,56-45,,
0:38.0,,,56-46,1,Z. Pachulia makes free throw 1 of 2
0:38.0,E. Kanter enters the game for S. Ibaka,,56-46,,
0:38.0,N. Collison enters the game for S. Adams,,56-46,,
0:38.0,,,56-47,1,Z. Pachulia makes free throw 2 of 2
0:30.0,R. Westbrook makes 2-pt shot from 15 ft,2,58-47,,
0:07.0,,,58-47,,J. Barea misses 3-pt shot from 25 ft
0:06.0,,,58-47,,Offensive rebound by Z. Pachulia
0:05.0,Personal foul by K. Durant,,58-47,,
0:05.0,,,58-47,,Z. Pachulia misses free throw 1 of 2
0:05.0,,,58-47,,Offensive rebound by Team
0:05.0,,,58-47,,J. Anderson enters the game for D. Nowitzki
0:05.0,A. Morrow enters the game for A. Roberson,,58-47,,
0:05.0,,,58-48,1,Z. Pachulia makes free throw 2 of 2
0:01.0,Turnover by K. Durant (lost ball; steal by W. Matthews),,58-48,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:38.0,,,58-48,,R. Felton misses 2-pt shot from 2 ft
11:37.0,,,58-48,,Offensive rebound by D. Nowitzki
11:32.0,,,58-50,2,J. Barea makes 2-pt shot from 5 ft (assist by Z. Pachulia)
11:14.0,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook),3,61-50,,
10:56.0,,,61-50,,W. Matthews misses 2-pt shot from 19 ft
10:55.0,Defensive rebound by S. Ibaka,,61-50,,
10:45.0,K. Durant makes 2-pt shot from 16 ft (assist by R. Westbrook),2,63-50,,
10:34.0,,,63-50,,J. Barea misses 2-pt shot from 18 ft
10:33.0,Defensive rebound by K. Durant,,63-50,,
10:26.0,,,63-50,,Personal foul by R. Felton
10:19.0,R. Westbrook makes 2-pt shot from 4 ft,2,65-50,,
10:12.0,,,65-50,,Dallas full timeout
9:56.0,,,65-50,,R. Felton misses 2-pt shot from 1 ft
9:54.0,,,65-50,,Offensive rebound by Z. Pachulia
9:54.0,,,65-50,,Z. Pachulia misses 2-pt shot from 1 ft
9:53.0,Defensive rebound by S. Adams,,65-50,,
9:48.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,67-50,,
9:34.0,Personal foul by S. Ibaka,,67-50,,
9:27.0,,,67-50,,Offensive foul by R. Felton
9:27.0,,,67-50,,Turnover by R. Felton (offensive foul)
9:16.0,K. Durant makes 2-pt shot from 20 ft,2,69-50,,
9:16.0,Shooting foul by J. Barea (drawn by K. Durant),,69-50,,
9:16.0,K. Durant misses free throw 1 of 1,,69-50,,
9:15.0,,,69-50,,Defensive rebound by Z. Pachulia
9:03.0,,,69-52,2,W. Matthews makes 2-pt shot from 16 ft (assist by J. Barea)
8:46.0,K. Durant misses 2-pt shot from 5 ft,,69-52,,
8:45.0,Offensive rebound by S. Adams,,69-52,,
8:45.0,S. Adams makes 2-pt shot at rim,2,71-52,,
8:33.0,,,71-55,3,W. Matthews makes 3-pt shot from 23 ft (assist by D. Nowitzki)
8:05.0,K. Durant misses 3-pt shot from 25 ft,,71-55,,
8:04.0,,,71-55,,Defensive rebound by Team
7:51.0,,,71-55,,Turnover by R. Felton (lost ball; steal by R. Westbrook)
7:49.0,,,71-55,,Personal foul by J. Barea
7:41.0,Shooting foul by D. Nowitzki (drawn by R. Westbrook),,71-55,,
7:41.0,R. Westbrook makes free throw 1 of 2,1,72-55,,
7:41.0,,,72-55,,S. Mejri enters the game for Z. Pachulia
7:41.0,R. Westbrook misses free throw 2 of 2,,72-55,,
7:40.0,,,72-55,,Defensive rebound by S. Mejri
7:29.0,Shooting block foul by A. Roberson (drawn by J. Barea),,72-55,,
7:29.0,,,72-56,1,J. Barea makes free throw 1 of 2
7:29.0,,,72-57,1,J. Barea makes free throw 2 of 2
7:20.0,S. Ibaka makes 2-pt shot from 19 ft (assist by S. Adams),2,74-57,,
7:19.0,,,74-57,,Technical foul by R. Felton
7:19.0,Technical foul by S. Adams,,74-57,,
6:58.0,,,74-59,2,R. Felton makes 2-pt shot from 1 ft
6:43.0,Turnover by K. Durant (lost ball; steal by W. Matthews),,74-59,,
6:38.0,,,74-61,2,R. Felton makes 2-pt shot at rim (assist by D. Nowitzki)
6:20.0,R. Westbrook makes 2-pt shot from 13 ft,2,76-61,,
6:11.0,,,76-63,2,D. Nowitzki makes 2-pt shot from 13 ft (assist by J. Barea)
5:58.0,Shooting foul by R. Felton (drawn by R. Westbrook),,76-63,,
5:58.0,R. Westbrook misses free throw 1 of 2,,76-63,,
5:58.0,Offensive rebound by Team,,76-63,,
5:58.0,N. Collison enters the game for S. Ibaka,,76-63,,
5:58.0,D. Waiters enters the game for K. Durant,,76-63,,
5:58.0,R. Westbrook makes free throw 2 of 2,1,77-63,,
5:49.0,Personal foul by N. Collison,,77-63,,
5:43.0,,,77-65,2,D. Nowitzki makes 2-pt shot from 20 ft (assist by R. Felton)
5:27.0,R. Westbrook misses 2-pt shot from 18 ft,,77-65,,
5:26.0,Offensive rebound by S. Adams,,77-65,,
5:24.0,S. Adams misses 2-pt shot from 6 ft,,77-65,,
5:22.0,,,77-65,,Defensive rebound by S. Mejri
5:13.0,,,77-67,2,D. Nowitzki makes 2-pt shot from 2 ft (assist by J. Barea)
5:11.0,Oklahoma City full timeout,,77-67,,
5:11.0,,,77-67,,D. Harris enters the game for R. Felton
4:48.0,R. Westbrook makes 3-pt shot from 24 ft (assist by D. Waiters),3,80-67,,
4:37.0,Personal foul by A. Roberson,,80-67,,
4:37.0,E. Kanter enters the game for S. Adams,,80-67,,
4:37.0,S. Ibaka enters the game for N. Collison,,80-67,,
4:29.0,,,80-69,2,J. Barea makes 2-pt shot from 8 ft
4:12.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,82-69,,
3:58.0,,,82-69,,Turnover by J. Barea (lost ball; steal by A. Roberson)
3:39.0,R. Westbrook makes 3-pt shot from 25 ft (assist by S. Ibaka),3,85-69,,
3:37.0,,,85-69,,Dallas full timeout
3:37.0,,,85-69,,D. Lee enters the game for D. Nowitzki
3:37.0,,,85-69,,R. Felton enters the game for J. Barea
3:20.0,,,85-69,,Turnover by W. Matthews (lost ball; steal by S. Ibaka)
3:13.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,87-69,,
2:51.0,Shooting block foul by A. Roberson (drawn by W. Matthews),,87-69,,
2:51.0,,,87-70,1,W. Matthews makes free throw 1 of 3
2:51.0,,,87-70,,W. Matthews misses free throw 2 of 3
2:51.0,,,87-70,,Offensive rebound by Team
2:51.0,K. Durant enters the game for A. Roberson,,87-70,,
2:51.0,,,87-71,1,W. Matthews makes free throw 3 of 3
2:42.0,Turnover by R. Westbrook (lost ball),,87-71,,
2:32.0,,,87-71,,Turnover by R. Felton (lost ball; steal by D. Waiters)
2:29.0,K. Durant makes 2-pt shot from 1 ft (assist by D. Waiters),2,89-71,,
2:29.0,Shooting foul by W. Matthews (drawn by K. Durant),,89-71,,
2:29.0,R. Foye enters the game for R. Westbrook,,89-71,,
2:29.0,K. Durant makes free throw 1 of 1,1,90-71,,
2:15.0,Shooting block foul by E. Kanter (drawn by R. Felton),,90-71,,
2:15.0,,,90-72,1,R. Felton makes free throw 1 of 2
2:15.0,,,90-72,,D. Nowitzki enters the game for S. Mejri
2:15.0,,,90-72,,R. Felton misses free throw 2 of 2
2:14.0,Defensive rebound by S. Ibaka,,90-72,,
2:01.0,K. Durant misses 3-pt shot from 25 ft,,90-72,,
2:01.0,Offensive rebound by E. Kanter,,90-72,,
2:01.0,,,90-72,,Loose ball foul by D. Harris
2:01.0,E. Kanter makes free throw 1 of 2,1,91-72,,
2:01.0,E. Kanter misses free throw 2 of 2,,91-72,,
2:00.0,,,91-72,,Defensive rebound by D. Nowitzki
1:49.0,Shooting block foul by E. Kanter (drawn by D. Harris),,91-72,,
1:49.0,,,91-72,,D. Harris misses free throw 1 of 2
1:49.0,,,91-72,,Offensive rebound by Team
1:49.0,,,91-72,,J. Barea enters the game for W. Matthews
1:49.0,,,91-72,,J. Anderson enters the game for D. Lee
1:49.0,,,91-73,1,D. Harris makes free throw 2 of 2
1:35.0,K. Durant misses 2-pt shot from 16 ft,,91-73,,
1:34.0,Offensive rebound by E. Kanter,,91-73,,
1:34.0,E. Kanter makes 2-pt shot at rim,2,93-73,,
1:21.0,,,93-75,2,R. Felton makes 2-pt shot from 19 ft
1:04.0,Turnover by D. Waiters (lost ball; steal by R. Felton),,93-75,,
0:54.0,,,93-78,3,R. Felton makes 3-pt shot from 23 ft (assist by D. Nowitzki)
0:31.0,D. Waiters misses 3-pt shot from 23 ft,,93-78,,
0:30.0,Offensive rebound by D. Waiters,,93-78,,
0:18.0,,,93-78,,Personal foul by D. Harris
0:18.0,K. Durant makes free throw 1 of 2,1,94-78,,
0:18.0,A. Roberson enters the game for S. Ibaka,,94-78,,
0:18.0,S. Adams enters the game for E. Kanter,,94-78,,
0:18.0,,,94-78,,D. Lee enters the game for D. Harris
0:18.0,K. Durant makes free throw 2 of 2,1,95-78,,
0:05.0,,,95-78,,R. Felton misses 2-pt shot from 6 ft
0:04.0,Defensive rebound by Team,,95-78,,
0:03.0,,,95-78,,Personal foul by D. Lee
0:03.0,K. Durant makes free throw 1 of 2,1,96-78,,
0:03.0,K. Durant makes free throw 2 of 2,1,97-78,,
0:01.0,,,97-78,,R. Felton misses 3-pt shot from 55 ft
0:00.0,,,97-78,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:39.0,R. Foye makes 3-pt shot from 24 ft (assist by D. Waiters),3,100-78,,
11:23.0,,,100-80,2,R. Felton makes 2-pt shot from 4 ft
11:00.0,Turnover by R. Foye (lost ball; steal by D. Nowitzki),,100-80,,
10:43.0,,,100-82,2,J. Anderson makes 2-pt shot at rim (assist by D. Nowitzki)
10:40.0,Oklahoma City full timeout,,100-82,,
10:40.0,,,100-82,,D. Harris enters the game for D. Lee
10:23.0,K. Durant misses 3-pt shot from 24 ft,,100-82,,
10:22.0,,,100-82,,Defensive rebound by R. Felton
10:05.0,,,100-82,,D. Nowitzki misses 2-pt shot from 16 ft
10:04.0,Defensive rebound by S. Ibaka,,100-82,,
9:55.0,,,100-82,,Violation by Team (jump ball)
9:55.0,R. Westbrook enters the game for R. Foye,,100-82,,
9:52.0,Turnover by R. Westbrook (bad pass),,100-82,,
9:38.0,,,100-82,,D. Harris misses 3-pt shot from 25 ft
9:37.0,Defensive rebound by K. Durant,,100-82,,
9:23.0,R. Westbrook misses 2-pt shot from 9 ft,,100-82,,
9:23.0,Offensive rebound by E. Kanter,,100-82,,
9:23.0,Shooting foul by D. Nowitzki (drawn by E. Kanter),,100-82,,
9:23.0,E. Kanter makes free throw 1 of 2,1,101-82,,
9:23.0,E. Kanter makes free throw 2 of 2,1,102-82,,
9:10.0,,,102-84,2,J. Barea makes 2-pt shot from 9 ft
8:51.0,K. Durant misses 2-pt shot from 13 ft,,102-84,,
8:50.0,,,102-84,,Defensive rebound by D. Harris
8:45.0,,,102-84,,Turnover by J. Barea (lost ball; steal by E. Kanter)
8:41.0,R. Westbrook makes 2-pt shot at rim (assist by E. Kanter),2,104-84,,
8:25.0,,,104-86,2,D. Harris makes 2-pt shot from 4 ft (assist by D. Nowitzki)
8:01.0,D. Waiters makes 3-pt shot from 26 ft,3,107-86,,
8:00.0,,,107-86,,Dallas full timeout
8:00.0,,,107-86,,S. Mejri enters the game for D. Nowitzki
8:00.0,,,107-86,,W. Matthews enters the game for J. Barea
7:46.0,,,107-86,,J. Anderson misses 2-pt shot from 19 ft
7:45.0,Defensive rebound by D. Waiters,,107-86,,
7:36.0,,,107-86,,Personal foul by J. Anderson
7:24.0,D. Waiters makes 3-pt shot from 23 ft (assist by S. Ibaka),3,110-86,,
7:14.0,Personal foul by R. Westbrook,,110-86,,
7:10.0,Personal foul by R. Westbrook,,110-86,,
7:03.0,,,110-88,2,R. Felton makes 2-pt shot from 2 ft
6:51.0,,,110-88,,Personal foul by W. Matthews
6:47.0,Turnover by K. Durant (lost ball; steal by R. Felton),,110-88,,
6:43.0,,,110-90,2,J. Anderson makes 2-pt shot at rim (assist by W. Matthews)
6:19.0,E. Kanter makes 3-pt shot from 23 ft (assist by K. Durant),3,113-90,,
6:12.0,Shooting block foul by E. Kanter (drawn by W. Matthews),,113-90,,
6:12.0,,,113-91,1,W. Matthews makes free throw 1 of 2
6:12.0,S. Adams enters the game for E. Kanter,,113-91,,
6:12.0,,,113-92,1,W. Matthews makes free throw 2 of 2
6:00.0,Turnover by R. Westbrook (lost ball; steal by S. Mejri),,113-92,,
5:54.0,,,113-92,,R. Felton misses 2-pt shot from 1 ft (block by S. Ibaka)
