time,San Antonio,pts.away,score,pts.home,Golden State
1:03.0,K. Leonard misses 2-pt shot from 10 ft,,38-46,,
1:03.0,Offensive rebound by K. Leonard,,38-46,,
1:00.0,K. Leonard makes 2-pt shot from 5 ft,2,40-46,,
0:51.0,,,40-49,3,H. Barnes makes 3-pt shot from 23 ft (assist by K. Thompson)
0:32.0,T. Parker misses 2-pt shot from 18 ft,,40-49,,
0:31.0,,,40-49,,Defensive rebound by H. Barnes
0:10.0,,,40-52,3,H. Barnes makes 3-pt shot from 26 ft (assist by D. Green)
0:01.0,,,40-52,,A. Bogut enters the game for D. Green
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,40-52,,S. Curry misses 3-pt shot from 24 ft
11:43.0,Defensive rebound by T. Parker,,40-52,,
11:20.0,L. Aldridge makes 2-pt shot from 12 ft (assist by T. Parker),2,42-52,,
11:05.0,,,42-52,,K. Thompson misses 2-pt shot from 13 ft
11:05.0,,,42-52,,Offensive rebound by A. Bogut
11:05.0,,,42-54,2,A. Bogut makes 2-pt shot from 1 ft
10:43.0,T. Parker makes 2-pt shot from 15 ft,2,44-54,,
10:34.0,,,44-56,2,S. Curry makes 2-pt shot from 13 ft
10:20.0,Shooting foul by K. Thompson (drawn by T. Parker),,44-56,,
10:20.0,T. Parker misses free throw 1 of 2,,44-56,,
10:20.0,Offensive rebound by Team,,44-56,,
10:20.0,T. Parker makes free throw 2 of 2,1,45-56,,
10:09.0,,,45-56,,Shooting foul by T. Parker (drawn by D. Green)
10:09.0,,,45-57,1,D. Green makes free throw 1 of 2
10:09.0,,,45-58,1,D. Green makes free throw 2 of 2
9:59.0,K. Leonard misses 2-pt shot from 16 ft,,45-58,,
9:58.0,,,45-58,,Defensive rebound by D. Green
9:55.0,,,45-58,,Turnover by D. Green (bad pass)
9:34.0,T. Duncan misses 2-pt shot from 2 ft,,45-58,,
9:33.0,,,45-58,,Defensive rebound by S. Curry
9:27.0,,,45-60,2,D. Green makes 2-pt shot at rim (assist by S. Curry)
9:26.0,San Antonio full timeout,,45-60,,
9:12.0,L. Aldridge misses 2-pt shot from 17 ft,,45-60,,
9:12.0,,,45-60,,Defensive rebound by A. Bogut
9:05.0,,,45-62,2,S. Curry makes 2-pt shot from 1 ft
8:51.0,,,45-62,,Personal foul by S. Curry
8:37.0,D. Green misses 3-pt shot from 26 ft,,45-62,,
8:36.0,,,45-62,,Defensive rebound by S. Curry
8:29.0,,,45-62,,Turnover by S. Curry (lost ball; steal by D. Green)
8:25.0,D. Green misses 2-pt shot from 1 ft,,45-62,,
8:24.0,Offensive rebound by L. Aldridge,,45-62,,
8:23.0,L. Aldridge misses 2-pt shot from 1 ft,,45-62,,
8:21.0,Offensive rebound by L. Aldridge,,45-62,,
8:20.0,L. Aldridge makes 2-pt shot from 2 ft,2,47-62,,
8:05.0,,,47-64,2,S. Curry makes 2-pt shot from 16 ft
7:48.0,Shooting foul by A. Bogut (drawn by T. Parker),,47-64,,
7:48.0,T. Parker misses free throw 1 of 2,,47-64,,
7:48.0,Offensive rebound by Team,,47-64,,
7:48.0,T. Parker makes free throw 2 of 2,1,48-64,,
7:39.0,,,48-67,3,S. Curry makes 3-pt shot from 26 ft
7:31.0,San Antonio full timeout,,48-67,,
7:31.0,K. Martin enters the game for D. Green,,48-67,,
7:23.0,T. Duncan misses 2-pt shot from 8 ft,,48-67,,
7:22.0,,,48-67,,Defensive rebound by A. Bogut
7:13.0,,,48-69,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
6:58.0,T. Duncan misses 2-pt shot from 8 ft (block by A. Bogut),,48-69,,
6:56.0,,,48-69,,Defensive rebound by D. Green
6:49.0,,,48-69,,S. Curry misses 3-pt shot from 25 ft
6:49.0,Defensive rebound by K. Martin,,48-69,,
6:35.0,L. Aldridge misses 2-pt shot from 9 ft,,48-69,,
6:35.0,,,48-69,,Defensive rebound by A. Bogut
6:23.0,,,48-71,2,H. Barnes makes 2-pt shot from 15 ft (assist by K. Thompson)
6:08.0,,,48-71,,Personal foul by A. Bogut
6:08.0,D. West enters the game for T. Duncan,,48-71,,
5:55.0,K. Leonard makes 2-pt shot from 10 ft,2,50-71,,
5:38.0,,,50-71,,Offensive foul by A. Bogut
5:38.0,,,50-71,,Turnover by A. Bogut (offensive foul)
5:38.0,,,50-71,,A. Iguodala enters the game for H. Barnes
5:16.0,T. Parker misses 2-pt shot from 21 ft,,50-71,,
5:16.0,,,50-71,,Defensive rebound by A. Bogut
5:11.0,,,50-71,,Turnover by D. Green (bad pass)
4:51.0,K. Leonard makes 2-pt shot from 2 ft (assist by L. Aldridge),2,52-71,,
4:35.0,,,52-71,,Golden State full timeout
4:35.0,M. Ginobili enters the game for K. Leonard,,52-71,,
4:35.0,P. Mills enters the game for T. Parker,,52-71,,
4:35.0,,,52-71,,L. Barbosa enters the game for K. Thompson
4:29.0,,,52-73,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
4:13.0,,,52-73,,Personal foul by L. Barbosa
4:13.0,K. Martin makes free throw 1 of 2,1,53-73,,
4:13.0,K. Martin makes free throw 2 of 2,1,54-73,,
3:49.0,,,54-75,2,S. Curry makes 2-pt shot from 1 ft (assist by A. Bogut)
3:34.0,K. Martin makes 2-pt shot from 1 ft (assist by D. West),2,56-75,,
3:21.0,,,56-77,2,S. Curry makes 2-pt shot from 1 ft
3:07.0,Shooting foul by S. Curry (drawn by D. West),,56-77,,
3:07.0,D. West makes free throw 1 of 2,1,57-77,,
3:07.0,M. Bonner enters the game for L. Aldridge,,57-77,,
3:07.0,,,57-77,,F. Ezeli enters the game for A. Bogut
3:07.0,D. West makes free throw 2 of 2,1,58-77,,
2:54.0,,,58-79,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
2:32.0,P. Mills misses 3-pt shot from 26 ft,,58-79,,
2:32.0,,,58-79,,Defensive rebound by F. Ezeli
2:20.0,,,58-79,,D. Green misses 2-pt shot from 7 ft
2:19.0,Defensive rebound by K. Martin,,58-79,,
2:13.0,M. Bonner makes 2-pt shot from 9 ft (assist by P. Mills),2,60-79,,
2:00.0,,,60-79,,Turnover by S. Curry (lost ball; steal by M. Bonner)
1:53.0,K. Martin makes 3-pt shot from 26 ft (assist by P. Mills),3,63-79,,
1:33.0,,,63-81,2,F. Ezeli makes 2-pt shot from 1 ft (assist by D. Green)
1:33.0,,,63-81,,Shooting foul by M. Bonner (drawn by F. Ezeli)
1:33.0,,,63-81,,F. Ezeli misses free throw 1 of 1
1:33.0,Defensive rebound by M. Ginobili,,63-81,,
1:17.0,M. Ginobili makes 2-pt shot from 3 ft (assist by K. Martin),2,65-81,,
1:03.0,,,65-83,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
0:47.0,D. West makes 2-pt shot from 18 ft (assist by M. Ginobili),2,67-83,,
0:38.0,,,67-85,2,S. Curry makes 2-pt shot from 2 ft
0:30.0,Turnover by P. Mills (lost ball; steal by D. Green),,67-85,,
0:26.0,,,67-87,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
0:04.0,M. Ginobili makes 2-pt shot from 1 ft (assist by K. Martin),2,69-87,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,Turnover by M. Ginobili (lost ball),,69-87,,
11:34.0,,,69-89,2,M. Speights makes 2-pt shot from 16 ft (assist by S. Livingston)
11:15.0,P. Mills makes 2-pt shot from 1 ft (assist by D. West),2,71-89,,
11:00.0,,,71-89,,A. Iguodala misses 2-pt shot from 20 ft
10:59.0,Defensive rebound by K. Martin,,71-89,,
10:52.0,K. Martin misses 2-pt shot from 12 ft,,71-89,,
10:51.0,,,71-89,,Defensive rebound by A. Iguodala
10:39.0,,,71-89,,L. Barbosa misses 2-pt shot from 1 ft
10:38.0,Defensive rebound by K. Martin,,71-89,,
10:32.0,P. Mills makes 3-pt shot from 26 ft (assist by K. Martin),3,74-89,,
10:09.0,,,74-91,2,S. Livingston makes 2-pt shot from 10 ft (assist by M. Speights)
9:53.0,P. Mills makes 2-pt shot from 2 ft (assist by D. West),2,76-91,,
9:40.0,,,76-91,,Shooting foul by M. Bonner (drawn by H. Barnes)
9:40.0,,,76-92,1,H. Barnes makes free throw 1 of 2
9:40.0,,,76-92,,K. Thompson enters the game for A. Iguodala
9:40.0,K. Anderson enters the game for M. Bonner,,76-92,,
9:40.0,K. Leonard enters the game for K. Martin,,76-92,,
9:40.0,,,76-93,1,H. Barnes makes free throw 2 of 2
9:29.0,,,76-93,,Personal foul by L. Barbosa
9:23.0,San Antonio full timeout,,76-93,,
9:16.0,D. West makes 2-pt shot from 7 ft (assist by M. Ginobili),2,78-93,,
9:02.0,,,78-93,,M. Speights misses 2-pt shot from 20 ft
9:01.0,Defensive rebound by K. Anderson,,78-93,,
8:48.0,D. West makes 2-pt shot from 19 ft (assist by P. Mills),2,80-93,,
8:31.0,,,80-96,3,H. Barnes makes 3-pt shot from 22 ft (assist by K. Thompson)
8:17.0,M. Ginobili makes 2-pt shot from 14 ft (assist by D. West),2,82-96,,
8:07.0,,,82-96,,Shooting foul by K. Anderson (drawn by M. Speights)
8:07.0,,,82-97,1,M. Speights makes free throw 1 of 2
8:07.0,L. Aldridge enters the game for D. West,,82-97,,
8:07.0,T. Parker enters the game for P. Mills,,82-97,,
8:07.0,,,82-98,1,M. Speights makes free throw 2 of 2
7:48.0,Shooting foul by H. Barnes (drawn by K. Leonard),,82-98,,
7:48.0,K. Leonard makes free throw 1 of 2,1,83-98,,
7:48.0,,,83-98,,D. Green enters the game for M. Speights
7:48.0,,,83-98,,S. Curry enters the game for L. Barbosa
7:48.0,K. Leonard makes free throw 2 of 2,1,84-98,,
7:33.0,,,84-100,2,S. Livingston makes 2-pt shot at rim (assist by D. Green)
7:22.0,Turnover by M. Ginobili (lost ball; steal by S. Curry),,84-100,,
7:10.0,,,84-103,3,D. Green makes 3-pt shot from 24 ft (assist by S. Curry)
6:52.0,L. Aldridge misses 2-pt shot from 12 ft,,84-103,,
6:51.0,,,84-103,,Defensive rebound by H. Barnes
6:41.0,,,84-103,,K. Thompson misses 3-pt shot from 23 ft
6:40.0,,,84-103,,Offensive rebound by H. Barnes
6:38.0,,,84-103,,K. Thompson misses 3-pt shot from 22 ft
6:35.0,Defensive rebound by K. Anderson,,84-103,,
6:24.0,L. Aldridge makes 2-pt shot from 2 ft (assist by K. Anderson),2,86-103,,
6:24.0,Shooting foul by K. Thompson (drawn by L. Aldridge),,86-103,,
6:24.0,D. Green enters the game for M. Ginobili,,86-103,,
6:24.0,L. Aldridge makes free throw 1 of 1,1,87-103,,
6:06.0,,,87-105,2,D. Green makes 2-pt shot at rim (assist by H. Barnes)
5:52.0,K. Leonard makes 3-pt shot from 24 ft (assist by D. Green),3,90-105,,
5:31.0,,,90-105,,Turnover by H. Barnes (lost ball; steal by D. Green)
5:23.0,K. Anderson makes 2-pt shot from 3 ft,2,92-105,,
5:16.0,,,92-105,,Golden State full timeout
5:09.0,,,92-105,,S. Curry misses 3-pt shot from 26 ft
5:08.0,Defensive rebound by K. Anderson,,92-105,,
4:49.0,L. Aldridge misses 2-pt shot from 7 ft,,92-105,,
4:49.0,,,92-105,,Defensive rebound by S. Curry
4:41.0,,,92-105,,H. Barnes misses 3-pt shot from 22 ft
4:41.0,Defensive rebound by K. Anderson,,92-105,,
4:22.0,Turnover by L. Aldridge (lost ball; steal by S. Livingston),,92-105,,
4:05.0,,,92-105,,Shooting foul by L. Aldridge (drawn by S. Curry)
4:05.0,,,92-106,1,S. Curry makes free throw 1 of 2
4:05.0,,,92-106,,A. Iguodala enters the game for S. Livingston
4:05.0,D. West enters the game for L. Aldridge,,92-106,,
4:05.0,,,92-107,1,S. Curry makes free throw 2 of 2
3:48.0,Shooting foul by K. Thompson (drawn by D. West),,92-107,,
3:48.0,D. West misses free throw 1 of 2,,92-107,,
3:48.0,Offensive rebound by Team,,92-107,,
3:48.0,D. West makes free throw 2 of 2,1,93-107,,
3:32.0,,,93-107,,A. Iguodala misses 2-pt shot from 2 ft (block by D. Green)
3:31.0,Defensive rebound by D. Green,,93-107,,
3:24.0,T. Parker misses 2-pt shot from 1 ft,,93-107,,
3:23.0,,,93-107,,Defensive rebound by D. Green
3:11.0,,,93-109,2,K. Thompson makes 2-pt shot from 1 ft (assist by A. Iguodala)
3:04.0,San Antonio full timeout,,93-109,,
3:04.0,M. Ginobili enters the game for K. Leonard,,93-109,,
3:04.0,K. Martin enters the game for T. Parker,,93-109,,
2:47.0,K. Anderson makes 2-pt shot from 13 ft,2,95-109,,
2:30.0,Personal foul by D. Green,,95-109,,
2:19.0,,,95-112,3,S. Curry makes 3-pt shot from 25 ft
2:05.0,K. Anderson misses 2-pt shot from 11 ft,,95-112,,
2:05.0,,,95-112,,Defensive rebound by H. Barnes
1:52.0,,,95-112,,H. Barnes misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by K. Anderson,,95-112,,
1:41.0,M. Ginobili misses 2-pt shot from 17 ft,,95-112,,
1:40.0,,,95-112,,Defensive rebound by S. Curry
1:31.0,,,95-112,,K. Thompson misses 3-pt shot from 22 ft
1:30.0,Defensive rebound by K. Anderson,,95-112,,
1:14.0,,,95-112,,Personal foul by H. Barnes
1:14.0,K. Anderson makes free throw 1 of 2,1,96-112,,
1:14.0,,,96-112,,B. Rush enters the game for H. Barnes
1:14.0,,,96-112,,M. Speights enters the game for D. Green
1:14.0,,,96-112,,I. Clark enters the game for K. Thompson
1:14.0,,,96-112,,L. Barbosa enters the game for S. Curry
1:14.0,,,96-112,,S. Livingston enters the game for A. Iguodala
1:14.0,K. Anderson misses free throw 2 of 2,,96-112,,
1:12.0,Offensive rebound by D. Green,,96-112,,
1:02.0,K. Martin misses 3-pt shot from 27 ft,,96-112,,
1:02.0,,,96-112,,Defensive rebound by I. Clark
0:44.0,,,96-112,,M. Speights misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by K. Anderson,,96-112,,
0:40.0,D. West makes 2-pt shot from 1 ft (assist by K. Anderson),2,98-112,,
0:22.0,,,98-112,,Turnover by L. Barbosa (lost ball; steal by K. Martin)
0:19.0,K. Martin makes 2-pt shot from 1 ft,2,100-112,,
0:19.0,Shooting foul by B. Rush (drawn by K. Martin),,100-112,,
0:19.0,K. Martin makes free throw 1 of 1,1,101-112,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
