time,Utah,pts.away,score,pts.home,Washington
7:42.0,,,8-6,,J. Wall misses 2-pt shot from 17 ft
7:41.0,Defensive rebound by G. Hayward,,8-6,,
7:33.0,G. Hayward makes 2-pt shot from 2 ft,2,10-6,,
7:22.0,,,10-6,,N. Hilario misses 2-pt shot from 1 ft
7:21.0,Defensive rebound by D. Favors,,10-6,,
7:17.0,Offensive foul by D. Favors,,10-6,,
7:17.0,Turnover by D. Favors (offensive foul),,10-6,,
7:01.0,,,10-8,2,M. Gortat makes 2-pt shot from 12 ft (assist by J. Wall)
6:47.0,Turnover by R. Hood (bad pass; steal by O. Porter),,10-8,,
6:43.0,,,10-10,2,O. Porter makes 2-pt shot at rim
6:43.0,,,10-10,,Shooting foul by R. Hood (drawn by O. Porter)
6:43.0,,,10-10,,O. Porter misses free throw 1 of 1
6:42.0,Defensive rebound by R. Gobert,,10-10,,
6:21.0,R. Neto misses 2-pt shot from 1 ft (block by M. Gortat),,10-10,,
6:19.0,Offensive rebound by R. Gobert,,10-10,,
6:19.0,R. Gobert misses 2-pt shot from 1 ft,,10-10,,
6:19.0,Offensive rebound by R. Gobert,,10-10,,
6:19.0,Shooting foul by M. Gortat (drawn by R. Gobert),,10-10,,
6:19.0,R. Gobert makes 2-pt shot from 1 ft,2,12-10,,
6:19.0,,,12-10,,J. Dudley enters the game for M. Gortat
6:19.0,T. Booker enters the game for D. Favors,,12-10,,
6:19.0,R. Gobert makes free throw 1 of 1,1,13-10,,
6:04.0,,,13-12,2,N. Hilario makes 2-pt shot from 1 ft
5:51.0,R. Hood makes 2-pt shot from 15 ft,2,15-12,,
5:38.0,,,15-15,3,J. Wall makes 3-pt shot from 27 ft (assist by O. Porter)
5:14.0,Turnover by R. Neto (lost ball; steal by G. Temple),,15-15,,
5:09.0,,,15-17,2,O. Porter makes 2-pt shot at rim (assist by J. Wall)
5:09.0,Utah full timeout,,15-17,,
4:46.0,R. Hood misses 3-pt shot from 23 ft,,15-17,,
4:45.0,,,15-17,,Defensive rebound by O. Porter
4:40.0,,,15-19,2,J. Wall makes 2-pt shot from 1 ft
4:26.0,Turnover by R. Neto (bad pass; steal by G. Temple),,15-19,,
4:24.0,,,15-19,,Turnover by G. Temple (bad pass; steal by G. Hayward)
4:20.0,G. Hayward misses 2-pt shot from 1 ft (block by O. Porter),,15-19,,
4:19.0,,,15-19,,Defensive rebound by N. Hilario
4:19.0,Personal foul by R. Neto (drawn by J. Dudley),,15-19,,
4:19.0,T. Burke enters the game for R. Neto,,15-19,,
4:19.0,C. Johnson enters the game for R. Hood,,15-19,,
4:19.0,,,15-19,,B. Beal enters the game for O. Porter
3:58.0,,,15-21,2,N. Hilario makes 2-pt shot from 2 ft
3:45.0,T. Booker makes 2-pt shot from 1 ft (assist by T. Burke),2,17-21,,
3:21.0,,,17-21,,Turnover by G. Temple (lost ball; steal by C. Johnson)
3:21.0,,,17-21,,Personal foul by G. Temple (drawn by C. Johnson)
3:21.0,C. Johnson makes free throw 1 of 2,1,18-21,,
3:21.0,C. Johnson makes free throw 2 of 2,1,19-21,,
2:57.0,,,19-21,,B. Beal misses 2-pt shot from 14 ft
2:56.0,Defensive rebound by T. Booker,,19-21,,
2:39.0,C. Johnson misses 2-pt shot from 1 ft,,19-21,,
2:38.0,Offensive rebound by T. Booker,,19-21,,
2:34.0,T. Booker makes 2-pt shot at rim,2,21-21,,
2:20.0,,,21-24,3,B. Beal makes 3-pt shot from 26 ft (assist by J. Dudley)
1:58.0,T. Burke misses 2-pt shot from 9 ft,,21-24,,
1:58.0,,,21-24,,Defensive rebound by Team
1:58.0,Loose ball foul by T. Booker (drawn by J. Dudley),,21-24,,
1:58.0,,,21-24,,Washington full timeout
1:58.0,,,21-24,,D. Gooden enters the game for N. Hilario
1:58.0,D. Favors enters the game for R. Gobert,,21-24,,
1:42.0,,,21-26,2,J. Wall makes 2-pt shot from 19 ft
1:39.0,Turnover by D. Favors (inbound),,21-26,,
1:39.0,,,21-26,,R. Sessions enters the game for J. Wall
1:24.0,,,21-26,,B. Beal misses 2-pt shot from 16 ft
1:23.0,Defensive rebound by C. Johnson,,21-26,,
1:05.0,D. Favors misses 2-pt shot from 3 ft (block by J. Dudley),,21-26,,
1:04.0,Offensive rebound by Team,,21-26,,
0:51.0,T. Burke misses 3-pt shot from 26 ft,,21-26,,
0:50.0,,,21-26,,Defensive rebound by B. Beal
0:38.0,,,21-26,,G. Temple misses 3-pt shot from 22 ft
0:36.0,Defensive rebound by T. Booker,,21-26,,
0:33.0,,,21-26,,Personal foul by G. Temple (drawn by G. Hayward)
0:33.0,G. Hayward makes free throw 1 of 2,1,22-26,,
0:33.0,,,22-26,,O. Porter enters the game for G. Temple
0:33.0,G. Hayward makes free throw 2 of 2,1,23-26,,
0:13.0,,,23-28,2,D. Gooden makes 2-pt shot from 11 ft
0:13.0,,,23-28,,Shooting foul by D. Favors (drawn by D. Gooden)
0:13.0,T. Lyles enters the game for D. Favors,,23-28,,
0:13.0,,,23-28,,D. Gooden misses free throw 1 of 1
0:13.0,Defensive rebound by T. Lyles,,23-28,,
0:01.0,G. Hayward misses 2-pt shot from 4 ft,,23-28,,
0:00.0,Offensive rebound by Team,,23-28,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:38.0,R. Hood makes 2-pt shot from 19 ft (assist by T. Burke),2,25-28,,
11:19.0,,,25-28,,O. Porter misses 3-pt shot from 25 ft
11:18.0,Defensive rebound by T. Booker,,25-28,,
11:08.0,T. Booker makes 2-pt shot from 1 ft (assist by T. Burke),2,27-28,,
11:02.0,,,27-28,,Shooting foul by T. Burke (drawn by R. Sessions)
11:02.0,,,27-29,1,R. Sessions makes free throw 1 of 2
11:02.0,R. Gobert enters the game for T. Booker,,27-29,,
11:02.0,,,27-30,1,R. Sessions makes free throw 2 of 2
10:42.0,R. Gobert makes 2-pt shot at rim (assist by R. Hood),2,29-30,,
10:29.0,,,29-30,,R. Sessions misses 3-pt shot from 27 ft
10:28.0,Defensive rebound by T. Lyles,,29-30,,
10:09.0,T. Lyles misses 2-pt shot from 17 ft,,29-30,,
10:08.0,,,29-30,,Defensive rebound by Team
10:08.0,Personal foul by R. Gobert (drawn by D. Gooden),,29-30,,
10:08.0,,,29-30,,M. Gortat enters the game for D. Gooden
9:53.0,,,29-30,,B. Beal misses 2-pt shot from 11 ft
9:52.0,,,29-30,,Offensive rebound by M. Gortat
9:49.0,,,29-32,2,M. Gortat makes 2-pt shot from 11 ft
9:24.0,T. Lyles misses 3-pt shot from 28 ft,,29-32,,
9:23.0,,,29-32,,Defensive rebound by R. Sessions
9:18.0,,,29-32,,R. Sessions misses 2-pt shot at rim
9:15.0,Defensive rebound by J. Ingles,,29-32,,
9:06.0,R. Hood misses 3-pt shot from 26 ft,,29-32,,
9:05.0,Offensive rebound by R. Gobert,,29-32,,
8:56.0,T. Burke makes 2-pt shot at rim,2,31-32,,
8:49.0,,,31-32,,B. Beal misses 2-pt shot from 1 ft
8:47.0,,,31-32,,Offensive rebound by M. Gortat
8:46.0,,,31-34,2,M. Gortat makes 2-pt shot at rim
8:34.0,J. Ingles misses 2-pt shot from 16 ft (block by O. Porter),,31-34,,
8:32.0,,,31-34,,Defensive rebound by M. Gortat
8:16.0,,,31-34,,R. Sessions misses 2-pt shot from 1 ft
8:15.0,Defensive rebound by R. Hood,,31-34,,
7:58.0,R. Hood misses 2-pt shot from 21 ft,,31-34,,
7:57.0,,,31-34,,Defensive rebound by O. Porter
7:47.0,,,31-37,3,J. Dudley makes 3-pt shot from 23 ft (assist by B. Beal)
7:46.0,Utah full timeout,,31-37,,
7:46.0,,,31-37,,G. Temple enters the game for B. Beal
7:46.0,R. Neto enters the game for R. Gobert,,31-37,,
7:46.0,T. Booker enters the game for T. Burke,,31-37,,
7:46.0,J. Withey enters the game for T. Lyles,,31-37,,
7:25.0,J. Withey misses 2-pt shot from 16 ft,,31-37,,
7:24.0,,,31-37,,Defensive rebound by R. Sessions
7:00.0,,,31-37,,G. Temple misses 3-pt shot from 24 ft
7:00.0,,,31-37,,Offensive rebound by Team
7:00.0,,,31-37,,Turnover by Team (shot clock)
6:37.0,Turnover by T. Booker (traveling),,31-37,,
6:26.0,,,31-37,,J. Dudley misses 2-pt shot from 20 ft
6:24.0,Defensive rebound by J. Ingles,,31-37,,
6:06.0,R. Hood misses 2-pt shot from 20 ft,,31-37,,
6:05.0,Offensive rebound by J. Withey,,31-37,,
6:00.0,J. Ingles misses 3-pt shot from 26 ft,,31-37,,
5:59.0,,,31-37,,Defensive rebound by R. Sessions
5:50.0,,,31-37,,Turnover by R. Sessions (bad pass; steal by R. Hood)
5:46.0,J. Ingles makes 2-pt shot at rim (assist by R. Hood),2,33-37,,
5:34.0,,,33-39,2,M. Gortat makes 2-pt shot from 2 ft (assist by G. Temple)
5:10.0,R. Neto makes 2-pt shot at rim,2,35-39,,
4:56.0,,,35-41,2,R. Sessions makes 2-pt shot at rim
4:47.0,J. Withey makes 2-pt shot at rim (assist by R. Hood),2,37-41,,
4:37.0,,,37-41,,Washington full timeout
4:37.0,,,37-41,,J. Wall enters the game for R. Sessions
4:37.0,G. Hayward enters the game for J. Ingles,,37-41,,
4:37.0,D. Favors enters the game for J. Withey,,37-41,,
4:19.0,,,37-41,,M. Gortat misses 2-pt shot from 13 ft
4:17.0,Defensive rebound by G. Hayward,,37-41,,
3:54.0,D. Favors misses 2-pt shot from 8 ft,,37-41,,
3:53.0,,,37-41,,Defensive rebound by O. Porter
3:45.0,,,37-43,2,O. Porter makes 2-pt shot from 19 ft (assist by J. Wall)
3:32.0,G. Hayward misses 2-pt shot from 1 ft (block by M. Gortat),,37-43,,
3:31.0,,,37-43,,Defensive rebound by J. Wall
3:24.0,,,37-45,2,M. Gortat makes 2-pt shot at rim (assist by J. Dudley)
3:07.0,D. Favors misses 2-pt shot from 11 ft,,37-45,,
3:06.0,,,37-45,,Defensive rebound by J. Wall
3:03.0,Shooting block foul by R. Neto (drawn by J. Wall),,37-45,,
3:03.0,,,37-45,,J. Wall misses free throw 1 of 2
3:03.0,,,37-45,,Offensive rebound by Team
3:03.0,,,37-45,,N. Hilario enters the game for M. Gortat
3:03.0,T. Burke enters the game for R. Neto,,37-45,,
3:03.0,C. Johnson enters the game for R. Hood,,37-45,,
3:03.0,,,37-45,,B. Beal enters the game for G. Temple
3:03.0,,,37-46,1,J. Wall makes free throw 2 of 2
2:42.0,Offensive foul by D. Favors,,37-46,,
2:42.0,Turnover by D. Favors (offensive foul),,37-46,,
2:42.0,Official timeout,,37-46,,
2:42.0,T. Lyles enters the game for D. Favors,,37-46,,
2:42.0,J. Withey enters the game for T. Booker,,37-46,,
2:29.0,,,37-46,,Turnover by J. Dudley (bad pass; steal by T. Burke)
2:24.0,Turnover by T. Burke (bad pass),,37-46,,
2:00.0,,,37-46,,B. Beal misses 3-pt shot from 25 ft
2:00.0,,,37-46,,Offensive rebound by Team
2:00.0,,,37-46,,Turnover by Team (shot clock)
1:52.0,G. Hayward makes 3-pt shot from 29 ft (assist by T. Burke),3,40-46,,
1:41.0,,,40-46,,J. Wall misses 2-pt shot from 16 ft
1:40.0,Defensive rebound by C. Johnson,,40-46,,
1:31.0,T. Burke misses 2-pt shot from 18 ft,,40-46,,
1:30.0,,,40-46,,Defensive rebound by J. Wall
1:24.0,,,40-46,,J. Wall misses 2-pt shot from 2 ft
1:22.0,Defensive rebound by C. Johnson,,40-46,,
1:16.0,Turnover by T. Lyles (bad pass; steal by N. Hilario),,40-46,,
1:04.0,,,40-46,,J. Dudley misses 2-pt shot from 20 ft
1:03.0,Defensive rebound by G. Hayward,,40-46,,
0:52.0,Offensive foul by J. Withey,,40-46,,
0:52.0,Turnover by J. Withey (offensive foul),,40-46,,
0:52.0,R. Hood enters the game for C. Johnson,,40-46,,
0:31.0,,,40-49,3,J. Wall makes 3-pt shot from 25 ft (assist by B. Beal)
0:09.0,Shooting foul by O. Porter (drawn by J. Withey),,40-49,,
0:09.0,J. Withey makes free throw 1 of 2,1,41-49,,
0:09.0,,,41-49,,J. Eddie enters the game for O. Porter
0:09.0,C. Johnson enters the game for T. Burke,,41-49,,
0:09.0,J. Withey makes free throw 2 of 2,1,42-49,,
0:04.0,,,42-49,,J. Wall misses 2-pt shot from 4 ft (block by J. Withey)
0:02.0,Defensive rebound by T. Lyles,,42-49,,
0:01.0,J. Withey misses 3-pt shot from 51 ft,,42-49,,
0:00.0,Offensive rebound by Team,,42-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,R. Neto misses 2-pt shot from 9 ft,,42-49,,
11:36.0,Offensive rebound by D. Favors,,42-49,,
11:36.0,Shooting foul by J. Wall (drawn by D. Favors),,42-49,,
11:36.0,D. Favors misses free throw 1 of 2,,42-49,,
11:36.0,Offensive rebound by Team,,42-49,,
11:36.0,D. Favors makes free throw 2 of 2,1,43-49,,
11:17.0,,,43-51,2,N. Hilario makes 2-pt shot from 5 ft
11:03.0,Turnover by R. Gobert (bad pass; steal by O. Porter),,43-51,,
10:58.0,,,43-53,2,M. Gortat makes 2-pt shot at rim (assist by J. Wall)
10:42.0,R. Hood misses 2-pt shot from 1 ft,,43-53,,
10:41.0,,,43-53,,Defensive rebound by N. Hilario
10:34.0,,,43-53,,G. Temple misses 2-pt shot from 2 ft (block by D. Favors)
10:32.0,,,43-53,,Offensive rebound by M. Gortat
10:26.0,,,43-55,2,J. Wall makes 2-pt shot from 17 ft
10:14.0,Turnover by R. Hood (bad pass; steal by J. Wall),,43-55,,
10:11.0,Personal take foul by R. Hood (drawn by J. Wall),,43-55,,
10:05.0,,,43-57,2,J. Wall makes 2-pt shot from 2 ft (assist by N. Hilario)
9:52.0,Offensive foul by D. Favors,,43-57,,
9:52.0,Turnover by D. Favors (offensive foul),,43-57,,
9:52.0,T. Booker enters the game for D. Favors,,43-57,,
9:34.0,,,43-59,2,N. Hilario makes 2-pt shot at rim
9:12.0,Shooting foul by N. Hilario (drawn by R. Hood),,43-59,,
9:12.0,R. Hood makes free throw 1 of 2,1,44-59,,
9:12.0,R. Hood misses free throw 2 of 2,,44-59,,
9:10.0,,,44-59,,Defensive rebound by N. Hilario
8:57.0,,,44-61,2,N. Hilario makes 2-pt shot from 20 ft (assist by J. Wall)
8:51.0,Utah full timeout,,44-61,,
8:42.0,G. Hayward misses 3-pt shot from 28 ft,,44-61,,
8:40.0,,,44-61,,Defensive rebound by M. Gortat
8:23.0,,,44-61,,O. Porter misses 2-pt shot from 19 ft
8:22.0,Defensive rebound by R. Gobert,,44-61,,
8:07.0,R. Hood makes 3-pt shot from 25 ft (assist by R. Neto),3,47-61,,
7:58.0,,,47-61,,Shooting foul by T. Booker (drawn by N. Hilario)
7:58.0,,,47-62,1,N. Hilario makes free throw 1 of 2
7:58.0,,,47-63,1,N. Hilario makes free throw 2 of 2
7:47.0,G. Hayward makes 2-pt shot from 16 ft (assist by R. Gobert),2,49-63,,
7:32.0,,,49-63,,N. Hilario misses 2-pt shot at rim
7:31.0,Defensive rebound by T. Booker,,49-63,,
7:14.0,R. Gobert makes 2-pt shot at rim (assist by R. Neto),2,51-63,,
6:57.0,,,51-63,,O. Porter misses 2-pt shot from 17 ft
6:56.0,Defensive rebound by T. Booker,,51-63,,
6:51.0,Turnover by R. Neto (lost ball; steal by G. Temple),,51-63,,
6:47.0,,,51-63,,Shooting foul by R. Neto (drawn by G. Temple)
6:47.0,,,51-64,1,G. Temple makes free throw 1 of 2
6:47.0,,,51-64,,G. Temple misses free throw 2 of 2
6:46.0,Defensive rebound by T. Booker,,51-64,,
6:34.0,,,51-64,,Personal foul by O. Porter (drawn by T. Booker)
6:27.0,Turnover by R. Neto (lost ball; steal by J. Wall),,51-64,,
6:21.0,,,51-66,2,N. Hilario makes 2-pt shot at rim (assist by J. Wall)
6:06.0,Turnover by R. Hood (bad pass; steal by M. Gortat),,51-66,,
6:03.0,,,51-66,,G. Temple misses 2-pt shot from 3 ft (block by G. Hayward)
6:03.0,,,51-66,,Offensive rebound by Team
6:03.0,T. Burke enters the game for R. Neto,,51-66,,
5:55.0,,,51-66,,M. Gortat misses 2-pt shot from 8 ft
5:54.0,Defensive rebound by R. Hood,,51-66,,
5:38.0,,,51-66,,Personal foul by N. Hilario (drawn by T. Booker)
5:38.0,,,51-66,,J. Dudley enters the game for N. Hilario
5:38.0,C. Johnson enters the game for R. Hood,,51-66,,
5:31.0,G. Hayward makes 2-pt shot from 15 ft,2,53-66,,
5:26.0,,,53-66,,Turnover by J. Wall (lost ball; steal by G. Hayward)
5:21.0,C. Johnson makes 2-pt shot at rim (assist by G. Hayward),2,55-66,,
5:17.0,,,55-66,,Turnover by G. Temple (bad pass; steal by C. Johnson)
5:11.0,,,55-66,,Personal foul by J. Dudley (drawn by R. Gobert)
5:11.0,R. Gobert misses free throw 1 of 2,,55-66,,
5:11.0,Offensive rebound by Team,,55-66,,
5:11.0,,,55-66,,B. Beal enters the game for O. Porter
5:11.0,R. Gobert makes free throw 2 of 2,1,56-66,,
5:00.0,,,56-66,,M. Gortat misses 2-pt shot from 9 ft
4:59.0,Defensive rebound by R. Gobert,,56-66,,
4:44.0,T. Booker misses 2-pt shot from 1 ft,,56-66,,
4:43.0,Offensive rebound by R. Gobert,,56-66,,
4:43.0,R. Gobert misses 2-pt shot from 2 ft,,56-66,,
4:43.0,Offensive rebound by R. Gobert,,56-66,,
4:43.0,R. Gobert makes 2-pt shot from 2 ft,2,58-66,,
4:43.0,,,58-66,,Washington full timeout
4:24.0,,,58-66,,G. Temple misses 2-pt shot from 14 ft
4:23.0,Defensive rebound by R. Gobert,,58-66,,
4:06.0,,,58-66,,Personal foul by G. Temple (drawn by R. Gobert)
4:06.0,R. Gobert makes free throw 1 of 2,1,59-66,,
4:06.0,R. Gobert misses free throw 2 of 2,,59-66,,
4:05.0,,,59-66,,Defensive rebound by M. Gortat
3:52.0,,,59-66,,Shooting foul by G. Hayward (drawn by M. Gortat)
3:52.0,,,59-67,1,M. Gortat makes free throw 1 of 2
3:52.0,,,59-68,1,M. Gortat makes free throw 2 of 2
3:38.0,,,59-68,,Personal foul by G. Temple (drawn by G. Hayward)
3:38.0,G. Hayward makes free throw 1 of 2,1,60-68,,
3:38.0,,,60-68,,O. Porter enters the game for G. Temple
3:38.0,G. Hayward makes free throw 2 of 2,1,61-68,,
3:25.0,,,61-68,,J. Wall misses 3-pt shot from 26 ft
3:24.0,Defensive rebound by G. Hayward,,61-68,,
3:17.0,G. Hayward misses 2-pt shot from 8 ft,,61-68,,
3:16.0,Offensive rebound by R. Gobert,,61-68,,
3:14.0,R. Gobert makes 2-pt shot at rim,2,63-68,,
3:09.0,Personal foul by C. Johnson (drawn by J. Dudley),,63-68,,
3:09.0,,,63-69,1,J. Dudley makes free throw 1 of 2
3:09.0,,,63-69,,J. Dudley misses free throw 2 of 2
3:07.0,,,63-69,,Offensive rebound by M. Gortat
2:59.0,,,63-69,,B. Beal misses 2-pt shot from 15 ft
2:58.0,Defensive rebound by Team,,63-69,,
2:45.0,Turnover by R. Gobert (lost ball; steal by J. Wall),,63-69,,
2:39.0,,,63-72,3,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall)
2:17.0,T. Burke misses 2-pt shot from 21 ft,,63-72,,
2:16.0,Offensive rebound by T. Booker,,63-72,,
2:15.0,Shooting foul by M. Gortat (drawn by T. Booker),,63-72,,
2:15.0,T. Booker misses free throw 1 of 2,,63-72,,
2:15.0,Offensive rebound by Team,,63-72,,
2:15.0,,,63-72,,N. Hilario enters the game for M. Gortat
2:15.0,T. Booker makes free throw 2 of 2,1,64-72,,
2:03.0,,,64-72,,J. Wall misses 2-pt shot from 14 ft
2:02.0,Defensive rebound by R. Gobert,,64-72,,
1:57.0,Turnover by T. Burke (lost ball),,64-72,,
1:57.0,,,64-72,,R. Sessions enters the game for J. Wall
1:36.0,,,64-72,,J. Dudley misses 3-pt shot from 26 ft
1:35.0,,,64-72,,Offensive rebound by N. Hilario
1:29.0,,,64-72,,Turnover by N. Hilario (lost ball; steal by T. Booker)
1:24.0,Turnover by G. Hayward (bad pass; steal by O. Porter),,64-72,,
1:19.0,,,64-74,2,B. Beal makes 2-pt shot at rim (assist by N. Hilario)
1:11.0,G. Hayward makes 2-pt shot from 7 ft (assist by T. Burke),2,66-74,,
0:57.0,,,66-76,2,R. Sessions makes 2-pt shot from 2 ft (assist by N. Hilario)
0:39.0,G. Hayward makes 2-pt shot from 7 ft (assist by R. Gobert),2,68-76,,
0:30.0,,,68-76,,R. Sessions misses 2-pt shot at rim
0:29.0,Defensive rebound by T. Burke,,68-76,,
0:23.0,Turnover by C. Johnson (step out of bounds),,68-76,,
0:23.0,,,68-76,,J. Wall enters the game for O. Porter
0:01.0,,,68-76,,J. Wall misses 2-pt shot from 1 ft
0:00.0,,,68-76,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,68-78,2,B. Beal makes 2-pt shot from 15 ft (assist by N. Hilario)
11:23.0,T. Burke misses 3-pt shot from 27 ft,,68-78,,
11:22.0,,,68-78,,Defensive rebound by B. Beal
11:16.0,,,68-80,2,B. Beal makes 2-pt shot from 1 ft
11:01.0,D. Favors makes 2-pt shot from 1 ft (assist by T. Burke),2,70-80,,
10:49.0,,,70-80,,J. Dudley misses 3-pt shot from 23 ft
10:48.0,Defensive rebound by D. Favors,,70-80,,
10:39.0,,,70-80,,Personal foul by N. Hilario (drawn by D. Favors)
10:27.0,Shooting foul by O. Porter (drawn by R. Hood),,70-80,,
10:27.0,R. Hood makes free throw 1 of 2,1,71-80,,
10:27.0,,,71-80,,J. Wall enters the game for O. Porter
10:27.0,R. Hood makes free throw 2 of 2,1,72-80,,
10:09.0,,,72-80,,Turnover by B. Beal (bad pass; steal by R. Hood)
10:01.0,T. Lyles misses 2-pt shot from 5 ft (block by B. Beal),,72-80,,
10:00.0,,,72-80,,Defensive rebound by B. Beal
9:56.0,,,72-82,2,R. Sessions makes 2-pt shot from 2 ft (assist by B. Beal)
9:39.0,T. Burke misses 2-pt shot from 3 ft,,72-82,,
9:38.0,,,72-82,,Defensive rebound by R. Sessions
9:32.0,,,72-85,3,B. Beal makes 3-pt shot from 27 ft (assist by J. Wall)
9:08.0,R. Hood makes 3-pt shot from 23 ft (assist by D. Favors),3,75-85,,
8:59.0,,,75-85,,N. Hilario misses 2-pt shot at rim (block by D. Favors)
8:59.0,Defensive rebound by Team,,75-85,,
8:59.0,Official timeout,,75-85,,
8:59.0,,,75-85,,M. Gortat enters the game for N. Hilario
8:59.0,R. Neto enters the game for T. Burke,,75-85,,
8:43.0,D. Favors makes 2-pt shot from 16 ft (assist by R. Hood),2,77-85,,
8:21.0,,,77-87,2,R. Sessions makes 2-pt shot from 5 ft
8:02.0,R. Hood misses 2-pt shot from 17 ft,,77-87,,
8:01.0,Offensive rebound by T. Lyles,,77-87,,
7:54.0,D. Favors makes 2-pt shot from 16 ft,2,79-87,,
7:43.0,,,79-89,2,B. Beal makes 2-pt shot from 14 ft
7:17.0,R. Neto misses 2-pt shot from 13 ft,,79-89,,
7:16.0,,,79-89,,Defensive rebound by J. Dudley
7:11.0,,,79-91,2,J. Wall makes 2-pt shot from 1 ft
6:50.0,D. Favors misses 2-pt shot from 17 ft,,79-91,,
6:49.0,,,79-91,,Defensive rebound by J. Wall
6:39.0,,,79-91,,B. Beal misses 3-pt shot from 27 ft
6:38.0,Defensive rebound by T. Lyles,,79-91,,
6:28.0,J. Ingles misses 3-pt shot from 26 ft,,79-91,,
6:27.0,,,79-91,,Defensive rebound by M. Gortat
6:21.0,,,79-91,,Washington full timeout
6:21.0,G. Hayward enters the game for J. Ingles,,79-91,,
6:21.0,,,79-91,,G. Temple enters the game for B. Beal
6:21.0,R. Gobert enters the game for R. Neto,,79-91,,
6:21.0,C. Johnson enters the game for T. Lyles,,79-91,,
6:11.0,,,79-91,,J. Wall misses 2-pt shot from 20 ft
6:10.0,,,79-91,,Offensive rebound by J. Dudley
6:07.0,,,79-91,,Turnover by J. Wall (bad pass; steal by R. Gobert)
5:47.0,Turnover by G. Hayward (bad pass; steal by G. Temple),,79-91,,
5:45.0,Clear path foul by C. Johnson,,79-91,,
5:45.0,,,79-91,,G. Temple misses clear path free throw 1 of 2
5:45.0,,,79-91,,Offensive rebound by Team
5:45.0,,,79-91,,G. Temple misses clear path free throw 2 of 2
5:45.0,,,79-91,,Offensive rebound by Team
5:38.0,,,79-91,,Turnover by M. Gortat (traveling)
5:26.0,Turnover by R. Hood (bad pass; steal by M. Gortat),,79-91,,
5:21.0,,,79-93,2,R. Sessions makes 2-pt shot at rim (assist by J. Dudley)
5:08.0,G. Hayward misses 3-pt shot from 24 ft,,79-93,,
5:07.0,Offensive rebound by D. Favors,,79-93,,
5:02.0,C. Johnson misses 3-pt shot from 23 ft,,79-93,,
5:01.0,Offensive rebound by Team,,79-93,,
4:49.0,Shooting foul by J. Dudley (drawn by R. Gobert),,79-93,,
4:49.0,R. Gobert makes free throw 1 of 2,1,80-93,,
4:49.0,R. Gobert makes free throw 2 of 2,1,81-93,,
