time,Atlanta,pts.away,score,pts.home,Toronto
0:07.0,D. Schroder makes 2-pt shot from 4 ft,2,20-25,,
0:00.0,,,20-25,,C. Joseph misses 3-pt shot from 24 ft
0:00.0,,,20-25,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:52.0,,,20-25,,Def 3 sec tech foul by P. Patterson
11:52.0,K. Korver makes technical free throw,1,21-25,,
11:41.0,Turnover by M. Scott (lost ball; steal by B. Biyombo),,21-25,,
11:35.0,,,21-25,,Shooting foul by D. Schroder (drawn by K. Lowry)
11:35.0,,,21-26,1,K. Lowry makes free throw 1 of 3
11:35.0,,,21-27,1,K. Lowry makes free throw 2 of 3
11:35.0,,,21-28,1,K. Lowry makes free throw 3 of 3
11:15.0,D. Schroder misses 2-pt shot from 5 ft (block by C. Joseph),,21-28,,
11:12.0,,,21-28,,Defensive rebound by K. Lowry
11:05.0,,,21-28,,T. Ross misses 3-pt shot from 24 ft
11:04.0,Defensive rebound by A. Horford,,21-28,,
10:59.0,Turnover by T. Hardaway (lost ball),,21-28,,
10:42.0,,,21-30,2,T. Ross makes 2-pt shot from 20 ft (assist by C. Joseph)
10:21.0,T. Hardaway misses 3-pt shot from 24 ft,,21-30,,
10:19.0,,,21-30,,Defensive rebound by T. Ross
10:02.0,,,21-30,,K. Lowry misses 2-pt shot from 4 ft
10:01.0,Defensive rebound by A. Horford,,21-30,,
9:49.0,M. Scott misses 3-pt shot from 25 ft,,21-30,,
9:48.0,Offensive rebound by K. Korver,,21-30,,
9:44.0,T. Hardaway misses 3-pt shot from 26 ft,,21-30,,
9:43.0,,,21-30,,Defensive rebound by B. Biyombo
9:26.0,,,21-30,,K. Lowry misses 2-pt shot from 18 ft
9:26.0,Defensive rebound by D. Schroder,,21-30,,
9:17.0,M. Scott makes 2-pt shot from 19 ft (assist by K. Korver),2,23-30,,
9:04.0,Personal foul by A. Horford,,23-30,,
9:04.0,K. Bazemore enters the game for T. Hardaway,,23-30,,
9:04.0,,,23-30,,Toronto full timeout
8:55.0,,,23-33,3,P. Patterson makes 3-pt shot from 26 ft (assist by C. Joseph)
8:41.0,A. Horford misses 3-pt shot from 26 ft,,23-33,,
8:40.0,Offensive rebound by M. Scott,,23-33,,
8:29.0,K. Bazemore misses 3-pt shot from 25 ft,,23-33,,
8:28.0,,,23-33,,Defensive rebound by P. Patterson
8:14.0,P. Millsap enters the game for M. Scott,,23-33,,
8:14.0,J. Teague enters the game for D. Schroder,,23-33,,
8:11.0,,,23-33,,K. Lowry misses 2-pt shot from 21 ft
8:11.0,Defensive rebound by P. Millsap,,23-33,,
7:57.0,J. Teague misses 2-pt shot from 3 ft (block by B. Biyombo),,23-33,,
7:54.0,Offensive rebound by K. Korver,,23-33,,
7:52.0,K. Korver misses 2-pt shot from 23 ft,,23-33,,
7:51.0,Offensive rebound by A. Horford,,23-33,,
7:43.0,K. Bazemore makes 2-pt shot from 3 ft (assist by A. Horford),2,25-33,,
7:32.0,,,25-33,,Turnover by K. Lowry (lost ball; steal by P. Millsap)
7:26.0,P. Millsap makes 2-pt shot from 1 ft,2,27-33,,
7:11.0,,,27-33,,Shooting foul by K. Bazemore (drawn by K. Lowry)
7:11.0,,,27-34,1,K. Lowry makes free throw 1 of 3
7:11.0,,,27-34,,K. Lowry misses free throw 2 of 3
7:11.0,,,27-34,,Offensive rebound by Team
7:11.0,T. Sefolosha enters the game for K. Bazemore,,27-34,,
7:11.0,,,27-35,1,K. Lowry makes free throw 3 of 3
6:53.0,J. Teague makes 2-pt shot from 6 ft,2,29-35,,
6:32.0,,,29-35,,C. Joseph misses 3-pt shot from 25 ft
6:32.0,Defensive rebound by P. Millsap,,29-35,,
6:22.0,J. Teague misses 2-pt shot from 2 ft,,29-35,,
6:22.0,,,29-35,,Defensive rebound by P. Patterson
6:16.0,,,29-37,2,C. Joseph makes 2-pt shot from 1 ft (assist by K. Lowry)
6:16.0,Atlanta full timeout,,29-37,,
6:16.0,,,29-37,,D. DeRozan enters the game for C. Joseph
6:16.0,,,29-37,,J. Valanciunas enters the game for B. Biyombo
6:00.0,A. Horford makes 3-pt shot from 23 ft (assist by P. Millsap),3,32-37,,
5:39.0,,,32-37,,T. Ross misses 2-pt shot from 18 ft
5:39.0,Defensive rebound by P. Millsap,,32-37,,
5:32.0,P. Millsap misses 2-pt shot from 4 ft,,32-37,,
5:31.0,,,32-37,,Defensive rebound by J. Valanciunas
5:17.0,,,32-39,2,P. Patterson makes 2-pt shot from 4 ft (assist by D. DeRozan)
4:54.0,K. Korver misses 3-pt shot from 23 ft,,32-39,,
4:53.0,Offensive rebound by P. Millsap,,32-39,,
4:51.0,P. Millsap misses 2-pt shot from 2 ft,,32-39,,
4:50.0,,,32-39,,Defensive rebound by J. Valanciunas
4:44.0,,,32-39,,Shooting foul by T. Sefolosha (drawn by D. DeRozan)
4:44.0,,,32-40,1,D. DeRozan makes free throw 1 of 2
4:44.0,K. Humphries enters the game for A. Horford,,32-40,,
4:44.0,,,32-41,1,D. DeRozan makes free throw 2 of 2
4:31.0,K. Korver misses 2-pt shot from 19 ft,,32-41,,
4:31.0,,,32-41,,Defensive rebound by D. DeRozan
4:19.0,,,32-44,3,K. Lowry makes 3-pt shot from 25 ft (assist by D. DeRozan)
4:00.0,K. Korver misses 3-pt shot from 24 ft,,32-44,,
4:00.0,Offensive rebound by P. Millsap,,32-44,,
3:53.0,,,32-44,,Personal foul by D. DeRozan
3:53.0,K. Bazemore enters the game for T. Sefolosha,,32-44,,
3:47.0,P. Millsap makes 2-pt shot from 1 ft (assist by J. Teague),2,34-44,,
3:29.0,,,34-44,,D. DeRozan misses 2-pt shot from 2 ft (block by P. Millsap)
3:29.0,,,34-44,,Offensive rebound by Team
3:29.0,T. Sefolosha enters the game for K. Korver,,34-44,,
3:23.0,,,34-47,3,K. Lowry makes 3-pt shot from 27 ft (assist by P. Patterson)
3:11.0,K. Bazemore makes 2-pt shot from 2 ft,2,36-47,,
2:47.0,,,36-47,,K. Lowry misses 2-pt shot from 10 ft
2:47.0,Defensive rebound by Team,,36-47,,
2:47.0,,,36-47,,Loose ball foul by J. Valanciunas
2:47.0,Official timeout,,36-47,,
2:47.0,A. Horford enters the game for K. Humphries,,36-47,,
2:34.0,A. Horford misses 2-pt shot from 2 ft,,36-47,,
2:33.0,,,36-47,,Defensive rebound by D. DeRozan
2:13.0,,,36-50,3,D. DeRozan makes 3-pt shot from 25 ft (assist by K. Lowry)
1:46.0,K. Bazemore makes 3-pt shot from 23 ft (assist by A. Horford),3,39-50,,
1:30.0,,,39-53,3,D. DeRozan makes 3-pt shot from 25 ft (assist by K. Lowry)
1:16.0,J. Teague makes 2-pt shot from 8 ft,2,41-53,,
1:00.0,Personal foul by T. Sefolosha,,41-53,,
1:00.0,,,41-53,,P. Patterson misses free throw 1 of 2
1:00.0,,,41-53,,Offensive rebound by Team
1:00.0,,,41-53,,C. Joseph enters the game for K. Lowry
1:00.0,,,41-54,1,P. Patterson makes free throw 2 of 2
0:50.0,J. Teague misses 2-pt shot from 3 ft,,41-54,,
0:50.0,Offensive rebound by A. Horford,,41-54,,
0:48.0,A. Horford misses 2-pt shot from 1 ft,,41-54,,
0:47.0,,,41-54,,Defensive rebound by P. Patterson
0:42.0,,,41-54,,T. Ross misses 3-pt shot from 22 ft
0:41.0,,,41-54,,Offensive rebound by P. Patterson
0:35.0,,,41-54,,D. DeRozan misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by A. Horford,,41-54,,
0:23.0,A. Horford misses 3-pt shot from 26 ft,,41-54,,
0:23.0,,,41-54,,Defensive rebound by Team
0:23.0,,,41-54,,Toronto full timeout
0:23.0,D. Schroder enters the game for K. Bazemore,,41-54,,
0:03.0,,,41-54,,Turnover by D. DeRozan (lost ball; steal by P. Millsap)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,K. Korver makes 2-pt shot from 21 ft (assist by J. Teague),2,43-54,,
11:26.0,,,43-54,,Turnover by J. Valanciunas (3 sec)
11:14.0,Turnover by A. Horford (lost ball),,43-54,,
10:50.0,,,43-56,2,D. DeRozan makes 2-pt shot from 2 ft
10:42.0,J. Teague makes 2-pt shot from 2 ft,2,45-56,,
10:42.0,Shooting foul by J. Valanciunas (drawn by J. Teague),,45-56,,
10:42.0,J. Teague makes free throw 1 of 1,1,46-56,,
10:26.0,,,46-58,2,D. DeRozan makes 2-pt shot from 18 ft
10:13.0,A. Horford misses 2-pt shot from 16 ft,,46-58,,
10:13.0,,,46-58,,Defensive rebound by J. Thompson
9:59.0,,,46-58,,J. Valanciunas misses 2-pt shot from 4 ft
9:59.0,Defensive rebound by P. Millsap,,46-58,,
9:59.0,,,46-58,,Personal foul by J. Thompson
9:47.0,J. Teague makes 2-pt shot from 2 ft,2,48-58,,
9:31.0,,,48-58,,K. Lowry misses 2-pt shot from 17 ft
9:31.0,Defensive rebound by K. Bazemore,,48-58,,
9:22.0,K. Bazemore makes 2-pt shot from 2 ft,2,50-58,,
9:01.0,,,50-58,,D. DeRozan misses 2-pt shot from 14 ft
9:01.0,Defensive rebound by K. Korver,,50-58,,
8:54.0,J. Teague makes 3-pt shot from 26 ft (assist by K. Bazemore),3,53-58,,
8:54.0,,,53-58,,Toronto full timeout
8:35.0,,,53-58,,Shooting foul by P. Millsap (drawn by N. Powell)
8:35.0,,,53-59,1,N. Powell makes free throw 1 of 2
8:35.0,,,53-60,1,N. Powell makes free throw 2 of 2
8:23.0,Turnover by J. Teague (lost ball; steal by D. DeRozan),,53-60,,
7:59.0,,,53-63,3,N. Powell makes 3-pt shot from 25 ft (assist by K. Lowry)
7:34.0,J. Teague misses 2-pt shot from 2 ft,,53-63,,
7:33.0,Offensive rebound by K. Bazemore,,53-63,,
7:30.0,K. Bazemore misses 2-pt shot from 1 ft,,53-63,,
7:29.0,,,53-63,,Defensive rebound by J. Valanciunas
7:26.0,Personal foul by A. Horford,,53-63,,
7:15.0,,,53-65,2,D. DeRozan makes 2-pt shot from 19 ft (assist by N. Powell)
6:57.0,A. Horford makes 2-pt shot from 2 ft (assist by K. Bazemore),2,55-65,,
6:39.0,,,55-65,,J. Valanciunas misses 2-pt shot from 3 ft (block by P. Millsap)
6:38.0,,,55-65,,Offensive rebound by J. Valanciunas
6:35.0,,,55-65,,J. Valanciunas misses 2-pt shot from 4 ft (block by A. Horford)
6:34.0,Defensive rebound by K. Korver,,55-65,,
6:20.0,P. Millsap misses 3-pt shot from 26 ft,,55-65,,
6:20.0,,,55-65,,Defensive rebound by J. Valanciunas
6:09.0,,,55-65,,K. Lowry misses 3-pt shot from 24 ft
6:08.0,Defensive rebound by P. Millsap,,55-65,,
6:03.0,Turnover by P. Millsap (lost ball; steal by D. DeRozan),,55-65,,
5:55.0,,,55-67,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by D. DeRozan)
5:55.0,Atlanta full timeout,,55-67,,
5:55.0,T. Hardaway enters the game for A. Horford,,55-67,,
5:55.0,K. Humphries enters the game for K. Korver,,55-67,,
5:55.0,D. Schroder enters the game for J. Teague,,55-67,,
5:47.0,D. Schroder misses 2-pt shot from 19 ft,,55-67,,
5:46.0,,,55-67,,Defensive rebound by N. Powell
5:29.0,,,55-67,,Shooting foul by P. Millsap (drawn by K. Lowry)
5:29.0,,,55-68,1,K. Lowry makes free throw 1 of 2
5:29.0,,,55-69,1,K. Lowry makes free throw 2 of 2
5:25.0,,,55-69,,Personal foul by J. Thompson
5:19.0,Turnover by K. Humphries (lost ball),,55-69,,
5:10.0,,,55-72,3,N. Powell makes 3-pt shot from 23 ft (assist by K. Lowry)
4:57.0,K. Humphries misses 3-pt shot from 26 ft,,55-72,,
4:56.0,,,55-72,,Defensive rebound by N. Powell
4:51.0,,,55-72,,Shooting foul by K. Humphries (drawn by J. Valanciunas)
4:51.0,,,55-72,,J. Valanciunas misses free throw 1 of 2
4:51.0,,,55-72,,Offensive rebound by Team
4:51.0,M. Scott enters the game for P. Millsap,,55-72,,
4:51.0,,,55-72,,P. Patterson enters the game for J. Thompson
4:51.0,,,55-73,1,J. Valanciunas makes free throw 2 of 2
4:37.0,K. Bazemore misses 2-pt shot from 3 ft,,55-73,,
4:36.0,,,55-73,,Defensive rebound by K. Lowry
4:35.0,,,55-73,,Turnover by K. Lowry (lost ball; steal by K. Bazemore)
4:30.0,T. Hardaway makes 3-pt shot from 23 ft (assist by K. Bazemore),3,58-73,,
4:11.0,,,58-75,2,J. Valanciunas makes 2-pt shot from 4 ft (assist by N. Powell)
4:05.0,,,58-75,,B. Biyombo enters the game for J. Valanciunas
4:05.0,Shooting foul by D. DeRozan (drawn by K. Bazemore),,58-75,,
4:05.0,K. Bazemore misses free throw 1 of 2,,58-75,,
4:05.0,Offensive rebound by Team,,58-75,,
4:05.0,K. Bazemore misses free throw 2 of 2,,58-75,,
4:03.0,,,58-75,,Defensive rebound by B. Biyombo
3:43.0,,,58-75,,K. Lowry misses 2-pt shot from 4 ft
3:43.0,Defensive rebound by K. Bazemore,,58-75,,
3:37.0,K. Bazemore misses 2-pt shot from 4 ft,,58-75,,
3:36.0,,,58-75,,Defensive rebound by B. Biyombo
3:31.0,,,58-77,2,N. Powell makes 2-pt shot at rim
3:16.0,M. Scott makes 2-pt shot from 3 ft (assist by D. Schroder),2,60-77,,
3:16.0,,,60-77,,Violation by P. Patterson (def goaltending)
3:02.0,,,60-77,,Shooting foul by M. Scott (drawn by B. Biyombo)
3:02.0,,,60-77,,B. Biyombo misses free throw 1 of 2
3:02.0,,,60-77,,Offensive rebound by Team
3:02.0,,,60-77,,C. Joseph enters the game for N. Powell
3:02.0,,,60-77,,T. Ross enters the game for K. Lowry
3:02.0,K. Korver enters the game for K. Bazemore,,60-77,,
3:02.0,,,60-78,1,B. Biyombo makes free throw 2 of 2
2:57.0,D. Schroder makes 2-pt shot from 3 ft (assist by T. Hardaway),2,62-78,,
2:57.0,Shooting foul by C. Joseph (drawn by D. Schroder),,62-78,,
2:57.0,D. Schroder makes free throw 1 of 1,1,63-78,,
2:40.0,,,63-81,3,T. Ross makes 3-pt shot from 24 ft (assist by D. DeRozan)
2:26.0,D. Schroder makes 3-pt shot from 27 ft (assist by T. Hardaway),3,66-81,,
2:07.0,,,66-81,,Shooting foul by K. Humphries (drawn by B. Biyombo)
2:07.0,,,66-82,1,B. Biyombo makes free throw 1 of 2
2:07.0,,,66-83,1,B. Biyombo makes free throw 2 of 2
1:57.0,Turnover by D. Schroder (lost ball; steal by B. Biyombo),,66-83,,
1:50.0,,,66-83,,P. Patterson misses 3-pt shot from 24 ft
1:50.0,Defensive rebound by K. Korver,,66-83,,
1:44.0,Turnover by D. Schroder (lost ball; steal by T. Ross),,66-83,,
1:41.0,,,66-83,,Shooting foul by K. Korver (drawn by T. Ross)
1:41.0,,,66-83,,T. Ross misses free throw 1 of 2
1:41.0,,,66-83,,Offensive rebound by Team
1:41.0,,,66-84,1,T. Ross makes free throw 2 of 2
1:33.0,Turnover by K. Humphries (lost ball; steal by T. Ross),,66-84,,
1:20.0,,,66-87,3,D. DeRozan makes 3-pt shot from 22 ft (assist by C. Joseph)
1:00.0,Turnover by T. Hardaway (lost ball; steal by T. Ross),,66-87,,
0:50.0,,,66-87,,Shooting foul by K. Humphries (drawn by B. Biyombo)
0:50.0,,,66-88,1,B. Biyombo makes free throw 1 of 2
0:50.0,K. Hinrich enters the game for K. Korver,,66-88,,
0:50.0,,,66-89,1,B. Biyombo makes free throw 2 of 2
0:35.0,,,66-89,,Def 3 sec tech foul by B. Biyombo
0:35.0,T. Hardaway makes technical free throw,1,67-89,,
0:28.0,M. Scott misses 2-pt shot from 7 ft,,67-89,,
0:27.0,,,67-89,,Defensive rebound by Team
0:08.0,,,67-89,,Offensive foul by P. Patterson
0:08.0,,,67-89,,Turnover by P. Patterson (offensive foul)
0:01.0,D. Schroder misses 2-pt shot from 3 ft,,67-89,,
0:00.0,,,67-89,,Defensive rebound by B. Biyombo
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,67-91,2,T. Ross makes 2-pt shot from 12 ft (assist by P. Patterson)
11:21.0,T. Hardaway makes 3-pt shot from 26 ft (assist by K. Hinrich),3,70-91,,
11:02.0,,,70-93,2,T. Ross makes 2-pt shot from 5 ft
10:50.0,Shooting foul by C. Joseph (drawn by D. Schroder),,70-93,,
10:50.0,D. Schroder makes free throw 1 of 2,1,71-93,,
10:50.0,D. Schroder misses free throw 2 of 2,,71-93,,
10:50.0,,,71-93,,Defensive rebound by P. Patterson
10:33.0,,,71-93,,T. Ross misses 2-pt shot from 15 ft
10:32.0,Defensive rebound by M. Scott,,71-93,,
10:15.0,Shooting foul by T. Ross (drawn by D. Schroder),,71-93,,
10:15.0,D. Schroder makes free throw 1 of 2,1,72-93,,
10:15.0,D. Schroder makes free throw 2 of 2,1,73-93,,
10:01.0,,,73-93,,Offensive foul by K. Lowry
10:01.0,,,73-93,,Turnover by K. Lowry (offensive foul)
9:49.0,D. Schroder misses 3-pt shot from 24 ft,,73-93,,
9:48.0,,,73-93,,Defensive rebound by T. Ross
9:34.0,,,73-93,,C. Joseph misses 3-pt shot from 24 ft
9:33.0,Defensive rebound by K. Hinrich,,73-93,,
9:23.0,M. Muscala makes 3-pt shot from 27 ft (assist by M. Scott),3,76-93,,
8:57.0,,,76-93,,K. Lowry misses 2-pt shot from 3 ft
8:57.0,Defensive rebound by D. Schroder,,76-93,,
8:49.0,T. Hardaway makes 3-pt shot from 23 ft (assist by M. Muscala),3,79-93,,
8:48.0,,,79-93,,Toronto full timeout
8:48.0,,,79-93,,J. Valanciunas enters the game for B. Biyombo
8:29.0,,,79-93,,K. Lowry misses 2-pt shot from 15 ft
8:28.0,Defensive rebound by M. Scott,,79-93,,
8:19.0,T. Hardaway makes 2-pt shot from 1 ft,2,81-93,,
8:01.0,,,81-93,,C. Joseph misses 2-pt shot from 17 ft
8:00.0,Defensive rebound by M. Scott,,81-93,,
7:50.0,M. Muscala misses 3-pt shot from 24 ft,,81-93,,
7:50.0,,,81-93,,Defensive rebound by T. Ross
7:30.0,,,81-93,,T. Ross misses 3-pt shot from 26 ft
7:29.0,Defensive rebound by M. Scott,,81-93,,
7:17.0,D. Schroder misses 3-pt shot from 26 ft,,81-93,,
7:16.0,,,81-93,,Defensive rebound by C. Joseph
6:55.0,,,81-93,,K. Lowry misses 3-pt shot from 26 ft
6:54.0,,,81-93,,Offensive rebound by P. Patterson
6:52.0,,,81-93,,P. Patterson misses 2-pt shot at rim
6:50.0,Defensive rebound by K. Hinrich,,81-93,,
6:45.0,Shooting foul by J. Valanciunas (drawn by M. Muscala),,81-93,,
6:45.0,M. Muscala makes free throw 1 of 2,1,82-93,,
6:45.0,,,82-93,,N. Powell enters the game for T. Ross
6:45.0,,,82-93,,D. DeRozan enters the game for C. Joseph
6:45.0,K. Bazemore enters the game for T. Hardaway,,82-93,,
6:45.0,M. Muscala misses free throw 2 of 2,,82-93,,
6:44.0,,,82-93,,Defensive rebound by J. Valanciunas
6:34.0,,,82-93,,K. Lowry misses 2-pt shot from 3 ft (block by M. Muscala)
6:33.0,Defensive rebound by M. Scott,,82-93,,
6:21.0,D. Schroder misses 2-pt shot from 3 ft (block by J. Valanciunas),,82-93,,
6:19.0,Offensive rebound by D. Schroder,,82-93,,
6:12.0,M. Scott makes 2-pt shot from 1 ft (assist by M. Muscala),2,84-93,,
6:07.0,,,84-93,,Toronto full timeout
5:55.0,,,84-93,,Turnover by J. Valanciunas (offensive foul)
5:55.0,,,84-93,,Offensive foul by J. Valanciunas
5:55.0,Official timeout,,84-93,,
5:45.0,Jump ball: K. Lowry vs. D. Schroder (K. Bazemore gains possession),,,,Jump ball: K. Lowry vs. D. Schroder (K. Bazemore gains possession)
5:38.0,Turnover by D. Schroder (lost ball; steal by N. Powell),,84-93,,
5:21.0,Personal foul by K. Bazemore,,84-93,,
5:21.0,T. Hardaway enters the game for D. Schroder,,84-93,,
5:08.0,,,84-93,,Shooting foul by K. Bazemore (drawn by D. DeRozan)
5:08.0,,,84-94,1,D. DeRozan makes free throw 1 of 2
5:08.0,,,84-95,1,D. DeRozan makes free throw 2 of 2
4:47.0,T. Hardaway misses 3-pt shot from 25 ft,,84-95,,
4:47.0,,,84-95,,Defensive rebound by J. Valanciunas
4:38.0,,,84-97,2,K. Lowry makes 2-pt shot from 5 ft
4:27.0,M. Scott misses 3-pt shot from 24 ft,,84-97,,
4:26.0,,,84-97,,Defensive rebound by N. Powell
4:05.0,,,84-99,2,J. Valanciunas makes 2-pt shot from 3 ft (assist by P. Patterson)
4:03.0,Atlanta full timeout,,84-99,,
4:03.0,D. Schroder enters the game for K. Hinrich,,84-99,,
3:51.0,K. Bazemore misses 2-pt shot from 7 ft,,84-99,,
3:50.0,,,84-99,,Defensive rebound by N. Powell
3:40.0,,,84-99,,Offensive foul by J. Valanciunas
3:40.0,,,84-99,,Turnover by J. Valanciunas (offensive foul)
3:33.0,D. Schroder makes 2-pt shot from 19 ft,2,86-99,,
3:09.0,,,86-101,2,J. Valanciunas makes 2-pt shot from 2 ft (assist by K. Lowry)
