time,Houston,pts.away,score,pts.home,San Antonio
5:34.0,J. Smith misses 2-pt shot from 4 ft,,21-22,,
5:33.0,,,21-22,,Defensive rebound by B. Diaw
5:27.0,,,21-22,,T. Parker misses 2-pt shot from 1 ft (block by D. Howard)
5:25.0,Defensive rebound by D. Howard,,21-22,,
5:11.0,P. Beverley makes 2-pt shot from 1 ft (assist by T. Ariza),2,23-22,,
4:51.0,,,23-22,,T. Parker misses 2-pt shot from 2 ft (block by P. Beverley)
4:51.0,Defensive rebound by P. Beverley,,23-22,,
4:51.0,C. Capela enters the game for D. Howard,,23-22,,
4:50.0,Jump ball: P. Beverley vs. T. Parker (T. Ariza gains possession),,,,Jump ball: P. Beverley vs. T. Parker (T. Ariza gains possession)
4:33.0,T. Ariza misses 3-pt shot from 23 ft,,23-22,,
4:32.0,Offensive rebound by C. Capela,,23-22,,
4:28.0,T. Ariza misses 2-pt shot from 1 ft,,23-22,,
4:26.0,,,23-22,,Defensive rebound by L. Aldridge
4:19.0,,,23-24,2,T. Parker makes 2-pt shot from 2 ft
4:03.0,J. Smith misses 3-pt shot from 24 ft,,23-24,,
4:02.0,,,23-24,,Defensive rebound by T. Parker
3:58.0,,,23-26,2,T. Parker makes 2-pt shot at rim
3:46.0,Turnover by J. Smith (traveling),,23-26,,
3:46.0,,,23-26,,P. Mills enters the game for T. Parker
3:46.0,T. Lawson enters the game for P. Beverley,,23-26,,
3:26.0,,,23-26,,Turnover by M. Ginobili (bad pass; steal by T. Ariza)
3:23.0,Offensive charge foul by J. Harden,,23-26,,
3:23.0,Turnover by J. Harden (offensive foul),,23-26,,
3:23.0,C. Brewer enters the game for T. Ariza,,23-26,,
3:06.0,,,23-26,,L. Aldridge misses 2-pt shot from 13 ft
3:04.0,Defensive rebound by J. Smith,,23-26,,
2:55.0,J. Harden misses 2-pt shot from 8 ft (block by K. Leonard),,23-26,,
2:54.0,Offensive rebound by Team,,23-26,,
2:54.0,J. Terry enters the game for J. Harden,,23-26,,
2:42.0,C. Brewer makes 2-pt shot from 21 ft (assist by J. Smith),2,25-26,,
2:32.0,,,25-26,,Shooting foul by C. Capela (drawn by L. Aldridge)
2:32.0,,,25-27,1,L. Aldridge makes free throw 1 of 2
2:32.0,,,25-27,,D. Green enters the game for K. Leonard
2:32.0,,,25-28,1,L. Aldridge makes free throw 2 of 2
2:23.0,,,25-28,,Def 3 sec tech foul by L. Aldridge
2:23.0,J. Terry makes technical free throw,1,26-28,,
2:17.0,,,26-28,,Personal foul by P. Mills (drawn by T. Lawson)
2:09.0,Turnover by C. Capela (lost ball; steal by D. Green),,26-28,,
1:51.0,,,26-31,3,D. Green makes 3-pt shot from 23 ft (assist by B. Diaw)
1:33.0,C. Brewer misses 2-pt shot from 6 ft,,26-31,,
1:32.0,,,26-31,,Defensive rebound by D. Green
1:26.0,,,26-31,,D. Green misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by C. Capela,,26-31,,
1:13.0,J. Smith misses 3-pt shot from 24 ft,,26-31,,
1:11.0,,,26-31,,Defensive rebound by M. Ginobili
0:53.0,,,26-31,,Turnover by M. Ginobili (lost ball; steal by T. Lawson)
0:48.0,Shooting foul by B. Diaw (drawn by T. Lawson),,26-31,,
0:48.0,T. Lawson misses free throw 1 of 2,,26-31,,
0:48.0,Offensive rebound by Team,,26-31,,
0:48.0,,,26-31,,D. West enters the game for L. Aldridge
0:48.0,T. Lawson makes free throw 2 of 2,1,27-31,,
0:36.0,,,27-31,,P. Mills misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by C. Brewer,,27-31,,
0:34.0,,,27-31,,Loose ball foul by M. Ginobili (drawn by C. Brewer)
0:34.0,C. Brewer misses free throw 1 of 2,,27-31,,
0:34.0,Offensive rebound by Team,,27-31,,
0:34.0,C. Brewer makes free throw 2 of 2,1,28-31,,
0:27.0,Personal foul by J. Smith (drawn by M. Ginobili),,28-31,,
0:27.0,,,28-32,1,M. Ginobili makes free throw 1 of 2
0:27.0,J. Harden enters the game for J. Smith,,28-32,,
0:27.0,,,28-33,1,M. Ginobili makes free throw 2 of 2
0:27.0,,,28-33,,Personal take foul by B. Diaw (drawn by C. Capela)
0:27.0,C. Capela makes free throw 1 of 2,1,29-33,,
0:27.0,,,29-33,,K. Leonard enters the game for B. Diaw
0:27.0,T. Ariza enters the game for J. Terry,,29-33,,
0:27.0,C. Capela misses free throw 2 of 2,,29-33,,
0:26.0,,,29-33,,Defensive rebound by D. Green
0:07.0,,,29-35,2,M. Ginobili makes 2-pt shot from 2 ft (assist by P. Mills)
0:07.0,,,29-35,,Personal foul by D. Green (drawn by C. Capela)
0:07.0,C. Capela misses free throw 1 of 2,,29-35,,
0:07.0,Offensive rebound by Team,,29-35,,
0:07.0,D. Howard enters the game for T. Lawson,,29-35,,
0:07.0,C. Capela misses free throw 2 of 2,,29-35,,
0:05.0,,,29-35,,Defensive rebound by D. West
0:01.0,,,29-35,,D. Green misses 2-pt shot at rim (block by C. Capela)
0:01.0,,,29-35,,Offensive rebound by D. Green
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:50.0,Personal foul by C. Brewer (drawn by D. West),,29-35,,
11:47.0,,,29-35,,P. Mills misses 3-pt shot from 24 ft
11:46.0,Defensive rebound by J. Smith,,29-35,,
11:34.0,J. Smith makes 2-pt shot from 8 ft (assist by T. Lawson),2,31-35,,
11:16.0,,,31-35,,B. Diaw misses 2-pt shot from 1 ft (block by D. Howard)
11:16.0,Defensive rebound by J. Smith,,31-35,,
11:16.0,,,31-35,,Personal foul by B. Diaw (drawn by J. Smith)
11:01.0,Turnover by J. Smith (bad pass; steal by B. Diaw),,31-35,,
10:57.0,,,31-35,,P. Mills misses 2-pt shot at rim (block by T. Lawson)
10:56.0,,,31-35,,Offensive rebound by Team
10:50.0,,,31-35,,P. Mills misses 2-pt shot from 16 ft
10:49.0,Defensive rebound by J. Smith,,31-35,,
10:36.0,J. Smith makes 2-pt shot from 2 ft (assist by D. Howard),2,33-35,,
10:20.0,,,33-37,2,P. Mills makes 2-pt shot from 15 ft (assist by M. Ginobili)
10:10.0,Turnover by D. Howard (bad pass; steal by D. Green),,33-37,,
10:04.0,,,33-39,2,P. Mills makes 2-pt shot from 1 ft (assist by D. Green)
9:48.0,C. Brewer misses 3-pt shot from 22 ft,,33-39,,
9:46.0,,,33-39,,Defensive rebound by D. Green
9:37.0,,,33-39,,M. Ginobili misses 3-pt shot from 25 ft
9:36.0,Defensive rebound by J. Terry,,33-39,,
9:35.0,Shooting foul by M. Ginobili (drawn by J. Smith),,33-39,,
9:35.0,J. Smith misses free throw 1 of 2,,33-39,,
9:35.0,Offensive rebound by Team,,33-39,,
9:35.0,,,33-39,,K. Leonard enters the game for M. Ginobili
9:35.0,,,33-39,,B. Marjanovic enters the game for B. Diaw
9:35.0,,,33-39,,Violation by B. Marjanovic (lane)
9:35.0,J. Smith misses free throw 2 of 2,,33-39,,
9:35.0,,,33-39,,Defensive rebound by K. Leonard
9:30.0,Personal foul by C. Brewer (drawn by K. Leonard),,33-39,,
9:30.0,T. Ariza enters the game for C. Brewer,,33-39,,
9:30.0,T. Jones enters the game for J. Smith,,33-39,,
9:30.0,J. Harden enters the game for T. Lawson,,33-39,,
9:30.0,P. Beverley enters the game for J. Terry,,33-39,,
9:19.0,,,33-42,3,D. Green makes 3-pt shot from 24 ft (assist by P. Mills)
8:53.0,T. Jones misses 3-pt shot from 24 ft,,33-42,,
8:52.0,,,33-42,,Defensive rebound by P. Mills
8:45.0,,,33-44,2,P. Mills makes 2-pt shot from 2 ft
8:45.0,Houston full timeout,,33-44,,
8:45.0,,,33-44,,L. Aldridge enters the game for D. West
8:45.0,,,33-44,,Personal take foul by B. Marjanovic (drawn by D. Howard)
8:45.0,D. Howard makes free throw 1 of 2,1,34-44,,
8:45.0,D. Howard makes free throw 2 of 2,1,35-44,,
8:31.0,,,35-44,,Shooting foul by T. Ariza (drawn by K. Leonard)
8:31.0,,,35-45,1,K. Leonard makes free throw 1 of 2
8:31.0,,,35-45,,K. Leonard misses free throw 2 of 2
8:30.0,Defensive rebound by D. Howard,,35-45,,
8:14.0,Shooting foul by B. Marjanovic (drawn by D. Howard),,35-45,,
8:14.0,D. Howard makes free throw 1 of 2,1,36-45,,
8:14.0,,,36-45,,T. Parker enters the game for P. Mills
8:14.0,D. Howard makes free throw 2 of 2,1,37-45,,
7:50.0,,,37-47,2,T. Parker makes 2-pt shot from 13 ft
7:26.0,P. Beverley makes 2-pt shot from 13 ft,2,39-47,,
7:13.0,Personal foul by P. Beverley (drawn by T. Parker),,39-47,,
7:13.0,,,39-47,,D. West enters the game for B. Marjanovic
7:00.0,,,39-50,3,D. Green makes 3-pt shot from 23 ft (assist by D. West)
6:50.0,P. Beverley makes 2-pt shot from 8 ft,2,41-50,,
6:30.0,,,41-50,,Turnover by D. West (traveling)
6:10.0,T. Ariza misses 2-pt shot from 16 ft,,41-50,,
6:09.0,,,41-50,,Defensive rebound by Team
5:46.0,,,41-52,2,L. Aldridge makes 2-pt shot from 16 ft (assist by D. Green)
5:34.0,J. Harden makes 2-pt shot from 1 ft,2,43-52,,
5:13.0,,,43-54,2,D. West makes 2-pt shot from 17 ft (assist by L. Aldridge)
4:58.0,T. Jones misses 3-pt shot from 24 ft,,43-54,,
4:57.0,Offensive rebound by D. Howard,,43-54,,
4:57.0,Shooting foul by L. Aldridge (drawn by D. Howard),,43-54,,
4:57.0,Official timeout,,43-54,,
4:57.0,D. Howard misses free throw 1 of 2,,43-54,,
4:57.0,Offensive rebound by Team,,43-54,,
4:57.0,D. Howard makes free throw 2 of 2,1,44-54,,
4:38.0,,,44-54,,K. Leonard misses 2-pt shot from 18 ft
4:37.0,Defensive rebound by D. Howard,,44-54,,
4:26.0,Turnover by J. Harden (bad pass; steal by T. Parker),,44-54,,
4:16.0,,,44-57,3,K. Leonard makes 3-pt shot from 24 ft (assist by T. Parker)
4:01.0,P. Beverley misses 2-pt shot from 12 ft,,44-57,,
4:00.0,,,44-57,,Defensive rebound by T. Parker
3:55.0,,,44-60,3,D. Green makes 3-pt shot from 24 ft (assist by T. Parker)
3:55.0,Houston full timeout,,44-60,,
3:55.0,C. Capela enters the game for D. Howard,,44-60,,
3:55.0,T. Lawson enters the game for T. Jones,,44-60,,
3:42.0,T. Ariza misses 3-pt shot from 24 ft,,44-60,,
3:40.0,,,44-60,,Defensive rebound by D. Green
3:32.0,,,44-60,,L. Aldridge misses 2-pt shot from 3 ft (block by T. Ariza)
3:30.0,,,44-60,,Offensive rebound by L. Aldridge
3:26.0,,,44-62,2,L. Aldridge makes 2-pt shot at rim
3:08.0,Shooting foul by D. West (drawn by T. Lawson),,44-62,,
3:08.0,T. Lawson misses free throw 1 of 2,,44-62,,
3:08.0,Offensive rebound by Team,,44-62,,
3:08.0,,,44-62,,San Antonio full timeout
3:08.0,T. Lawson makes free throw 2 of 2,1,45-62,,
2:46.0,,,45-62,,Turnover by L. Aldridge (lost ball; steal by P. Beverley)
2:43.0,Shooting foul by T. Parker (drawn by P. Beverley),,45-62,,
2:43.0,P. Beverley makes free throw 1 of 2,1,46-62,,
2:43.0,,,46-62,,K. Anderson enters the game for D. West
2:43.0,P. Beverley misses free throw 2 of 2,,46-62,,
2:43.0,Offensive rebound by Team,,46-62,,
2:31.0,P. Beverley misses 2-pt shot from 4 ft,,46-62,,
2:31.0,Offensive rebound by C. Capela,,46-62,,
2:31.0,,,46-62,,Personal foul by K. Anderson (drawn by C. Capela)
2:31.0,C. Capela makes free throw 1 of 2,1,47-62,,
2:31.0,C. Capela makes free throw 2 of 2,1,48-62,,
2:18.0,,,48-62,,T. Parker misses 2-pt shot from 3 ft
2:17.0,Defensive rebound by C. Capela,,48-62,,
2:14.0,J. Harden misses 2-pt shot from 9 ft,,48-62,,
2:13.0,Offensive rebound by J. Harden,,48-62,,
2:11.0,,,48-62,,Personal foul by K. Leonard (drawn by T. Ariza)
2:11.0,T. Ariza makes free throw 1 of 2,1,49-62,,
2:11.0,,,49-62,,M. Ginobili enters the game for D. Green
2:11.0,T. Ariza misses free throw 2 of 2,,49-62,,
2:10.0,,,49-62,,Defensive rebound by K. Anderson
1:51.0,,,49-64,2,K. Leonard makes 2-pt shot from 16 ft (assist by M. Ginobili)
1:48.0,Turnover by J. Harden (bad pass),,49-64,,
1:45.0,,,49-66,2,K. Leonard makes 2-pt shot from 10 ft (assist by T. Parker)
1:21.0,J. Harden misses 3-pt shot from 22 ft,,49-66,,
1:20.0,,,49-66,,Defensive rebound by Team
1:20.0,Loose ball foul by C. Capela (drawn by K. Anderson),,49-66,,
1:20.0,,,49-66,,K. Anderson misses free throw 1 of 2
1:20.0,,,49-66,,Offensive rebound by Team
1:20.0,,,49-67,1,K. Anderson makes free throw 2 of 2
1:03.0,Turnover by C. Capela (lost ball),,49-67,,
0:40.0,,,49-67,,K. Leonard misses 2-pt shot from 11 ft
0:40.0,,,49-67,,Offensive rebound by L. Aldridge
0:40.0,,,49-69,2,L. Aldridge makes 2-pt shot at rim
0:27.0,C. Capela misses 2-pt shot from 7 ft,,49-69,,
0:26.0,Offensive rebound by P. Beverley,,49-69,,
0:26.0,C. Capela misses 2-pt shot from 8 ft,,49-69,,
0:26.0,Offensive rebound by Team,,49-69,,
0:18.0,P. Beverley misses 3-pt shot from 22 ft,,49-69,,
0:18.0,Offensive rebound by C. Capela,,49-69,,
0:18.0,,,49-69,,Personal foul by K. Anderson (drawn by C. Capela)
0:18.0,C. Capela misses free throw 1 of 2,,49-69,,
0:18.0,Offensive rebound by Team,,49-69,,
0:18.0,,,49-69,,P. Mills enters the game for T. Parker
0:18.0,,,49-69,,D. Green enters the game for K. Anderson
0:18.0,C. Capela misses free throw 2 of 2,,49-69,,
0:17.0,,,49-69,,Defensive rebound by P. Mills
0:01.0,,,49-69,,Turnover by K. Leonard (lost ball; steal by T. Ariza)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,49-69,,T. Parker misses 2-pt shot from 1 ft
11:47.0,Defensive rebound by J. Harden,,49-69,,
11:34.0,C. Brewer makes 3-pt shot from 22 ft (assist by J. Harden),3,52-69,,
11:23.0,,,52-69,,Shooting foul by D. Howard (drawn by L. Aldridge)
11:23.0,,,52-71,2,L. Aldridge makes 2-pt shot from 2 ft (assist by T. Parker)
11:23.0,,,52-72,1,L. Aldridge makes free throw 1 of 1
11:01.0,C. Brewer misses 3-pt shot from 22 ft,,52-72,,
10:59.0,,,52-72,,Defensive rebound by L. Aldridge
10:48.0,,,52-72,,K. Leonard misses 2-pt shot from 7 ft
10:47.0,Defensive rebound by D. Howard,,52-72,,
10:42.0,Turnover by C. Brewer (bad pass; steal by K. Leonard),,52-72,,
10:38.0,,,52-74,2,T. Parker makes 2-pt shot at rim (assist by D. Green)
10:31.0,Turnover by D. Howard (3 sec),,52-74,,
10:19.0,,,52-76,2,K. Anderson makes 2-pt shot from 17 ft (assist by T. Parker)
10:18.0,Houston full timeout,,52-76,,
10:06.0,J. Harden makes 3-pt shot from 24 ft,3,55-76,,
9:54.0,Personal foul by T. Ariza (drawn by L. Aldridge),,55-76,,
9:47.0,,,55-76,,T. Parker misses 2-pt shot from 7 ft
9:46.0,Defensive rebound by D. Howard,,55-76,,
9:40.0,J. Harden misses 3-pt shot from 24 ft,,55-76,,
9:38.0,,,55-76,,Defensive rebound by L. Aldridge
9:34.0,,,55-76,,Turnover by K. Anderson (discontinued dribble)
9:25.0,Offensive foul by C. Brewer,,55-76,,
9:25.0,Turnover by C. Brewer (offensive foul),,55-76,,
9:08.0,,,55-76,,K. Anderson misses 2-pt shot from 2 ft (block by J. Harden)
9:06.0,,,55-76,,Offensive rebound by L. Aldridge
9:06.0,,,55-78,2,L. Aldridge makes 2-pt shot from 1 ft
8:54.0,Shooting foul by L. Aldridge (drawn by D. Howard),,55-78,,
8:54.0,D. Howard makes free throw 1 of 2,1,56-78,,
8:54.0,M. Thornton enters the game for C. Brewer,,56-78,,
8:54.0,D. Howard makes free throw 2 of 2,1,57-78,,
8:34.0,,,57-78,,K. Anderson misses 2-pt shot at rim (block by M. Thornton)
8:31.0,Defensive rebound by M. Thornton,,57-78,,
8:26.0,D. Howard misses 2-pt shot at rim,,57-78,,
8:25.0,,,57-78,,Defensive rebound by K. Anderson
8:18.0,,,57-80,2,T. Parker makes 2-pt shot from 1 ft
7:56.0,T. Ariza makes 3-pt shot from 23 ft (assist by M. Thornton),3,60-80,,
7:34.0,,,60-82,2,K. Anderson makes 2-pt shot from 7 ft (assist by K. Leonard)
7:26.0,,,60-82,,M. Ginobili enters the game for D. Green
7:19.0,D. Howard misses 2-pt shot from 5 ft,,60-82,,
7:18.0,,,60-82,,Defensive rebound by T. Parker
7:08.0,,,60-84,2,K. Leonard makes 2-pt shot from 17 ft
7:00.0,Shooting foul by M. Ginobili (drawn by J. Harden),,60-84,,
7:00.0,J. Harden makes free throw 1 of 2,1,61-84,,
7:00.0,J. Harden makes free throw 2 of 2,1,62-84,,
6:42.0,,,62-84,,Turnover by M. Ginobili (bad pass)
6:29.0,J. Harden misses 2-pt shot from 14 ft,,62-84,,
6:28.0,,,62-84,,Defensive rebound by L. Aldridge
6:12.0,,,62-84,,L. Aldridge misses 2-pt shot from 1 ft
6:11.0,Defensive rebound by T. Ariza,,62-84,,
5:57.0,Shooting foul by L. Aldridge (drawn by T. Ariza),,62-84,,
5:57.0,T. Ariza misses free throw 1 of 2,,62-84,,
5:57.0,Offensive rebound by Team,,62-84,,
5:57.0,T. Ariza makes free throw 2 of 2,1,63-84,,
5:42.0,,,63-86,2,K. Leonard makes 2-pt shot from 15 ft (assist by L. Aldridge)
5:30.0,M. Thornton misses 2-pt shot from 17 ft,,63-86,,
5:29.0,Offensive rebound by D. Howard,,63-86,,
5:23.0,J. Harden makes 2-pt shot at rim,2,65-86,,
5:09.0,,,65-86,,T. Parker misses 2-pt shot from 6 ft
5:08.0,,,65-86,,Offensive rebound by L. Aldridge
5:08.0,,,65-88,2,L. Aldridge makes 2-pt shot at rim
5:01.0,,,65-88,,P. Mills enters the game for T. Parker
4:52.0,M. Thornton misses 3-pt shot from 25 ft,,65-88,,
4:51.0,,,65-88,,Defensive rebound by K. Anderson
4:39.0,,,65-88,,Turnover by L. Aldridge (lost ball)
4:39.0,C. Capela enters the game for D. Howard,,65-88,,
4:27.0,Turnover by J. Harden (lost ball; steal by M. Ginobili),,65-88,,
4:21.0,,,65-91,3,P. Mills makes 3-pt shot from 24 ft (assist by M. Ginobili)
3:55.0,M. Thornton misses 2-pt shot from 17 ft,,65-91,,
3:54.0,,,65-91,,Defensive rebound by M. Ginobili
3:44.0,,,65-91,,L. Aldridge misses 2-pt shot from 8 ft (block by C. Capela)
3:42.0,,,65-91,,Offensive rebound by L. Aldridge
3:42.0,,,65-93,2,L. Aldridge makes 2-pt shot from 7 ft
3:34.0,Shooting foul by M. Ginobili (drawn by J. Harden),,65-93,,
3:34.0,J. Harden makes free throw 1 of 3,1,66-93,,
3:34.0,J. Harden makes free throw 2 of 3,1,67-93,,
3:34.0,J. Smith enters the game for T. Ariza,,67-93,,
3:34.0,,,67-93,,D. West enters the game for K. Anderson
3:34.0,T. Lawson enters the game for P. Beverley,,67-93,,
3:34.0,J. Harden makes free throw 3 of 3,1,68-93,,
3:27.0,Personal foul by C. Capela (drawn by M. Ginobili),,68-93,,
3:27.0,J. Terry enters the game for J. Harden,,68-93,,
3:27.0,,,68-93,,D. Green enters the game for K. Leonard
3:16.0,,,68-95,2,L. Aldridge makes 2-pt shot from 15 ft (assist by P. Mills)
2:56.0,T. Lawson misses 2-pt shot from 16 ft,,68-95,,
2:54.0,Offensive rebound by M. Thornton,,68-95,,
2:52.0,M. Thornton misses 2-pt shot from 10 ft (block by D. Green),,68-95,,
2:50.0,,,68-95,,Defensive rebound by M. Ginobili
2:35.0,,,68-98,3,D. Green makes 3-pt shot from 26 ft (assist by L. Aldridge)
2:17.0,,,68-98,,Personal foul by L. Aldridge (drawn by C. Capela)
2:17.0,,,68-98,,San Antonio full timeout
2:17.0,,,68-98,,B. Marjanovic enters the game for L. Aldridge
2:17.0,C. Capela misses free throw 1 of 2,,68-98,,
2:17.0,Offensive rebound by Team,,68-98,,
2:17.0,C. Capela misses free throw 2 of 2,,68-98,,
2:17.0,,,68-98,,Defensive rebound by D. West
2:04.0,Personal foul by C. Capela (drawn by B. Marjanovic),,68-98,,
1:59.0,,,68-98,,M. Ginobili misses 2-pt shot from 5 ft
1:58.0,Defensive rebound by J. Smith,,68-98,,
1:53.0,C. Capela makes 2-pt shot at rim (assist by J. Terry),2,70-98,,
1:41.0,,,70-98,,Turnover by P. Mills (bad pass; steal by J. Smith)
1:33.0,J. Smith makes 3-pt shot from 24 ft (assist by T. Lawson),3,73-98,,
1:11.0,,,73-98,,P. Mills misses 2-pt shot from 18 ft
1:10.0,,,73-98,,Offensive rebound by B. Marjanovic
1:07.0,,,73-98,,B. Marjanovic misses 2-pt shot at rim (block by C. Capela)
1:05.0,Defensive rebound by J. Smith,,73-98,,
1:00.0,J. Terry misses 3-pt shot from 25 ft,,73-98,,
1:00.0,,,73-98,,Defensive rebound by D. Green
0:48.0,,,73-100,2,M. Ginobili makes 2-pt shot at rim (assist by D. West)
0:38.0,J. Smith misses 3-pt shot from 24 ft,,73-100,,
0:37.0,,,73-100,,Defensive rebound by M. Ginobili
0:34.0,,,73-100,,Turnover by M. Ginobili (bad pass)
0:24.0,J. Terry misses 3-pt shot from 23 ft,,73-100,,
0:23.0,,,73-100,,Defensive rebound by P. Mills
0:01.0,,,73-102,2,D. West makes 2-pt shot from 8 ft (assist by P. Mills)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:38.0,C. Capela misses 2-pt shot from 8 ft,,73-102,,
11:37.0,,,73-102,,Defensive rebound by B. Marjanovic
11:21.0,Personal foul by J. Terry (drawn by D. Green),,73-102,,
11:12.0,,,73-102,,Shooting foul by C. Capela (drawn by B. Marjanovic)
11:12.0,,,73-103,1,B. Marjanovic makes free throw 1 of 2
11:12.0,T. Jones enters the game for C. Capela,,73-103,,
11:12.0,,,73-103,,B. Marjanovic misses free throw 2 of 2
11:12.0,Defensive rebound by T. Jones,,73-103,,
10:56.0,J. Terry makes 3-pt shot from 23 ft (assist by M. Thornton),3,76-103,,
10:40.0,,,76-103,,Shooting foul by M. Thornton (drawn by J. Simmons)
10:40.0,,,76-104,1,J. Simmons makes free throw 1 of 2
10:40.0,,,76-105,1,J. Simmons makes free throw 2 of 2
10:25.0,T. Jones misses 2-pt shot from 8 ft,,76-105,,
10:24.0,,,76-105,,Defensive rebound by B. Marjanovic
10:18.0,,,76-105,,Turnover by J. Simmons (traveling)
10:11.0,Shooting foul by B. Marjanovic (drawn by M. Thornton),,76-105,,
10:11.0,M. Thornton makes free throw 1 of 2,1,77-105,,
10:11.0,M. Thornton makes free throw 2 of 2,1,78-105,,
9:59.0,,,78-105,,Turnover by D. West (bad pass; steal by T. Jones)
9:52.0,T. Jones misses 2-pt shot from 6 ft,,78-105,,
9:51.0,,,78-105,,Defensive rebound by B. Marjanovic
9:43.0,,,78-105,,Turnover by P. Mills (bad pass; steal by T. Lawson)
9:37.0,T. Jones misses 3-pt shot from 25 ft,,78-105,,
9:35.0,Offensive rebound by M. Thornton,,78-105,,
9:31.0,J. Terry makes 3-pt shot from 25 ft (assist by M. Thornton),3,81-105,,
9:31.0,,,81-105,,San Antonio full timeout
9:31.0,,,81-105,,B. Diaw enters the game for D. Green
9:31.0,,,81-105,,R. McCallum enters the game for P. Mills
9:31.0,,,81-105,,R. Butler enters the game for D. West
9:09.0,,,81-105,,B. Diaw misses 3-pt shot from 24 ft
9:08.0,Defensive rebound by J. Terry,,81-105,,
8:58.0,J. Smith makes 2-pt shot from 3 ft,2,83-105,,
8:44.0,,,83-105,,B. Marjanovic misses 2-pt shot from 6 ft
8:43.0,Defensive rebound by T. Lawson,,83-105,,
8:36.0,J. Smith misses 3-pt shot from 25 ft,,83-105,,
8:35.0,,,83-105,,Defensive rebound by R. McCallum
8:25.0,,,83-107,2,B. Marjanovic makes 2-pt shot at rim (assist by R. McCallum)
8:01.0,J. Smith misses 2-pt shot from 8 ft,,83-107,,
