time,Memphis,pts.away,score,pts.home,Golden State
6:22.0,,,13-13,,Defensive rebound by D. Green
6:14.0,,,13-13,,S. Curry misses 3-pt shot from 27 ft
6:14.0,Defensive rebound by Z. Randolph,,13-13,,
6:00.0,T. Allen misses 2-pt shot from 1 ft,,13-13,,
5:57.0,Offensive rebound by M. Gasol,,13-13,,
5:57.0,M. Gasol misses 2-pt shot at rim,,13-13,,
5:56.0,,,13-13,,Defensive rebound by K. Thompson
5:53.0,Personal foul by C. Lee (drawn by F. Ezeli),,13-13,,
5:53.0,,,13-13,,Golden State full timeout
5:53.0,J. Green enters the game for T. Allen,,13-13,,
5:53.0,,,13-13,,A. Iguodala enters the game for H. Barnes
5:39.0,,,13-13,,D. Green misses 2-pt shot from 7 ft
5:37.0,,,13-13,,Offensive rebound by F. Ezeli
5:37.0,,,13-15,2,F. Ezeli makes 2-pt shot at rim
5:26.0,Turnover by J. Green (lost ball; steal by A. Iguodala),,13-15,,
5:23.0,,,13-15,,Turnover by F. Ezeli (bad pass; steal by M. Conley)
5:16.0,C. Lee misses 3-pt shot from 23 ft,,13-15,,
5:15.0,,,13-15,,Defensive rebound by K. Thompson
5:07.0,,,13-15,,K. Thompson misses 3-pt shot from 26 ft
5:07.0,Defensive rebound by M. Conley,,13-15,,
4:56.0,M. Gasol misses 2-pt shot from 9 ft,,13-15,,
4:55.0,,,13-15,,Defensive rebound by F. Ezeli
4:44.0,,,13-15,,K. Thompson misses 2-pt shot from 18 ft
4:44.0,,,13-15,,Offensive rebound by F. Ezeli
4:44.0,,,13-15,,Shooting foul by M. Gasol (drawn by F. Ezeli)
4:44.0,,,13-16,1,F. Ezeli makes free throw 1 of 2
4:44.0,,,13-17,1,F. Ezeli makes free throw 2 of 2
4:27.0,J. Green misses 2-pt shot from 16 ft,,13-17,,
4:27.0,,,13-17,,Defensive rebound by F. Ezeli
4:11.0,,,13-19,2,A. Iguodala makes 2-pt shot from 2 ft (assist by D. Green)
3:47.0,Z. Randolph misses 2-pt shot from 7 ft (block by F. Ezeli),,13-19,,
3:47.0,Offensive rebound by Team,,13-19,,
3:47.0,J. Green enters the game for Z. Randolph,,13-19,,
3:47.0,M. Barnes enters the game for C. Lee,,13-19,,
3:47.0,,,13-19,,M. Speights enters the game for F. Ezeli
3:43.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,15-19,,
3:31.0,,,15-19,,M. Speights misses 2-pt shot from 2 ft (block by M. Barnes)
3:29.0,Defensive rebound by M. Barnes,,15-19,,
3:19.0,J. Green makes 2-pt shot from 2 ft (assist by M. Gasol),2,17-19,,
2:58.0,,,17-19,,A. Iguodala misses 3-pt shot from 24 ft
2:58.0,Defensive rebound by M. Gasol,,17-19,,
2:45.0,J. Green misses 2-pt shot from 19 ft,,17-19,,
2:44.0,Offensive rebound by Team,,17-19,,
2:43.0,Memphis full timeout,,17-19,,
2:43.0,,,17-19,,S. Livingston enters the game for K. Thompson
2:43.0,B. Udrih enters the game for M. Conley,,17-19,,
2:41.0,Turnover by M. Barnes (bad pass; steal by A. Iguodala),,17-19,,
2:22.0,,,17-19,,A. Iguodala misses 2-pt shot from 7 ft
2:22.0,Defensive rebound by J. Green,,17-19,,
2:13.0,,,17-19,,Violation by A. Iguodala (kicked ball)
2:13.0,,,17-19,,H. Barnes enters the game for D. Green
2:02.0,M. Gasol makes 2-pt shot from 10 ft (assist by J. Green),2,19-19,,
1:42.0,,,19-19,,M. Speights misses 2-pt shot from 2 ft (block by M. Barnes)
1:41.0,Defensive rebound by M. Barnes,,19-19,,
1:34.0,M. Barnes makes 3-pt shot from 23 ft (assist by B. Udrih),3,22-19,,
1:31.0,,,22-19,,Turnover by H. Barnes (lost ball)
1:21.0,,,22-19,,Personal foul by M. Speights (drawn by M. Gasol)
1:09.0,J. Green misses 3-pt shot from 22 ft,,22-19,,
1:08.0,,,22-19,,Defensive rebound by H. Barnes
0:59.0,,,22-19,,S. Curry misses 3-pt shot from 24 ft
0:59.0,,,22-19,,Offensive rebound by H. Barnes
0:59.0,,,22-19,,Shooting foul by M. Gasol (drawn by H. Barnes)
0:59.0,,,22-20,1,H. Barnes makes free throw 1 of 2
0:59.0,B. Wright enters the game for M. Gasol,,22-20,,
0:59.0,,,22-21,1,H. Barnes makes free throw 2 of 2
0:47.0,B. Udrih misses 2-pt shot from 1 ft,,22-21,,
0:47.0,,,22-21,,Defensive rebound by M. Speights
0:39.0,,,22-21,,H. Barnes misses 3-pt shot from 26 ft
0:39.0,Defensive rebound by J. Green,,22-21,,
0:31.0,Offensive foul by J. Green,,22-21,,
0:31.0,Turnover by J. Green (offensive foul),,22-21,,
0:07.0,,,22-21,,S. Curry misses 2-pt shot from 3 ft
0:06.0,Defensive rebound by B. Udrih,,22-21,,
0:01.0,B. Udrih misses 3-pt shot from 24 ft,,22-21,,
0:00.0,Offensive rebound by Team,,22-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:36.0,,,22-21,,A. Iguodala misses 2-pt shot from 1 ft
11:35.0,Defensive rebound by B. Wright,,22-21,,
11:21.0,J. Green misses 2-pt shot from 10 ft,,22-21,,
11:20.0,,,22-21,,Defensive rebound by M. Speights
11:03.0,,,22-23,2,H. Barnes makes 2-pt shot from 17 ft (assist by S. Livingston)
10:49.0,Turnover by J. Green (traveling),,22-23,,
10:22.0,,,22-23,,L. Barbosa misses 2-pt shot from 19 ft
10:22.0,,,22-23,,Offensive rebound by M. Speights
10:19.0,,,22-23,,M. Speights misses 2-pt shot from 13 ft
10:17.0,Defensive rebound by B. Wright,,22-23,,
10:13.0,B. Wright makes 2-pt shot from 16 ft (assist by B. Udrih),2,24-23,,
10:07.0,Personal foul by B. Udrih (drawn by L. Barbosa),,24-23,,
10:05.0,V. Carter enters the game for J. Green,,24-23,,
9:59.0,,,24-25,2,M. Speights makes 2-pt shot from 20 ft (assist by S. Livingston)
9:32.0,B. Wright misses 2-pt shot from 8 ft,,24-25,,
9:31.0,,,24-25,,Defensive rebound by S. Livingston
9:24.0,,,24-27,2,A. Iguodala makes 2-pt shot at rim (assist by H. Barnes)
9:10.0,M. Barnes misses 2-pt shot from 7 ft,,24-27,,
9:08.0,Offensive rebound by M. Barnes,,24-27,,
9:08.0,M. Barnes makes 2-pt shot at rim,2,26-27,,
9:04.0,,,26-29,2,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala)
9:04.0,Memphis full timeout,,26-29,,
8:47.0,J. Green makes 2-pt shot from 13 ft (assist by B. Udrih),2,28-29,,
8:34.0,,,28-29,,L. Barbosa misses 2-pt shot from 6 ft (block by B. Wright)
8:33.0,Defensive rebound by B. Udrih,,28-29,,
8:18.0,V. Carter misses 2-pt shot from 20 ft,,28-29,,
8:17.0,,,28-29,,Defensive rebound by M. Speights
8:09.0,,,28-31,2,S. Livingston makes 2-pt shot from 8 ft
7:51.0,B. Udrih misses 2-pt shot from 18 ft,,28-31,,
7:50.0,,,28-31,,Defensive rebound by S. Livingston
7:37.0,,,28-31,,M. Speights misses 2-pt shot from 8 ft (block by M. Barnes)
7:36.0,,,28-31,,Offensive rebound by A. Iguodala
7:32.0,,,28-33,2,A. Iguodala makes 2-pt shot from 19 ft
7:12.0,J. Green misses 2-pt shot from 6 ft (block by A. Iguodala),,28-33,,
7:12.0,Offensive rebound by Team,,28-33,,
7:12.0,,,28-33,,K. Thompson enters the game for A. Iguodala
7:12.0,,,28-33,,D. Green enters the game for M. Speights
7:12.0,M. Conley enters the game for B. Udrih,,28-33,,
7:12.0,Z. Randolph enters the game for B. Wright,,28-33,,
7:07.0,M. Barnes misses 2-pt shot from 16 ft (block by S. Livingston),,28-33,,
7:07.0,,,28-33,,Defensive rebound by D. Green
7:07.0,,,28-33,,Turnover by D. Green (bad pass)
6:44.0,J. Green misses 2-pt shot from 2 ft,,28-33,,
6:43.0,,,28-33,,Defensive rebound by H. Barnes
6:34.0,,,28-35,2,S. Livingston makes 2-pt shot from 14 ft
6:26.0,Shooting foul by L. Barbosa (drawn by M. Conley),,28-35,,
6:26.0,M. Conley misses free throw 1 of 2,,28-35,,
6:26.0,Offensive rebound by Team,,28-35,,
6:26.0,,,28-35,,S. Curry enters the game for S. Livingston
6:26.0,C. Lee enters the game for V. Carter,,28-35,,
6:26.0,M. Conley makes free throw 2 of 2,1,29-35,,
6:09.0,,,29-37,2,D. Green makes 2-pt shot from 3 ft (assist by L. Barbosa)
5:42.0,J. Green misses 2-pt shot from 18 ft,,29-37,,
5:42.0,,,29-37,,Defensive rebound by K. Thompson
5:33.0,,,29-40,3,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson)
5:28.0,Memphis full timeout,,29-40,,
5:28.0,Official timeout,,29-40,,
5:28.0,,,29-40,,B. Rush enters the game for H. Barnes
5:25.0,T. Allen enters the game for M. Barnes,,29-40,,
5:14.0,C. Lee misses 3-pt shot from 25 ft,,29-40,,
5:13.0,Offensive rebound by J. Green,,29-40,,
5:10.0,J. Green misses 2-pt shot from 3 ft (block by K. Thompson),,29-40,,
5:07.0,,,29-40,,Defensive rebound by B. Rush
5:01.0,,,29-40,,K. Thompson misses 2-pt shot from 1 ft
5:01.0,Defensive rebound by J. Green,,29-40,,
4:54.0,Z. Randolph misses 2-pt shot from 2 ft (block by D. Green),,29-40,,
4:52.0,,,29-40,,Defensive rebound by B. Rush
4:42.0,,,29-40,,B. Rush misses 2-pt shot from 1 ft
4:42.0,,,29-40,,Offensive rebound by Team
4:41.0,,,29-40,,F. Ezeli enters the game for L. Barbosa
4:41.0,M. Gasol enters the game for J. Green,,29-40,,
4:41.0,Jump ball: T. Allen vs. D. Green (S. Curry gains possession),,,,Jump ball: T. Allen vs. D. Green (S. Curry gains possession)
4:35.0,,,29-40,,Turnover by B. Rush (bad pass; steal by C. Lee)
4:27.0,,,29-40,,Personal foul by D. Green (drawn by Z. Randolph)
4:13.0,T. Allen misses 3-pt shot from 23 ft,,29-40,,
4:13.0,,,29-40,,Defensive rebound by F. Ezeli
4:06.0,Personal foul by T. Allen (drawn by S. Curry),,29-40,,
4:01.0,,,29-40,,Shooting foul by T. Allen (drawn by B. Rush)
4:01.0,,,29-40,,B. Rush misses free throw 1 of 2
4:01.0,,,29-40,,Offensive rebound by Team
4:01.0,,,29-40,,B. Rush misses free throw 2 of 2
4:00.0,Defensive rebound by T. Allen,,29-40,,
3:42.0,T. Allen misses 2-pt shot from 2 ft (block by F. Ezeli),,29-40,,
3:40.0,,,29-40,,Defensive rebound by B. Rush
3:27.0,,,29-42,2,K. Thompson makes 2-pt shot from 20 ft (assist by D. Green)
3:02.0,Z. Randolph misses 2-pt shot from 15 ft,,29-42,,
3:01.0,,,29-42,,Defensive rebound by B. Rush
2:53.0,,,29-42,,D. Green misses 2-pt shot from 5 ft
2:51.0,,,29-42,,Offensive rebound by S. Curry
2:48.0,,,29-42,,S. Curry misses 3-pt shot from 26 ft
2:46.0,Defensive rebound by C. Lee,,29-42,,
2:43.0,C. Lee makes 2-pt shot from 2 ft,2,31-42,,
2:43.0,Shooting foul by B. Rush (drawn by C. Lee),,31-42,,
2:43.0,,,31-42,,Golden State full timeout
2:43.0,,,31-42,,A. Iguodala enters the game for B. Rush
2:43.0,C. Lee misses free throw 1 of 1,,31-42,,
2:42.0,,,31-42,,Defensive rebound by D. Green
2:34.0,,,31-44,2,S. Curry makes 2-pt shot from 6 ft
2:34.0,,,31-44,,Shooting foul by M. Conley (drawn by S. Curry)
2:34.0,,,31-45,1,S. Curry makes free throw 1 of 1
2:20.0,T. Allen misses 2-pt shot from 4 ft (block by D. Green),,31-45,,
2:18.0,,,31-45,,Defensive rebound by S. Curry
2:12.0,,,31-45,,K. Thompson misses 2-pt shot from 1 ft (block by T. Allen)
2:10.0,,,31-45,,Offensive rebound by F. Ezeli
2:10.0,,,31-47,2,F. Ezeli makes 2-pt shot at rim
1:56.0,,,31-47,,Def 3 sec tech foul by A. Iguodala
1:56.0,M. Conley makes technical free throw,1,32-47,,
1:56.0,J. Green enters the game for T. Allen,,32-47,,
1:43.0,J. Green misses 2-pt shot from 3 ft (block by F. Ezeli),,32-47,,
1:43.0,Offensive rebound by Team,,32-47,,
1:41.0,Z. Randolph misses 2-pt shot from 18 ft,,32-47,,
1:41.0,Offensive rebound by Team,,32-47,,
1:41.0,Turnover by Team (shot clock),,32-47,,
1:29.0,,,32-50,3,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala)
1:14.0,M. Conley makes 2-pt shot from 21 ft (assist by J. Green),2,34-50,,
1:01.0,,,34-50,,Turnover by A. Iguodala (lost ball)
0:49.0,C. Lee misses 3-pt shot from 24 ft,,34-50,,
0:49.0,,,34-50,,Defensive rebound by F. Ezeli
0:35.0,,,34-53,3,K. Thompson makes 3-pt shot from 26 ft (assist by S. Curry)
0:19.0,M. Conley misses 3-pt shot from 24 ft,,34-53,,
0:19.0,,,34-53,,Defensive rebound by A. Iguodala
0:01.0,,,34-53,,Golden State full timeout
0:01.0,M. Barnes enters the game for Z. Randolph,,34-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,34-53,,Turnover by K. Thompson (lost ball)
11:33.0,Shooting foul by D. Green (drawn by M. Gasol),,34-53,,
11:33.0,M. Gasol makes free throw 1 of 2,1,35-53,,
11:33.0,M. Gasol makes free throw 2 of 2,1,36-53,,
11:17.0,,,36-55,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
10:55.0,Z. Randolph misses 2-pt shot from 19 ft,,36-55,,
10:55.0,,,36-55,,Defensive rebound by D. Green
10:51.0,,,36-55,,Turnover by S. Curry (lost ball; steal by T. Allen)
10:45.0,Z. Randolph misses 2-pt shot from 1 ft,,36-55,,
10:44.0,,,36-55,,Defensive rebound by F. Ezeli
10:32.0,,,36-55,,D. Green misses 3-pt shot from 25 ft
10:32.0,Defensive rebound by M. Gasol,,36-55,,
10:22.0,C. Lee misses 2-pt shot from 3 ft,,36-55,,
10:22.0,Offensive rebound by M. Gasol,,36-55,,
10:15.0,C. Lee misses 3-pt shot from 23 ft,,36-55,,
10:15.0,Offensive rebound by T. Allen,,36-55,,
10:14.0,T. Allen misses 2-pt shot from 2 ft (block by D. Green),,36-55,,
10:14.0,,,36-55,,Defensive rebound by D. Green
10:14.0,Personal foul by T. Allen (drawn by D. Green),,36-55,,
10:00.0,,,36-57,2,S. Curry makes 2-pt shot from 16 ft (assist by D. Green)
9:37.0,Turnover by T. Allen (lost ball; steal by S. Curry),,36-57,,
9:31.0,,,36-59,2,K. Thompson makes 2-pt shot from 1 ft (assist by S. Curry)
9:31.0,Memphis full timeout,,36-59,,
9:31.0,M. Barnes enters the game for T. Allen,,36-59,,
9:17.0,M. Gasol makes 2-pt shot from 18 ft (assist by M. Conley),2,38-59,,
9:05.0,,,38-62,3,S. Curry makes 3-pt shot from 25 ft
8:42.0,M. Barnes misses 3-pt shot from 26 ft,,38-62,,
8:42.0,,,38-62,,Defensive rebound by K. Thompson
8:31.0,,,38-64,2,F. Ezeli makes 2-pt shot at rim (assist by D. Green)
8:31.0,,,38-64,,Shooting foul by M. Barnes (drawn by F. Ezeli)
8:31.0,,,38-65,1,F. Ezeli makes free throw 1 of 1
8:16.0,Turnover by M. Gasol (bad pass; steal by H. Barnes),,38-65,,
8:13.0,,,38-65,,Shooting foul by M. Barnes (drawn by H. Barnes)
8:13.0,,,38-66,1,H. Barnes makes free throw 1 of 2
8:13.0,J. Green enters the game for Z. Randolph,,38-66,,
8:13.0,,,38-67,1,H. Barnes makes free throw 2 of 2
7:58.0,M. Gasol misses 2-pt shot from 9 ft,,38-67,,
7:57.0,,,38-67,,Defensive rebound by Team
7:49.0,,,38-67,,S. Curry misses 2-pt shot from 1 ft
7:48.0,Defensive rebound by M. Conley,,38-67,,
7:40.0,Shooting foul by F. Ezeli (drawn by M. Conley),,38-67,,
7:40.0,M. Conley makes free throw 1 of 2,1,39-67,,
7:40.0,M. Conley makes free throw 2 of 2,1,40-67,,
7:25.0,,,40-70,3,D. Green makes 3-pt shot from 26 ft (assist by K. Thompson)
7:11.0,J. Green misses 3-pt shot from 26 ft,,40-70,,
7:09.0,,,40-70,,Defensive rebound by K. Thompson
7:03.0,,,40-70,,Turnover by K. Thompson (bad pass; steal by J. Green)
6:47.0,Turnover by M. Barnes (bad pass; steal by S. Curry),,40-70,,
6:43.0,,,40-72,2,S. Curry makes 2-pt shot from 2 ft
6:43.0,,,40-72,,Shooting foul by C. Lee (drawn by S. Curry)
6:43.0,,,40-72,,A. Iguodala enters the game for H. Barnes
6:43.0,,,40-73,1,S. Curry makes free throw 1 of 1
6:33.0,Turnover by M. Gasol (bad pass; steal by S. Curry),,40-73,,
6:28.0,,,40-75,2,S. Curry makes 2-pt shot from 2 ft
6:28.0,Memphis full timeout,,40-75,,
6:05.0,M. Gasol makes 2-pt shot from 16 ft (assist by M. Conley),2,42-75,,
5:50.0,,,42-75,,F. Ezeli misses 2-pt shot from 6 ft (block by M. Gasol)
5:48.0,Defensive rebound by C. Lee,,42-75,,
5:38.0,C. Lee misses 2-pt shot from 5 ft,,42-75,,
5:38.0,,,42-75,,Defensive rebound by K. Thompson
5:32.0,,,42-78,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
5:09.0,M. Conley misses 2-pt shot from 5 ft (block by S. Curry),,42-78,,
5:07.0,Offensive rebound by C. Lee,,42-78,,
5:03.0,C. Lee misses 2-pt shot from 4 ft,,42-78,,
5:02.0,,,42-78,,Defensive rebound by A. Iguodala
4:58.0,,,42-81,3,S. Curry makes 3-pt shot from 22 ft (assist by A. Iguodala)
4:36.0,M. Gasol misses 2-pt shot from 10 ft,,42-81,,
4:35.0,Offensive rebound by M. Barnes,,42-81,,
4:31.0,M. Barnes misses 2-pt shot from 6 ft,,42-81,,
4:30.0,,,42-81,,Defensive rebound by F. Ezeli
4:28.0,,,42-81,,Shooting foul by M. Barnes (drawn by S. Curry)
4:28.0,,,42-82,1,S. Curry makes free throw 1 of 3
4:28.0,,,42-83,1,S. Curry makes free throw 2 of 3
4:28.0,J. Green enters the game for J. Green,,42-83,,
4:28.0,,,42-83,,J. McAdoo enters the game for F. Ezeli
4:28.0,,,42-84,1,S. Curry makes free throw 3 of 3
4:21.0,M. Conley misses 3-pt shot from 25 ft,,42-84,,
4:21.0,,,42-84,,Defensive rebound by J. McAdoo
4:10.0,,,42-84,,K. Thompson misses 2-pt shot from 17 ft
4:09.0,Defensive rebound by Team,,42-84,,
3:49.0,M. Conley misses 2-pt shot from 7 ft,,42-84,,
3:48.0,,,42-84,,Defensive rebound by D. Green
3:46.0,,,42-84,,Turnover by D. Green (bad pass; steal by M. Barnes)
3:42.0,Shooting foul by S. Curry (drawn by M. Conley),,42-84,,
3:42.0,M. Conley makes free throw 1 of 2,1,43-84,,
3:42.0,M. Conley makes free throw 2 of 2,1,44-84,,
3:26.0,,,44-84,,J. McAdoo misses 2-pt shot from 3 ft
3:25.0,Defensive rebound by M. Gasol,,44-84,,
3:05.0,M. Gasol misses 2-pt shot from 12 ft,,44-84,,
3:04.0,,,44-84,,Defensive rebound by Team
2:55.0,,,44-84,,A. Iguodala misses 3-pt shot from 25 ft
2:54.0,Defensive rebound by M. Gasol,,44-84,,
2:43.0,C. Lee misses 2-pt shot from 18 ft,,44-84,,
2:42.0,,,44-84,,Defensive rebound by K. Thompson
2:33.0,,,44-86,2,S. Curry makes 2-pt shot from 9 ft (assist by D. Green)
2:06.0,M. Barnes misses 3-pt shot from 24 ft,,44-86,,
2:05.0,,,44-86,,Defensive rebound by S. Curry
2:02.0,,,44-86,,Shooting foul by C. Lee (drawn by J. McAdoo)
2:02.0,,,44-88,2,J. McAdoo makes 2-pt shot at rim (assist by S. Curry)
2:02.0,B. Wright enters the game for M. Gasol,,44-88,,
2:02.0,B. Udrih enters the game for M. Conley,,44-88,,
2:02.0,,,44-88,,Golden State full timeout
2:02.0,,,44-88,,S. Livingston enters the game for S. Curry
2:02.0,,,44-88,,M. Speights enters the game for D. Green
2:02.0,,,44-88,,L. Barbosa enters the game for K. Thompson
2:02.0,J. Adams enters the game for C. Lee,,44-88,,
2:02.0,,,44-88,,J. McAdoo misses free throw 1 of 1
2:01.0,Defensive rebound by B. Wright,,44-88,,
1:43.0,M. Barnes makes 2-pt shot from 1 ft (assist by B. Wright),2,46-88,,
1:21.0,,,46-90,2,J. McAdoo makes 2-pt shot from 1 ft (assist by L. Barbosa)
1:08.0,B. Wright misses 2-pt shot from 11 ft,,46-90,,
1:07.0,,,46-90,,Defensive rebound by J. McAdoo
0:51.0,,,46-90,,M. Speights misses 2-pt shot from 16 ft
0:51.0,Defensive rebound by M. Barnes,,46-90,,
0:42.0,,,46-90,,Personal foul by M. Speights (drawn by B. Wright)
0:38.0,Shooting foul by M. Speights (drawn by B. Wright),,46-90,,
0:38.0,B. Wright makes free throw 1 of 2,1,47-90,,
0:38.0,B. Wright misses free throw 2 of 2,,47-90,,
0:38.0,,,47-90,,Defensive rebound by M. Speights
0:26.0,,,47-93,3,L. Barbosa makes 3-pt shot from 25 ft (assist by A. Iguodala)
0:04.0,M. Barnes makes 2-pt shot from 1 ft (assist by B. Udrih),2,49-93,,
0:00.0,,,49-93,,A. Iguodala misses 3-pt shot from 26 ft
0:00.0,,,49-93,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,B. Wright makes 2-pt shot at rim (assist by J. Adams),2,51-93,,
11:32.0,Personal foul by J. Adams (drawn by L. Barbosa),,51-93,,
11:20.0,,,51-93,,M. Speights misses 2-pt shot from 16 ft
11:18.0,,,51-93,,Offensive rebound by I. Clark
11:18.0,Personal foul by V. Carter (drawn by I. Clark),,51-93,,
11:18.0,,,51-94,1,I. Clark makes free throw 1 of 2
11:18.0,,,51-95,1,I. Clark makes free throw 2 of 2
11:03.0,V. Carter misses 3-pt shot from 25 ft,,51-95,,
11:02.0,,,51-95,,Defensive rebound by M. Speights
10:55.0,,,51-95,,Turnover by A. Iguodala (bad pass; steal by B. Udrih)
10:49.0,B. Udrih misses 2-pt shot at rim (block by L. Barbosa),,51-95,,
10:47.0,Offensive rebound by J. Green,,51-95,,
10:37.0,,,51-95,,Personal foul by M. Speights (drawn by B. Udrih)
10:37.0,,,51-95,,B. Rush enters the game for A. Iguodala
10:27.0,J. Green makes 2-pt shot from 17 ft (assist by B. Udrih),2,53-95,,
10:10.0,Personal foul by J. Adams (drawn by L. Barbosa),,53-95,,
10:10.0,,,53-95,,J. Thompson enters the game for M. Speights
10:00.0,,,53-95,,L. Barbosa misses 3-pt shot from 25 ft
9:58.0,Defensive rebound by J. Adams,,53-95,,
9:53.0,Turnover by J. Adams (lost ball; steal by J. Thompson),,53-95,,
9:50.0,Personal foul by B. Wright (drawn by J. McAdoo),,53-95,,
9:50.0,,,53-95,,J. McAdoo misses free throw 1 of 2
9:50.0,,,53-95,,Offensive rebound by Team
9:50.0,,,53-95,,J. McAdoo misses free throw 2 of 2
9:49.0,Defensive rebound by J. Green,,53-95,,
9:34.0,B. Wright misses 2-pt shot from 9 ft,,53-95,,
9:33.0,,,53-95,,Defensive rebound by B. Rush
9:22.0,,,53-95,,J. Thompson misses 2-pt shot from 14 ft
9:21.0,Defensive rebound by J. Adams,,53-95,,
9:15.0,J. Adams makes 2-pt shot from 1 ft,2,55-95,,
9:15.0,Shooting foul by L. Barbosa (drawn by J. Adams),,55-95,,
9:15.0,J. Adams makes free throw 1 of 1,1,56-95,,
9:01.0,,,56-95,,Turnover by B. Rush (lost ball; steal by V. Carter)
8:57.0,Shooting foul by J. McAdoo (drawn by B. Wright),,56-95,,
8:57.0,Official timeout,,56-95,,
8:57.0,J. Adams makes free throw 1 of 2,1,57-95,,
8:57.0,J. Adams misses free throw 2 of 2,,57-95,,
8:56.0,,,57-95,,Defensive rebound by J. McAdoo
8:41.0,,,57-95,,Turnover by J. Thompson (bad pass; steal by J. Adams)
8:19.0,J. Adams misses 2-pt shot from 12 ft,,57-95,,
8:19.0,,,57-95,,Defensive rebound by J. McAdoo
8:02.0,,,57-97,2,J. Thompson makes 2-pt shot at rim (assist by J. McAdoo)
7:47.0,B. Udrih misses 2-pt shot from 6 ft,,57-97,,
7:46.0,,,57-97,,Defensive rebound by J. Thompson
7:35.0,,,57-99,2,I. Clark makes 2-pt shot from 10 ft (assist by B. Rush)
7:17.0,J. Green makes 2-pt shot from 15 ft (assist by J. Adams),2,59-99,,
6:52.0,,,59-101,2,J. McAdoo makes 2-pt shot from 11 ft
6:41.0,B. Wright makes 2-pt shot at rim (assist by J. Adams),2,61-101,,
