time,Golden State,pts.away,score,pts.home,Cleveland
6:25.0,,,2-11,,Defensive rebound by K. Irving
6:19.0,,,2-13,2,L. James makes 2-pt shot at rim (assist by K. Irving)
6:04.0,S. Curry makes 3-pt shot from 26 ft (assist by D. Green),3,5-13,,
5:51.0,Personal block foul by S. Curry,,5-13,,
5:51.0,F. Ezeli enters the game for H. Barnes,,5-13,,
5:51.0,S. Livingston enters the game for S. Curry,,5-13,,
5:38.0,,,5-13,,K. Irving misses 2-pt shot from 18 ft
5:36.0,Defensive rebound by D. Green,,5-13,,
5:21.0,K. Thompson makes 2-pt shot from 8 ft,2,7-13,,
4:58.0,,,7-16,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
4:46.0,S. Livingston misses 2-pt shot from 15 ft,,7-16,,
4:45.0,,,7-16,,Defensive rebound by T. Thompson
4:40.0,,,7-18,2,R. Jefferson makes 2-pt shot from 22 ft (assist by K. Irving)
4:19.0,A. Iguodala misses 3-pt shot from 26 ft,,7-18,,
4:18.0,,,7-18,,Defensive rebound by T. Thompson
4:09.0,,,7-18,,K. Irving misses 2-pt shot from 17 ft
4:08.0,,,7-18,,Offensive rebound by T. Thompson
4:05.0,,,7-20,2,K. Irving makes 2-pt shot from 18 ft (assist by T. Thompson)
3:53.0,F. Ezeli makes 2-pt shot from 1 ft (assist by S. Livingston),2,9-20,,
3:53.0,,,9-20,,Cleveland full timeout
3:40.0,,,9-20,,Shooting foul by F. Ezeli (drawn by T. Thompson)
3:40.0,,,9-21,1,T. Thompson makes free throw 1 of 2
3:40.0,,,9-22,1,T. Thompson makes free throw 2 of 2
3:24.0,K. Thompson misses 3-pt shot from 26 ft (block by J. Smith),,9-22,,
3:23.0,,,9-22,,Defensive rebound by T. Thompson
3:17.0,,,9-24,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
3:01.0,Turnover by K. Thompson (bad pass),,9-24,,
2:44.0,,,9-26,2,L. James makes 2-pt shot from 1 ft
2:34.0,,,9-26,,Personal foul by R. Jefferson
2:34.0,H. Barnes enters the game for D. Green,,9-26,,
2:34.0,,,9-26,,M. Williams enters the game for K. Irving
2:23.0,S. Livingston misses 2-pt shot from 8 ft,,9-26,,
2:23.0,,,9-26,,Defensive rebound by R. Jefferson
2:12.0,,,9-26,,L. James misses 3-pt shot from 26 ft
2:12.0,Defensive rebound by Team,,9-26,,
2:00.0,S. Livingston misses 2-pt shot from 9 ft,,9-26,,
1:58.0,,,9-26,,Defensive rebound by L. James
1:48.0,,,9-28,2,M. Williams makes 2-pt shot from 12 ft (assist by L. James)
1:31.0,Turnover by F. Ezeli (lost ball; steal by L. James),,9-28,,
1:21.0,Personal foul by F. Ezeli,,9-28,,
1:21.0,,,9-28,,R. Jefferson misses free throw 1 of 2
1:21.0,,,9-28,,Offensive rebound by Team
1:21.0,,,9-28,,I. Shumpert enters the game for J. Smith
1:21.0,,,9-29,1,R. Jefferson makes free throw 2 of 2
1:06.0,S. Livingston misses 2-pt shot from 1 ft,,9-29,,
1:05.0,Offensive rebound by F. Ezeli,,9-29,,
1:05.0,F. Ezeli misses 2-pt shot at rim,,9-29,,
1:03.0,,,9-29,,Defensive rebound by T. Thompson
0:55.0,,,9-31,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
0:42.0,H. Barnes misses 3-pt shot from 25 ft,,9-31,,
0:41.0,Offensive rebound by A. Iguodala,,9-31,,
0:36.0,K. Thompson misses 3-pt shot from 25 ft,,9-31,,
0:36.0,,,9-31,,Defensive rebound by R. Jefferson
0:28.0,,,9-31,,I. Shumpert misses 3-pt shot from 23 ft
0:27.0,Defensive rebound by S. Livingston,,9-31,,
0:03.0,A. Iguodala makes 2-pt shot from 20 ft (assist by K. Thompson),2,11-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Shooting foul by I. Shumpert (drawn by S. Curry),,11-31,,
11:42.0,S. Curry makes free throw 1 of 2,1,12-31,,
11:42.0,S. Curry makes free throw 2 of 2,1,13-31,,
11:27.0,,,13-34,3,K. Irving makes 3-pt shot from 27 ft (assist by K. Love)
11:16.0,S. Curry makes 3-pt shot from 27 ft (assist by D. Green),3,16-34,,
10:58.0,,,16-34,,Shooting foul by S. Livingston (drawn by K. Love)
10:58.0,,,16-34,,K. Love misses free throw 1 of 2
10:58.0,,,16-34,,Offensive rebound by Team
10:58.0,,,16-35,1,K. Love makes free throw 2 of 2
10:47.0,,,16-35,,Violation by K. Love (kicked ball)
10:43.0,,,16-35,,Shooting block foul by K. Love (drawn by D. Green)
10:43.0,D. Green makes free throw 1 of 2,1,17-35,,
10:43.0,,,17-35,,T. Thompson enters the game for K. Love
10:43.0,A. Varejao enters the game for H. Barnes,,17-35,,
10:43.0,D. Green makes free throw 2 of 2,1,18-35,,
10:24.0,,,18-37,2,K. Irving makes 2-pt shot from 17 ft
10:10.0,D. Green misses 3-pt shot from 27 ft,,18-37,,
10:10.0,Offensive rebound by Team,,18-37,,
9:59.0,Shooting foul by R. Jefferson (drawn by L. Barbosa),,18-37,,
9:59.0,L. Barbosa makes free throw 1 of 3,1,19-37,,
9:59.0,L. Barbosa makes free throw 2 of 3,1,20-37,,
9:59.0,L. Barbosa makes free throw 3 of 3,1,21-37,,
9:50.0,Shooting block foul by A. Varejao (drawn by K. Irving),,21-37,,
9:50.0,,,21-38,1,K. Irving makes free throw 1 of 2
9:50.0,,,21-39,1,K. Irving makes free throw 2 of 2
9:39.0,S. Curry makes 3-pt shot from 25 ft,3,24-39,,
9:25.0,,,24-39,,I. Shumpert misses 3-pt shot from 26 ft
9:24.0,Defensive rebound by D. Green,,24-39,,
9:09.0,S. Livingston misses 2-pt shot from 11 ft,,24-39,,
9:09.0,,,24-39,,Defensive rebound by Team
9:09.0,Loose ball foul by A. Varejao,,24-39,,
9:09.0,K. Thompson enters the game for S. Livingston,,24-39,,
8:58.0,,,24-39,,Turnover by K. Irving (lost ball; steal by A. Varejao)
8:54.0,K. Thompson misses 3-pt shot from 26 ft,,24-39,,
8:54.0,,,24-39,,Defensive rebound by Team
8:54.0,Official timeout,,24-39,,
8:54.0,,,24-39,,L. James enters the game for R. Jefferson
8:43.0,,,24-41,2,T. Thompson makes 2-pt shot at rim (assist by J. Smith)
8:23.0,L. Barbosa makes 2-pt shot from 5 ft,2,26-41,,
7:59.0,,,26-41,,J. Smith misses 3-pt shot from 27 ft
7:58.0,Defensive rebound by K. Thompson,,26-41,,
7:51.0,,,26-41,,Personal foul by J. Smith
7:51.0,A. Iguodala enters the game for A. Varejao,,26-41,,
7:44.0,Turnover by K. Thompson (lost ball; steal by J. Smith),,26-41,,
7:39.0,,,26-43,2,K. Irving makes 2-pt shot at rim (assist by J. Smith)
7:19.0,A. Iguodala makes 3-pt shot from 24 ft (assist by L. Barbosa),3,29-43,,
6:51.0,,,29-46,3,L. James makes 3-pt shot from 27 ft
6:46.0,Turnover by S. Curry (lost ball; steal by L. James),,29-46,,
6:42.0,,,29-46,,Turnover by L. James (offensive foul)
6:42.0,,,29-46,,Offensive charge foul by L. James
6:37.0,,,29-46,,Personal foul by I. Shumpert
6:37.0,S. Curry makes free throw 1 of 2,1,30-46,,
6:37.0,S. Curry makes free throw 2 of 2,1,31-46,,
6:15.0,,,31-46,,Offensive charge foul by I. Shumpert
6:15.0,,,31-46,,Turnover by I. Shumpert (offensive foul)
6:15.0,,,31-46,,R. Jefferson enters the game for I. Shumpert
5:57.0,L. Barbosa misses 3-pt shot from 25 ft,,31-46,,
5:57.0,,,31-46,,Defensive rebound by K. Irving
5:51.0,,,31-46,,K. Irving misses 3-pt shot from 25 ft
5:50.0,Defensive rebound by L. Barbosa,,31-46,,
5:42.0,K. Thompson makes 2-pt shot from 2 ft (assist by A. Iguodala),2,33-46,,
5:42.0,,,33-46,,Cleveland full timeout
5:19.0,,,33-46,,L. James misses 2-pt shot from 6 ft
5:19.0,Defensive rebound by D. Green,,33-46,,
5:12.0,S. Curry makes 3-pt shot from 32 ft,3,36-46,,
4:53.0,,,36-46,,K. Irving misses 2-pt shot from 1 ft
4:52.0,Defensive rebound by A. Iguodala,,36-46,,
4:40.0,D. Green makes 2-pt shot from 1 ft (assist by S. Curry),2,38-46,,
4:40.0,,,38-46,,Cleveland full timeout
4:40.0,,,38-46,,M. Williams enters the game for J. Smith
4:17.0,,,38-46,,L. James misses 2-pt shot from 6 ft
4:16.0,Defensive rebound by A. Iguodala,,38-46,,
4:06.0,S. Curry misses 3-pt shot from 32 ft,,38-46,,
4:05.0,,,38-46,,Defensive rebound by M. Williams
4:04.0,Personal foul by K. Thompson,,38-46,,
3:53.0,,,38-46,,Shooting foul by A. Iguodala (drawn by K. Irving)
3:53.0,,,38-47,1,K. Irving makes free throw 1 of 2
3:53.0,H. Barnes enters the game for L. Barbosa,,38-47,,
3:53.0,,,38-47,,J. Smith enters the game for M. Williams
3:53.0,,,38-48,1,K. Irving makes free throw 2 of 2
3:39.0,H. Barnes misses 2-pt shot from 8 ft,,38-48,,
3:38.0,Offensive rebound by D. Green,,38-48,,
3:38.0,D. Green misses 2-pt shot at rim (block by L. James),,38-48,,
3:37.0,,,38-48,,Defensive rebound by T. Thompson
3:18.0,Personal foul by S. Curry,,38-48,,
3:18.0,,,38-49,1,K. Irving makes free throw 1 of 2
3:18.0,Golden State full timeout,,38-49,,
3:18.0,,,38-50,1,K. Irving makes free throw 2 of 2
3:01.0,K. Thompson misses 3-pt shot from 27 ft,,38-50,,
3:00.0,,,38-50,,Defensive rebound by R. Jefferson
2:53.0,,,38-52,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
2:41.0,K. Thompson misses 2-pt shot from 9 ft,,38-52,,
2:39.0,,,38-52,,Defensive rebound by R. Jefferson
2:33.0,,,38-54,2,L. James makes 2-pt shot from 1 ft
2:18.0,Shooting foul by R. Jefferson (drawn by K. Thompson),,38-54,,
2:18.0,Golden State full timeout,,38-54,,
2:18.0,S. Livingston enters the game for H. Barnes,,38-54,,
2:18.0,,,38-54,,D. Jones enters the game for R. Jefferson
2:18.0,K. Thompson makes free throw 1 of 2,1,39-54,,
2:18.0,K. Thompson misses free throw 2 of 2,,39-54,,
2:17.0,Offensive rebound by K. Thompson,,39-54,,
2:17.0,K. Thompson misses 2-pt shot from 5 ft (block by D. Jones),,39-54,,
2:16.0,Offensive rebound by K. Thompson,,39-54,,
1:56.0,A. Iguodala misses 2-pt shot from 15 ft,,39-54,,
1:55.0,Offensive rebound by Team,,39-54,,
1:55.0,,,39-54,,Loose ball foul by L. James
1:55.0,S. Curry makes free throw 1 of 2,1,40-54,,
1:55.0,S. Curry makes free throw 2 of 2,1,41-54,,
1:31.0,,,41-54,,Turnover by T. Thompson (lost ball; steal by K. Thompson)
1:25.0,K. Thompson makes 2-pt shot from 11 ft,2,43-54,,
1:01.0,,,43-56,2,D. Jones makes 2-pt shot from 5 ft (assist by L. James)
1:01.0,,,43-56,,Shooting foul by D. Green (drawn by D. Jones)
1:01.0,,,43-57,1,D. Jones makes free throw 1 of 1
0:51.0,S. Curry misses 3-pt shot from 25 ft,,43-57,,
0:50.0,,,43-57,,Defensive rebound by Team
0:50.0,Loose ball foul by D. Green,,43-57,,
0:50.0,,,43-58,1,D. Jones makes free throw 1 of 2
0:50.0,,,43-59,1,D. Jones makes free throw 2 of 2
0:34.0,S. Curry misses 3-pt shot from 25 ft,,43-59,,
0:33.0,Offensive rebound by A. Iguodala,,43-59,,
0:30.0,A. Iguodala misses 3-pt shot from 25 ft,,43-59,,
0:28.0,,,43-59,,Defensive rebound by D. Jones
0:04.0,,,43-59,,L. James misses 2-pt shot from 13 ft
0:03.0,Defensive rebound by S. Livingston,,43-59,,
0:01.0,Turnover by S. Livingston (lost ball; steal by J. Smith),,43-59,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,D. Green misses 3-pt shot from 27 ft,,43-59,,
11:40.0,,,43-59,,Defensive rebound by L. James
11:19.0,,,43-59,,L. James misses 2-pt shot from 14 ft
11:18.0,Defensive rebound by S. Curry,,43-59,,
11:11.0,K. Thompson misses 3-pt shot from 24 ft,,43-59,,
11:10.0,,,43-59,,Defensive rebound by J. Smith
11:02.0,,,43-59,,K. Irving misses 2-pt shot from 13 ft
11:00.0,,,43-59,,Offensive rebound by T. Thompson
10:55.0,,,43-61,2,L. James makes 2-pt shot at rim (assist by T. Thompson)
10:43.0,H. Barnes misses 3-pt shot from 27 ft,,43-61,,
10:43.0,,,43-61,,Defensive rebound by T. Thompson
10:36.0,,,43-61,,K. Irving misses 2-pt shot from 4 ft
10:36.0,,,43-61,,Offensive rebound by K. Love
10:36.0,,,43-61,,Shooting foul by S. Curry (drawn by K. Love)
10:36.0,,,43-62,1,K. Love makes free throw 1 of 2
10:36.0,,,43-62,,K. Love misses free throw 2 of 2
10:35.0,Defensive rebound by D. Green,,43-62,,
10:10.0,H. Barnes misses 3-pt shot from 23 ft,,43-62,,
10:10.0,,,43-62,,Defensive rebound by K. Irving
10:05.0,,,43-62,,K. Love misses 2-pt shot at rim (block by H. Barnes)
10:04.0,,,43-62,,Offensive rebound by L. James
10:00.0,,,43-65,3,J. Smith makes 3-pt shot from 28 ft (assist by L. James)
9:44.0,S. Curry misses 2-pt shot from 1 ft,,43-65,,
9:42.0,,,43-65,,Defensive rebound by L. James
9:42.0,,,43-65,,Turnover by T. Thompson (lost ball)
9:23.0,S. Curry makes 3-pt shot from 27 ft (assist by D. Green),3,46-65,,
9:02.0,,,46-65,,Shooting foul by A. Iguodala (drawn by K. Love)
9:02.0,,,46-66,1,K. Love makes free throw 1 of 2
9:02.0,,,46-67,1,K. Love makes free throw 2 of 2
8:44.0,Turnover by S. Curry (lost ball; steal by K. Irving),,46-67,,
8:42.0,,,46-67,,Turnover by K. Irving (lost ball; steal by K. Thompson)
8:42.0,,,46-67,,Personal foul by J. Smith
8:38.0,S. Curry misses 3-pt shot from 25 ft,,46-67,,
8:38.0,Offensive rebound by Team,,46-67,,
8:28.0,Shooting foul by T. Thompson (drawn by A. Iguodala),,46-67,,
8:28.0,A. Iguodala misses free throw 1 of 2,,46-67,,
8:28.0,Offensive rebound by Team,,46-67,,
8:28.0,F. Ezeli enters the game for H. Barnes,,46-67,,
8:28.0,A. Iguodala misses free throw 2 of 2,,46-67,,
8:27.0,,,46-67,,Defensive rebound by J. Smith
8:04.0,,,46-70,3,K. Love makes 3-pt shot from 23 ft (assist by T. Thompson)
7:48.0,K. Thompson makes 3-pt shot from 22 ft (assist by D. Green),3,49-70,,
7:23.0,,,49-70,,K. Irving misses 2-pt shot from 15 ft
7:22.0,Defensive rebound by D. Green,,49-70,,
7:15.0,K. Thompson misses 2-pt shot from 12 ft,,49-70,,
7:14.0,,,49-70,,Defensive rebound by T. Thompson
6:58.0,,,49-70,,J. Smith misses 3-pt shot from 24 ft
6:58.0,Defensive rebound by D. Green,,49-70,,
6:53.0,D. Green makes 2-pt shot at rim,2,51-70,,
6:53.0,,,51-70,,Cleveland full timeout
6:53.0,B. Rush enters the game for A. Iguodala,,51-70,,
6:39.0,,,51-70,,Turnover by K. Love (lost ball; steal by S. Curry)
6:37.0,Shooting foul by J. Smith (drawn by S. Curry),,51-70,,
6:37.0,S. Curry misses free throw 1 of 2,,51-70,,
6:37.0,Offensive rebound by Team,,51-70,,
6:37.0,S. Curry makes free throw 2 of 2,1,52-70,,
6:22.0,,,52-70,,L. James misses 2-pt shot from 2 ft
6:21.0,Defensive rebound by F. Ezeli,,52-70,,
6:04.0,S. Curry makes 2-pt shot from 1 ft (assist by F. Ezeli),2,54-70,,
6:04.0,Shooting foul by T. Thompson (drawn by S. Curry),,54-70,,
6:04.0,S. Curry makes free throw 1 of 1,1,55-70,,
5:45.0,,,55-70,,K. Love misses 3-pt shot from 24 ft
5:43.0,,,55-70,,Offensive rebound by K. Irving
5:38.0,,,55-72,2,K. Irving makes 2-pt shot from 15 ft
5:25.0,S. Curry misses 2-pt shot from 1 ft,,55-72,,
5:19.0,Offensive rebound by F. Ezeli,,55-72,,
5:19.0,F. Ezeli makes 2-pt shot at rim,2,57-72,,
5:00.0,,,57-74,2,L. James makes 2-pt shot from 1 ft (assist by K. Love)
4:45.0,Turnover by S. Curry (lost ball; steal by K. Irving),,57-74,,
4:40.0,,,57-76,2,L. James makes 2-pt shot at rim (assist by J. Smith)
4:38.0,Golden State full timeout,,57-76,,
4:38.0,,,57-76,,R. Jefferson enters the game for K. Love
4:23.0,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green),2,59-76,,
3:59.0,,,59-76,,Shooting foul by F. Ezeli (drawn by L. James)
3:59.0,,,59-77,1,L. James makes free throw 1 of 2
3:59.0,,,59-77,,L. James misses free throw 2 of 2
3:58.0,Defensive rebound by D. Green,,59-77,,
3:42.0,K. Thompson makes 2-pt shot from 15 ft,2,61-77,,
3:20.0,,,61-80,3,L. James makes 3-pt shot from 25 ft
3:12.0,Turnover by S. Curry (lost ball; steal by R. Jefferson),,61-80,,
2:50.0,,,61-80,,L. James misses 3-pt shot from 24 ft
2:50.0,,,61-80,,Offensive rebound by R. Jefferson
2:33.0,,,61-80,,Turnover by R. Jefferson (lost ball)
2:33.0,S. Livingston enters the game for S. Curry,,61-80,,
2:33.0,,,61-80,,I. Shumpert enters the game for K. Irving
2:14.0,S. Livingston makes 2-pt shot from 12 ft (assist by D. Green),2,63-80,,
1:48.0,,,63-80,,J. Smith misses 3-pt shot from 24 ft
1:47.0,,,63-80,,Offensive rebound by R. Jefferson
1:46.0,,,63-80,,Turnover by Team (shot clock)
1:46.0,A. Varejao enters the game for F. Ezeli,,63-80,,
1:46.0,,,63-80,,K. Love enters the game for T. Thompson
1:31.0,K. Thompson makes 3-pt shot from 26 ft (assist by A. Varejao),3,66-80,,
1:08.0,,,66-80,,R. Jefferson misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by D. Green,,66-80,,
0:48.0,K. Thompson makes 3-pt shot from 24 ft,3,69-80,,
0:25.0,,,69-80,,L. James misses 3-pt shot from 25 ft
0:24.0,Defensive rebound by S. Livingston,,69-80,,
0:06.0,K. Thompson makes 2-pt shot from 1 ft,2,71-80,,
0:02.0,Personal foul by S. Livingston,,71-80,,
0:00.0,,,71-80,,J. Smith misses 3-pt shot from 34 ft
0:00.0,,,71-80,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,,,71-80,,Shooting foul by H. Barnes (drawn by L. James)
11:43.0,,,71-81,1,L. James makes free throw 1 of 2
11:43.0,,,71-82,1,L. James makes free throw 2 of 2
11:23.0,K. Thompson misses 2-pt shot from 1 ft,,71-82,,
11:21.0,,,71-82,,Defensive rebound by L. James
11:14.0,,,71-82,,L. James misses 2-pt shot from 1 ft
11:13.0,Defensive rebound by A. Varejao,,71-82,,
11:04.0,,,71-82,,Personal foul by I. Shumpert
10:58.0,S. Curry misses 3-pt shot from 25 ft,,71-82,,
10:57.0,,,71-82,,Defensive rebound by T. Thompson
10:41.0,,,71-82,,Cleveland full timeout
10:41.0,L. Barbosa enters the game for H. Barnes,,71-82,,
10:41.0,D. Green enters the game for K. Thompson,,71-82,,
10:33.0,,,71-84,2,L. James makes 2-pt shot from 9 ft
10:17.0,Turnover by A. Varejao (lost ball; steal by L. James),,71-84,,
10:11.0,,,71-84,,L. James misses 2-pt shot from 1 ft
10:09.0,Defensive rebound by S. Livingston,,71-84,,
10:03.0,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Livingston),2,73-84,,
9:49.0,Personal foul by S. Curry,,73-84,,
9:49.0,A. Iguodala enters the game for A. Varejao,,73-84,,
9:46.0,Personal foul by D. Green,,73-84,,
9:30.0,,,73-84,,L. James misses 2-pt shot from 18 ft
9:29.0,Defensive rebound by S. Curry,,73-84,,
9:24.0,D. Green misses 2-pt shot from 1 ft (block by L. James),,73-84,,
9:23.0,,,73-84,,Defensive rebound by I. Shumpert
9:17.0,,,73-84,,Turnover by T. Thompson (offensive foul)
9:17.0,,,73-84,,Offensive foul by T. Thompson
9:04.0,S. Curry makes 3-pt shot from 25 ft,3,76-84,,
8:49.0,,,76-84,,K. Irving misses 2-pt shot from 2 ft (block by D. Green)
8:49.0,Defensive rebound by Team,,76-84,,
8:49.0,,,76-84,,J. Smith enters the game for I. Shumpert
8:35.0,S. Curry misses 2-pt shot at rim,,76-84,,
8:33.0,,,76-84,,Defensive rebound by T. Thompson
8:25.0,,,76-84,,K. Irving misses 3-pt shot from 26 ft
8:25.0,,,76-84,,Offensive rebound by L. James
8:22.0,,,76-86,2,L. James makes 2-pt shot from 2 ft
8:06.0,L. Barbosa makes 3-pt shot from 23 ft (assist by A. Iguodala),3,79-86,,
7:30.0,,,79-88,2,L. James makes 2-pt shot from 20 ft
7:17.0,S. Curry misses 3-pt shot from 26 ft,,79-88,,
7:17.0,,,79-88,,Defensive rebound by L. James
7:10.0,,,79-88,,Turnover by K. Irving (lost ball; steal by D. Green)
7:04.0,Turnover by D. Green (lost ball; steal by J. Smith),,79-88,,
7:00.0,,,79-90,2,L. James makes 2-pt shot from 1 ft (assist by K. Irving)
7:00.0,Golden State full timeout,,79-90,,
7:00.0,K. Thompson enters the game for S. Livingston,,79-90,,
6:48.0,Shooting foul by J. Smith (drawn by K. Thompson),,79-90,,
6:48.0,K. Thompson misses free throw 1 of 3,,79-90,,
6:48.0,Offensive rebound by Team,,79-90,,
6:48.0,K. Thompson makes free throw 2 of 3,1,80-90,,
6:48.0,K. Thompson makes free throw 3 of 3,1,81-90,,
6:36.0,,,81-93,3,J. Smith makes 3-pt shot from 26 ft (assist by L. James)
6:22.0,L. Barbosa makes 3-pt shot from 25 ft (assist by A. Iguodala),3,84-93,,
5:53.0,,,84-95,2,L. James makes 2-pt shot from 9 ft
5:45.0,,,84-95,,Personal foul by K. Irving
5:37.0,K. Thompson misses 3-pt shot from 25 ft,,84-95,,
5:36.0,,,84-95,,Defensive rebound by J. Smith
5:17.0,,,84-97,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
5:07.0,S. Curry makes 2-pt shot from 1 ft,2,86-97,,
4:43.0,,,86-99,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
4:32.0,S. Curry misses 2-pt shot at rim (block by L. James),,86-99,,
4:32.0,Offensive rebound by Team,,86-99,,
4:32.0,Golden State full timeout,,86-99,,
4:32.0,Golden State full timeout,,86-99,,
4:28.0,Shooting foul by J. Smith (drawn by K. Thompson),,86-99,,
4:28.0,K. Thompson makes free throw 1 of 2,1,87-99,,
4:28.0,S. Livingston enters the game for A. Iguodala,,87-99,,
4:28.0,F. Ezeli enters the game for L. Barbosa,,87-99,,
4:28.0,K. Thompson misses free throw 2 of 2,,87-99,,
4:24.0,,,87-99,,Defensive rebound by T. Thompson
4:22.0,Personal foul by S. Curry,,87-99,,
4:22.0,Technical foul by S. Curry,,87-99,,
4:22.0,L. Barbosa enters the game for S. Curry,,87-99,,
4:22.0,,,87-100,1,K. Irving makes technical free throw
3:58.0,,,87-103,3,J. Smith makes 3-pt shot from 23 ft (assist by L. James)
3:49.0,Offensive foul by K. Thompson,,87-103,,
3:49.0,Turnover by K. Thompson (offensive foul),,87-103,,
3:39.0,Personal foul by D. Green,,87-103,,
3:39.0,,,87-104,1,L. James makes free throw 1 of 2
3:39.0,,,87-104,,I. Shumpert enters the game for K. Irving
3:39.0,,,87-105,1,L. James makes free throw 2 of 2
3:28.0,F. Ezeli misses 2-pt shot from 8 ft,,87-105,,
3:27.0,Offensive rebound by F. Ezeli,,87-105,,
3:23.0,,,87-105,,Personal foul by T. Thompson
3:23.0,L. Barbosa misses free throw 1 of 2,,87-105,,
3:23.0,Offensive rebound by Team,,87-105,,
3:23.0,J. McAdoo enters the game for D. Green,,87-105,,
3:23.0,I. Clark enters the game for K. Thompson,,87-105,,
3:23.0,L. Barbosa makes free throw 2 of 2,1,88-105,,
2:59.0,,,88-108,3,L. James makes 3-pt shot from 25 ft
2:44.0,L. Barbosa misses 2-pt shot from 17 ft,,88-108,,
2:44.0,Offensive rebound by L. Barbosa,,88-108,,
2:29.0,F. Ezeli misses 2-pt shot from 7 ft,,88-108,,
2:29.0,,,88-108,,Defensive rebound by J. Smith
2:24.0,,,88-110,2,J. Smith makes 2-pt shot from 1 ft
2:19.0,,,88-110,,Personal foul by L. James
2:19.0,S. Livingston makes free throw 1 of 2,1,89-110,,
2:19.0,,,89-110,,T. Mozgov enters the game for L. James
