time,Phoenix,pts.away,score,pts.home,Minnesota
9:52.0,,,42-43,2,S. Muhammad makes 2-pt shot from 17 ft (assist by N. Bjelica)
9:46.0,,,42-43,,Personal foul by G. Smith
9:39.0,R. Price misses 2-pt shot from 2 ft,,42-43,,
9:38.0,,,42-43,,Defensive rebound by G. Smith
9:23.0,,,42-43,,T. Jones misses 3-pt shot from 22 ft
9:23.0,,,42-43,,Offensive rebound by S. Muhammad
9:21.0,,,42-45,2,S. Muhammad makes 2-pt shot from 1 ft
9:07.0,D. Booker misses 2-pt shot from 23 ft,,42-45,,
9:06.0,,,42-45,,Defensive rebound by S. Muhammad
8:51.0,,,42-47,2,T. Jones makes 2-pt shot from 17 ft
8:39.0,D. Booker misses 3-pt shot from 25 ft,,42-47,,
8:38.0,Offensive rebound by A. Williams,,42-47,,
8:37.0,A. Williams misses 2-pt shot from 2 ft,,42-47,,
8:36.0,Offensive rebound by A. Williams,,42-47,,
8:36.0,Offensive foul by A. Williams,,42-47,,
8:36.0,Turnover by A. Williams (offensive foul),,42-47,,
8:36.0,,,42-47,,Minnesota full timeout
8:36.0,B. Knight enters the game for D. Booker,,42-47,,
8:36.0,P. Tucker enters the game for C. Budinger,,42-47,,
8:36.0,A. Len enters the game for A. Williams,,42-47,,
8:22.0,,,42-47,,S. Muhammad misses 2-pt shot from 21 ft
8:22.0,Defensive rebound by P. Tucker,,42-47,,
8:02.0,Turnover by B. Knight (lost ball; steal by T. Jones),,42-47,,
7:55.0,,,42-49,2,S. Muhammad makes 2-pt shot from 2 ft
7:35.0,B. Knight misses 3-pt shot from 25 ft,,42-49,,
7:34.0,Offensive rebound by P. Tucker,,42-49,,
7:26.0,R. Price misses 3-pt shot from 27 ft,,42-49,,
7:25.0,,,42-49,,Defensive rebound by S. Muhammad
7:14.0,,,42-49,,Turnover by T. Jones (lost ball; steal by J. Leuer)
7:12.0,Turnover by J. Leuer (lost ball),,42-49,,
6:57.0,,,42-51,2,S. Muhammad makes 2-pt shot from 3 ft
6:37.0,Shooting foul by N. Bjelica (drawn by R. Price),,42-51,,
6:37.0,R. Price makes free throw 1 of 2,1,43-51,,
6:37.0,T. Chandler enters the game for J. Leuer,,43-51,,
6:37.0,,,43-51,,Z. LaVine enters the game for T. Prince
6:37.0,,,43-51,,R. Rubio enters the game for T. Jones
6:37.0,,,43-51,,K. Towns enters the game for G. Smith
6:37.0,R. Price makes free throw 2 of 2,1,44-51,,
6:14.0,,,44-51,,S. Muhammad misses 3-pt shot from 25 ft
6:13.0,Defensive rebound by A. Len,,44-51,,
6:03.0,B. Knight makes 3-pt shot from 24 ft,3,47-51,,
5:56.0,,,47-51,,Shooting foul by B. Knight (drawn by R. Rubio)
5:56.0,,,47-51,,Minnesota full timeout
5:56.0,D. Booker enters the game for R. Price,,47-51,,
5:56.0,,,47-51,,A. Wiggins enters the game for S. Muhammad
5:56.0,,,47-51,,G. Dieng enters the game for N. Bjelica
5:56.0,,,47-52,1,R. Rubio makes free throw 1 of 2
5:56.0,,,47-52,,R. Rubio misses free throw 2 of 2
5:56.0,Defensive rebound by T. Chandler,,47-52,,
5:39.0,Turnover by T. Chandler (lost ball; steal by A. Wiggins),,47-52,,
5:33.0,,,47-52,,R. Rubio misses 2-pt shot from 1 ft (block by D. Booker)
5:32.0,Defensive rebound by B. Knight,,47-52,,
5:20.0,Turnover by T. Chandler (bad pass),,47-52,,
5:04.0,,,47-54,2,Z. LaVine makes 2-pt shot from 15 ft (assist by K. Towns)
4:44.0,,,47-54,,Personal foul by R. Rubio
4:44.0,B. Knight misses free throw 1 of 2,,47-54,,
4:44.0,Offensive rebound by Team,,47-54,,
4:44.0,B. Knight makes free throw 2 of 2,1,48-54,,
4:32.0,,,48-54,,Turnover by Z. LaVine (step out of bounds)
4:24.0,Turnover by B. Knight (lost ball; steal by R. Rubio),,48-54,,
4:19.0,,,48-56,2,R. Rubio makes 2-pt shot from 1 ft
3:57.0,D. Booker misses 2-pt shot from 13 ft,,48-56,,
3:57.0,,,48-56,,Defensive rebound by R. Rubio
3:51.0,,,48-58,2,K. Towns makes 2-pt shot from 1 ft (assist by R. Rubio)
3:49.0,Phoenix full timeout,,48-58,,
3:33.0,Turnover by P. Tucker (3 sec),,48-58,,
3:19.0,,,48-60,2,R. Rubio makes 2-pt shot from 17 ft
3:07.0,,,48-60,,Personal foul by K. Towns
3:07.0,P. Tucker makes free throw 1 of 2,1,49-60,,
3:07.0,P. Tucker makes free throw 2 of 2,1,50-60,,
2:54.0,,,50-63,3,A. Wiggins makes 3-pt shot from 24 ft
2:35.0,P. Tucker misses 3-pt shot from 23 ft,,50-63,,
2:34.0,,,50-63,,Defensive rebound by G. Dieng
2:26.0,,,50-65,2,K. Towns makes 2-pt shot from 21 ft (assist by R. Rubio)
2:16.0,B. Knight makes 3-pt shot from 26 ft,3,53-65,,
1:59.0,,,53-65,,K. Towns misses 2-pt shot from 4 ft
1:58.0,Defensive rebound by P. Tucker,,53-65,,
1:51.0,A. Len makes 2-pt shot from 1 ft (assist by B. Knight),2,55-65,,
1:51.0,,,55-65,,Minnesota full timeout
1:41.0,,,55-65,,Shooting foul by D. Booker (drawn by A. Wiggins)
1:41.0,,,55-65,,A. Wiggins misses free throw 1 of 2
1:41.0,,,55-65,,Offensive rebound by Team
1:41.0,,,55-65,,A. Wiggins misses free throw 2 of 2
1:41.0,Defensive rebound by T. Chandler,,55-65,,
1:29.0,B. Knight makes 2-pt shot from 19 ft (assist by T. Chandler),2,57-65,,
1:18.0,,,57-65,,Offensive foul by K. Towns
1:18.0,,,57-65,,Turnover by K. Towns (offensive foul)
1:18.0,,,57-65,,G. Smith enters the game for K. Towns
1:05.0,,,57-65,,Personal foul by R. Rubio
1:05.0,B. Knight makes free throw 1 of 2,1,58-65,,
1:05.0,B. Knight makes free throw 2 of 2,1,59-65,,
0:54.0,,,59-65,,R. Rubio misses 2-pt shot from 1 ft
0:53.0,Defensive rebound by T. Chandler,,59-65,,
0:45.0,A. Len misses 2-pt shot from 7 ft,,59-65,,
0:43.0,,,59-65,,Defensive rebound by R. Rubio
0:35.0,,,59-65,,Z. LaVine misses 3-pt shot from 25 ft
0:34.0,Defensive rebound by Team,,59-65,,
0:17.0,T. Chandler makes 2-pt shot from 4 ft (assist by B. Knight),2,61-65,,
0:07.0,Personal foul by T. Chandler,,61-65,,
0:07.0,,,61-65,,G. Smith misses free throw 1 of 2
0:07.0,,,61-65,,Offensive rebound by Team
0:07.0,,,61-66,1,G. Smith makes free throw 2 of 2
0:01.0,Turnover by D. Booker (traveling),,61-66,,
0:01.0,,,61-66,,Z. LaVine misses 3-pt shot from 37 ft
0:00.0,,,61-66,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,61-66,,K. Towns misses 2-pt shot from 11 ft
11:42.0,Defensive rebound by Team,,61-66,,
11:29.0,D. Booker misses 2-pt shot from 16 ft,,61-66,,
11:29.0,,,61-66,,Defensive rebound by G. Dieng
11:14.0,Personal foul by T. Chandler,,61-66,,
11:10.0,,,61-69,3,A. Wiggins makes 3-pt shot from 27 ft (assist by K. Towns)
10:52.0,A. Len makes 2-pt shot from 6 ft (assist by D. Booker),2,63-69,,
10:36.0,,,63-71,2,G. Dieng makes 2-pt shot from 16 ft
10:25.0,Turnover by A. Len (lost ball),,63-71,,
10:15.0,,,63-73,2,G. Dieng makes 2-pt shot from 2 ft (assist by K. Towns)
10:15.0,,,63-73,,Shooting foul by P. Tucker (drawn by G. Dieng)
10:15.0,,,63-74,1,G. Dieng makes free throw 1 of 1
10:04.0,D. Booker misses 2-pt shot from 7 ft,,63-74,,
10:03.0,,,63-74,,Defensive rebound by G. Dieng
9:53.0,,,63-74,,Turnover by R. Rubio (bad pass)
9:43.0,B. Knight misses 2-pt shot from 6 ft,,63-74,,
9:42.0,,,63-74,,Defensive rebound by A. Wiggins
9:31.0,,,63-76,2,G. Dieng makes 2-pt shot from 17 ft
9:29.0,Phoenix full timeout,,63-76,,
9:09.0,D. Booker makes 2-pt shot from 3 ft,2,65-76,,
8:52.0,,,65-76,,K. Towns misses 2-pt shot from 3 ft
8:50.0,,,65-76,,Offensive rebound by G. Dieng
8:49.0,,,65-76,,Turnover by Z. LaVine (step out of bounds)
8:30.0,D. Booker makes 2-pt shot from 2 ft (assist by T. Chandler),2,67-76,,
8:23.0,,,67-78,2,Z. LaVine makes 2-pt shot from 2 ft (assist by R. Rubio)
8:15.0,Turnover by B. Knight (lost ball; steal by K. Towns),,67-78,,
8:12.0,,,67-78,,Turnover by R. Rubio (lost ball; steal by A. Len)
8:10.0,Turnover by A. Len (lost ball; steal by R. Rubio),,67-78,,
8:08.0,,,67-80,2,G. Dieng makes 2-pt shot from 2 ft (assist by R. Rubio)
7:41.0,B. Knight makes 3-pt shot from 25 ft,3,70-80,,
7:23.0,,,70-82,2,K. Towns makes 2-pt shot from 7 ft (assist by R. Rubio)
7:03.0,M. Teletovic enters the game for A. Len,,70-82,,
7:01.0,D. Booker misses 3-pt shot from 30 ft,,70-82,,
7:00.0,,,70-82,,Defensive rebound by Team
6:48.0,,,70-82,,R. Rubio misses 2-pt shot from 9 ft
6:46.0,,,70-82,,Offensive rebound by R. Rubio
6:42.0,,,70-82,,A. Wiggins misses 3-pt shot from 24 ft
6:40.0,,,70-82,,Offensive rebound by K. Towns
6:40.0,Personal foul by D. Booker,,70-82,,
6:40.0,,,70-82,,T. Prince enters the game for Z. LaVine
6:29.0,,,70-82,,Shooting foul by D. Booker (drawn by A. Wiggins)
6:29.0,,,70-83,1,A. Wiggins makes free throw 1 of 2
6:29.0,,,70-84,1,A. Wiggins makes free throw 2 of 2
6:10.0,B. Knight misses 2-pt shot from 6 ft,,70-84,,
6:09.0,,,70-84,,Defensive rebound by K. Towns
6:03.0,,,70-84,,Shooting foul by T. Chandler (drawn by A. Wiggins)
6:03.0,,,70-85,1,A. Wiggins makes free throw 1 of 2
6:03.0,J. Leuer enters the game for T. Chandler,,70-85,,
6:03.0,,,70-86,1,A. Wiggins makes free throw 2 of 2
6:00.0,Phoenix full timeout,,70-86,,
5:57.0,,,70-86,,Personal foul by G. Dieng
5:44.0,M. Teletovic makes 3-pt shot from 25 ft (assist by P. Tucker),3,73-86,,
5:22.0,Violation by M. Teletovic (kicked ball),,73-86,,
5:20.0,,,73-88,2,K. Towns makes 2-pt shot from 2 ft (assist by A. Wiggins)
5:20.0,,,73-88,,Shooting foul by J. Leuer (drawn by K. Towns)
5:20.0,,,73-89,1,K. Towns makes free throw 1 of 1
5:04.0,D. Booker makes 2-pt shot from 3 ft,2,75-89,,
4:46.0,,,75-89,,Turnover by R. Rubio (traveling)
4:31.0,J. Leuer misses 2-pt shot from 14 ft (block by A. Wiggins),,75-89,,
4:30.0,,,75-89,,Defensive rebound by A. Wiggins
4:20.0,,,75-89,,A. Wiggins misses 2-pt shot from 5 ft
4:19.0,Defensive rebound by J. Leuer,,75-89,,
4:05.0,P. Tucker makes 2-pt shot from 1 ft (assist by M. Teletovic),2,77-89,,
3:47.0,,,77-89,,Shooting foul by P. Tucker (drawn by A. Wiggins)
3:47.0,,,77-90,1,A. Wiggins makes free throw 1 of 2
3:47.0,,,77-91,1,A. Wiggins makes free throw 2 of 2
3:36.0,M. Teletovic misses 2-pt shot from 6 ft (block by A. Wiggins),,77-91,,
3:35.0,,,77-91,,Defensive rebound by R. Rubio
3:26.0,,,77-91,,R. Rubio misses 3-pt shot from 22 ft
3:24.0,Defensive rebound by Team,,77-91,,
3:23.0,R. Price enters the game for J. Leuer,,77-91,,
3:12.0,D. Booker misses 2-pt shot from 17 ft,,77-91,,
3:11.0,,,77-91,,Defensive rebound by T. Prince
2:57.0,,,77-93,2,A. Wiggins makes 2-pt shot from 3 ft
2:57.0,,,77-93,,Shooting foul by B. Knight (drawn by A. Wiggins)
2:57.0,,,77-93,,N. Bjelica enters the game for K. Towns
2:57.0,,,77-94,1,A. Wiggins makes free throw 1 of 1
2:44.0,R. Price misses 3-pt shot from 22 ft,,77-94,,
2:43.0,Offensive rebound by Team,,77-94,,
2:43.0,,,77-94,,T. Jones enters the game for R. Rubio
2:41.0,D. Booker misses 2-pt shot from 17 ft,,77-94,,
2:40.0,,,77-94,,Defensive rebound by G. Dieng
2:24.0,,,77-94,,T. Jones misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by B. Knight,,77-94,,
2:16.0,B. Knight misses 3-pt shot from 27 ft,,77-94,,
2:15.0,,,77-94,,Defensive rebound by Team
2:15.0,Loose ball foul by P. Tucker,,77-94,,
2:15.0,,,77-95,1,A. Wiggins makes free throw 1 of 2
2:15.0,C. Budinger enters the game for B. Knight,,77-95,,
2:15.0,A. Len enters the game for P. Tucker,,77-95,,
2:15.0,,,77-95,,Minnesota full timeout
2:15.0,,,77-95,,A. Wiggins misses free throw 2 of 2
2:14.0,Defensive rebound by A. Len,,77-95,,
1:56.0,A. Len makes 2-pt shot at rim (assist by D. Booker),2,79-95,,
1:30.0,,,79-97,2,T. Prince makes 2-pt shot from 21 ft (assist by T. Jones)
1:13.0,D. Booker misses 2-pt shot from 22 ft (block by A. Wiggins),,79-97,,
1:12.0,,,79-97,,Defensive rebound by A. Wiggins
1:11.0,Personal foul by D. Booker,,79-97,,
1:11.0,,,79-98,1,A. Wiggins makes free throw 1 of 2
1:11.0,,,79-98,,S. Muhammad enters the game for T. Prince
1:11.0,,,79-99,1,A. Wiggins makes free throw 2 of 2
0:53.0,M. Teletovic makes 2-pt shot from 1 ft,2,81-99,,
0:44.0,,,81-99,,N. Bjelica misses 3-pt shot from 25 ft
0:43.0,,,81-99,,Offensive rebound by G. Dieng
0:33.0,,,81-99,,G. Dieng misses 2-pt shot from 18 ft
0:32.0,Defensive rebound by D. Booker,,81-99,,
0:26.0,,,81-99,,Z. LaVine enters the game for A. Wiggins
0:15.0,C. Budinger makes 3-pt shot from 22 ft (assist by D. Booker),3,84-99,,
0:04.0,,,84-99,,S. Muhammad misses 3-pt shot from 23 ft
0:03.0,Defensive rebound by R. Price,,84-99,,
0:01.0,Turnover by D. Booker (lost ball; steal by G. Dieng),,84-99,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,M. Teletovic misses 2-pt shot from 3 ft,,84-99,,
11:44.0,Offensive rebound by A. Len,,84-99,,
11:40.0,Shooting foul by Z. LaVine (drawn by D. Booker),,84-99,,
11:40.0,D. Booker makes free throw 1 of 2,1,85-99,,
11:40.0,D. Booker makes free throw 2 of 2,1,86-99,,
11:30.0,,,86-99,,Turnover by N. Bjelica (lost ball; steal by R. Price)
11:17.0,R. Price makes 3-pt shot from 25 ft (assist by M. Teletovic),3,89-99,,
11:03.0,,,89-99,,K. Towns misses 2-pt shot from 4 ft
11:02.0,Defensive rebound by A. Len,,89-99,,
10:54.0,R. Price misses 2-pt shot from 3 ft,,89-99,,
10:54.0,,,89-99,,Defensive rebound by N. Bjelica
10:46.0,,,89-99,,S. Muhammad misses 3-pt shot from 22 ft
10:44.0,,,89-99,,Offensive rebound by N. Bjelica
10:44.0,,,89-99,,N. Bjelica misses 2-pt shot at rim
10:40.0,Defensive rebound by A. Len,,89-99,,
10:36.0,M. Teletovic misses 3-pt shot from 24 ft,,89-99,,
10:35.0,,,89-99,,Defensive rebound by Z. LaVine
10:20.0,,,89-101,2,N. Bjelica makes 2-pt shot at rim (assist by K. Towns)
9:59.0,M. Teletovic makes 2-pt shot from 10 ft (assist by D. Booker),2,91-101,,
9:52.0,,,91-101,,Minnesota full timeout
9:45.0,,,91-101,,N. Bjelica misses 3-pt shot from 25 ft
9:44.0,Defensive rebound by A. Len,,91-101,,
9:25.0,,,91-101,,Personal foul by Z. LaVine
9:11.0,M. Teletovic makes 2-pt shot from 11 ft,2,93-101,,
8:48.0,Personal foul by R. Price,,93-101,,
8:38.0,,,93-101,,Z. LaVine misses 3-pt shot from 22 ft
8:37.0,Defensive rebound by C. Budinger,,93-101,,
8:29.0,Turnover by D. Booker (lost ball; steal by T. Jones),,93-101,,
8:24.0,,,93-101,,Shooting foul by R. Price (drawn by Z. LaVine)
8:24.0,,,93-102,1,Z. LaVine makes free throw 1 of 2
8:24.0,,,93-102,,R. Rubio enters the game for T. Jones
8:24.0,,,93-103,1,Z. LaVine makes free throw 2 of 2
8:09.0,A. Len makes 2-pt shot at rim (assist by R. Price),2,95-103,,
7:55.0,,,95-103,,K. Towns misses 3-pt shot from 24 ft
7:54.0,Defensive rebound by M. Teletovic,,95-103,,
7:42.0,M. Teletovic misses 2-pt shot from 3 ft,,95-103,,
7:41.0,Offensive rebound by Team,,95-103,,
7:41.0,,,95-103,,G. Dieng enters the game for N. Bjelica
7:41.0,,,95-103,,A. Wiggins enters the game for S. Muhammad
7:37.0,Offensive foul by A. Len,,95-103,,
7:37.0,Turnover by A. Len (offensive foul),,95-103,,
7:23.0,,,95-103,,A. Wiggins misses 3-pt shot from 23 ft
7:22.0,Defensive rebound by A. Len,,95-103,,
7:00.0,D. Booker makes 2-pt shot from 21 ft,2,97-103,,
6:43.0,,,97-103,,Turnover by Z. LaVine (lost ball; steal by R. Price)
6:40.0,Shooting foul by G. Dieng (drawn by D. Booker),,97-103,,
6:40.0,D. Booker makes free throw 1 of 2,1,98-103,,
6:40.0,D. Booker makes free throw 2 of 2,1,99-103,,
6:24.0,,,99-103,,A. Wiggins misses 2-pt shot from 2 ft
6:24.0,Defensive rebound by M. Teletovic,,99-103,,
6:14.0,M. Teletovic makes 3-pt shot from 25 ft (assist by R. Price),3,102-103,,
5:55.0,,,102-103,,Turnover by R. Rubio (lost ball; steal by A. Len)
5:46.0,C. Budinger misses 3-pt shot from 24 ft,,102-103,,
5:45.0,,,102-103,,Defensive rebound by K. Towns
5:41.0,Personal foul by R. Price,,102-103,,
5:41.0,,,102-103,,Minnesota full timeout
5:27.0,,,102-106,3,Z. LaVine makes 3-pt shot from 25 ft (assist by K. Towns)
5:13.0,D. Booker misses 2-pt shot from 1 ft,,102-106,,
5:12.0,Offensive rebound by A. Len,,102-106,,
5:12.0,A. Len makes 2-pt shot at rim,2,104-106,,
4:57.0,,,104-108,2,A. Wiggins makes 2-pt shot from 5 ft
4:38.0,M. Teletovic makes 3-pt shot from 24 ft,3,107-108,,
4:30.0,,,107-108,,Turnover by G. Dieng (offensive foul)
4:30.0,,,107-108,,Offensive foul by G. Dieng
4:30.0,,,107-108,,T. Prince enters the game for G. Dieng
4:21.0,M. Teletovic misses 3-pt shot from 25 ft,,107-108,,
4:20.0,,,107-108,,Defensive rebound by Team
4:11.0,,,107-108,,Turnover by R. Rubio (lost ball; steal by R. Price)
