time,Oklahoma City,pts.away,score,pts.home,Utah
0:01.0,,,27-15,,T. Burke misses 3-pt shot from 49 ft
0:00.0,,,27-15,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:39.0,,,27-17,2,R. Hood makes 2-pt shot from 10 ft
11:23.0,E. Kanter makes 2-pt shot from 1 ft,2,29-17,,
11:03.0,,,29-19,2,J. Withey makes 2-pt shot from 3 ft (assist by A. Burks)
10:51.0,Offensive foul by A. Morrow,,29-19,,
10:51.0,Turnover by A. Morrow (offensive foul),,29-19,,
10:32.0,,,29-19,,Offensive charge foul by R. Hood
10:32.0,,,29-19,,Turnover by R. Hood (offensive foul)
10:19.0,Turnover by E. Kanter (traveling),,29-19,,
10:03.0,,,29-19,,Turnover by T. Booker (traveling)
9:49.0,D. Augustin misses 3-pt shot from 23 ft,,29-19,,
9:48.0,,,29-19,,Defensive rebound by R. Hood
9:40.0,,,29-22,3,T. Burke makes 3-pt shot from 24 ft (assist by R. Hood)
9:24.0,D. Waiters makes 2-pt shot from 3 ft,2,31-22,,
9:16.0,,,31-22,,Shooting foul by A. Morrow (drawn by A. Burks)
9:16.0,,,31-23,1,A. Burks makes free throw 1 of 2
9:16.0,A. Roberson enters the game for A. Morrow,,31-23,,
9:16.0,,,31-24,1,A. Burks makes free throw 2 of 2
8:52.0,Turnover by D. Augustin (lost ball; steal by T. Booker),,31-24,,
8:45.0,,,31-24,,R. Hood misses 3-pt shot from 23 ft
8:43.0,Defensive rebound by D. Augustin,,31-24,,
8:39.0,A. Roberson makes 2-pt shot from 2 ft (assist by D. Augustin),2,33-24,,
8:28.0,,,33-26,2,J. Withey makes 2-pt shot at rim (assist by T. Burke)
8:09.0,D. Waiters misses 3-pt shot from 24 ft,,33-26,,
8:08.0,Offensive rebound by E. Kanter,,33-26,,
8:07.0,Oklahoma City full timeout,,33-26,,
8:07.0,R. Westbrook enters the game for N. Collison,,33-26,,
8:07.0,S. Ibaka enters the game for D. Augustin,,33-26,,
8:07.0,,,33-26,,D. Favors enters the game for J. Withey
7:58.0,D. Waiters makes 2-pt shot from 19 ft,2,35-26,,
7:41.0,,,35-26,,T. Burke misses 3-pt shot from 24 ft
7:41.0,Defensive rebound by D. Waiters,,35-26,,
7:19.0,S. Ibaka misses 2-pt shot from 7 ft,,35-26,,
7:18.0,,,35-26,,Defensive rebound by D. Favors
6:58.0,,,35-28,2,T. Booker makes 2-pt shot at rim (assist by A. Burks)
6:47.0,E. Kanter makes 2-pt shot at rim (assist by R. Westbrook),2,37-28,,
6:39.0,,,37-28,,Turnover by T. Burke (bad pass; steal by R. Westbrook)
6:34.0,D. Waiters makes 2-pt shot at rim (assist by R. Westbrook),2,39-28,,
6:15.0,,,39-28,,A. Burks misses 2-pt shot from 18 ft
6:15.0,Defensive rebound by S. Ibaka,,39-28,,
6:04.0,A. Roberson makes 2-pt shot from 3 ft (assist by R. Westbrook),2,41-28,,
5:58.0,,,41-28,,Utah full timeout
5:58.0,K. Durant enters the game for D. Waiters,,41-28,,
5:58.0,,,41-28,,E. Millsap enters the game for A. Burks
5:58.0,,,41-28,,G. Hayward enters the game for R. Hood
5:58.0,,,41-28,,T. Lyles enters the game for T. Booker
5:45.0,,,41-28,,Shooting foul by K. Durant (drawn by E. Millsap)
5:45.0,,,41-29,1,E. Millsap makes free throw 1 of 2
5:45.0,,,41-29,,E. Millsap misses free throw 2 of 2
5:44.0,Defensive rebound by R. Westbrook,,41-29,,
5:34.0,R. Westbrook misses 2-pt shot from 8 ft,,41-29,,
5:33.0,,,41-29,,Defensive rebound by D. Favors
5:20.0,,,41-29,,G. Hayward misses 2-pt shot from 5 ft
5:20.0,Defensive rebound by K. Durant,,41-29,,
5:09.0,K. Durant makes 2-pt shot from 17 ft,2,43-29,,
4:51.0,,,43-29,,D. Favors misses 2-pt shot from 20 ft
4:51.0,Defensive rebound by S. Ibaka,,43-29,,
4:34.0,R. Westbrook misses 2-pt shot from 20 ft,,43-29,,
4:33.0,,,43-29,,Defensive rebound by G. Hayward
4:23.0,,,43-29,,E. Millsap misses 3-pt shot from 24 ft
4:22.0,,,43-29,,Offensive rebound by D. Favors
4:16.0,,,43-31,2,D. Favors makes 2-pt shot at rim
4:01.0,S. Adams enters the game for E. Kanter,,43-31,,
3:59.0,Shooting foul by T. Burke (drawn by K. Durant),,43-31,,
3:59.0,K. Durant makes free throw 1 of 2,1,44-31,,
3:59.0,,,44-31,,A. Burks enters the game for T. Burke
3:59.0,,,44-31,,R. Hood enters the game for E. Millsap
3:59.0,K. Durant makes free throw 2 of 2,1,45-31,,
3:42.0,,,45-34,3,G. Hayward makes 3-pt shot from 24 ft (assist by A. Burks)
3:20.0,R. Westbrook misses 2-pt shot from 2 ft (block by D. Favors),,45-34,,
3:20.0,Offensive rebound by Team,,45-34,,
3:20.0,D. Waiters enters the game for A. Roberson,,45-34,,
3:16.0,K. Durant misses 2-pt shot from 14 ft,,45-34,,
3:16.0,Offensive rebound by R. Westbrook,,45-34,,
3:08.0,Turnover by S. Ibaka (traveling),,45-34,,
2:49.0,,,45-34,,G. Hayward misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by S. Ibaka,,45-34,,
2:36.0,Turnover by S. Ibaka (bad pass),,45-34,,
2:36.0,,,45-34,,Utah full timeout
2:36.0,A. Roberson enters the game for S. Ibaka,,45-34,,
2:21.0,,,45-34,,D. Favors misses 2-pt shot from 12 ft
2:21.0,Defensive rebound by K. Durant,,45-34,,
2:10.0,Turnover by R. Westbrook (bad pass; steal by D. Favors),,45-34,,
2:07.0,,,45-34,,Turnover by A. Burks (bad pass; steal by K. Durant)
2:03.0,Shooting foul by T. Lyles (drawn by R. Westbrook),,45-34,,
2:03.0,R. Westbrook makes free throw 1 of 2,1,46-34,,
2:03.0,R. Westbrook makes free throw 2 of 2,1,47-34,,
1:50.0,,,47-36,2,A. Burks makes 2-pt shot from 1 ft (assist by G. Hayward)
1:35.0,K. Durant misses 2-pt shot from 16 ft,,47-36,,
1:34.0,,,47-36,,Defensive rebound by G. Hayward
1:20.0,,,47-38,2,D. Favors makes 2-pt shot from 15 ft (assist by A. Burks)
1:04.0,R. Westbrook misses 2-pt shot from 5 ft,,47-38,,
1:03.0,,,47-38,,Defensive rebound by A. Burks
1:03.0,Personal foul by S. Adams (drawn by A. Burks),,47-38,,
0:52.0,,,47-40,2,D. Favors makes 2-pt shot from 16 ft (assist by A. Burks)
0:37.0,K. Durant makes 2-pt shot at rim,2,49-40,,
0:31.0,,,49-40,,Shooting foul by R. Westbrook (drawn by A. Burks)
0:31.0,,,49-41,1,A. Burks makes free throw 1 of 2
0:31.0,,,49-42,1,A. Burks makes free throw 2 of 2
0:09.0,R. Westbrook makes 3-pt shot from 24 ft,3,52-42,,
0:02.0,,,52-44,2,A. Burks makes 2-pt shot from 19 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:51.0,Personal foul by A. Roberson (drawn by R. Hood),,52-44,,
11:43.0,,,52-44,,T. Lyles misses 3-pt shot from 23 ft
11:42.0,,,52-44,,Offensive rebound by T. Lyles
11:26.0,,,52-46,2,R. Hood makes 2-pt shot from 12 ft
11:08.0,R. Westbrook makes 2-pt shot from 12 ft,2,54-46,,
10:46.0,,,54-46,,D. Favors misses 2-pt shot from 15 ft
10:46.0,Defensive rebound by S. Ibaka,,54-46,,
10:34.0,S. Adams makes 2-pt shot from 2 ft (assist by R. Westbrook),2,56-46,,
10:18.0,,,56-46,,R. Hood misses 3-pt shot from 24 ft
10:17.0,Defensive rebound by A. Roberson,,56-46,,
10:08.0,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook),2,58-46,,
9:48.0,,,58-46,,D. Favors misses 2-pt shot from 3 ft (block by S. Ibaka)
9:46.0,Defensive rebound by R. Westbrook,,58-46,,
9:29.0,Turnover by R. Westbrook (bad pass),,58-46,,
9:29.0,,,58-46,,T. Burke enters the game for R. Neto
9:10.0,,,58-46,,Turnover by R. Hood (bad pass)
8:53.0,A. Roberson misses 2-pt shot from 2 ft (block by D. Favors),,58-46,,
8:52.0,,,58-46,,Defensive rebound by R. Hood
8:39.0,,,58-46,,T. Burke misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by K. Durant,,58-46,,
8:29.0,S. Ibaka misses 2-pt shot from 18 ft,,58-46,,
8:28.0,,,58-46,,Defensive rebound by R. Hood
8:18.0,,,58-46,,R. Hood misses 3-pt shot from 25 ft
8:17.0,Defensive rebound by A. Roberson,,58-46,,
8:14.0,Oklahoma City full timeout,,58-46,,
7:50.0,A. Roberson misses 2-pt shot from 1 ft,,58-46,,
7:49.0,Offensive rebound by S. Adams,,58-46,,
7:49.0,S. Adams makes 2-pt shot from 2 ft,2,60-46,,
7:28.0,,,60-49,3,G. Hayward makes 3-pt shot from 24 ft (assist by T. Lyles)
7:09.0,S. Ibaka misses 2-pt shot from 18 ft,,60-49,,
7:08.0,,,60-49,,Defensive rebound by G. Hayward
6:54.0,,,60-51,2,D. Favors makes 2-pt shot from 1 ft (assist by T. Burke)
6:41.0,Shooting foul by R. Hood (drawn by R. Westbrook),,60-51,,
6:41.0,R. Westbrook makes free throw 1 of 2,1,61-51,,
6:41.0,E. Kanter enters the game for S. Ibaka,,61-51,,
6:41.0,N. Collison enters the game for S. Adams,,61-51,,
6:41.0,R. Westbrook makes free throw 2 of 2,1,62-51,,
6:25.0,,,62-53,2,T. Burke makes 2-pt shot from 16 ft
6:04.0,Turnover by A. Roberson (bad pass; steal by T. Lyles),,62-53,,
5:52.0,,,62-53,,T. Lyles misses 2-pt shot from 20 ft
5:51.0,Defensive rebound by Team,,62-53,,
5:50.0,,,62-53,,A. Burks enters the game for R. Hood
5:37.0,Shooting foul by D. Favors (drawn by N. Collison),,62-53,,
5:37.0,N. Collison makes free throw 1 of 2,1,63-53,,
5:37.0,D. Waiters enters the game for A. Roberson,,63-53,,
5:37.0,N. Collison misses free throw 2 of 2,,63-53,,
5:36.0,,,63-53,,Defensive rebound by G. Hayward
5:35.0,Personal foul by R. Westbrook (drawn by G. Hayward),,63-53,,
5:17.0,,,63-53,,G. Hayward misses 2-pt shot from 20 ft
5:16.0,Defensive rebound by N. Collison,,63-53,,
5:01.0,D. Waiters makes 2-pt shot from 3 ft,2,65-53,,
4:41.0,,,65-55,2,T. Burke makes 2-pt shot from 12 ft
4:19.0,K. Durant misses 3-pt shot from 25 ft,,65-55,,
4:18.0,,,65-55,,Defensive rebound by G. Hayward
4:15.0,,,65-55,,Shooting foul by N. Collison (drawn by A. Burks)
4:15.0,,,65-55,,A. Burks misses free throw 1 of 2
4:15.0,,,65-55,,Offensive rebound by Team
4:15.0,,,65-55,,T. Booker enters the game for T. Lyles
4:15.0,,,65-56,1,A. Burks makes free throw 2 of 2
3:59.0,R. Westbrook makes 2-pt shot at rim (assist by K. Durant),2,67-56,,
3:40.0,Shooting block foul by N. Collison (drawn by D. Favors),,67-56,,
3:40.0,,,67-56,,D. Favors misses free throw 1 of 2
3:40.0,,,67-56,,Offensive rebound by Team
3:40.0,,,67-57,1,D. Favors makes free throw 2 of 2
3:19.0,,,67-57,,Violation by D. Favors (kicked ball)
3:19.0,D. Augustin enters the game for R. Westbrook,,67-57,,
3:19.0,,,67-57,,J. Withey enters the game for D. Favors
3:13.0,E. Kanter misses 2-pt shot from 2 ft,,67-57,,
3:12.0,Offensive rebound by E. Kanter,,67-57,,
3:11.0,E. Kanter makes 2-pt shot from 1 ft,2,69-57,,
2:53.0,Personal foul by N. Collison (drawn by G. Hayward),,69-57,,
2:53.0,,,69-57,,Utah full timeout
2:53.0,,,69-58,1,G. Hayward makes free throw 1 of 2
2:53.0,,,69-58,,G. Hayward misses free throw 2 of 2
2:52.0,Defensive rebound by K. Durant,,69-58,,
2:39.0,Turnover by K. Durant (lost ball; steal by G. Hayward),,69-58,,
2:32.0,,,69-58,,T. Burke misses 2-pt shot from 3 ft
2:32.0,,,69-58,,Offensive rebound by A. Burks
2:22.0,,,69-58,,A. Burks misses 3-pt shot from 24 ft
2:21.0,Defensive rebound by K. Durant,,69-58,,
2:12.0,K. Durant misses 3-pt shot from 24 ft,,69-58,,
2:10.0,,,69-58,,Defensive rebound by Team
1:56.0,,,69-58,,G. Hayward misses 2-pt shot from 19 ft
1:56.0,,,69-58,,Offensive rebound by T. Booker
1:54.0,,,69-60,2,T. Booker makes 2-pt shot from 1 ft
1:38.0,Shooting foul by T. Booker (drawn by E. Kanter),,69-60,,
1:38.0,E. Kanter misses free throw 1 of 2,,69-60,,
1:38.0,Offensive rebound by Team,,69-60,,
1:38.0,E. Kanter makes free throw 2 of 2,1,70-60,,
1:21.0,,,70-60,,T. Burke misses 2-pt shot from 18 ft
1:20.0,,,70-60,,Offensive rebound by T. Booker
1:14.0,,,70-63,3,G. Hayward makes 3-pt shot from 24 ft (assist by T. Booker)
0:56.0,Turnover by D. Waiters (bad pass; steal by G. Hayward),,70-63,,
0:52.0,,,70-65,2,T. Booker makes 2-pt shot at rim (assist by G. Hayward)
0:39.0,,,70-65,,Personal foul by T. Booker (drawn by E. Kanter)
0:39.0,E. Kanter makes free throw 1 of 2,1,71-65,,
0:39.0,E. Kanter makes free throw 2 of 2,1,72-65,,
0:33.0,,,72-65,,A. Burks misses 2-pt shot from 3 ft (block by K. Durant)
0:31.0,Defensive rebound by E. Kanter,,72-65,,
0:09.0,D. Waiters misses 3-pt shot from 24 ft,,72-65,,
0:08.0,,,72-65,,Defensive rebound by T. Burke
0:01.0,,,72-67,2,T. Burke makes 2-pt shot from 16 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,72-67,,Personal foul by E. Millsap (drawn by D. Waiters)
11:39.0,E. Kanter makes 2-pt shot from 2 ft,2,74-67,,
11:19.0,,,74-67,,R. Hood misses 2-pt shot from 5 ft
11:18.0,Defensive rebound by E. Kanter,,74-67,,
11:02.0,D. Waiters misses 2-pt shot from 2 ft,,74-67,,
11:02.0,,,74-67,,Defensive rebound by T. Booker
10:56.0,Personal foul by D. Augustin (drawn by T. Burke),,74-67,,
10:47.0,,,74-69,2,J. Withey makes 2-pt shot from 1 ft (assist by T. Burke)
10:25.0,D. Augustin makes 2-pt shot from 2 ft,2,76-69,,
10:06.0,,,76-69,,Turnover by J. Withey (step out of bounds)
10:06.0,,,76-69,,A. Burks enters the game for T. Burke
10:06.0,,,76-69,,T. Lyles enters the game for J. Withey
9:54.0,,,76-69,,Personal foul by T. Booker (drawn by E. Kanter)
9:54.0,,,76-69,,D. Favors enters the game for T. Booker
9:48.0,D. Augustin misses 3-pt shot from 24 ft,,76-69,,
9:47.0,,,76-69,,Defensive rebound by E. Millsap
9:32.0,,,76-69,,Offensive foul by A. Burks
9:32.0,,,76-69,,Turnover by A. Burks (offensive foul)
9:12.0,E. Kanter misses 2-pt shot from 17 ft,,76-69,,
9:11.0,,,76-69,,Defensive rebound by A. Burks
9:03.0,,,76-69,,A. Burks misses 3-pt shot from 24 ft
9:03.0,Defensive rebound by E. Kanter,,76-69,,
8:47.0,A. Morrow makes 3-pt shot from 26 ft (assist by D. Waiters),3,79-69,,
8:29.0,Personal foul by E. Kanter (drawn by D. Favors),,79-69,,
8:29.0,,,79-69,,Utah full timeout
8:29.0,R. Westbrook enters the game for D. Augustin,,79-69,,
8:29.0,,,79-69,,G. Hayward enters the game for E. Millsap
8:19.0,,,79-69,,Offensive foul by G. Hayward
8:19.0,,,79-69,,Turnover by G. Hayward (offensive foul)
8:07.0,S. Ibaka makes 2-pt shot from 14 ft (assist by R. Westbrook),2,81-69,,
7:43.0,,,81-71,2,D. Favors makes 2-pt shot from 4 ft
7:25.0,R. Westbrook misses 2-pt shot from 13 ft,,81-71,,
7:25.0,,,81-71,,Defensive rebound by Team
7:25.0,Personal foul by S. Ibaka (drawn by A. Burks),,81-71,,
7:25.0,,,81-71,,T. Booker enters the game for T. Lyles
7:25.0,K. Durant enters the game for D. Waiters,,81-71,,
7:25.0,S. Adams enters the game for E. Kanter,,81-71,,
7:05.0,,,81-71,,D. Favors misses 2-pt shot from 15 ft
7:05.0,Defensive rebound by R. Westbrook,,81-71,,
6:57.0,K. Durant misses 3-pt shot from 25 ft,,81-71,,
6:56.0,,,81-71,,Defensive rebound by T. Booker
6:49.0,,,81-71,,Turnover by D. Favors (offensive goaltending)
6:49.0,,,81-71,,T. Burke enters the game for A. Burks
6:23.0,S. Ibaka makes 2-pt shot from 2 ft (assist by K. Durant),2,83-71,,
6:02.0,,,83-71,,R. Hood misses 2-pt shot from 15 ft
6:01.0,Defensive rebound by S. Adams,,83-71,,
5:55.0,R. Westbrook misses 3-pt shot from 24 ft,,83-71,,
5:53.0,,,83-71,,Defensive rebound by T. Burke
5:39.0,,,83-71,,Shooting foul by S. Adams (drawn by G. Hayward)
5:39.0,,,83-71,,Utah full timeout
5:39.0,D. Waiters enters the game for A. Morrow,,83-71,,
5:39.0,,,83-72,1,G. Hayward makes free throw 1 of 2
5:39.0,,,83-73,1,G. Hayward makes free throw 2 of 2
5:27.0,S. Adams misses 2-pt shot from 1 ft,,83-73,,
5:26.0,,,83-73,,Defensive rebound by G. Hayward
5:20.0,,,83-75,2,R. Hood makes 2-pt shot from 2 ft (assist by T. Booker)
4:56.0,R. Westbrook misses 2-pt shot from 7 ft,,83-75,,
4:55.0,,,83-75,,Defensive rebound by D. Favors
4:43.0,,,83-78,3,T. Burke makes 3-pt shot from 24 ft
4:19.0,K. Durant makes 2-pt shot from 18 ft,2,85-78,,
3:53.0,,,85-78,,T. Booker misses 2-pt shot from 6 ft
3:53.0,,,85-78,,Offensive rebound by T. Burke
3:48.0,,,85-81,3,R. Hood makes 3-pt shot from 24 ft (assist by T. Burke)
3:29.0,K. Durant makes 2-pt shot from 17 ft,2,87-81,,
3:13.0,,,87-81,,Shooting foul by S. Ibaka (drawn by T. Burke)
3:13.0,,,87-82,1,T. Burke makes free throw 1 of 2
3:13.0,,,87-82,,A. Burks enters the game for R. Hood
3:13.0,,,87-82,,T. Burke misses free throw 2 of 2
3:12.0,Defensive rebound by K. Durant,,87-82,,
2:53.0,K. Durant misses 2-pt shot from 18 ft,,87-82,,
2:52.0,,,87-82,,Defensive rebound by T. Booker
2:44.0,,,87-84,2,A. Burks makes 2-pt shot from 2 ft
2:42.0,Oklahoma City full timeout,,87-84,,
2:24.0,R. Westbrook misses 2-pt shot from 2 ft,,87-84,,
2:23.0,,,87-84,,Defensive rebound by D. Favors
2:03.0,,,87-84,,T. Burke misses 2-pt shot from 17 ft
2:02.0,,,87-84,,Offensive rebound by T. Booker
2:02.0,,,87-86,2,T. Booker makes 2-pt shot at rim
1:47.0,K. Durant misses 2-pt shot from 17 ft,,87-86,,
1:45.0,Offensive rebound by S. Ibaka,,87-86,,
1:33.0,Turnover by R. Westbrook (bad pass; steal by T. Burke),,87-86,,
1:26.0,,,87-86,,A. Burks misses 3-pt shot from 22 ft
1:24.0,,,87-86,,Offensive rebound by T. Booker
1:24.0,Personal foul by S. Ibaka (drawn by T. Booker),,87-86,,
1:24.0,,,87-86,,T. Booker misses free throw 1 of 2
1:24.0,,,87-86,,Offensive rebound by Team
1:24.0,,,87-87,1,T. Booker makes free throw 2 of 2
1:06.0,K. Durant makes 3-pt shot from 23 ft,3,90-87,,
1:06.0,,,90-87,,Utah full timeout
0:56.0,,,90-87,,T. Burke misses 3-pt shot from 24 ft
0:54.0,Defensive rebound by R. Westbrook,,90-87,,
0:54.0,Oklahoma City full timeout,,90-87,,
0:54.0,,,90-87,,R. Hood enters the game for T. Burke
0:35.0,R. Westbrook misses 2-pt shot from 17 ft,,90-87,,
0:33.0,Offensive rebound by D. Waiters,,90-87,,
0:12.0,K. Durant makes 2-pt shot from 15 ft,2,92-87,,
0:12.0,,,92-87,,Utah full timeout
0:12.0,A. Roberson enters the game for S. Adams,,92-87,,
0:12.0,,,92-87,,J. Ingles enters the game for R. Hood
0:12.0,,,92-87,,T. Burke enters the game for T. Booker
0:04.0,,,92-90,3,T. Burke makes 3-pt shot from 27 ft (assist by G. Hayward)
0:03.0,,,92-90,,Personal foul by G. Hayward (drawn by K. Durant)
0:03.0,Oklahoma City full timeout,,92-90,,
0:03.0,A. Morrow enters the game for A. Roberson,,92-90,,
0:03.0,,,92-90,,R. Hood enters the game for T. Burke
0:03.0,,,92-90,,T. Booker enters the game for J. Ingles
0:03.0,Oklahoma City full timeout,,92-90,,
0:02.0,,,92-90,,Personal foul by T. Booker (drawn by K. Durant)
0:02.0,K. Durant makes free throw 1 of 2,1,93-90,,
0:02.0,K. Durant makes free throw 2 of 2,1,94-90,,
0:02.0,,,94-90,,Utah full timeout
0:02.0,A. Roberson enters the game for A. Morrow,,94-90,,
