time,Oklahoma City,pts.away,score,pts.home,Houston
5:16.0,,,9-15,2,J. Harden makes 2-pt shot from 2 ft (assist by T. Ariza)
5:02.0,R. Westbrook misses 2-pt shot from 2 ft,,9-15,,
5:01.0,,,9-15,,Defensive rebound by P. Beverley
4:55.0,,,9-15,,M. Thornton misses 3-pt shot from 22 ft
4:54.0,Defensive rebound by S. Ibaka,,9-15,,
4:41.0,K. Durant misses 2-pt shot from 10 ft,,9-15,,
4:40.0,Offensive rebound by R. Westbrook,,9-15,,
4:39.0,,,9-15,,Violation by C. Capela (def goaltending)
4:39.0,R. Westbrook makes 2-pt shot from 1 ft,2,11-15,,
4:18.0,,,11-15,,T. Ariza misses 3-pt shot from 24 ft
4:18.0,,,11-15,,Offensive rebound by M. Thornton
4:17.0,,,11-17,2,M. Thornton makes 2-pt shot from 1 ft
4:06.0,K. Durant makes 3-pt shot from 25 ft,3,14-17,,
4:06.0,Shooting foul by C. Capela (drawn by K. Durant),,14-17,,
4:06.0,K. Singler enters the game for S. Adams,,14-17,,
4:06.0,,,14-17,,C. Brewer enters the game for T. Ariza
4:06.0,K. Durant misses free throw 1 of 1,,14-17,,
4:06.0,,,14-17,,Defensive rebound by J. Harden
3:58.0,,,14-19,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
3:46.0,Turnover by R. Westbrook (lost ball; steal by P. Beverley),,14-19,,
3:42.0,,,14-19,,P. Beverley misses 2-pt shot from 2 ft (block by K. Durant)
3:40.0,Defensive rebound by R. Westbrook,,14-19,,
3:34.0,S. Ibaka misses 2-pt shot from 1 ft (block by C. Capela),,14-19,,
3:31.0,Offensive rebound by K. Durant,,14-19,,
3:31.0,K. Durant makes 2-pt shot from 2 ft,2,16-19,,
3:26.0,Personal foul by K. Singler (drawn by J. Harden),,16-19,,
3:26.0,,,16-19,,T. Lawson enters the game for M. Thornton
3:19.0,Personal foul by K. Singler (drawn by T. Lawson),,16-19,,
3:05.0,,,16-19,,J. Harden misses 3-pt shot from 28 ft
3:04.0,Defensive rebound by S. Ibaka,,16-19,,
2:56.0,R. Westbrook makes 2-pt shot from 18 ft,2,18-19,,
2:51.0,,,18-19,,Houston full timeout
2:51.0,,,18-19,,D. Howard enters the game for C. Capela
2:51.0,E. Kanter enters the game for S. Ibaka,,18-19,,
2:35.0,,,18-19,,D. Howard misses 2-pt shot from 6 ft
2:34.0,Defensive rebound by E. Kanter,,18-19,,
2:14.0,K. Durant makes 2-pt shot at rim (assist by R. Westbrook),2,20-19,,
2:01.0,,,20-19,,J. Harden misses 2-pt shot from 3 ft
2:00.0,Defensive rebound by K. Durant,,20-19,,
1:51.0,R. Westbrook makes 3-pt shot from 24 ft,3,23-19,,
1:31.0,,,23-19,,D. Howard misses 2-pt shot from 6 ft
1:30.0,Defensive rebound by D. Waiters,,23-19,,
1:19.0,D. Waiters misses 2-pt shot from 21 ft,,23-19,,
1:18.0,,,23-19,,Defensive rebound by C. Brewer
1:14.0,D. Augustin enters the game for R. Westbrook,,23-19,,
1:14.0,,,23-19,,T. Ariza enters the game for J. Harden
1:10.0,,,23-19,,P. Beverley misses 3-pt shot from 24 ft
1:10.0,Defensive rebound by K. Singler,,23-19,,
0:58.0,D. Augustin makes 3-pt shot from 25 ft (assist by E. Kanter),3,26-19,,
0:46.0,,,26-21,2,C. Brewer makes 2-pt shot from 1 ft (assist by P. Beverley)
0:31.0,Turnover by D. Augustin (bad pass; steal by D. Howard),,26-21,,
0:24.0,,,26-21,,C. Brewer misses 2-pt shot from 1 ft
0:23.0,Defensive rebound by E. Kanter,,26-21,,
0:02.0,D. Waiters misses 2-pt shot from 9 ft,,26-21,,
0:01.0,,,26-21,,Defensive rebound by C. Brewer
0:00.0,,,26-21,,C. Brewer misses 3-pt shot from 69 ft
0:00.0,,,26-21,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,Turnover by D. Augustin (bad pass; steal by C. Brewer),,26-21,,
11:43.0,,,26-23,2,C. Brewer makes 2-pt shot at rim (assist by T. Lawson)
11:30.0,,,26-23,,Shooting block foul by C. Brewer (drawn by D. Waiters)
11:30.0,D. Waiters misses free throw 1 of 2,,26-23,,
11:30.0,Offensive rebound by Team,,26-23,,
11:30.0,D. Waiters makes free throw 2 of 2,1,27-23,,
11:18.0,,,27-23,,C. Brewer misses 2-pt shot from 10 ft
11:17.0,Defensive rebound by K. Singler,,27-23,,
11:02.0,E. Kanter misses 2-pt shot at rim (block by D. Howard),,27-23,,
11:01.0,Offensive rebound by A. Roberson,,27-23,,
10:59.0,A. Roberson makes 2-pt shot from 1 ft,2,29-23,,
10:36.0,,,29-23,,Turnover by C. Brewer (lost ball; steal by D. Waiters)
10:34.0,,,29-23,,Violation by C. Brewer (def goaltending)
10:34.0,D. Waiters makes 2-pt shot from 2 ft,2,31-23,,
10:17.0,,,31-23,,Turnover by P. Beverley (bad pass; steal by D. Augustin)
10:07.0,D. Waiters misses 2-pt shot from 18 ft,,31-23,,
10:06.0,Offensive rebound by E. Kanter,,31-23,,
10:05.0,E. Kanter makes 2-pt shot from 1 ft,2,33-23,,
10:05.0,,,33-23,,Houston full timeout
10:05.0,,,33-23,,M. Thornton enters the game for P. Beverley
9:52.0,,,33-25,2,C. Brewer makes 2-pt shot from 2 ft (assist by T. Lawson)
9:29.0,E. Kanter misses 2-pt shot from 16 ft,,33-25,,
9:28.0,,,33-25,,Defensive rebound by T. Ariza
9:19.0,,,33-27,2,D. Howard makes 2-pt shot from 6 ft (assist by C. Brewer)
9:19.0,,,33-27,,Shooting foul by E. Kanter (drawn by D. Howard)
9:19.0,,,33-28,1,D. Howard makes free throw 1 of 1
9:03.0,D. Waiters makes 2-pt shot from 2 ft,2,35-28,,
8:51.0,,,35-28,,M. Thornton misses 2-pt shot from 16 ft
8:50.0,Defensive rebound by D. Augustin,,35-28,,
8:44.0,K. Singler misses 3-pt shot from 24 ft,,35-28,,
8:42.0,,,35-28,,Defensive rebound by T. Lawson
8:37.0,,,35-30,2,T. Lawson makes 2-pt shot from 2 ft
8:22.0,E. Kanter misses 2-pt shot from 4 ft,,35-30,,
8:19.0,,,35-30,,Defensive rebound by T. Ariza
8:16.0,,,35-32,2,C. Brewer makes 2-pt shot from 1 ft (assist by T. Lawson)
8:06.0,Oklahoma City full timeout,,35-32,,
8:06.0,A. Morrow enters the game for K. Singler,,35-32,,
8:06.0,,,35-32,,M. Harrell enters the game for D. Howard
8:06.0,,,35-32,,J. Harden enters the game for C. Brewer
7:52.0,D. Waiters makes 3-pt shot from 25 ft,3,38-32,,
7:33.0,,,38-32,,J. Harden misses 2-pt shot from 6 ft
7:32.0,Defensive rebound by D. Waiters,,38-32,,
7:25.0,D. Waiters misses 2-pt shot from 2 ft,,38-32,,
7:24.0,Offensive rebound by E. Kanter,,38-32,,
7:24.0,E. Kanter makes 2-pt shot from 1 ft,2,40-32,,
7:08.0,,,40-32,,T. Lawson misses 2-pt shot from 15 ft
7:07.0,Defensive rebound by E. Kanter,,40-32,,
7:00.0,D. Augustin makes 2-pt shot from 2 ft,2,42-32,,
7:00.0,,,42-32,,Shooting block foul by M. Harrell (drawn by D. Augustin)
7:00.0,D. Augustin misses free throw 1 of 1,,42-32,,
7:00.0,,,42-32,,Defensive rebound by J. Harden
6:40.0,,,42-32,,J. Harden misses 2-pt shot from 7 ft (block by A. Roberson)
6:39.0,Defensive rebound by D. Waiters,,42-32,,
6:35.0,,,42-32,,Violation by M. Harrell (def goaltending)
6:35.0,D. Augustin makes 2-pt shot from 1 ft (assist by D. Waiters),2,44-32,,
6:35.0,,,44-32,,Houston full timeout
6:35.0,R. Westbrook enters the game for D. Waiters,,44-32,,
6:23.0,,,44-34,2,M. Thornton makes 2-pt shot from 2 ft (assist by T. Lawson)
6:03.0,Turnover by E. Kanter (bad pass; steal by M. Harrell),,44-34,,
5:59.0,,,44-36,2,M. Thornton makes 2-pt shot from 1 ft (assist by T. Lawson)
5:42.0,D. Augustin makes 2-pt shot from 16 ft (assist by E. Kanter),2,46-36,,
5:27.0,,,46-36,,Shooting foul by A. Roberson (drawn by J. Harden)
5:27.0,,,46-37,1,J. Harden makes free throw 1 of 3
5:27.0,,,46-38,1,J. Harden makes free throw 2 of 3
5:27.0,S. Ibaka enters the game for A. Morrow,,46-38,,
5:27.0,K. Durant enters the game for D. Augustin,,46-38,,
5:27.0,,,46-38,,D. Howard enters the game for M. Harrell
5:27.0,A. Morrow enters the game for E. Kanter,,46-38,,
5:27.0,,,46-38,,P. Beverley enters the game for T. Lawson
5:27.0,,,46-39,1,J. Harden makes free throw 3 of 3
5:17.0,,,46-39,,Violation by D. Howard (def goaltending)
5:17.0,R. Westbrook makes 2-pt shot from 7 ft,2,48-39,,
5:07.0,,,48-41,2,J. Harden makes 2-pt shot at rim
4:56.0,,,48-41,,Violation by D. Howard (def goaltending)
4:56.0,A. Roberson makes 2-pt shot from 1 ft (assist by R. Westbrook),2,50-41,,
4:51.0,Personal foul by A. Roberson (drawn by J. Harden),,50-41,,
4:35.0,,,50-41,,J. Harden misses 3-pt shot from 25 ft
4:34.0,Defensive rebound by A. Roberson,,50-41,,
4:25.0,R. Westbrook misses 2-pt shot from 17 ft,,50-41,,
4:24.0,,,50-41,,Defensive rebound by D. Howard
4:15.0,,,50-41,,M. Thornton misses 2-pt shot from 2 ft
4:14.0,,,50-41,,Offensive rebound by D. Howard
4:13.0,,,50-43,2,D. Howard makes 2-pt shot from 1 ft
3:55.0,,,50-43,,Personal foul by P. Beverley (drawn by R. Westbrook)
3:45.0,K. Durant makes 3-pt shot from 26 ft (assist by R. Westbrook),3,53-43,,
3:29.0,,,53-43,,Turnover by J. Harden (bad pass; steal by S. Ibaka)
3:26.0,Turnover by K. Durant (bad pass; steal by J. Harden),,53-43,,
3:25.0,,,53-43,,Turnover by J. Harden (bad pass; steal by A. Morrow)
3:22.0,Turnover by A. Morrow (lost ball; steal by P. Beverley),,53-43,,
3:18.0,,,53-45,2,D. Howard makes 2-pt shot from 2 ft (assist by T. Ariza)
2:58.0,K. Durant misses 3-pt shot from 25 ft,,53-45,,
2:58.0,,,53-45,,Defensive rebound by Team
2:58.0,Loose ball foul by S. Ibaka (drawn by D. Howard),,53-45,,
2:58.0,,,53-45,,Houston full timeout
2:58.0,,,53-45,,T. Lawson enters the game for T. Ariza
2:58.0,,,53-45,,C. Brewer enters the game for P. Beverley
2:40.0,,,53-45,,Shooting foul by S. Ibaka (drawn by T. Lawson)
2:40.0,,,53-45,,T. Lawson misses free throw 1 of 2
2:40.0,,,53-45,,Offensive rebound by Team
2:40.0,S. Adams enters the game for A. Morrow,,53-45,,
2:40.0,,,53-45,,T. Lawson misses free throw 2 of 2
2:40.0,Defensive rebound by S. Ibaka,,53-45,,
2:27.0,Turnover by R. Westbrook (bad pass),,53-45,,
2:22.0,,,53-45,,M. Thornton misses 3-pt shot from 25 ft
2:21.0,Defensive rebound by R. Westbrook,,53-45,,
2:15.0,K. Durant makes 3-pt shot from 25 ft (assist by R. Westbrook),3,56-45,,
2:04.0,,,56-45,,Shooting foul by S. Adams (drawn by J. Harden)
2:04.0,,,56-45,,J. Harden misses free throw 1 of 2
2:04.0,,,56-45,,Offensive rebound by Team
2:04.0,,,56-46,1,J. Harden makes free throw 2 of 2
1:53.0,Shooting foul by C. Brewer (drawn by K. Durant),,56-46,,
1:53.0,K. Durant makes free throw 1 of 2,1,57-46,,
1:53.0,K. Durant makes free throw 2 of 2,1,58-46,,
1:43.0,,,58-48,2,J. Harden makes 2-pt shot from 2 ft (assist by C. Brewer)
1:32.0,R. Westbrook misses 2-pt shot from 3 ft,,58-48,,
1:31.0,Offensive rebound by S. Ibaka,,58-48,,
1:30.0,S. Ibaka makes 2-pt shot from 1 ft,2,60-48,,
1:22.0,Personal foul by A. Roberson (drawn by D. Howard),,60-48,,
1:22.0,,,60-49,1,D. Howard makes free throw 1 of 2
1:22.0,K. Singler enters the game for A. Roberson,,60-49,,
1:22.0,,,60-49,,D. Howard misses free throw 2 of 2
1:21.0,Defensive rebound by S. Adams,,60-49,,
1:14.0,Offensive charge foul by R. Westbrook,,60-49,,
1:14.0,Turnover by R. Westbrook (offensive foul),,60-49,,
1:02.0,,,60-49,,Turnover by T. Lawson (bad pass; steal by S. Adams)
0:55.0,Oklahoma City full timeout,,60-49,,
0:53.0,K. Durant misses 2-pt shot from 13 ft,,60-49,,
0:52.0,Offensive rebound by R. Westbrook,,60-49,,
0:38.0,S. Adams misses 2-pt shot from 8 ft,,60-49,,
0:37.0,Offensive rebound by S. Ibaka,,60-49,,
0:34.0,K. Durant makes 3-pt shot from 25 ft (assist by S. Ibaka),3,63-49,,
0:31.0,,,63-51,2,J. Harden makes 2-pt shot from 22 ft
0:12.0,S. Ibaka misses 2-pt shot from 4 ft,,63-51,,
0:12.0,Offensive rebound by S. Ibaka,,63-51,,
0:12.0,S. Ibaka makes 2-pt shot from 4 ft,2,65-51,,
0:00.0,,,65-54,3,J. Harden makes 3-pt shot from 24 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,K. Durant makes 2-pt shot from 13 ft,2,67-54,,
11:41.0,Personal take foul by R. Westbrook (drawn by J. Harden),,67-54,,
11:27.0,,,67-54,,Turnover by D. Howard (lost ball; steal by R. Westbrook)
11:27.0,,,67-54,,Personal foul by D. Howard (drawn by R. Westbrook)
11:14.0,Turnover by R. Westbrook (bad pass; steal by J. Harden),,67-54,,
11:07.0,,,67-54,,Turnover by T. Lawson (bad pass; steal by R. Westbrook)
11:00.0,S. Adams makes 2-pt shot at rim (assist by R. Westbrook),2,69-54,,
10:40.0,,,69-54,,M. Thornton misses 2-pt shot from 4 ft
10:39.0,,,69-54,,Offensive rebound by T. Lawson
10:39.0,,,69-54,,Shooting foul by R. Westbrook (drawn by T. Lawson)
10:39.0,,,69-54,,T. Lawson misses free throw 1 of 2
10:39.0,,,69-54,,Offensive rebound by Team
10:39.0,,,69-55,1,T. Lawson makes free throw 2 of 2
10:24.0,Turnover by K. Durant (step out of bounds),,69-55,,
10:02.0,,,69-57,2,T. Lawson makes 2-pt shot from 1 ft
9:48.0,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Westbrook),2,71-57,,
9:36.0,,,71-57,,Shooting foul by S. Ibaka (drawn by D. Howard)
9:36.0,,,71-57,,D. Howard misses free throw 1 of 2
9:36.0,,,71-57,,Offensive rebound by Team
9:36.0,,,71-57,,D. Howard misses free throw 2 of 2
9:36.0,Defensive rebound by A. Roberson,,71-57,,
9:25.0,S. Ibaka misses 2-pt shot from 19 ft,,71-57,,
9:24.0,,,71-57,,Defensive rebound by Team
9:24.0,Loose ball foul by R. Westbrook (drawn by D. Howard),,71-57,,
9:24.0,D. Augustin enters the game for R. Westbrook,,71-57,,
9:13.0,,,71-57,,J. Harden misses 3-pt shot from 24 ft
9:12.0,Defensive rebound by K. Durant,,71-57,,
9:01.0,D. Augustin misses 2-pt shot from 17 ft,,71-57,,
9:00.0,,,71-57,,Defensive rebound by Team
8:56.0,Shooting block foul by A. Roberson (drawn by J. Harden),,71-57,,
8:56.0,,,71-58,1,J. Harden makes free throw 1 of 2
8:56.0,D. Waiters enters the game for A. Roberson,,71-58,,
8:56.0,Violation by Team (delay of game),,71-58,,
8:56.0,,,71-59,1,J. Harden makes free throw 2 of 2
8:34.0,S. Adams makes 2-pt shot from 7 ft (assist by S. Ibaka),2,73-59,,
8:25.0,,,73-61,2,D. Howard makes 2-pt shot at rim (assist by T. Lawson)
8:05.0,K. Durant misses 3-pt shot from 24 ft,,73-61,,
8:04.0,,,73-61,,Defensive rebound by M. Thornton
7:47.0,,,73-63,2,J. Harden makes 2-pt shot from 1 ft
7:40.0,Oklahoma City full timeout,,73-63,,
7:31.0,Turnover by D. Augustin (bad pass; steal by T. Lawson),,73-63,,
7:23.0,,,73-63,,Shooting foul by D. Waiters (drawn by T. Lawson)
7:23.0,,,73-63,,T. Lawson misses free throw 1 of 2
7:23.0,,,73-63,,Offensive rebound by Team
7:23.0,,,73-63,,T. Lawson misses free throw 2 of 2
7:23.0,Defensive rebound by S. Adams,,73-63,,
7:14.0,,,73-63,,Personal foul by T. Ariza (drawn by K. Durant)
7:13.0,Turnover by K. Durant (bad pass; steal by T. Lawson),,73-63,,
7:08.0,,,73-65,2,T. Lawson makes 2-pt shot from 2 ft
6:53.0,Turnover by D. Augustin (bad pass; steal by T. Lawson),,73-65,,
6:34.0,,,73-65,,J. Harden misses 2-pt shot from 12 ft
6:33.0,Defensive rebound by D. Augustin,,73-65,,
6:20.0,D. Augustin misses 2-pt shot from 10 ft,,73-65,,
6:19.0,Offensive rebound by S. Ibaka,,73-65,,
6:19.0,S. Ibaka makes 2-pt shot from 1 ft,2,75-65,,
6:04.0,,,75-68,3,M. Thornton makes 3-pt shot from 25 ft
5:46.0,S. Ibaka misses 2-pt shot from 17 ft,,75-68,,
5:46.0,,,75-68,,Defensive rebound by T. Lawson
5:40.0,,,75-68,,J. Harden misses 2-pt shot from 2 ft (block by S. Ibaka)
5:39.0,Defensive rebound by D. Augustin,,75-68,,
5:38.0,,,75-68,,Personal foul by T. Lawson (drawn by D. Augustin)
5:38.0,,,75-68,,C. Brewer enters the game for M. Thornton
5:38.0,,,75-68,,C. Capela enters the game for D. Howard
5:38.0,,,75-68,,P. Beverley enters the game for T. Lawson
5:38.0,E. Kanter enters the game for S. Adams,,75-68,,
5:28.0,Turnover by K. Durant (lost ball; steal by C. Brewer),,75-68,,
5:24.0,,,75-68,,Offensive charge foul by C. Capela
5:24.0,,,75-68,,Turnover by C. Capela (offensive foul)
4:59.0,D. Augustin misses 3-pt shot from 26 ft,,75-68,,
4:58.0,,,75-68,,Defensive rebound by P. Beverley
4:41.0,,,75-71,3,J. Harden makes 3-pt shot from 24 ft
4:14.0,D. Waiters misses 2-pt shot from 21 ft,,75-71,,
4:14.0,,,75-71,,Defensive rebound by Team
4:03.0,Personal foul by D. Waiters (drawn by T. Ariza),,75-71,,
4:03.0,,,75-72,1,T. Ariza makes free throw 1 of 2
4:03.0,K. Singler enters the game for S. Ibaka,,75-72,,
4:03.0,,,75-73,1,T. Ariza makes free throw 2 of 2
3:51.0,Shooting foul by P. Beverley (drawn by D. Augustin),,75-73,,
3:51.0,D. Augustin makes free throw 1 of 2,1,76-73,,
3:51.0,D. Augustin makes free throw 2 of 2,1,77-73,,
3:33.0,,,77-73,,J. Harden misses 2-pt shot from 19 ft
3:32.0,Defensive rebound by E. Kanter,,77-73,,
3:23.0,Shooting foul by C. Capela (drawn by K. Durant),,77-73,,
3:23.0,K. Durant misses free throw 1 of 2,,77-73,,
3:23.0,Offensive rebound by Team,,77-73,,
3:23.0,K. Durant makes free throw 2 of 2,1,78-73,,
3:08.0,,,78-73,,Shooting foul by K. Singler (drawn by J. Harden)
3:08.0,,,78-74,1,J. Harden makes free throw 1 of 2
3:08.0,,,78-75,1,J. Harden makes free throw 2 of 2
3:01.0,,,78-75,,Personal foul by C. Brewer (drawn by D. Augustin)
3:01.0,D. Augustin misses free throw 1 of 2,,78-75,,
3:01.0,Offensive rebound by Team,,78-75,,
3:01.0,,,78-75,,Houston full timeout
3:01.0,D. Augustin makes free throw 2 of 2,1,79-75,,
2:42.0,,,79-77,2,C. Capela makes 2-pt shot from 1 ft (assist by P. Beverley)
2:16.0,D. Augustin misses 2-pt shot from 2 ft,,79-77,,
2:16.0,Offensive rebound by Team,,79-77,,
2:16.0,Turnover by Team (shot clock),,79-77,,
2:08.0,,,79-77,,P. Beverley misses 2-pt shot at rim (block by E. Kanter)
2:07.0,Defensive rebound by D. Augustin,,79-77,,
2:03.0,Offensive foul by D. Augustin,,79-77,,
2:03.0,Turnover by D. Augustin (offensive foul),,79-77,,
2:03.0,A. Roberson enters the game for K. Durant,,79-77,,
1:51.0,,,79-77,,C. Brewer misses 3-pt shot from 24 ft
1:51.0,Defensive rebound by E. Kanter,,79-77,,
1:44.0,,,79-77,,Violation by P. Beverley (kicked ball)
1:44.0,,,79-77,,M. Thornton enters the game for T. Ariza
1:32.0,Turnover by K. Singler (bad pass; steal by C. Capela),,79-77,,
1:27.0,,,79-77,,Turnover by P. Beverley (bad pass)
1:13.0,E. Kanter misses 2-pt shot from 1 ft (block by J. Harden),,79-77,,
1:12.0,,,79-77,,Defensive rebound by M. Thornton
1:01.0,,,79-80,3,P. Beverley makes 3-pt shot from 22 ft (assist by J. Harden)
0:39.0,Turnover by D. Waiters (lost ball; steal by C. Brewer),,79-80,,
0:37.0,Personal foul by D. Waiters (drawn by C. Brewer),,79-80,,
0:37.0,,,79-81,1,C. Brewer makes free throw 1 of 2
0:37.0,,,79-82,1,C. Brewer makes free throw 2 of 2
0:22.0,E. Kanter misses 2-pt shot from 15 ft,,79-82,,
0:21.0,,,79-82,,Defensive rebound by J. Harden
0:00.0,,,79-82,,J. Harden misses 3-pt shot from 25 ft
0:00.0,,,79-82,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,79-82,,D. Howard misses 2-pt shot from 6 ft
11:43.0,Defensive rebound by E. Kanter,,79-82,,
11:32.0,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook),2,81-82,,
11:21.0,,,81-82,,M. Thornton misses 2-pt shot from 12 ft
11:20.0,Defensive rebound by D. Augustin,,81-82,,
11:19.0,,,81-82,,Personal foul by T. Lawson (drawn by D. Augustin)
11:19.0,S. Ibaka enters the game for A. Roberson,,81-82,,
11:05.0,D. Augustin misses 3-pt shot from 24 ft,,81-82,,
11:03.0,,,81-82,,Defensive rebound by M. Thornton
10:55.0,,,81-82,,C. Brewer misses 2-pt shot from 3 ft (block by S. Ibaka)
10:55.0,,,81-82,,Offensive rebound by Team
10:43.0,,,81-82,,C. Brewer misses 2-pt shot from 4 ft
10:42.0,Defensive rebound by S. Ibaka,,81-82,,
10:36.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,83-82,,
10:21.0,,,83-84,2,D. Howard makes 2-pt shot from 4 ft (assist by T. Lawson)
10:03.0,R. Westbrook misses 3-pt shot from 27 ft,,83-84,,
10:03.0,Offensive rebound by S. Ibaka,,83-84,,
9:58.0,Shooting foul by D. Howard (drawn by D. Waiters),,83-84,,
9:58.0,D. Waiters makes free throw 1 of 2,1,84-84,,
9:58.0,D. Waiters misses free throw 2 of 2,,84-84,,
9:58.0,,,84-84,,Defensive rebound by D. Howard
9:42.0,,,84-84,,D. Howard misses 2-pt shot from 3 ft (block by S. Ibaka)
9:41.0,Defensive rebound by E. Kanter,,84-84,,
9:38.0,Turnover by D. Augustin (bad pass),,84-84,,
9:28.0,,,84-86,2,T. Lawson makes 2-pt shot from 3 ft (assist by C. Brewer)
9:28.0,,,84-86,,Shooting foul by D. Augustin (drawn by T. Lawson)
9:28.0,,,84-87,1,T. Lawson makes free throw 1 of 1
9:12.0,,,84-87,,Personal foul by T. Lawson (drawn by S. Ibaka)
9:08.0,R. Westbrook makes 3-pt shot from 26 ft (assist by E. Kanter),3,87-87,,
8:51.0,,,87-87,,T. Lawson misses 3-pt shot from 26 ft
8:50.0,Defensive rebound by E. Kanter,,87-87,,
8:41.0,R. Westbrook makes 2-pt shot from 4 ft,2,89-87,,
8:24.0,,,89-90,3,P. Beverley makes 3-pt shot from 23 ft (assist by T. Lawson)
8:09.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,91-90,,
7:47.0,,,91-92,2,C. Brewer makes 2-pt shot from 3 ft (assist by T. Lawson)
7:36.0,,,91-92,,Personal foul by P. Beverley (drawn by R. Westbrook)
7:36.0,Oklahoma City full timeout,,91-92,,
