time,Atlanta,pts.away,score,pts.home,Brooklyn
3:22.0,,,13-15,,Personal foul by B. Lopez (drawn by T. Sefolosha)
3:22.0,Atlanta full timeout,,13-15,,
3:22.0,M. Muscala enters the game for A. Horford,,13-15,,
3:22.0,,,13-15,,B. Bogdanovic enters the game for J. Johnson
3:22.0,,,13-15,,W. Ellington enters the game for B. Lopez
3:22.0,,,13-15,,T. Robinson enters the game for R. Hollis-Jefferson
3:14.0,Turnover by P. Millsap (lost ball; steal by T. Young),,13-15,,
2:50.0,,,13-15,,W. Ellington misses 3-pt shot from 25 ft
2:49.0,Defensive rebound by T. Sefolosha,,13-15,,
2:32.0,S. Mack misses 3-pt shot from 25 ft,,13-15,,
2:31.0,Offensive rebound by P. Millsap,,13-15,,
2:27.0,Turnover by P. Millsap (bad pass; steal by T. Young),,13-15,,
2:23.0,,,13-17,2,T. Young makes 2-pt shot from 2 ft
2:02.0,Turnover by P. Millsap (traveling),,13-17,,
2:02.0,,,13-17,,A. Bargnani enters the game for T. Young
2:02.0,M. Scott enters the game for P. Millsap,,13-17,,
1:50.0,,,13-17,,W. Ellington misses 2-pt shot from 21 ft
1:48.0,,,13-17,,Offensive rebound by T. Robinson
1:36.0,,,13-17,,Turnover by T. Robinson (lost ball; steal by S. Mack)
1:21.0,T. Sefolosha makes 2-pt shot from 2 ft (assist by M. Scott),2,15-17,,
1:07.0,,,15-17,,Turnover by B. Bogdanovic (lost ball)
0:43.0,M. Scott misses 3-pt shot from 24 ft,,15-17,,
0:42.0,,,15-17,,Defensive rebound by T. Robinson
0:31.0,,,15-17,,Turnover by J. Jack (bad pass; steal by S. Mack)
0:30.0,S. Mack misses 2-pt shot from 1 ft,,15-17,,
0:29.0,Offensive rebound by M. Scott,,15-17,,
0:28.0,M. Scott makes 2-pt shot at rim,2,17-17,,
0:09.0,,,17-17,,J. Jack misses 2-pt shot from 5 ft
0:08.0,Defensive rebound by T. Sefolosha,,17-17,,
0:00.0,T. Sefolosha makes 2-pt shot from 6 ft (assist by M. Muscala),2,19-17,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,19-17,,A. Bargnani misses 2-pt shot from 16 ft
11:46.0,Defensive rebound by S. Mack,,19-17,,
11:36.0,Turnover by T. Sefolosha (lost ball; steal by S. Larkin),,19-17,,
11:36.0,Loose ball foul by T. Sefolosha (drawn by T. Robinson),,19-17,,
11:15.0,,,19-17,,Turnover by S. Larkin (bad pass; steal by J. Holiday)
11:09.0,Turnover by J. Holiday (bad pass; steal by S. Larkin),,19-17,,
11:05.0,,,19-17,,Turnover by T. Robinson (turnover)
10:52.0,S. Mack makes 3-pt shot from 25 ft,3,22-17,,
10:28.0,,,22-17,,B. Bogdanovic misses 2-pt shot from 4 ft
10:26.0,,,22-17,,Offensive rebound by T. Robinson
10:26.0,,,22-17,,Turnover by Team (3 sec)
10:14.0,M. Scott makes 2-pt shot from 2 ft (assist by S. Mack),2,24-17,,
10:14.0,Shooting foul by A. Bargnani (drawn by M. Scott),,24-17,,
10:14.0,,,24-17,,J. Johnson enters the game for A. Bargnani
10:14.0,M. Scott makes free throw 1 of 1,1,25-17,,
10:00.0,,,25-17,,W. Ellington misses 3-pt shot from 25 ft
9:59.0,Defensive rebound by T. Sefolosha,,25-17,,
9:55.0,J. Holiday misses 3-pt shot from 25 ft,,25-17,,
9:53.0,,,25-17,,Defensive rebound by J. Johnson
9:35.0,,,25-20,3,S. Larkin makes 3-pt shot from 24 ft (assist by J. Johnson)
9:20.0,M. Muscala makes 2-pt shot from 4 ft (assist by T. Sefolosha),2,27-20,,
9:08.0,,,27-20,,J. Johnson misses 3-pt shot from 23 ft
9:07.0,Defensive rebound by M. Scott,,27-20,,
8:55.0,T. Sefolosha misses 3-pt shot from 23 ft,,27-20,,
8:54.0,,,27-20,,Defensive rebound by W. Ellington
8:43.0,,,27-20,,J. Johnson misses 2-pt shot from 17 ft (block by M. Scott)
8:42.0,Defensive rebound by T. Sefolosha,,27-20,,
8:41.0,,,27-20,,Personal foul by J. Johnson (drawn by T. Sefolosha)
8:41.0,Official timeout,,27-20,,
8:41.0,,,27-20,,B. Lopez enters the game for T. Robinson
8:21.0,S. Mack makes 2-pt shot from 7 ft (assist by M. Scott),2,29-20,,
8:08.0,Personal foul by M. Muscala (drawn by B. Lopez),,29-20,,
7:59.0,,,29-22,2,B. Lopez makes 2-pt shot from 2 ft (assist by J. Johnson)
7:48.0,Turnover by M. Scott (lost ball),,29-22,,
7:32.0,,,29-22,,B. Lopez misses 2-pt shot from 14 ft
7:31.0,Defensive rebound by J. Holiday,,29-22,,
7:19.0,S. Mack makes 3-pt shot from 24 ft,3,32-22,,
7:05.0,,,32-25,3,S. Larkin makes 3-pt shot from 25 ft (assist by J. Johnson)
6:50.0,S. Mack misses 2-pt shot from 10 ft,,32-25,,
6:50.0,,,32-25,,Defensive rebound by Team
6:50.0,Loose ball foul by S. Mack (drawn by J. Johnson),,32-25,,
6:50.0,K. Korver enters the game for M. Muscala,,32-25,,
6:50.0,A. Horford enters the game for T. Sefolosha,,32-25,,
6:50.0,,,32-25,,R. Hollis-Jefferson enters the game for W. Ellington
6:34.0,,,32-25,,S. Larkin misses 2-pt shot from 23 ft
6:34.0,Defensive rebound by J. Holiday,,32-25,,
6:30.0,S. Mack misses 3-pt shot from 23 ft,,32-25,,
6:25.0,,,32-25,,Defensive rebound by S. Larkin
6:15.0,,,32-25,,S. Larkin misses 2-pt shot from 15 ft
6:14.0,Defensive rebound by K. Korver,,32-25,,
6:06.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Korver),,32-25,,
6:06.0,K. Korver makes free throw 1 of 3,1,33-25,,
6:06.0,K. Korver makes free throw 2 of 3,1,34-25,,
6:06.0,P. Millsap enters the game for M. Scott,,34-25,,
6:06.0,D. Schroder enters the game for S. Mack,,34-25,,
6:06.0,,,34-25,,J. Jack enters the game for S. Larkin
6:06.0,K. Korver makes free throw 3 of 3,1,35-25,,
5:52.0,,,35-27,2,R. Hollis-Jefferson makes 2-pt shot from 2 ft
5:25.0,P. Millsap misses 2-pt shot from 16 ft,,35-27,,
5:23.0,,,35-27,,Defensive rebound by J. Jack
5:13.0,,,35-27,,B. Bogdanovic misses 2-pt shot from 2 ft (block by A. Horford)
5:12.0,,,35-27,,Offensive rebound by Team
5:12.0,,,35-27,,Brooklyn full timeout
4:59.0,,,35-30,3,J. Johnson makes 3-pt shot from 24 ft (assist by R. Hollis-Jefferson)
4:42.0,K. Korver misses 2-pt shot from 8 ft,,35-30,,
4:41.0,Offensive rebound by A. Horford,,35-30,,
4:40.0,A. Horford makes 2-pt shot from 2 ft,2,37-30,,
4:19.0,,,37-30,,Shooting foul by A. Horford (drawn by J. Johnson)
4:19.0,,,37-30,,J. Johnson misses free throw 1 of 2
4:19.0,,,37-30,,Offensive rebound by Team
4:19.0,T. Sefolosha enters the game for J. Holiday,,37-30,,
4:19.0,,,37-30,,T. Young enters the game for B. Bogdanovic
4:19.0,,,37-31,1,J. Johnson makes free throw 2 of 2
3:56.0,A. Horford makes 3-pt shot from 23 ft (assist by P. Millsap),3,40-31,,
3:39.0,,,40-33,2,T. Young makes 2-pt shot from 2 ft (assist by J. Jack)
3:27.0,D. Schroder misses 2-pt shot from 3 ft,,40-33,,
3:26.0,,,40-33,,Defensive rebound by T. Young
3:06.0,,,40-36,3,J. Jack makes 3-pt shot from 24 ft (assist by R. Hollis-Jefferson)
2:44.0,D. Schroder misses 2-pt shot from 2 ft,,40-36,,
2:42.0,,,40-36,,Defensive rebound by B. Lopez
2:32.0,,,40-36,,Turnover by T. Young (traveling)
2:32.0,Atlanta full timeout,,40-36,,
2:13.0,T. Sefolosha misses 3-pt shot from 23 ft,,40-36,,
2:12.0,,,40-36,,Defensive rebound by B. Lopez
2:03.0,,,40-38,2,J. Jack makes 2-pt shot from 2 ft
1:47.0,D. Schroder misses 2-pt shot from 11 ft,,40-38,,
1:46.0,,,40-38,,Defensive rebound by B. Lopez
1:38.0,,,40-38,,T. Young misses 2-pt shot from 1 ft
1:37.0,,,40-38,,Offensive rebound by T. Young
1:36.0,,,40-40,2,T. Young makes 2-pt shot from 1 ft
1:17.0,P. Millsap makes 2-pt shot from 11 ft (assist by D. Schroder),2,42-40,,
1:00.0,,,42-42,2,B. Lopez makes 2-pt shot from 8 ft (assist by J. Johnson)
0:47.0,D. Schroder makes 3-pt shot from 25 ft (assist by A. Horford),3,45-42,,
0:36.0,,,45-44,2,B. Lopez makes 2-pt shot from 8 ft (assist by J. Jack)
0:27.0,Turnover by D. Schroder (lost ball; steal by T. Young),,45-44,,
0:25.0,,,45-44,,Shooting foul by P. Millsap (drawn by R. Hollis-Jefferson)
0:25.0,,,45-44,,R. Hollis-Jefferson misses free throw 1 of 2
0:25.0,,,45-44,,Offensive rebound by Team
0:25.0,S. Mack enters the game for D. Schroder,,45-44,,
0:25.0,,,45-45,1,R. Hollis-Jefferson makes free throw 2 of 2
0:04.0,A. Horford misses 2-pt shot from 12 ft,,45-45,,
0:03.0,Offensive rebound by Team,,45-45,,
0:03.0,,,45-45,,Loose ball foul by J. Jack (drawn by T. Sefolosha)
0:03.0,T. Sefolosha makes free throw 1 of 2,1,46-45,,
0:03.0,M. Muscala enters the game for A. Horford,,46-45,,
0:03.0,J. Holiday enters the game for K. Korver,,46-45,,
0:03.0,,,46-45,,W. Ellington enters the game for R. Hollis-Jefferson
0:03.0,,,46-45,,S. Larkin enters the game for T. Young
0:03.0,T. Sefolosha misses free throw 2 of 2,,46-45,,
0:02.0,,,46-45,,Defensive rebound by J. Johnson
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,,,46-45,,J. Jack misses 3-pt shot from 25 ft
11:38.0,Defensive rebound by D. Schroder,,46-45,,
11:21.0,P. Millsap makes 3-pt shot from 25 ft (assist by D. Schroder),3,49-45,,
10:59.0,,,49-47,2,B. Lopez makes 2-pt shot from 16 ft
10:41.0,,,49-47,,Personal foul by B. Lopez (drawn by T. Splitter)
10:35.0,K. Korver makes 2-pt shot from 18 ft (assist by D. Schroder),2,51-47,,
10:17.0,,,51-49,2,B. Lopez makes 2-pt shot from 12 ft (assist by J. Johnson)
10:01.0,T. Splitter misses 2-pt shot from 1 ft (block by B. Lopez),,51-49,,
9:58.0,,,51-49,,Defensive rebound by J. Johnson
9:51.0,,,51-51,2,J. Johnson makes 2-pt shot from 14 ft
9:38.0,D. Schroder makes 2-pt shot from 8 ft,2,53-51,,
9:26.0,,,53-53,2,B. Lopez makes 2-pt shot from 19 ft (assist by J. Jack)
9:07.0,T. Splitter misses 2-pt shot from 5 ft,,53-53,,
9:06.0,,,53-53,,Defensive rebound by B. Lopez
8:55.0,,,53-53,,T. Young misses 2-pt shot from 3 ft
8:54.0,Defensive rebound by K. Korver,,53-53,,
8:42.0,A. Horford makes 2-pt shot from 15 ft,2,55-53,,
8:26.0,,,55-53,,J. Jack misses 2-pt shot from 19 ft
8:24.0,Defensive rebound by A. Horford,,55-53,,
8:15.0,K. Korver makes 3-pt shot from 25 ft (assist by D. Schroder),3,58-53,,
7:48.0,,,58-55,2,B. Lopez makes 2-pt shot from 11 ft
7:28.0,T. Splitter misses 2-pt shot from 2 ft,,58-55,,
7:27.0,Offensive rebound by P. Millsap,,58-55,,
7:24.0,Turnover by P. Millsap (bad pass; steal by J. Jack),,58-55,,
7:09.0,,,58-55,,B. Lopez misses 2-pt shot from 17 ft
7:07.0,Defensive rebound by A. Horford,,58-55,,
6:56.0,Turnover by D. Schroder (bad pass; steal by T. Young),,58-55,,
6:48.0,,,58-55,,R. Hollis-Jefferson misses 2-pt shot from 4 ft
6:47.0,,,58-55,,Offensive rebound by T. Young
6:46.0,,,58-55,,T. Young misses 2-pt shot from 2 ft (block by A. Horford)
6:45.0,,,58-55,,Offensive rebound by R. Hollis-Jefferson
6:33.0,,,58-55,,J. Jack misses 3-pt shot from 25 ft
6:31.0,Defensive rebound by K. Korver,,58-55,,
6:22.0,A. Horford makes 3-pt shot from 23 ft (assist by P. Millsap),3,61-55,,
6:09.0,Personal foul by D. Schroder (drawn by J. Jack),,61-55,,
6:09.0,T. Sefolosha enters the game for T. Splitter,,61-55,,
5:55.0,,,61-55,,R. Hollis-Jefferson misses 2-pt shot from 2 ft
5:54.0,Defensive rebound by K. Korver,,61-55,,
5:41.0,A. Horford misses 2-pt shot from 5 ft,,61-55,,
5:40.0,,,61-55,,Defensive rebound by J. Jack
5:31.0,,,61-58,3,J. Johnson makes 3-pt shot from 23 ft (assist by J. Jack)
5:31.0,Atlanta full timeout,,61-58,,
5:31.0,,,61-58,,B. Bogdanovic enters the game for R. Hollis-Jefferson
5:17.0,K. Korver misses 3-pt shot from 25 ft,,61-58,,
5:16.0,Offensive rebound by A. Horford,,61-58,,
5:10.0,T. Sefolosha misses 3-pt shot from 25 ft,,61-58,,
5:09.0,,,61-58,,Defensive rebound by T. Young
4:54.0,J. Holiday enters the game for K. Korver,,61-58,,
4:52.0,,,61-60,2,B. Lopez makes 2-pt shot from 6 ft (assist by J. Johnson)
4:34.0,Turnover by J. Holiday (lost ball; steal by J. Johnson),,61-60,,
4:29.0,,,61-60,,T. Young misses 2-pt shot at rim
4:28.0,Defensive rebound by T. Sefolosha,,61-60,,
4:16.0,J. Holiday makes 3-pt shot from 23 ft (assist by P. Millsap),3,64-60,,
4:02.0,,,64-62,2,T. Young makes 2-pt shot from 6 ft (assist by B. Lopez)
3:55.0,,,64-62,,Personal foul by T. Young (drawn by D. Schroder)
3:55.0,M. Muscala enters the game for A. Horford,,64-62,,
3:55.0,S. Mack enters the game for D. Schroder,,64-62,,
3:55.0,,,64-62,,T. Robinson enters the game for B. Lopez
3:39.0,M. Muscala misses 2-pt shot from 3 ft,,64-62,,
3:38.0,,,64-62,,Defensive rebound by B. Bogdanovic
3:25.0,,,64-62,,B. Bogdanovic misses 3-pt shot from 25 ft
3:24.0,Defensive rebound by M. Muscala,,64-62,,
3:07.0,Turnover by P. Millsap (bad pass; steal by T. Young),,64-62,,
2:52.0,,,64-62,,J. Johnson misses 3-pt shot from 23 ft
2:51.0,Defensive rebound by J. Holiday,,64-62,,
2:44.0,T. Sefolosha misses 2-pt shot from 20 ft,,64-62,,
2:43.0,,,64-62,,Defensive rebound by J. Jack
2:35.0,Personal foul by P. Millsap (drawn by T. Young),,64-62,,
2:35.0,,,64-62,,Brooklyn full timeout
2:35.0,,,64-62,,S. Larkin enters the game for J. Jack
2:35.0,,,64-62,,W. Ellington enters the game for J. Johnson
2:25.0,,,64-65,3,S. Larkin makes 3-pt shot from 24 ft
2:06.0,P. Millsap misses 2-pt shot from 14 ft,,64-65,,
2:05.0,,,64-65,,Defensive rebound by T. Young
1:56.0,,,64-68,3,S. Larkin makes 3-pt shot from 25 ft
1:43.0,M. Scott enters the game for P. Millsap,,64-68,,
1:34.0,M. Muscala makes 3-pt shot from 27 ft (assist by S. Mack),3,67-68,,
1:18.0,,,67-70,2,T. Young makes 2-pt shot from 8 ft (assist by S. Larkin)
1:01.0,Shooting foul by W. Ellington (drawn by M. Scott),,67-70,,
1:01.0,M. Scott misses free throw 1 of 2,,67-70,,
1:01.0,Offensive rebound by Team,,67-70,,
1:01.0,M. Scott makes free throw 2 of 2,1,68-70,,
0:50.0,,,68-70,,S. Larkin misses 2-pt shot from 15 ft
0:49.0,Defensive rebound by M. Muscala,,68-70,,
0:35.0,Turnover by M. Muscala (bad pass; steal by B. Bogdanovic),,68-70,,
0:24.0,,,68-72,2,W. Ellington makes 2-pt shot from 19 ft
0:04.0,M. Scott misses 2-pt shot from 7 ft,,68-72,,
0:02.0,,,68-72,,Defensive rebound by B. Bogdanovic
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,Turnover by K. Korver (lost ball; steal by W. Ellington),,68-72,,
11:42.0,,,68-74,2,S. Larkin makes 2-pt shot from 3 ft (assist by W. Ellington)
11:31.0,S. Mack misses 2-pt shot from 19 ft,,68-74,,
11:30.0,,,68-74,,Defensive rebound by B. Bogdanovic
11:09.0,,,68-74,,S. Larkin misses 2-pt shot from 18 ft
11:06.0,,,68-74,,Offensive rebound by B. Bogdanovic
10:57.0,,,68-74,,B. Bogdanovic misses 3-pt shot from 25 ft
10:56.0,Defensive rebound by M. Scott,,68-74,,
10:43.0,M. Muscala misses 2-pt shot from 19 ft,,68-74,,
10:41.0,,,68-74,,Defensive rebound by J. Johnson
10:32.0,,,68-74,,T. Robinson misses 2-pt shot from 5 ft
10:31.0,Defensive rebound by M. Muscala,,68-74,,
10:21.0,M. Scott misses 2-pt shot from 14 ft,,68-74,,
10:20.0,,,68-74,,Defensive rebound by T. Robinson
10:09.0,,,68-74,,J. Johnson misses 2-pt shot from 19 ft
10:07.0,Defensive rebound by S. Mack,,68-74,,
10:01.0,,,68-74,,Personal foul by S. Larkin (drawn by M. Scott)
10:01.0,A. Horford enters the game for M. Muscala,,68-74,,
10:01.0,,,68-74,,B. Lopez enters the game for T. Robinson
9:51.0,M. Scott misses 3-pt shot from 23 ft,,68-74,,
9:50.0,,,68-74,,Defensive rebound by J. Johnson
9:37.0,Personal foul by M. Scott (drawn by B. Lopez),,68-74,,
9:29.0,,,68-74,,Turnover by B. Bogdanovic (bad pass; steal by J. Holiday)
9:13.0,Turnover by A. Horford (lost ball; steal by B. Lopez),,68-74,,
9:03.0,,,68-74,,S. Larkin misses 3-pt shot from 25 ft
9:02.0,Defensive rebound by M. Scott,,68-74,,
8:48.0,K. Korver makes 2-pt shot from 20 ft (assist by A. Horford),2,70-74,,
8:27.0,Personal foul by J. Holiday (drawn by W. Ellington),,70-74,,
8:27.0,Official timeout,,70-74,,
8:27.0,T. Sefolosha enters the game for S. Mack,,70-74,,
8:27.0,P. Millsap enters the game for J. Holiday,,70-74,,
8:27.0,D. Schroder enters the game for M. Scott,,70-74,,
8:19.0,,,70-74,,B. Lopez misses 2-pt shot from 6 ft
8:18.0,,,70-74,,Offensive rebound by B. Lopez
8:17.0,,,70-76,2,B. Lopez makes 2-pt shot at rim
7:52.0,D. Schroder misses 2-pt shot from 1 ft (block by B. Lopez),,70-76,,
7:50.0,,,70-76,,Defensive rebound by S. Larkin
7:36.0,,,70-76,,S. Larkin misses 3-pt shot from 26 ft
7:35.0,Defensive rebound by D. Schroder,,70-76,,
7:17.0,P. Millsap makes 3-pt shot from 22 ft (assist by D. Schroder),3,73-76,,
6:58.0,,,73-76,,J. Jack enters the game for S. Larkin
6:54.0,,,73-76,,Turnover by B. Lopez (bad pass; steal by P. Millsap)
6:41.0,P. Millsap makes 2-pt shot from 9 ft,2,75-76,,
6:27.0,,,75-76,,B. Lopez misses 2-pt shot from 14 ft
6:26.0,Defensive rebound by T. Sefolosha,,75-76,,
6:18.0,Shooting foul by B. Lopez (drawn by D. Schroder),,75-76,,
6:18.0,D. Schroder makes free throw 1 of 2,1,76-76,,
6:18.0,,,76-76,,R. Hollis-Jefferson enters the game for B. Bogdanovic
6:18.0,,,76-76,,T. Young enters the game for J. Johnson
6:18.0,D. Schroder misses free throw 2 of 2,,76-76,,
6:17.0,,,76-76,,Defensive rebound by T. Young
6:02.0,,,76-76,,B. Lopez misses 2-pt shot from 2 ft (block by P. Millsap)
6:01.0,,,76-76,,Offensive rebound by B. Lopez
5:59.0,,,76-76,,B. Lopez misses 2-pt shot from 3 ft
5:58.0,Defensive rebound by D. Schroder,,76-76,,
5:47.0,,,76-76,,Personal foul by T. Young (drawn by A. Horford)
5:47.0,,,76-76,,Brooklyn full timeout
5:40.0,K. Korver misses 3-pt shot from 25 ft,,76-76,,
5:39.0,,,76-76,,Defensive rebound by T. Young
5:28.0,,,76-76,,J. Jack misses 2-pt shot from 19 ft
5:27.0,Defensive rebound by T. Sefolosha,,76-76,,
5:15.0,A. Horford makes 2-pt shot from 19 ft (assist by D. Schroder),2,78-76,,
5:01.0,,,78-76,,Shooting foul by D. Schroder (drawn by J. Jack)
5:01.0,,,78-76,,J. Jack misses free throw 1 of 3
5:01.0,,,78-76,,Offensive rebound by Team
5:01.0,,,78-76,,J. Jack misses free throw 2 of 3
5:01.0,,,78-76,,Offensive rebound by Team
5:01.0,J. Holiday enters the game for K. Korver,,78-76,,
5:01.0,,,78-76,,J. Johnson enters the game for R. Hollis-Jefferson
5:01.0,,,78-77,1,J. Jack makes free throw 3 of 3
4:51.0,D. Schroder makes 2-pt shot from 19 ft,2,80-77,,
4:34.0,,,80-79,2,T. Young makes 2-pt shot from 2 ft (assist by J. Johnson)
4:19.0,T. Sefolosha misses 2-pt shot from 17 ft,,80-79,,
4:18.0,Offensive rebound by P. Millsap,,80-79,,
4:17.0,Shooting foul by J. Jack (drawn by P. Millsap),,80-79,,
4:17.0,P. Millsap makes free throw 1 of 2,1,81-79,,
4:17.0,P. Millsap makes free throw 2 of 2,1,82-79,,
4:00.0,,,82-79,,J. Johnson misses 2-pt shot from 5 ft (block by T. Sefolosha)
3:58.0,Defensive rebound by P. Millsap,,82-79,,
3:39.0,T. Sefolosha misses 3-pt shot from 25 ft,,82-79,,
3:38.0,Offensive rebound by A. Horford,,82-79,,
3:35.0,Turnover by A. Horford (bad pass; steal by W. Ellington),,82-79,,
3:22.0,,,82-79,,B. Lopez misses 2-pt shot from 8 ft
3:20.0,,,82-79,,Offensive rebound by T. Young
3:19.0,,,82-81,2,T. Young makes 2-pt shot from 2 ft
3:19.0,Atlanta full timeout,,82-81,,
3:19.0,K. Korver enters the game for J. Holiday,,82-81,,
3:02.0,K. Korver misses 3-pt shot from 26 ft,,82-81,,
3:01.0,,,82-81,,Defensive rebound by B. Lopez
2:43.0,,,82-83,2,J. Johnson makes 2-pt shot from 13 ft
2:17.0,A. Horford misses 3-pt shot from 23 ft,,82-83,,
2:16.0,Offensive rebound by Team,,82-83,,
2:06.0,D. Schroder misses 3-pt shot from 25 ft,,82-83,,
2:05.0,,,82-83,,Defensive rebound by B. Lopez
1:53.0,,,82-83,,Shooting foul by K. Korver (drawn by B. Lopez)
1:53.0,,,82-83,,B. Lopez misses free throw 1 of 2
1:53.0,,,82-83,,Offensive rebound by Team
1:53.0,,,82-84,1,B. Lopez makes free throw 2 of 2
1:39.0,,,82-84,,Personal foul by T. Young (drawn by P. Millsap)
1:39.0,P. Millsap makes free throw 1 of 2,1,83-84,,
1:39.0,P. Millsap misses free throw 2 of 2,,83-84,,
1:38.0,,,83-84,,Defensive rebound by B. Lopez
1:38.0,,,83-84,,Brooklyn full timeout
1:25.0,,,83-84,,J. Johnson misses 2-pt shot from 15 ft
1:24.0,Defensive rebound by D. Schroder,,83-84,,
1:14.0,A. Horford makes 2-pt shot from 19 ft (assist by D. Schroder),2,85-84,,
0:57.0,,,85-86,2,J. Johnson makes 2-pt shot from 6 ft (assist by J. Jack)
0:41.0,T. Sefolosha makes 3-pt shot from 23 ft (assist by D. Schroder),3,88-86,,
0:33.0,,,88-88,2,J. Jack makes 2-pt shot from 18 ft
0:11.0,D. Schroder misses 2-pt shot from 5 ft,,88-88,,
0:08.0,Offensive rebound by P. Millsap,,88-88,,
0:08.0,P. Millsap misses 2-pt shot from 1 ft (block by B. Lopez),,88-88,,
