time,Miami,pts.away,score,pts.home,Philadelphia
8:29.0,,,14-2,,R. Covington misses 2-pt shot from 2 ft
8:29.0,Defensive rebound by Team,,14-2,,
8:15.0,G. Dragic makes 2-pt shot from 16 ft,2,16-2,,
8:09.0,,,16-4,2,I. Smith makes 2-pt shot from 1 ft
7:58.0,A. Stoudemire makes 2-pt shot from 2 ft (assist by D. Wade),2,18-4,,
7:58.0,Shooting foul by C. Landry (drawn by A. Stoudemire),,18-4,,
7:58.0,H. Whiteside enters the game for A. Stoudemire,,18-4,,
7:58.0,A. Stoudemire misses free throw 1 of 1,,18-4,,
7:58.0,,,18-4,,Defensive rebound by C. Landry
7:39.0,,,18-4,,J. Grant misses 2-pt shot from 3 ft
7:37.0,Defensive rebound by L. Deng,,18-4,,
7:25.0,D. Wade makes 2-pt shot from 13 ft,2,20-4,,
7:12.0,,,20-4,,I. Smith misses 2-pt shot from 15 ft
7:10.0,,,20-4,,Offensive rebound by J. Grant
7:09.0,,,20-7,3,H. Thompson makes 3-pt shot from 23 ft (assist by J. Grant)
6:45.0,D. Wade misses 2-pt shot from 16 ft,,20-7,,
6:43.0,Offensive rebound by L. Deng,,20-7,,
6:42.0,Shooting foul by J. Grant (drawn by L. Deng),,20-7,,
6:42.0,L. Deng makes free throw 1 of 2,1,21-7,,
6:42.0,,,21-7,,R. Holmes enters the game for C. Landry
6:42.0,L. Deng makes free throw 2 of 2,1,22-7,,
6:35.0,,,22-10,3,I. Smith makes 3-pt shot from 24 ft
6:20.0,H. Whiteside makes 2-pt shot at rim (assist by D. Wade),2,24-10,,
6:09.0,,,24-10,,R. Covington misses 3-pt shot from 25 ft
6:08.0,Defensive rebound by G. Dragic,,24-10,,
6:03.0,G. Dragic misses 2-pt shot from 2 ft (block by H. Thompson),,24-10,,
6:03.0,Offensive rebound by Team,,24-10,,
6:03.0,J. Richardson enters the game for G. Dragic,,24-10,,
6:03.0,J. Winslow enters the game for L. Deng,,24-10,,
6:03.0,,,24-10,,I. Canaan enters the game for H. Thompson
5:56.0,Turnover by J. Winslow (lost ball; steal by I. Canaan),,24-10,,
5:52.0,,,24-10,,Shooting foul by J. Winslow (drawn by R. Covington)
5:52.0,,,24-11,1,R. Covington makes free throw 1 of 2
5:52.0,,,24-12,1,R. Covington makes free throw 2 of 2
5:43.0,Shooting foul by R. Covington (drawn by H. Whiteside),,24-12,,
5:43.0,H. Whiteside makes free throw 1 of 2,1,25-12,,
5:43.0,H. Whiteside makes free throw 2 of 2,1,26-12,,
5:29.0,,,26-14,2,R. Covington makes 2-pt shot from 1 ft (assist by I. Canaan)
5:29.0,,,26-14,,Shooting foul by J. Winslow (drawn by R. Covington)
5:29.0,,,26-15,1,R. Covington makes free throw 1 of 1
5:05.0,D. Wade misses 2-pt shot from 17 ft,,26-15,,
5:04.0,Offensive rebound by J. Winslow,,26-15,,
5:03.0,Turnover by J. Winslow (bad pass; steal by J. Grant),,26-15,,
4:57.0,,,26-18,3,I. Smith makes 3-pt shot from 26 ft (assist by I. Canaan)
4:46.0,Miami full timeout,,26-18,,
4:46.0,G. Green enters the game for J. Winslow,,26-18,,
4:42.0,J. Richardson misses 2-pt shot from 1 ft,,26-18,,
4:41.0,,,26-18,,Defensive rebound by I. Smith
4:35.0,,,26-20,2,I. Smith makes 2-pt shot from 1 ft
4:17.0,J. Johnson makes 2-pt shot from 7 ft,2,28-20,,
4:07.0,,,28-22,2,J. Grant makes 2-pt shot from 1 ft (assist by I. Smith)
3:44.0,Shooting foul by R. Holmes (drawn by D. Wade),,28-22,,
3:44.0,D. Wade makes free throw 1 of 2,1,29-22,,
3:44.0,L. Deng enters the game for J. Johnson,,29-22,,
3:44.0,G. Dragic enters the game for J. Richardson,,29-22,,
3:44.0,,,29-22,,H. Thompson enters the game for R. Covington
3:44.0,D. Wade makes free throw 2 of 2,1,30-22,,
3:34.0,,,30-22,,I. Canaan misses 3-pt shot from 24 ft
3:33.0,Defensive rebound by H. Whiteside,,30-22,,
3:24.0,D. Wade makes 2-pt shot from 2 ft,2,32-22,,
3:15.0,,,32-22,,J. Grant misses 2-pt shot from 1 ft
3:14.0,,,32-22,,Offensive rebound by J. Grant
3:14.0,,,32-22,,J. Grant misses 2-pt shot from 1 ft
3:14.0,,,32-22,,Offensive rebound by R. Holmes
3:14.0,,,32-22,,Shooting foul by H. Whiteside (drawn by R. Holmes)
3:14.0,,,32-23,1,R. Holmes makes free throw 1 of 2
3:14.0,J. Richardson enters the game for D. Wade,,32-23,,
3:14.0,,,32-24,1,R. Holmes makes free throw 2 of 2
3:03.0,H. Whiteside makes 2-pt shot at rim (assist by G. Dragic),2,34-24,,
2:53.0,,,34-24,,J. Grant misses 3-pt shot from 26 ft
2:52.0,Defensive rebound by H. Whiteside,,34-24,,
2:42.0,H. Whiteside makes 2-pt shot from 20 ft (assist by G. Dragic),2,36-24,,
2:19.0,,,36-24,,H. Thompson misses 2-pt shot from 6 ft
2:18.0,,,36-24,,Offensive rebound by R. Holmes
2:17.0,Personal foul by J. Richardson (drawn by R. Holmes),,36-24,,
2:17.0,,,36-24,,T. McConnell enters the game for J. Grant
2:04.0,,,36-24,,I. Smith misses 2-pt shot from 8 ft
2:03.0,Defensive rebound by H. Whiteside,,36-24,,
1:49.0,Turnover by L. Deng (lost ball),,36-24,,
1:36.0,,,36-24,,Shooting foul by G. Dragic (drawn by H. Thompson)
1:36.0,,,36-25,1,H. Thompson makes free throw 1 of 2
1:36.0,,,36-26,1,H. Thompson makes free throw 2 of 2
1:25.0,J. Richardson misses 2-pt shot from 13 ft,,36-26,,
1:23.0,,,36-26,,Defensive rebound by I. Canaan
1:16.0,,,36-26,,I. Canaan misses 3-pt shot from 26 ft
1:14.0,,,36-26,,Offensive rebound by R. Holmes
1:10.0,,,36-28,2,R. Holmes makes 2-pt shot from 2 ft
1:04.0,Turnover by G. Dragic (bad pass),,36-28,,
0:55.0,,,36-28,,Shooting foul by J. Richardson (drawn by I. Smith)
0:55.0,,,36-28,,I. Smith misses free throw 1 of 2
0:55.0,,,36-28,,Offensive rebound by Team
0:55.0,,,36-29,1,I. Smith makes free throw 2 of 2
0:44.0,,,36-29,,Personal foul by H. Thompson (drawn by L. Deng)
0:44.0,L. Deng makes free throw 1 of 2,1,37-29,,
0:44.0,,,37-29,,R. Covington enters the game for H. Thompson
0:44.0,L. Deng makes free throw 2 of 2,1,38-29,,
0:34.0,,,38-29,,I. Canaan misses 2-pt shot at rim (block by H. Whiteside)
0:32.0,Defensive rebound by J. Richardson,,38-29,,
0:24.0,G. Green misses 3-pt shot from 23 ft,,38-29,,
0:22.0,Offensive rebound by H. Whiteside,,38-29,,
0:20.0,H. Whiteside makes 2-pt shot from 5 ft,2,40-29,,
0:00.0,,,40-29,,I. Smith misses 3-pt shot from 24 ft
0:00.0,,,40-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:48.0,,,40-29,,T. McConnell misses 2-pt shot from 1 ft
11:47.0,Defensive rebound by H. Whiteside,,40-29,,
11:35.0,Turnover by G. Dragic (bad pass; steal by T. McConnell),,40-29,,
11:30.0,,,40-29,,T. McConnell misses 2-pt shot from 1 ft (block by J. Richardson)
11:28.0,Defensive rebound by L. Deng,,40-29,,
11:13.0,G. Dragic misses 3-pt shot from 25 ft,,40-29,,
11:13.0,Offensive rebound by Team,,40-29,,
11:13.0,,,40-29,,Loose ball foul by E. Brand (drawn by H. Whiteside)
11:04.0,H. Whiteside misses 2-pt shot from 10 ft,,40-29,,
11:03.0,,,40-29,,Defensive rebound by R. Covington
10:53.0,,,40-29,,E. Brand misses 2-pt shot from 11 ft
10:52.0,Defensive rebound by G. Dragic,,40-29,,
10:45.0,G. Dragic misses 2-pt shot from 1 ft,,40-29,,
10:43.0,,,40-29,,Defensive rebound by E. Brand
10:32.0,,,40-31,2,E. Brand makes 2-pt shot from 13 ft (assist by I. Canaan)
10:12.0,L. Deng misses 2-pt shot from 3 ft,,40-31,,
10:09.0,,,40-31,,Defensive rebound by E. Brand
10:03.0,,,40-31,,H. Thompson misses 3-pt shot from 24 ft
10:01.0,Defensive rebound by J. Richardson,,40-31,,
9:59.0,Shooting foul by T. McConnell (drawn by G. Dragic),,40-31,,
9:59.0,G. Dragic makes free throw 1 of 2,1,41-31,,
9:59.0,J. Winslow enters the game for G. Green,,41-31,,
9:59.0,G. Dragic misses free throw 2 of 2,,41-31,,
9:56.0,,,41-31,,Defensive rebound by H. Thompson
9:35.0,,,41-31,,H. Thompson misses 3-pt shot from 25 ft
9:33.0,Defensive rebound by H. Whiteside,,41-31,,
9:25.0,J. Winslow makes 2-pt shot from 1 ft,2,43-31,,
9:17.0,,,43-31,,Philadelphia full timeout
9:05.0,,,43-34,3,R. Covington makes 3-pt shot from 25 ft (assist by T. McConnell)
8:48.0,H. Whiteside misses 2-pt shot from 10 ft (block by R. Covington),,43-34,,
8:46.0,,,43-34,,Defensive rebound by H. Thompson
8:32.0,,,43-34,,I. Canaan misses 3-pt shot from 23 ft
8:31.0,Defensive rebound by H. Whiteside,,43-34,,
8:24.0,G. Dragic makes 2-pt shot from 14 ft (assist by L. Deng),2,45-34,,
8:05.0,,,45-34,,H. Thompson misses 2-pt shot from 19 ft
8:03.0,Defensive rebound by G. Dragic,,45-34,,
7:53.0,L. Deng makes 2-pt shot from 2 ft (assist by H. Whiteside),2,47-34,,
7:53.0,Shooting foul by R. Covington (drawn by L. Deng),,47-34,,
7:53.0,,,47-34,,J. Grant enters the game for R. Covington
7:53.0,L. Deng makes free throw 1 of 1,1,48-34,,
7:43.0,,,48-36,2,E. Brand makes 2-pt shot from 16 ft (assist by T. McConnell)
7:32.0,,,48-36,,Shooting block foul by E. Brand (drawn by J. Winslow)
7:32.0,J. Winslow misses free throw 1 of 2,,48-36,,
7:32.0,Offensive rebound by Team,,48-36,,
7:32.0,J. Winslow misses free throw 2 of 2,,48-36,,
7:31.0,,,48-36,,Defensive rebound by E. Brand
7:10.0,Shooting block foul by L. Deng (drawn by E. Brand),,48-36,,
7:10.0,,,48-37,1,E. Brand makes free throw 1 of 2
7:10.0,D. Wade enters the game for G. Dragic,,48-37,,
7:10.0,J. Johnson enters the game for L. Deng,,48-37,,
7:10.0,,,48-38,1,E. Brand makes free throw 2 of 2
7:00.0,Shooting foul by H. Thompson (drawn by D. Wade),,48-38,,
7:00.0,D. Wade misses free throw 1 of 2,,48-38,,
7:00.0,Offensive rebound by Team,,48-38,,
7:00.0,,,48-38,,R. Covington enters the game for H. Thompson
7:00.0,D. Wade makes free throw 2 of 2,1,49-38,,
6:38.0,,,49-38,,J. Grant misses 2-pt shot from 1 ft
6:38.0,Defensive rebound by Team,,49-38,,
6:23.0,J. Johnson makes 2-pt shot from 7 ft,2,51-38,,
6:09.0,,,51-38,,E. Brand misses 2-pt shot from 10 ft
6:08.0,Defensive rebound by D. Wade,,51-38,,
6:00.0,Turnover by D. Wade (lost ball; steal by R. Covington),,51-38,,
5:57.0,Personal foul by J. Johnson (drawn by R. Covington),,51-38,,
5:57.0,Official timeout,,51-38,,
5:57.0,,,51-38,,I. Smith enters the game for T. McConnell
5:43.0,,,51-41,3,R. Covington makes 3-pt shot from 25 ft (assist by I. Smith)
5:17.0,J. Richardson makes 3-pt shot from 27 ft (assist by J. Johnson),3,54-41,,
5:04.0,,,54-41,,I. Smith misses 3-pt shot from 23 ft
5:03.0,Defensive rebound by H. Whiteside,,54-41,,
4:50.0,D. Wade misses 2-pt shot from 9 ft (block by J. Grant),,54-41,,
4:48.0,Offensive rebound by J. Winslow,,54-41,,
4:46.0,J. Winslow misses 2-pt shot from 2 ft,,54-41,,
4:44.0,Offensive rebound by D. Wade,,54-41,,
4:44.0,D. Wade misses 2-pt shot at rim,,54-41,,
4:43.0,,,54-41,,Defensive rebound by I. Canaan
4:33.0,,,54-41,,R. Covington misses 2-pt shot from 16 ft
4:32.0,Defensive rebound by J. Richardson,,54-41,,
4:17.0,Turnover by J. Johnson (lost ball),,54-41,,
4:17.0,,,54-41,,R. Holmes enters the game for E. Brand
4:03.0,,,54-41,,Turnover by J. Grant (lost ball; steal by J. Johnson)
3:51.0,Shooting foul by R. Holmes (drawn by D. Wade),,54-41,,
3:51.0,D. Wade misses free throw 1 of 2,,54-41,,
3:51.0,Offensive rebound by Team,,54-41,,
3:51.0,A. Stoudemire enters the game for H. Whiteside,,54-41,,
3:51.0,D. Wade makes free throw 2 of 2,1,55-41,,
3:43.0,Personal foul by A. Stoudemire (drawn by R. Holmes),,55-41,,
3:32.0,,,55-41,,I. Canaan misses 2-pt shot from 21 ft
3:31.0,,,55-41,,Offensive rebound by R. Holmes
3:29.0,,,55-41,,R. Covington misses 2-pt shot from 3 ft (block by D. Wade)
3:28.0,Defensive rebound by D. Wade,,55-41,,
3:18.0,Turnover by D. Wade (bad pass; steal by I. Canaan),,55-41,,
3:13.0,,,55-41,,I. Smith misses 2-pt shot from 1 ft
3:11.0,,,55-41,,Offensive rebound by R. Holmes
3:09.0,,,55-41,,R. Holmes misses 2-pt shot from 1 ft
3:07.0,,,55-41,,Offensive rebound by R. Covington
3:05.0,,,55-43,2,R. Covington makes 2-pt shot from 1 ft
2:48.0,J. Richardson misses 2-pt shot from 1 ft,,55-43,,
2:46.0,Offensive rebound by A. Stoudemire,,55-43,,
2:45.0,A. Stoudemire misses 2-pt shot from 1 ft (block by J. Grant),,55-43,,
2:44.0,,,55-43,,Defensive rebound by I. Smith
2:42.0,,,55-43,,I. Smith misses 2-pt shot from 2 ft (block by J. Winslow)
2:39.0,Defensive rebound by D. Wade,,55-43,,
2:36.0,J. Richardson misses 2-pt shot at rim,,55-43,,
2:31.0,,,55-43,,Defensive rebound by R. Holmes
2:29.0,,,55-45,2,I. Smith makes 2-pt shot from 1 ft (assist by R. Holmes)
2:21.0,Miami full timeout,,55-45,,
2:21.0,G. Dragic enters the game for J. Winslow,,55-45,,
2:21.0,L. Deng enters the game for J. Richardson,,55-45,,
2:06.0,L. Deng misses 3-pt shot from 23 ft,,55-45,,
2:04.0,Offensive rebound by A. Stoudemire,,55-45,,
1:53.0,D. Wade makes 2-pt shot from 7 ft,2,57-45,,
1:39.0,,,57-45,,I. Smith misses 2-pt shot from 6 ft
1:37.0,,,57-45,,Offensive rebound by J. Grant
1:33.0,,,57-47,2,R. Holmes makes 2-pt shot at rim (assist by R. Covington)
1:06.0,G. Dragic misses 3-pt shot from 22 ft,,57-47,,
1:04.0,Offensive rebound by Team,,57-47,,
0:51.0,D. Wade makes 2-pt shot from 1 ft,2,59-47,,
0:43.0,,,59-47,,Philadelphia full timeout
0:43.0,H. Whiteside enters the game for A. Stoudemire,,59-47,,
0:31.0,,,59-49,2,I. Smith makes 2-pt shot from 1 ft
0:11.0,G. Dragic misses 2-pt shot from 7 ft,,59-49,,
0:08.0,,,59-49,,Defensive rebound by R. Covington
0:01.0,,,59-49,,I. Canaan misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by D. Wade,,59-49,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,Personal foul by D. Wade (drawn by H. Thompson),,59-49,,
11:33.0,,,59-51,2,I. Smith makes 2-pt shot from 10 ft
11:12.0,,,59-51,,Personal foul by C. Landry (drawn by A. Stoudemire)
11:02.0,Shooting foul by J. Grant (drawn by A. Stoudemire),,59-51,,
11:02.0,A. Stoudemire makes free throw 1 of 2,1,60-51,,
11:02.0,A. Stoudemire makes free throw 2 of 2,1,61-51,,
10:47.0,,,61-51,,H. Thompson misses 3-pt shot from 25 ft
10:45.0,Defensive rebound by A. Stoudemire,,61-51,,
10:34.0,A. Stoudemire makes 2-pt shot from 2 ft (assist by G. Dragic),2,63-51,,
10:22.0,,,63-51,,Shooting foul by A. Stoudemire (drawn by C. Landry)
10:22.0,,,63-51,,C. Landry misses free throw 1 of 2
10:22.0,,,63-51,,Offensive rebound by Team
10:22.0,,,63-52,1,C. Landry makes free throw 2 of 2
10:12.0,G. Dragic misses 2-pt shot from 9 ft,,63-52,,
10:10.0,,,63-52,,Defensive rebound by I. Smith
10:04.0,,,63-55,3,R. Covington makes 3-pt shot from 25 ft (assist by I. Smith)
9:42.0,D. Wade misses 2-pt shot from 17 ft,,63-55,,
9:40.0,,,63-55,,Defensive rebound by R. Covington
9:31.0,Violation by A. Stoudemire (def goaltending),,63-55,,
9:31.0,,,63-57,2,H. Thompson makes 2-pt shot from 1 ft (assist by I. Smith)
9:16.0,Shooting foul by C. Landry (drawn by D. Wade),,63-57,,
9:16.0,D. Wade makes free throw 1 of 2,1,64-57,,
9:16.0,D. Wade makes free throw 2 of 2,1,65-57,,
9:04.0,,,65-57,,J. Grant misses 2-pt shot from 2 ft
9:03.0,,,65-57,,Offensive rebound by C. Landry
9:02.0,,,65-57,,C. Landry misses 2-pt shot from 1 ft
9:00.0,Defensive rebound by L. Deng,,65-57,,
8:54.0,J. Johnson misses 3-pt shot from 25 ft,,65-57,,
8:52.0,,,65-57,,Defensive rebound by H. Thompson
8:42.0,,,65-57,,Shooting foul by A. Stoudemire (drawn by C. Landry)
8:42.0,,,65-58,1,C. Landry makes free throw 1 of 2
8:42.0,,,65-59,1,C. Landry makes free throw 2 of 2
8:26.0,D. Wade misses 2-pt shot from 8 ft,,65-59,,
8:24.0,,,65-59,,Defensive rebound by H. Thompson
8:15.0,,,65-59,,R. Covington misses 3-pt shot from 26 ft
8:13.0,,,65-59,,Offensive rebound by C. Landry
8:12.0,,,65-59,,C. Landry misses 2-pt shot from 3 ft
8:10.0,Defensive rebound by D. Wade,,65-59,,
8:07.0,D. Wade makes 2-pt shot at rim (assist by J. Johnson),2,67-59,,
7:53.0,,,67-59,,C. Landry misses 2-pt shot from 18 ft
7:52.0,Defensive rebound by L. Deng,,67-59,,
7:45.0,,,67-59,,Personal block foul by C. Landry (drawn by G. Dragic)
7:45.0,,,67-59,,R. Holmes enters the game for C. Landry
7:35.0,G. Dragic makes 2-pt shot from 5 ft,2,69-59,,
7:35.0,,,69-59,,Philadelphia full timeout
7:26.0,Def 3 sec tech foul by A. Stoudemire,,69-59,,
7:26.0,,,69-60,1,R. Covington makes technical free throw
7:16.0,,,69-62,2,I. Smith makes 2-pt shot from 17 ft
6:55.0,J. Johnson misses 2-pt shot from 16 ft,,69-62,,
6:53.0,,,69-62,,Defensive rebound by J. Grant
6:35.0,,,69-62,,I. Smith misses 2-pt shot from 3 ft
6:32.0,,,69-62,,Offensive rebound by R. Holmes
6:32.0,,,69-64,2,R. Holmes makes 2-pt shot from 2 ft
6:17.0,G. Dragic misses 2-pt shot from 9 ft,,69-64,,
6:16.0,,,69-64,,Defensive rebound by I. Smith
6:09.0,,,69-66,2,I. Smith makes 2-pt shot from 1 ft
6:09.0,Miami full timeout,,69-66,,
6:09.0,J. Richardson enters the game for G. Dragic,,69-66,,
6:09.0,J. Winslow enters the game for L. Deng,,69-66,,
5:54.0,Turnover by D. Wade (lost ball; steal by H. Thompson),,69-66,,
5:44.0,,,69-69,3,H. Thompson makes 3-pt shot from 26 ft (assist by J. Grant)
5:23.0,Turnover by J. Winslow (bad pass; steal by R. Holmes),,69-69,,
5:20.0,,,69-71,2,J. Grant makes 2-pt shot at rim (assist by I. Smith)
5:20.0,,,69-71,,Shooting foul by J. Winslow (drawn by J. Grant)
5:20.0,H. Whiteside enters the game for A. Stoudemire,,69-71,,
5:20.0,,,69-72,1,J. Grant makes free throw 1 of 1
4:57.0,H. Whiteside misses 2-pt shot from 12 ft (block by R. Holmes),,69-72,,
4:56.0,Offensive rebound by Team,,69-72,,
4:56.0,Turnover by Team (shot clock),,69-72,,
4:38.0,,,69-72,,R. Covington misses 3-pt shot from 25 ft
4:38.0,Defensive rebound by Team,,69-72,,
4:38.0,,,69-72,,Loose ball foul by R. Holmes (drawn by H. Whiteside)
4:38.0,H. Whiteside makes free throw 1 of 2,1,70-72,,
4:38.0,H. Whiteside misses free throw 2 of 2,,70-72,,
4:36.0,,,70-72,,Defensive rebound by J. Grant
4:22.0,,,70-72,,Turnover by J. Grant (bad pass; steal by D. Wade)
4:17.0,D. Wade makes 2-pt shot at rim,2,72-72,,
4:02.0,,,72-72,,Turnover by I. Smith (lost ball; steal by J. Johnson)
3:44.0,J. Johnson makes 2-pt shot from 12 ft,2,74-72,,
3:31.0,,,74-72,,R. Holmes misses 2-pt shot from 1 ft (block by H. Whiteside)
3:30.0,,,74-72,,Offensive rebound by Team
3:29.0,,,74-72,,I. Canaan enters the game for R. Covington
3:29.0,,,74-72,,T. McConnell enters the game for I. Smith
3:20.0,,,74-72,,J. Grant misses 3-pt shot from 23 ft
3:18.0,Defensive rebound by H. Whiteside,,74-72,,
3:05.0,D. Wade misses 2-pt shot from 12 ft,,74-72,,
3:04.0,Offensive rebound by J. Winslow,,74-72,,
3:02.0,J. Winslow misses 2-pt shot from 2 ft,,74-72,,
3:01.0,Offensive rebound by H. Whiteside,,74-72,,
3:01.0,H. Whiteside misses 2-pt shot from 2 ft,,74-72,,
3:00.0,Offensive rebound by D. Wade,,74-72,,
2:55.0,Shooting foul by H. Thompson (drawn by D. Wade),,74-72,,
2:55.0,D. Wade makes 2-pt shot from 9 ft,2,76-72,,
2:55.0,D. Wade makes free throw 1 of 1,1,77-72,,
2:33.0,,,77-72,,Shooting foul by D. Wade (drawn by J. Grant)
2:33.0,,,77-72,,J. Grant misses free throw 1 of 2
2:33.0,,,77-72,,Offensive rebound by Team
2:33.0,,,77-72,,R. Covington enters the game for H. Thompson
2:33.0,,,77-73,1,J. Grant makes free throw 2 of 2
2:20.0,J. Richardson makes 3-pt shot from 25 ft (assist by D. Wade),3,80-73,,
1:59.0,,,80-73,,Turnover by R. Covington (bad pass; steal by D. Wade)
1:47.0,D. Wade misses 2-pt shot from 11 ft,,80-73,,
1:47.0,,,80-73,,Defensive rebound by Team
1:27.0,Personal foul by J. Johnson (drawn by T. McConnell),,80-73,,
1:27.0,,,80-74,1,T. McConnell makes free throw 1 of 2
1:27.0,G. Dragic enters the game for J. Johnson,,80-74,,
1:27.0,L. Deng enters the game for D. Wade,,80-74,,
1:27.0,,,80-74,,E. Brand enters the game for R. Holmes
1:27.0,,,80-74,,T. McConnell misses free throw 2 of 2
1:25.0,Defensive rebound by H. Whiteside,,80-74,,
1:13.0,,,80-74,,Personal foul by J. Grant (drawn by L. Deng)
1:13.0,L. Deng makes free throw 1 of 2,1,81-74,,
1:13.0,L. Deng makes free throw 2 of 2,1,82-74,,
1:03.0,,,82-74,,E. Brand misses 2-pt shot from 15 ft
1:01.0,Defensive rebound by L. Deng,,82-74,,
0:53.0,L. Deng makes 2-pt shot from 9 ft (assist by J. Richardson),2,84-74,,
0:48.0,,,84-74,,Shooting foul by J. Winslow (drawn by R. Covington)
0:48.0,,,84-74,,R. Covington misses free throw 1 of 2
0:48.0,,,84-74,,Offensive rebound by Team
0:48.0,G. Green enters the game for J. Winslow,,84-74,,
0:48.0,,,84-75,1,R. Covington makes free throw 2 of 2
0:37.0,L. Deng misses 3-pt shot from 26 ft,,84-75,,
0:35.0,Offensive rebound by H. Whiteside,,84-75,,
0:33.0,Turnover by H. Whiteside (lost ball; steal by T. McConnell),,84-75,,
0:11.0,,,84-77,2,T. McConnell makes 2-pt shot from 9 ft
0:03.0,G. Dragic misses 2-pt shot from 17 ft,,84-77,,
0:01.0,,,84-77,,Defensive rebound by E. Brand
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,84-77,,Personal foul by T. McConnell (drawn by G. Dragic)
11:37.0,L. Deng misses 2-pt shot from 10 ft,,84-77,,
11:35.0,,,84-77,,Defensive rebound by I. Canaan
11:29.0,,,84-77,,Shooting foul by J. Richardson (drawn by I. Canaan)
11:29.0,,,84-78,1,I. Canaan makes free throw 1 of 2
11:29.0,,,84-79,1,I. Canaan makes free throw 2 of 2
11:17.0,Turnover by G. Dragic (bad pass; steal by T. McConnell),,84-79,,
11:11.0,,,84-79,,I. Canaan misses 3-pt shot from 24 ft
11:08.0,Defensive rebound by H. Whiteside,,84-79,,
10:55.0,G. Green makes 2-pt shot from 15 ft (assist by G. Dragic),2,86-79,,
10:42.0,,,86-81,2,H. Thompson makes 2-pt shot from 2 ft
10:31.0,G. Dragic misses 2-pt shot from 2 ft,,86-81,,
10:30.0,Offensive rebound by Team,,86-81,,
10:28.0,G. Green makes 2-pt shot from 12 ft (assist by J. Richardson),2,88-81,,
10:10.0,,,88-81,,H. Thompson misses 2-pt shot from 8 ft
10:08.0,Defensive rebound by H. Whiteside,,88-81,,
10:00.0,H. Whiteside makes 2-pt shot from 2 ft (assist by G. Dragic),2,90-81,,
9:50.0,,,90-83,2,E. Brand makes 2-pt shot from 15 ft (assist by T. McConnell)
9:25.0,J. Richardson misses 2-pt shot from 14 ft,,90-83,,
9:25.0,Offensive rebound by Team,,90-83,,
9:25.0,,,90-83,,Loose ball foul by H. Thompson (drawn by L. Deng)
9:25.0,,,90-83,,R. Covington enters the game for H. Thompson
9:13.0,G. Dragic makes 2-pt shot from 11 ft (assist by J. Richardson),2,92-83,,
8:55.0,Personal foul by G. Dragic (drawn by E. Brand),,92-83,,
8:55.0,Official timeout,,92-83,,
