time,Dallas,pts.away,score,pts.home,LA Clippers
6:52.0,,,8-11,2,B. Griffin makes 2-pt shot from 3 ft
6:45.0,Shooting foul by L. Stephenson (drawn by D. Powell),,8-11,,
6:45.0,D. Powell makes free throw 1 of 2,1,9-11,,
6:45.0,,,9-11,,P. Pierce enters the game for L. Stephenson
6:45.0,D. Powell misses free throw 2 of 2,,9-11,,
6:44.0,,,9-11,,Defensive rebound by B. Griffin
6:31.0,,,9-14,3,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul)
6:26.0,Dallas full timeout,,9-14,,
6:14.0,D. Nowitzki misses 2-pt shot from 16 ft,,9-14,,
6:13.0,,,9-14,,Defensive rebound by B. Griffin
6:06.0,,,9-14,,Shooting foul by J. Jenkins (drawn by J. Redick)
6:06.0,,,9-15,1,J. Redick makes free throw 1 of 2
6:06.0,J. Barea enters the game for R. Felton,,9-15,,
6:06.0,D. Harris enters the game for J. Jenkins,,9-15,,
6:06.0,C. Villanueva enters the game for D. Nowitzki,,9-15,,
6:06.0,,,9-16,1,J. Redick makes free throw 2 of 2
5:44.0,C. Villanueva misses 2-pt shot from 4 ft (block by B. Griffin),,9-16,,
5:42.0,,,9-16,,Defensive rebound by D. Jordan
5:38.0,,,9-16,,P. Pierce misses 3-pt shot from 25 ft
5:37.0,Defensive rebound by Team,,9-16,,
5:14.0,J. Barea misses 2-pt shot from 3 ft (block by D. Jordan),,9-16,,
5:13.0,,,9-16,,Defensive rebound by B. Griffin
5:11.0,,,9-16,,Offensive charge foul by B. Griffin
5:11.0,,,9-16,,Turnover by B. Griffin (offensive foul)
5:07.0,,,9-16,,Personal foul by J. Redick (drawn by D. Harris)
5:07.0,J. Anderson enters the game for J. Evans,,9-16,,
4:51.0,J. Anderson misses 3-pt shot from 25 ft,,9-16,,
4:50.0,,,9-16,,Defensive rebound by D. Jordan
4:40.0,,,9-16,,B. Griffin misses 2-pt shot from 16 ft
4:40.0,,,9-16,,Offensive rebound by Team
4:28.0,,,9-16,,J. Redick misses 3-pt shot from 25 ft
4:27.0,Defensive rebound by D. Powell,,9-16,,
4:20.0,J. Anderson misses 2-pt shot from 5 ft (block by D. Jordan),,9-16,,
4:18.0,Offensive rebound by D. Harris,,9-16,,
4:14.0,C. Villanueva misses 3-pt shot from 24 ft,,9-16,,
4:13.0,,,9-16,,Defensive rebound by D. Jordan
4:06.0,,,9-16,,LA Clippers full timeout
4:06.0,,,9-16,,J. Smith enters the game for B. Griffin
4:06.0,,,9-16,,A. Rivers enters the game for C. Paul
4:06.0,,,9-16,,J. Crawford enters the game for J. Redick
3:53.0,,,9-18,2,J. Crawford makes 2-pt shot from 16 ft
3:45.0,D. Harris misses 3-pt shot from 26 ft,,9-18,,
3:45.0,Offensive rebound by J. Barea,,9-18,,
3:37.0,J. Barea makes 2-pt shot from 13 ft,2,11-18,,
3:22.0,,,11-18,,Turnover by J. Smith (bad pass)
3:10.0,D. Powell misses 2-pt shot from 19 ft,,11-18,,
3:09.0,,,11-18,,Defensive rebound by D. Jordan
2:59.0,,,11-18,,J. Crawford misses 2-pt shot from 14 ft
2:58.0,Defensive rebound by D. Powell,,11-18,,
2:46.0,D. Powell makes 2-pt shot from 18 ft (assist by D. Harris),2,13-18,,
2:30.0,,,13-18,,A. Rivers misses 2-pt shot from 3 ft
2:30.0,Defensive rebound by D. Powell,,13-18,,
2:18.0,D. Powell misses 2-pt shot from 17 ft,,13-18,,
2:17.0,,,13-18,,Defensive rebound by D. Jordan
2:07.0,,,13-18,,Shooting foul by D. Powell (drawn by J. Crawford)
2:07.0,,,13-20,2,J. Crawford makes 2-pt shot from 4 ft
2:07.0,,,13-20,,W. Johnson enters the game for D. Jordan
2:07.0,S. Mejri enters the game for D. Powell,,13-20,,
2:07.0,,,13-21,1,J. Crawford makes free throw 1 of 1
1:48.0,D. Harris misses 2-pt shot from 10 ft,,13-21,,
1:47.0,,,13-21,,Defensive rebound by P. Pierce
1:40.0,,,13-21,,J. Smith misses 3-pt shot from 27 ft
1:39.0,Defensive rebound by J. Anderson,,13-21,,
1:29.0,C. Villanueva misses 3-pt shot from 25 ft,,13-21,,
1:29.0,,,13-21,,Defensive rebound by J. Smith
1:21.0,,,13-21,,P. Pierce misses 3-pt shot from 23 ft
1:20.0,Defensive rebound by D. Harris,,13-21,,
1:14.0,Shooting foul by A. Rivers (drawn by J. Barea),,13-21,,
1:14.0,J. Barea makes free throw 1 of 2,1,14-21,,
1:14.0,J. Barea makes free throw 2 of 2,1,15-21,,
1:01.0,,,15-21,,J. Crawford misses 2-pt shot from 11 ft
1:00.0,Defensive rebound by J. Anderson,,15-21,,
0:51.0,Turnover by J. Barea (bad pass; steal by A. Rivers),,15-21,,
0:50.0,Personal take foul by J. Barea,,15-21,,
0:50.0,,,15-21,,A. Rivers misses free throw 1 of 2
0:50.0,,,15-21,,Offensive rebound by Team
0:50.0,,,15-22,1,A. Rivers makes free throw 2 of 2
0:39.0,,,15-22,,Personal foul by W. Johnson (drawn by D. Harris)
0:39.0,D. Harris makes free throw 1 of 2,1,16-22,,
0:39.0,D. Harris makes free throw 2 of 2,1,17-22,,
0:28.0,,,17-22,,J. Crawford misses 3-pt shot from 27 ft
0:28.0,Defensive rebound by D. Harris,,17-22,,
0:05.0,J. Barea misses 2-pt shot from 4 ft (block by J. Smith),,17-22,,
0:05.0,Offensive rebound by Team,,17-22,,
0:04.0,Turnover by Team (shot clock),,17-22,,
0:04.0,,,17-22,,C. Paul enters the game for J. Smith
0:04.0,J. Evans enters the game for C. Villanueva,,17-22,,
0:01.0,,,17-22,,J. Crawford misses 3-pt shot from 25 ft
0:00.0,,,17-22,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,Turnover by J. Anderson (bad pass; steal by P. Pierce),,17-22,,
11:36.0,,,17-22,,P. Pierce misses 2-pt shot from 11 ft
11:33.0,Defensive rebound by J. Anderson,,17-22,,
11:18.0,Z. Pachulia misses 2-pt shot from 14 ft,,17-22,,
11:18.0,Offensive rebound by Z. Pachulia,,17-22,,
11:17.0,,,17-22,,Personal foul by J. Smith (drawn by Z. Pachulia)
11:09.0,J. Barea misses 2-pt shot from 1 ft,,17-22,,
11:09.0,,,17-22,,Defensive rebound by Team
10:49.0,,,17-24,2,J. Crawford makes 2-pt shot from 3 ft
10:45.0,D. Harris makes 2-pt shot from 2 ft (assist by J. Barea),2,19-24,,
10:45.0,Shooting foul by W. Johnson (drawn by D. Harris),,19-24,,
10:45.0,J. Jenkins enters the game for J. Anderson,,19-24,,
10:45.0,D. Harris misses free throw 1 of 1,,19-24,,
10:44.0,,,19-24,,Defensive rebound by P. Pierce
10:30.0,,,19-27,3,J. Crawford makes 3-pt shot from 24 ft (assist by A. Rivers)
10:13.0,J. Jenkins makes 2-pt shot from 5 ft (assist by J. Barea),2,21-27,,
9:58.0,,,21-27,,J. Smith misses 2-pt shot from 2 ft
9:58.0,Defensive rebound by Z. Pachulia,,21-27,,
9:54.0,,,21-27,,Personal foul by J. Smith
9:54.0,,,21-27,,B. Griffin enters the game for J. Smith
9:41.0,D. Harris makes 2-pt shot from 2 ft,2,23-27,,
9:24.0,,,23-29,2,A. Rivers makes 2-pt shot from 1 ft
9:11.0,Z. Pachulia makes 2-pt shot at rim (assist by J. Barea),2,25-29,,
8:58.0,,,25-29,,B. Griffin misses 2-pt shot from 19 ft
8:58.0,Defensive rebound by J. Jenkins,,25-29,,
8:54.0,Offensive foul by J. Barea,,25-29,,
8:54.0,Turnover by J. Barea (offensive foul),,25-29,,
8:54.0,Official timeout,,25-29,,
8:42.0,,,25-29,,A. Rivers misses 2-pt shot from 1 ft
8:39.0,Defensive rebound by Z. Pachulia,,25-29,,
8:29.0,D. Nowitzki misses 2-pt shot from 11 ft,,25-29,,
8:27.0,,,25-29,,Defensive rebound by J. Crawford
8:12.0,,,25-29,,W. Johnson misses 3-pt shot from 23 ft
8:12.0,Defensive rebound by D. Nowitzki,,25-29,,
7:57.0,J. Barea makes 3-pt shot from 22 ft (assist by D. Nowitzki),3,28-29,,
7:41.0,,,28-32,3,J. Crawford makes 3-pt shot from 28 ft
7:28.0,J. Barea misses 2-pt shot from 3 ft,,28-32,,
7:27.0,,,28-32,,Defensive rebound by W. Johnson
7:21.0,,,28-34,2,B. Griffin makes 2-pt shot from 2 ft (assist by P. Pierce)
7:21.0,Dallas full timeout,,28-34,,
7:21.0,,,28-34,,C. Paul enters the game for P. Pierce
7:21.0,,,28-34,,J. Redick enters the game for A. Rivers
7:21.0,,,28-34,,L. Stephenson enters the game for J. Crawford
7:21.0,,,28-34,,D. Jordan enters the game for W. Johnson
7:21.0,J. Evans enters the game for J. Barea,,28-34,,
7:21.0,R. Felton enters the game for D. Harris,,28-34,,
7:01.0,D. Nowitzki makes 2-pt shot from 3 ft,2,30-34,,
6:53.0,,,30-34,,C. Paul misses 3-pt shot from 26 ft
6:53.0,Defensive rebound by J. Jenkins,,30-34,,
6:41.0,D. Nowitzki makes 2-pt shot from 15 ft (assist by R. Felton),2,32-34,,
6:18.0,,,32-34,,J. Redick misses 2-pt shot from 19 ft
6:18.0,Defensive rebound by D. Nowitzki,,32-34,,
6:10.0,D. Nowitzki misses 3-pt shot from 26 ft,,32-34,,
6:09.0,,,32-34,,Defensive rebound by D. Jordan
5:59.0,,,32-37,3,J. Redick makes 3-pt shot from 25 ft
5:42.0,Turnover by R. Felton (lost ball; steal by J. Redick),,32-37,,
5:23.0,,,32-37,,C. Paul misses 3-pt shot from 25 ft
5:23.0,Defensive rebound by Z. Pachulia,,32-37,,
5:08.0,Turnover by R. Felton (lost ball; steal by B. Griffin),,32-37,,
5:05.0,,,32-39,2,B. Griffin makes 2-pt shot at rim
5:05.0,Dallas full timeout,,32-39,,
5:05.0,C. Villanueva enters the game for D. Nowitzki,,32-39,,
5:05.0,D. Powell enters the game for Z. Pachulia,,32-39,,
4:54.0,J. Evans misses 3-pt shot from 25 ft,,32-39,,
4:53.0,,,32-39,,Defensive rebound by C. Paul
4:48.0,,,32-39,,Turnover by L. Stephenson (traveling)
4:36.0,C. Villanueva misses 3-pt shot from 28 ft,,32-39,,
4:35.0,Offensive rebound by D. Powell,,32-39,,
4:27.0,J. Jenkins misses 2-pt shot from 18 ft,,32-39,,
4:27.0,,,32-39,,Defensive rebound by L. Stephenson
4:17.0,,,32-39,,C. Paul misses 2-pt shot from 16 ft
4:16.0,,,32-39,,Offensive rebound by D. Jordan
3:58.0,,,32-41,2,B. Griffin makes 2-pt shot from 4 ft
3:47.0,D. Powell misses 2-pt shot from 18 ft,,32-41,,
3:47.0,,,32-41,,Defensive rebound by B. Griffin
3:34.0,,,32-41,,B. Griffin misses 2-pt shot from 7 ft
3:33.0,Defensive rebound by C. Villanueva,,32-41,,
3:26.0,Turnover by J. Evans (traveling),,32-41,,
3:10.0,,,32-43,2,C. Paul makes 2-pt shot from 2 ft
3:10.0,Dallas full timeout,,32-43,,
3:10.0,D. Harris enters the game for J. Evans,,32-43,,
3:10.0,J. Barea enters the game for J. Jenkins,,32-43,,
3:10.0,D. Nowitzki enters the game for C. Villanueva,,32-43,,
2:45.0,D. Nowitzki misses 2-pt shot from 4 ft,,32-43,,
2:44.0,,,32-43,,Defensive rebound by B. Griffin
2:42.0,,,32-43,,Turnover by B. Griffin (lost ball; steal by D. Nowitzki)
2:35.0,D. Nowitzki makes 2-pt shot at rim,2,34-43,,
2:24.0,,,34-45,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
1:55.0,J. Barea misses 3-pt shot from 25 ft,,34-45,,
1:54.0,,,34-45,,Defensive rebound by D. Jordan
1:43.0,,,34-45,,B. Griffin misses 2-pt shot from 21 ft
1:42.0,,,34-45,,Offensive rebound by D. Jordan
1:41.0,,,34-45,,Shooting foul by D. Nowitzki (drawn by D. Jordan)
1:41.0,,,34-45,,Technical foul by B. Griffin
1:41.0,,,34-45,,Technical foul by D. Jordan
1:41.0,Technical foul by R. Felton,,34-45,,
1:41.0,D. Nowitzki makes technical free throw,1,35-45,,
1:41.0,,,35-45,,D. Jordan misses free throw 1 of 2
1:41.0,,,35-45,,Offensive rebound by Team
1:41.0,,,35-46,1,D. Jordan makes free throw 2 of 2
1:33.0,,,35-46,,Def 3 sec tech foul by D. Jordan
1:33.0,Z. Pachulia enters the game for D. Powell,,35-46,,
1:33.0,D. Nowitzki makes technical free throw,1,36-46,,
1:20.0,D. Nowitzki misses 2-pt shot from 19 ft,,36-46,,
1:20.0,,,36-46,,Defensive rebound by Team
1:18.0,Personal foul by J. Barea,,36-46,,
1:18.0,,,36-46,,D. Jordan misses free throw 1 of 2
1:18.0,,,36-46,,Offensive rebound by Team
1:18.0,,,36-46,,D. Jordan misses free throw 2 of 2
1:17.0,,,36-46,,Offensive rebound by Team
1:17.0,Loose ball foul by Z. Pachulia (drawn by B. Griffin),,36-46,,
1:17.0,,,36-47,1,B. Griffin makes free throw 1 of 2
1:17.0,D. Powell enters the game for Z. Pachulia,,36-47,,
1:17.0,,,36-48,1,B. Griffin makes free throw 2 of 2
1:02.0,D. Nowitzki makes 2-pt shot from 10 ft (assist by J. Barea),2,38-48,,
0:59.0,Personal take foul by D. Harris (drawn by D. Jordan),,38-48,,
0:59.0,,,38-48,,D. Jordan misses free throw 1 of 2
0:59.0,,,38-48,,Offensive rebound by Team
0:59.0,,,38-49,1,D. Jordan makes free throw 2 of 2
0:45.0,,,38-49,,Personal foul by C. Paul
0:34.0,D. Harris makes 3-pt shot from 24 ft (assist by J. Barea),3,41-49,,
0:34.0,Personal take foul by D. Harris (drawn by D. Jordan),,41-49,,
0:34.0,,,41-49,,D. Jordan misses free throw 1 of 2
0:34.0,,,41-49,,Offensive rebound by Team
0:34.0,,,41-49,,D. Jordan misses free throw 2 of 2
0:34.0,Defensive rebound by D. Nowitzki,,41-49,,
0:23.0,J. Barea misses 2-pt shot from 3 ft,,41-49,,
0:22.0,Offensive rebound by D. Powell,,41-49,,
0:21.0,D. Powell makes 2-pt shot from 2 ft,2,43-49,,
0:21.0,,,43-49,,LA Clippers full timeout
0:21.0,,,43-49,,J. Crawford enters the game for D. Jordan
0:21.0,,,43-49,,A. Rivers enters the game for L. Stephenson
0:21.0,J. Evans enters the game for D. Nowitzki,,43-49,,
0:00.0,,,43-51,2,C. Paul makes 2-pt shot from 16 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,R. Felton misses 2-pt shot from 2 ft,,43-51,,
11:46.0,Offensive rebound by Team,,43-51,,
11:46.0,,,43-51,,Loose ball foul by L. Stephenson (drawn by Z. Pachulia)
11:25.0,J. Barea makes 3-pt shot from 24 ft (assist by R. Felton),3,46-51,,
11:04.0,,,46-53,2,B. Griffin makes 2-pt shot from 19 ft (assist by J. Redick)
10:51.0,D. Harris misses 3-pt shot from 23 ft,,46-53,,
10:50.0,,,46-53,,Defensive rebound by D. Jordan
10:39.0,,,46-53,,B. Griffin misses 2-pt shot from 19 ft
10:38.0,Defensive rebound by D. Harris,,46-53,,
10:28.0,D. Harris makes 3-pt shot from 26 ft (assist by R. Felton),3,49-53,,
10:13.0,,,49-55,2,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul)
9:59.0,D. Harris misses 2-pt shot from 3 ft,,49-55,,
9:57.0,,,49-55,,Defensive rebound by B. Griffin
9:49.0,Personal foul by J. Barea,,49-55,,
9:49.0,,,49-55,,Technical foul by C. Paul
9:49.0,D. Nowitzki makes technical free throw,1,50-55,,
9:49.0,J. Jenkins enters the game for J. Barea,,50-55,,
9:41.0,,,50-55,,J. Redick misses 2-pt shot from 19 ft
9:40.0,Defensive rebound by D. Harris,,50-55,,
9:25.0,D. Nowitzki misses 2-pt shot from 13 ft,,50-55,,
9:22.0,,,50-55,,Defensive rebound by C. Paul
9:09.0,,,50-57,2,B. Griffin makes 2-pt shot from 21 ft (assist by C. Paul)
8:57.0,R. Felton misses 2-pt shot from 3 ft,,50-57,,
8:56.0,,,50-57,,Defensive rebound by D. Jordan
8:46.0,,,50-57,,L. Stephenson misses 3-pt shot from 22 ft
8:45.0,Defensive rebound by D. Nowitzki,,50-57,,
8:35.0,D. Nowitzki makes 2-pt shot from 16 ft (assist by D. Harris),2,52-57,,
8:10.0,,,52-57,,L. Stephenson misses 3-pt shot from 22 ft
8:07.0,,,52-57,,Offensive rebound by B. Griffin
8:06.0,,,52-59,2,B. Griffin makes 2-pt shot at rim
7:53.0,D. Nowitzki misses 2-pt shot from 8 ft,,52-59,,
7:53.0,Offensive rebound by Z. Pachulia,,52-59,,
7:47.0,Z. Pachulia misses 2-pt shot from 5 ft,,52-59,,
7:45.0,,,52-59,,Defensive rebound by L. Stephenson
7:37.0,,,52-61,2,B. Griffin makes 2-pt shot from 18 ft (assist by L. Stephenson)
7:36.0,Dallas full timeout,,52-61,,
7:22.0,J. Jenkins misses 3-pt shot from 27 ft,,52-61,,
7:21.0,,,52-61,,Defensive rebound by D. Jordan
7:02.0,,,52-64,3,L. Stephenson makes 3-pt shot from 24 ft
6:44.0,J. Jenkins makes 2-pt shot from 13 ft,2,54-64,,
6:23.0,,,54-64,,L. Stephenson misses 3-pt shot from 25 ft
6:23.0,Defensive rebound by J. Jenkins,,54-64,,
6:15.0,D. Harris misses 3-pt shot from 25 ft,,54-64,,
6:14.0,Offensive rebound by R. Felton,,54-64,,
6:06.0,R. Felton misses 3-pt shot from 24 ft,,54-64,,
6:06.0,Offensive rebound by D. Nowitzki,,54-64,,
6:01.0,J. Jenkins misses 3-pt shot from 26 ft,,54-64,,
6:00.0,Offensive rebound by J. Jenkins,,54-64,,
5:57.0,D. Nowitzki makes 3-pt shot from 25 ft (assist by J. Jenkins),3,57-64,,
5:57.0,,,57-64,,LA Clippers full timeout
5:57.0,J. Barea enters the game for D. Nowitzki,,57-64,,
5:57.0,C. Villanueva enters the game for Z. Pachulia,,57-64,,
5:57.0,S. Mejri enters the game for D. Harris,,57-64,,
5:57.0,Personal foul by S. Mejri (drawn by D. Jordan),,57-64,,
5:57.0,Z. Pachulia enters the game for S. Mejri,,57-64,,
5:33.0,,,57-64,,C. Paul misses 2-pt shot from 20 ft
5:32.0,Defensive rebound by J. Jenkins,,57-64,,
5:18.0,R. Felton misses 2-pt shot from 4 ft (block by D. Jordan),,57-64,,
5:17.0,,,57-64,,Defensive rebound by D. Jordan
5:13.0,,,57-66,2,B. Griffin makes 2-pt shot at rim (assist by D. Jordan)
4:52.0,Z. Pachulia misses 2-pt shot from 5 ft,,57-66,,
4:49.0,Offensive rebound by Z. Pachulia,,57-66,,
4:44.0,Z. Pachulia misses 2-pt shot from 1 ft,,57-66,,
4:44.0,Offensive rebound by Z. Pachulia,,57-66,,
4:44.0,C. Villanueva misses 3-pt shot from 25 ft,,57-66,,
4:43.0,,,57-66,,Defensive rebound by J. Redick
4:37.0,,,57-68,2,B. Griffin makes 2-pt shot from 12 ft (assist by D. Jordan)
4:26.0,Z. Pachulia misses 2-pt shot from 17 ft,,57-68,,
4:25.0,,,57-68,,Defensive rebound by D. Jordan
4:17.0,,,57-68,,J. Redick misses 3-pt shot from 24 ft
4:17.0,Defensive rebound by C. Villanueva,,57-68,,
4:06.0,Z. Pachulia makes 2-pt shot from 3 ft (assist by J. Barea),2,59-68,,
3:48.0,,,59-71,3,C. Paul makes 3-pt shot from 24 ft (assist by J. Redick)
3:36.0,R. Felton misses 2-pt shot from 15 ft,,59-71,,
3:36.0,,,59-71,,Defensive rebound by C. Paul
3:23.0,,,59-71,,Shooting foul by R. Felton (drawn by B. Griffin)
3:23.0,,,59-71,,B. Griffin misses free throw 1 of 2
3:23.0,,,59-71,,Offensive rebound by Team
3:23.0,D. Powell enters the game for Z. Pachulia,,59-71,,
3:23.0,,,59-71,,J. Crawford enters the game for J. Redick
3:23.0,,,59-71,,A. Rivers enters the game for L. Stephenson
3:23.0,,,59-72,1,B. Griffin makes free throw 2 of 2
3:05.0,J. Jenkins makes 2-pt shot from 9 ft (assist by J. Barea),2,61-72,,
3:01.0,Personal take foul by R. Felton (drawn by D. Jordan),,61-72,,
3:01.0,,,61-72,,J. Smith enters the game for B. Griffin
3:01.0,,,61-72,,W. Johnson enters the game for D. Jordan
3:01.0,,,61-72,,P. Pierce enters the game for C. Paul
2:59.0,Personal take foul by C. Villanueva (drawn by J. Smith),,61-72,,
2:59.0,,,61-72,,J. Smith misses free throw 1 of 2
2:59.0,,,61-72,,Offensive rebound by Team
2:59.0,,,61-73,1,J. Smith makes free throw 2 of 2
2:52.0,,,61-73,,Personal foul by J. Smith
2:34.0,D. Powell makes 2-pt shot from 17 ft (assist by J. Barea),2,63-73,,
2:19.0,,,63-75,2,W. Johnson makes 2-pt shot at rim (assist by J. Smith)
1:59.0,J. Jenkins makes 2-pt shot from 18 ft (assist by J. Barea),2,65-75,,
1:55.0,Personal take foul by C. Villanueva (drawn by J. Smith),,65-75,,
1:55.0,,,65-76,1,J. Smith makes free throw 1 of 2
1:55.0,,,65-77,1,J. Smith makes free throw 2 of 2
1:44.0,Shooting foul by P. Pierce (drawn by C. Villanueva),,65-77,,
1:44.0,C. Villanueva misses free throw 1 of 2,,65-77,,
1:44.0,Offensive rebound by Team,,65-77,,
1:44.0,C. Villanueva makes free throw 2 of 2,1,66-77,,
1:26.0,,,66-79,2,P. Pierce makes 2-pt shot from 10 ft
1:11.0,J. Barea makes 2-pt shot from 3 ft,2,68-79,,
1:00.0,,,68-79,,Shooting foul by C. Villanueva (drawn by A. Rivers)
1:00.0,,,68-80,1,A. Rivers makes free throw 1 of 2
1:00.0,D. Nowitzki enters the game for D. Powell,,68-80,,
1:00.0,,,68-80,,A. Rivers misses free throw 2 of 2
0:59.0,,,68-80,,Offensive rebound by J. Smith
0:52.0,,,68-80,,Shooting foul by J. Barea (drawn by P. Pierce)
0:52.0,,,68-81,1,P. Pierce makes free throw 1 of 2
0:52.0,D. Harris enters the game for J. Barea,,68-81,,
0:52.0,,,68-82,1,P. Pierce makes free throw 2 of 2
0:33.0,Offensive charge foul by R. Felton,,68-82,,
0:33.0,Turnover by R. Felton (offensive foul),,68-82,,
0:33.0,J. Evans enters the game for C. Villanueva,,68-82,,
0:19.0,,,68-82,,P. Pierce misses 2-pt shot from 11 ft
0:15.0,Defensive rebound by D. Harris,,68-82,,
0:04.0,Turnover by J. Jenkins (traveling),,68-82,,
0:04.0,,,68-82,,C. Paul enters the game for J. Smith
0:01.0,,,68-85,3,A. Rivers makes 3-pt shot from 25 ft (assist by C. Paul)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,,,68-85,,P. Pierce misses 3-pt shot from 26 ft
11:44.0,Defensive rebound by J. Anderson,,68-85,,
11:24.0,D. Nowitzki misses 2-pt shot from 3 ft (block by W. Johnson),,68-85,,
11:22.0,,,68-85,,Defensive rebound by J. Smith
11:00.0,,,68-87,2,A. Rivers makes 2-pt shot from 2 ft (assist by P. Pierce)
10:55.0,,,68-87,,Personal foul by J. Smith (drawn by D. Harris)
10:43.0,J. Jenkins makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,70-87,,
10:43.0,Shooting foul by P. Pierce (drawn by J. Jenkins),,70-87,,
10:43.0,J. Jenkins makes free throw 1 of 1,1,71-87,,
10:30.0,,,71-90,3,A. Rivers makes 3-pt shot from 26 ft (assist by J. Crawford)
10:15.0,J. Jenkins misses 3-pt shot from 27 ft,,71-90,,
10:14.0,,,71-90,,Defensive rebound by P. Pierce
10:08.0,,,71-92,2,W. Johnson makes 2-pt shot from 3 ft (assist by J. Crawford)
9:47.0,D. Harris misses 3-pt shot from 26 ft,,71-92,,
9:47.0,,,71-92,,Defensive rebound by J. Smith
9:39.0,,,71-92,,Shooting foul by D. Harris (drawn by J. Smith)
9:39.0,,,71-92,,J. Smith misses free throw 1 of 2
9:39.0,,,71-92,,Offensive rebound by Team
9:39.0,C. Villanueva enters the game for D. Harris,,71-92,,
9:39.0,D. Powell enters the game for D. Nowitzki,,71-92,,
9:39.0,,,71-92,,J. Smith misses free throw 2 of 2
9:35.0,Defensive rebound by J. Evans,,71-92,,
9:26.0,J. Jenkins misses 2-pt shot from 20 ft,,71-92,,
9:26.0,,,71-92,,Defensive rebound by P. Pierce
9:12.0,,,71-92,,J. Smith misses 2-pt shot from 2 ft
9:12.0,,,71-92,,Offensive rebound by J. Smith
9:12.0,,,71-92,,J. Smith misses 2-pt shot from 2 ft
