time,Detroit,pts.away,score,pts.home,Boston
9:34.0,,,27-35,,J. Sullinger misses 2-pt shot from 16 ft
9:33.0,Defensive rebound by A. Tolliver,,27-35,,
9:21.0,Offensive foul by A. Baynes,,27-35,,
9:21.0,Turnover by A. Baynes (offensive foul),,27-35,,
9:10.0,,,27-35,,E. Turner misses 2-pt shot from 10 ft
9:09.0,Defensive rebound by A. Baynes,,27-35,,
9:01.0,A. Tolliver misses 3-pt shot from 25 ft,,27-35,,
9:00.0,,,27-35,,Defensive rebound by E. Turner
8:49.0,,,27-35,,R. Hunter misses 2-pt shot from 17 ft
8:48.0,Defensive rebound by A. Tolliver,,27-35,,
8:33.0,S. Johnson makes 2-pt shot at rim,2,29-35,,
8:13.0,,,29-37,2,M. Smart makes 2-pt shot from 17 ft (assist by J. Sullinger)
7:59.0,Turnover by B. Jennings (bad pass; steal by J. Sullinger),,29-37,,
7:54.0,,,29-39,2,E. Turner makes 2-pt shot from 1 ft
7:47.0,Detroit full timeout,,29-39,,
7:34.0,A. Baynes makes 2-pt shot at rim (assist by S. Johnson),2,31-39,,
7:10.0,,,31-39,,M. Smart misses 2-pt shot from 18 ft
7:09.0,Defensive rebound by A. Tolliver,,31-39,,
7:07.0,,,31-39,,Personal foul by J. Sullinger (drawn by A. Baynes)
7:07.0,Personal foul by A. Baynes,,31-39,,
6:59.0,Turnover by S. Johnson (offensive foul),,31-39,,
6:59.0,Offensive foul by S. Johnson,,31-39,,
6:59.0,Technical foul by M. Morris,,31-39,,
6:59.0,,,31-40,1,J. Jerebko makes technical free throw
6:50.0,,,31-40,,E. Turner misses 2-pt shot from 13 ft
6:49.0,Defensive rebound by S. Johnson,,31-40,,
6:34.0,Shooting foul by J. Sullinger (drawn by M. Morris),,31-40,,
6:34.0,M. Morris makes free throw 1 of 2,1,32-40,,
6:34.0,R. Jackson enters the game for B. Jennings,,32-40,,
6:34.0,A. Drummond enters the game for A. Baynes,,32-40,,
6:34.0,M. Morris makes free throw 2 of 2,1,33-40,,
6:25.0,,,33-40,,Shooting foul by A. Drummond (drawn by J. Sullinger)
6:25.0,,,33-41,1,J. Sullinger makes free throw 1 of 2
6:25.0,A. Baynes enters the game for A. Drummond,,33-41,,
6:25.0,,,33-42,1,J. Sullinger makes free throw 2 of 2
6:14.0,S. Johnson makes 2-pt shot from 1 ft (assist by A. Baynes),2,35-42,,
6:02.0,,,35-42,,J. Sullinger misses 3-pt shot from 25 ft
6:01.0,,,35-42,,Offensive rebound by J. Sullinger
5:59.0,,,35-42,,Offensive charge foul by J. Sullinger
5:59.0,,,35-42,,Turnover by J. Sullinger (offensive foul)
5:59.0,Official timeout,,35-42,,
5:59.0,,,35-42,,I. Thomas enters the game for J. Sullinger
5:59.0,,,35-42,,A. Johnson enters the game for R. Hunter
5:59.0,E. Ilyasova enters the game for A. Tolliver,,35-42,,
5:47.0,,,35-42,,Personal foul by I. Thomas (drawn by A. Baynes)
5:47.0,K. Caldwell-Pope enters the game for S. Johnson,,35-42,,
5:38.0,Offensive foul by A. Baynes,,35-42,,
5:38.0,Turnover by A. Baynes (offensive foul),,35-42,,
5:24.0,,,35-42,,A. Johnson misses 2-pt shot from 7 ft
5:23.0,Defensive rebound by E. Ilyasova,,35-42,,
5:16.0,E. Ilyasova misses 2-pt shot from 5 ft (block by A. Johnson),,35-42,,
5:15.0,Offensive rebound by Team,,35-42,,
5:15.0,,,35-42,,K. Olynyk enters the game for J. Jerebko
5:15.0,,,35-42,,J. Crowder enters the game for M. Smart
5:03.0,R. Jackson makes 2-pt shot from 18 ft,2,37-42,,
4:45.0,,,37-42,,A. Johnson misses 2-pt shot from 1 ft
4:44.0,Defensive rebound by A. Baynes,,37-42,,
4:37.0,K. Caldwell-Pope makes 3-pt shot from 23 ft (assist by E. Ilyasova),3,40-42,,
4:19.0,,,40-44,2,J. Crowder makes 2-pt shot at rim (assist by K. Olynyk)
3:59.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by E. Ilyasova),3,43-44,,
3:50.0,,,43-47,3,E. Turner makes 3-pt shot from 24 ft (assist by I. Thomas)
3:31.0,K. Caldwell-Pope makes 3-pt shot from 22 ft (assist by A. Baynes),3,46-47,,
3:23.0,Personal foul by A. Baynes (drawn by I. Thomas),,46-47,,
3:23.0,J. Anthony enters the game for A. Baynes,,46-47,,
3:12.0,,,46-47,,I. Thomas misses 2-pt shot from 18 ft
3:11.0,,,46-47,,Offensive rebound by J. Crowder
3:10.0,,,46-47,,Turnover by J. Crowder (lost ball)
3:01.0,R. Jackson misses 2-pt shot from 11 ft,,46-47,,
2:59.0,Offensive rebound by M. Morris,,46-47,,
2:54.0,E. Ilyasova misses 3-pt shot from 24 ft,,46-47,,
2:53.0,,,46-47,,Defensive rebound by A. Johnson
2:43.0,,,46-47,,E. Turner misses 2-pt shot from 1 ft
2:42.0,Defensive rebound by R. Jackson,,46-47,,
2:35.0,Shooting foul by E. Turner (drawn by E. Ilyasova),,46-47,,
2:35.0,,,46-47,,Boston full timeout
2:35.0,E. Ilyasova misses free throw 1 of 2,,46-47,,
2:35.0,Offensive rebound by Team,,46-47,,
2:35.0,,,46-47,,M. Smart enters the game for E. Turner
2:35.0,E. Ilyasova misses free throw 2 of 2,,46-47,,
2:35.0,Offensive rebound by J. Anthony,,46-47,,
2:35.0,J. Anthony misses 2-pt shot at rim,,46-47,,
2:33.0,,,46-47,,Defensive rebound by A. Johnson
2:21.0,,,46-47,,K. Olynyk misses 3-pt shot from 24 ft
2:20.0,Defensive rebound by R. Jackson,,46-47,,
2:05.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,46-47,,
2:04.0,,,46-47,,Defensive rebound by A. Johnson
1:51.0,,,46-49,2,A. Johnson makes 2-pt shot at rim (assist by K. Olynyk)
1:28.0,R. Jackson misses 2-pt shot from 19 ft,,46-49,,
1:27.0,,,46-49,,Defensive rebound by Team
1:27.0,Loose ball foul by E. Ilyasova (drawn by K. Olynyk),,46-49,,
1:27.0,A. Tolliver enters the game for E. Ilyasova,,46-49,,
1:13.0,,,46-51,2,A. Johnson makes 2-pt shot from 1 ft (assist by I. Thomas)
0:54.0,A. Tolliver misses 3-pt shot from 25 ft,,46-51,,
0:54.0,Offensive rebound by Team,,46-51,,
0:54.0,Turnover by M. Morris (bad pass; steal by I. Thomas),,46-51,,
0:53.0,Personal foul by A. Tolliver (drawn by I. Thomas),,46-51,,
0:53.0,,,46-51,,I. Thomas misses free throw 1 of 2
0:53.0,,,46-51,,Offensive rebound by Team
0:53.0,,,46-52,1,I. Thomas makes free throw 2 of 2
0:40.0,Shooting foul by M. Smart (drawn by R. Jackson),,46-52,,
0:40.0,R. Jackson misses free throw 1 of 3,,46-52,,
0:40.0,Offensive rebound by Team,,46-52,,
0:40.0,R. Jackson makes free throw 2 of 3,1,47-52,,
0:40.0,R. Jackson makes free throw 3 of 3,1,48-52,,
0:33.0,,,48-52,,I. Thomas misses 3-pt shot from 25 ft
0:33.0,,,48-52,,Offensive rebound by K. Olynyk
0:31.0,,,48-55,3,J. Crowder makes 3-pt shot from 25 ft (assist by M. Smart)
0:30.0,,,48-55,,Loose ball foul by K. Olynyk (drawn by A. Tolliver)
0:30.0,A. Tolliver misses free throw 1 of 2,,48-55,,
0:30.0,Offensive rebound by Team,,48-55,,
0:30.0,A. Tolliver misses free throw 2 of 2,,48-55,,
0:30.0,,,48-55,,Defensive rebound by A. Johnson
0:18.0,,,48-55,,A. Johnson misses 2-pt shot from 2 ft
0:17.0,Defensive rebound by J. Anthony,,48-55,,
0:00.0,Turnover by R. Jackson (traveling),,48-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,48-55,,I. Thomas misses 2-pt shot from 2 ft
11:43.0,,,48-55,,Offensive rebound by A. Johnson
11:42.0,,,48-57,2,A. Johnson makes 2-pt shot at rim
11:19.0,A. Drummond makes 2-pt shot from 5 ft,2,50-57,,
11:06.0,Personal foul by K. Caldwell-Pope (drawn by A. Johnson),,50-57,,
10:58.0,,,50-57,,Shooting foul by K. Caldwell-Pope (drawn by I. Thomas)
10:58.0,,,50-58,1,I. Thomas makes free throw 1 of 3
10:58.0,,,50-59,1,I. Thomas makes free throw 2 of 3
10:58.0,,,50-60,1,I. Thomas makes free throw 3 of 3
10:45.0,M. Morris misses 2-pt shot from 18 ft,,50-60,,
10:43.0,,,50-60,,Defensive rebound by I. Thomas
10:21.0,,,50-60,,E. Turner misses 3-pt shot from 25 ft
10:20.0,Defensive rebound by M. Morris,,50-60,,
9:59.0,K. Caldwell-Pope misses 2-pt shot from 13 ft (block by I. Thomas),,50-60,,
9:58.0,,,50-60,,Defensive rebound by Team
9:36.0,,,50-60,,Turnover by E. Turner (lost ball; steal by A. Drummond)
9:34.0,Turnover by A. Drummond (bad pass; steal by J. Crowder),,50-60,,
9:27.0,,,50-60,,I. Thomas misses 2-pt shot from 1 ft (block by A. Drummond)
9:26.0,Defensive rebound by Team,,50-60,,
9:12.0,Shooting foul by A. Johnson (drawn by A. Drummond),,50-60,,
9:12.0,A. Drummond misses free throw 1 of 2,,50-60,,
9:12.0,Offensive rebound by Team,,50-60,,
9:12.0,A. Drummond makes free throw 2 of 2,1,51-60,,
8:50.0,,,51-60,,K. Olynyk misses 2-pt shot at rim
8:49.0,,,51-60,,Offensive rebound by K. Olynyk
8:48.0,,,51-60,,K. Olynyk misses 2-pt shot from 2 ft (block by A. Drummond)
8:47.0,Defensive rebound by M. Morris,,51-60,,
8:36.0,A. Drummond makes 2-pt shot from 7 ft (assist by K. Caldwell-Pope),2,53-60,,
8:36.0,Shooting foul by J. Crowder (drawn by A. Drummond),,53-60,,
8:36.0,A. Drummond misses free throw 1 of 1,,53-60,,
8:36.0,,,53-60,,Defensive rebound by Team
8:25.0,,,53-62,2,A. Johnson makes 2-pt shot from 9 ft (assist by I. Thomas)
8:12.0,E. Ilyasova misses 3-pt shot from 22 ft,,53-62,,
8:11.0,,,53-62,,Defensive rebound by E. Turner
8:06.0,,,53-62,,Offensive charge foul by K. Olynyk
8:06.0,,,53-62,,Turnover by K. Olynyk (offensive foul)
7:57.0,Turnover by E. Ilyasova (lost ball),,53-62,,
7:46.0,Personal block foul by M. Morris (drawn by J. Crowder),,53-62,,
7:36.0,,,53-62,,I. Thomas misses 2-pt shot from 10 ft
7:35.0,Defensive rebound by K. Caldwell-Pope,,53-62,,
7:24.0,K. Caldwell-Pope misses 2-pt shot from 9 ft,,53-62,,
7:23.0,,,53-62,,Defensive rebound by A. Johnson
7:18.0,,,53-62,,Shooting foul by E. Ilyasova (drawn by J. Crowder)
7:18.0,,,53-63,1,J. Crowder makes free throw 1 of 2
7:18.0,,,53-64,1,J. Crowder makes free throw 2 of 2
7:10.0,M. Morris makes 2-pt shot at rim (assist by R. Jackson),2,55-64,,
7:10.0,Shooting foul by J. Crowder (drawn by M. Morris),,55-64,,
7:10.0,M. Morris makes free throw 1 of 1,1,56-64,,
6:50.0,,,56-66,2,A. Johnson makes 2-pt shot from 3 ft (assist by I. Thomas)
6:33.0,Technical foul by R. Jackson,,56-66,,
6:33.0,,,56-67,1,I. Thomas makes technical free throw
6:33.0,Jump ball: K. Caldwell-Pope vs. J. Crowder (M. Morris gains possession),,,,Jump ball: K. Caldwell-Pope vs. J. Crowder (M. Morris gains possession)
6:25.0,M. Morris misses 2-pt shot from 15 ft,,56-67,,
6:24.0,Offensive rebound by E. Ilyasova,,56-67,,
6:17.0,Turnover by K. Caldwell-Pope (lost ball),,56-67,,
5:56.0,,,56-67,,J. Crowder misses 2-pt shot from 9 ft
5:55.0,Defensive rebound by M. Morris,,56-67,,
5:54.0,Turnover by M. Morris (bad pass),,56-67,,
5:54.0,,,56-67,,Boston full timeout
5:46.0,,,56-67,,J. Crowder misses 3-pt shot from 24 ft
5:45.0,Defensive rebound by Team,,56-67,,
5:45.0,,,56-67,,Loose ball foul by K. Olynyk (drawn by A. Drummond)
5:45.0,,,56-67,,J. Jerebko enters the game for K. Olynyk
5:45.0,,,56-67,,Personal take foul by J. Jerebko (drawn by A. Drummond)
5:45.0,A. Drummond misses free throw 1 of 2,,56-67,,
5:45.0,Offensive rebound by Team,,56-67,,
5:45.0,A. Drummond misses free throw 2 of 2,,56-67,,
5:43.0,Offensive rebound by A. Drummond,,56-67,,
5:39.0,A. Drummond misses 2-pt shot from 1 ft,,56-67,,
5:38.0,Offensive rebound by E. Ilyasova,,56-67,,
5:35.0,Turnover by E. Ilyasova (lost ball; steal by J. Crowder),,56-67,,
5:28.0,,,56-67,,J. Crowder misses 3-pt shot from 23 ft
5:27.0,,,56-67,,Offensive rebound by A. Johnson
5:22.0,,,56-67,,I. Thomas misses 3-pt shot from 27 ft
5:21.0,,,56-67,,Offensive rebound by J. Jerebko
5:07.0,,,56-67,,Shooting foul by A. Drummond (drawn by E. Turner)
5:07.0,,,56-68,1,E. Turner makes free throw 1 of 2
5:07.0,S. Johnson enters the game for M. Morris,,56-68,,
5:07.0,A. Baynes enters the game for E. Ilyasova,,56-68,,
5:07.0,A. Tolliver enters the game for A. Drummond,,56-68,,
5:07.0,,,56-68,,M. Smart enters the game for J. Crowder
5:07.0,,,56-69,1,E. Turner makes free throw 2 of 2
4:53.0,R. Jackson makes 2-pt shot at rim,2,58-69,,
4:34.0,,,58-69,,I. Thomas misses 2-pt shot from 1 ft
4:33.0,Defensive rebound by K. Caldwell-Pope,,58-69,,
4:23.0,S. Johnson misses 3-pt shot from 24 ft,,58-69,,
4:22.0,,,58-69,,Defensive rebound by J. Jerebko
4:20.0,,,58-69,,Turnover by J. Jerebko (lost ball; steal by S. Johnson)
4:12.0,A. Baynes makes 2-pt shot from 16 ft (assist by R. Jackson),2,60-69,,
3:48.0,,,60-69,,I. Thomas misses 3-pt shot from 24 ft
3:48.0,,,60-69,,Offensive rebound by Team
3:48.0,Personal foul by A. Baynes (drawn by E. Turner),,60-69,,
3:48.0,,,60-70,1,E. Turner makes free throw 1 of 2
3:48.0,,,60-70,,J. Sullinger enters the game for A. Johnson
3:48.0,J. Anthony enters the game for A. Baynes,,60-70,,
3:48.0,,,60-71,1,E. Turner makes free throw 2 of 2
3:37.0,Offensive charge foul by S. Johnson,,60-71,,
3:37.0,Turnover by S. Johnson (offensive foul),,60-71,,
3:17.0,,,60-73,2,J. Jerebko makes 2-pt shot from 8 ft (assist by I. Thomas)
3:09.0,R. Jackson misses 2-pt shot from 4 ft (block by J. Sullinger),,60-73,,
3:08.0,,,60-73,,Defensive rebound by Team
2:59.0,,,60-73,,Turnover by I. Thomas (discontinued dribble)
2:59.0,Detroit full timeout,,60-73,,
2:59.0,B. Jennings enters the game for R. Jackson,,60-73,,
2:40.0,,,60-73,,Shooting block foul by J. Sullinger (drawn by K. Caldwell-Pope)
2:40.0,K. Caldwell-Pope makes free throw 1 of 2,1,61-73,,
2:40.0,K. Caldwell-Pope makes free throw 2 of 2,1,62-73,,
2:27.0,,,62-73,,J. Sullinger misses 2-pt shot from 20 ft
2:26.0,Defensive rebound by K. Caldwell-Pope,,62-73,,
2:16.0,A. Tolliver makes 3-pt shot from 25 ft (assist by B. Jennings),3,65-73,,
1:54.0,,,65-73,,I. Thomas misses 2-pt shot from 17 ft
1:53.0,Defensive rebound by S. Johnson,,65-73,,
1:43.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,65-73,,
1:43.0,Offensive rebound by S. Johnson,,65-73,,
1:42.0,S. Johnson misses 2-pt shot from 1 ft (block by J. Jerebko),,65-73,,
1:41.0,,,65-73,,Defensive rebound by I. Thomas
1:27.0,,,65-73,,M. Smart misses 3-pt shot from 24 ft
1:26.0,Defensive rebound by S. Johnson,,65-73,,
1:08.0,S. Johnson misses 3-pt shot from 25 ft,,65-73,,
1:07.0,,,65-73,,Defensive rebound by Team
1:07.0,,,65-73,,J. Young enters the game for I. Thomas
0:57.0,,,65-75,2,J. Sullinger makes 2-pt shot from 19 ft (assist by J. Jerebko)
0:44.0,B. Jennings misses 3-pt shot from 25 ft,,65-75,,
0:43.0,Offensive rebound by J. Anthony,,65-75,,
0:37.0,A. Tolliver misses 3-pt shot from 25 ft,,65-75,,
0:36.0,,,65-75,,Defensive rebound by E. Turner
0:22.0,,,65-75,,J. Jerebko misses 3-pt shot from 25 ft
0:21.0,Defensive rebound by K. Caldwell-Pope,,65-75,,
0:02.0,Shooting foul by J. Sullinger (drawn by B. Jennings),,65-75,,
0:02.0,B. Jennings misses free throw 1 of 2,,65-75,,
0:02.0,Offensive rebound by Team,,65-75,,
0:02.0,B. Jennings makes free throw 2 of 2,1,66-75,,
0:01.0,,,66-75,,J. Young misses 3-pt shot from 52 ft
0:00.0,,,66-75,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,K. Caldwell-Pope makes 2-pt shot from 20 ft,2,68-75,,
11:32.0,,,68-75,,M. Smart misses 2-pt shot from 1 ft (block by J. Anthony)
11:31.0,Defensive rebound by J. Anthony,,68-75,,
11:25.0,B. Jennings makes 3-pt shot from 24 ft,3,71-75,,
11:06.0,,,71-77,2,J. Sullinger makes 2-pt shot from 21 ft (assist by M. Smart)
10:49.0,B. Jennings misses 3-pt shot from 25 ft,,71-77,,
10:47.0,Offensive rebound by B. Jennings,,71-77,,
10:41.0,K. Caldwell-Pope misses 2-pt shot from 1 ft,,71-77,,
10:40.0,Offensive rebound by S. Johnson,,71-77,,
10:39.0,Shooting foul by J. Crowder (drawn by S. Johnson),,71-77,,
10:39.0,S. Johnson makes free throw 1 of 2,1,72-77,,
10:39.0,A. Drummond enters the game for J. Anthony,,72-77,,
10:39.0,M. Morris enters the game for K. Caldwell-Pope,,72-77,,
10:39.0,S. Johnson makes free throw 2 of 2,1,73-77,,
10:25.0,,,73-77,,J. Young misses 3-pt shot from 23 ft
10:24.0,,,73-77,,Offensive rebound by J. Jerebko
10:13.0,,,73-77,,M. Smart misses 2-pt shot from 15 ft
10:12.0,Defensive rebound by S. Johnson,,73-77,,
10:03.0,,,73-77,,Personal foul by J. Crowder (drawn by B. Jennings)
9:52.0,M. Morris misses 2-pt shot from 18 ft,,73-77,,
9:51.0,,,73-77,,Defensive rebound by J. Jerebko
9:39.0,,,73-77,,M. Smart misses 3-pt shot from 25 ft
9:38.0,Defensive rebound by A. Drummond,,73-77,,
9:16.0,A. Drummond makes 2-pt shot from 6 ft,2,75-77,,
9:16.0,,,75-77,,Boston full timeout
9:16.0,,,75-77,,I. Thomas enters the game for M. Smart
9:16.0,,,75-77,,A. Johnson enters the game for J. Sullinger
9:16.0,,,75-77,,K. Olynyk enters the game for J. Jerebko
9:05.0,,,75-77,,I. Thomas misses 3-pt shot from 26 ft
9:04.0,Defensive rebound by A. Tolliver,,75-77,,
8:50.0,Turnover by S. Johnson (traveling),,75-77,,
8:37.0,,,75-79,2,J. Crowder makes 2-pt shot from 16 ft (assist by I. Thomas)
8:15.0,M. Morris makes 2-pt shot from 1 ft (assist by S. Johnson),2,77-79,,
8:03.0,,,77-79,,A. Johnson misses 2-pt shot from 6 ft
8:02.0,Jump ball: A. Drummond vs. A. Johnson (B. Jennings gains possession),,,,Jump ball: A. Drummond vs. A. Johnson (B. Jennings gains possession)
8:02.0,Defensive rebound by Team,,77-79,,
7:50.0,A. Drummond makes 2-pt shot at rim (assist by B. Jennings),2,79-79,,
7:29.0,,,79-79,,I. Thomas misses 2-pt shot from 13 ft
