time,LA Clippers,pts.away,score,pts.home,Detroit
11:45.0,J. Smith misses 2-pt shot at rim,,27-27,,
11:44.0,,,27-27,,Defensive rebound by S. Johnson
11:36.0,,,27-27,,M. Morris misses 3-pt shot from 24 ft
11:36.0,Defensive rebound by Team,,27-27,,
11:18.0,J. Smith makes 2-pt shot from 6 ft,2,29-27,,
10:58.0,,,29-27,,A. Baynes misses 2-pt shot from 6 ft
10:56.0,Defensive rebound by W. Johnson,,29-27,,
10:50.0,A. Rivers misses 2-pt shot at rim,,29-27,,
10:50.0,Offensive rebound by J. Smith,,29-27,,
10:45.0,W. Johnson misses 3-pt shot from 25 ft,,29-27,,
10:44.0,,,29-27,,Defensive rebound by S. Johnson
10:42.0,,,29-27,,S. Johnson misses 2-pt shot from 16 ft
10:40.0,,,29-27,,Offensive rebound by A. Baynes
10:39.0,,,29-27,,Turnover by A. Baynes (traveling)
10:26.0,J. Smith misses 2-pt shot from 16 ft,,29-27,,
10:25.0,,,29-27,,Defensive rebound by S. Blake
10:15.0,,,29-27,,A. Tolliver misses 2-pt shot from 22 ft
10:13.0,Defensive rebound by J. Crawford,,29-27,,
10:01.0,J. Crawford makes 2-pt shot from 17 ft,2,31-27,,
9:50.0,,,31-29,2,M. Morris makes 2-pt shot at rim (assist by A. Baynes)
9:35.0,J. Crawford makes 2-pt shot from 15 ft,2,33-29,,
9:35.0,Shooting foul by S. Blake (drawn by J. Crawford),,33-29,,
9:35.0,B. Griffin enters the game for J. Smith,,33-29,,
9:35.0,J. Crawford makes free throw 1 of 1,1,34-29,,
9:21.0,,,34-31,2,S. Blake makes 2-pt shot at rim
9:07.0,W. Johnson misses 2-pt shot from 19 ft,,34-31,,
9:06.0,,,34-31,,Defensive rebound by S. Johnson
9:00.0,,,34-31,,Turnover by S. Blake (bad pass; steal by P. Pierce)
8:48.0,Turnover by W. Johnson (offensive foul),,34-31,,
8:48.0,Offensive charge foul by W. Johnson,,34-31,,
8:48.0,Official timeout,,34-31,,
8:37.0,,,34-31,,Turnover by S. Johnson (bad pass; steal by W. Johnson)
8:20.0,Shooting foul by A. Tolliver (drawn by P. Pierce),,34-31,,
8:20.0,P. Pierce makes free throw 1 of 2,1,35-31,,
8:20.0,P. Pierce makes free throw 2 of 2,1,36-31,,
8:07.0,,,36-33,2,A. Baynes makes 2-pt shot at rim (assist by M. Morris)
7:54.0,A. Rivers makes 2-pt shot at rim (assist by B. Griffin),2,38-33,,
7:31.0,,,38-33,,M. Morris misses 2-pt shot from 19 ft
7:30.0,,,38-33,,Offensive rebound by Team
7:14.0,,,38-33,,Turnover by A. Baynes (3 sec)
6:56.0,B. Griffin misses 2-pt shot from 19 ft,,38-33,,
6:56.0,,,38-33,,Defensive rebound by A. Tolliver
6:52.0,,,38-33,,S. Johnson misses 2-pt shot from 1 ft
6:51.0,,,38-33,,Offensive rebound by A. Baynes
6:48.0,,,38-35,2,A. Baynes makes 2-pt shot at rim
6:27.0,B. Griffin makes 2-pt shot from 18 ft (assist by J. Crawford),2,40-35,,
6:11.0,,,40-35,,S. Johnson misses 2-pt shot from 6 ft
6:10.0,Defensive rebound by B. Griffin,,40-35,,
6:00.0,,,40-35,,Personal foul by A. Baynes (drawn by J. Crawford)
6:00.0,D. Jordan enters the game for P. Pierce,,40-35,,
6:00.0,C. Paul enters the game for A. Rivers,,40-35,,
6:00.0,,,40-35,,A. Drummond enters the game for A. Baynes
6:00.0,,,40-35,,R. Jackson enters the game for S. Blake
6:00.0,,,40-35,,K. Caldwell-Pope enters the game for M. Morris
5:51.0,B. Griffin misses 2-pt shot from 16 ft,,40-35,,
5:51.0,,,40-35,,Defensive rebound by A. Tolliver
5:36.0,,,40-35,,Turnover by R. Jackson (bad pass; steal by J. Crawford)
5:29.0,W. Johnson makes 2-pt shot at rim (assist by J. Crawford),2,42-35,,
5:24.0,,,42-35,,Detroit full timeout
5:21.0,,,42-35,,Shooting foul by B. Griffin (drawn by A. Drummond)
5:21.0,,,42-35,,A. Drummond misses free throw 1 of 2
5:21.0,,,42-35,,Offensive rebound by Team
5:21.0,,,42-35,,A. Drummond misses free throw 2 of 2
5:20.0,Defensive rebound by D. Jordan,,42-35,,
5:04.0,B. Griffin misses 2-pt shot from 4 ft,,42-35,,
5:04.0,,,42-35,,Defensive rebound by A. Drummond
4:48.0,,,42-35,,K. Caldwell-Pope misses 2-pt shot from 15 ft
4:48.0,Defensive rebound by W. Johnson,,42-35,,
4:36.0,B. Griffin makes 2-pt shot from 3 ft,2,44-35,,
4:23.0,,,44-35,,A. Drummond misses 2-pt shot at rim
4:22.0,Defensive rebound by D. Jordan,,44-35,,
4:16.0,J. Crawford misses 3-pt shot from 23 ft,,44-35,,
4:16.0,,,44-35,,Defensive rebound by Team
4:16.0,J. Redick enters the game for W. Johnson,,44-35,,
4:16.0,,,44-35,,E. Ilyasova enters the game for A. Tolliver
4:01.0,,,44-35,,Turnover by K. Caldwell-Pope (offensive foul)
4:01.0,,,44-35,,Offensive foul by K. Caldwell-Pope
3:44.0,C. Paul misses 3-pt shot from 26 ft,,44-35,,
3:43.0,,,44-35,,Defensive rebound by A. Drummond
3:26.0,,,44-35,,E. Ilyasova misses 3-pt shot from 26 ft
3:26.0,Defensive rebound by J. Crawford,,44-35,,
3:10.0,B. Griffin misses 2-pt shot from 7 ft,,44-35,,
3:10.0,,,44-35,,Defensive rebound by R. Jackson
3:10.0,Personal foul by C. Paul (drawn by R. Jackson),,44-35,,
3:10.0,,,44-35,,M. Morris enters the game for S. Johnson
3:02.0,,,44-35,,Shooting foul by C. Paul (drawn by R. Jackson)
3:02.0,,,44-36,1,R. Jackson makes free throw 1 of 2
3:02.0,L. Mbah a Moute enters the game for J. Crawford,,44-36,,
3:02.0,,,44-37,1,R. Jackson makes free throw 2 of 2
2:52.0,Turnover by J. Redick (lost ball; steal by K. Caldwell-Pope),,44-37,,
2:47.0,,,44-37,,Turnover by A. Drummond (lost ball; steal by C. Paul)
2:37.0,L. Mbah a Moute makes 2-pt shot at rim (assist by C. Paul),2,46-37,,
2:30.0,,,46-37,,Turnover by R. Jackson (lost ball)
2:30.0,LA Clippers full timeout,,46-37,,
2:16.0,B. Griffin misses 2-pt shot from 15 ft,,46-37,,
2:16.0,,,46-37,,Defensive rebound by R. Jackson
1:58.0,,,46-37,,M. Morris misses 2-pt shot at rim
1:57.0,Defensive rebound by D. Jordan,,46-37,,
1:57.0,,,46-37,,Personal foul by K. Caldwell-Pope (drawn by C. Paul)
1:57.0,,,46-37,,S. Johnson enters the game for K. Caldwell-Pope
1:41.0,Turnover by J. Redick (lost ball; steal by E. Ilyasova),,46-37,,
1:33.0,,,46-37,,S. Johnson misses 2-pt shot from 3 ft
1:32.0,Defensive rebound by D. Jordan,,46-37,,
1:25.0,C. Paul makes 2-pt shot at rim,2,48-37,,
1:06.0,,,48-37,,E. Ilyasova misses 3-pt shot from 26 ft
1:06.0,,,48-37,,Offensive rebound by R. Jackson
1:02.0,,,48-37,,Turnover by A. Drummond (offensive goaltending)
0:42.0,Offensive foul by D. Jordan,,48-37,,
0:42.0,Turnover by D. Jordan (offensive foul),,48-37,,
0:32.0,,,48-39,2,E. Ilyasova makes 2-pt shot at rim (assist by R. Jackson)
0:06.0,B. Griffin misses 2-pt shot from 22 ft,,48-39,,
0:05.0,Offensive rebound by D. Jordan,,48-39,,
0:02.0,J. Redick misses 3-pt shot from 27 ft,,48-39,,
0:01.0,,,48-39,,Defensive rebound by A. Drummond
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,J. Redick misses 3-pt shot from 27 ft,,48-39,,
11:45.0,,,48-39,,Defensive rebound by R. Jackson
11:27.0,,,48-41,2,A. Drummond makes 2-pt shot from 6 ft (assist by R. Jackson)
11:13.0,J. Redick makes 2-pt shot from 19 ft (assist by C. Paul),2,50-41,,
10:53.0,,,50-41,,R. Jackson misses 2-pt shot from 7 ft
10:53.0,Defensive rebound by L. Mbah a Moute,,50-41,,
10:35.0,Turnover by B. Griffin (lost ball; steal by M. Morris),,50-41,,
10:28.0,,,50-41,,K. Caldwell-Pope misses 3-pt shot from 26 ft
10:26.0,,,50-41,,Offensive rebound by A. Drummond
10:25.0,,,50-43,2,A. Drummond makes 2-pt shot at rim
10:02.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,52-43,,
9:37.0,,,52-43,,R. Jackson misses 2-pt shot from 6 ft
9:36.0,Defensive rebound by D. Jordan,,52-43,,
9:25.0,C. Paul makes 2-pt shot from 14 ft,2,54-43,,
8:58.0,,,54-43,,E. Ilyasova misses 2-pt shot from 18 ft
8:58.0,Defensive rebound by D. Jordan,,54-43,,
8:53.0,B. Griffin makes 2-pt shot at rim (assist by C. Paul),2,56-43,,
8:53.0,,,56-43,,Detroit full timeout
8:38.0,,,56-45,2,M. Morris makes 2-pt shot from 17 ft (assist by E. Ilyasova)
8:22.0,J. Redick makes 2-pt shot from 17 ft (assist by D. Jordan),2,58-45,,
8:01.0,,,58-47,2,K. Caldwell-Pope makes 2-pt shot from 14 ft
7:43.0,C. Paul makes 2-pt shot from 18 ft,2,60-47,,
7:29.0,,,60-49,2,R. Jackson makes 2-pt shot from 14 ft
7:09.0,J. Redick misses 3-pt shot from 27 ft,,60-49,,
7:09.0,Offensive rebound by L. Mbah a Moute,,60-49,,
6:55.0,B. Griffin makes 2-pt shot from 17 ft (assist by C. Paul),2,62-49,,
6:38.0,,,62-51,2,E. Ilyasova makes 2-pt shot at rim (assist by R. Jackson)
6:09.0,J. Redick makes 2-pt shot at rim (assist by B. Griffin),2,64-51,,
5:42.0,,,64-51,,A. Drummond misses 2-pt shot from 6 ft
5:41.0,,,64-51,,Offensive rebound by E. Ilyasova
5:39.0,,,64-53,2,E. Ilyasova makes 2-pt shot at rim
5:13.0,B. Griffin misses 2-pt shot from 16 ft,,64-53,,
5:12.0,,,64-53,,Defensive rebound by Team
4:58.0,,,64-55,2,R. Jackson makes 2-pt shot from 7 ft
4:58.0,LA Clippers full timeout,,64-55,,
4:58.0,W. Johnson enters the game for L. Mbah a Moute,,64-55,,
4:39.0,B. Griffin makes 2-pt shot at rim,2,66-55,,
4:29.0,Personal foul by W. Johnson (drawn by M. Morris),,66-55,,
4:15.0,,,66-55,,K. Caldwell-Pope misses 3-pt shot from 26 ft
4:14.0,,,66-55,,Offensive rebound by A. Drummond
4:12.0,,,66-57,2,A. Drummond makes 2-pt shot at rim
3:55.0,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul),2,68-57,,
3:39.0,,,68-57,,R. Jackson misses 2-pt shot at rim
3:38.0,Defensive rebound by C. Paul,,68-57,,
3:33.0,Shooting foul by M. Morris (drawn by B. Griffin),,68-57,,
3:33.0,B. Griffin misses free throw 1 of 2,,68-57,,
3:33.0,Offensive rebound by Team,,68-57,,
3:33.0,,,68-57,,A. Tolliver enters the game for E. Ilyasova
3:33.0,J. Crawford enters the game for J. Redick,,68-57,,
3:33.0,B. Griffin makes free throw 2 of 2,1,69-57,,
3:22.0,,,69-57,,Offensive foul by A. Drummond
3:22.0,,,69-57,,Turnover by A. Drummond (offensive foul)
3:03.0,B. Griffin misses 2-pt shot from 13 ft,,69-57,,
3:02.0,,,69-57,,Defensive rebound by A. Tolliver
2:56.0,,,69-57,,Turnover by A. Tolliver (bad pass; steal by W. Johnson)
2:44.0,Turnover by C. Paul (bad pass; steal by R. Jackson),,69-57,,
2:39.0,,,69-59,2,M. Morris makes 2-pt shot from 1 ft (assist by R. Jackson)
2:21.0,B. Griffin makes 2-pt shot from 17 ft (assist by J. Crawford),2,71-59,,
1:57.0,,,71-59,,A. Tolliver misses 3-pt shot from 23 ft
1:56.0,Defensive rebound by D. Jordan,,71-59,,
1:38.0,B. Griffin misses 2-pt shot from 17 ft,,71-59,,
1:38.0,,,71-59,,Defensive rebound by A. Drummond
1:14.0,,,71-61,2,R. Jackson makes 2-pt shot from 17 ft
0:57.0,,,71-61,,Personal foul by R. Jackson (drawn by B. Griffin)
0:57.0,P. Pierce enters the game for B. Griffin,,71-61,,
0:57.0,A. Rivers enters the game for C. Paul,,71-61,,
0:57.0,,,71-61,,S. Blake enters the game for R. Jackson
0:53.0,J. Crawford makes 2-pt shot from 20 ft,2,73-61,,
0:38.0,,,73-61,,K. Caldwell-Pope misses 3-pt shot from 27 ft
0:37.0,Defensive rebound by W. Johnson,,73-61,,
0:31.0,Turnover by J. Crawford (bad pass; steal by M. Morris),,73-61,,
0:29.0,Personal foul by P. Pierce (drawn by M. Morris),,73-61,,
0:18.0,,,73-61,,Shooting foul by P. Pierce (drawn by A. Drummond)
0:18.0,,,73-62,1,A. Drummond makes free throw 1 of 2
0:18.0,,,73-63,1,A. Drummond makes free throw 2 of 2
0:17.0,,,73-63,,Personal foul by S. Blake (drawn by D. Jordan)
0:17.0,D. Jordan misses free throw 1 of 2,,73-63,,
0:17.0,Offensive rebound by Team,,73-63,,
0:17.0,,,73-63,,A. Baynes enters the game for A. Drummond
0:17.0,L. Mbah a Moute enters the game for J. Crawford,,73-63,,
0:17.0,D. Jordan misses free throw 2 of 2,,73-63,,
0:16.0,,,73-63,,Defensive rebound by M. Morris
0:02.0,,,73-63,,M. Morris misses 2-pt shot from 15 ft
0:00.0,,,73-63,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:36.0,,,73-63,,S. Blake misses 3-pt shot from 26 ft (block by A. Rivers)
11:36.0,,,73-63,,Offensive rebound by Team
11:36.0,,,73-63,,Turnover by Team (shot clock)
11:18.0,J. Smith misses 2-pt shot from 5 ft,,73-63,,
11:17.0,,,73-63,,Defensive rebound by A. Tolliver
11:12.0,,,73-65,2,A. Baynes makes 2-pt shot from 5 ft (assist by A. Tolliver)
10:59.0,J. Crawford makes 2-pt shot from 18 ft (assist by J. Smith),2,75-65,,
10:40.0,,,75-68,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by A. Baynes)
10:22.0,A. Rivers misses 2-pt shot from 5 ft,,75-68,,
10:21.0,,,75-68,,Defensive rebound by A. Baynes
10:11.0,,,75-68,,K. Caldwell-Pope misses 3-pt shot from 25 ft
10:10.0,Defensive rebound by P. Pierce,,75-68,,
9:56.0,J. Smith misses 2-pt shot from 1 ft,,75-68,,
9:55.0,,,75-68,,Defensive rebound by S. Blake
9:43.0,Personal foul by J. Smith (drawn by A. Baynes),,75-68,,
9:32.0,,,75-68,,S. Johnson misses 2-pt shot from 6 ft
9:32.0,,,75-68,,Offensive rebound by A. Baynes
9:28.0,,,75-70,2,A. Baynes makes 2-pt shot at rim
9:12.0,A. Rivers misses 3-pt shot from 24 ft,,75-70,,
9:12.0,,,75-70,,Defensive rebound by K. Caldwell-Pope
9:02.0,,,75-72,2,K. Caldwell-Pope makes 2-pt shot from 13 ft
9:02.0,LA Clippers full timeout,,75-72,,
9:02.0,B. Griffin enters the game for J. Smith,,75-72,,
8:41.0,P. Pierce misses 2-pt shot from 12 ft,,75-72,,
8:41.0,,,75-72,,Defensive rebound by S. Johnson
8:27.0,,,75-72,,K. Caldwell-Pope misses 2-pt shot at rim
8:27.0,,,75-72,,Offensive rebound by Team
8:15.0,,,75-74,2,A. Baynes makes 2-pt shot at rim (assist by K. Caldwell-Pope)
7:53.0,B. Griffin misses 2-pt shot from 14 ft,,75-74,,
7:52.0,,,75-74,,Defensive rebound by A. Tolliver
7:45.0,,,75-74,,K. Caldwell-Pope misses 2-pt shot from 13 ft
7:44.0,,,75-74,,Offensive rebound by A. Baynes
7:42.0,,,75-74,,A. Tolliver misses 3-pt shot from 26 ft
7:42.0,Defensive rebound by Team,,75-74,,
7:42.0,,,75-74,,Personal foul by A. Baynes (drawn by B. Griffin)
7:42.0,C. Paul enters the game for A. Rivers,,75-74,,
7:42.0,D. Jordan enters the game for P. Pierce,,75-74,,
7:42.0,,,75-74,,R. Jackson enters the game for S. Blake
7:28.0,J. Crawford misses 2-pt shot from 14 ft,,75-74,,
7:27.0,,,75-74,,Defensive rebound by K. Caldwell-Pope
7:22.0,,,75-74,,K. Caldwell-Pope misses 3-pt shot from 25 ft
7:21.0,Defensive rebound by C. Paul,,75-74,,
7:08.0,C. Paul misses 2-pt shot from 15 ft,,75-74,,
7:07.0,,,75-74,,Defensive rebound by A. Baynes
6:42.0,,,75-77,3,R. Jackson makes 3-pt shot from 25 ft
6:24.0,B. Griffin makes 2-pt shot from 20 ft (assist by C. Paul),2,77-77,,
6:15.0,,,77-77,,A. Drummond enters the game for A. Baynes
6:15.0,,,77-77,,M. Morris enters the game for S. Johnson
6:15.0,J. Redick enters the game for W. Johnson,,77-77,,
6:13.0,,,77-77,,Shooting foul by C. Paul (drawn by R. Jackson)
6:13.0,,,77-78,1,R. Jackson makes free throw 1 of 2
6:13.0,,,77-79,1,R. Jackson makes free throw 2 of 2
5:53.0,B. Griffin misses 2-pt shot from 18 ft,,77-79,,
5:53.0,,,77-79,,Defensive rebound by A. Drummond
5:43.0,,,77-81,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
5:24.0,C. Paul misses 2-pt shot from 6 ft,,77-81,,
5:24.0,Offensive rebound by Team,,77-81,,
5:24.0,,,77-81,,Loose ball foul by M. Morris (drawn by D. Jordan)
5:24.0,Official timeout,,77-81,,
5:10.0,B. Griffin makes 2-pt shot at rim,2,79-81,,
4:51.0,,,79-81,,Offensive foul by A. Drummond
4:51.0,,,79-81,,Turnover by A. Drummond (offensive foul)
4:35.0,J. Redick misses 3-pt shot from 27 ft,,79-81,,
4:35.0,,,79-81,,Defensive rebound by R. Jackson
4:24.0,,,79-81,,A. Drummond misses 2-pt shot from 6 ft
4:22.0,Defensive rebound by D. Jordan,,79-81,,
4:15.0,Turnover by C. Paul (lost ball; steal by A. Drummond),,79-81,,
4:08.0,,,79-81,,M. Morris misses 2-pt shot from 3 ft (block by D. Jordan)
4:03.0,,,79-81,,Offensive rebound by A. Drummond
4:01.0,,,79-83,2,A. Drummond makes 2-pt shot at rim
3:51.0,B. Griffin makes 2-pt shot at rim (assist by J. Redick),2,81-83,,
3:42.0,,,81-83,,A. Drummond misses 2-pt shot from 4 ft (block by D. Jordan)
3:42.0,,,81-83,,Offensive rebound by Team
3:42.0,W. Johnson enters the game for J. Crawford,,81-83,,
3:28.0,,,81-83,,Shooting foul by C. Paul (drawn by R. Jackson)
3:28.0,,,81-84,1,R. Jackson makes free throw 1 of 2
3:28.0,,,81-84,,R. Jackson misses free throw 2 of 2
3:27.0,Defensive rebound by B. Griffin,,81-84,,
3:11.0,Turnover by B. Griffin (lost ball; steal by A. Drummond),,81-84,,
3:00.0,,,81-87,3,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by M. Morris)
2:59.0,LA Clippers full timeout,,81-87,,
2:52.0,,,81-87,,Personal foul by R. Jackson (drawn by D. Jordan)
2:46.0,,,81-87,,Personal foul by R. Jackson (drawn by C. Paul)
2:30.0,C. Paul misses 3-pt shot from 29 ft,,81-87,,
2:29.0,,,81-87,,Defensive rebound by A. Drummond
2:10.0,,,81-87,,Detroit full timeout
2:03.0,,,81-87,,R. Jackson misses 2-pt shot from 11 ft
2:01.0,Defensive rebound by B. Griffin,,81-87,,
1:51.0,W. Johnson misses 3-pt shot from 23 ft,,81-87,,
1:51.0,Offensive rebound by C. Paul,,81-87,,
1:43.0,J. Redick makes 3-pt shot from 23 ft (assist by C. Paul),3,84-87,,
1:33.0,,,84-89,2,A. Drummond makes 2-pt shot at rim (assist by R. Jackson)
1:25.0,D. Jordan makes 2-pt shot at rim (assist by J. Redick),2,86-89,,
1:25.0,Shooting foul by A. Tolliver (drawn by D. Jordan),,86-89,,
1:25.0,D. Jordan makes free throw 1 of 1,1,87-89,,
1:12.0,,,87-89,,Shooting foul by C. Paul (drawn by R. Jackson)
1:12.0,,,87-90,1,R. Jackson makes free throw 1 of 2
1:12.0,,,87-91,1,R. Jackson makes free throw 2 of 2
0:52.0,C. Paul makes 2-pt shot from 16 ft,2,89-91,,
0:33.0,Personal foul by W. Johnson (drawn by R. Jackson),,89-91,,
