time,Philadelphia,pts.away,score,pts.home,Oklahoma City
4:41.0,J. Okafor misses 2-pt shot from 4 ft,,10-14,,
4:40.0,,,10-14,,Defensive rebound by S. Ibaka
4:35.0,,,10-14,,Turnover by R. Westbrook (bad pass; steal by N. Stauskas)
4:11.0,T. McConnell makes 2-pt shot from 18 ft,2,12-14,,
3:51.0,,,12-16,2,A. Morrow makes 2-pt shot from 13 ft (assist by A. Roberson)
3:39.0,,,12-16,,Personal block foul by S. Adams (drawn by J. Okafor)
3:39.0,I. Canaan enters the game for T. McConnell,,12-16,,
3:39.0,,,12-16,,K. Singler enters the game for A. Roberson
3:39.0,,,12-16,,E. Kanter enters the game for S. Adams
3:39.0,,,12-16,,D. Waiters enters the game for A. Morrow
3:27.0,N. Stauskas misses 3-pt shot from 24 ft,,12-16,,
3:26.0,Offensive rebound by C. Wood,,12-16,,
3:21.0,N. Stauskas makes 3-pt shot from 24 ft (assist by I. Canaan),3,15-16,,
3:04.0,,,15-16,,S. Ibaka misses 2-pt shot from 18 ft
3:03.0,,,15-16,,Offensive rebound by Team
3:03.0,N. Noel enters the game for J. Okafor,,15-16,,
3:03.0,H. Thompson enters the game for N. Stauskas,,15-16,,
3:03.0,,,15-16,,Oklahoma City full timeout
3:00.0,,,15-16,,Turnover by K. Singler (bad pass; steal by N. Noel)
2:50.0,C. Wood misses 2-pt shot from 9 ft,,15-16,,
2:50.0,Offensive rebound by C. Wood,,15-16,,
2:47.0,C. Wood makes 2-pt shot from 2 ft,2,17-16,,
2:33.0,,,17-16,,R. Westbrook misses 3-pt shot from 24 ft
2:33.0,Defensive rebound by Team,,17-16,,
2:32.0,,,17-16,,Loose ball foul by E. Kanter (drawn by N. Noel)
2:32.0,,,17-16,,D. Augustin enters the game for R. Westbrook
2:32.0,,,17-16,,N. Collison enters the game for S. Ibaka
2:10.0,C. Wood makes 2-pt shot from 10 ft (assist by H. Thompson),2,19-16,,
1:50.0,,,19-18,2,E. Kanter makes 2-pt shot from 1 ft
1:35.0,Shooting foul by N. Collison (drawn by C. Wood),,19-18,,
1:35.0,C. Wood makes free throw 1 of 2,1,20-18,,
1:35.0,C. Wood makes free throw 2 of 2,1,21-18,,
1:18.0,,,21-18,,D. Waiters misses 2-pt shot from 18 ft
1:18.0,Defensive rebound by C. Wood,,21-18,,
1:09.0,H. Thompson makes 3-pt shot from 24 ft (assist by N. Noel),3,24-18,,
0:52.0,,,24-18,,E. Kanter misses 2-pt shot from 3 ft (block by C. Wood)
0:51.0,Defensive rebound by N. Noel,,24-18,,
0:40.0,Turnover by N. Noel (traveling),,24-18,,
0:29.0,,,24-18,,D. Waiters misses 2-pt shot from 15 ft
0:28.0,,,24-18,,Offensive rebound by E. Kanter
0:23.0,,,24-18,,Turnover by E. Kanter (lost ball; steal by I. Canaan)
0:01.0,H. Thompson misses 2-pt shot from 19 ft,,24-18,,
0:00.0,,,24-18,,Defensive rebound by N. Collison
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,N. Noel misses 2-pt shot from 1 ft,,24-18,,
11:45.0,,,24-18,,Defensive rebound by K. Singler
11:30.0,,,24-21,3,D. Augustin makes 3-pt shot from 24 ft (assist by D. Waiters)
11:12.0,J. Sampson makes 2-pt shot from 6 ft (assist by J. Okafor),2,26-21,,
10:55.0,,,26-23,2,N. Collison makes 2-pt shot from 16 ft (assist by D. Waiters)
10:46.0,Offensive foul by J. Okafor,,26-23,,
10:46.0,Turnover by J. Okafor (offensive foul),,26-23,,
10:46.0,N. Stauskas enters the game for J. Sampson,,26-23,,
10:46.0,J. Grant enters the game for N. Noel,,26-23,,
10:46.0,T. McConnell enters the game for I. Canaan,,26-23,,
10:35.0,,,26-23,,E. Kanter misses 2-pt shot from 5 ft (block by J. Okafor)
10:34.0,Defensive rebound by J. Okafor,,26-23,,
10:20.0,J. Okafor misses 2-pt shot from 5 ft,,26-23,,
10:19.0,,,26-23,,Defensive rebound by N. Collison
10:17.0,,,26-23,,Shooting foul by H. Thompson (drawn by D. Waiters)
10:17.0,,,26-24,1,D. Waiters makes free throw 1 of 2
10:17.0,,,26-25,1,D. Waiters makes free throw 2 of 2
10:02.0,J. Grant misses 2-pt shot from 1 ft,,26-25,,
10:01.0,,,26-25,,Defensive rebound by Team
9:41.0,,,26-25,,D. Waiters misses 2-pt shot from 2 ft (block by J. Grant)
9:40.0,Defensive rebound by T. McConnell,,26-25,,
9:33.0,J. Grant misses 2-pt shot at rim (block by K. Singler),,26-25,,
9:32.0,,,26-25,,Defensive rebound by E. Kanter
9:26.0,,,26-27,2,E. Kanter makes 2-pt shot at rim
9:12.0,J. Grant makes 2-pt shot at rim (assist by N. Stauskas),2,28-27,,
8:56.0,,,28-27,,D. Augustin misses 2-pt shot from 2 ft
8:56.0,Defensive rebound by J. Okafor,,28-27,,
8:50.0,Offensive charge foul by H. Thompson,,28-27,,
8:50.0,Turnover by H. Thompson (offensive foul),,28-27,,
8:50.0,Official timeout,,28-27,,
8:33.0,,,28-27,,Turnover by N. Collison (bad pass; steal by H. Thompson)
8:25.0,J. Okafor makes 2-pt shot from 1 ft (assist by T. McConnell),2,30-27,,
8:14.0,,,30-27,,Shooting foul by J. Grant (drawn by D. Waiters)
8:14.0,,,30-28,1,D. Waiters makes free throw 1 of 2
8:14.0,,,30-29,1,D. Waiters makes free throw 2 of 2
7:55.0,H. Thompson misses 3-pt shot from 24 ft,,30-29,,
7:55.0,,,30-29,,Defensive rebound by N. Collison
7:44.0,,,30-31,2,D. Waiters makes 2-pt shot from 13 ft (assist by N. Collison)
7:25.0,J. Okafor misses 2-pt shot from 4 ft (block by N. Collison),,30-31,,
7:25.0,Offensive rebound by J. Grant,,30-31,,
7:25.0,Shooting foul by N. Collison (drawn by J. Grant),,30-31,,
7:25.0,J. Grant makes free throw 1 of 2,1,31-31,,
7:25.0,N. Noel enters the game for H. Thompson,,31-31,,
7:25.0,J. Grant makes free throw 2 of 2,1,32-31,,
7:02.0,,,32-31,,D. Waiters misses 2-pt shot from 18 ft
7:01.0,,,32-31,,Offensive rebound by E. Kanter
6:56.0,,,32-31,,E. Kanter misses 2-pt shot from 4 ft
6:50.0,,,32-31,,Offensive rebound by N. Collison
6:50.0,,,32-33,2,N. Collison makes 2-pt shot from 1 ft
6:47.0,J. Okafor misses 2-pt shot from 3 ft,,32-33,,
6:44.0,Offensive rebound by N. Stauskas,,32-33,,
6:29.0,J. Okafor misses 2-pt shot from 10 ft,,32-33,,
6:29.0,,,32-33,,Defensive rebound by E. Kanter
6:15.0,,,32-33,,K. Singler misses 3-pt shot from 22 ft
6:15.0,Defensive rebound by N. Noel,,32-33,,
6:00.0,N. Stauskas misses 2-pt shot from 1 ft,,32-33,,
5:59.0,,,32-33,,Defensive rebound by K. Singler
5:39.0,,,32-33,,D. Augustin misses 2-pt shot from 9 ft
5:38.0,,,32-33,,Offensive rebound by E. Kanter
5:38.0,,,32-35,2,E. Kanter makes 2-pt shot at rim
5:35.0,Philadelphia full timeout,,32-35,,
5:35.0,,,32-35,,R. Westbrook enters the game for K. Singler
5:35.0,,,32-35,,S. Adams enters the game for E. Kanter
5:21.0,N. Stauskas misses 3-pt shot from 23 ft,,32-35,,
5:20.0,,,32-35,,Defensive rebound by Team
5:20.0,C. Wood enters the game for J. Okafor,,32-35,,
5:00.0,,,32-35,,D. Augustin misses 3-pt shot from 23 ft
5:00.0,Defensive rebound by Team,,32-35,,
5:00.0,,,32-35,,Loose ball foul by S. Adams (drawn by N. Noel)
4:48.0,Turnover by J. Grant (lost ball),,32-35,,
4:37.0,,,32-37,2,R. Westbrook makes 2-pt shot at rim (assist by N. Collison)
4:26.0,Turnover by T. McConnell (bad pass; steal by R. Westbrook),,32-37,,
4:21.0,,,32-37,,R. Westbrook misses 2-pt shot from 1 ft
4:20.0,,,32-37,,Offensive rebound by N. Collison
4:20.0,,,32-39,2,N. Collison makes 2-pt shot from 1 ft
4:02.0,N. Stauskas makes 3-pt shot from 24 ft (assist by T. McConnell),3,35-39,,
3:47.0,,,35-39,,N. Collison misses 3-pt shot from 24 ft
3:46.0,,,35-39,,Offensive rebound by S. Adams
3:46.0,,,35-41,2,S. Adams makes 2-pt shot from 1 ft
3:18.0,T. McConnell misses 2-pt shot from 5 ft (block by S. Adams),,35-41,,
3:18.0,Offensive rebound by Team,,35-41,,
3:18.0,Turnover by Team (shot clock),,35-41,,
3:18.0,I. Canaan enters the game for C. Wood,,35-41,,
3:18.0,,,35-41,,A. Roberson enters the game for D. Waiters
3:18.0,,,35-41,,A. Morrow enters the game for D. Augustin
3:18.0,,,35-41,,S. Ibaka enters the game for N. Collison
3:07.0,,,35-41,,Turnover by R. Westbrook (bad pass; steal by N. Noel)
2:48.0,Shooting foul by S. Ibaka (drawn by N. Noel),,35-41,,
2:48.0,,,35-41,,Oklahoma City full timeout
2:48.0,,,35-41,,N. Collison enters the game for S. Adams
2:48.0,N. Noel makes free throw 1 of 2,1,36-41,,
2:48.0,N. Noel misses free throw 2 of 2,,36-41,,
2:47.0,,,36-41,,Defensive rebound by R. Westbrook
2:36.0,,,36-44,3,S. Ibaka makes 3-pt shot from 22 ft (assist by R. Westbrook)
2:21.0,Shooting foul by A. Morrow (drawn by N. Stauskas),,36-44,,
2:21.0,N. Stauskas makes free throw 1 of 2,1,37-44,,
2:21.0,N. Stauskas misses free throw 2 of 2,,37-44,,
2:20.0,,,37-44,,Defensive rebound by R. Westbrook
2:10.0,,,37-44,,Turnover by N. Collison (lost ball; steal by I. Canaan)
2:05.0,I. Canaan misses 2-pt shot from 1 ft,,37-44,,
2:05.0,,,37-44,,Defensive rebound by A. Morrow
1:59.0,,,37-44,,S. Ibaka misses 2-pt shot from 1 ft
1:58.0,Defensive rebound by N. Noel,,37-44,,
1:39.0,N. Noel misses 2-pt shot from 17 ft,,37-44,,
1:39.0,,,37-44,,Defensive rebound by R. Westbrook
1:28.0,,,37-44,,R. Westbrook misses 2-pt shot from 12 ft
1:27.0,,,37-44,,Offensive rebound by N. Collison
1:27.0,,,37-44,,N. Collison misses 2-pt shot from 1 ft
1:26.0,Defensive rebound by Team,,37-44,,
1:26.0,,,37-44,,Loose ball foul by N. Collison (drawn by N. Noel)
1:26.0,N. Noel makes free throw 1 of 2,1,38-44,,
1:26.0,,,38-44,,E. Kanter enters the game for N. Collison
1:26.0,J. Okafor enters the game for I. Canaan,,38-44,,
1:26.0,J. Sampson enters the game for N. Stauskas,,38-44,,
1:26.0,N. Noel makes free throw 2 of 2,1,39-44,,
1:12.0,,,39-44,,R. Westbrook misses 2-pt shot from 3 ft
1:12.0,Defensive rebound by J. Grant,,39-44,,
1:01.0,J. Grant makes 2-pt shot at rim (assist by J. Sampson),2,41-44,,
0:50.0,,,41-46,2,A. Morrow makes 2-pt shot from 17 ft (assist by R. Westbrook)
0:45.0,Philadelphia full timeout,,41-46,,
0:45.0,N. Stauskas enters the game for J. Grant,,41-46,,
0:45.0,I. Canaan enters the game for J. Sampson,,41-46,,
0:38.0,N. Noel misses 2-pt shot from 1 ft (block by S. Ibaka),,41-46,,
0:38.0,Offensive rebound by Team,,41-46,,
0:30.0,T. McConnell misses 2-pt shot from 13 ft,,41-46,,
0:29.0,Offensive rebound by J. Okafor,,41-46,,
0:29.0,J. Okafor misses 2-pt shot from 1 ft,,41-46,,
0:28.0,,,41-46,,Defensive rebound by E. Kanter
0:22.0,,,41-48,2,E. Kanter makes 2-pt shot from 1 ft (assist by R. Westbrook)
0:03.0,Shooting foul by R. Westbrook (drawn by N. Noel),,41-48,,
0:03.0,N. Noel makes free throw 1 of 2,1,42-48,,
0:03.0,J. Grant enters the game for J. Okafor,,42-48,,
0:03.0,J. Sampson enters the game for N. Stauskas,,42-48,,
0:03.0,C. Wood enters the game for I. Canaan,,42-48,,
0:03.0,N. Noel makes free throw 2 of 2,1,43-48,,
0:00.0,,,43-48,,R. Westbrook misses 3-pt shot from 35 ft
0:00.0,,,43-48,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,J. Okafor misses 2-pt shot from 6 ft (block by S. Adams),,43-48,,
11:48.0,Offensive rebound by Team,,43-48,,
11:40.0,T. McConnell makes 2-pt shot from 1 ft,2,45-48,,
11:20.0,,,45-48,,S. Ibaka misses 2-pt shot from 19 ft
11:19.0,Defensive rebound by N. Noel,,45-48,,
10:56.0,J. Okafor misses 2-pt shot at rim (block by S. Ibaka),,45-48,,
10:55.0,,,45-48,,Defensive rebound by R. Westbrook
10:50.0,,,45-48,,A. Morrow misses 3-pt shot from 24 ft
10:49.0,,,45-48,,Offensive rebound by Team
10:46.0,,,45-48,,Turnover by A. Roberson (lost ball)
10:34.0,N. Stauskas makes 2-pt shot from 1 ft,2,47-48,,
10:21.0,,,47-48,,S. Ibaka misses 2-pt shot from 18 ft
10:21.0,Defensive rebound by N. Noel,,47-48,,
10:02.0,J. Grant misses 3-pt shot from 23 ft,,47-48,,
10:01.0,,,47-48,,Defensive rebound by A. Roberson
9:55.0,,,47-48,,R. Westbrook misses 2-pt shot from 17 ft
9:54.0,Defensive rebound by N. Stauskas,,47-48,,
9:44.0,J. Okafor misses 2-pt shot from 2 ft (block by S. Ibaka),,47-48,,
9:44.0,,,47-48,,Defensive rebound by Team
9:30.0,,,47-48,,A. Roberson misses 3-pt shot from 24 ft
9:29.0,,,47-48,,Offensive rebound by R. Westbrook
9:29.0,,,47-48,,R. Westbrook misses 2-pt shot at rim
9:28.0,,,47-48,,Offensive rebound by R. Westbrook
9:24.0,Shooting block foul by J. Grant (drawn by A. Roberson),,47-48,,
9:24.0,,,47-48,,A. Roberson misses free throw 1 of 2
9:24.0,,,47-48,,Offensive rebound by Team
9:24.0,,,47-49,1,A. Roberson makes free throw 2 of 2
9:07.0,J. Okafor misses 2-pt shot from 1 ft (block by S. Ibaka),,47-49,,
9:05.0,Offensive rebound by N. Noel,,47-49,,
9:05.0,N. Noel misses 2-pt shot from 2 ft,,47-49,,
9:04.0,,,47-49,,Defensive rebound by A. Roberson
8:56.0,,,47-51,2,A. Morrow makes 2-pt shot from 11 ft
8:43.0,J. Okafor misses 2-pt shot from 11 ft,,47-51,,
8:43.0,,,47-51,,Defensive rebound by R. Westbrook
8:31.0,,,47-51,,S. Ibaka misses 2-pt shot from 19 ft
8:31.0,Defensive rebound by T. McConnell,,47-51,,
8:18.0,Turnover by N. Noel (lost ball; steal by A. Morrow),,47-51,,
8:14.0,,,47-53,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
8:14.0,Philadelphia full timeout,,47-53,,
7:56.0,J. Okafor makes 2-pt shot at rim,2,49-53,,
7:37.0,,,49-53,,A. Roberson misses 3-pt shot from 24 ft
7:36.0,Defensive rebound by T. McConnell,,49-53,,
7:29.0,Turnover by T. McConnell (lost ball; steal by R. Westbrook),,49-53,,
7:28.0,Personal take foul by T. McConnell (drawn by R. Westbrook),,49-53,,
7:28.0,C. Wood enters the game for J. Grant,,49-53,,
7:28.0,H. Thompson enters the game for N. Noel,,49-53,,
7:28.0,J. Sampson enters the game for N. Stauskas,,49-53,,
7:22.0,,,49-55,2,A. Roberson makes 2-pt shot at rim (assist by R. Westbrook)
7:07.0,Shooting foul by S. Adams (drawn by J. Sampson),,49-55,,
7:07.0,J. Sampson misses free throw 1 of 2,,49-55,,
7:07.0,Offensive rebound by Team,,49-55,,
7:07.0,J. Sampson makes free throw 2 of 2,1,50-55,,
6:48.0,,,50-57,2,S. Ibaka makes 2-pt shot from 19 ft (assist by R. Westbrook)
6:27.0,J. Okafor misses 2-pt shot from 6 ft,,50-57,,
6:27.0,,,50-57,,Defensive rebound by R. Westbrook
6:21.0,,,50-59,2,R. Westbrook makes 2-pt shot from 2 ft
5:54.0,J. Sampson misses 2-pt shot from 1 ft,,50-59,,
5:53.0,Offensive rebound by C. Wood,,50-59,,
5:51.0,C. Wood makes 2-pt shot at rim,2,52-59,,
5:37.0,,,52-59,,R. Westbrook misses 2-pt shot from 13 ft
5:37.0,Defensive rebound by J. Sampson,,52-59,,
5:25.0,Turnover by J. Okafor (lost ball; steal by A. Roberson),,52-59,,
5:17.0,,,52-59,,S. Adams misses 2-pt shot from 3 ft
5:16.0,Defensive rebound by C. Wood,,52-59,,
5:00.0,J. Okafor misses 2-pt shot at rim (block by S. Ibaka),,52-59,,
4:59.0,Offensive rebound by J. Okafor,,52-59,,
4:58.0,J. Okafor misses 2-pt shot at rim,,52-59,,
4:57.0,,,52-59,,Defensive rebound by S. Ibaka
4:53.0,,,52-59,,Shooting foul by J. Sampson (drawn by R. Westbrook)
4:53.0,,,52-60,1,R. Westbrook makes free throw 1 of 2
4:53.0,,,52-60,,E. Kanter enters the game for S. Adams
4:53.0,,,52-60,,D. Waiters enters the game for A. Roberson
4:53.0,P. Pressey enters the game for J. Okafor,,52-60,,
4:53.0,N. Noel enters the game for T. McConnell,,52-60,,
4:53.0,J. Grant enters the game for C. Wood,,52-60,,
4:53.0,,,52-60,,R. Westbrook misses free throw 2 of 2
4:52.0,Defensive rebound by N. Noel,,52-60,,
4:31.0,J. Grant misses 2-pt shot from 2 ft,,52-60,,
4:31.0,Offensive rebound by N. Noel,,52-60,,
4:20.0,Shooting foul by A. Morrow (drawn by H. Thompson),,52-60,,
4:20.0,H. Thompson makes free throw 1 of 2,1,53-60,,
4:20.0,I. Canaan enters the game for J. Sampson,,53-60,,
4:20.0,H. Thompson makes free throw 2 of 2,1,54-60,,
4:02.0,,,54-62,2,E. Kanter makes 2-pt shot from 2 ft (assist by S. Ibaka)
3:50.0,Shooting foul by D. Waiters (drawn by I. Canaan),,54-62,,
3:50.0,I. Canaan makes free throw 1 of 3,1,55-62,,
3:50.0,I. Canaan misses free throw 2 of 3,,55-62,,
3:50.0,Offensive rebound by Team,,55-62,,
3:50.0,I. Canaan makes free throw 3 of 3,1,56-62,,
3:35.0,,,56-62,,S. Ibaka misses 2-pt shot from 17 ft
3:35.0,Defensive rebound by N. Noel,,56-62,,
3:27.0,H. Thompson misses 3-pt shot from 23 ft,,56-62,,
3:27.0,,,56-62,,Defensive rebound by S. Ibaka
3:12.0,,,56-62,,A. Morrow misses 3-pt shot from 24 ft
3:11.0,Defensive rebound by J. Grant,,56-62,,
3:02.0,N. Noel makes 2-pt shot at rim (assist by I. Canaan),2,58-62,,
2:47.0,,,58-62,,E. Kanter misses 2-pt shot from 1 ft (block by J. Grant)
2:45.0,Defensive rebound by I. Canaan,,58-62,,
2:32.0,H. Thompson makes 3-pt shot from 23 ft (assist by J. Grant),3,61-62,,
2:32.0,,,61-62,,Oklahoma City full timeout
2:32.0,,,61-62,,K. Singler enters the game for A. Morrow
2:13.0,,,61-64,2,R. Westbrook makes 2-pt shot from 9 ft
1:59.0,Turnover by P. Pressey (bad pass; steal by R. Westbrook),,61-64,,
1:55.0,,,61-66,2,R. Westbrook makes 2-pt shot at rim
1:33.0,N. Noel misses 2-pt shot from 1 ft (block by E. Kanter),,61-66,,
1:31.0,Jump ball: S. Ibaka vs. N. Noel (E. Kanter gains possession),,,,Jump ball: S. Ibaka vs. N. Noel (E. Kanter gains possession)
1:31.0,,,61-66,,Defensive rebound by S. Ibaka
1:15.0,,,61-66,,K. Singler misses 2-pt shot from 6 ft
1:15.0,,,61-66,,Offensive rebound by E. Kanter
1:15.0,,,61-68,2,E. Kanter makes 2-pt shot from 4 ft
1:15.0,,,61-68,,Shooting foul by J. Grant (drawn by E. Kanter)
1:15.0,,,61-68,,N. Collison enters the game for S. Ibaka
1:15.0,,,61-69,1,E. Kanter makes free throw 1 of 1
1:00.0,C. Wood enters the game for J. Grant,,61-69,,
0:55.0,I. Canaan misses 2-pt shot from 21 ft,,61-69,,
0:54.0,,,61-69,,Defensive rebound by E. Kanter
0:46.0,,,61-69,,Turnover by R. Westbrook (bad pass; steal by H. Thompson)
0:40.0,H. Thompson misses 2-pt shot from 1 ft,,61-69,,
0:39.0,,,61-69,,Defensive rebound by N. Collison
0:35.0,,,61-71,2,R. Westbrook makes 2-pt shot from 9 ft
0:35.0,Away from play foul by N. Noel (drawn by E. Kanter),,61-71,,
0:35.0,,,61-71,,E. Kanter misses free throw 1 of 1
0:34.0,Defensive rebound by C. Wood,,61-71,,
0:24.0,P. Pressey misses 2-pt shot from 9 ft,,61-71,,
0:22.0,Offensive rebound by C. Wood,,61-71,,
0:22.0,C. Wood misses 2-pt shot from 1 ft,,61-71,,
0:22.0,,,61-71,,Defensive rebound by K. Singler
0:04.0,,,61-71,,Turnover by R. Westbrook (bad pass; steal by P. Pressey)
0:00.0,P. Pressey misses 2-pt shot from 2 ft,,61-71,,
0:00.0,Offensive rebound by Team,,61-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:49.0,,,61-71,,K. Singler misses 3-pt shot from 23 ft
11:48.0,Defensive rebound by J. Sampson,,61-71,,
11:33.0,J. Sampson makes 2-pt shot at rim,2,63-71,,
11:16.0,,,63-71,,K. Singler misses 2-pt shot from 3 ft
11:15.0,,,63-71,,Offensive rebound by K. Singler
11:11.0,,,63-71,,Shooting foul by J. Okafor (drawn by K. Singler)
11:11.0,,,63-72,1,K. Singler makes free throw 1 of 2
11:11.0,,,63-73,1,K. Singler makes free throw 2 of 2
10:50.0,N. Stauskas misses 2-pt shot from 2 ft,,63-73,,
10:50.0,,,63-73,,Defensive rebound by D. Waiters
10:43.0,Violation by J. Sampson (def goaltending),,63-73,,
10:43.0,,,63-75,2,D. Waiters makes 2-pt shot from 2 ft
10:43.0,,,63-75,,Shooting foul by N. Stauskas (drawn by D. Waiters)
10:43.0,,,63-76,1,D. Waiters makes free throw 1 of 1
10:29.0,J. Okafor makes 2-pt shot from 5 ft,2,65-76,,
10:14.0,,,65-76,,N. Collison misses 2-pt shot from 2 ft (block by C. Wood)
10:13.0,,,65-76,,Offensive rebound by D. Waiters
10:09.0,,,65-76,,K. Singler misses 3-pt shot from 24 ft
10:08.0,,,65-76,,Offensive rebound by N. Collison
10:01.0,,,65-76,,D. Waiters misses 2-pt shot from 14 ft
10:00.0,Defensive rebound by N. Stauskas,,65-76,,
9:53.0,Turnover by N. Stauskas (bad pass; steal by K. Singler),,65-76,,
9:45.0,,,65-76,,D. Augustin misses 3-pt shot from 24 ft
9:45.0,,,65-76,,Offensive rebound by K. Singler
9:32.0,,,65-76,,E. Kanter misses 2-pt shot from 12 ft
9:32.0,Defensive rebound by T. McConnell,,65-76,,
9:22.0,Shooting foul by K. Singler (drawn by N. Stauskas),,65-76,,
9:22.0,N. Stauskas misses free throw 1 of 2,,65-76,,
9:22.0,Offensive rebound by Team,,65-76,,
9:22.0,,,65-76,,R. Westbrook enters the game for K. Singler
9:22.0,,,65-76,,S. Adams enters the game for E. Kanter
9:22.0,N. Stauskas misses free throw 2 of 2,,65-76,,
9:21.0,,,65-76,,Defensive rebound by R. Westbrook
9:06.0,,,65-79,3,D. Waiters makes 3-pt shot from 24 ft (assist by R. Westbrook)
8:52.0,J. Sampson makes 2-pt shot from 1 ft,2,67-79,,
8:37.0,,,67-79,,D. Waiters misses 3-pt shot from 25 ft
8:37.0,Defensive rebound by Team,,67-79,,
8:37.0,,,67-79,,Loose ball foul by N. Collison (drawn by C. Wood)
8:37.0,Official timeout,,67-79,,
8:37.0,N. Noel enters the game for C. Wood,,67-79,,
8:24.0,T. McConnell makes 2-pt shot from 9 ft,2,69-79,,
8:03.0,,,69-81,2,D. Augustin makes 2-pt shot from 1 ft
7:44.0,J. Sampson misses 3-pt shot from 23 ft,,69-81,,
7:44.0,,,69-81,,Defensive rebound by D. Waiters
7:38.0,,,69-81,,D. Waiters misses 2-pt shot from 1 ft (block by J. Okafor)
7:38.0,Defensive rebound by Team,,69-81,,
7:38.0,,,69-81,,Loose ball foul by S. Adams (drawn by N. Noel)
7:18.0,T. McConnell misses 3-pt shot from 23 ft,,69-81,,
7:17.0,Offensive rebound by J. Okafor,,69-81,,
