time,Golden State,pts.away,score,pts.home,Houston
5:54.0,H. Barnes enters the game for M. Speights,,98-76,,
5:45.0,Shooting foul by T. Lawson (drawn by D. Green),,98-76,,
5:45.0,D. Green makes free throw 1 of 2,1,99-76,,
5:45.0,D. Green misses free throw 2 of 2,,99-76,,
5:45.0,,,99-76,,Defensive rebound by M. Harrell
5:33.0,,,99-76,,Turnover by T. Ariza (bad pass; steal by A. Iguodala)
5:22.0,B. Rush misses 3-pt shot from 25 ft,,99-76,,
5:20.0,Offensive rebound by A. Iguodala,,99-76,,
5:19.0,L. Barbosa enters the game for A. Iguodala,,99-76,,
5:12.0,S. Curry makes 2-pt shot from 2 ft (assist by D. Green),2,101-76,,
4:56.0,,,101-76,,C. Brewer misses 3-pt shot from 23 ft
4:56.0,Defensive rebound by S. Curry,,101-76,,
4:44.0,S. Curry misses 3-pt shot from 24 ft,,101-76,,
4:43.0,,,101-76,,Defensive rebound by T. Lawson
4:37.0,,,101-76,,M. Harrell misses 2-pt shot at rim
4:36.0,,,101-76,,Offensive rebound by Team
4:36.0,J. McAdoo enters the game for S. Curry,,101-76,,
4:36.0,I. Clark enters the game for D. Green,,101-76,,
4:30.0,Personal foul by H. Barnes (drawn by C. Brewer),,101-76,,
4:30.0,,,101-77,1,C. Brewer makes free throw 1 of 2
4:30.0,,,101-77,,K. McDaniels enters the game for J. Harden
4:30.0,,,101-77,,S. Dekker enters the game for T. Ariza
4:30.0,J. Thompson enters the game for H. Barnes,,101-77,,
4:30.0,,,101-78,1,C. Brewer makes free throw 2 of 2
4:09.0,B. Rush misses 2-pt shot from 21 ft,,101-78,,
4:09.0,,,101-78,,Defensive rebound by K. McDaniels
4:01.0,,,101-80,2,K. McDaniels makes 2-pt shot from 2 ft
3:47.0,B. Rush makes 2-pt shot from 7 ft (assist by I. Clark),2,103-80,,
3:35.0,,,103-80,,C. Brewer misses 2-pt shot from 5 ft
3:34.0,,,103-80,,Offensive rebound by C. Brewer
3:34.0,,,103-80,,Shooting foul by J. McAdoo (drawn by C. Brewer)
3:34.0,,,103-81,1,C. Brewer makes free throw 1 of 2
3:34.0,,,103-81,,P. Beverley enters the game for T. Lawson
3:34.0,,,103-82,1,C. Brewer makes free throw 2 of 2
3:18.0,I. Clark misses 3-pt shot from 25 ft,,103-82,,
3:17.0,,,103-82,,Defensive rebound by P. Beverley
3:08.0,,,103-82,,K. McDaniels misses 3-pt shot from 24 ft
3:08.0,Defensive rebound by J. Thompson,,103-82,,
3:00.0,L. Barbosa makes 2-pt shot from 20 ft,2,105-82,,
2:44.0,,,105-82,,K. McDaniels misses 2-pt shot from 19 ft
2:43.0,Defensive rebound by B. Rush,,105-82,,
2:33.0,Turnover by J. McAdoo (bad pass; steal by S. Dekker),,105-82,,
2:27.0,,,105-84,2,M. Harrell makes 2-pt shot at rim
2:14.0,L. Barbosa misses 2-pt shot from 21 ft,,105-84,,
2:14.0,,,105-84,,Defensive rebound by Team
2:14.0,Loose ball foul by J. McAdoo (drawn by M. Harrell),,105-84,,
2:14.0,Golden State full timeout,,105-84,,
2:14.0,,,105-85,1,M. Harrell makes free throw 1 of 2
2:14.0,,,105-86,1,M. Harrell makes free throw 2 of 2
1:51.0,I. Clark makes 2-pt shot from 12 ft,2,107-86,,
1:47.0,,,107-86,,Shooting foul by I. Clark (drawn by C. Brewer)
1:47.0,,,107-87,1,C. Brewer makes free throw 1 of 2
1:47.0,,,107-88,1,C. Brewer makes free throw 2 of 2
1:30.0,J. Thompson makes 2-pt shot from 7 ft (assist by J. McAdoo),2,109-88,,
1:14.0,,,109-90,2,P. Beverley makes 2-pt shot from 1 ft
1:07.0,Shooting foul by K. McDaniels (drawn by J. McAdoo),,109-90,,
1:07.0,J. McAdoo misses free throw 1 of 2,,109-90,,
1:07.0,Offensive rebound by Team,,109-90,,
1:07.0,J. McAdoo makes free throw 2 of 2,1,110-90,,
0:57.0,,,110-92,2,M. Harrell makes 2-pt shot at rim (assist by C. Brewer)
0:46.0,J. McAdoo makes 2-pt shot from 16 ft (assist by I. Clark),2,112-92,,
0:35.0,,,112-92,,Turnover by P. Beverley (bad pass; steal by L. Barbosa)
0:30.0,I. Clark misses 2-pt shot from 3 ft (block by K. McDaniels),,112-92,,
0:26.0,Offensive rebound by B. Rush,,112-92,,
0:26.0,B. Rush misses 2-pt shot from 1 ft (block by M. Harrell),,112-92,,
0:24.0,,,112-92,,Defensive rebound by S. Dekker
0:20.0,,,112-92,,K. McDaniels misses 3-pt shot from 25 ft
0:19.0,Defensive rebound by J. McAdoo,,112-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
